ID;EconomicRisks;PersonalCharacteristics;Periods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
458;1234;Age: 50 to 65 years;2010 new method;15.0;85.0;14.0;86.0
459;1234;Age: 50 to 65 years;2012;21.0;79.0;20.0;80.0
460;1234;Age: 65 years or older;2003;;;;
461;1234;Age: 65 years or older;2004;;;;
462;1234;Age: 65 years or older;2005;;;;
463;1234;Age: 65 years or older;2006;16.0;84.0;12.0;88.0
464;1234;Age: 65 years or older;2007;17.0;83.0;14.0;86.0
465;1234;Age: 65 years or older;2008;17.0;83.0;12.0;88.0
466;1234;Age: 65 years or older;2009;16.0;84.0;13.0;87.0
467;1234;Age: 65 years or older;2010 old method;19.0;81.0;14.0;86.0
468;1234;Age: 65 years or older;2010 new method;21.0;79.0;17.0;83.0
469;1234;Age: 65 years or older;2012;16.0;84.0;12.0;88.0
470;1234;Origin: Native Dutch background;2003;;;;
471;1234;Origin: Native Dutch background;2004;;;;
472;1234;Origin: Native Dutch background;2005;;;;
473;1234;Origin: Native Dutch background;2006;9.0;91.0;10.0;90.0
474;1234;Origin: Native Dutch background;2007;10.0;90.0;11.0;89.0
475;1234;Origin: Native Dutch background;2008;10.0;90.0;10.0;90.0
476;1234;Origin: Native Dutch background;2009;10.0;90.0;10.0;90.0
477;1234;Origin: Native Dutch background;2010 old method;10.0;90.0;10.0;90.0
478;1234;Origin: Native Dutch background;2010 new method;14.0;86.0;13.0;87.0
479;1234;Origin: Native Dutch background;2012;15.0;85.0;14.0;86.0
480;1234;Origin: Foreign western background ;2003;;;;
481;1234;Origin: Foreign western background ;2004;;;;
482;1234;Origin: Foreign western background ;2005;;;;
483;1234;Origin: Foreign western background ;2006;11.0;89.0;16.0;84.0
484;1234;Origin: Foreign western background ;2007;13.0;87.0;14.0;86.0
485;1234;Origin: Foreign western background ;2008;15.0;85.0;14.0;86.0
486;1234;Origin: Foreign western background ;2009;10.0;90.0;15.0;85.0
487;1234;Origin: Foreign western background ;2010 old method;14.0;86.0;16.0;84.0
488;1234;Origin: Foreign western background ;2010 new method;20.0;80.0;17.0;83.0
489;1234;Origin: Foreign western background ;2012;18.0;82.0;16.0;84.0
490;1234;Origin: Foreign non-western background;2003;;;;
491;1234;Origin: Foreign non-western background;2004;;;;
492;1234;Origin: Foreign non-western background;2005;;;;
493;1234;Origin: Foreign non-western background;2006;16.0;84.0;24.0;76.0
494;1234;Origin: Foreign non-western background;2007;19.0;81.0;12.0;88.0
495;1234;Origin: Foreign non-western background;2008;20.0;80.0;16.0;84.0
496;1234;Origin: Foreign non-western background;2009;21.0;79.0;24.0;76.0
497;1234;Origin: Foreign non-western background;2010 old method;23.0;77.0;23.0;77.0
498;1234;Origin: Foreign non-western background;2010 new method;21.0;79.0;17.0;83.0
499;1234;Origin: Foreign non-western background;2012;;;;
500;5678;Total population;2003;8.0;92.0;8.0;92.0
501;5678;Total population;2004;8.0;92.0;8.0;92.0
502;5678;Total population;2005;8.0;92.0;9.0;91.0
503;5678;Total population;2006;7.0;93.0;9.0;91.0
504;5678;Total population;2007;8.0;92.0;9.0;91.0
505;5678;Total population;2008;8.0;92.0;8.0;92.0
506;5678;Total population;2009;;;;
507;5678;Total population;2010 old method;7.0;93.0;8.0;92.0
508;5678;Total population;2010 new method;10.0;90.0;9.0;91.0
509;5678;Total population;2012;;;;
510;5678;Gender: male;2003;8.0;92.0;8.0;92.0
511;5678;Gender: male;2004;7.0;93.0;8.0;92.0
512;5678;Gender: male;2005;9.0;91.0;9.0;91.0
513;5678;Gender: male;2006;7.0;93.0;9.0;91.0
514;5678;Gender: male;2007;8.0;92.0;9.0;91.0
515;5678;Gender: male;2008;8.0;92.0;7.0;93.0
516;5678;Gender: male;2009;;;;
517;5678;Gender: male;2010 old method;6.0;94.0;8.0;92.0
518;5678;Gender: male;2010 new method;9.0;91.0;9.0;91.0
519;5678;Gender: male;2012;;;;
520;5678;Gender: female;2003;10.0;90.0;9.0;91.0
521;5678;Gender: female;2004;10.0;90.0;10.0;90.0
522;5678;Gender: female;2005;7.0;93.0;8.0;92.0
523;5678;Gender: female;2006;10.0;90.0;10.0;90.0
524;5678;Gender: female;2007;11.0;89.0;13.0;87.0
525;5678;Gender: female;2008;7.0;93.0;11.0;89.0
526;5678;Gender: female;2009;;;;
527;5678;Gender: female;2010 old method;8.0;92.0;9.0;91.0
528;5678;Gender: female;2010 new method;15.0;85.0;12.0;88.0
529;5678;Gender: female;2012;;;;
530;5678;Age: 18 to 35 years;2003;6.0;94.0;7.0;93.0
531;5678;Age: 18 to 35 years;2004;8.0;92.0;8.0;92.0
532;5678;Age: 18 to 35 years;2005;7.0;93.0;9.0;91.0
533;5678;Age: 18 to 35 years;2006;6.0;94.0;9.0;91.0
534;5678;Age: 18 to 35 years;2007;8.0;92.0;7.0;93.0
535;5678;Age: 18 to 35 years;2008;5.0;95.0;7.0;93.0
536;5678;Age: 18 to 35 years;2009;;;;
537;5678;Age: 18 to 35 years;2010 old method;4.0;96.0;5.0;95.0
538;5678;Age: 18 to 35 years;2010 new method;8.0;92.0;10.0;90.0
539;5678;Age: 18 to 35 years;2012;;;;
540;5678;Age: 35 to 50 years;2003;9.0;91.0;9.0;91.0
541;5678;Age: 35 to 50 years;2004;8.0;92.0;8.0;92.0
542;5678;Age: 35 to 50 years;2005;9.0;91.0;9.0;91.0
543;5678;Age: 35 to 50 years;2006;8.0;92.0;10.0;90.0
544;5678;Age: 35 to 50 years;2007;8.0;92.0;10.0;90.0
545;5678;Age: 35 to 50 years;2008;10.0;90.0;9.0;91.0
546;5678;Age: 35 to 50 years;2009;;;;
547;5678;Age: 35 to 50 years;2010 old method;9.0;91.0;12.0;88.0
548;5678;Age: 35 to 50 years;2010 new method;11.0;89.0;9.0;91.0
549;5678;Age: 35 to 50 years;2012;;;;
550;5678;Age: 50 to 65 years;2003;9.0;91.0;9.0;91.0
551;5678;Age: 50 to 65 years;2004;9.0;91.0;9.0;91.0
552;5678;Age: 50 to 65 years;2005;9.0;91.0;9.0;91.0
553;5678;Age: 50 to 65 years;2006;8.0;92.0;9.0;91.0
554;5678;Age: 50 to 65 years;2007;11.0;89.0;11.0;89.0
555;5678;Age: 50 to 65 years;2008;6.0;94.0;6.0;94.0
556;5678;Age: 50 to 65 years;2009;;;;
557;5678;Age: 50 to 65 years;2010 old method;6.0;94.0;6.0;94.0
558;5678;Age: 50 to 65 years;2010 new method;12.0;88.0;10.0;90.0
559;5678;Age: 50 to 65 years;2012;;;;
560;5678;Age: 65 years or older;2003;;;;
561;5678;Age: 65 years or older;2004;;;;
562;5678;Age: 65 years or older;2005;;;;
563;5678;Age: 65 years or older;2006;;;;
564;5678;Age: 65 years or older;2007;;;;
565;5678;Age: 65 years or older;2008;;;;
566;5678;Age: 65 years or older;2009;;;;
567;5678;Age: 65 years or older;2010 old method;;;;
568;5678;Age: 65 years or older;2010 new method;;;;
569;5678;Age: 65 years or older;2012;;;;
570;5678;Origin: Native Dutch background;2003;7.0;93.0;7.0;93.0
571;5678;Origin: Native Dutch background;2004;7.0;93.0;8.0;92.0
572;5678;Origin: Native Dutch background;2005;7.0;93.0;8.0;92.0
573;5678;Origin: Native Dutch background;2006;6.0;94.0;8.0;92.0
574;5678;Origin: Native Dutch background;2007;8.0;92.0;9.0;91.0
575;5678;Origin: Native Dutch background;2008;6.0;94.0;6.0;94.0
576;5678;Origin: Native Dutch background;2009;;;;
577;5678;Origin: Native Dutch background;2010 old method;6.0;94.0;7.0;93.0
578;5678;Origin: Native Dutch background;2010 new method;9.0;91.0;9.0;91.0
579;5678;Origin: Native Dutch background;2012;;;;
580;5678;Origin: Foreign western background ;2003;12.0;88.0;10.0;90.0
581;5678;Origin: Foreign western background ;2004;9.0;91.0;10.0;90.0
582;5678;Origin: Foreign western background ;2005;13.0;87.0;14.0;86.0
583;5678;Origin: Foreign western background ;2006;9.0;91.0;11.0;89.0
584;5678;Origin: Foreign western background ;2007;8.0;92.0;12.0;88.0
585;5678;Origin: Foreign western background ;2008;15.0;85.0;14.0;86.0
586;5678;Origin: Foreign western background ;2009;;;;
587;5678;Origin: Foreign western background ;2010 old method;;;;
588;5678;Origin: Foreign western background ;2010 new method;16.0;84.0;12.0;88.0
589;5678;Origin: Foreign western background ;2012;;;;
590;5678;Origin: Foreign non-western background;2003;20.0;80.0;18.0;82.0
591;5678;Origin: Foreign non-western background;2004;16.0;84.0;15.0;85.0
592;5678;Origin: Foreign non-western background;2005;22.0;78.0;14.0;86.0
593;5678;Origin: Foreign non-western background;2006;14.0;86.0;22.0;78.0
594;5678;Origin: Foreign non-western background;2007;18.0;82.0;12.0;88.0
595;5678;Origin: Foreign non-western background;2008;16.0;84.0;12.0;88.0
596;5678;Origin: Foreign non-western background;2009;;;;
597;5678;Origin: Foreign non-western background;2010 old method;;;;
598;5678;Origin: Foreign non-western background;2010 new method;12.0;88.0;12.0;88.0
599;5678;Origin: Foreign non-western background;2012;;;;
600;9012;Total population;2003;9.0;91.0;10.0;90.0
601;9012;Total population;2004;9.0;91.0;11.0;89.0
602;9012;Total population;2005;9.0;91.0;11.0;89.0
603;9012;Total population;2006;8.0;92.0;11.0;89.0
604;9012;Total population;2007;8.0;92.0;10.0;90.0
605;9012;Total population;2008;9.0;91.0;10.0;90.0
606;9012;Total population;2009;;;;
607;9012;Total population;2010 old method;9.0;91.0;12.0;88.0
608;9012;Total population;2010 new method;12.0;88.0;12.0;88.0
609;9012;Total population;2012;;;;
610;9012;Gender: male;2003;12.0;88.0;13.0;87.0
611;9012;Gender: male;2004;11.0;89.0;14.0;86.0
612;9012;Gender: male;2005;10.0;90.0;9.0;91.0
613;9012;Gender: male;2006;8.0;92.0;10.0;90.0
614;9012;Gender: male;2007;11.0;89.0;12.0;88.0
615;9012;Gender: male;2008;11.0;89.0;11.0;89.0
616;9012;Gender: male;2009;;;;
617;9012;Gender: male;2010 old method;12.0;88.0;12.0;88.0
618;9012;Gender: male;2010 new method;12.0;88.0;14.0;86.0
619;9012;Gender: male;2012;;;;
620;9012;Gender: female;2003;8.0;92.0;9.0;91.0
621;9012;Gender: female;2004;9.0;91.0;11.0;89.0
622;9012;Gender: female;2005;9.0;91.0;11.0;89.0
623;9012;Gender: female;2006;8.0;92.0;11.0;89.0
624;9012;Gender: female;2007;7.0;93.0;9.0;91.0
625;9012;Gender: female;2008;8.0;92.0;9.0;91.0
626;9012;Gender: female;2009;;;;
627;9012;Gender: female;2010 old method;8.0;92.0;12.0;88.0
628;9012;Gender: female;2010 new method;12.0;88.0;12.0;88.0
629;9012;Gender: female;2012;;;;
630;9012;Age: 18 to 35 years;2003;8.0;92.0;10.0;90.0
631;9012;Age: 18 to 35 years;2004;8.0;92.0;10.0;90.0
632;9012;Age: 18 to 35 years;2005;8.0;92.0;10.0;90.0
633;9012;Age: 18 to 35 years;2006;5.0;95.0;9.0;91.0
634;9012;Age: 18 to 35 years;2007;8.0;92.0;9.0;91.0
635;9012;Age: 18 to 35 years;2008;5.0;95.0;9.0;91.0
636;9012;Age: 18 to 35 years;2009;;;;
637;9012;Age: 18 to 35 years;2010 old method;7.0;93.0;9.0;91.0
638;9012;Age: 18 to 35 years;2010 new method;11.0;89.0;10.0;90.0
639;9012;Age: 18 to 35 years;2012;;;;
640;9012;Age: 35 to 50 years;2003;8.0;92.0;11.0;89.0
641;9012;Age: 35 to 50 years;2004;9.0;91.0;12.0;88.0
642;9012;Age: 35 to 50 years;2005;10.0;90.0;12.0;88.0
643;9012;Age: 35 to 50 years;2006;10.0;90.0;13.0;87.0
644;9012;Age: 35 to 50 years;2007;7.0;93.0;11.0;89.0
645;9012;Age: 35 to 50 years;2008;11.0;89.0;11.0;89.0
646;9012;Age: 35 to 50 years;2009;;;;
647;9012;Age: 35 to 50 years;2010 old method;9.0;91.0;13.0;87.0
648;9012;Age: 35 to 50 years;2010 new method;12.0;88.0;14.0;86.0
649;9012;Age: 35 to 50 years;2012;;;;
650;9012;Age: 50 to 65 years;2003;12.0;88.0;10.0;90.0
651;9012;Age: 50 to 65 years;2004;13.0;87.0;12.0;88.0
652;9012;Age: 50 to 65 years;2005;10.0;90.0;9.0;91.0
653;9012;Age: 50 to 65 years;2006;9.0;91.0;10.0;90.0
654;9012;Age: 50 to 65 years;2007;10.0;90.0;11.0;89.0
655;9012;Age: 50 to 65 years;2008;9.0;91.0;9.0;91.0
656;9012;Age: 50 to 65 years;2009;;;;
657;9012;Age: 50 to 65 years;2010 old method;12.0;88.0;14.0;86.0
658;9012;Age: 50 to 65 years;2010 new method;14.0;86.0;13.0;87.0
659;9012;Age: 50 to 65 years;2012;;;;
660;9012;Age: 65 years or older;2003;;;;
661;9012;Age: 65 years or older;2004;;;;
662;9012;Age: 65 years or older;2005;;;;
663;9012;Age: 65 years or older;2006;;;;
664;9012;Age: 65 years or older;2007;;;;
665;9012;Age: 65 years or older;2008;;;;
666;9012;Age: 65 years or older;2009;;;;
667;9012;Age: 65 years or older;2010 old method;;;;
668;9012;Age: 65 years or older;2010 new method;;;;
669;9012;Age: 65 years or older;2012;;;;
670;9012;Origin: Native Dutch background;2003;7.0;93.0;10.0;90.0
671;9012;Origin: Native Dutch background;2004;8.0;92.0;10.0;90.0
672;9012;Origin: Native Dutch background;2005;8.0;92.0;9.0;91.0
673;9012;Origin: Native Dutch background;2006;8.0;92.0;10.0;90.0
674;9012;Origin: Native Dutch background;2007;7.0;93.0;10.0;90.0
675;9012;Origin: Native Dutch background;2008;7.0;93.0;9.0;91.0
676;9012;Origin: Native Dutch background;2009;;;;
677;9012;Origin: Native Dutch background;2010 old method;8.0;92.0;12.0;88.0
678;9012;Origin: Native Dutch background;2010 new method;11.0;89.0;12.0;88.0
679;9012;Origin: Native Dutch background;2012;;;;
680;9012;Origin: Foreign western background ;2003;12.0;88.0;9.0;91.0
681;9012;Origin: Foreign western background ;2004;12.0;88.0;16.0;84.0
682;9012;Origin: Foreign western background ;2005;6.0;94.0;10.0;90.0
683;9012;Origin: Foreign western background ;2006;9.0;91.0;16.0;84.0
684;9012;Origin: Foreign western background ;2007;10.0;90.0;12.0;88.0
685;9012;Origin: Foreign western background ;2008;11.0;89.0;9.0;91.0
686;9012;Origin: Foreign western background ;2009;;;;
687;9012;Origin: Foreign western background ;2010 old method;;;;
688;9012;Origin: Foreign western background ;2010 new method;16.0;84.0;16.0;84.0
689;9012;Origin: Foreign western background ;2012;;;;
690;9012;Origin: Foreign non-western background;2003;20.0;80.0;21.0;79.0
691;9012;Origin: Foreign non-western background;2004;16.0;84.0;22.0;78.0
692;9012;Origin: Foreign non-western background;2005;20.0;80.0;23.0;77.0
693;9012;Origin: Foreign non-western background;2006;11.0;89.0;19.0;81.0
694;9012;Origin: Foreign non-western background;2007;18.0;82.0;12.0;88.0
695;9012;Origin: Foreign non-western background;2008;20.0;80.0;19.0;81.0
696;9012;Origin: Foreign non-western background;2009;;;;
697;9012;Origin: Foreign non-western background;2010 old method;;;;
698;9012;Origin: Foreign non-western background;2010 new method;;;;
699;9012;Origin: Foreign non-western background;2012;;;;
700;3456;Total population;2003;13.0;87.0;13.0;87.0
701;3456;Total population;2004;10.0;90.0;13.0;87.0
702;3456;Total population;2005;12.0;88.0;12.0;88.0
703;3456;Total population;2006;9.0;91.0;13.0;87.0
704;3456;Total population;2007;9.0;91.0;12.0;88.0
705;3456;Total population;2008;8.0;92.0;12.0;88.0
706;3456;Total population;2009;;;;
707;3456;Total population;2010 old method;5.0;95.0;9.0;91.0
708;3456;Total population;2010 new method;20.0;80.0;18.0;82.0
709;3456;Total population;2012;;;;
710;3456;Gender: male;2003;15.0;85.0;13.0;87.0
711;3456;Gender: male;2004;12.0;88.0;15.0;85.0
712;3456;Gender: male;2005;18.0;82.0;16.0;84.0
713;3456;Gender: male;2006;11.0;89.0;15.0;85.0
714;3456;Gender: male;2007;12.0;88.0;13.0;87.0
715;3456;Gender: male;2008;11.0;89.0;15.0;85.0
716;3456;Gender: male;2009;;;;
717;3456;Gender: male;2010 old method;;;;
718;3456;Gender: male;2010 new method;21.0;79.0;20.0;80.0
719;3456;Gender: male;2012;;;;
720;3456;Gender: female;2003;12.0;88.0;14.0;86.0
721;3456;Gender: female;2004;9.0;91.0;10.0;90.0
722;3456;Gender: female;2005;7.0;93.0;9.0;91.0
723;3456;Gender: female;2006;8.0;92.0;12.0;88.0
724;3456;Gender: female;2007;5.0;95.0;12.0;88.0
725;3456;Gender: female;2008;5.0;95.0;9.0;91.0
726;3456;Gender: female;2009;;;;
727;3456;Gender: female;2010 old method;;;;
728;3456;Gender: female;2010 new method;18.0;82.0;16.0;84.0
729;3456;Gender: female;2012;;;;
730;3456;Age: 18 to 35 years;2003;13.0;87.0;13.0;87.0
731;3456;Age: 18 to 35 years;2004;11.0;89.0;14.0;86.0
732;3456;Age: 18 to 35 years;2005;12.0;88.0;12.0;88.0
733;3456;Age: 18 to 35 years;2006;9.0;91.0;13.0;87.0
734;3456;Age: 18 to 35 years;2007;7.0;93.0;12.0;88.0
735;3456;Age: 18 to 35 years;2008;9.0;91.0;12.0;88.0
736;3456;Age: 18 to 35 years;2009;;;;
737;3456;Age: 18 to 35 years;2010 old method;;;;
738;3456;Age: 18 to 35 years;2010 new method;12.0;88.0;15.0;85.0
739;3456;Age: 18 to 35 years;2012;;;;
740;3456;Age: 35 to 50 years;2003;13.0;87.0;14.0;86.0
741;3456;Age: 35 to 50 years;2004;11.0;89.0;10.0;90.0
742;3456;Age: 35 to 50 years;2005;;;;
743;3456;Age: 35 to 50 years;2006;;;;
744;3456;Age: 35 to 50 years;2007;;;;
745;3456;Age: 35 to 50 years;2008;;;;
746;3456;Age: 35 to 50 years;2009;;;;
747;3456;Age: 35 to 50 years;2010 old method;;;;
748;3456;Age: 35 to 50 years;2010 new method;;;;
749;3456;Age: 35 to 50 years;2012;;;;
750;3456;Age: 50 to 65 years;2003;;;;
751;3456;Age: 50 to 65 years;2004;;;;
752;3456;Age: 50 to 65 years;2005;;;;
753;3456;Age: 50 to 65 years;2006;;;;
754;3456;Age: 50 to 65 years;2007;;;;
755;3456;Age: 50 to 65 years;2008;;;;
756;3456;Age: 50 to 65 years;2009;;;;
757;3456;Age: 50 to 65 years;2010 old method;;;;
758;3456;Age: 50 to 65 years;2010 new method;;;;
759;3456;Age: 50 to 65 years;2012;;;;
760;3456;Age: 65 years or older;2003;;;;
761;3456;Age: 65 years or older;2004;;;;
762;3456;Age: 65 years or older;2005;;;;
763;3456;Age: 65 years or older;2006;;;;
764;3456;Age: 65 years or older;2007;;;;
765;3456;Age: 65 years or older;2008;;;;
766;3456;Age: 65 years or older;2009;;;;
767;3456;Age: 65 years or older;2010 old method;;;;
768;3456;Age: 65 years or older;2010 new method;;;;
769;3456;Age: 65 years or older;2012;;;;
770;3456;Origin: Native Dutch background;2003;10.0;90.0;12.0;88.0
771;3456;Origin: Native Dutch background;2004;9.0;91.0;11.0;89.0
772;3456;Origin: Native Dutch background;2005;8.0;92.0;10.0;90.0
773;3456;Origin: Native Dutch background;2006;6.0;94.0;9.0;91.0
774;3456;Origin: Native Dutch background;2007;8.0;92.0;14.0;86.0
775;3456;Origin: Native Dutch background;2008;6.0;94.0;10.0;90.0
776;3456;Origin: Native Dutch background;2009;;;;
777;3456;Origin: Native Dutch background;2010 old method;3.0;97.0;7.0;93.0
778;3456;Origin: Native Dutch background;2010 new method;18.0;82.0;16.0;84.0
779;3456;Origin: Native Dutch background;2012;;;;
780;3456;Origin: Foreign western background ;2003;;;;
781;3456;Origin: Foreign western background ;2004;;;;
782;3456;Origin: Foreign western background ;2005;;;;
783;3456;Origin: Foreign western background ;2006;;;;
784;3456;Origin: Foreign western background ;2007;;;;
785;3456;Origin: Foreign western background ;2008;;;;
786;3456;Origin: Foreign western background ;2009;;;;
787;3456;Origin: Foreign western background ;2010 old method;;;;
788;3456;Origin: Foreign western background ;2010 new method;;;;
789;3456;Origin: Foreign western background ;2012;;;;
790;3456;Origin: Foreign non-western background;2003;31.0;69.0;21.0;79.0
791;3456;Origin: Foreign non-western background;2004;;;;
792;3456;Origin: Foreign non-western background;2005;;;;
793;3456;Origin: Foreign non-western background;2006;;;;
794;3456;Origin: Foreign non-western background;2007;;;;
795;3456;Origin: Foreign non-western background;2008;;;;
796;3456;Origin: Foreign non-western background;2009;;;;
797;3456;Origin: Foreign non-western background;2010 old method;;;;
798;3456;Origin: Foreign non-western background;2010 new method;;;;
799;3456;Origin: Foreign non-western background;2012;;;;
