ID;Geslacht;Leeftijd;Herkomst;Onderwijsniveau;Onderwijsrichting;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking15Tot65Jaar_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
497;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2006;;;;;;;;
498;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2007;;;;;;;;
499;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2008;;;;;;;;
500;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2009;;;;;;;;
501;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2010;;;;;;;;
502;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2011;;;;;;;;
503;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;6;2012;;;;;;;;
504;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2001;;;;;;;;
505;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2002;;;;;;;;
506;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2003;;;;;;;;
507;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2004;;;;;;;;
508;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2005;;;;;;;;
509;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2006;;;;;;;;
510;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2007;;;;;;;;
511;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2008;;;;;;;;
512;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2009;;;;;;;;
513;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2010;;;;;;;;
514;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2011;;;;;;;;
515;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;7;2012;;;;;;;;
516;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2001;;;;;;;;
517;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2002;;;;;;;;
518;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2003;;;;;;;;
519;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2004;;;;;;;;
520;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2005;;;;;;;;
521;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2006;;;;;;;;
522;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2007;;;;;;;;
523;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2008;;;;;;;;
524;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2009;;;;;;;;
525;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2010;;;;;;;;
526;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2011;;;;;;;;
527;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;8;2012;;;;;;;;
528;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2001;;;;;;;;
529;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2002;;;;;;;;
530;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2003;;;;;;;;
531;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2004;;;;;;;;
532;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2005;;;;;;;;
533;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2006;;;;;;;;
534;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2007;;;;;;;;
535;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2008;;;;;;;;
536;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2009;;;;;;;;
537;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2010;;;;;;;;
538;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2011;;;;;;;;
539;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;9;2012;;;;;;;;
540;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2001;;;;;;;;
541;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2002;;;;;;;;
542;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2003;;;;;;;;
543;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2004;;;;;;;;
544;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2005;;;;;;;;
545;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2006;;;;;;;;
546;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2007;;;;;;;;
547;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2008;;;;;;;;
548;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2009;;;;;;;;
549;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2010;;;;;;;;
550;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2011;;;;;;;;
551;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Gezondheidszorg, sociale dienstverlening;2012;;;;;;;;
552;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2001;;;;;;;;
553;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2002;;;;;;;;
554;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2003;;;;;;;;
555;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2004;;;;;;;;
556;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2005;;;;;;;;
557;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2006;;;;;;;;
558;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2007;;;;;;;;
559;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2008;;;;;;;;
560;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2009;;;;;;;;
561;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2010;;;;;;;;
562;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2011;;;;;;;;
563;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Horeca, recreatie, transport, logistiek;2012;;;;;;;;
564;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2001;;;;;;;;
565;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2002;;;;;;;;
566;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2003;;;;;;;;
567;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2004;;;;;;;;
568;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2005;;;;;;;;
569;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2006;;;;;;;;
570;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2007;;;;;;;;
571;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2008;;;;;;;;
572;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2009;;;;;;;;
573;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2010;;;;;;;;
574;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2011;;;;;;;;
575;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Avo onderbouw;Onbekende onderwijsrichting;2012;;;;;;;;
576;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2001;4360.0;3175.0;3083.0;92.0;1185.0;72.8;70.7;2.9
577;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2002;4425.0;3228.0;3118.0;109.0;1198.0;72.9;70.5;3.4
578;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2003;4472.0;3260.0;3109.0;151.0;1212.0;72.9;69.5;4.6
579;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2004;4434.0;3220.0;3032.0;188.0;1215.0;72.6;68.4;5.8
580;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2005;4487.0;3273.0;3073.0;200.0;1214.0;72.9;68.5;6.1
581;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2006;4515.0;3319.0;3146.0;174.0;1196.0;73.5;69.7;5.2
582;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2007;4553.0;3393.0;3248.0;145.0;1161.0;74.5;71.3;4.3
583;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2008;4470.0;3365.0;3247.0;118.0;1105.0;75.3;72.6;3.5
584;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2009;4448.0;3364.0;3212.0;152.0;1084.0;75.6;72.2;4.5
585;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2010;4440.0;3315.0;3147.0;168.0;1125.0;74.7;70.9;5.1
586;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2011;4408.0;3301.0;3130.0;171.0;1108.0;74.9;71.0;5.2
587;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;1;2012;4432.0;3345.0;3136.0;210.0;1086.0;75.5;70.8;6.3
588;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2001;1144.0;701.0;668.0;34.0;443.0;61.3;58.3;4.8
589;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2002;1119.0;675.0;636.0;40.0;443.0;60.4;56.8;5.9
590;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2003;1135.0;685.0;637.0;48.0;450.0;60.4;56.1;7.0
591;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2004;1176.0;708.0;653.0;55.0;468.0;60.2;55.6;7.7
592;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2005;1160.0;695.0;635.0;59.0;465.0;59.9;54.8;8.5
593;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2006;1119.0;670.0;619.0;51.0;449.0;59.9;55.3;7.6
594;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2007;1131.0;694.0;650.0;44.0;437.0;61.3;57.5;6.3
595;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2008;1089.0;675.0;640.0;35.0;414.0;62.0;58.8;5.1
596;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2009;1056.0;657.0;613.0;44.0;399.0;62.2;58.1;6.6
597;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2010;1100.0;658.0;615.0;43.0;443.0;59.8;55.9;6.5
598;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2011;1204.0;719.0;671.0;48.0;485.0;59.7;55.7;6.7
599;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;2;2012;;;;;;;;
600;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2001;65.0;41.0;40.0;2.0;24.0;63.2;60.8;3.7
601;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2002;65.0;44.0;42.0;2.0;21.0;68.0;65.6;3.6
602;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2003;70.0;45.0;44.0;;25.0;64.3;62.3;
603;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2004;69.0;42.0;39.0;3.0;26.0;61.6;57.1;7.2
604;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2005;71.0;47.0;44.0;3.0;25.0;65.7;61.9;5.7
605;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2006;76.0;49.0;47.0;2.0;26.0;65.1;62.1;4.6
606;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2007;80.0;55.0;52.0;3.0;25.0;68.6;65.2;5.0
607;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2008;80.0;55.0;53.0;2.0;25.0;68.6;66.4;3.3
608;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2009;88.0;60.0;57.0;3.0;27.0;68.8;65.4;4.9
609;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2010;89.0;61.0;57.0;3.0;29.0;68.0;64.5;5.1
610;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2011;78.0;56.0;53.0;3.0;23.0;71.2;67.9;4.7
611;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;3;2012;;;;;;;;
612;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2001;77.0;61.0;59.0;3.0;16.0;79.4;76.1;4.2
613;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2002;83.0;65.0;63.0;2.0;17.0;79.2;76.9;2.9
614;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2003;83.0;66.0;61.0;4.0;17.0;79.2;73.8;6.8
615;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2004;84.0;65.0;60.0;5.0;19.0;77.3;71.4;7.7
616;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2005;79.0;62.0;56.0;6.0;17.0;78.5;71.2;9.3
617;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2006;73.0;57.0;54.0;3.0;16.0;78.1;73.9;5.4
618;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2007;77.0;59.0;57.0;3.0;17.0;77.4;73.9;4.5
619;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2008;79.0;63.0;60.0;3.0;16.0;80.2;76.2;5.0
620;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2009;82.0;65.0;62.0;4.0;17.0;79.6;75.2;5.5
621;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2010;85.0;66.0;61.0;5.0;19.0;77.9;72.3;7.2
622;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2011;82.0;66.0;61.0;5.0;16.0;80.7;74.8;7.3
623;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;4;2012;;;;;;;;
624;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2001;911.0;696.0;679.0;17.0;215.0;76.4;74.6;2.4
625;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2002;930.0;704.0;680.0;24.0;226.0;75.7;73.1;3.5
626;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2003;929.0;710.0;676.0;34.0;219.0;76.4;72.7;4.8
627;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2004;821.0;638.0;598.0;39.0;183.0;77.7;72.9;6.1
628;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2005;775.0;603.0;565.0;38.0;172.0;77.8;72.9;6.3
629;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2006;794.0;622.0;586.0;35.0;172.0;78.3;73.9;5.7
630;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2007;803.0;638.0;609.0;29.0;165.0;79.4;75.8;4.5
631;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2008;814.0;651.0;626.0;25.0;162.0;80.1;77.0;3.9
632;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2009;833.0;666.0;632.0;35.0;166.0;80.0;75.8;5.2
633;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2010;807.0;644.0;606.0;38.0;163.0;79.8;75.1;5.8
634;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2011;769.0;616.0;577.0;38.0;154.0;80.0;75.0;6.2
635;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;5;2012;;;;;;;;
636;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2001;104.0;86.0;85.0;;18.0;82.7;81.4;
637;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2002;113.0;92.0;90.0;2.0;21.0;81.2;79.6;2.0
638;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2003;113.0;94.0;91.0;3.0;19.0;83.5;80.8;3.2
639;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2004;98.0;81.0;78.0;2.0;17.0;82.6;80.2;2.9
640;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2005;100.0;80.0;77.0;3.0;20.0;80.2;76.9;4.1
641;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2006;106.0;86.0;82.0;4.0;20.0;81.1;77.8;4.1
642;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2007;109.0;90.0;86.0;4.0;19.0;82.7;79.4;4.0
643;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2008;109.0;89.0;87.0;3.0;20.0;81.7;79.3;3.0
644;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2009;114.0;94.0;91.0;3.0;20.0;82.6;79.7;3.5
645;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2010;109.0;90.0;85.0;5.0;19.0;82.5;78.0;5.4
646;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2011;96.0;78.0;74.0;4.0;18.0;81.1;77.1;4.9
647;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;6;2012;;;;;;;;
648;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2001;70.0;58.0;57.0;2.0;12.0;83.3;80.9;2.9
649;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2002;68.0;56.0;54.0;2.0;12.0;82.3;79.4;3.5
650;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2003;64.0;52.0;48.0;3.0;12.0;80.9;75.8;6.2
651;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2004;73.0;58.0;53.0;5.0;16.0;78.6;71.9;8.5
652;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2005;86.0;69.0;64.0;5.0;17.0;80.3;74.1;7.7
653;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2006;87.0;69.0;64.0;5.0;18.0;79.3;73.6;7.2
654;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2007;81.0;65.0;61.0;4.0;17.0;79.4;74.6;6.0
655;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2008;79.0;65.0;62.0;3.0;14.0;81.9;78.5;4.2
656;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2009;82.0;67.0;63.0;4.0;16.0;81.1;76.4;5.8
657;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2010;84.0;68.0;64.0;4.0;16.0;81.0;76.1;6.1
658;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2011;85.0;70.0;65.0;5.0;14.0;83.1;77.1;7.3
659;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;7;2012;;;;;;;;
660;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2001;859.0;725.0;715.0;10.0;134.0;84.4;83.2;1.4
661;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2002;874.0;742.0;730.0;13.0;132.0;84.9;83.5;1.7
662;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2003;891.0;749.0;727.0;23.0;141.0;84.1;81.6;3.1
663;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2004;867.0;723.0;693.0;29.0;144.0;83.3;80.0;4.1
664;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2005;876.0;734.0;706.0;28.0;142.0;83.8;80.6;3.9
665;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2006;864.0;727.0;706.0;21.0;137.0;84.1;81.7;2.9
666;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2007;858.0;732.0;716.0;16.0;127.0;85.3;83.4;2.2
667;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2008;869.0;746.0;730.0;15.0;124.0;85.8;84.0;2.1
668;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2009;864.0;740.0;715.0;24.0;124.0;85.7;82.8;3.3
669;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2010;840.0;714.0;686.0;27.0;126.0;85.0;81.7;3.8
670;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2011;810.0;699.0;670.0;28.0;112.0;86.2;82.7;4.0
671;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;8;2012;;;;;;;;
672;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2001;135.0;120.0;119.0;;15.0;89.0;88.0;
673;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2002;141.0;123.0;122.0;2.0;18.0;87.4;86.3;1.2
674;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2003;142.0;124.0;122.0;2.0;18.0;87.6;86.1;1.8
675;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2004;143.0;124.0;121.0;4.0;19.0;87.0;84.5;2.9
676;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2005;151.0;133.0;130.0;3.0;17.0;88.4;86.2;2.5
677;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2006;156.0;138.0;135.0;3.0;18.0;88.5;86.3;2.5
678;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2007;158.0;141.0;138.0;2.0;17.0;89.1;87.7;1.6
679;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2008;152.0;135.0;133.0;2.0;17.0;88.7;87.5;1.3
680;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2009;155.0;138.0;136.0;2.0;17.0;89.0;87.7;1.5
681;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2010;155.0;136.0;133.0;3.0;19.0;87.8;85.6;2.6
682;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2011;146.0;130.0;127.0;4.0;16.0;89.3;86.7;2.9
683;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;9;2012;;;;;;;;
684;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;Gezondheidszorg, sociale dienstverlening;2001;795.0;522.0;503.0;19.0;273.0;65.6;63.3;3.6
685;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;Gezondheidszorg, sociale dienstverlening;2002;821.0;550.0;532.0;18.0;270.0;67.1;64.8;3.4
686;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;Gezondheidszorg, sociale dienstverlening;2003;818.0;552.0;529.0;24.0;266.0;67.5;64.6;4.3
687;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Havo, vwo, mbo;Gezondheidszorg, sociale dienstverlening;2004;800.0;552.0;525.0;27.0;248.0;69.0;65.7;4.9
