ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10
2925;Zelfstandige;2670 Optische instrumentenindustrie;2007;0.1;0.1;;;;;;;;
2926;Zelfstandige;2670 Optische instrumentenindustrie;2008;0.1;0.1;58.1;48.4;57.4;49.7;36.2;33.8;210.6;40.2
2927;Zelfstandige;2670 Optische instrumentenindustrie;2009;0.1;0.1;40.0;37.7;40.9;38.7;28.2;27.0;177.6;25.7
2928;Zelfstandige;2670 Optische instrumentenindustrie;2010;0.1;0.1;;;;;;;;
2929;Zelfstandige;2670 Optische instrumentenindustrie;2011;0.1;0.1;;;;;;;;
2930;Zelfstandige;2670 Optische instrumentenindustrie;2012;0.1;0.1;;;;;;;;
2931;Zelfstandige;2670 Optische instrumentenindustrie;2013;0.1;0.1;;;;;;;;
2932;Zelfstandige;2670 Optische instrumentenindustrie;2014;0.1;0.1;;;;;;;;
2933;Zelfstandige;2670 Optische instrumentenindustrie;2015;0.1;0.1;;;;;;;;
2934;Zelfstandige;268 Industrie van informatiedragers;2007;0.0;0.0;;;;;;;;
2935;Zelfstandige;268 Industrie van informatiedragers;2008;0.0;0.0;;;;;;;;
2936;Zelfstandige;268 Industrie van informatiedragers;2009;0.0;0.0;;;;;;;;
2937;Zelfstandige;268 Industrie van informatiedragers;2010;0.0;0.0;;;;;;;;
2938;Zelfstandige;268 Industrie van informatiedragers;2011;0.0;0.0;;;;;;;;
2939;Zelfstandige;268 Industrie van informatiedragers;2012;0.0;0.0;;;;;;;;
2940;Zelfstandige;268 Industrie van informatiedragers;2013;0.0;0.0;;;;;;;;
2941;Zelfstandige;268 Industrie van informatiedragers;2014;0.0;0.0;;;;;;;;
2942;Zelfstandige;268 Industrie van informatiedragers;2015;0.0;0.0;;;;;;;;
2943;Zelfstandige;2680 Industrie van informatiedragers;2007;0.0;0.0;;;;;;;;
2944;Zelfstandige;2680 Industrie van informatiedragers;2008;0.0;0.0;;;;;;;;
2945;Zelfstandige;2680 Industrie van informatiedragers;2009;0.0;0.0;;;;;;;;
2946;Zelfstandige;2680 Industrie van informatiedragers;2010;0.0;0.0;;;;;;;;
2947;Zelfstandige;2680 Industrie van informatiedragers;2011;0.0;0.0;;;;;;;;
2948;Zelfstandige;2680 Industrie van informatiedragers;2012;0.0;0.0;;;;;;;;
2949;Zelfstandige;2680 Industrie van informatiedragers;2013;0.0;0.0;;;;;;;;
2950;Zelfstandige;2680 Industrie van informatiedragers;2014;0.0;0.0;;;;;;;;
2951;Zelfstandige;2680 Industrie van informatiedragers;2015;0.0;0.0;;;;;;;;
2952;Zelfstandige;27 Elektrische apparatenindustrie;2007;0.8;0.6;49.5;43.7;47.9;42.9;38.6;30.1;271.5;57.9
2953;Zelfstandige;27 Elektrische apparatenindustrie;2008;0.9;0.8;50.9;45.9;50.3;45.0;34.3;30.1;250.5;53.9
2954;Zelfstandige;27 Elektrische apparatenindustrie;2009;0.8;0.8;48.3;44.1;46.4;43.1;31.7;28.5;242.9;46.7
2955;Zelfstandige;27 Elektrische apparatenindustrie;2010;0.9;0.8;50.6;44.6;48.6;43.4;33.4;30.1;247.2;54.9
2956;Zelfstandige;27 Elektrische apparatenindustrie;2011;0.9;0.8;53.1;45.7;50.4;44.9;41.3;33.3;244.7;52.3
2957;Zelfstandige;27 Elektrische apparatenindustrie;2012;0.9;0.7;51.9;47.0;49.8;46.1;39.6;32.9;229.2;55.3
2958;Zelfstandige;27 Elektrische apparatenindustrie;2013;0.8;0.7;51.6;47.2;48.9;45.7;42.6;32.4;205.8;59.8
2959;Zelfstandige;27 Elektrische apparatenindustrie;2014;0.8;0.7;52.9;48.3;50.4;46.4;50.1;34.4;212.2;63.9
2960;Zelfstandige;27 Elektrische apparatenindustrie;2015;0.8;0.7;52.1;46.2;49.9;45.4;48.1;35.4;230.3;66.0
2961;Zelfstandige;271 Elektromotor- en -panelenindustrie;2007;0.3;0.3;49.8;44.5;48.8;44.6;38.9;31.7;285.6;67.4
2962;Zelfstandige;271 Elektromotor- en -panelenindustrie;2008;0.4;0.3;52.2;46.4;53.1;47.7;34.4;31.5;275.0;63.0
2963;Zelfstandige;271 Elektromotor- en -panelenindustrie;2009;0.3;0.3;52.9;46.6;50.7;47.3;33.5;28.8;324.4;77.3
2964;Zelfstandige;271 Elektromotor- en -panelenindustrie;2010;0.3;0.3;52.6;47.2;50.9;43.9;35.4;30.4;270.6;79.8
2965;Zelfstandige;271 Elektromotor- en -panelenindustrie;2011;0.3;0.3;50.2;47.4;48.4;46.7;40.0;34.3;270.2;71.2
2966;Zelfstandige;271 Elektromotor- en -panelenindustrie;2012;0.3;0.3;57.7;49.2;55.2;50.5;41.9;35.0;257.6;72.9
2967;Zelfstandige;271 Elektromotor- en -panelenindustrie;2013;0.3;0.3;58.1;53.0;55.1;50.2;52.9;34.3;245.3;107.2
2968;Zelfstandige;271 Elektromotor- en -panelenindustrie;2014;0.3;0.2;60.3;52.3;57.1;51.6;64.8;36.7;298.4;114.6
2969;Zelfstandige;271 Elektromotor- en -panelenindustrie;2015;0.2;0.2;61.3;55.8;58.5;54.0;62.6;37.9;326.6;131.5
2970;Zelfstandige;2711 Elektromotor- en generatorindustrie;2007;0.3;0.2;49.6;44.2;48.8;44.0;37.8;30.7;271.7;61.4
2971;Zelfstandige;2711 Elektromotor- en generatorindustrie;2008;0.3;0.3;52.0;46.4;53.5;47.7;34.3;31.5;262.1;58.3
2972;Zelfstandige;2711 Elektromotor- en generatorindustrie;2009;0.2;0.2;51.7;46.7;49.9;48.3;33.0;28.7;308.0;71.9
2973;Zelfstandige;2711 Elektromotor- en generatorindustrie;2010;0.2;0.2;50.7;48.2;49.7;45.3;33.7;29.8;227.5;56.9
2974;Zelfstandige;2711 Elektromotor- en generatorindustrie;2011;0.2;0.2;48.8;47.1;46.9;45.1;38.4;33.3;243.4;52.7
2975;Zelfstandige;2711 Elektromotor- en generatorindustrie;2012;0.2;0.2;57.8;48.7;55.4;50.6;41.6;34.7;215.7;61.7
2976;Zelfstandige;2711 Elektromotor- en generatorindustrie;2013;0.2;0.2;55.3;48.8;52.2;48.7;52.5;32.3;208.5;90.1
2977;Zelfstandige;2711 Elektromotor- en generatorindustrie;2014;0.2;0.2;58.1;50.5;55.3;49.5;65.6;35.3;259.5;111.6
2978;Zelfstandige;2711 Elektromotor- en generatorindustrie;2015;0.2;0.2;57.8;50.5;55.6;50.2;62.2;37.6;321.7;121.1
2979;Zelfstandige;2712 Elektropanelenindustrie;2007;0.1;0.1;;;;;;;;
2980;Zelfstandige;2712 Elektropanelenindustrie;2008;0.1;0.1;;;;;;;;
2981;Zelfstandige;2712 Elektropanelenindustrie;2009;0.1;0.1;;;;;;;;
2982;Zelfstandige;2712 Elektropanelenindustrie;2010;0.1;0.1;;;;;;;;
2983;Zelfstandige;2712 Elektropanelenindustrie;2011;0.1;0.1;;;;;;;;
2984;Zelfstandige;2712 Elektropanelenindustrie;2012;0.1;0.1;;;;;;;;
2985;Zelfstandige;2712 Elektropanelenindustrie;2013;0.1;0.1;;;;;;;;
2986;Zelfstandige;2712 Elektropanelenindustrie;2014;0.1;0.1;;;;;;;;
2987;Zelfstandige;2712 Elektropanelenindustrie;2015;0.1;0.1;;;;;;;;
2988;Zelfstandige;272 Accu- en batterijenindustrie;2007;0.0;0.0;;;;;;;;
2989;Zelfstandige;272 Accu- en batterijenindustrie;2008;0.0;0.0;;;;;;;;
2990;Zelfstandige;272 Accu- en batterijenindustrie;2009;0.0;0.0;;;;;;;;
2991;Zelfstandige;272 Accu- en batterijenindustrie;2010;0.0;0.0;;;;;;;;
2992;Zelfstandige;272 Accu- en batterijenindustrie;2011;0.0;0.0;;;;;;;;
2993;Zelfstandige;272 Accu- en batterijenindustrie;2012;0.0;0.0;;;;;;;;
2994;Zelfstandige;272 Accu- en batterijenindustrie;2013;0.0;0.0;;;;;;;;
2995;Zelfstandige;272 Accu- en batterijenindustrie;2014;0.0;0.0;;;;;;;;
2996;Zelfstandige;272 Accu- en batterijenindustrie;2015;0.0;0.0;;;;;;;;
2997;Zelfstandige;2720 Accu- en batterijenindustrie;2007;0.0;0.0;;;;;;;;
2998;Zelfstandige;2720 Accu- en batterijenindustrie;2008;0.0;0.0;;;;;;;;
2999;Zelfstandige;2720 Accu- en batterijenindustrie;2009;0.0;0.0;;;;;;;;
3000;Zelfstandige;2720 Accu- en batterijenindustrie;2010;0.0;0.0;;;;;;;;
3001;Zelfstandige;2720 Accu- en batterijenindustrie;2011;0.0;0.0;;;;;;;;
3002;Zelfstandige;2720 Accu- en batterijenindustrie;2012;0.0;0.0;;;;;;;;
3003;Zelfstandige;2720 Accu- en batterijenindustrie;2013;0.0;0.0;;;;;;;;
3004;Zelfstandige;2720 Accu- en batterijenindustrie;2014;0.0;0.0;;;;;;;;
3005;Zelfstandige;2720 Accu- en batterijenindustrie;2015;0.0;0.0;;;;;;;;
3006;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2007;0.0;0.0;;;;;;;;
3007;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2008;0.0;0.0;;;;;;;;
3008;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2009;0.0;0.0;;;;;;;;
3009;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2010;0.0;0.0;;;;;;;;
3010;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2011;0.0;0.0;;;;;;;;
3011;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2012;0.0;0.0;;;;;;;;
3012;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2013;0.0;0.0;;;;;;;;
3013;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2014;0.0;0.0;;;;;;;;
3014;Zelfstandige;273 Elektr. kabel-, schakelaarindustrie;2015;0.0;0.0;;;;;;;;
3015;Zelfstandige;2731 Optische vezelkabelindustrie;2007;0.0;;;;;;;;;
3016;Zelfstandige;2731 Optische vezelkabelindustrie;2008;0.0;;;;;;;;;
3017;Zelfstandige;2731 Optische vezelkabelindustrie;2009;0.0;;;;;;;;;
3018;Zelfstandige;2731 Optische vezelkabelindustrie;2010;0.0;0.0;;;;;;;;
3019;Zelfstandige;2731 Optische vezelkabelindustrie;2011;0.0;0.0;;;;;;;;
3020;Zelfstandige;2731 Optische vezelkabelindustrie;2012;0.0;0.0;;;;;;;;
3021;Zelfstandige;2731 Optische vezelkabelindustrie;2013;0.0;0.0;;;;;;;;
3022;Zelfstandige;2731 Optische vezelkabelindustrie;2014;0.0;0.0;;;;;;;;
3023;Zelfstandige;2731 Optische vezelkabelindustrie;2015;0.0;0.0;;;;;;;;
3024;Zelfstandige;2732 Overige elektrische kabelindustrie;2007;0.0;0.0;;;;;;;;
3025;Zelfstandige;2732 Overige elektrische kabelindustrie;2008;0.0;0.0;;;;;;;;
3026;Zelfstandige;2732 Overige elektrische kabelindustrie;2009;0.0;0.0;;;;;;;;
3027;Zelfstandige;2732 Overige elektrische kabelindustrie;2010;0.0;0.0;;;;;;;;
3028;Zelfstandige;2732 Overige elektrische kabelindustrie;2011;0.0;0.0;;;;;;;;
3029;Zelfstandige;2732 Overige elektrische kabelindustrie;2012;0.0;0.0;;;;;;;;
3030;Zelfstandige;2732 Overige elektrische kabelindustrie;2013;0.0;0.0;;;;;;;;
3031;Zelfstandige;2732 Overige elektrische kabelindustrie;2014;0.0;0.0;;;;;;;;
3032;Zelfstandige;2732 Overige elektrische kabelindustrie;2015;0.0;0.0;;;;;;;;
3033;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2007;0.0;;;;;;;;;
3034;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2008;0.0;;;;;;;;;
3035;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2009;0.0;;;;;;;;;
3036;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2010;0.0;0.0;;;;;;;;
3037;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2011;0.0;0.0;;;;;;;;
3038;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2012;0.0;0.0;;;;;;;;
3039;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2013;0.0;0.0;;;;;;;;
3040;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2014;0.0;0.0;;;;;;;;
3041;Zelfstandige;2733 Elektr. schakelmaterialenindustrie;2015;0.0;0.0;;;;;;;;
3042;Zelfstandige;274 Elektrische verlichtingsindustrie;2007;0.2;0.1;47.5;41.2;43.9;39.2;36.8;28.4;236.6;37.0
3043;Zelfstandige;274 Elektrische verlichtingsindustrie;2008;0.2;0.2;45.6;41.2;43.3;38.6;32.7;27.5;210.5;58.5
3044;Zelfstandige;274 Elektrische verlichtingsindustrie;2009;0.2;0.2;42.7;38.1;40.7;37.5;30.1;28.2;240.9;44.3
3045;Zelfstandige;274 Elektrische verlichtingsindustrie;2010;0.2;0.2;43.4;39.0;41.1;38.3;30.3;29.8;251.6;71.1
3046;Zelfstandige;274 Elektrische verlichtingsindustrie;2011;0.2;0.2;48.0;42.2;45.1;41.0;42.8;31.9;251.6;72.0
3047;Zelfstandige;274 Elektrische verlichtingsindustrie;2012;0.2;0.2;46.5;43.4;43.9;42.1;38.6;30.8;236.5;83.8
3048;Zelfstandige;274 Elektrische verlichtingsindustrie;2013;0.2;0.2;42.5;40.2;39.6;36.1;38.3;29.8;206.0;60.2
3049;Zelfstandige;274 Elektrische verlichtingsindustrie;2014;0.2;0.2;44.7;39.5;42.0;36.8;42.2;31.1;211.3;64.0
3050;Zelfstandige;274 Elektrische verlichtingsindustrie;2015;0.2;0.2;45.5;40.8;43.2;37.1;43.4;33.6;235.7;68.8
3051;Zelfstandige;2740 Elektrische verlichtingsindustrie;2007;0.2;0.1;47.5;41.2;43.9;39.2;36.8;28.4;236.6;37.0
3052;Zelfstandige;2740 Elektrische verlichtingsindustrie;2008;0.2;0.2;45.6;41.2;43.3;38.6;32.7;27.5;210.5;58.5
3053;Zelfstandige;2740 Elektrische verlichtingsindustrie;2009;0.2;0.2;42.7;38.1;40.7;37.5;30.1;28.2;240.9;44.3
3054;Zelfstandige;2740 Elektrische verlichtingsindustrie;2010;0.2;0.2;43.4;39.0;41.1;38.3;30.3;29.8;251.6;71.1
3055;Zelfstandige;2740 Elektrische verlichtingsindustrie;2011;0.2;0.2;48.0;42.2;45.1;41.0;42.8;31.9;251.6;72.0
3056;Zelfstandige;2740 Elektrische verlichtingsindustrie;2012;0.2;0.2;46.5;43.4;43.9;42.1;38.6;30.8;236.5;83.8
3057;Zelfstandige;2740 Elektrische verlichtingsindustrie;2013;0.2;0.2;42.5;40.2;39.6;36.1;38.3;29.8;206.0;60.2
3058;Zelfstandige;2740 Elektrische verlichtingsindustrie;2014;0.2;0.2;44.7;39.5;42.0;36.8;42.2;31.1;211.3;64.0
3059;Zelfstandige;2740 Elektrische verlichtingsindustrie;2015;0.2;0.2;45.5;40.8;43.2;37.1;43.4;33.6;235.7;68.8
3060;Zelfstandige;275 Huishoudelijke apparatenindustrie;2007;0.1;0.0;;;;;;;;
3061;Zelfstandige;275 Huishoudelijke apparatenindustrie;2008;0.1;0.0;;;;;;;;
3062;Zelfstandige;275 Huishoudelijke apparatenindustrie;2009;0.1;0.1;;;;;;;;
3063;Zelfstandige;275 Huishoudelijke apparatenindustrie;2010;0.1;0.1;;;;;;;;
3064;Zelfstandige;275 Huishoudelijke apparatenindustrie;2011;0.1;0.1;;;;;;;;
3065;Zelfstandige;275 Huishoudelijke apparatenindustrie;2012;0.1;0.1;;;;;;;;
3066;Zelfstandige;275 Huishoudelijke apparatenindustrie;2013;0.1;0.1;;;;;;;;
3067;Zelfstandige;275 Huishoudelijke apparatenindustrie;2014;0.1;0.0;;;;;;;;
3068;Zelfstandige;275 Huishoudelijke apparatenindustrie;2015;0.0;0.0;;;;;;;;
3069;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2007;0.0;0.0;;;;;;;;
3070;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2008;0.0;0.0;;;;;;;;
3071;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2009;0.0;0.0;;;;;;;;
3072;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2010;0.0;0.0;;;;;;;;
3073;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2011;0.0;0.0;;;;;;;;
3074;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2012;0.0;0.0;;;;;;;;
3075;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2013;0.0;0.0;;;;;;;;
3076;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2014;0.0;0.0;;;;;;;;
3077;Zelfstandige;2751 Elektr. huishoudapparatenindustrie;2015;0.0;0.0;;;;;;;;
3078;Zelfstandige;2752 Overige huishoudapparatenindustrie;2007;0.0;0.0;;;;;;;;
3079;Zelfstandige;2752 Overige huishoudapparatenindustrie;2008;0.0;0.0;;;;;;;;
3080;Zelfstandige;2752 Overige huishoudapparatenindustrie;2009;0.1;0.0;;;;;;;;
3081;Zelfstandige;2752 Overige huishoudapparatenindustrie;2010;0.1;0.0;;;;;;;;
3082;Zelfstandige;2752 Overige huishoudapparatenindustrie;2011;0.0;0.0;;;;;;;;
3083;Zelfstandige;2752 Overige huishoudapparatenindustrie;2012;0.1;0.0;;;;;;;;
3084;Zelfstandige;2752 Overige huishoudapparatenindustrie;2013;0.0;0.0;;;;;;;;
3085;Zelfstandige;2752 Overige huishoudapparatenindustrie;2014;0.0;0.0;;;;;;;;
3086;Zelfstandige;2752 Overige huishoudapparatenindustrie;2015;0.0;0.0;;;;;;;;
3087;Zelfstandige;279 Overige elektr. apparatenindustrie;2007;0.2;0.2;51.2;44.4;51.0;45.2;37.5;29.3;221.5;42.1
3088;Zelfstandige;279 Overige elektr. apparatenindustrie;2008;0.2;0.2;51.9;47.4;51.0;47.6;34.6;30.7;178.4;35.6
3089;Zelfstandige;279 Overige elektr. apparatenindustrie;2009;0.3;0.3;47.5;45.3;46.5;44.4;31.7;28.1;158.6;26.6
3090;Zelfstandige;279 Overige elektr. apparatenindustrie;2010;0.2;0.2;49.7;45.2;49.0;45.8;32.4;28.7;161.3;32.1
3091;Zelfstandige;279 Overige elektr. apparatenindustrie;2011;0.2;0.2;49.2;46.0;48.6;48.0;35.3;32.2;170.9;31.1
3092;Zelfstandige;279 Overige elektr. apparatenindustrie;2012;0.2;0.2;49.8;46.8;48.7;48.0;36.7;32.5;174.9;31.1
3093;Zelfstandige;279 Overige elektr. apparatenindustrie;2013;0.2;0.2;50.3;47.0;49.3;48.0;34.2;33.4;155.0;32.5
3094;Zelfstandige;279 Overige elektr. apparatenindustrie;2014;0.2;0.2;50.8;49.2;50.5;49.3;42.9;33.6;134.5;36.4
3095;Zelfstandige;279 Overige elektr. apparatenindustrie;2015;0.2;0.2;48.8;45.2;48.2;46.1;37.4;33.7;158.5;35.6
3096;Zelfstandige;2790 Overige elektr. apparatenindustrie;2007;0.2;0.2;51.2;44.4;51.0;45.2;37.5;29.3;221.5;42.1
3097;Zelfstandige;2790 Overige elektr. apparatenindustrie;2008;0.2;0.2;51.9;47.4;51.0;47.6;34.6;30.7;178.4;35.6
3098;Zelfstandige;2790 Overige elektr. apparatenindustrie;2009;0.3;0.3;47.5;45.3;46.5;44.4;31.7;28.1;158.6;26.6
3099;Zelfstandige;2790 Overige elektr. apparatenindustrie;2010;0.2;0.2;49.7;45.2;49.0;45.8;32.4;28.7;161.3;32.1
3100;Zelfstandige;2790 Overige elektr. apparatenindustrie;2011;0.2;0.2;49.2;46.0;48.6;48.0;35.3;32.2;170.9;31.1
3101;Zelfstandige;2790 Overige elektr. apparatenindustrie;2012;0.2;0.2;49.8;46.8;48.7;48.0;36.7;32.5;174.9;31.1
3102;Zelfstandige;2790 Overige elektr. apparatenindustrie;2013;0.2;0.2;50.3;47.0;49.3;48.0;34.2;33.4;155.0;32.5
3103;Zelfstandige;2790 Overige elektr. apparatenindustrie;2014;0.2;0.2;50.8;49.2;50.5;49.3;42.9;33.6;134.5;36.4
3104;Zelfstandige;2790 Overige elektr. apparatenindustrie;2015;0.2;0.2;48.8;45.2;48.2;46.1;37.4;33.7;158.5;35.6
3105;Zelfstandige;28 Machine-industrie;2007;2.2;1.8;58.2;50.3;55.2;48.1;45.3;33.3;338.8;89.3
3106;Zelfstandige;28 Machine-industrie;2008;2.4;2.1;57.9;51.4;55.5;49.6;38.2;32.6;320.5;77.4
3107;Zelfstandige;28 Machine-industrie;2009;2.5;2.2;54.8;48.8;53.2;48.0;36.1;31.1;287.3;67.5
3108;Zelfstandige;28 Machine-industrie;2010;2.1;1.8;58.3;51.3;55.7;50.0;38.4;32.4;372.7;120.9
3109;Zelfstandige;28 Machine-industrie;2011;2.0;1.8;59.1;53.1;56.5;51.8;44.8;36.0;347.3;106.5
3110;Zelfstandige;28 Machine-industrie;2012;2.0;1.7;60.0;52.7;57.4;50.9;47.1;36.0;327.1;116.0
3111;Zelfstandige;28 Machine-industrie;2013;2.0;1.7;60.8;52.9;57.5;51.5;44.3;35.2;302.3;137.6
3112;Zelfstandige;28 Machine-industrie;2014;1.8;1.7;61.8;55.5;58.6;53.2;60.0;38.3;333.9;130.1
3113;Zelfstandige;28 Machine-industrie;2015;1.8;1.6;61.7;53.4;58.4;51.4;59.1;38.2;332.9;132.0
3114;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2007;0.2;0.2;65.1;56.3;60.6;48.5;54.4;36.3;361.1;107.0
3115;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2008;0.2;0.2;63.2;55.3;59.7;51.6;42.6;32.9;377.4;121.7
3116;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2009;0.2;0.2;63.7;56.8;61.4;54.8;39.0;31.9;370.1;129.9
3117;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2010;0.3;0.3;58.5;50.8;56.4;50.3;39.5;32.7;386.1;153.9
3118;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2011;0.3;0.3;63.3;54.6;59.9;50.1;46.4;36.5;360.3;117.0
3119;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2012;0.3;0.2;60.8;51.6;58.2;49.8;43.7;34.8;299.1;125.2
3120;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2013;0.3;0.2;58.7;52.5;56.2;50.1;39.5;32.8;346.4;137.0
3121;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2014;0.3;0.2;65.3;59.4;61.9;59.3;56.9;38.7;392.7;163.0
3122;Zelfstandige;281 Motoren-, pompen- e.d. industrie;2015;0.2;0.2;67.2;55.9;63.6;53.3;62.0;36.4;390.2;201.7
3123;Zelfstandige;2811 Motoren- en turbine-industrie;2007;0.0;;;;;;;;;
3124;Zelfstandige;2811 Motoren- en turbine-industrie;2008;0.0;;;;;;;;;
3125;Zelfstandige;2811 Motoren- en turbine-industrie;2009;0.0;;;;;;;;;
3126;Zelfstandige;2811 Motoren- en turbine-industrie;2010;0.1;0.1;52.5;46.5;51.7;47.8;37.2;32.5;304.1;62.6
3127;Zelfstandige;2811 Motoren- en turbine-industrie;2011;0.1;0.1;52.9;46.3;50.6;47.3;41.5;33.4;304.1;62.4
3128;Zelfstandige;2811 Motoren- en turbine-industrie;2012;0.1;0.1;56.8;44.1;55.0;44.2;42.4;32.5;275.8;54.0
3129;Zelfstandige;2811 Motoren- en turbine-industrie;2013;0.1;0.1;47.2;44.0;44.8;43.0;34.7;30.9;251.9;59.6
3130;Zelfstandige;2811 Motoren- en turbine-industrie;2014;0.1;0.1;;;;;;;;
3131;Zelfstandige;2811 Motoren- en turbine-industrie;2015;0.1;0.1;;;;;;;;
3132;Zelfstandige;2812 Hydraulische apparatenindustrie;2007;0.1;0.1;65.9;55.7;62.5;52.3;53.6;36.3;319.5;
3133;Zelfstandige;2812 Hydraulische apparatenindustrie;2008;0.1;0.1;61.0;53.9;58.6;51.6;40.6;31.7;342.0;115.1
3134;Zelfstandige;2812 Hydraulische apparatenindustrie;2009;0.1;0.1;61.5;56.2;60.7;54.8;36.5;31.3;288.9;123.3
3135;Zelfstandige;2812 Hydraulische apparatenindustrie;2010;0.0;0.0;;;;;;;;
3136;Zelfstandige;2812 Hydraulische apparatenindustrie;2011;0.0;0.0;;;;;;;;
3137;Zelfstandige;2812 Hydraulische apparatenindustrie;2012;0.0;0.0;;;;;;;;
3138;Zelfstandige;2812 Hydraulische apparatenindustrie;2013;0.0;0.0;;;;;;;;
3139;Zelfstandige;2812 Hydraulische apparatenindustrie;2014;0.1;0.1;;;;;;;;
3140;Zelfstandige;2812 Hydraulische apparatenindustrie;2015;0.1;0.1;;;;;;;;
3141;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2007;0.0;;;;;;;;;
3142;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2008;0.0;;;;;;;;;
3143;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2009;0.0;;;;;;;;;
3144;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2010;0.0;0.0;;;;;;;;
3145;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2011;0.0;0.0;;;;;;;;
3146;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2012;0.0;0.0;;;;;;;;
3147;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2013;0.0;0.0;;;;;;;;
3148;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2014;0.0;0.0;;;;;;;;
3149;Zelfstandige;2813 Niet-hydraulische pompenindustrie;2015;0.0;0.0;;;;;;;;
3150;Zelfstandige;2814 Appendage-industrie;2007;0.0;0.0;;;;;;;;
3151;Zelfstandige;2814 Appendage-industrie;2008;0.0;0.0;;;;;;;;
3152;Zelfstandige;2814 Appendage-industrie;2009;0.0;0.0;;;;;;;;
3153;Zelfstandige;2814 Appendage-industrie;2010;0.0;0.0;;;;;;;;
3154;Zelfstandige;2814 Appendage-industrie;2011;0.0;0.0;;;;;;;;
3155;Zelfstandige;2814 Appendage-industrie;2012;0.0;0.0;;;;;;;;
3156;Zelfstandige;2814 Appendage-industrie;2013;0.0;0.0;;;;;;;;
3157;Zelfstandige;2814 Appendage-industrie;2014;0.0;0.0;;;;;;;;
3158;Zelfstandige;2814 Appendage-industrie;2015;0.0;0.0;;;;;;;;
3159;Zelfstandige;2815 Lager- en tandwielindustrie;2007;0.0;0.0;;;;;;;;
3160;Zelfstandige;2815 Lager- en tandwielindustrie;2008;0.0;0.0;;;;;;;;
3161;Zelfstandige;2815 Lager- en tandwielindustrie;2009;0.0;0.0;;;;;;;;
3162;Zelfstandige;2815 Lager- en tandwielindustrie;2010;0.0;0.0;;;;;;;;
3163;Zelfstandige;2815 Lager- en tandwielindustrie;2011;0.0;0.0;;;;;;;;
3164;Zelfstandige;2815 Lager- en tandwielindustrie;2012;0.0;0.0;;;;;;;;
3165;Zelfstandige;2815 Lager- en tandwielindustrie;2013;0.0;0.0;;;;;;;;
3166;Zelfstandige;2815 Lager- en tandwielindustrie;2014;0.0;0.0;;;;;;;;
3167;Zelfstandige;2815 Lager- en tandwielindustrie;2015;0.0;0.0;;;;;;;;
3168;Zelfstandige;282 Overige machine-industrie algemeen;2007;1.3;1.0;57.1;49.8;54.6;48.0;44.6;32.7;322.5;82.0
