ID;Geslacht;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;TotaalGediplomeerdenVavo_1;VavoGediplomeerdenVmboT_2;VavoGediplomeerdenHavo_3;VavoGediplomeerdenVwo_4
1069;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2010/'11;48.0;14.0;27.0;7.0
1070;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2011/'12;47.0;13.0;26.0;8.0
1071;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2012/'13;36.0;6.0;20.0;10.0
1072;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2013/'14;37.0;8.0;18.0;11.0
1073;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2014/'15;36.0;13.0;19.0;4.0
1074;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2015/'16;39.0;12.0;24.0;3.0
1075;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2016/'17;33.0;9.0;12.0;12.0
1076;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2017/'18;37.0;10.0;16.0;11.0
1077;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2018/'19;36.0;19.0;13.0;4.0
1078;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2019/'20;41.0;11.0;20.0;10.0
1079;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Limburg (PV);2020/'21;24.0;15.0;7.0;2.0
1080;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2006/'07;5.0;4.0;1.0;0.0
1081;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2007/'08;3.0;1.0;2.0;0.0
1082;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2008/'09;3.0;1.0;1.0;1.0
1083;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2009/'10;1.0;0.0;1.0;0.0
1084;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2010/'11;2.0;0.0;2.0;0.0
1085;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2011/'12;2.0;0.0;1.0;1.0
1086;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2012/'13;3.0;1.0;2.0;0.0
1087;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2013/'14;2.0;1.0;1.0;0.0
1088;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2014/'15;3.0;1.0;0.0;2.0
1089;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2015/'16;1.0;0.0;1.0;0.0
1090;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2016/'17;1.0;0.0;1.0;0.0
1091;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2017/'18;2.0;0.0;1.0;1.0
1092;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2018/'19;5.0;1.0;4.0;0.0
1093;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2019/'20;9.0;1.0;5.0;3.0
1094;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (PV);2020/'21;7.0;2.0;3.0;2.0
1095;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2006/'07;29.0;4.0;17.0;8.0
1096;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2007/'08;42.0;10.0;18.0;14.0
1097;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2008/'09;53.0;8.0;29.0;16.0
1098;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2009/'10;38.0;8.0;12.0;18.0
1099;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2010/'11;40.0;3.0;27.0;10.0
1100;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2011/'12;37.0;8.0;19.0;10.0
1101;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2012/'13;32.0;4.0;18.0;10.0
1102;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2013/'14;34.0;8.0;17.0;9.0
1103;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2014/'15;33.0;13.0;10.0;10.0
1104;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2015/'16;37.0;8.0;17.0;12.0
1105;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2016/'17;23.0;1.0;12.0;10.0
1106;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2017/'18;22.0;4.0;6.0;12.0
1107;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2018/'19;30.0;4.0;19.0;7.0
1108;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2019/'20;32.0;7.0;17.0;8.0
1109;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Amsterdam;2020/'21;19.0;4.0;9.0;6.0
1110;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2006/'07;26.0;3.0;14.0;9.0
1111;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2007/'08;17.0;4.0;10.0;3.0
1112;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2008/'09;15.0;5.0;7.0;3.0
1113;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2009/'10;10.0;2.0;5.0;3.0
1114;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2010/'11;14.0;3.0;6.0;5.0
1115;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2011/'12;8.0;4.0;3.0;1.0
1116;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2012/'13;13.0;3.0;8.0;2.0
1117;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2013/'14;8.0;3.0;5.0;0.0
1118;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2014/'15;6.0;1.0;5.0;0.0
1119;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2015/'16;7.0;1.0;3.0;3.0
1120;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2016/'17;8.0;1.0;5.0;2.0
1121;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2017/'18;9.0;1.0;5.0;3.0
1122;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2018/'19;7.0;2.0;2.0;3.0
1123;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2019/'20;8.0;0.0;8.0;0.0
1124;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Utrecht (gemeente);2020/'21;1.0;0.0;1.0;0.0
1125;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2006/'07;1.0;0.0;1.0;0.0
1126;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2007/'08;2.0;0.0;1.0;1.0
1127;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2008/'09;2.0;1.0;1.0;0.0
1128;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2009/'10;3.0;0.0;1.0;2.0
1129;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2010/'11;40.0;10.0;24.0;6.0
1130;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2011/'12;34.0;3.0;23.0;8.0
1131;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2012/'13;26.0;0.0;16.0;10.0
1132;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2013/'14;24.0;8.0;12.0;4.0
1133;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2014/'15;23.0;8.0;11.0;4.0
1134;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2015/'16;30.0;4.0;15.0;11.0
1135;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2016/'17;17.0;4.0;13.0;0.0
1136;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2017/'18;28.0;5.0;19.0;4.0
1137;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2018/'19;26.0;8.0;14.0;4.0
1138;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2019/'20;23.0;7.0;10.0;6.0
1139;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;'s-Gravenhage (gemeente);2020/'21;10.0;2.0;8.0;0.0
1140;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2006/'07;45.0;14.0;18.0;13.0
1141;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2007/'08;45.0;16.0;19.0;10.0
1142;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2008/'09;33.0;5.0;15.0;13.0
1143;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2009/'10;38.0;9.0;16.0;13.0
1144;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2010/'11;37.0;5.0;21.0;11.0
1145;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2011/'12;39.0;9.0;24.0;6.0
1146;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2012/'13;37.0;13.0;13.0;11.0
1147;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2013/'14;37.0;9.0;20.0;8.0
1148;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2014/'15;25.0;7.0;11.0;7.0
1149;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2015/'16;24.0;4.0;14.0;6.0
1150;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2016/'17;23.0;6.0;13.0;4.0
1151;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2017/'18;17.0;3.0;9.0;5.0
1152;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2018/'19;22.0;7.0;11.0;4.0
1153;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2019/'20;26.0;2.0;15.0;9.0
1154;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Rotterdam;2020/'21;11.0;1.0;8.0;2.0
1155;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2006/'07;101.0;21.0;50.0;30.0
1156;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2007/'08;106.0;30.0;48.0;28.0
1157;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2008/'09;103.0;19.0;52.0;32.0
1158;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2009/'10;89.0;19.0;34.0;36.0
1159;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2010/'11;131.0;21.0;78.0;32.0
1160;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2011/'12;118.0;24.0;69.0;25.0
1161;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2012/'13;108.0;20.0;55.0;33.0
1162;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2013/'14;103.0;28.0;54.0;21.0
1163;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2014/'15;87.0;29.0;37.0;21.0
1164;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2015/'16;98.0;17.0;49.0;32.0
1165;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2016/'17;71.0;12.0;43.0;16.0
1166;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2017/'18;76.0;13.0;39.0;24.0
1167;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2018/'19;85.0;21.0;46.0;18.0
1168;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2019/'20;89.0;16.0;50.0;23.0
1169;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Vier grootste gemeenten (G4);2020/'21;41.0;7.0;26.0;8.0
1170;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;152.0;47.0;71.0;34.0
1171;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;153.0;37.0;81.0;35.0
1172;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;181.0;34.0;92.0;55.0
1173;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;184.0;38.0;90.0;56.0
1174;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;229.0;41.0;122.0;66.0
1175;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;158.0;26.0;102.0;30.0
1176;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;179.0;43.0;97.0;39.0
1177;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;155.0;33.0;80.0;42.0
1178;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;161.0;45.0;79.0;37.0
1179;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;145.0;36.0;80.0;29.0
1180;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;140.0;37.0;70.0;33.0
1181;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;141.0;52.0;65.0;24.0
1182;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;167.0;67.0;78.0;22.0
1183;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;166.0;69.0;65.0;32.0
1184;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;100.0;48.0;43.0;9.0
1185;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2006/'07;200.0;59.0;100.0;41.0
1186;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2007/'08;291.0;84.0;136.0;71.0
1187;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2008/'09;336.0;77.0;174.0;85.0
1188;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2009/'10;368.0;69.0;182.0;117.0
1189;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2010/'11;351.0;63.0;198.0;90.0
1190;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2011/'12;305.0;59.0;184.0;62.0
1191;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2012/'13;337.0;73.0;177.0;87.0
1192;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2013/'14;253.0;67.0;132.0;54.0
1193;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2014/'15;277.0;67.0;144.0;66.0
1194;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2015/'16;231.0;54.0;118.0;59.0
1195;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2016/'17;230.0;64.0;104.0;62.0
1196;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2017/'18;213.0;74.0;87.0;52.0
1197;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2018/'19;266.0;97.0;117.0;52.0
1198;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2019/'20;246.0;68.0;115.0;63.0
1199;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2020/'21;133.0;62.0;59.0;12.0
1200;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2006/'07;5.0;4.0;1.0;0.0
1201;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2007/'08;3.0;1.0;2.0;0.0
1202;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2008/'09;3.0;1.0;1.0;1.0
1203;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2009/'10;1.0;0.0;1.0;0.0
1204;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2010/'11;2.0;0.0;2.0;0.0
1205;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2011/'12;2.0;0.0;1.0;1.0
1206;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2012/'13;3.0;1.0;2.0;0.0
1207;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2013/'14;2.0;1.0;1.0;0.0
1208;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2014/'15;3.0;1.0;0.0;2.0
1209;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2015/'16;1.0;0.0;1.0;0.0
1210;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2016/'17;1.0;0.0;1.0;0.0
1211;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2017/'18;2.0;0.0;1.0;1.0
1212;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2018/'19;5.0;1.0;4.0;0.0
1213;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2019/'20;9.0;1.0;5.0;3.0
1214;Totaal mannen en vrouwen;Totaal migratieachtergrond;1e generatie migratieachtergrond;Niet in te delen (GM);2020/'21;7.0;2.0;3.0;2.0
1215;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2006/'07;911.0;211.0;479.0;221.0
1216;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2007/'08;1188.0;256.0;613.0;319.0
1217;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2008/'09;1253.0;267.0;707.0;279.0
1218;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2009/'10;1432.0;232.0;721.0;479.0
1219;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2010/'11;1843.0;306.0;1066.0;471.0
1220;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2011/'12;1540.0;245.0;926.0;369.0
1221;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2012/'13;1880.0;310.0;1008.0;562.0
1222;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2013/'14;1647.0;362.0;929.0;356.0
1223;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2014/'15;1770.0;363.0;923.0;484.0
1224;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2015/'16;1691.0;330.0;912.0;449.0
1225;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2016/'17;1700.0;312.0;946.0;442.0
1226;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2017/'18;1951.0;394.0;1024.0;533.0
1227;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2018/'19;1994.0;335.0;1153.0;506.0
1228;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2019/'20;2347.0;378.0;1260.0;709.0
1229;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Nederland;2020/'21;955.0;173.0;559.0;223.0
1230;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2006/'07;32.0;4.0;21.0;7.0
1231;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2007/'08;64.0;6.0;40.0;18.0
1232;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2008/'09;90.0;19.0;56.0;15.0
1233;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2009/'10;85.0;6.0;49.0;30.0
1234;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2010/'11;104.0;9.0;65.0;30.0
1235;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2011/'12;77.0;9.0;51.0;17.0
1236;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2012/'13;91.0;11.0;54.0;26.0
1237;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2013/'14;89.0;12.0;57.0;20.0
1238;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2014/'15;74.0;10.0;42.0;22.0
1239;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2015/'16;84.0;11.0;45.0;28.0
1240;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2016/'17;79.0;10.0;42.0;27.0
1241;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2017/'18;91.0;12.0;53.0;26.0
1242;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2018/'19;109.0;9.0;74.0;26.0
1243;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2019/'20;99.0;12.0;46.0;41.0
1244;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Noord-Nederland (LD);2020/'21;35.0;2.0;24.0;9.0
1245;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Oost-Nederland (LD);2006/'07;158.0;44.0;77.0;37.0
1246;Totaal mannen en vrouwen;Totaal migratieachtergrond;2e generatie migratieachtergrond;Oost-Nederland (LD);2007/'08;206.0;52.0;106.0;48.0
