ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVsvErsOnderzoekspopulatie_2;AantalNietVsvErsOnderzoekspopulatie_3;PercentageVsvErsOnderzoekspopulatie_4
1089;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Totaal wel en niet verdacht van misdrijf;2012/'13 Nieuwe methode;331340.0;22550.0;308790.0;6.8
1090;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Totaal wel en niet verdacht van misdrijf;2013/'14;328730.0;20810.0;307920.0;6.3
1091;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Totaal wel en niet verdacht van misdrijf;2014/'15;328530.0;19520.0;309020.0;5.9
1092;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2004/'05;264830.0;26100.0;238740.0;9.9
1093;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2005/'06;293260.0;23970.0;269290.0;8.2
1094;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2006/'07;295290.0;23200.0;272100.0;7.9
1095;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2007/'08;295700.0;22400.0;273300.0;7.6
1096;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2008/'09;295790.0;20550.0;275250.0;6.9
1097;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2009/'10;299040.0;20450.0;278590.0;6.8
1098;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2010/'11;301480.0;20480.0;280990.0;6.8
1099;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2011/'12;303580.0;19500.0;284080.0;6.4
1100;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2012/'13 Oude methode;303120.0;17640.0;285470.0;5.8
1101;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2012/'13 Nieuwe methode;303040.0;17580.0;285470.0;5.8
1102;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2013/'14;303570.0;16350.0;287210.0;5.4
1103;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Niet verdacht van misdrijf;2014/'15;306730.0;15680.0;291060.0;5.1
1104;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2004/'05;22840.0;5410.0;17430.0;23.7
1105;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2005/'06;28290.0;5850.0;22440.0;20.7
1106;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2006/'07;31780.0;6750.0;25030.0;21.2
1107;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2007/'08;33910.0;7140.0;26770.0;21.0
1108;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2008/'09;34640.0;6710.0;27930.0;19.4
1109;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2009/'10;34940.0;6760.0;28180.0;19.3
1110;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2010/'11;32610.0;6390.0;26230.0;19.6
1111;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2011/'12;30520.0;5760.0;24760.0;18.9
1112;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2012/'13 Oude methode;28340.0;5020.0;23320.0;17.7
1113;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2012/'13 Nieuwe methode;28300.0;4980.0;23320.0;17.6
1114;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2013/'14;25160.0;4460.0;20710.0;17.7
1115;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;Wel verdacht van misdrijf;2014/'15;21800.0;3840.0;17960.0;17.6
1116;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2004/'05;16460.0;3370.0;13090.0;20.5
1117;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2005/'06;20060.0;3540.0;16520.0;17.6
1118;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2006/'07;22070.0;3920.0;18160.0;17.7
1119;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2007/'08;23270.0;4080.0;19180.0;17.5
1120;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2008/'09;23850.0;3770.0;20080.0;15.8
1121;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2009/'10;24130.0;3720.0;20410.0;15.4
1122;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2010/'11;23080.0;3690.0;19390.0;16.0
1123;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2011/'12;21800.0;3380.0;18430.0;15.5
1124;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2012/'13 Oude methode;20380.0;2930.0;17450.0;14.4
1125;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2012/'13 Nieuwe methode;20370.0;2920.0;17450.0;14.3
1126;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2013/'14;18160.0;2630.0;15530.0;14.5
1127;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;1 keer verdacht van misdrijf;2014/'15;15890.0;2290.0;13610.0;14.4
1128;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2004/'05;6380.0;2040.0;4340.0;31.9
1129;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2005/'06;8230.0;2310.0;5920.0;28.1
1130;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2006/'07;9700.0;2830.0;6870.0;29.2
1131;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2007/'08;10640.0;3050.0;7590.0;28.7
1132;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2008/'09;10790.0;2940.0;7850.0;27.3
1133;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2009/'10;10810.0;3040.0;7770.0;28.1
1134;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2010/'11;9540.0;2700.0;6840.0;28.3
1135;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2011/'12;8720.0;2390.0;6340.0;27.4
1136;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2012/'13 Oude methode;7960.0;2080.0;5870.0;26.2
1137;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2012/'13 Nieuwe methode;7930.0;2050.0;5870.0;25.9
1138;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2013/'14;7000.0;1820.0;5180.0;26.0
1139;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);18 tot 23 jaar;2 keer of meer verdacht van misdrijf;2014/'15;5910.0;1560.0;4360.0;26.3
1140;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2004/'05;85340.0;20160.0;65180.0;23.6
1141;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2005/'06;95150.0;19360.0;75800.0;20.3
1142;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2006/'07;100280.0;18980.0;81300.0;18.9
1143;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2007/'08;112270.0;21060.0;91210.0;18.8
1144;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2008/'09;117260.0;19310.0;97940.0;16.5
1145;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2009/'10;123870.0;20380.0;103490.0;16.5
1146;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2010/'11;130450.0;22000.0;108440.0;16.9
1147;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2011/'12;123890.0;18550.0;105350.0;15.0
1148;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2012/'13 Oude methode;118510.0;15580.0;102930.0;13.1
1149;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2012/'13 Nieuwe methode;118510.0;15580.0;102930.0;13.1
1150;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2013/'14;108120.0;12940.0;95180.0;12.0
1151;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Totaal wel en niet verdacht van misdrijf;2014/'15;93110.0;7320.0;85780.0;7.9
1152;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2004/'05;80420.0;18550.0;61870.0;23.1
1153;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2005/'06;88800.0;17470.0;71330.0;19.7
1154;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2006/'07;92840.0;16970.0;75880.0;18.3
1155;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2007/'08;103770.0;18930.0;84830.0;18.2
1156;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2008/'09;108120.0;17140.0;90980.0;15.9
1157;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2009/'10;114820.0;18320.0;96510.0;16.0
1158;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2010/'11;121300.0;19870.0;101420.0;16.4
1159;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2011/'12;115690.0;16830.0;98850.0;14.6
1160;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2012/'13 Oude methode;110760.0;14070.0;96690.0;12.7
1161;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2012/'13 Nieuwe methode;110760.0;14070.0;96690.0;12.7
1162;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2013/'14;100830.0;11650.0;89180.0;11.6
1163;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Niet verdacht van misdrijf;2014/'15;86750.0;6350.0;80400.0;7.3
1164;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2004/'05;4920.0;1610.0;3310.0;32.8
1165;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2005/'06;6350.0;1890.0;4460.0;29.7
1166;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2006/'07;7440.0;2010.0;5430.0;27.1
1167;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2007/'08;8500.0;2120.0;6380.0;25.0
1168;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2008/'09;9140.0;2170.0;6960.0;23.8
1169;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2009/'10;9040.0;2060.0;6980.0;22.8
1170;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2010/'11;9150.0;2130.0;7020.0;23.3
1171;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2011/'12;8210.0;1710.0;6490.0;20.9
1172;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2012/'13 Oude methode;7750.0;1510.0;6240.0;19.5
1173;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2012/'13 Nieuwe methode;7750.0;1510.0;6240.0;19.5
1174;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2013/'14;7290.0;1290.0;6000.0;17.6
1175;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;Wel verdacht van misdrijf;2014/'15;6350.0;970.0;5380.0;15.3
1176;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2004/'05;3780.0;1150.0;2630.0;30.4
1177;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2005/'06;4810.0;1290.0;3520.0;26.9
1178;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2006/'07;5590.0;1390.0;4200.0;24.8
1179;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2007/'08;6310.0;1410.0;4900.0;22.3
1180;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2008/'09;6840.0;1480.0;5360.0;21.6
1181;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2009/'10;6790.0;1390.0;5400.0;20.4
1182;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2010/'11;6860.0;1430.0;5430.0;20.8
1183;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2011/'12;6230.0;1190.0;5040.0;19.1
1184;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2012/'13 Oude methode;5910.0;1030.0;4880.0;17.5
1185;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2012/'13 Nieuwe methode;5910.0;1030.0;4880.0;17.5
1186;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2013/'14;5530.0;850.0;4680.0;15.4
1187;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;1 keer verdacht van misdrijf;2014/'15;4860.0;650.0;4200.0;13.5
1188;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2004/'05;1150.0;460.0;680.0;40.5
1189;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2005/'06;1550.0;600.0;950.0;38.6
1190;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2006/'07;1850.0;630.0;1220.0;33.9
1191;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2007/'08;2200.0;710.0;1480.0;32.5
1192;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2008/'09;2300.0;700.0;1610.0;30.2
1193;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2009/'10;2250.0;680.0;1580.0;30.0
1194;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2010/'11;2290.0;700.0;1590.0;30.6
1195;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2011/'12;1980.0;530.0;1460.0;26.6
1196;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2012/'13 Oude methode;1840.0;480.0;1360.0;26.0
1197;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2012/'13 Nieuwe methode;1840.0;480.0;1360.0;26.0
1198;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2013/'14;1760.0;440.0;1330.0;24.7
1199;Totaal mannen en vrouwen;0;Mbo (exclusief extranei);23 jaar of ouder;2 keer of meer verdacht van misdrijf;2014/'15;1500.0;320.0;1180.0;21.1
1200;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2004/'05;;;;
1201;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2005/'06;10680.0;2330.0;8350.0;21.8
1202;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2006/'07;12620.0;2520.0;10100.0;20.0
1203;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2007/'08;14220.0;2750.0;11470.0;19.3
1204;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2008/'09;16680.0;2590.0;14100.0;15.5
1205;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2009/'10;18340.0;2970.0;15370.0;16.2
1206;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2010/'11;17180.0;2940.0;14240.0;17.1
1207;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2011/'12;16540.0;2810.0;13730.0;17.0
1208;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2012/'13 Oude methode;14290.0;1950.0;12340.0;13.7
1209;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2012/'13 Nieuwe methode;14270.0;1930.0;12340.0;13.5
1210;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2013/'14;13380.0;2010.0;11370.0;15.0
1211;Totaal mannen en vrouwen;0;100;0;Totaal wel en niet verdacht van misdrijf;2014/'15;14260.0;2090.0;12170.0;14.6
1212;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2004/'05;;;;
1213;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2005/'06;9570.0;2000.0;7570.0;20.9
1214;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2006/'07;11230.0;2110.0;9130.0;18.8
1215;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2007/'08;12590.0;2270.0;10320.0;18.1
1216;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2008/'09;14900.0;2130.0;12770.0;14.3
1217;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2009/'10;16450.0;2480.0;13970.0;15.1
1218;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2010/'11;15530.0;2430.0;13100.0;15.6
1219;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2011/'12;15050.0;2380.0;12660.0;15.8
1220;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2012/'13 Oude methode;13190.0;1660.0;11530.0;12.6
1221;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2012/'13 Nieuwe methode;13170.0;1640.0;11530.0;12.5
1222;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2013/'14;12370.0;1740.0;10630.0;14.1
1223;Totaal mannen en vrouwen;0;100;0;Niet verdacht van misdrijf;2014/'15;13400.0;1820.0;11590.0;13.6
1224;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2004/'05;;;;
1225;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2005/'06;1110.0;330.0;780.0;30.0
1226;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2006/'07;1390.0;420.0;970.0;30.1
1227;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2007/'08;1630.0;480.0;1160.0;29.3
1228;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2008/'09;1780.0;450.0;1330.0;25.4
1229;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2009/'10;1900.0;500.0;1400.0;26.3
1230;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2010/'11;1650.0;510.0;1140.0;30.8
1231;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2011/'12;1490.0;430.0;1060.0;28.6
1232;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2012/'13 Oude methode;1100.0;290.0;810.0;26.2
1233;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2012/'13 Nieuwe methode;1100.0;290.0;810.0;26.1
1234;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2013/'14;1020.0;270.0;750.0;26.7
1235;Totaal mannen en vrouwen;0;100;0;Wel verdacht van misdrijf;2014/'15;860.0;270.0;590.0;31.7
1236;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2004/'05;;;;
1237;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2005/'06;790.0;230.0;560.0;28.7
1238;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2006/'07;920.0;260.0;670.0;27.9
1239;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2007/'08;1110.0;300.0;810.0;27.2
1240;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2008/'09;1220.0;290.0;940.0;23.3
1241;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2009/'10;1320.0;310.0;1000.0;23.8
1242;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2010/'11;1190.0;350.0;850.0;29.1
1243;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2011/'12;1050.0;280.0;770.0;26.9
1244;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2012/'13 Oude methode;810.0;200.0;610.0;24.8
1245;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2012/'13 Nieuwe methode;800.0;200.0;600.0;24.9
1246;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2013/'14;720.0;180.0;540.0;25.3
1247;Totaal mannen en vrouwen;0;100;0;1 keer verdacht van misdrijf;2014/'15;620.0;170.0;450.0;27.7
1248;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2004/'05;;;;
1249;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2005/'06;320.0;110.0;220.0;33.2
1250;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2006/'07;460.0;160.0;300.0;34.6
1251;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2007/'08;530.0;180.0;350.0;33.7
1252;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2008/'09;560.0;170.0;390.0;30.0
1253;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2009/'10;580.0;190.0;400.0;31.8
1254;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2010/'11;460.0;160.0;300.0;35.0
1255;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2011/'12;440.0;140.0;300.0;32.8
1256;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2012/'13 Oude methode;300.0;90.0;210.0;30.1
1257;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2012/'13 Nieuwe methode;290.0;90.0;210.0;29.4
1258;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2013/'14;290.0;90.0;210.0;30.3
1259;Totaal mannen en vrouwen;0;100;0;2 keer of meer verdacht van misdrijf;2014/'15;240.0;100.0;140.0;41.9
1260;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2004/'05;;;;
1261;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2005/'06;9110.0;1740.0;7380.0;19.1
1262;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2006/'07;10830.0;1870.0;8960.0;17.2
1263;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2007/'08;12340.0;2200.0;10140.0;17.8
1264;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2008/'09;14740.0;2070.0;12670.0;14.1
1265;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2009/'10;16170.0;2390.0;13780.0;14.8
1266;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2010/'11;15430.0;2420.0;13020.0;15.7
1267;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2011/'12;15380.0;2460.0;12910.0;16.0
1268;Totaal mannen en vrouwen;0;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;2012/'13 Oude methode;13430.0;1670.0;11760.0;12.4
