ID;Geslacht;Leeftijd;IndicatieZMVGrondslagEnZzp;GebruikZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;PersMetIndicGebruikOpPeildatum_4;OpnamedagenInJaar_5
807;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2012;66255.0;2.64;51865.0;2.1;
808;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2013;60445.0;2.4;49530.0;2.0;
809;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2014;59255.0;2.34;48480.0;1.95;
810;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2009;28830.0;2.52;23210.0;2.07;
811;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2010;32965.0;2.88;24985.0;2.23;
812;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2011;33565.0;2.94;25920.0;2.31;
813;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2012;34700.0;3.03;26580.0;2.37;
814;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2013;30570.0;2.68;24760.0;2.21;
815;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2014;29745.0;2.6;24065.0;2.15;
816;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2009;;;;;
817;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2010;;;;;
818;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2011;;;;;
819;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2012;;;;;
820;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2013;;;;;
821;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2014;;;;;
822;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2009;;;;;
823;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2010;;;;;
824;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2011;;;;;
825;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2012;;;;;
826;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2013;;;;;
827;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2014;;;;;
828;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2009;;;;;
829;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2010;;;;;
830;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2011;;;;;
831;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2012;;;;;
832;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2013;;;;;
833;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2014;;;;;
834;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2009;;;;;
835;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2010;;;;;
836;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2011;;;;;
837;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2012;;;;;
838;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2013;;;;;
839;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2014;;;;;
840;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2009;;;;;
841;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2010;;;;;
842;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2011;;;;;
843;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2012;;;;;
844;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2013;;;;;
845;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2014;;;;;
846;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2009;;;;;
847;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2010;;;;;
848;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2011;;;;;
849;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2012;;;;;
850;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2013;;;;;
851;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2014;;;;;
852;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2009;;;;;
853;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2010;;;;;
854;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2011;;;;;
855;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2012;;;;;
856;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2013;;;;;
857;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2014;;;;;
858;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2009;;;;;
859;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2010;;;;;
860;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2011;;;;;
861;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2012;;;;;
862;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2013;;;;;
863;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2014;;;;;
864;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2009;;;;;
865;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2010;;;;;
866;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2011;;;;;
867;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2012;;;;;
868;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2013;;;;;
869;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2014;;;;;
870;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2009;;;;;
871;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2010;;;;;
872;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2011;;;;;
873;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2012;;;;;
874;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2013;;;;;
875;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2014;;;;;
876;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2009;;;;;
877;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2010;;;;;
878;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2011;;;;;
879;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2012;;;;;
880;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2013;;;;;
881;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2014;;;;;
882;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2009;;;;;
883;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2010;;;;;
884;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2011;;;;;
885;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2012;;;;;
886;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2013;;;;;
887;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2014;;;;;
888;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2009;;;;;
889;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2010;;;;;
890;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2011;;;;;
891;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2012;;;;;
892;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2013;;;;;
893;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2014;;;;;
894;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2009;;;;;
895;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2010;;;;;
896;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2011;;;;;
897;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2012;;;;;
898;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2013;;;;;
899;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2014;;;;;
900;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2009;;;;;
901;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2010;;;;;
902;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2011;;;;;
903;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2012;;;;;
904;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2013;;;;;
905;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2014;;;;;
906;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2009;;;;;
907;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2010;;;;;
908;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2011;;;;;
909;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2012;;;;;
910;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2013;;;;;
911;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2014;;;;;
912;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2009;;;;;
913;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2010;;;;;
914;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2011;;;;;
915;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2012;;;;;
916;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2013;;;;;
917;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2014;;;;;
918;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2009;;;;;
919;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2010;;;;;
920;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2011;;;;;
921;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2012;;;;;
922;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2013;;;;;
923;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2014;;;;;
924;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2009;;;;;
925;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2010;;;;;
926;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2011;;;;;
927;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2012;;;;;
928;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2013;;;;;
929;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2014;;;;;
930;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Oost-Nederland (LD);2009;;;;;
931;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Oost-Nederland (LD);2010;;;;;
932;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Oost-Nederland (LD);2011;;;;;
933;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Oost-Nederland (LD);2012;;;;;
934;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Oost-Nederland (LD);2013;;;;;
935;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Oost-Nederland (LD);2014;;;;;
936;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;West-Nederland (LD);2009;;;;;
937;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;West-Nederland (LD);2010;;;;;
938;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;West-Nederland (LD);2011;;;;;
939;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;West-Nederland (LD);2012;;;;;
940;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;West-Nederland (LD);2013;;;;;
941;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;West-Nederland (LD);2014;;;;;
942;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Zuid-Nederland (LD);2009;;;;;
943;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Zuid-Nederland (LD);2010;;;;;
944;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Zuid-Nederland (LD);2011;;;;;
945;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Zuid-Nederland (LD);2012;;;;;
946;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Zuid-Nederland (LD);2013;;;;;
947;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Zuid-Nederland (LD);2014;;;;;
948;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Groningen (PV);2009;;;;;
949;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Groningen (PV);2010;;;;;
950;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Groningen (PV);2011;;;;;
951;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Groningen (PV);2012;;;;;
952;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Groningen (PV);2013;;;;;
953;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Groningen (PV);2014;;;;;
954;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Friesland (PV);2009;;;;;
955;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Friesland (PV);2010;;;;;
956;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Friesland (PV);2011;;;;;
957;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Friesland (PV);2012;;;;;
958;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Friesland (PV);2013;;;;;
959;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Friesland (PV);2014;;;;;
960;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Drenthe (PV);2009;;;;;
961;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Drenthe (PV);2010;;;;;
962;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Drenthe (PV);2011;;;;;
963;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Drenthe (PV);2012;;;;;
964;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Drenthe (PV);2013;;;;;
965;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Drenthe (PV);2014;;;;;
966;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Overijssel (PV);2009;;;;;
967;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Overijssel (PV);2010;;;;;
968;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Overijssel (PV);2011;;;;;
969;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Overijssel (PV);2012;;;;;
970;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Overijssel (PV);2013;;;;;
971;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Overijssel (PV);2014;;;;;
972;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Flevoland (PV);2009;;;;;
973;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Flevoland (PV);2010;;;;;
974;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Flevoland (PV);2011;;;;;
975;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Flevoland (PV);2012;;;;;
976;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Flevoland (PV);2013;;;;;
977;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Flevoland (PV);2014;;;;;
978;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Gelderland (PV);2009;;;;;
979;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Gelderland (PV);2010;;;;;
980;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Gelderland (PV);2011;;;;;
981;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Gelderland (PV);2012;;;;;
982;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Gelderland (PV);2013;;;;;
983;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Gelderland (PV);2014;;;;;
