ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;PsychischeVermoeidheidDoorHetWerk_38;EmotioneelUitgeput_39;LeegVoelen_40;SOchtendsMoeVoelen_41;VergtVeelOmMetMensenTeWerken_42;UitgeputDoorWerk_43
88;Migratieachtergrond: 1e gen westers;Waarde;2021;36.6;51.4;36.4;53.8;53.9;56.1;61.4;47.9;23.3;;15.9;17.8;24.6;4.7;3.8;11.2;12.5;3.0;1.6;6.5;12.2;;;;;;;;;;;;;;;;;28.6;25.7;40.4;33.8;23.2;25.1
89;Migratieachtergrond: 1e gen westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2014;38.2;48.3;31.9;53.8;54.1;50.9;59.3;38.0;17.7;;10.3;12.1;15.4;3.6;1.8;9.8;8.0;2.8;0.4;5.6;8.7;;;;;;;;;;;;;;;;;18.0;17.8;34.4;23.2;14.2;17.0
91;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2015;35.4;45.8;31.3;53.9;53.1;55.1;59.5;43.8;18.2;;10.1;11.6;15.4;2.9;2.1;9.1;8.3;2.6;0.5;4.8;11.3;;;;;;;;;;;;;;;;;18.6;15.3;29.2;22.5;12.4;16.0
92;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2016;34.1;43.9;28.5;52.6;52.7;51.0;59.2;37.3;21.1;;11.6;12.0;14.6;3.6;2.2;10.0;8.5;1.9;0.3;4.5;10.5;;;;;;;;;;;;;;;;;19.3;17.3;32.7;23.8;14.4;17.4
93;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2017;34.4;46.3;32.1;53.2;52.1;51.3;58.3;39.7;17.7;;12.6;14.2;19.1;3.0;1.7;9.8;9.1;2.8;0.3;4.8;10.4;;;;;;;;;;;;;;;;;22.5;21.0;34.0;25.1;16.9;18.3
94;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2018;37.4;47.5;31.5;49.5;50.7;50.1;59.9;41.0;17.7;;14.5;14.9;21.4;4.3;3.9;10.4;9.9;3.1;1.5;6.1;11.4;;;;;;;;;;;;;;;;;27.1;25.8;38.1;28.7;21.8;21.5
95;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2019;34.9;48.6;32.2;52.4;53.3;52.2;60.0;45.9;22.5;;15.4;15.6;21.1;6.4;4.4;13.2;12.8;3.7;1.4;7.2;12.6;;;;;;;;;;;;;;;;;23.3;22.3;35.1;27.4;18.7;21.3
96;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2020;33.2;45.0;29.0;53.7;52.8;53.7;60.6;44.1;21.2;;12.5;14.4;18.9;3.2;2.3;8.7;8.9;2.6;0.8;6.6;10.1;;;;;;;;;;;;;;;;;23.0;22.4;34.0;28.4;17.9;20.6
97;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2021;34.3;48.9;34.0;51.3;51.4;53.6;58.9;45.4;21.2;;14.1;16.0;22.5;3.8;2.9;9.7;11.0;2.3;1.0;5.3;10.6;;;;;;;;;;;;;;;;;26.4;23.5;37.9;31.4;21.1;22.9
98;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2014;44.3;54.5;37.8;60.0;60.3;57.2;65.4;44.0;22.4;;14.5;16.5;20.2;6.4;3.8;13.6;11.5;5.4;1.7;8.8;12.3;;;;;;;;;;;;;;;;;23.1;22.9;40.5;28.8;19.0;22.0
100;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2015;41.1;51.6;36.9;59.7;58.9;60.8;65.1;49.6;22.9;;13.9;15.6;19.8;5.1;4.2;12.5;11.7;4.7;1.8;7.6;15.3;;;;;;;;;;;;;;;;;23.4;19.8;34.7;27.7;16.5;20.5
101;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2016;39.5;49.5;33.7;58.2;58.3;56.7;64.7;42.9;25.9;;15.4;15.8;18.8;6.0;4.1;13.5;11.7;3.8;1.4;7.1;14.2;;;;;;;;;;;;;;;;;24.0;21.8;38.1;28.8;18.6;22.0
102;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2017;39.8;52.0;37.4;58.8;57.7;56.9;63.8;45.2;22.1;;16.6;18.3;23.8;5.2;3.3;13.3;12.6;4.8;1.2;7.5;14.1;;;;;;;;;;;;;;;;;27.4;25.8;39.4;30.2;21.4;22.9
103;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2018;42.3;52.4;36.3;54.5;55.7;55.1;64.7;46.0;21.7;;18.3;18.6;25.7;6.7;6.1;13.6;13.1;5.0;3.0;8.7;14.8;;;;;;;;;;;;;;;;;31.7;30.3;43.0;33.3;26.1;25.8
104;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2019;39.7;53.5;36.9;57.4;58.2;57.1;64.8;50.9;26.8;;19.1;19.3;25.2;9.0;6.7;16.5;16.2;5.8;3.0;9.9;16.0;;;;;;;;;;;;;;;;;27.6;26.6;39.9;31.9;22.7;25.5
105;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2020;37.8;49.8;33.4;58.4;57.6;58.5;65.2;48.8;25.2;;15.8;17.8;22.8;5.1;3.9;11.5;11.7;4.3;2.0;9.1;13.2;;;;;;;;;;;;;;;;;27.1;26.4;38.5;32.8;21.7;24.5
106;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2021;39.1;53.9;38.9;56.3;56.4;58.6;63.8;50.4;25.5;;17.8;19.9;26.8;6.0;4.9;12.9;14.3;4.0;2.4;7.9;13.9;;;;;;;;;;;;;;;;;30.9;27.9;42.8;36.2;25.4;27.3
107;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Migratieachtergrond: 2e gen westers;Waarde;2014;37.9;46.7;32.3;64.9;65.3;58.7;69.6;49.0;26.6;;7.2;12.0;15.3;4.4;2.4;21.2;12.4;5.3;0.5;6.2;8.1;;;;;;;;;;;;;;;;;15.3;12.8;31.3;19.2;9.4;13.3
109;Migratieachtergrond: 2e gen westers;Waarde;2015;37.7;47.8;31.9;62.8;65.1;57.8;69.4;49.3;26.3;;7.8;12.5;14.1;4.8;1.9;19.5;12.9;4.9;0.3;4.3;9.0;;;;;;;;;;;;;;;;;14.3;13.1;27.9;18.3;11.0;13.5
110;Migratieachtergrond: 2e gen westers;Waarde;2016;37.7;47.5;32.6;61.4;63.2;56.3;68.4;48.1;26.2;;7.2;12.3;13.1;5.8;2.7;21.2;12.1;5.9;0.4;5.8;8.0;;;;;;;;;;;;;;;;;15.5;14.5;31.7;21.5;11.4;14.8
111;Migratieachtergrond: 2e gen westers;Waarde;2017;37.9;47.6;33.9;62.4;63.4;55.0;69.2;49.6;25.5;;9.4;15.0;15.3;6.2;2.7;21.4;12.8;5.0;0.4;6.0;8.9;;;;;;;;;;;;;;;;;15.2;15.7;30.0;20.3;11.8;13.8
112;Migratieachtergrond: 2e gen westers;Waarde;2018;38.0;47.7;32.2;61.1;62.4;57.0;68.8;52.5;27.8;;9.2;13.4;15.1;5.2;2.4;19.8;12.6;5.7;0.6;6.3;8.9;;;;;;;;;;;;;;;;;18.3;18.4;33.3;22.5;14.3;15.9
113;Migratieachtergrond: 2e gen westers;Waarde;2019;35.0;46.7;31.6;62.2;64.2;57.8;69.2;52.5;30.3;;8.2;13.3;15.3;9.1;3.7;25.3;14.4;6.4;0.6;7.6;11.1;;;;;;;;;;;;;;;;;18.4;16.5;32.0;21.3;15.3;15.8
114;Migratieachtergrond: 2e gen westers;Waarde;2020;33.6;44.1;28.8;63.3;64.8;61.0;69.6;51.5;31.5;;7.8;12.9;15.6;3.8;1.8;19.1;9.7;4.8;0.6;5.4;6.7;;;;;;;;;;;;;;;;;16.1;16.0;29.5;20.3;13.4;12.9
115;Migratieachtergrond: 2e gen westers;Waarde;2021;32.0;44.2;30.7;63.1;64.9;59.3;70.5;52.5;31.2;;9.0;12.8;15.7;5.6;2.7;18.8;10.6;4.6;0.5;5.2;7.0;;;;;;;;;;;;;;;;;17.9;17.2;30.8;21.5;14.4;15.5
116;Migratieachtergrond: 2e gen westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2014;35.5;44.2;30.0;62.4;62.8;56.1;67.2;46.5;24.5;;6.0;10.5;13.6;3.4;1.8;19.2;10.9;4.2;0.2;5.1;6.8;;;;;;;;;;;;;;;;;13.5;11.2;29.0;17.3;8.1;11.6
118;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2015;35.5;45.5;29.8;60.5;62.9;55.5;67.3;47.1;24.4;;6.7;11.1;12.6;3.9;1.4;17.8;11.4;4.0;0.2;3.5;7.7;;;;;;;;;;;;;;;;;12.7;11.6;25.9;16.6;9.6;12.0
119;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2016;35.6;45.3;30.5;59.2;60.9;54.0;66.2;45.8;24.2;;6.2;11.0;11.6;4.9;2.0;19.5;10.7;5.0;0.2;4.8;6.9;;;;;;;;;;;;;;;;;14.0;13.0;29.6;19.7;10.1;13.3
120;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2017;35.7;45.3;31.7;60.1;61.1;52.7;66.9;47.3;23.5;;8.1;13.4;13.6;5.2;2.0;19.6;11.3;4.0;0.2;5.0;7.7;;;;;;;;;;;;;;;;;13.6;14.0;27.9;18.4;10.4;12.3
121;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2018;36.0;45.6;30.3;59.1;60.4;54.9;66.8;50.4;26.0;;8.1;12.0;13.7;4.4;1.8;18.2;11.3;4.8;0.4;5.4;7.8;;;;;;;;;;;;;;;;;16.7;16.8;31.3;20.8;12.9;14.4
122;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2019;33.1;44.6;29.7;60.2;62.2;55.8;67.2;50.4;28.4;;7.1;12.0;13.9;8.0;3.0;23.6;13.0;5.5;0.3;6.5;9.9;;;;;;;;;;;;;;;;;16.8;15.0;30.1;19.6;13.9;14.3
123;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2020;31.6;42.0;26.9;61.3;62.8;58.9;67.6;49.4;29.6;;6.7;11.5;14.2;3.1;1.3;17.5;8.5;4.0;0.4;4.5;5.7;;;;;;;;;;;;;;;;;14.6;14.6;27.7;18.7;12.0;11.5
124;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2021;29.9;42.0;28.7;60.8;62.7;57.0;68.3;50.2;29.1;;7.8;11.4;14.1;4.6;2.0;17.1;9.3;3.7;0.2;4.3;5.9;;;;;;;;;;;;;;;;;16.2;15.5;28.7;19.7;12.9;13.9
125;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2014;40.3;49.3;34.7;67.3;67.7;61.2;72.0;51.5;28.8;;8.6;13.7;17.2;5.6;3.3;23.3;14.1;6.5;1.0;7.5;9.6;;;;;;;;;;;;;;;;;17.2;14.6;33.7;21.3;11.0;15.1
127;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2015;39.9;50.1;34.0;64.9;67.2;60.0;71.5;51.6;28.3;;9.2;14.1;15.8;5.9;2.7;21.3;14.5;6.0;0.7;5.3;10.4;;;;;;;;;;;;;;;;;16.0;14.7;30.0;20.1;12.5;15.1
128;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2016;39.9;49.8;34.8;63.6;65.3;58.5;70.5;50.3;28.2;;8.5;13.9;14.7;7.0;3.5;23.1;13.6;7.0;0.7;6.9;9.4;;;;;;;;;;;;;;;;;17.2;16.1;33.8;23.4;12.9;16.5
129;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2017;40.3;50.0;36.2;64.7;65.6;57.4;71.3;52.0;27.6;;10.9;16.7;17.1;7.5;3.6;23.4;14.4;6.1;0.9;7.2;10.4;;;;;;;;;;;;;;;;;17.0;17.5;32.2;22.3;13.4;15.6
130;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2018;40.0;49.8;34.2;63.1;64.4;59.0;70.7;54.6;29.7;;10.5;14.9;16.7;6.2;3.2;21.5;14.0;6.8;1.1;7.4;10.2;;;;;;;;;;;;;;;;;20.0;20.1;35.3;24.4;15.9;17.5
131;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2019;37.0;48.7;33.5;64.2;66.2;59.9;71.0;54.5;32.2;;9.4;14.8;16.8;10.3;4.6;27.1;15.9;7.5;1.1;8.7;12.5;;;;;;;;;;;;;;;;;20.1;18.0;33.9;23.0;16.9;17.4
132;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2020;35.6;46.2;30.7;65.3;66.8;63.0;71.5;53.6;33.5;;9.0;14.3;17.2;4.6;2.4;20.7;11.0;5.8;1.1;6.4;7.8;;;;;;;;;;;;;;;;;17.7;17.6;31.4;22.0;14.8;14.3
133;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2021;34.1;46.4;32.8;65.2;67.1;61.5;72.5;54.7;33.3;;10.4;14.3;17.4;6.7;3.5;20.6;12.1;5.6;0.9;6.3;8.3;;;;;;;;;;;;;;;;;19.7;18.9;32.9;23.5;16.0;17.2
134;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Migratieachtergrond: niet-westers;Waarde;2014;35.8;42.6;32.6;46.3;49.7;49.8;53.2;36.1;17.5;;8.8;10.7;11.4;5.5;2.5;14.0;9.7;4.4;1.1;7.2;11.0;;;;;;;;;;;;;;;;;22.5;19.2;35.4;27.1;15.5;21.3
136;Migratieachtergrond: niet-westers;Waarde;2015;33.7;41.3;30.5;47.7;50.8;52.8;54.0;37.5;19.0;;8.5;10.6;10.1;5.0;2.3;12.5;9.4;3.6;0.7;6.0;10.4;;;;;;;;;;;;;;;;;19.1;16.4;32.2;23.9;13.3;19.9
137;Migratieachtergrond: niet-westers;Waarde;2016;35.9;42.9;31.5;45.8;49.1;50.7;55.7;36.6;19.1;;9.9;11.5;10.9;5.8;2.6;14.2;10.4;4.5;1.0;7.2;12.3;;;;;;;;;;;;;;;;;21.5;19.0;34.2;27.5;14.5;20.6
138;Migratieachtergrond: niet-westers;Waarde;2017;36.6;43.4;32.4;46.4;47.2;50.2;55.4;38.0;20.6;;10.9;13.6;12.8;6.1;3.2;14.8;10.8;4.0;0.9;6.7;11.6;;;;;;;;;;;;;;;;;23.7;20.3;35.5;27.9;16.8;23.1
139;Migratieachtergrond: niet-westers;Waarde;2018;33.9;43.0;30.7;48.3;50.0;51.8;55.0;41.5;22.0;;10.4;12.6;12.5;5.8;3.0;15.3;10.7;4.6;1.3;7.6;11.7;;;;;;;;;;;;;;;;;24.0;22.8;36.4;28.8;17.7;23.1
140;Migratieachtergrond: niet-westers;Waarde;2019;34.4;42.1;30.6;48.0;48.6;50.5;53.9;41.5;23.1;;10.4;12.6;12.9;9.0;4.8;18.7;13.1;5.9;1.8;10.9;13.5;;;;;;;;;;;;;;;;;24.4;21.4;36.0;29.5;18.1;23.8
141;Migratieachtergrond: niet-westers;Waarde;2020;31.0;41.1;29.1;48.3;51.4;52.9;55.3;43.6;24.8;;9.7;12.4;13.9;5.3;2.8;13.9;7.7;3.9;1.0;7.2;10.0;;;;;;;;;;;;;;;;;22.0;20.9;33.9;26.2;17.7;21.4
142;Migratieachtergrond: niet-westers;Waarde;2021;33.2;43.5;31.5;46.7;49.0;48.7;52.8;42.3;23.9;;12.4;13.8;14.9;6.4;2.7;15.1;9.3;4.7;1.2;7.8;10.5;;;;;;;;;;;;;;;;;24.0;22.3;34.8;29.7;20.1;24.0
143;Migratieachtergrond: niet-westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;33.8;40.5;30.7;44.2;47.5;47.7;51.0;34.1;16.0;;7.7;9.5;10.1;4.5;1.9;12.6;8.6;3.6;0.7;6.2;9.8;;;;;;;;;;;;;;;;;20.8;17.6;33.4;25.3;14.1;19.6
145;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;32.0;39.5;28.9;45.9;48.9;50.9;52.1;35.7;17.6;;7.5;9.6;9.1;4.3;1.8;11.4;8.4;3.0;0.5;5.2;9.4;;;;;;;;;;;;;;;;;17.7;15.1;30.5;22.4;12.1;18.5
146;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;34.2;41.1;29.8;44.0;47.3;48.9;53.9;34.8;17.7;;8.9;10.4;9.9;5.0;2.1;13.0;9.3;3.8;0.7;6.3;11.2;;;;;;;;;;;;;;;;;20.1;17.7;32.5;25.9;13.3;19.2
147;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;34.9;41.7;30.7;44.7;45.4;48.4;53.6;36.3;19.2;;9.9;12.5;11.6;5.2;2.6;13.6;9.8;3.3;0.6;5.9;10.5;;;;;;;;;;;;;;;;;22.2;18.9;33.8;26.4;15.5;21.6
148;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;32.5;41.6;29.4;46.9;48.5;50.4;53.6;40.0;20.8;;9.5;11.7;11.5;5.2;2.5;14.2;9.9;4.0;1.0;6.9;10.8;;;;;;;;;;;;;;;;;22.8;21.6;35.1;27.5;16.7;21.9
149;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;33.0;40.6;29.3;46.5;47.1;49.0;52.4;40.0;21.9;;9.6;11.7;11.9;8.2;4.2;17.6;12.1;5.2;1.4;10.0;12.5;;;;;;;;;;;;;;;;;23.2;20.2;34.6;28.2;17.0;22.5
150;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020;29.6;39.7;27.8;46.8;49.9;51.4;53.8;42.1;23.5;;8.8;11.5;12.9;4.6;2.3;12.9;7.0;3.3;0.7;6.5;9.2;;;;;;;;;;;;;;;;;20.9;19.8;32.6;24.9;16.6;20.2
151;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2021;31.7;41.9;30.0;45.1;47.4;47.0;51.1;40.7;22.5;;11.4;12.7;13.8;5.6;2.2;14.0;8.4;4.0;0.9;7.0;9.6;;;;;;;;;;;;;;;;;22.6;21.0;33.2;28.3;18.8;22.7
152;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014;37.8;44.7;34.7;48.4;51.8;51.9;55.3;38.1;19.2;;10.1;12.1;12.8;6.6;3.2;15.6;11.0;5.4;1.7;8.4;12.3;;;;;;;;;;;;;;;;;24.3;20.9;37.5;29.0;17.1;23.0
154;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2015;35.4;43.1;32.2;49.6;52.6;54.6;55.8;39.3;20.4;;9.5;11.8;11.2;5.8;2.9;13.8;10.5;4.4;1.1;7.0;11.6;;;;;;;;;;;;;;;;;20.6;17.8;33.9;25.5;14.6;21.5
155;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016;37.7;44.8;33.2;47.7;50.9;52.6;57.6;38.3;20.6;;11.1;12.7;12.1;6.7;3.3;15.5;11.5;5.4;1.4;8.2;13.5;;;;;;;;;;;;;;;;;23.0;20.5;35.9;29.2;15.8;22.1
156;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2017;38.4;45.2;34.1;48.2;49.0;52.0;57.2;39.8;22.1;;12.1;14.9;14.0;7.1;3.9;16.1;12.0;4.8;1.3;7.7;12.8;;;;;;;;;;;;;;;;;25.2;21.8;37.2;29.6;18.2;24.6
157;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018;35.3;44.4;32.1;49.8;51.4;53.3;56.5;42.9;23.2;;11.3;13.6;13.4;6.6;3.5;16.3;11.6;5.2;1.7;8.4;12.6;;;;;;;;;;;;;;;;;25.2;24.0;37.8;30.1;18.8;24.3
158;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2019;35.8;43.6;32.0;49.5;50.1;52.0;55.4;42.9;24.4;;11.4;13.6;13.9;9.9;5.4;19.9;14.1;6.7;2.3;11.9;14.5;;;;;;;;;;;;;;;;;25.7;22.7;37.5;30.9;19.3;25.1
159;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020;32.4;42.6;30.5;49.8;52.9;54.4;56.8;45.1;26.1;;10.6;13.4;15.0;6.0;3.3;15.0;8.5;4.5;1.4;8.0;10.9;;;;;;;;;;;;;;;;;23.3;22.1;35.3;27.5;18.9;22.6
160;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2021;34.8;45.2;33.1;48.4;50.7;50.3;54.4;43.9;25.3;;13.6;14.9;16.1;7.3;3.3;16.4;10.3;5.5;1.7;8.7;11.6;;;;;;;;;;;;;;;;;25.4;23.7;36.4;31.3;21.5;25.5
161;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Migratieachtergrond: 1e gen niet-west...;Waarde;2014;35.9;42.4;32.6;47.9;49.9;52.0;52.2;35.0;15.5;;9.6;10.8;11.5;4.2;2.4;12.5;10.3;4.2;1.2;7.2;11.6;;;;;;;;;;;;;;;;;24.9;21.2;38.7;28.5;17.6;23.2
163;Migratieachtergrond: 1e gen niet-west...;Waarde;2015;33.4;42.5;30.7;48.6;52.6;55.3;53.1;37.5;17.1;;9.4;11.1;9.9;3.6;1.5;10.8;9.2;4.0;0.9;6.4;11.7;;;;;;;;;;;;;;;;;20.4;17.9;34.0;24.8;14.0;21.8
164;Migratieachtergrond: 1e gen niet-west...;Waarde;2016;35.4;43.8;31.8;47.1;50.0;53.7;55.2;35.9;17.1;;11.2;11.4;10.4;4.1;2.1;12.0;11.3;4.2;1.1;7.3;14.2;;;;;;;;;;;;;;;;;21.5;19.2;34.9;27.2;13.7;21.2
165;Migratieachtergrond: 1e gen niet-west...;Waarde;2017;36.7;45.1;32.9;48.5;47.7;51.5;54.6;37.3;17.8;;11.7;13.4;12.6;4.4;3.4;10.7;11.3;3.9;1.1;6.4;13.7;;;;;;;;;;;;;;;;;25.6;22.8;37.8;27.9;18.2;25.2
166;Migratieachtergrond: 1e gen niet-west...;Waarde;2018;35.0;44.0;31.7;49.5;49.5;53.0;54.3;38.9;19.1;;11.6;12.8;12.8;4.3;2.2;11.5;10.5;4.0;1.1;6.8;12.7;;;;;;;;;;;;;;;;;25.5;24.5;39.1;29.4;18.8;25.0
167;Migratieachtergrond: 1e gen niet-west...;Waarde;2019;34.7;43.3;31.1;48.3;48.6;51.9;53.6;40.3;20.6;;11.6;12.9;13.9;7.6;4.4;15.2;13.9;5.4;2.1;11.0;15.5;;;;;;;;;;;;;;;;;26.5;22.8;38.0;29.8;18.6;26.1
168;Migratieachtergrond: 1e gen niet-west...;Waarde;2020;30.2;41.7;28.8;48.7;51.1;53.5;54.1;40.7;21.5;;10.2;11.6;13.7;3.5;2.2;9.7;7.4;3.5;0.9;6.4;11.2;;;;;;;;;;;;;;;;;22.0;20.5;34.3;25.4;17.6;21.8
169;Migratieachtergrond: 1e gen niet-west...;Waarde;2021;33.1;45.7;32.9;47.5;48.9;51.2;52.4;40.3;20.9;;13.3;13.4;15.0;4.5;2.6;11.5;10.0;4.4;1.6;8.3;12.7;;;;;;;;;;;;;;;;;24.9;22.3;37.2;30.1;19.5;25.4
170;Migratieachtergrond: 1e gen niet-west...;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2014;33.5;39.9;30.3;45.4;47.3;49.4;49.7;32.6;13.7;;8.2;9.3;9.9;3.3;1.7;10.8;8.9;3.3;0.8;6.0;10.1;;;;;;;;;;;;;;;;;22.8;19.2;36.3;26.3;15.7;21.1
172;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2015;31.3;40.2;28.6;46.3;50.3;53.0;50.8;35.3;15.5;;8.2;9.8;8.7;2.8;1.0;9.5;7.9;3.2;0.5;5.4;10.3;;;;;;;;;;;;;;;;;18.7;16.2;31.9;22.8;12.5;19.9
173;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2016;33.3;41.5;29.7;44.8;47.7;51.4;52.9;33.8;15.4;;9.8;10.1;9.1;3.3;1.5;10.6;9.9;3.4;0.7;6.2;12.7;;;;;;;;;;;;;;;;;19.7;17.5;32.8;25.2;12.2;19.4
174;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2017;34.6;42.9;30.8;46.2;45.5;49.2;52.4;35.1;16.2;;10.4;11.9;11.2;3.5;2.6;9.4;9.9;3.1;0.7;5.4;12.2;;;;;;;;;;;;;;;;;23.7;21.0;35.6;26.0;16.5;23.3
175;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2018;33.3;42.2;30.0;47.6;47.6;51.1;52.5;37.1;17.6;;10.5;11.6;11.6;3.6;1.7;10.4;9.4;3.3;0.7;5.9;11.6;;;;;;;;;;;;;;;;;23.9;22.9;37.3;27.8;17.4;23.4
176;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2019;32.9;41.4;29.4;46.4;46.7;50.0;51.7;38.4;19.1;;10.4;11.6;12.6;6.6;3.6;13.9;12.6;4.6;1.6;9.9;14.2;;;;;;;;;;;;;;;;;24.9;21.2;36.1;28.1;17.1;24.5
177;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2020;28.5;39.8;27.1;46.8;49.2;51.5;52.2;38.9;20.0;;9.1;10.4;12.4;2.8;1.7;8.6;6.5;2.8;0.6;5.5;10.0;;;;;;;;;;;;;;;;;20.5;19.0;32.5;23.8;16.2;20.3
178;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2021;31.1;43.6;30.9;45.4;46.8;49.1;50.3;38.2;19.2;;11.9;12.1;13.6;3.7;1.9;10.2;8.8;3.6;1.1;7.2;11.4;;;;;;;;;;;;;;;;;23.1;20.6;35.1;28.2;17.9;23.6
