ID;Sex;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
1065;Total male and female;Total;E Water supply and waste management;2016;33.0;33.0;30.0;58.0
1066;Total male and female;Total;E Water supply and waste management;2017;34.0;34.0;32.0;60.0
1067;Total male and female;Total;E Water supply and waste management;2018;35.0;36.0;33.0;63.0
1068;Total male and female;Total;E Water supply and waste management;2019;36.0;36.0;34.0;63.0
1069;Total male and female;Total;E Water supply and waste management;2020;36.0;37.0;34.0;63.0
1070;Total male and female;Total;E Water supply and waste management;2021;37.0;38.0;35.0;65.0
1071;Total male and female;Total;E Water supply and waste management;2022;38.0;39.0;36.0;66.0
1072;Total male and female;Total;E Water supply and waste management;2023;38.0;39.0;36.0;66.0
1073;Total male and female;Total;36 Water collection and distribution;1995;7.0;7.0;7.0;11.0
1074;Total male and female;Total;36 Water collection and distribution;1996;7.0;7.0;6.0;10.0
1075;Total male and female;Total;36 Water collection and distribution;1997;6.0;6.0;6.0;10.0
1076;Total male and female;Total;36 Water collection and distribution;1998;6.0;6.0;6.0;10.0
1077;Total male and female;Total;36 Water collection and distribution;1999;6.0;6.0;6.0;9.0
1078;Total male and female;Total;36 Water collection and distribution;2000;6.0;6.0;6.0;9.0
1079;Total male and female;Total;36 Water collection and distribution;2001;6.0;6.0;5.0;9.0
1080;Total male and female;Total;36 Water collection and distribution;2002;6.0;6.0;5.0;9.0
1081;Total male and female;Total;36 Water collection and distribution;2003;6.0;6.0;5.0;9.0
1082;Total male and female;Total;36 Water collection and distribution;2004;5.0;5.0;5.0;8.0
1083;Total male and female;Total;36 Water collection and distribution;2005;5.0;5.0;5.0;8.0
1084;Total male and female;Total;36 Water collection and distribution;2006;5.0;5.0;5.0;8.0
1085;Total male and female;Total;36 Water collection and distribution;2007;5.0;5.0;5.0;8.0
1086;Total male and female;Total;36 Water collection and distribution;2008;5.0;5.0;5.0;8.0
1087;Total male and female;Total;36 Water collection and distribution;2009;5.0;5.0;5.0;8.0
1088;Total male and female;Total;36 Water collection and distribution;2010;5.0;5.0;5.0;8.0
1089;Total male and female;Total;36 Water collection and distribution;2011;5.0;5.0;5.0;8.0
1090;Total male and female;Total;36 Water collection and distribution;2012;5.0;5.0;5.0;8.0
1091;Total male and female;Total;36 Water collection and distribution;2013;5.0;5.0;5.0;8.0
1092;Total male and female;Total;36 Water collection and distribution;2014;5.0;5.0;5.0;8.0
1093;Total male and female;Total;36 Water collection and distribution;2015;5.0;5.0;5.0;8.0
1094;Total male and female;Total;36 Water collection and distribution;2016;5.0;5.0;5.0;8.0
1095;Total male and female;Total;36 Water collection and distribution;2017;5.0;5.0;5.0;8.0
1096;Total male and female;Total;36 Water collection and distribution;2018;5.0;5.0;5.0;8.0
1097;Total male and female;Total;36 Water collection and distribution;2019;5.0;5.0;5.0;8.0
1098;Total male and female;Total;36 Water collection and distribution;2020;5.0;5.0;5.0;8.0
1099;Total male and female;Total;36 Water collection and distribution;2021;6.0;6.0;5.0;8.0
1100;Total male and female;Total;36 Water collection and distribution;2022;6.0;6.0;5.0;9.0
1101;Total male and female;Total;36 Water collection and distribution;2023;6.0;6.0;6.0;9.0
1102;Total male and female;Total;37-39 Sewerage and waste treatment;1995;18.0;18.0;17.0;30.0
1103;Total male and female;Total;37-39 Sewerage and waste treatment;1996;18.0;19.0;17.0;32.0
1104;Total male and female;Total;37-39 Sewerage and waste treatment;1997;19.0;20.0;18.0;33.0
1105;Total male and female;Total;37-39 Sewerage and waste treatment;1998;20.0;21.0;19.0;34.0
1106;Total male and female;Total;37-39 Sewerage and waste treatment;1999;20.0;21.0;20.0;36.0
1107;Total male and female;Total;37-39 Sewerage and waste treatment;2000;21.0;22.0;20.0;36.0
1108;Total male and female;Total;37-39 Sewerage and waste treatment;2001;25.0;26.0;24.0;43.0
1109;Total male and female;Total;37-39 Sewerage and waste treatment;2002;26.0;27.0;25.0;45.0
1110;Total male and female;Total;37-39 Sewerage and waste treatment;2003;27.0;28.0;26.0;47.0
1111;Total male and female;Total;37-39 Sewerage and waste treatment;2004;27.0;27.0;25.0;45.0
1112;Total male and female;Total;37-39 Sewerage and waste treatment;2005;26.0;27.0;24.0;47.0
1113;Total male and female;Total;37-39 Sewerage and waste treatment;2006;26.0;26.0;24.0;46.0
1114;Total male and female;Total;37-39 Sewerage and waste treatment;2007;26.0;27.0;24.0;47.0
1115;Total male and female;Total;37-39 Sewerage and waste treatment;2008;26.0;27.0;25.0;48.0
1116;Total male and female;Total;37-39 Sewerage and waste treatment;2009;27.0;28.0;26.0;50.0
1117;Total male and female;Total;37-39 Sewerage and waste treatment;2010;27.0;28.0;25.0;49.0
1118;Total male and female;Total;37-39 Sewerage and waste treatment;2011;28.0;28.0;26.0;50.0
1119;Total male and female;Total;37-39 Sewerage and waste treatment;2012;27.0;28.0;25.0;49.0
1120;Total male and female;Total;37-39 Sewerage and waste treatment;2013;27.0;27.0;25.0;49.0
1121;Total male and female;Total;37-39 Sewerage and waste treatment;2014;27.0;28.0;25.0;50.0
1122;Total male and female;Total;37-39 Sewerage and waste treatment;2015;27.0;28.0;25.0;49.0
1123;Total male and female;Total;37-39 Sewerage and waste treatment;2016;27.0;28.0;25.0;50.0
1124;Total male and female;Total;37-39 Sewerage and waste treatment;2017;28.0;29.0;27.0;52.0
1125;Total male and female;Total;37-39 Sewerage and waste treatment;2018;30.0;30.0;28.0;55.0
1126;Total male and female;Total;37-39 Sewerage and waste treatment;2019;30.0;31.0;29.0;55.0
1127;Total male and female;Total;37-39 Sewerage and waste treatment;2020;30.0;31.0;29.0;55.0
1128;Total male and female;Total;37-39 Sewerage and waste treatment;2021;31.0;32.0;30.0;57.0
1129;Total male and female;Total;37-39 Sewerage and waste treatment;2022;32.0;33.0;30.0;57.0
1130;Total male and female;Total;37-39 Sewerage and waste treatment;2023;32.0;33.0;31.0;58.0
1131;Total male and female;Total;F Construction;1995;483.0;544.0;473.0;888.0
1132;Total male and female;Total;F Construction;1996;490.0;550.0;482.0;923.0
1133;Total male and female;Total;F Construction;1997;506.0;566.0;499.0;953.0
1134;Total male and female;Total;F Construction;1998;514.0;570.0;502.0;961.0
1135;Total male and female;Total;F Construction;1999;528.0;588.0;516.0;988.0
1136;Total male and female;Total;F Construction;2000;540.0;594.0;521.0;994.0
1137;Total male and female;Total;F Construction;2001;549.0;601.0;529.0;1009.0
1138;Total male and female;Total;F Construction;2002;546.0;595.0;519.0;990.0
1139;Total male and female;Total;F Construction;2003;523.0;569.0;498.0;946.0
1140;Total male and female;Total;F Construction;2004;514.0;561.0;488.0;935.0
1141;Total male and female;Total;F Construction;2005;513.0;561.0;487.0;930.0
1142;Total male and female;Total;F Construction;2006;518.0;566.0;489.0;932.0
1143;Total male and female;Total;F Construction;2007;535.0;586.0;505.0;972.0
1144;Total male and female;Total;F Construction;2008;543.0;596.0;512.0;983.0
1145;Total male and female;Total;F Construction;2009;537.0;588.0;505.0;971.0
1146;Total male and female;Total;F Construction;2010;512.0;559.0;482.0;918.0
1147;Total male and female;Total;F Construction;2011;510.0;558.0;479.0;926.0
1148;Total male and female;Total;F Construction;2012;498.0;545.0;467.0;892.0
1149;Total male and female;Total;F Construction;2013;466.0;511.0;438.0;846.0
1150;Total male and female;Total;F Construction;2014;454.0;498.0;426.0;838.0
1151;Total male and female;Total;F Construction;2015;448.0;496.0;427.0;836.0
1152;Total male and female;Total;F Construction;2016;452.0;500.0;435.0;852.0
1153;Total male and female;Total;F Construction;2017;467.0;518.0;451.0;878.0
1154;Total male and female;Total;F Construction;2018;489.0;544.0;470.0;922.0
1155;Total male and female;Total;F Construction;2019;514.0;574.0;493.0;965.0
1156;Total male and female;Total;F Construction;2020;525.0;580.0;493.0;947.0
1157;Total male and female;Total;F Construction;2021;548.0;612.0;520.0;1014.0
1158;Total male and female;Total;F Construction;2022;575.0;643.0;545.0;1065.0
1159;Total male and female;Total;F Construction;2023;592.0;664.0;562.0;1090.0
1160;Total male and female;Total;41 Construction buildings, development;1995;184.0;232.0;193.0;359.0
1161;Total male and female;Total;41 Construction buildings, development;1996;182.0;231.0;193.0;361.0
1162;Total male and female;Total;41 Construction buildings, development;1997;187.0;233.0;197.0;370.0
1163;Total male and female;Total;41 Construction buildings, development;1998;186.0;229.0;194.0;365.0
1164;Total male and female;Total;41 Construction buildings, development;1999;190.0;236.0;199.0;376.0
1165;Total male and female;Total;41 Construction buildings, development;2000;192.0;233.0;197.0;372.0
1166;Total male and female;Total;41 Construction buildings, development;2001;193.0;233.0;197.0;370.0
1167;Total male and female;Total;41 Construction buildings, development;2002;192.0;229.0;192.0;360.0
1168;Total male and female;Total;41 Construction buildings, development;2003;184.0;218.0;184.0;343.0
1169;Total male and female;Total;41 Construction buildings, development;2004;179.0;213.0;180.0;336.0
1170;Total male and female;Total;41 Construction buildings, development;2005;177.0;212.0;177.0;331.0
1171;Total male and female;Total;41 Construction buildings, development;2006;179.0;213.0;178.0;331.0
1172;Total male and female;Total;41 Construction buildings, development;2007;184.0;219.0;183.0;343.0
1173;Total male and female;Total;41 Construction buildings, development;2008;185.0;221.0;184.0;344.0
1174;Total male and female;Total;41 Construction buildings, development;2009;180.0;213.0;178.0;333.0
1175;Total male and female;Total;41 Construction buildings, development;2010;167.0;197.0;165.0;306.0
1176;Total male and female;Total;41 Construction buildings, development;2011;167.0;197.0;163.0;311.0
1177;Total male and female;Total;41 Construction buildings, development;2012;160.0;189.0;156.0;294.0
1178;Total male and female;Total;41 Construction buildings, development;2013;148.0;175.0;144.0;274.0
1179;Total male and female;Total;41 Construction buildings, development;2014;145.0;170.0;140.0;274.0
1180;Total male and female;Total;41 Construction buildings, development;2015;145.0;173.0;146.0;281.0
1181;Total male and female;Total;41 Construction buildings, development;2016;149.0;177.0;151.0;288.0
1182;Total male and female;Total;41 Construction buildings, development;2017;157.0;187.0;159.0;304.0
1183;Total male and female;Total;41 Construction buildings, development;2018;166.0;198.0;167.0;323.0
1184;Total male and female;Total;41 Construction buildings, development;2019;177.0;213.0;179.0;346.0
1185;Total male and female;Total;41 Construction buildings, development;2020;179.0;209.0;171.0;337.0
1186;Total male and female;Total;41 Construction buildings, development;2021;189.0;225.0;183.0;358.0
1187;Total male and female;Total;41 Construction buildings, development;2022;198.0;236.0;192.0;376.0
1188;Total male and female;Total;41 Construction buildings, development;2023;204.0;244.0;198.0;385.0
1189;Total male and female;Total;42 Civil engineering;1995;55.0;56.0;51.0;94.0
1190;Total male and female;Total;42 Civil engineering;1996;56.0;58.0;52.0;98.0
1191;Total male and female;Total;42 Civil engineering;1997;55.0;57.0;53.0;99.0
1192;Total male and female;Total;42 Civil engineering;1998;58.0;59.0;54.0;101.0
1193;Total male and female;Total;42 Civil engineering;1999;59.0;61.0;56.0;105.0
1194;Total male and female;Total;42 Civil engineering;2000;60.0;61.0;57.0;106.0
1195;Total male and female;Total;42 Civil engineering;2001;61.0;62.0;59.0;109.0
1196;Total male and female;Total;42 Civil engineering;2002;61.0;63.0;59.0;110.0
1197;Total male and female;Total;42 Civil engineering;2003;58.0;59.0;55.0;103.0
1198;Total male and female;Total;42 Civil engineering;2004;55.0;56.0;52.0;99.0
1199;Total male and female;Total;42 Civil engineering;2005;55.0;57.0;53.0;100.0
1200;Total male and female;Total;42 Civil engineering;2006;57.0;58.0;54.0;101.0
1201;Total male and female;Total;42 Civil engineering;2007;57.0;59.0;55.0;104.0
1202;Total male and female;Total;42 Civil engineering;2008;59.0;60.0;56.0;106.0
1203;Total male and female;Total;42 Civil engineering;2009;60.0;62.0;57.0;107.0
1204;Total male and female;Total;42 Civil engineering;2010;61.0;63.0;58.0;108.0
1205;Total male and female;Total;42 Civil engineering;2011;61.0;63.0;58.0;110.0
1206;Total male and female;Total;42 Civil engineering;2012;61.0;63.0;59.0;109.0
1207;Total male and female;Total;42 Civil engineering;2013;60.0;62.0;57.0;109.0
1208;Total male and female;Total;42 Civil engineering;2014;58.0;60.0;56.0;108.0
1209;Total male and female;Total;42 Civil engineering;2015;55.0;58.0;53.0;102.0
1210;Total male and female;Total;42 Civil engineering;2016;53.0;55.0;52.0;99.0
1211;Total male and female;Total;42 Civil engineering;2017;54.0;57.0;53.0;101.0
1212;Total male and female;Total;42 Civil engineering;2018;55.0;58.0;54.0;103.0
1213;Total male and female;Total;42 Civil engineering;2019;58.0;59.0;55.0;105.0
1214;Total male and female;Total;42 Civil engineering;2020;58.0;60.0;55.0;105.0
1215;Total male and female;Total;42 Civil engineering;2021;59.0;61.0;56.0;108.0
1216;Total male and female;Total;42 Civil engineering;2022;61.0;64.0;58.0;112.0
1217;Total male and female;Total;42 Civil engineering;2023;63.0;65.0;59.0;114.0
1218;Total male and female;Total;43 Specialised construction activities;1995;245.0;255.0;230.0;435.0
1219;Total male and female;Total;43 Specialised construction activities;1996;252.0;262.0;237.0;464.0
1220;Total male and female;Total;43 Specialised construction activities;1997;263.0;275.0;249.0;483.0
1221;Total male and female;Total;43 Specialised construction activities;1998;270.0;281.0;254.0;494.0
1222;Total male and female;Total;43 Specialised construction activities;1999;279.0;291.0;261.0;507.0
1223;Total male and female;Total;43 Specialised construction activities;2000;288.0;300.0;267.0;516.0
1224;Total male and female;Total;43 Specialised construction activities;2001;295.0;306.0;273.0;530.0
1225;Total male and female;Total;43 Specialised construction activities;2002;292.0;303.0;268.0;521.0
1226;Total male and female;Total;43 Specialised construction activities;2003;282.0;292.0;259.0;500.0
1227;Total male and female;Total;43 Specialised construction activities;2004;280.0;291.0;256.0;500.0
1228;Total male and female;Total;43 Specialised construction activities;2005;280.0;293.0;257.0;500.0
1229;Total male and female;Total;43 Specialised construction activities;2006;282.0;295.0;258.0;501.0
1230;Total male and female;Total;43 Specialised construction activities;2007;293.0;307.0;268.0;525.0
1231;Total male and female;Total;43 Specialised construction activities;2008;300.0;315.0;272.0;533.0
1232;Total male and female;Total;43 Specialised construction activities;2009;297.0;313.0;271.0;530.0
1233;Total male and female;Total;43 Specialised construction activities;2010;284.0;299.0;259.0;504.0
1234;Total male and female;Total;43 Specialised construction activities;2011;282.0;298.0;258.0;505.0
1235;Total male and female;Total;43 Specialised construction activities;2012;276.0;292.0;252.0;489.0
1236;Total male and female;Total;43 Specialised construction activities;2013;258.0;274.0;237.0;463.0
1237;Total male and female;Total;43 Specialised construction activities;2014;251.0;269.0;231.0;456.0
1238;Total male and female;Total;43 Specialised construction activities;2015;248.0;265.0;228.0;453.0
1239;Total male and female;Total;43 Specialised construction activities;2016;250.0;268.0;233.0;465.0
1240;Total male and female;Total;43 Specialised construction activities;2017;256.0;275.0;239.0;473.0
1241;Total male and female;Total;43 Specialised construction activities;2018;267.0;288.0;249.0;496.0
1242;Total male and female;Total;43 Specialised construction activities;2019;279.0;301.0;260.0;514.0
1243;Total male and female;Total;43 Specialised construction activities;2020;288.0;311.0;267.0;505.0
1244;Total male and female;Total;43 Specialised construction activities;2021;301.0;326.0;281.0;548.0
1245;Total male and female;Total;43 Specialised construction activities;2022;316.0;343.0;295.0;577.0
1246;Total male and female;Total;43 Specialised construction activities;2023;325.0;354.0;304.0;592.0
1247;Total male and female;Total;G-I Trade, transport, hotels, catering;1995;1829.0;1958.0;1452.0;2838.0
1248;Total male and female;Total;G-I Trade, transport, hotels, catering;1996;1852.0;1992.0;1472.0;2902.0
1249;Total male and female;Total;G-I Trade, transport, hotels, catering;1997;1894.0;2028.0;1501.0;2894.0
1250;Total male and female;Total;G-I Trade, transport, hotels, catering;1998;1935.0;2081.0;1530.0;2957.0
1251;Total male and female;Total;G-I Trade, transport, hotels, catering;1999;2014.0;2156.0;1574.0;3040.0
1252;Total male and female;Total;G-I Trade, transport, hotels, catering;2000;2077.0;2222.0;1610.0;3063.0
1253;Total male and female;Total;G-I Trade, transport, hotels, catering;2001;2115.0;2258.0;1619.0;3087.0
1254;Total male and female;Total;G-I Trade, transport, hotels, catering;2002;2121.0;2264.0;1605.0;3042.0
1255;Total male and female;Total;G-I Trade, transport, hotels, catering;2003;2108.0;2248.0;1579.0;2984.0
1256;Total male and female;Total;G-I Trade, transport, hotels, catering;2004;2072.0;2230.0;1575.0;3024.0
1257;Total male and female;Total;G-I Trade, transport, hotels, catering;2005;2058.0;2222.0;1562.0;2982.0
1258;Total male and female;Total;G-I Trade, transport, hotels, catering;2006;2108.0;2284.0;1606.0;3075.0
1259;Total male and female;Total;G-I Trade, transport, hotels, catering;2007;2159.0;2342.0;1637.0;3129.0
1260;Total male and female;Total;G-I Trade, transport, hotels, catering;2008;2171.0;2358.0;1642.0;3109.0
1261;Total male and female;Total;G-I Trade, transport, hotels, catering;2009;2135.0;2320.0;1601.0;3020.0
1262;Total male and female;Total;G-I Trade, transport, hotels, catering;2010;2130.0;2323.0;1593.0;3006.0
1263;Total male and female;Total;G-I Trade, transport, hotels, catering;2011;2164.0;2369.0;1603.0;3035.0
1264;Total male and female;Total;G-I Trade, transport, hotels, catering;2012;2169.0;2375.0;1596.0;3009.0
1265;Total male and female;Total;G-I Trade, transport, hotels, catering;2013;2147.0;2347.0;1574.0;2967.0
1266;Total male and female;Total;G-I Trade, transport, hotels, catering;2014;2159.0;2364.0;1571.0;2992.0
1267;Total male and female;Total;G-I Trade, transport, hotels, catering;2015;2188.0;2401.0;1595.0;3022.0
1268;Total male and female;Total;G-I Trade, transport, hotels, catering;2016;2227.0;2446.0;1636.0;3099.0
1269;Total male and female;Total;G-I Trade, transport, hotels, catering;2017;2276.0;2498.0;1680.0;3154.0
1270;Total male and female;Total;G-I Trade, transport, hotels, catering;2018;2339.0;2570.0;1733.0;3236.0
1271;Total male and female;Total;G-I Trade, transport, hotels, catering;2019;2384.0;2613.0;1774.0;3310.0
1272;Total male and female;Total;G-I Trade, transport, hotels, catering;2020;2343.0;2561.0;1728.0;3022.0
1273;Total male and female;Total;G-I Trade, transport, hotels, catering;2021;2343.0;2580.0;1756.0;3136.0
1274;Total male and female;Total;G-I Trade, transport, hotels, catering;2022;2449.0;2698.0;1829.0;3329.0
1275;Total male and female;Total;G-I Trade, transport, hotels, catering;2023;2495.0;2751.0;1857.0;3361.0
1276;Total male and female;Total;G Wholesale and retail trade;1995;1182.0;1253.0;939.0;1830.0
1277;Total male and female;Total;G Wholesale and retail trade;1996;1202.0;1277.0;955.0;1866.0
1278;Total male and female;Total;G Wholesale and retail trade;1997;1235.0;1309.0;979.0;1869.0
1279;Total male and female;Total;G Wholesale and retail trade;1998;1263.0;1338.0;993.0;1903.0
1280;Total male and female;Total;G Wholesale and retail trade;1999;1318.0;1392.0;1023.0;1932.0
1281;Total male and female;Total;G Wholesale and retail trade;2000;1354.0;1429.0;1045.0;1960.0
1282;Total male and female;Total;G Wholesale and retail trade;2001;1377.0;1448.0;1053.0;1973.0
1283;Total male and female;Total;G Wholesale and retail trade;2002;1378.0;1447.0;1040.0;1941.0
1284;Total male and female;Total;G Wholesale and retail trade;2003;1372.0;1441.0;1026.0;1907.0
1285;Total male and female;Total;G Wholesale and retail trade;2004;1349.0;1432.0;1027.0;1937.0
1286;Total male and female;Total;G Wholesale and retail trade;2005;1338.0;1424.0;1017.0;1907.0
1287;Total male and female;Total;G Wholesale and retail trade;2006;1373.0;1466.0;1049.0;1973.0
1288;Total male and female;Total;G Wholesale and retail trade;2007;1405.0;1503.0;1070.0;2010.0
1289;Total male and female;Total;G Wholesale and retail trade;2008;1418.0;1518.0;1076.0;2000.0
1290;Total male and female;Total;G Wholesale and retail trade;2009;1396.0;1497.0;1050.0;1945.0
1291;Total male and female;Total;G Wholesale and retail trade;2010;1392.0;1498.0;1043.0;1931.0
1292;Total male and female;Total;G Wholesale and retail trade;2011;1410.0;1522.0;1045.0;1942.0
1293;Total male and female;Total;G Wholesale and retail trade;2012;1411.0;1523.0;1039.0;1925.0
1294;Total male and female;Total;G Wholesale and retail trade;2013;1391.0;1499.0;1020.0;1888.0
1295;Total male and female;Total;G Wholesale and retail trade;2014;1394.0;1506.0;1014.0;1894.0
1296;Total male and female;Total;G Wholesale and retail trade;2015;1408.0;1524.0;1023.0;1909.0
1297;Total male and female;Total;G Wholesale and retail trade;2016;1427.0;1547.0;1045.0;1947.0
1298;Total male and female;Total;G Wholesale and retail trade;2017;1455.0;1575.0;1068.0;1974.0
1299;Total male and female;Total;G Wholesale and retail trade;2018;1485.0;1608.0;1096.0;2009.0
1300;Total male and female;Total;G Wholesale and retail trade;2019;1505.0;1628.0;1116.0;2044.0
1301;Total male and female;Total;G Wholesale and retail trade;2020;1511.0;1636.0;1114.0;1968.0
1302;Total male and female;Total;G Wholesale and retail trade;2021;1522.0;1660.0;1133.0;2011.0
1303;Total male and female;Total;G Wholesale and retail trade;2022;1549.0;1689.0;1158.0;2082.0
1304;Total male and female;Total;G Wholesale and retail trade;2023;1558.0;1700.0;1166.0;2087.0
1305;Total male and female;Total;45 Sale and repair of motor vehicles;1995;125.0;133.0;121.0;243.0
1306;Total male and female;Total;45 Sale and repair of motor vehicles;1996;124.0;132.0;120.0;234.0
1307;Total male and female;Total;45 Sale and repair of motor vehicles;1997;129.0;137.0;124.0;241.0
1308;Total male and female;Total;45 Sale and repair of motor vehicles;1998;130.0;140.0;127.0;251.0
1309;Total male and female;Total;45 Sale and repair of motor vehicles;1999;137.0;146.0;130.0;244.0
1310;Total male and female;Total;45 Sale and repair of motor vehicles;2000;139.0;148.0;131.0;251.0
1311;Total male and female;Total;45 Sale and repair of motor vehicles;2001;141.0;151.0;131.0;250.0
1312;Total male and female;Total;45 Sale and repair of motor vehicles;2002;143.0;153.0;131.0;249.0
1313;Total male and female;Total;45 Sale and repair of motor vehicles;2003;141.0;151.0;129.0;245.0
1314;Total male and female;Total;45 Sale and repair of motor vehicles;2004;142.0;152.0;130.0;247.0
1315;Total male and female;Total;45 Sale and repair of motor vehicles;2005;142.0;153.0;129.0;246.0
1316;Total male and female;Total;45 Sale and repair of motor vehicles;2006;147.0;159.0;133.0;254.0
1317;Total male and female;Total;45 Sale and repair of motor vehicles;2007;149.0;161.0;135.0;258.0
1318;Total male and female;Total;45 Sale and repair of motor vehicles;2008;149.0;161.0;134.0;254.0
1319;Total male and female;Total;45 Sale and repair of motor vehicles;2009;144.0;156.0;130.0;246.0
1320;Total male and female;Total;45 Sale and repair of motor vehicles;2010;143.0;156.0;130.0;247.0
1321;Total male and female;Total;45 Sale and repair of motor vehicles;2011;146.0;160.0;132.0;252.0
1322;Total male and female;Total;45 Sale and repair of motor vehicles;2012;144.0;158.0;130.0;246.0
1323;Total male and female;Total;45 Sale and repair of motor vehicles;2013;139.0;152.0;125.0;237.0
1324;Total male and female;Total;45 Sale and repair of motor vehicles;2014;136.0;150.0;122.0;234.0
1325;Total male and female;Total;45 Sale and repair of motor vehicles;2015;135.0;149.0;122.0;234.0
1326;Total male and female;Total;45 Sale and repair of motor vehicles;2016;138.0;153.0;125.0;240.0
1327;Total male and female;Total;45 Sale and repair of motor vehicles;2017;141.0;156.0;128.0;244.0
1328;Total male and female;Total;45 Sale and repair of motor vehicles;2018;144.0;160.0;131.0;249.0
1329;Total male and female;Total;45 Sale and repair of motor vehicles;2019;146.0;161.0;133.0;253.0
1330;Total male and female;Total;45 Sale and repair of motor vehicles;2020;144.0;160.0;131.0;235.0
1331;Total male and female;Total;45 Sale and repair of motor vehicles;2021;143.0;159.0;130.0;242.0
1332;Total male and female;Total;45 Sale and repair of motor vehicles;2022;144.0;160.0;131.0;243.0
1333;Total male and female;Total;45 Sale and repair of motor vehicles;2023;147.0;163.0;133.0;247.0
1334;Total male and female;Total;46 Wholesale trade (no motor vehicles);1995;409.0;431.0;378.0;728.0
1335;Total male and female;Total;46 Wholesale trade (no motor vehicles);1996;421.0;440.0;387.0;747.0
1336;Total male and female;Total;46 Wholesale trade (no motor vehicles);1997;429.0;446.0;397.0;744.0
1337;Total male and female;Total;46 Wholesale trade (no motor vehicles);1998;441.0;457.0;405.0;763.0
1338;Total male and female;Total;46 Wholesale trade (no motor vehicles);1999;461.0;476.0;419.0;786.0
1339;Total male and female;Total;46 Wholesale trade (no motor vehicles);2000;477.0;493.0;428.0;792.0
1340;Total male and female;Total;46 Wholesale trade (no motor vehicles);2001;480.0;497.0;428.0;788.0
1341;Total male and female;Total;46 Wholesale trade (no motor vehicles);2002;474.0;492.0;420.0;769.0
1342;Total male and female;Total;46 Wholesale trade (no motor vehicles);2003;468.0;487.0;414.0;760.0
1343;Total male and female;Total;46 Wholesale trade (no motor vehicles);2004;461.0;481.0;409.0;764.0
1344;Total male and female;Total;46 Wholesale trade (no motor vehicles);2005;457.0;479.0;405.0;753.0
1345;Total male and female;Total;46 Wholesale trade (no motor vehicles);2006;470.0;494.0;417.0;774.0
1346;Total male and female;Total;46 Wholesale trade (no motor vehicles);2007;482.0;507.0;427.0;793.0
1347;Total male and female;Total;46 Wholesale trade (no motor vehicles);2008;489.0;515.0;435.0;803.0
1348;Total male and female;Total;46 Wholesale trade (no motor vehicles);2009;483.0;508.0;429.0;790.0
1349;Total male and female;Total;46 Wholesale trade (no motor vehicles);2010;477.0;503.0;425.0;786.0
1350;Total male and female;Total;46 Wholesale trade (no motor vehicles);2011;481.0;509.0;428.0;792.0
1351;Total male and female;Total;46 Wholesale trade (no motor vehicles);2012;485.0;513.0;431.0;795.0
1352;Total male and female;Total;46 Wholesale trade (no motor vehicles);2013;478.0;505.0;426.0;787.0
1353;Total male and female;Total;46 Wholesale trade (no motor vehicles);2014;476.0;502.0;423.0;787.0
1354;Total male and female;Total;46 Wholesale trade (no motor vehicles);2015;478.0;505.0;426.0;788.0
1355;Total male and female;Total;46 Wholesale trade (no motor vehicles);2016;491.0;518.0;437.0;810.0
1356;Total male and female;Total;46 Wholesale trade (no motor vehicles);2017;498.0;527.0;445.0;819.0
1357;Total male and female;Total;46 Wholesale trade (no motor vehicles);2018;510.0;538.0;455.0;833.0
1358;Total male and female;Total;46 Wholesale trade (no motor vehicles);2019;520.0;554.0;468.0;854.0
1359;Total male and female;Total;46 Wholesale trade (no motor vehicles);2020;519.0;550.0;466.0;835.0
1360;Total male and female;Total;46 Wholesale trade (no motor vehicles);2021;534.0;562.0;477.0;856.0
1361;Total male and female;Total;46 Wholesale trade (no motor vehicles);2022;545.0;573.0;487.0;871.0
1362;Total male and female;Total;46 Wholesale trade (no motor vehicles);2023;543.0;570.0;486.0;865.0
1363;Total male and female;Total;47 Retail trade (not in motor vehicles);1995;648.0;689.0;440.0;859.0
1364;Total male and female;Total;47 Retail trade (not in motor vehicles);1996;657.0;705.0;447.0;885.0
1365;Total male and female;Total;47 Retail trade (not in motor vehicles);1997;678.0;725.0;458.0;883.0
1366;Total male and female;Total;47 Retail trade (not in motor vehicles);1998;692.0;741.0;461.0;889.0
1367;Total male and female;Total;47 Retail trade (not in motor vehicles);1999;721.0;770.0;475.0;902.0
1368;Total male and female;Total;47 Retail trade (not in motor vehicles);2000;738.0;789.0;486.0;916.0
1369;Total male and female;Total;47 Retail trade (not in motor vehicles);2001;756.0;801.0;494.0;935.0
1370;Total male and female;Total;47 Retail trade (not in motor vehicles);2002;761.0;803.0;488.0;923.0
1371;Total male and female;Total;47 Retail trade (not in motor vehicles);2003;763.0;803.0;484.0;903.0
1372;Total male and female;Total;47 Retail trade (not in motor vehicles);2004;747.0;798.0;488.0;926.0
1373;Total male and female;Total;47 Retail trade (not in motor vehicles);2005;738.0;792.0;482.0;908.0
1374;Total male and female;Total;47 Retail trade (not in motor vehicles);2006;756.0;813.0;499.0;944.0
1375;Total male and female;Total;47 Retail trade (not in motor vehicles);2007;774.0;834.0;509.0;959.0
1376;Total male and female;Total;47 Retail trade (not in motor vehicles);2008;780.0;842.0;507.0;944.0
1377;Total male and female;Total;47 Retail trade (not in motor vehicles);2009;770.0;833.0;491.0;910.0
