ID;Geslacht;Leeftijdsklasse;Opleidingsniveau;Ontslagjaar;Perioden;PersonenNaOntslagWeerWerkzaam_1;PersonenNaOntslagNietWerkzaam_2
204;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;73.0;27.0
205;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
206;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;35.0;65.0
207;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;44.0;56.0
208;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;49.0;51.0
209;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;51.0;49.0
210;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
211;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
212;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;49.0;51.0
213;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;57.0;43.0
214;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;61.0;39.0
215;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
216;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
217;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
218;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;60.0;40.0
219;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;63.0;37.0
220;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
221;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
222;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
223;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
224;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;61.0;39.0
225;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;54.0;46.0
226;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;60.0;40.0
227;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;65.0;35.0
228;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;71.0;29.0
229;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;69.0;31.0
230;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
231;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;60.0;40.0
232;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;66.0;34.0
233;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;73.0;27.0
234;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;74.0;26.0
235;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
236;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
237;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;63.0;37.0
238;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;70.0;30.0
239;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;70.0;30.0
240;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
241;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
242;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
243;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;70.0;30.0
244;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;71.0;29.0
245;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
246;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
247;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
248;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
249;Mannen;0;Lager opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;68.0;32.0
250;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;64.0;36.0
251;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;71.0;29.0
252;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;76.0;24.0
253;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;81.0;19.0
254;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;82.0;18.0
255;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
256;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;66.0;34.0
257;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;74.0;26.0
258;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;78.0;22.0
259;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;79.0;21.0
260;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
261;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
262;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;67.0;33.0
263;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;75.0;25.0
264;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;77.0;23.0
265;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
266;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
267;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
268;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;73.0;27.0
269;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;76.0;24.0
270;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
271;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
272;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
273;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
274;Mannen;0;Middelbaar opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;75.0;25.0
275;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;70.0;30.0
276;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;80.0;20.0
277;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;83.0;17.0
278;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;86.0;14.0
279;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;85.0;15.0
280;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
281;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;63.0;37.0
282;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;72.0;28.0
283;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;76.0;24.0
284;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;75.0;25.0
285;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
286;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
287;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;70.0;30.0
288;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;75.0;25.0
289;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;76.0;24.0
290;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
291;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
292;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
293;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;75.0;25.0
294;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;77.0;23.0
295;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
296;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
297;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
298;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
299;Mannen;0;Hoger opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;76.0;24.0
300;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;65.0;35.0
301;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;71.0;29.0
302;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;78.0;22.0
303;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;85.0;15.0
304;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;84.0;16.0
305;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
306;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;69.0;31.0
307;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;78.0;22.0
308;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;87.0;13.0
309;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;88.0;12.0
310;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
311;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
312;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;75.0;25.0
313;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;84.0;16.0
314;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;82.0;18.0
315;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
316;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
317;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
318;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;76.0;24.0
319;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;77.0;23.0
320;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
321;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
322;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
323;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
324;Mannen;15 tot 45 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;71.0;29.0
325;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;71.0;29.0
326;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;80.0;20.0
327;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;85.0;15.0
328;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;90.0;10.0
329;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;90.0;10.0
330;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
331;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;77.0;23.0
332;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;83.0;17.0
333;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;88.0;12.0
334;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;90.0;10.0
335;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
336;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
337;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;78.0;22.0
338;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;84.0;16.0
339;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;87.0;13.0
340;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
341;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
342;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
343;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;80.0;20.0
344;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;82.0;18.0
345;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
346;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
347;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
348;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
349;Mannen;15 tot 45 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;81.0;19.0
350;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;77.0;23.0
351;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;87.0;13.0
352;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;91.0;9.0
353;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;94.0;6.0
354;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;93.0;7.0
355;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
356;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;80.0;20.0
357;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;88.0;12.0
358;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;92.0;8.0
359;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;92.0;8.0
360;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
361;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
362;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;84.0;16.0
363;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;87.0;13.0
364;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;87.0;13.0
365;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
366;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
367;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
368;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;84.0;16.0
369;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;87.0;13.0
370;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
371;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
372;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
373;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
374;Mannen;15 tot 45 jaar;Hoger opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;86.0;14.0
375;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;39.0;61.0
376;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;47.0;53.0
377;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;49.0;51.0
378;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;58.0;42.0
379;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;59.0;41.0
380;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
381;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;46.0;54.0
382;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;51.0;49.0
383;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;61.0;39.0
384;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;62.0;38.0
385;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
386;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
387;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;46.0;54.0
388;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;55.0;45.0
389;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;58.0;42.0
390;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
391;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
392;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
393;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;65.0;35.0
394;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;65.0;35.0
395;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
396;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
397;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
398;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
399;Mannen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;66.0;34.0
400;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;41.0;59.0
401;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;47.0;53.0
402;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;54.0;46.0
403;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;65.0;35.0
404;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;69.0;31.0
405;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
406;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;41.0;59.0
407;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;53.0;47.0
408;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;58.0;42.0
409;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;61.0;39.0
410;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
411;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
412;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;42.0;58.0
413;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;55.0;45.0
414;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;58.0;42.0
415;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
416;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
417;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
418;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;59.0;41.0
419;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;63.0;37.0
420;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
421;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
422;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
423;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
424;Mannen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;61.0;39.0
425;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;51.0;49.0
426;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;62.0;38.0
427;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;62.0;38.0
428;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;72.0;28.0
429;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;73.0;27.0
430;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
431;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;35.0;65.0
432;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;44.0;56.0
433;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;50.0;50.0
434;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;51.0;49.0
435;Mannen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
