ID;BedrijfstakkenBranchesSBI93;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;GemArbeidsduurWerkzameBeroepsbev_2;TotaalWerknemers_3;WerknemersVasteArbeidsrelatie_4;WerknemersFlexArbeidsrelatie_5;TotaalZelfstandigen_6;ZelfstandigenZonderPersoneel_7;ZelfstMetPersoneelEnMeewGezinsl_8;PositieWerkkringOnbekend_9;k_12Tot20UurPerWeek_10;k_20Tot35UurPerWeek_11;k_35UurOfMeerPerWeek_12;ArbeidsduurOnbekend_13;k_1ElementairBeroepsniveau_14;k_2LaagBeroepsniveau_15;k_4MiddelbaarBeroepsniveau_16;k_6HoogBeroepsniveau_17;k_8WetenschappelijkBeroepsniveau_18;BeroepsniveauOnbekend_19
811;4;Onderwijsniveau: middelbaar onderwijs;2008;8.0;;;;;;;;;;;;;;;;;;
812;4;Onderwijsniveau: hoger onderwijs;1996;2.0;;;;;;;;;;;;;;;;;;
813;4;Onderwijsniveau: hoger onderwijs;1997;4.0;;;;;;;;;;;;;;;;;;
814;4;Onderwijsniveau: hoger onderwijs;1998;2.0;;;;;;;;;;;;;;;;;;
815;4;Onderwijsniveau: hoger onderwijs;1999;4.0;;;;;;;;;;;;;;;;;;
816;4;Onderwijsniveau: hoger onderwijs;2000;4.0;;;;;;;;;;;;;;;;;;
817;4;Onderwijsniveau: hoger onderwijs;2001 voor revisie;2.0;;;;;;;;;;;;;;;;;;
818;4;Onderwijsniveau: hoger onderwijs;2001 na revisie;3.0;;;;;;;;;;;;;;;;;;
819;4;Onderwijsniveau: hoger onderwijs;2002;2.0;;;;;;;;;;;;;;;;;;
820;4;Onderwijsniveau: hoger onderwijs;2003;2.0;;;;;;;;;;;;;;;;;;
821;4;Onderwijsniveau: hoger onderwijs;2004;3.0;;;;;;;;;;;;;;;;;;
822;4;Onderwijsniveau: hoger onderwijs;2005;3.0;;;;;;;;;;;;;;;;;;
823;4;Onderwijsniveau: hoger onderwijs;2006;3.0;;;;;;;;;;;;;;;;;;
824;4;Onderwijsniveau: hoger onderwijs;2007;2.0;;;;;;;;;;;;;;;;;;
825;4;Onderwijsniveau: hoger onderwijs;2008;3.0;;;;;;;;;;;;;;;;;;
826;4;Onderwijsniveau: onbekend;1996;;;;;;;;;;;;;;;;;;;
827;4;Onderwijsniveau: onbekend;1997;;;;;;;;;;;;;;;;;;;
828;4;Onderwijsniveau: onbekend;1998;;;;;;;;;;;;;;;;;;;
829;4;Onderwijsniveau: onbekend;1999;;;;;;;;;;;;;;;;;;;
830;4;Onderwijsniveau: onbekend;2000;;;;;;;;;;;;;;;;;;;
831;4;Onderwijsniveau: onbekend;2001 voor revisie;;;;;;;;;;;;;;;;;;;
832;4;Onderwijsniveau: onbekend;2001 na revisie;;;;;;;;;;;;;;;;;;;
833;4;Onderwijsniveau: onbekend;2002;;;;;;;;;;;;;;;;;;;
834;4;Onderwijsniveau: onbekend;2003;;;;;;;;;;;;;;;;;;;
835;4;Onderwijsniveau: onbekend;2004;;;;;;;;;;;;;;;;;;;
836;4;Onderwijsniveau: onbekend;2005;;;;;;;;;;;;;;;;;;;
837;4;Onderwijsniveau: onbekend;2006;;;;;;;;;;;;;;;;;;;
838;4;Onderwijsniveau: onbekend;2007;;;;;;;;;;;;;;;;;;;
839;4;Onderwijsniveau: onbekend;2008;;;;;;;;;;;;;;;;;;;
840;5;Totaal persoonskenmerken;1996;54.0;39.4;51.0;45.0;6.0;3.0;2.0;2.0;;;5.0;49.0;;4.0;26.0;19.0;4.0;;
841;5;Totaal persoonskenmerken;1997;58.0;39.1;54.0;48.0;5.0;4.0;;3.0;;;5.0;52.0;;5.0;26.0;18.0;6.0;;
842;5;Totaal persoonskenmerken;1998;53.0;39.1;49.0;43.0;6.0;4.0;2.0;2.0;;;4.0;49.0;;3.0;27.0;18.0;3.0;;
843;5;Totaal persoonskenmerken;1999;52.0;38.6;49.0;43.0;6.0;3.0;2.0;;;;5.0;46.0;;4.0;23.0;17.0;6.0;;
844;5;Totaal persoonskenmerken;2000;62.0;38.7;58.0;53.0;5.0;4.0;2.0;;;;5.0;55.0;;5.0;27.0;24.0;4.0;;
845;5;Totaal persoonskenmerken;2001 voor revisie;55.0;38.9;51.0;46.0;5.0;4.0;3.0;2.0;;;5.0;49.0;;4.0;25.0;18.0;6.0;;
846;5;Totaal persoonskenmerken;2001 na revisie;58.0;38.7;54.0;49.0;5.0;4.0;2.0;2.0;;;6.0;51.0;;5.0;26.0;20.0;5.0;;
847;5;Totaal persoonskenmerken;2002;55.0;38.7;51.0;47.0;4.0;3.0;2.0;;;;5.0;49.0;;3.0;24.0;20.0;5.0;2.0;
848;5;Totaal persoonskenmerken;2003;54.0;38.4;49.0;45.0;4.0;5.0;2.0;3.0;;;6.0;47.0;;3.0;25.0;19.0;5.0;;
849;5;Totaal persoonskenmerken;2004;53.0;38.2;47.0;41.0;6.0;6.0;3.0;3.0;;2.0;6.0;45.0;;3.0;24.0;19.0;5.0;;
850;5;Totaal persoonskenmerken;2005;57.0;38.3;48.0;43.0;5.0;9.0;6.0;3.0;;2.0;7.0;48.0;;5.0;26.0;22.0;4.0;;
851;5;Totaal persoonskenmerken;2006;52.0;38.9;44.0;39.0;6.0;7.0;5.0;2.0;;2.0;6.0;44.0;;4.0;26.0;17.0;4.0;;
852;5;Totaal persoonskenmerken;2007;56.0;38.8;49.0;41.0;8.0;6.0;4.0;3.0;;;7.0;47.0;;4.0;28.0;18.0;4.0;;
853;5;Totaal persoonskenmerken;2008;58.0;38.4;50.0;43.0;7.0;8.0;5.0;3.0;;;8.0;48.0;;4.0;29.0;19.0;5.0;;
854;5;Mannen;1996;49.0;40.2;46.0;41.0;5.0;3.0;2.0;;;;3.0;46.0;;3.0;24.0;16.0;3.0;;
855;5;Mannen;1997;51.0;39.8;48.0;44.0;4.0;3.0;;2.0;;;3.0;48.0;;4.0;25.0;15.0;5.0;;
856;5;Mannen;1998;48.0;39.6;45.0;39.0;5.0;3.0;2.0;2.0;;;3.0;45.0;;2.0;25.0;16.0;3.0;;
857;5;Mannen;1999;47.0;39.7;44.0;40.0;5.0;2.0;2.0;;;;3.0;44.0;;4.0;22.0;15.0;5.0;;
858;5;Mannen;2000;55.0;39.7;52.0;48.0;4.0;3.0;2.0;;;;3.0;51.0;;3.0;25.0;21.0;3.0;;
859;5;Mannen;2001 voor revisie;49.0;39.6;46.0;41.0;4.0;3.0;2.0;;;;3.0;46.0;;3.0;22.0;16.0;6.0;;
860;5;Mannen;2001 na revisie;53.0;39.6;49.0;45.0;4.0;3.0;2.0;;;;3.0;49.0;;4.0;24.0;18.0;4.0;;
861;5;Mannen;2002;49.0;39.6;46.0;43.0;3.0;3.0;2.0;;;;2.0;46.0;;3.0;22.0;17.0;5.0;;
862;5;Mannen;2003;49.0;39.5;45.0;42.0;4.0;4.0;2.0;2.0;;;3.0;45.0;;2.0;24.0;16.0;4.0;;
863;5;Mannen;2004;47.0;39.8;42.0;37.0;5.0;5.0;3.0;2.0;;;3.0;43.0;;3.0;22.0;17.0;4.0;;
864;5;Mannen;2005;51.0;39.6;43.0;39.0;4.0;7.0;5.0;2.0;;;4.0;46.0;;4.0;24.0;19.0;3.0;;
865;5;Mannen;2006;48.0;39.7;41.0;36.0;6.0;6.0;5.0;2.0;;;5.0;42.0;;4.0;24.0;15.0;3.0;;
866;5;Mannen;2007;50.0;39.9;44.0;38.0;6.0;6.0;3.0;2.0;;;4.0;45.0;;3.0;26.0;16.0;4.0;;
867;5;Mannen;2008;51.0;39.5;44.0;39.0;6.0;7.0;5.0;3.0;;;5.0;46.0;;3.0;27.0;16.0;4.0;;
868;5;Vrouwen;1996;5.0;;;;;;;;;;;;;;;;;;
869;5;Vrouwen;1997;6.0;;;;;;;;;;;;;;;;;;
870;5;Vrouwen;1998;5.0;;;;;;;;;;;;;;;;;;
871;5;Vrouwen;1999;6.0;;;;;;;;;;;;;;;;;;
872;5;Vrouwen;2000;7.0;;;;;;;;;;;;;;;;;;
873;5;Vrouwen;2001 voor revisie;6.0;;;;;;;;;;;;;;;;;;
874;5;Vrouwen;2001 na revisie;6.0;;;;;;;;;;;;;;;;;;
875;5;Vrouwen;2002;6.0;;;;;;;;;;;;;;;;;;
876;5;Vrouwen;2003;5.0;;;;;;;;;;;;;;;;;;
877;5;Vrouwen;2004;6.0;;;;;;;;;;;;;;;;;;
878;5;Vrouwen;2005;6.0;;;;;;;;;;;;;;;;;;
879;5;Vrouwen;2006;4.0;;;;;;;;;;;;;;;;;;
880;5;Vrouwen;2007;6.0;;;;;;;;;;;;;;;;;;
881;5;Vrouwen;2008;7.0;;;;;;;;;;;;;;;;;;
882;5;15 tot 25 jaar;1996;7.0;;;;;;;;;;;;;;;;;;
883;5;15 tot 25 jaar;1997;5.0;;;;;;;;;;;;;;;;;;
884;5;15 tot 25 jaar;1998;7.0;;;;;;;;;;;;;;;;;;
885;5;15 tot 25 jaar;1999;6.0;;;;;;;;;;;;;;;;;;
886;5;15 tot 25 jaar;2000;6.0;;;;;;;;;;;;;;;;;;
887;5;15 tot 25 jaar;2001 voor revisie;6.0;;;;;;;;;;;;;;;;;;
888;5;15 tot 25 jaar;2001 na revisie;5.0;;;;;;;;;;;;;;;;;;
889;5;15 tot 25 jaar;2002;5.0;;;;;;;;;;;;;;;;;;
890;5;15 tot 25 jaar;2003;4.0;;;;;;;;;;;;;;;;;;
891;5;15 tot 25 jaar;2004;5.0;;;;;;;;;;;;;;;;;;
892;5;15 tot 25 jaar;2005;5.0;;;;;;;;;;;;;;;;;;
893;5;15 tot 25 jaar;2006;5.0;;;;;;;;;;;;;;;;;;
894;5;15 tot 25 jaar;2007;6.0;;;;;;;;;;;;;;;;;;
895;5;15 tot 25 jaar;2008;5.0;;;;;;;;;;;;;;;;;;
896;5;25 tot 35 jaar;1996;19.0;39.2;18.0;16.0;3.0;;;;;;;18.0;;;10.0;6.0;;;
897;5;25 tot 35 jaar;1997;20.0;39.2;20.0;18.0;2.0;;;;;;2.0;19.0;;2.0;10.0;7.0;2.0;;
898;5;25 tot 35 jaar;1998;16.0;39.1;15.0;13.0;2.0;;;;;;;15.0;;;8.0;5.0;;;
899;5;25 tot 35 jaar;1999;17.0;38.8;16.0;13.0;3.0;;;;;;2.0;15.0;;;8.0;6.0;2.0;;
900;5;25 tot 35 jaar;2000;21.0;39.1;20.0;18.0;;;;;;;;19.0;;2.0;8.0;9.0;;;
901;5;25 tot 35 jaar;2001 voor revisie;14.0;;;;;;;;;;;;;;;;;;
902;5;25 tot 35 jaar;2001 na revisie;15.0;38.6;15.0;14.0;;;;;;;;14.0;;;6.0;6.0;;;
903;5;25 tot 35 jaar;2002;14.0;;;;;;;;;;;;;;;;;;
904;5;25 tot 35 jaar;2003;13.0;;;;;;;;;;;;;;;;;;
905;5;25 tot 35 jaar;2004;12.0;;;;;;;;;;;;;;;;;;
906;5;25 tot 35 jaar;2005;13.0;;;;;;;;;;;;;;;;;;
907;5;25 tot 35 jaar;2006;12.0;;;;;;;;;;;;;;;;;;
908;5;25 tot 35 jaar;2007;12.0;;;;;;;;;;;;;;;;;;
909;5;25 tot 35 jaar;2008;11.0;;;;;;;;;;;;;;;;;;
910;5;35 tot 45 jaar;1996;14.0;;;;;;;;;;;;;;;;;;
911;5;35 tot 45 jaar;1997;14.0;;;;;;;;;;;;;;;;;;
912;5;35 tot 45 jaar;1998;15.0;38.9;14.0;13.0;;;;;;;;13.0;;;7.0;5.0;;;
913;5;35 tot 45 jaar;1999;14.0;;;;;;;;;;;;;;;;;;
914;5;35 tot 45 jaar;2000;17.0;37.8;16.0;15.0;;;;;;;2.0;14.0;;2.0;7.0;7.0;;;
915;5;35 tot 45 jaar;2001 voor revisie;19.0;39.7;18.0;16.0;2.0;;;;;;2.0;17.0;;;9.0;7.0;2.0;;
916;5;35 tot 45 jaar;2001 na revisie;21.0;39.3;20.0;18.0;;;;;;;2.0;18.0;;;9.0;8.0;2.0;;
917;5;35 tot 45 jaar;2002;19.0;39.0;18.0;17.0;;;;;;;2.0;17.0;;;8.0;6.0;2.0;;
918;5;35 tot 45 jaar;2003;17.0;39.0;15.0;15.0;;2.0;;;;;2.0;14.0;;;7.0;6.0;2.0;;
919;5;35 tot 45 jaar;2004;17.0;38.6;15.0;13.0;;3.0;;;;;2.0;14.0;;;7.0;6.0;2.0;;
920;5;35 tot 45 jaar;2005;18.0;38.1;15.0;14.0;;3.0;2.0;;;;3.0;15.0;;;7.0;7.0;2.0;;
921;5;35 tot 45 jaar;2006;16.0;39.2;14.0;13.0;;3.0;2.0;;;;2.0;14.0;;;7.0;6.0;;;
922;5;35 tot 45 jaar;2007;18.0;38.9;16.0;13.0;2.0;3.0;;;;;2.0;16.0;;;8.0;6.0;2.0;;
923;5;35 tot 45 jaar;2008;19.0;38.2;16.0;15.0;;3.0;2.0;;;;3.0;16.0;;2.0;9.0;6.0;2.0;;
924;5;45 tot 55 jaar;1996;9.0;;;;;;;;;;;;;;;;;;
925;5;45 tot 55 jaar;1997;14.0;;;;;;;;;;;;;;;;;;
926;5;45 tot 55 jaar;1998;12.0;;;;;;;;;;;;;;;;;;
927;5;45 tot 55 jaar;1999;11.0;;;;;;;;;;;;;;;;;;
928;5;45 tot 55 jaar;2000;14.0;;;;;;;;;;;;;;;;;;
929;5;45 tot 55 jaar;2001 voor revisie;12.0;;;;;;;;;;;;;;;;;;
930;5;45 tot 55 jaar;2001 na revisie;13.0;;;;;;;;;;;;;;;;;;
931;5;45 tot 55 jaar;2002;12.0;;;;;;;;;;;;;;;;;;
932;5;45 tot 55 jaar;2003;13.0;;;;;;;;;;;;;;;;;;
933;5;45 tot 55 jaar;2004;12.0;;;;;;;;;;;;;;;;;;
934;5;45 tot 55 jaar;2005;15.0;39.5;11.0;11.0;;3.0;2.0;;;;2.0;13.0;;;6.0;6.0;;;
935;5;45 tot 55 jaar;2006;13.0;;;;;;;;;;;;;;;;;;
936;5;45 tot 55 jaar;2007;13.0;;;;;;;;;;;;;;;;;;
937;5;45 tot 55 jaar;2008;15.0;39.6;12.0;11.0;;3.0;;;;;2.0;13.0;;;8.0;4.0;2.0;;
938;5;55 tot 65 jaar;1996;5.0;;;;;;;;;;;;;;;;;;
939;5;55 tot 65 jaar;1997;4.0;;;;;;;;;;;;;;;;;;
940;5;55 tot 65 jaar;1998;5.0;;;;;;;;;;;;;;;;;;
941;5;55 tot 65 jaar;1999;4.0;;;;;;;;;;;;;;;;;;
942;5;55 tot 65 jaar;2000;4.0;;;;;;;;;;;;;;;;;;
943;5;55 tot 65 jaar;2001 voor revisie;4.0;;;;;;;;;;;;;;;;;;
944;5;55 tot 65 jaar;2001 na revisie;4.0;;;;;;;;;;;;;;;;;;
945;5;55 tot 65 jaar;2002;5.0;;;;;;;;;;;;;;;;;;
946;5;55 tot 65 jaar;2003;7.0;;;;;;;;;;;;;;;;;;
947;5;55 tot 65 jaar;2004;6.0;;;;;;;;;;;;;;;;;;
948;5;55 tot 65 jaar;2005;7.0;;;;;;;;;;;;;;;;;;
949;5;55 tot 65 jaar;2006;6.0;;;;;;;;;;;;;;;;;;
950;5;55 tot 65 jaar;2007;7.0;;;;;;;;;;;;;;;;;;
951;5;55 tot 65 jaar;2008;8.0;;;;;;;;;;;;;;;;;;
952;5;Onderwijsniveau: lager onderwijs;1996;27.0;39.0;27.0;24.0;2.0;;;;;;2.0;25.0;;3.0;17.0;7.0;;;
953;5;Onderwijsniveau: lager onderwijs;1997;27.0;39.3;25.0;22.0;3.0;2.0;;;;;;25.0;;4.0;17.0;4.0;;;
954;5;Onderwijsniveau: lager onderwijs;1998;26.0;38.7;25.0;21.0;4.0;;;;;;2.0;24.0;;2.0;17.0;6.0;;;
955;5;Onderwijsniveau: lager onderwijs;1999;25.0;38.9;25.0;21.0;4.0;;;;;;2.0;23.0;;3.0;15.0;5.0;;;
956;5;Onderwijsniveau: lager onderwijs;2000;29.0;38.6;29.0;26.0;3.0;;;;;;;27.0;;3.0;17.0;8.0;;;
957;5;Onderwijsniveau: lager onderwijs;2001 voor revisie;28.0;38.4;27.0;23.0;4.0;;;;;;2.0;25.0;;3.0;18.0;6.0;;;
958;5;Onderwijsniveau: lager onderwijs;2001 na revisie;29.0;38.6;28.0;24.0;3.0;;;;;;2.0;26.0;;3.0;17.0;7.0;;;
959;5;Onderwijsniveau: lager onderwijs;2002;28.0;38.6;27.0;25.0;2.0;;;;;;3.0;25.0;;3.0;17.0;7.0;;;
960;5;Onderwijsniveau: lager onderwijs;2003;23.0;38.2;22.0;21.0;2.0;;;;;;2.0;21.0;;2.0;16.0;4.0;;;
961;5;Onderwijsniveau: lager onderwijs;2004;22.0;37.9;20.0;18.0;2.0;2.0;;;;;2.0;19.0;;2.0;14.0;5.0;;;
962;5;Onderwijsniveau: lager onderwijs;2005;25.0;37.7;22.0;20.0;2.0;3.0;2.0;;;;3.0;21.0;;3.0;15.0;7.0;;;
963;5;Onderwijsniveau: lager onderwijs;2006;21.0;38.1;19.0;16.0;3.0;2.0;2.0;;;;2.0;18.0;;2.0;13.0;4.0;;;
964;5;Onderwijsniveau: lager onderwijs;2007;23.0;38.6;21.0;18.0;4.0;2.0;;;;;3.0;20.0;;2.0;16.0;4.0;;;
965;5;Onderwijsniveau: lager onderwijs;2008;23.0;38.2;21.0;18.0;3.0;2.0;;;;;2.0;21.0;;3.0;16.0;3.0;;;
966;5;Onderwijsniveau: middelbaar onderwijs;1996;22.0;40.2;20.0;17.0;3.0;2.0;;;;;2.0;20.0;;;8.0;11.0;2.0;;
967;5;Onderwijsniveau: middelbaar onderwijs;1997;25.0;39.2;23.0;21.0;2.0;2.0;;;;;3.0;22.0;;;9.0;12.0;2.0;;
968;5;Onderwijsniveau: middelbaar onderwijs;1998;23.0;39.8;20.0;19.0;2.0;2.0;;;;;;21.0;;;9.0;11.0;;;
969;5;Onderwijsniveau: middelbaar onderwijs;1999;22.0;37.6;20.0;18.0;2.0;2.0;2.0;;;;3.0;18.0;;;7.0;10.0;3.0;;
970;5;Onderwijsniveau: middelbaar onderwijs;2000;27.0;38.5;24.0;23.0;;2.0;;;;;4.0;23.0;;2.0;9.0;15.0;;;
971;5;Onderwijsniveau: middelbaar onderwijs;2001 voor revisie;21.0;39.4;19.0;18.0;;2.0;;;;;2.0;19.0;;;7.0;11.0;3.0;;
972;5;Onderwijsniveau: middelbaar onderwijs;2001 na revisie;24.0;38.7;22.0;21.0;;2.0;;;;;3.0;20.0;;;8.0;12.0;2.0;;
973;5;Onderwijsniveau: middelbaar onderwijs;2002;20.0;38.8;18.0;17.0;;2.0;;;;;2.0;18.0;;;6.0;10.0;2.0;;
974;5;Onderwijsniveau: middelbaar onderwijs;2003;25.0;38.4;22.0;20.0;2.0;3.0;2.0;2.0;;;4.0;21.0;;;8.0;12.0;2.0;;
975;5;Onderwijsniveau: middelbaar onderwijs;2004;25.0;38.4;22.0;19.0;3.0;3.0;;2.0;;;4.0;21.0;;;9.0;13.0;2.0;;
976;5;Onderwijsniveau: middelbaar onderwijs;2005;25.0;39.1;20.0;18.0;2.0;5.0;3.0;2.0;;;3.0;21.0;;2.0;9.0;13.0;;;
977;5;Onderwijsniveau: middelbaar onderwijs;2006;24.0;39.0;20.0;18.0;2.0;4.0;3.0;;;;3.0;20.0;;;11.0;11.0;;;
978;5;Onderwijsniveau: middelbaar onderwijs;2007;26.0;38.8;23.0;19.0;3.0;3.0;2.0;;;;4.0;22.0;;;11.0;12.0;2.0;;
979;5;Onderwijsniveau: middelbaar onderwijs;2008;27.0;38.4;22.0;19.0;3.0;5.0;3.0;2.0;;;4.0;22.0;;;11.0;13.0;;;
980;5;Onderwijsniveau: hoger onderwijs;1996;5.0;;;;;;;;;;;;;;;;;;
981;5;Onderwijsniveau: hoger onderwijs;1997;6.0;;;;;;;;;;;;;;;;;;
982;5;Onderwijsniveau: hoger onderwijs;1998;4.0;;;;;;;;;;;;;;;;;;
983;5;Onderwijsniveau: hoger onderwijs;1999;5.0;;;;;;;;;;;;;;;;;;
984;5;Onderwijsniveau: hoger onderwijs;2000;5.0;;;;;;;;;;;;;;;;;;
985;5;Onderwijsniveau: hoger onderwijs;2001 voor revisie;5.0;;;;;;;;;;;;;;;;;;
986;5;Onderwijsniveau: hoger onderwijs;2001 na revisie;5.0;;;;;;;;;;;;;;;;;;
987;5;Onderwijsniveau: hoger onderwijs;2002;6.0;;;;;;;;;;;;;;;;;;
988;5;Onderwijsniveau: hoger onderwijs;2003;5.0;;;;;;;;;;;;;;;;;;
989;5;Onderwijsniveau: hoger onderwijs;2004;5.0;;;;;;;;;;;;;;;;;;
990;5;Onderwijsniveau: hoger onderwijs;2005;6.0;;;;;;;;;;;;;;;;;;
991;5;Onderwijsniveau: hoger onderwijs;2006;6.0;;;;;;;;;;;;;;;;;;
992;5;Onderwijsniveau: hoger onderwijs;2007;5.0;;;;;;;;;;;;;;;;;;
993;5;Onderwijsniveau: hoger onderwijs;2008;7.0;;;;;;;;;;;;;;;;;;
994;5;Onderwijsniveau: onbekend;1996;;;;;;;;;;;;;;;;;;;
995;5;Onderwijsniveau: onbekend;1997;;;;;;;;;;;;;;;;;;;
996;5;Onderwijsniveau: onbekend;1998;;;;;;;;;;;;;;;;;;;
997;5;Onderwijsniveau: onbekend;1999;;;;;;;;;;;;;;;;;;;
998;5;Onderwijsniveau: onbekend;2000;;;;;;;;;;;;;;;;;;;
999;5;Onderwijsniveau: onbekend;2001 voor revisie;;;;;;;;;;;;;;;;;;;
1000;5;Onderwijsniveau: onbekend;2001 na revisie;;;;;;;;;;;;;;;;;;;
1001;5;Onderwijsniveau: onbekend;2002;;;;;;;;;;;;;;;;;;;
1002;5;Onderwijsniveau: onbekend;2003;;;;;;;;;;;;;;;;;;;
1003;5;Onderwijsniveau: onbekend;2004;;;;;;;;;;;;;;;;;;;
1004;5;Onderwijsniveau: onbekend;2005;;;;;;;;;;;;;;;;;;;
1005;5;Onderwijsniveau: onbekend;2006;;;;;;;;;;;;;;;;;;;
1006;5;Onderwijsniveau: onbekend;2007;;;;;;;;;;;;;;;;;;;
1007;5;Onderwijsniveau: onbekend;2008;;;;;;;;;;;;;;;;;;;
1008;6;Totaal persoonskenmerken;1996;121.0;36.1;112.0;99.0;13.0;9.0;5.0;3.0;;7.0;20.0;94.0;;13.0;27.0;54.0;21.0;4.0;
1009;6;Totaal persoonskenmerken;1997;127.0;36.3;117.0;103.0;14.0;10.0;4.0;6.0;;7.0;21.0;100.0;;13.0;29.0;57.0;21.0;5.0;
1010;6;Totaal persoonskenmerken;1998;122.0;35.9;114.0;99.0;16.0;7.0;4.0;4.0;;8.0;19.0;95.0;;14.0;26.0;55.0;22.0;4.0;2.0
1011;6;Totaal persoonskenmerken;1999;131.0;35.6;124.0;105.0;19.0;7.0;4.0;4.0;;6.0;23.0;101.0;;15.0;25.0;63.0;18.0;7.0;2.0
1012;6;Totaal persoonskenmerken;2000;124.0;35.6;115.0;101.0;14.0;9.0;4.0;5.0;;6.0;24.0;94.0;;13.0;26.0;53.0;24.0;7.0;2.0
1013;6;Totaal persoonskenmerken;2001 voor revisie;129.0;34.9;124.0;108.0;15.0;6.0;3.0;3.0;;9.0;24.0;96.0;;11.0;33.0;57.0;24.0;4.0;
1014;6;Totaal persoonskenmerken;2001 na revisie;129.0;35.0;121.0;103.0;18.0;9.0;5.0;4.0;;10.0;24.0;95.0;;12.0;32.0;56.0;23.0;5.0;
1015;6;Totaal persoonskenmerken;2002;129.0;34.5;122.0;105.0;17.0;7.0;4.0;3.0;;10.0;27.0;92.0;;16.0;34.0;51.0;23.0;4.0;2.0
1016;6;Totaal persoonskenmerken;2003;119.0;35.3;108.0;95.0;13.0;11.0;5.0;5.0;;8.0;26.0;85.0;;15.0;31.0;45.0;23.0;4.0;2.0
1017;6;Totaal persoonskenmerken;2004;119.0;35.3;107.0;95.0;12.0;11.0;6.0;5.0;;7.0;29.0;83.0;;15.0;29.0;46.0;24.0;4.0;
1018;6;Totaal persoonskenmerken;2005;121.0;35.1;108.0;95.0;13.0;12.0;7.0;5.0;;9.0;28.0;84.0;;16.0;28.0;50.0;22.0;5.0;
1019;6;Totaal persoonskenmerken;2006;112.0;35.2;99.0;86.0;13.0;13.0;8.0;4.0;;8.0;25.0;78.0;;11.0;26.0;46.0;23.0;4.0;
1020;6;Totaal persoonskenmerken;2007;105.0;35.6;94.0;81.0;14.0;10.0;6.0;4.0;;7.0;21.0;77.0;;12.0;22.0;43.0;21.0;5.0;
1021;6;Totaal persoonskenmerken;2008;109.0;34.9;99.0;84.0;15.0;10.0;7.0;4.0;;9.0;26.0;75.0;;16.0;21.0;43.0;24.0;5.0;
1022;6;Mannen;1996;88.0;37.8;82.0;75.0;7.0;6.0;3.0;3.0;;3.0;8.0;76.0;;10.0;19.0;40.0;15.0;3.0;
1023;6;Mannen;1997;89.0;38.5;82.0;74.0;8.0;7.0;2.0;5.0;;;8.0;79.0;;8.0;20.0;42.0;13.0;5.0;
1024;6;Mannen;1998;87.0;38.2;81.0;72.0;9.0;6.0;2.0;3.0;;2.0;6.0;78.0;;10.0;16.0;40.0;16.0;3.0;2.0
1025;6;Mannen;1999;92.0;37.8;88.0;77.0;11.0;5.0;2.0;3.0;;;9.0;82.0;;9.0;19.0;44.0;13.0;6.0;2.0
1026;6;Mannen;2000;86.0;37.9;80.0;71.0;9.0;6.0;2.0;4.0;;2.0;9.0;75.0;;8.0;17.0;39.0;15.0;5.0;2.0
1027;6;Mannen;2001 voor revisie;89.0;37.1;84.0;76.0;8.0;4.0;2.0;2.0;;3.0;9.0;77.0;;6.0;23.0;40.0;16.0;3.0;
1028;6;Mannen;2001 na revisie;89.0;37.3;83.0;72.0;10.0;6.0;3.0;3.0;;3.0;9.0;77.0;;6.0;21.0;40.0;16.0;4.0;
1029;6;Mannen;2002;91.0;36.8;85.0;75.0;10.0;6.0;3.0;2.0;;3.0;12.0;75.0;;12.0;23.0;36.0;16.0;2.0;2.0
1030;6;Mannen;2003;84.0;37.5;76.0;68.0;8.0;8.0;4.0;4.0;;2.0;11.0;70.0;;11.0;23.0;31.0;15.0;2.0;
1031;6;Mannen;2004;81.0;37.8;74.0;67.0;7.0;7.0;3.0;4.0;;2.0;10.0;68.0;;10.0;20.0;33.0;15.0;2.0;
1032;6;Mannen;2005;85.0;37.5;77.0;68.0;9.0;8.0;4.0;4.0;;3.0;12.0;70.0;;11.0;20.0;36.0;15.0;3.0;
1033;6;Mannen;2006;78.0;37.7;69.0;62.0;7.0;8.0;5.0;3.0;;3.0;10.0;65.0;;8.0;20.0;31.0;15.0;3.0;
1034;6;Mannen;2007;75.0;37.9;67.0;59.0;8.0;8.0;5.0;3.0;;2.0;9.0;64.0;;8.0;17.0;31.0;14.0;3.0;
1035;6;Mannen;2008;73.0;37.3;66.0;58.0;9.0;7.0;4.0;3.0;;3.0;10.0;60.0;;11.0;16.0;30.0;13.0;3.0;
1036;6;Vrouwen;1996;33.0;31.4;31.0;25.0;6.0;2.0;2.0;;;4.0;12.0;17.0;;4.0;8.0;14.0;6.0;;
1037;6;Vrouwen;1997;38.0;31.0;35.0;29.0;6.0;4.0;2.0;;;5.0;12.0;21.0;;5.0;9.0;15.0;8.0;;
1038;6;Vrouwen;1998;35.0;30.4;34.0;26.0;7.0;2.0;;;;5.0;13.0;17.0;;4.0;9.0;15.0;5.0;;
1039;6;Vrouwen;1999;38.0;30.3;36.0;28.0;8.0;2.0;2.0;;;5.0;14.0;19.0;;6.0;6.0;19.0;5.0;;
1040;6;Vrouwen;2000;38.0;30.4;36.0;30.0;6.0;2.0;2.0;;;4.0;15.0;19.0;;4.0;9.0;14.0;8.0;2.0;
