ID;Geslacht;Leeftijd;Herkomstgroeperingen;Perioden;TotaalAantalPersonen_1;AantalPersonenBijGeweldsdelicten_2;AantalPersonenBijVerkeersongevallen_3;AantalPersonenBijVermogensdelicten_4;AantalPersonenBijZedendelicten_5;AantalPersonenOverigeDelicten_6;TotaalAantalPersonen_7;AantalPersonenBijGeweldsdelicten_8;AantalPersonenBijVerkeersongevallen_9;AantalPersonenBijVermogensdelicten_10;AantalPersonenBijZedendelicten_11;AantalPersonenOverigeDelicten_12;TotaalAantalPersonen_13;AantalPersonenBijGeweldsdelicten_14;AantalPersonenBijVerkeersongevallen_15;AantalPersonenBijVermogensdelicten_16;AantalPersonenBijZedendelicten_17;AantalPersonenOverigeDelicten_18;TotaalAantalPersonen_19;AantalPersonenBijGeweldsdelicten_20;AantalPersonenBijVerkeersongevallen_21;AantalPersonenBijVermogensdelicten_22;AantalPersonenBijZedendelicten_23;AantalPersonenOverigeDelicten_24
103;Mannen en vrouwen;5;Autochtoon;2007;13290.0;4490.0;3570.0;4440.0;230.0;560.0;488.0;165.0;131.0;163.0;8.0;21.0;9840.0;3550.0;2560.0;3060.0;180.0;480.0;361.0;130.0;94.0;112.0;7.0;18.0
104;Mannen en vrouwen;5;Totaal allochtonen;2006;2530.0;970.0;520.0;870.0;30.0;140.0;530.0;203.0;109.0;182.0;7.0;30.0;1880.0;770.0;380.0;580.0;30.0;130.0;394.0;161.0;81.0;121.0;5.0;26.0
105;Mannen en vrouwen;5;Totaal allochtonen;2007;2830.0;1180.0;610.0;910.0;40.0;100.0;581.0;243.0;124.0;186.0;7.0;21.0;2110.0;920.0;440.0;640.0;30.0;80.0;433.0;189.0;90.0;131.0;7.0;16.0
106;Mannen en vrouwen;5;Totaal niet-westerse allochtonen;2006;1000.0;440.0;190.0;310.0;10.0;50.0;596.0;263.0;111.0;183.0;7.0;32.0;730.0;350.0;140.0;190.0;10.0;40.0;435.0;211.0;81.0;111.0;6.0;26.0
107;Mannen en vrouwen;5;Totaal niet-westerse allochtonen;2007;1170.0;560.0;210.0;360.0;;30.0;663.0;320.0;118.0;206.0;;15.0;860.0;430.0;150.0;250.0;;20.0;486.0;242.0;85.0;141.0;;13.0
108;Mannen en vrouwen;5;Marokko;2006;120.0;60.0;20.0;30.0;;;458.0;227.0;81.0;123.0;;;90.0;50.0;10.0;20.0;;;331.0;181.0;42.0;81.0;;
109;Mannen en vrouwen;5;Marokko;2007;70.0;40.0;10.0;10.0;;;255.0;152.0;42.0;50.0;;;50.0;30.0;;;;;183.0;114.0;;;;
110;Mannen en vrouwen;5;Turkije;2006;130.0;50.0;30.0;40.0;;10.0;443.0;181.0;104.0;124.0;;34.0;100.0;40.0;20.0;20.0;;;319.0;138.0;81.0;70.0;;
111;Mannen en vrouwen;5;Turkije;2007;150.0;70.0;30.0;50.0;;;488.0;227.0;90.0;164.0;;;100.0;50.0;20.0;40.0;;;331.0;150.0;57.0;117.0;;
112;Mannen en vrouwen;5;Suriname;2006;330.0;150.0;50.0;100.0;;20.0;700.0;314.0;116.0;217.0;;41.0;250.0;130.0;40.0;60.0;;20.0;542.0;273.0;88.0;136.0;;34.0
113;Mannen en vrouwen;5;Suriname;2007;460.0;230.0;60.0;150.0;;;923.0;468.0;128.0;300.0;;;350.0;180.0;50.0;110.0;;;705.0;360.0;99.0;221.0;;
114;Mannen en vrouwen;5;Nederlandse Antillen en Aruba;2006;100.0;50.0;10.0;30.0;;;693.0;319.0;88.0;231.0;;;70.0;30.0;;20.0;;;482.0;231.0;;149.0;;
115;Mannen en vrouwen;5;Nederlandse Antillen en Aruba;2007;110.0;50.0;20.0;30.0;;;698.0;346.0;141.0;173.0;;;80.0;40.0;20.0;20.0;;;500.0;256.0;96.0;109.0;;
116;Mannen en vrouwen;5;Overige niet-westerse allochtonen;2006;320.0;130.0;70.0;100.0;;10.0;634.0;267.0;133.0;203.0;;26.0;220.0;100.0;50.0;60.0;;;444.0;207.0;102.0;116.0;;
117;Mannen en vrouwen;5;Overige niet-westerse allochtonen;2007;390.0;170.0;80.0;130.0;;;709.0;309.0;153.0;229.0;;;280.0;130.0;60.0;80.0;;;516.0;244.0;113.0;145.0;;
118;Mannen en vrouwen;5;Westerse allochtonen;2006;1530.0;530.0;330.0;560.0;20.0;90.0;495.0;171.0;107.0;181.0;6.0;29.0;1150.0;420.0;250.0;390.0;20.0;80.0;372.0;134.0;80.0;126.0;5.0;26.0
119;Mannen en vrouwen;5;Westerse allochtonen;2007;1670.0;620.0;400.0;540.0;30.0;70.0;535.0;199.0;128.0;175.0;9.0;24.0;1250.0;500.0;290.0;390.0;30.0;60.0;402.0;159.0;92.0;125.0;8.0;18.0
120;Mannen en vrouwen;6;Alle herkomstgroeperingen;2006;8520.0;1690.0;2340.0;4010.0;70.0;420.0;361.0;71.0;99.0;170.0;3.0;18.0;6560.0;1420.0;1730.0;3010.0;60.0;350.0;278.0;60.0;73.0;127.0;2.0;15.0
121;Mannen en vrouwen;6;Alle herkomstgroeperingen;2007;9100.0;1800.0;2570.0;4420.0;70.0;250.0;378.0;75.0;107.0;184.0;3.0;10.0;7040.0;1490.0;1890.0;3400.0;60.0;210.0;293.0;62.0;78.0;141.0;2.0;9.0
122;Mannen en vrouwen;6;Autochtoon;2006;7460.0;1430.0;2100.0;3520.0;60.0;360.0;358.0;68.0;101.0;169.0;3.0;17.0;5730.0;1200.0;1550.0;2620.0;50.0;300.0;275.0;58.0;75.0;126.0;2.0;15.0
123;Mannen en vrouwen;6;Autochtoon;2007;7950.0;1510.0;2280.0;3880.0;60.0;220.0;376.0;72.0;108.0;183.0;3.0;10.0;6140.0;1260.0;1660.0;2990.0;50.0;180.0;290.0;60.0;78.0;141.0;2.0;9.0
124;Mannen en vrouwen;6;Totaal allochtonen;2006;1060.0;260.0;240.0;490.0;;60.0;380.0;94.0;85.0;177.0;;22.0;830.0;210.0;180.0;390.0;;50.0;299.0;77.0;63.0;138.0;;18.0
125;Mannen en vrouwen;6;Totaal allochtonen;2007;1150.0;280.0;290.0;540.0;;30.0;395.0;97.0;98.0;187.0;;11.0;900.0;230.0;230.0;420.0;;20.0;311.0;79.0;78.0;143.0;;8.0
126;Mannen en vrouwen;6;Totaal niet-westerse allochtonen;2006;170.0;50.0;30.0;80.0;;;307.0;95.0;55.0;143.0;;;120.0;40.0;20.0;50.0;;;203.0;69.0;33.0;93.0;;
127;Mannen en vrouwen;6;Totaal niet-westerse allochtonen;2007;190.0;70.0;40.0;80.0;;;311.0;113.0;66.0;125.0;;;130.0;50.0;30.0;50.0;;;217.0;76.0;53.0;81.0;;
128;Mannen en vrouwen;6;Marokko;2006;30.0;10.0;;;;;222.0;99.0;;;;;20.0;;;;;;148.0;;;;;
129;Mannen en vrouwen;6;Marokko;2007;;;;;;;;;;;;;;;;;;;;;;;;
130;Mannen en vrouwen;6;Turkije;2006;40.0;10.0;10.0;10.0;;;286.0;77.0;93.0;100.0;;;20.0;;;;;;170.0;;;;;
131;Mannen en vrouwen;6;Turkije;2007;30.0;10.0;;10.0;;;224.0;91.0;;70.0;;;20.0;;;;;;126.0;;;;;
132;Mannen en vrouwen;6;Suriname;2006;60.0;20.0;;40.0;;;349.0;98.0;;215.0;;;40.0;10.0;;20.0;;;245.0;86.0;;135.0;;
133;Mannen en vrouwen;6;Suriname;2007;90.0;30.0;20.0;40.0;;;543.0;196.0;98.0;231.0;;;70.0;20.0;20.0;30.0;;;422.0;133.0;92.0;179.0;;
134;Mannen en vrouwen;6;Nederlandse Antillen en Aruba;2006;10.0;;;;;;314.0;;;;;;;;;;;;;;;;;
135;Mannen en vrouwen;6;Nederlandse Antillen en Aruba;2007;10.0;;;;;;363.0;;;;;;10.0;;;;;;259.0;;;;;
136;Mannen en vrouwen;6;Overige niet-westerse allochtonen;2006;40.0;10.0;;20.0;;;356.0;93.0;;169.0;;;30.0;;;10.0;;;229.0;;;119.0;;
137;Mannen en vrouwen;6;Overige niet-westerse allochtonen;2007;50.0;20.0;10.0;20.0;;;354.0;134.0;79.0;134.0;;;30.0;10.0;;10.0;;;236.0;94.0;;79.0;;
138;Mannen en vrouwen;6;Westerse allochtonen;2006;880.0;210.0;210.0;410.0;;50.0;399.0;94.0;92.0;186.0;;23.0;720.0;180.0;160.0;330.0;;50.0;324.0;79.0;71.0;150.0;;21.0
139;Mannen en vrouwen;6;Westerse allochtonen;2007;960.0;210.0;250.0;470.0;;30.0;418.0;93.0;107.0;204.0;;13.0;770.0;180.0;190.0;370.0;;20.0;336.0;80.0;84.0;160.0;;10.0
140;Mannen;7;Alle herkomstgroeperingen;2006;44580.0;19050.0;11950.0;11230.0;490.0;1860.0;558.0;238.0;150.0;140.0;6.0;23.0;31050.0;13930.0;8070.0;7100.0;420.0;1530.0;389.0;174.0;101.0;89.0;5.0;19.0
141;Mannen;7;Alle herkomstgroeperingen;2007;49610.0;22450.0;13210.0;11910.0;640.0;1400.0;619.0;280.0;165.0;149.0;8.0;18.0;34820.0;16160.0;9120.0;7870.0;520.0;1150.0;434.0;202.0;114.0;98.0;6.0;14.0
142;Mannen;7;Autochtoon;2006;35260.0;14390.0;9970.0;8970.0;430.0;1500.0;546.0;223.0;154.0;139.0;7.0;23.0;24700.0;10640.0;6740.0;5710.0;360.0;1250.0;383.0;165.0;104.0;88.0;6.0;19.0
143;Mannen;7;Autochtoon;2007;38450.0;16590.0;10840.0;9360.0;530.0;1140.0;595.0;257.0;168.0;145.0;8.0;18.0;27130.0;12040.0;7530.0;6190.0;430.0;940.0;420.0;186.0;117.0;96.0;7.0;15.0
144;Mannen;7;Totaal allochtonen;2006;9320.0;4660.0;1990.0;2260.0;70.0;360.0;606.0;303.0;129.0;147.0;4.0;23.0;6360.0;3290.0;1330.0;1390.0;50.0;290.0;413.0;214.0;87.0;90.0;4.0;19.0
145;Mannen;7;Totaal allochtonen;2007;11160.0;5870.0;2370.0;2550.0;110.0;260.0;716.0;376.0;152.0;164.0;7.0;17.0;7690.0;4120.0;1590.0;1680.0;90.0;210.0;493.0;265.0;102.0;108.0;6.0;13.0
146;Mannen;7;Totaal niet-westerse allochtonen;2006;5690.0;3110.0;1120.0;1220.0;30.0;210.0;660.0;361.0;130.0;142.0;4.0;24.0;3800.0;2160.0;740.0;710.0;30.0;160.0;441.0;251.0;85.0;83.0;3.0;19.0
147;Mannen;7;Totaal niet-westerse allochtonen;2007;7000.0;4010.0;1360.0;1430.0;70.0;140.0;802.0;459.0;156.0;164.0;7.0;16.0;4780.0;2790.0;880.0;950.0;50.0;110.0;547.0;320.0;101.0;108.0;5.0;12.0
148;Mannen;7;Marokko;2006;1190.0;670.0;270.0;210.0;;40.0;716.0;401.0;160.0;127.0;;25.0;800.0;470.0;170.0;130.0;;40.0;482.0;280.0;100.0;76.0;;22.0
149;Mannen;7;Marokko;2007;1350.0;770.0;310.0;220.0;20.0;30.0;797.0;454.0;185.0;130.0;12.0;16.0;840.0;500.0;180.0;130.0;10.0;20.0;496.0;293.0;106.0;77.0;8.0;12.0
150;Mannen;7;Turkije;2006;1150.0;580.0;260.0;270.0;;50.0;616.0;310.0;138.0;142.0;;25.0;790.0;410.0;170.0;170.0;;30.0;420.0;219.0;92.0;90.0;;18.0
151;Mannen;7;Turkije;2007;1420.0;740.0;290.0;350.0;10.0;30.0;749.0;391.0;154.0;183.0;6.0;15.0;990.0;530.0;190.0;240.0;;30.0;526.0;282.0;101.0;126.0;;13.0
152;Mannen;7;Suriname;2006;980.0;550.0;160.0;230.0;;30.0;625.0;352.0;104.0;145.0;;22.0;650.0;390.0;110.0;120.0;;30.0;413.0;246.0;73.0;77.0;;16.0
153;Mannen;7;Suriname;2007;1400.0;850.0;220.0;290.0;;20.0;886.0;541.0;141.0;186.0;;15.0;990.0;620.0;150.0;190.0;;20.0;628.0;394.0;98.0;122.0;;11.0
154;Mannen;7;Nederlandse Antillen en Aruba;2006;390.0;220.0;70.0;70.0;;20.0;606.0;351.0;104.0;116.0;;25.0;230.0;140.0;40.0;40.0;;10.0;368.0;225.0;61.0;58.0;;20.0
155;Mannen;7;Nederlandse Antillen en Aruba;2007;510.0;300.0;100.0;90.0;;10.0;790.0;466.0;155.0;136.0;;20.0;330.0;200.0;60.0;50.0;;10.0;511.0;310.0;98.0;79.0;;15.0
156;Mannen;7;Overige niet-westerse allochtonen;2006;1970.0;1090.0;370.0;440.0;10.0;70.0;687.0;378.0;127.0;154.0;5.0;24.0;1330.0;760.0;240.0;260.0;10.0;60.0;463.0;264.0;85.0;90.0;4.0;19.0
157;Mannen;7;Overige niet-westerse allochtonen;2007;2330.0;1340.0;430.0;490.0;20.0;50.0;797.0;459.0;148.0;166.0;7.0;16.0;1620.0;940.0;300.0;340.0;10.0;30.0;554.0;321.0;102.0;115.0;5.0;12.0
158;Mannen;7;Westerse allochtonen;2006;3630.0;1550.0;870.0;1040.0;30.0;150.0;536.0;229.0;128.0;153.0;5.0;22.0;2550.0;1120.0;600.0;680.0;30.0;130.0;377.0;166.0;88.0;100.0;4.0;18.0
159;Mannen;7;Westerse allochtonen;2007;4150.0;1860.0;1010.0;1120.0;40.0;120.0;606.0;271.0;147.0;163.0;6.0;18.0;2920.0;1330.0;710.0;740.0;40.0;100.0;426.0;194.0;104.0;107.0;6.0;14.0
160;Mannen;1;Alle herkomstgroeperingen;2006;8190.0;5300.0;2180.0;320.0;180.0;200.0;424.0;275.0;113.0;17.0;9.0;10.0;5750.0;3770.0;1500.0;190.0;140.0;160.0;298.0;195.0;77.0;10.0;7.0;8.0
161;Mannen;1;Alle herkomstgroeperingen;2007;9910.0;6640.0;2520.0;370.0;280.0;110.0;515.0;345.0;131.0;19.0;14.0;6.0;6950.0;4650.0;1750.0;240.0;220.0;100.0;361.0;242.0;91.0;13.0;11.0;5.0
162;Mannen;1;Autochtoon;2006;6490.0;4120.0;1810.0;240.0;150.0;160.0;433.0;275.0;121.0;16.0;10.0;11.0;4620.0;2970.0;1250.0;140.0;120.0;130.0;308.0;198.0;83.0;9.0;8.0;9.0
163;Mannen;1;Autochtoon;2007;7590.0;4990.0;2030.0;270.0;220.0;90.0;509.0;335.0;136.0;18.0;15.0;6.0;5380.0;3540.0;1410.0;170.0;180.0;80.0;361.0;237.0;95.0;12.0;12.0;5.0
164;Mannen;1;Totaal allochtonen;2006;1700.0;1180.0;370.0;80.0;30.0;40.0;393.0;274.0;87.0;18.0;6.0;9.0;1140.0;790.0;250.0;50.0;20.0;30.0;264.0;184.0;57.0;11.0;4.0;7.0
165;Mannen;1;Totaal allochtonen;2007;2320.0;1640.0;500.0;110.0;60.0;20.0;537.0;381.0;115.0;25.0;13.0;4.0;1570.0;1110.0;330.0;70.0;40.0;20.0;364.0;257.0;77.0;16.0;10.0;4.0
166;Mannen;1;Totaal niet-westerse allochtonen;2006;1170.0;810.0;260.0;60.0;10.0;30.0;382.0;265.0;84.0;20.0;4.0;9.0;760.0;530.0;170.0;40.0;;20.0;248.0;171.0;55.0;12.0;;7.0
167;Mannen;1;Totaal niet-westerse allochtonen;2007;1650.0;1180.0;340.0;70.0;40.0;20.0;536.0;383.0;112.0;23.0;13.0;5.0;1090.0;780.0;220.0;40.0;30.0;10.0;356.0;255.0;73.0;14.0;10.0;4.0
168;Mannen;1;Marokko;2006;270.0;190.0;70.0;;;;412.0;289.0;111.0;;;;180.0;130.0;50.0;;;;274.0;192.0;70.0;;;
169;Mannen;1;Marokko;2007;400.0;270.0;100.0;;20.0;;597.0;411.0;144.0;;23.0;;250.0;170.0;60.0;;;;370.0;253.0;90.0;;;
170;Mannen;1;Turkije;2006;220.0;140.0;60.0;20.0;;;330.0;211.0;84.0;22.0;;;140.0;100.0;40.0;;;;213.0;140.0;52.0;;;
171;Mannen;1;Turkije;2007;350.0;230.0;80.0;20.0;;;520.0;341.0;125.0;36.0;;;250.0;170.0;50.0;20.0;;;371.0;253.0;80.0;22.0;;
172;Mannen;1;Suriname;2006;190.0;150.0;30.0;;;;393.0;306.0;59.0;;;;120.0;90.0;20.0;;;;247.0;189.0;45.0;;;
173;Mannen;1;Suriname;2007;320.0;250.0;50.0;10.0;;;664.0;517.0;106.0;25.0;;;220.0;170.0;30.0;;;;447.0;356.0;58.0;;;
174;Mannen;1;Nederlandse Antillen en Aruba;2006;90.0;60.0;10.0;;;;384.0;273.0;58.0;;;;50.0;30.0;;;;;228.0;152.0;;;;
175;Mannen;1;Nederlandse Antillen en Aruba;2007;120.0;90.0;20.0;;;;520.0;394.0;85.0;;;;80.0;60.0;10.0;;;;345.0;269.0;49.0;;;
176;Mannen;1;Overige niet-westerse allochtonen;2006;400.0;270.0;90.0;30.0;;10.0;390.0;263.0;86.0;28.0;;10.0;260.0;180.0;60.0;20.0;;;258.0;175.0;56.0;17.0;;
177;Mannen;1;Overige niet-westerse allochtonen;2007;460.0;340.0;90.0;20.0;;;449.0;327.0;91.0;20.0;;;310.0;210.0;70.0;10.0;;;297.0;208.0;69.0;11.0;;
178;Mannen;1;Westerse allochtonen;2006;530.0;370.0;110.0;20.0;10.0;10.0;422.0;295.0;92.0;15.0;11.0;9.0;380.0;270.0;80.0;10.0;10.0;;304.0;215.0;62.0;10.0;10.0;
179;Mannen;1;Westerse allochtonen;2007;680.0;470.0;150.0;40.0;10.0;;542.0;375.0;123.0;30.0;11.0;;480.0;330.0;110.0;30.0;10.0;;382.0;261.0;87.0;20.0;10.0;
180;Mannen;2;Alle herkomstgroeperingen;2006;8830.0;4720.0;2290.0;1480.0;90.0;260.0;898.0;480.0;233.0;151.0;9.0;26.0;5890.0;3290.0;1490.0;820.0;80.0;210.0;599.0;335.0;151.0;83.0;8.0;21.0
181;Mannen;2;Alle herkomstgroeperingen;2007;9930.0;5510.0;2480.0;1640.0;80.0;230.0;1005.0;557.0;250.0;165.0;8.0;24.0;6680.0;3810.0;1630.0;990.0;70.0;190.0;676.0;385.0;165.0;100.0;7.0;19.0
182;Mannen;2;Autochtoon;2006;6700.0;3480.0;1850.0;1090.0;80.0;210.0;906.0;471.0;250.0;147.0;11.0;28.0;4500.0;2460.0;1200.0;600.0;70.0;170.0;609.0;333.0;163.0;81.0;10.0;23.0
183;Mannen;2;Autochtoon;2007;7370.0;4000.0;1960.0;1160.0;70.0;170.0;994.0;540.0;265.0;157.0;10.0;23.0;5010.0;2790.0;1320.0;700.0;60.0;150.0;677.0;377.0;178.0;94.0;9.0;20.0
184;Mannen;2;Totaal allochtonen;2006;2140.0;1240.0;440.0;390.0;10.0;50.0;875.0;507.0;181.0;161.0;5.0;21.0;1390.0;830.0;290.0;220.0;10.0;40.0;568.0;341.0;117.0;88.0;4.0;18.0
185;Mannen;2;Totaal allochtonen;2007;2570.0;1510.0;510.0;480.0;10.0;60.0;1036.0;608.0;207.0;192.0;4.0;25.0;1670.0;1020.0;310.0;290.0;;40.0;674.0;411.0;125.0;118.0;;17.0
186;Mannen;2;Totaal niet-westerse allochtonen;2006;1480.0;880.0;280.0;270.0;;40.0;933.0;557.0;179.0;169.0;;23.0;960.0;590.0;180.0;140.0;;30.0;607.0;375.0;116.0;90.0;;21.0
187;Mannen;2;Totaal niet-westerse allochtonen;2007;1810.0;1080.0;350.0;330.0;;40.0;1133.0;673.0;221.0;206.0;;27.0;1170.0;720.0;200.0;210.0;;30.0;733.0;453.0;126.0;133.0;;18.0
188;Mannen;2;Marokko;2006;350.0;210.0;70.0;60.0;;10.0;1236.0;746.0;245.0;199.0;;39.0;220.0;140.0;40.0;30.0;;;782.0;483.0;149.0;110.0;;
189;Mannen;2;Marokko;2007;420.0;230.0;110.0;70.0;;10.0;1509.0;823.0;381.0;252.0;;43.0;240.0;140.0;60.0;40.0;;;877.0;507.0;201.0;133.0;;
190;Mannen;2;Turkije;2006;300.0;170.0;70.0;50.0;;;902.0;522.0;214.0;142.0;;;200.0;120.0;50.0;20.0;;;594.0;353.0;151.0;69.0;;
191;Mannen;2;Turkije;2007;360.0;200.0;70.0;80.0;;;1079.0;611.0;225.0;228.0;;;250.0;150.0;40.0;60.0;;;766.0;441.0;134.0;179.0;;
192;Mannen;2;Suriname;2006;200.0;120.0;40.0;40.0;;;764.0;431.0;161.0;142.0;;;140.0;80.0;30.0;20.0;;;521.0;307.0;120.0;64.0;;
193;Mannen;2;Suriname;2007;290.0;180.0;40.0;60.0;;;1059.0;673.0;158.0;206.0;;;190.0;130.0;30.0;30.0;;;691.0;470.0;99.0;114.0;;
194;Mannen;2;Nederlandse Antillen en Aruba;2006;100.0;60.0;20.0;20.0;;;704.0;406.0;138.0;145.0;;;60.0;30.0;10.0;;;;399.0;247.0;73.0;;;
195;Mannen;2;Nederlandse Antillen en Aruba;2007;140.0;80.0;30.0;20.0;;;1021.0;596.0;206.0;163.0;;;90.0;50.0;20.0;10.0;;;617.0;376.0;121.0;85.0;;
196;Mannen;2;Overige niet-westerse allochtonen;2006;530.0;330.0;80.0;110.0;;;935.0;579.0;145.0;188.0;;;350.0;220.0;50.0;60.0;;;618.0;397.0;87.0;112.0;;
197;Mannen;2;Overige niet-westerse allochtonen;2007;600.0;380.0;100.0;110.0;;10.0;1043.0;656.0;176.0;183.0;;22.0;400.0;260.0;60.0;70.0;;10.0;694.0;445.0;100.0;128.0;;19.0
198;Mannen;2;Westerse allochtonen;2006;660.0;360.0;160.0;130.0;;10.0;769.0;415.0;185.0;148.0;;16.0;430.0;240.0;100.0;70.0;;10.0;497.0;280.0;119.0;84.0;;12.0
199;Mannen;2;Westerse allochtonen;2007;760.0;430.0;160.0;150.0;;20.0;861.0;490.0;179.0;165.0;;23.0;500.0;290.0;110.0;80.0;;10.0;567.0;334.0;123.0;91.0;;16.0
200;Mannen;3;Alle herkomstgroeperingen;2006;7590.0;2900.0;2030.0;2210.0;80.0;370.0;634.0;242.0;170.0;185.0;6.0;31.0;5040.0;2070.0;1310.0;1300.0;60.0;300.0;421.0;173.0;110.0;109.0;5.0;25.0
201;Mannen;3;Alle herkomstgroeperingen;2007;8190.0;3300.0;2150.0;2370.0;90.0;270.0;705.0;284.0;185.0;204.0;8.0;24.0;5530.0;2340.0;1430.0;1470.0;80.0;210.0;475.0;201.0;123.0;126.0;7.0;18.0
202;Mannen;3;Autochtoon;2006;5570.0;1990.0;1600.0;1640.0;70.0;280.0;598.0;213.0;172.0;176.0;7.0;30.0;3720.0;1420.0;1040.0;970.0;50.0;230.0;399.0;152.0;112.0;104.0;6.0;25.0
203;Mannen;3;Autochtoon;2007;5840.0;2200.0;1670.0;1690.0;80.0;210.0;650.0;244.0;186.0;188.0;8.0;23.0;3930.0;1540.0;1130.0;1030.0;60.0;160.0;437.0;171.0;125.0;115.0;7.0;18.0
204;Mannen;3;Totaal allochtonen;2006;2020.0;920.0;430.0;580.0;10.0;90.0;761.0;345.0;161.0;217.0;4.0;34.0;1330.0;650.0;270.0;330.0;10.0;70.0;501.0;244.0;103.0;124.0;4.0;26.0
205;Mannen;3;Totaal allochtonen;2007;2350.0;1110.0;480.0;680.0;20.0;60.0;892.0;420.0;182.0;259.0;6.0;24.0;1600.0;800.0;300.0;440.0;10.0;50.0;608.0;303.0;115.0;166.0;5.0;19.0
206;Mannen;3;Totaal niet-westerse allochtonen;2006;1380.0;670.0;260.0;390.0;;60.0;890.0;429.0;167.0;252.0;;37.0;920.0;480.0;170.0;230.0;;40.0;592.0;306.0;107.0;148.0;;27.0
207;Mannen;3;Totaal niet-westerse allochtonen;2007;1610.0;790.0;310.0;460.0;10.0;40.0;1043.0;514.0;199.0;299.0;6.0;25.0;1110.0;570.0;190.0;310.0;;30.0;719.0;369.0;124.0;200.0;;20.0
208;Mannen;3;Marokko;2006;300.0;150.0;60.0;80.0;;10.0;1000.0;490.0;205.0;261.0;;36.0;200.0;110.0;40.0;40.0;;;659.0;357.0;122.0;146.0;;
209;Mannen;3;Marokko;2007;350.0;170.0;80.0;90.0;;;1162.0;568.0;267.0;310.0;;;230.0;120.0;40.0;60.0;;;752.0;406.0;139.0;191.0;;
210;Mannen;3;Turkije;2006;290.0;130.0;60.0;100.0;;;807.0;349.0;170.0;261.0;;;200.0;90.0;40.0;70.0;;;555.0;253.0;107.0;179.0;;
211;Mannen;3;Turkije;2007;350.0;140.0;70.0;130.0;;;956.0;389.0;182.0;359.0;;;240.0;100.0;50.0;90.0;;;663.0;277.0;122.0;239.0;;
212;Mannen;3;Suriname;2006;220.0;110.0;30.0;60.0;;10.0;824.0;420.0;124.0;240.0;;37.0;130.0;80.0;20.0;30.0;;;502.0;281.0;71.0;124.0;;
213;Mannen;3;Suriname;2007;270.0;150.0;40.0;70.0;;;1042.0;584.0;149.0;275.0;;;200.0;120.0;30.0;50.0;;;760.0;443.0;95.0;187.0;;
214;Mannen;3;Nederlandse Antillen en Aruba;2006;80.0;50.0;20.0;20.0;;;762.0;437.0;139.0;149.0;;;50.0;30.0;;;;;493.0;316.0;;;;
215;Mannen;3;Nederlandse Antillen en Aruba;2007;120.0;60.0;30.0;20.0;;;1074.0;592.0;250.0;194.0;;;70.0;40.0;20.0;10.0;;;685.0;389.0;157.0;102.0;;
216;Mannen;3;Overige niet-westerse allochtonen;2006;490.0;230.0;90.0;140.0;;20.0;946.0;455.0;172.0;267.0;;47.0;330.0;170.0;60.0;80.0;;20.0;648.0;326.0;125.0;154.0;;37.0
217;Mannen;3;Overige niet-westerse allochtonen;2007;520.0;260.0;90.0;140.0;;20.0;1030.0;519.0;184.0;285.0;;32.0;370.0;190.0;60.0;100.0;;;725.0;372.0;125.0;204.0;;
218;Mannen;3;Westerse allochtonen;2006;630.0;250.0;170.0;180.0;;30.0;578.0;226.0;151.0;168.0;;28.0;410.0;170.0;110.0;100.0;;30.0;372.0;156.0;99.0;90.0;;24.0
219;Mannen;3;Westerse allochtonen;2007;730.0;310.0;170.0;220.0;;30.0;676.0;286.0;158.0;202.0;;23.0;490.0;230.0;110.0;130.0;;20.0;450.0;208.0;101.0;117.0;;18.0
220;Mannen;4;Alle herkomstgroeperingen;2006;8040.0;2900.0;2090.0;2560.0;100.0;400.0;626.0;226.0;162.0;199.0;8.0;31.0;5630.0;2210.0;1400.0;1600.0;90.0;330.0;438.0;172.0;109.0;125.0;7.0;26.0
221;Mannen;4;Alle herkomstgroeperingen;2007;8690.0;3290.0;2310.0;2630.0;120.0;340.0;672.0;255.0;179.0;204.0;9.0;26.0;6140.0;2440.0;1610.0;1690.0;100.0;290.0;475.0;189.0;125.0;131.0;8.0;22.0
222;Mannen;4;Autochtoon;2006;6390.0;2180.0;1760.0;2050.0;90.0;320.0;611.0;208.0;168.0;196.0;8.0;31.0;4460.0;1660.0;1180.0;1280.0;80.0;270.0;426.0;159.0;112.0;123.0;7.0;25.0
223;Mannen;4;Autochtoon;2007;6690.0;2370.0;1930.0;2020.0;100.0;280.0;639.0;226.0;184.0;193.0;9.0;27.0;4700.0;1770.0;1330.0;1290.0;90.0;230.0;450.0;169.0;127.0;123.0;8.0;22.0
224;Mannen;4;Totaal allochtonen;2006;1660.0;730.0;330.0;510.0;10.0;80.0;691.0;304.0;136.0;213.0;5.0;33.0;1170.0;550.0;230.0;320.0;10.0;60.0;488.0;230.0;95.0;132.0;5.0;27.0
225;Mannen;4;Totaal allochtonen;2007;2000.0;920.0;380.0;610.0;20.0;60.0;814.0;374.0;156.0;250.0;8.0;25.0;1430.0;680.0;280.0;410.0;20.0;50.0;584.0;275.0;115.0;166.0;7.0;21.0
226;Mannen;4;Totaal niet-westerse allochtonen;2006;1020.0;490.0;180.0;290.0;;50.0;794.0;382.0;143.0;229.0;;37.0;710.0;370.0;130.0;180.0;;40.0;557.0;287.0;99.0;138.0;;30.0
