ID;Geslacht;Arbeidspositie;ArbeidspositiePartner;AanwezigheidKinderen;CaribischNederland;Perioden;PartnerInPaar_1
569;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Bonaire;2022;0
570;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
571;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
572;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
573;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
574;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
575;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2014;0
576;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2016;0
577;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2018;0
578;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2020;0
579;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2022;0
580;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2014;1560
581;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2016;1440
582;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2018;1490
583;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2020;1660
584;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2022;1760
585;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2014;1190
586;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2016;1140
587;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2018;1220
588;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2020;1450
589;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2022;1540
590;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2014;230
591;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2016;170
592;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2018;130
593;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2020;100
594;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2022;110
595;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2014;140
596;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2016;130
597;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2018;140
598;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2020;110
599;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2022;100
600;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2014;230
601;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2016;80
602;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2018;120
603;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2020;220
604;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2022;210
605;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Bonaire;2014;180
606;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Bonaire;2016;50
607;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Bonaire;2018;40
608;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Bonaire;2020;150
609;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Bonaire;2022;110
610;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2014;40
611;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2016;30
612;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2018;30
613;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2020;70
614;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2022;30
615;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Saba;2014;0
616;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Saba;2016;0
617;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Saba;2018;50
618;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Saba;2020;10
619;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar;Saba;2022;80
620;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2014;140
621;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2016;20
622;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2018;80
623;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2020;70
624;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2022;150
625;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2014;120
626;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2016;0
627;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2018;30
628;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2020;30
629;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2022;90
630;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2014;20
631;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2016;20
632;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2018;20
633;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2020;40
634;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2022;10
635;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Saba;2014;0
636;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Saba;2016;0
637;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Saba;2018;30
638;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Saba;2020;10
639;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar met kind;Saba;2022;40
640;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2014;90
641;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2016;10
642;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2018;60
643;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2020;50
644;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2022;90
645;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2014;70
646;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2016;0
647;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2018;20
648;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2020;30
649;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2022;50
650;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2014;20
651;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2016;10
652;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2018;10
653;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2020;20
654;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2022;10
655;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2014;0
656;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2016;0
657;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2018;30
658;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2020;0
659;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2022;30
660;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;50
661;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;10
662;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;10
663;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;20
664;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;60
665;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2014;50
666;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2016;0
667;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2018;0
668;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2020;0
669;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2022;40
670;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;0
671;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;10
672;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;10
673;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;20
674;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;0
675;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2014;0
676;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2016;0
677;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2018;0
678;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2020;0
679;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2022;10
680;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;0
681;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;0
682;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;10
683;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
684;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
685;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2014;0
686;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2016;0
687;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2018;10
688;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2020;0
689;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2022;0
690;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
691;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
692;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
693;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
694;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
695;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Saba;2014;0
696;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Saba;2016;0
697;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Saba;2018;0
698;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Saba;2020;0
699;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Saba;2022;0
700;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Caribisch Nederland;2014;90
701;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Caribisch Nederland;2016;60
702;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Caribisch Nederland;2018;40
703;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Caribisch Nederland;2020;150
704;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Caribisch Nederland;2022;70
705;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Bonaire;2014;70
706;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Bonaire;2016;50
707;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Bonaire;2018;10
708;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Bonaire;2020;120
709;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Bonaire;2022;10
710;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Sint Eustatius;2014;20
711;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Sint Eustatius;2016;10
712;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Sint Eustatius;2018;10
713;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Sint Eustatius;2020;30
714;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Sint Eustatius;2022;20
715;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Saba;2014;0
716;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Saba;2016;0
717;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Saba;2018;20
718;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Saba;2020;10
719;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Arbeidspositie onbekend;Partner in paar, geen kind;Saba;2022;30
720;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Caribisch Nederland;2014;6200
721;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Caribisch Nederland;2016;7300
722;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Caribisch Nederland;2018;7170
723;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Caribisch Nederland;2020;7670
724;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Caribisch Nederland;2022;7790
725;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Bonaire;2014;5010
726;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Bonaire;2016;6120
727;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Bonaire;2018;5890
728;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Bonaire;2020;6480
729;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Bonaire;2022;6530
730;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Sint Eustatius;2014;810
731;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Sint Eustatius;2016;770
732;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Sint Eustatius;2018;710
733;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Sint Eustatius;2020;660
734;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Sint Eustatius;2022;760
735;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Saba;2014;380
736;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Saba;2016;410
737;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Saba;2018;580
738;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Saba;2020;530
739;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar;Saba;2022;510
740;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Caribisch Nederland;2014;4150
741;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Caribisch Nederland;2016;4360
742;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Caribisch Nederland;2018;3910
743;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Caribisch Nederland;2020;4350
744;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Caribisch Nederland;2022;4890
745;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Bonaire;2014;3390
746;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Bonaire;2016;3630
747;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Bonaire;2018;3220
748;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Bonaire;2020;3610
749;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Bonaire;2022;4200
750;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Sint Eustatius;2014;550
751;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Sint Eustatius;2016;510
752;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Sint Eustatius;2018;400
753;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Sint Eustatius;2020;400
754;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Sint Eustatius;2022;440
755;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Saba;2014;210
756;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Saba;2016;230
757;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Saba;2018;300
758;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Saba;2020;340
759;Totaal mannen en vrouwen;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;Partner in paar met kind;Saba;2022;260
