ID;TypeZelfstandige;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10;Personen_11;PersonenMetBedrijfsvermogen_12;GemiddeldPersoonlijkInkomen_13;MediaanPersoonlijkInkomen_14;GemiddeldInkomenAlsZelfstandige_15;MediaanInkomenAlsZelfstandige_16;GemiddeldGestandaardiseerdInkomen_17;MediaanGestandaardiseerdInkomen_18;MediaanVermogenHuishoudens_19;MediaanBedrijfsvermogen_20;ZelfstandigeAlleInkomensbronnen_21
3195;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2007;7.2;5.8;42.4;41.6;41.5;40.4;30.1;28.4;266.4;42.7;8.5;6.8;41.3;40.5;36.1;35.9;30.1;28.4;267.3;38.7;
3196;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2008;7.4;6.7;44.5;43.7;43.8;42.9;31.3;29.5;271.1;46.8;8.7;7.8;43.4;42.4;38.2;38.1;31.4;29.6;270.1;42.1;
3197;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2009;7.1;6.6;43.7;42.3;43.3;42.1;31.3;29.4;252.8;46.8;8.4;7.8;43.1;41.8;37.3;37.0;31.4;29.6;253.9;40.6;
3198;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2010;7.6;6.9;44.4;43.1;43.5;42.6;31.1;29.2;250.7;52.1;9.1;8.1;43.7;42.2;37.3;36.9;31.1;29.3;246.1;43.7;
3199;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2011;8.3;7.4;44.5;43.9;43.6;43.1;33.9;31.9;229.6;43.0;9.9;8.7;44.2;43.2;37.5;37.2;34.0;32.1;229.6;37.6;
3200;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2012;8.0;7.2;43.9;42.7;43.1;42.2;33.9;31.9;209.1;42.1;9.6;8.5;43.6;42.2;36.8;36.3;34.1;32.1;209.1;35.1;
3201;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2013;7.9;7.2;44.7;43.0;43.6;42.7;34.2;32.3;187.3;43.6;9.6;8.5;44.3;42.5;37.2;36.1;34.4;32.4;185.2;37.1;
3202;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2014;8.3;7.6;45.4;44.3;44.3;44.0;35.2;33.3;168.1;40.7;10.0;9.0;45.1;43.8;37.8;37.2;35.4;33.4;165.8;34.8;
3203;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B-E Nijverheid (geen bouw) en energie;2015;8.2;7.5;44.2;43.0;43.0;42.3;35.9;33.9;196.7;44.8;10.1;9.0;44.2;42.6;36.1;35.0;36.1;34.1;190.7;36.7;
3204;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2007;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3205;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2008;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3206;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2009;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3207;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2010;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3208;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2011;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3209;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2012;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3210;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2013;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3211;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2014;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3212;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;B Delfstoffenwinning;2015;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;;;
3213;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2007;7.1;5.7;42.2;41.5;41.4;40.4;30.1;28.4;265.4;42.3;8.3;6.6;41.1;40.3;36.1;35.9;30.1;28.4;265.8;38.4;
3214;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2008;7.3;6.6;44.4;43.5;43.7;42.9;31.3;29.5;270.6;46.8;8.5;7.7;43.2;42.2;38.3;38.3;31.3;29.5;269.1;42.3;
3215;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2009;7.0;6.4;43.6;42.3;43.3;42.1;31.3;29.4;250.5;46.3;8.1;7.5;42.8;41.6;38.0;37.7;31.3;29.5;249.4;40.8;
3216;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2010;7.4;6.7;44.2;43.0;43.4;42.4;31.0;29.2;248.8;51.2;8.9;7.9;43.4;42.0;37.4;36.9;31.1;29.3;244.7;43.2;
3217;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2011;8.1;7.2;44.3;43.7;43.4;42.9;33.8;31.9;228.2;42.4;9.6;8.5;43.8;42.9;37.6;37.3;33.9;32.0;226.1;37.6;
3218;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2012;7.8;7.0;43.6;42.5;42.8;42.0;33.9;31.9;208.4;41.6;9.3;8.3;43.3;42.0;36.8;36.3;34.0;32.0;206.4;35.2;
3219;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2013;7.7;7.0;44.4;42.8;43.3;42.5;34.2;32.3;186.8;42.7;9.3;8.3;44.0;42.1;37.2;36.0;34.3;32.4;183.6;36.8;
3220;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2014;8.1;7.4;45.2;44.2;44.2;44.0;35.2;33.2;167.9;40.6;9.7;8.7;44.7;43.5;38.0;37.4;35.3;33.4;163.9;34.9;
3221;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;C Industrie;2015;8.0;7.3;44.0;42.7;42.9;42.1;35.8;33.9;195.8;44.5;9.7;8.7;43.9;42.3;36.4;35.1;36.0;34.0;188.8;36.9;
3222;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2007;0.0;0.0;;;;;;;;;0.1;0.0;;;;;;;;;
3223;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2008;0.0;0.0;;;;;;;;;0.1;0.1;;;;;;;;;
3224;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2009;0.1;0.1;;;;;;;;;0.2;0.1;58.2;59.8;12.2;0.0;35.4;35.8;574.0;19.6;
3225;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2010;0.0;0.0;;;;;;;;;0.1;0.1;;;;;;;;;
3226;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2011;0.0;0.0;;;;;;;;;0.1;0.1;58.4;56.7;19.3;8.1;38.2;38.8;495.6;9.9;
3227;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2012;0.1;0.0;;;;;;;;;0.1;0.1;53.2;50.9;18.5;14.3;37.9;39.1;524.9;17.8;
3228;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2013;0.1;0.1;;;;;;;;;0.1;0.1;52.5;50.7;21.6;15.6;38.3;38.9;331.6;25.6;
3229;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2014;0.1;0.1;;;;;;;;;0.1;0.1;50.2;48.7;22.4;11.4;38.4;38.2;335.9;39.4;
3230;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;D Energievoorziening;2015;0.1;0.1;;;;;;;;;0.2;0.1;47.6;45.8;18.0;7.3;38.8;39.8;306.7;21.8;
3231;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2007;0.1;0.1;;;;;;;;;0.1;0.1;;;;;;;;;
3232;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2008;0.1;0.0;;;;;;;;;0.1;0.1;;;;;;;;;
3233;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2009;0.1;0.1;;;;;;;;;0.1;0.1;44.2;42.9;29.6;28.0;32.1;29.6;300.4;36.1;
3234;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2010;0.1;0.1;51.3;53.8;49.4;50.8;32.3;30.5;319.5;;0.1;0.1;50.7;52.9;45.1;48.5;31.8;29.6;303.6;;
3235;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2011;0.1;0.1;54.7;57.0;51.6;48.5;33.9;32.9;302.3;;0.1;0.1;53.9;54.1;45.9;45.1;34.2;33.0;301.7;;
3236;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2012;0.1;0.1;;;;;;;;;0.1;0.1;56.2;54.3;50.4;50.0;33.7;31.9;170.1;;
3237;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2013;0.1;0.1;57.2;52.1;54.5;48.9;34.4;32.8;216.9;;0.1;0.1;56.2;51.8;51.6;46.8;34.3;32.7;232.5;94.0;
3238;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2014;0.1;0.1;;;;;;;;;0.1;0.1;59.1;58.2;38.3;39.7;36.3;34.2;147.4;24.3;
3239;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;E Waterbedrijven en afvalbeheer;2015;0.1;0.1;51.3;48.5;49.5;51.0;36.2;34.4;145.5;;0.1;0.1;55.3;54.5;36.0;40.1;37.6;35.4;162.8;26.9;
3240;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2007;20.3;16.9;43.9;44.1;44.4;45.0;29.4;27.9;198.7;26.2;22.7;18.7;42.3;43.0;40.3;42.3;29.3;27.9;201.2;25.6;
3241;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2008;22.4;20.8;45.6;45.8;46.0;46.7;30.3;28.8;192.1;25.4;24.9;22.9;44.2;44.8;42.0;44.2;30.3;28.8;195.2;24.9;
3242;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2009;20.5;19.7;44.7;44.7;45.5;46.0;30.5;29.0;181.8;25.6;23.0;22.0;43.3;43.5;41.2;43.2;30.5;29.0;185.1;24.9;
3243;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2010;20.8;19.3;43.4;43.1;43.7;44.0;30.1;28.6;183.1;25.3;23.6;21.7;42.2;42.0;39.2;40.8;30.1;28.6;183.4;24.1;
3244;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2011;23.6;21.7;44.1;44.4;44.4;45.2;32.8;31.2;169.4;21.4;26.6;24.0;43.4;43.5;40.2;42.0;32.8;31.2;170.1;20.6;
3245;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2012;21.7;20.0;42.6;42.3;42.7;43.0;32.7;31.1;159.2;23.0;24.6;22.3;42.0;41.6;38.5;39.9;32.7;31.2;161.6;22.3;
3246;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2013;21.3;19.6;42.9;42.3;42.7;42.7;32.9;31.4;130.0;21.9;24.1;21.9;42.4;41.6;38.5;39.4;33.0;31.5;131.7;21.1;
3247;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2014;23.1;21.4;43.5;42.9;43.4;43.6;34.1;32.6;118.5;20.6;26.2;23.9;43.0;42.3;39.2;40.3;34.1;32.6;119.1;19.9;
3248;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;F Bouwnijverheid;2015;23.6;22.2;43.6;42.9;43.4;43.3;34.7;33.1;126.3;21.7;26.7;24.7;43.2;42.3;39.3;40.0;34.7;33.1;128.2;20.9;
3249;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2007;76.8;60.6;42.6;40.1;40.6;38.7;30.8;28.9;249.8;43.7;101.2;75.0;42.5;40.4;32.1;29.4;30.9;29.1;244.5;35.6;
3250;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2008;83.5;74.0;45.3;42.7;43.7;41.2;31.8;29.7;255.9;48.8;110.2;91.3;45.1;43.0;34.5;31.2;31.9;30.0;245.6;38.7;
3251;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2009;82.4;75.4;45.1;42.5;43.8;41.3;31.9;30.0;235.7;49.0;108.2;93.6;45.0;42.8;34.7;31.6;32.1;30.3;226.8;39.0;
3252;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2010;84.4;74.7;44.4;41.9;42.9;40.7;31.8;29.9;218.5;47.1;115.6;95.1;44.8;42.6;32.8;29.2;32.0;30.2;205.8;35.6;
3253;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2011;91.2;80.0;44.2;41.6;42.7;40.6;34.6;32.5;207.1;41.3;124.9;100.9;44.9;42.8;32.6;28.7;34.9;32.8;200.0;32.1;
3254;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2012;90.2;79.6;44.3;41.9;42.7;40.5;34.7;32.6;187.1;42.2;124.6;101.1;45.1;42.9;32.4;28.2;35.0;33.0;178.6;32.3;
3255;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2013;90.9;81.1;45.2;42.4;43.3;40.8;35.0;32.9;159.7;43.7;125.2;103.1;45.9;43.3;33.0;28.6;35.3;33.3;149.9;33.4;
3256;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2014;92.5;82.5;45.0;42.2;43.3;40.6;36.1;34.0;141.1;37.7;127.7;104.7;45.9;43.5;32.9;29.0;36.5;34.4;134.8;29.1;
3257;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-N Commerciële dienstverlening;2015;97.4;87.3;45.4;42.3;43.6;40.7;36.7;34.5;161.9;42.6;133.8;110.5;46.4;43.7;33.5;30.0;37.0;34.9;150.0;32.8;
3258;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2007;37.5;29.7;36.8;33.4;35.9;32.9;30.2;28.5;258.4;46.9;45.8;35.2;36.5;33.3;30.2;28.2;30.1;28.5;253.6;41.3;
3259;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2008;37.3;33.6;38.0;34.4;37.1;33.9;31.0;29.3;267.1;51.3;46.1;40.1;37.9;34.5;30.9;28.6;31.0;29.3;259.7;44.0;
3260;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2009;35.6;33.3;38.3;34.7;37.5;34.4;31.3;29.6;251.6;51.4;43.8;40.0;38.1;34.8;31.2;29.3;31.3;29.6;242.1;43.7;
3261;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2010;37.8;34.2;38.7;35.1;37.6;34.6;31.1;29.4;232.6;53.3;47.3;41.4;38.5;35.1;30.8;28.7;31.1;29.4;219.6;44.7;
3262;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2011;40.0;36.2;38.1;34.6;37.0;33.8;33.9;32.0;222.8;46.3;50.1;43.6;38.5;35.0;30.3;27.8;33.9;32.0;213.9;38.5;
3263;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2012;38.3;34.8;37.9;34.2;36.7;33.4;33.9;32.0;213.0;49.2;48.8;42.1;38.5;35.0;29.5;27.1;34.0;32.1;200.3;40.4;
3264;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2013;37.4;34.2;38.7;34.9;37.3;33.9;34.1;32.2;185.4;49.3;47.6;41.5;39.3;35.6;30.1;27.5;34.3;32.4;173.5;40.7;
3265;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2014;38.6;35.6;39.2;35.6;37.9;34.7;35.3;33.4;164.9;43.7;48.7;42.9;39.7;36.2;31.0;28.6;35.4;33.5;154.7;35.7;
3266;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G-I Handel, vervoer en horeca;2015;40.3;37.2;39.3;35.9;37.7;35.0;35.9;34.0;185.4;48.7;51.0;45.0;39.9;36.7;30.9;29.0;36.0;34.1;170.3;40.2;
3267;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2007;25.3;20.2;37.1;33.8;36.0;33.4;30.2;28.6;292.8;54.8;30.9;24.2;36.7;33.6;30.3;28.2;30.1;28.5;279.4;47.0;
3268;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2008;25.5;22.9;38.6;35.3;37.6;34.6;31.1;29.3;303.0;59.8;31.2;27.7;38.2;35.0;31.4;29.0;31.0;29.3;284.9;50.0;
3269;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2009;24.3;22.6;39.0;35.6;38.1;35.3;31.4;29.7;285.3;61.7;29.9;27.5;38.7;35.6;31.6;29.6;31.4;29.7;268.1;49.6;
3270;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2010;25.7;23.3;39.6;36.5;38.4;35.8;31.2;29.4;273.8;63.5;32.3;28.6;39.2;36.3;31.4;29.2;31.2;29.5;247.3;51.3;
3271;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2011;26.9;24.3;38.7;35.6;37.4;34.9;34.0;32.1;261.0;55.6;33.8;29.6;38.9;35.8;30.5;27.7;34.0;32.1;239.0;45.6;
3272;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2012;25.4;23.0;38.4;35.2;37.1;34.3;34.0;32.1;250.6;59.7;32.2;28.3;38.9;35.7;30.0;27.2;34.0;32.1;226.1;47.9;
3273;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2013;24.8;22.7;39.3;35.8;37.8;34.6;34.2;32.3;219.4;61.0;31.8;28.0;39.6;36.2;30.4;27.2;34.3;32.4;194.5;47.2;
3274;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2014;25.4;23.4;39.5;36.3;38.1;35.2;35.3;33.4;199.8;54.7;32.5;28.8;39.9;36.7;30.7;27.9;35.4;33.5;177.4;42.1;
3275;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;G Handel;2015;26.4;24.3;39.8;36.7;38.1;35.2;36.0;34.0;218.7;58.7;33.9;30.0;40.4;37.3;30.7;28.4;36.0;34.1;191.0;45.3;
3276;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2007;4.5;3.6;39.8;38.2;39.4;38.0;30.4;28.6;220.0;43.5;6.0;4.2;39.9;38.4;30.7;29.1;30.6;28.8;239.8;40.0;
3277;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2008;4.5;4.0;40.3;38.2;39.6;37.9;31.2;29.4;215.7;40.8;6.2;4.7;40.7;38.9;29.6;27.4;31.4;29.7;233.1;35.7;
3278;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2009;4.2;3.9;39.8;37.5;38.9;36.6;31.2;29.4;207.3;45.6;5.5;4.6;39.8;37.4;30.7;28.8;31.3;29.5;217.2;39.6;
3279;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2010;4.8;4.2;39.5;36.6;38.7;36.3;31.0;29.3;182.6;42.3;6.3;5.1;39.9;36.9;29.9;27.9;31.1;29.4;189.0;36.1;
3280;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2011;5.1;4.5;40.7;38.0;40.1;37.2;33.7;31.9;170.4;35.6;6.8;5.4;41.4;38.8;30.6;28.6;33.9;32.1;183.8;29.4;
3281;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2012;5.2;4.5;40.3;36.9;39.4;36.4;33.8;32.0;153.6;33.9;7.3;5.5;41.5;38.5;28.4;26.2;34.3;32.5;176.4;28.9;
3282;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2013;5.1;4.6;41.3;38.0;40.3;37.2;34.2;32.4;125.4;34.3;6.9;5.4;42.6;39.6;30.7;28.5;34.8;32.8;149.5;29.9;
3283;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2014;5.2;4.6;42.8;39.3;41.9;38.6;35.2;33.4;110.3;30.6;6.6;5.4;43.2;39.9;33.6;31.5;35.5;33.7;124.9;27.3;
3284;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;H Vervoer en opslag;2015;5.4;4.9;42.2;39.0;41.2;38.0;35.8;33.8;123.8;35.5;6.9;5.7;42.8;39.8;33.4;31.4;36.1;34.0;135.7;31.1;
3285;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2007;7.7;6.0;34.1;30.6;33.6;30.3;30.0;28.5;171.6;28.9;9.0;6.8;33.7;30.6;29.5;27.9;30.0;28.4;175.6;27.8;
3286;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2008;7.4;6.7;34.8;31.1;34.0;30.7;30.6;29.0;181.4;34.4;8.7;7.7;34.5;31.3;29.7;28.1;30.6;29.0;183.9;31.2;
3287;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2009;7.1;6.8;34.9;31.5;34.5;31.2;31.1;29.5;173.0;31.8;8.4;7.9;34.7;31.7;30.1;28.7;31.0;29.5;176.8;30.3;
3288;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2010;7.3;6.7;35.0;31.3;34.1;31.0;30.9;29.2;145.6;32.2;8.7;7.8;35.0;31.5;29.4;28.0;30.9;29.2;146.4;29.8;
3289;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2011;8.0;7.4;34.5;31.5;33.6;30.6;33.5;31.7;142.5;27.1;9.4;8.5;35.0;32.0;29.2;27.7;33.5;31.7;146.3;25.2;
3290;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2012;7.8;7.3;34.4;31.1;33.4;30.4;33.7;31.8;135.6;31.1;9.3;8.4;34.9;31.5;28.8;27.3;33.7;31.8;138.6;29.7;
3291;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2013;7.5;6.9;34.9;31.7;33.7;31.0;33.9;32.1;124.1;33.5;9.0;8.1;35.6;32.2;28.7;27.6;34.0;32.2;124.9;30.4;
3292;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2014;8.0;7.6;35.9;32.9;34.7;32.0;35.2;33.3;106.6;27.4;9.5;8.7;36.6;33.4;30.1;29.0;35.2;33.4;105.9;25.7;
3293;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;I Horeca;2015;8.6;8.0;35.7;33.0;34.3;32.1;35.7;33.8;131.2;35.4;10.2;9.3;36.5;33.7;29.6;28.9;35.8;34.0;129.3;32.2;
3294;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2007;3.6;2.8;45.7;44.9;43.9;42.1;32.2;30.1;161.1;28.5;6.5;4.2;47.5;47.6;26.2;17.6;32.1;30.7;164.9;18.3;
3295;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2008;4.2;3.7;49.1;49.0;47.8;47.1;33.5;31.3;160.3;32.3;7.2;5.3;49.8;50.3;29.6;21.5;33.3;31.8;161.9;21.3;
3296;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2009;4.4;4.0;48.2;48.0;47.1;46.3;33.2;30.8;143.9;33.5;7.5;5.8;48.9;49.1;29.7;22.1;33.2;31.2;147.3;22.1;
3297;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2010;5.1;4.4;48.2;47.5;46.9;45.7;33.1;30.7;141.7;33.4;8.9;6.4;48.7;49.0;28.7;20.0;32.9;30.9;131.2;20.2;
3298;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2011;5.8;4.9;48.5;48.0;47.5;46.3;35.9;33.4;126.2;28.7;9.7;7.0;49.0;49.4;30.1;22.5;35.7;33.5;126.5;18.7;
3299;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2012;5.8;5.0;49.1;47.8;48.0;46.6;36.3;33.6;106.6;27.5;9.8;7.1;49.6;49.8;30.3;22.0;36.1;33.7;104.8;16.9;
3300;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2013;6.0;5.2;49.7;49.0;48.4;46.8;36.3;33.6;85.7;28.9;9.9;7.3;50.2;50.4;31.2;22.9;36.2;33.9;82.2;18.6;
3301;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2014;6.5;5.6;50.3;49.0;49.1;47.0;37.6;34.9;85.0;29.5;10.4;7.7;51.0;50.4;32.4;25.0;37.6;35.2;78.9;19.1;
3302;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;J Informatie en communicatie;2015;6.8;6.0;50.9;49.0;49.8;47.8;38.1;35.4;97.5;33.0;11.0;8.3;51.1;50.0;32.8;26.1;37.9;35.6;86.2;20.6;
3303;Zelfstandige;Gestandaardiseerd inkomen: 9e 10%-groep;K Financiële dienstverlening;2007;9.9;7.9;56.5;56.3;51.0;51.0;30.5;28.5;338.0;111.9;11.5;8.9;55.7;55.8;45.4;47.2;30.8;29.0;345.7;106.6;
