ID;KenmerkenWonen;Cijfersoort;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetWoning_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidMetWoonomgeving_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreOnveiligheidsgevoelens_17;Veilig_18;NietVeiligNietOnveilig_19;Onveilig_20
120;Waarde woning: tot 200 000 euro;Standaardfout;2016;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.8;0.1;1.1;0.9;0.8
121;Waarde woning: tot 200 000 euro;Standaardfout;2017;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.8;0.7;0.6
122;Waarde woning: tot 200 000 euro;Standaardfout;2018;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.8;0.6;0.6
123;Waarde woning: tot 200 000 euro;Standaardfout;2019;0.0;0.4;0.6;0.7;0.0;0.3;0.6;0.7;0.0;0.5;0.6;0.7;0.0;0.5;0.6;0.7;0.0;0.8;0.7;0.6
124;Waarde woning: tot 200 000 euro;Standaardfout;2020;0.0;0.4;0.8;0.9;0.0;0.4;0.8;0.9;0.0;0.6;0.7;0.9;0.0;0.6;0.8;0.9;0.0;1.0;0.8;0.7
125;Waarde woning: tot 200 000 euro;Standaardfout;2021;0.0;0.6;0.9;1.1;0.0;0.6;1.0;1.1;0.1;0.8;0.9;1.1;0.1;0.8;0.9;1.1;0.1;1.2;0.9;0.9
126;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2013;7.8;1.1;7.5;91.5;7.7;1.6;10.7;87.6;8.3;1.7;4.7;93.6;8.1;1.8;7.3;91.0;3.4;72.1;15.1;12.7
127;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2014;7.9;1.6;5.9;92.6;7.8;1.7;8.6;89.7;8.3;1.3;4.5;94.1;8.1;1.6;7.2;91.2;3.5;72.2;14.7;13.1
128;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2015;7.8;1.5;7.6;90.9;7.7;2.2;9.2;88.7;8.3;1.4;4.9;93.7;8.1;1.9;6.3;91.8;3.5;70.5;16.8;12.7
129;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2016;7.9;1.0;5.8;93.3;7.8;1.2;8.1;90.7;8.3;1.4;3.8;94.8;8.1;1.3;6.4;92.3;3.4;73.6;14.1;12.3
130;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2017;7.8;1.4;7.0;91.6;7.8;2.0;8.0;90.0;8.2;1.9;4.9;93.2;8.1;1.5;7.0;91.5;3.5;72.2;15.4;12.5
131;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2018;7.8;1.9;7.3;90.8;7.7;1.8;9.1;89.1;8.2;2.8;5.6;91.6;8.1;2.2;7.2;90.6;3.3;75.4;13.3;11.2
132;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2019;7.8;1.8;7.2;91.0;7.8;1.5;8.9;89.7;8.1;2.5;5.6;91.9;8.0;2.4;7.6;89.9;3.2;75.2;14.5;10.3
133;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2020;7.7;2.6;9.9;87.5;7.6;2.3;11.2;86.5;8.1;2.4;6.7;90.8;7.9;2.9;9.5;87.6;3.3;73.7;14.2;12.2
134;Waarde woning: 200 000 tot 300 000 euro;Gemiddelde/Percentage;2021;7.6;3.0;9.8;87.2;7.5;3.3;12.2;84.5;7.9;4.9;9.4;85.7;7.9;4.0;9.7;86.3;3.3;73.8;13.4;12.9
135;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2013;0.0;0.2;0.6;0.7;0.0;0.3;0.7;0.8;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.1;1.1;0.9;0.8
136;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2014;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.8;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.1;1.1;0.9;0.8
137;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2015;0.0;0.3;0.7;0.7;0.0;0.4;0.7;0.8;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.1;1.2;1.0;0.9
138;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2016;0.0;0.2;0.6;0.6;0.0;0.3;0.7;0.7;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.1;1.1;0.9;0.8
139;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2017;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;1.0;0.8;0.7
140;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2018;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.9;0.7;0.7
141;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2019;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.9;0.8;0.6
142;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2020;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.9;0.7;0.7
143;Waarde woning: 200 000 tot 300 000 euro;Standaardfout;2021;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.8;0.0;0.5;0.6;0.8;0.0;0.4;0.6;0.7;0.0;1.0;0.7;0.7
144;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2013;7.9;1.2;6.3;92.5;7.8;1.4;8.2;90.4;8.6;1.2;3.1;95.7;8.3;1.6;5.1;93.3;3.3;74.0;15.7;10.4
145;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2014;7.9;1.1;6.2;92.7;7.8;1.2;8.6;90.2;8.6;0.8;3.8;95.4;8.4;1.2;4.8;94.0;3.4;73.6;14.6;11.8
146;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2015;8.0;1.2;5.9;92.9;7.9;1.9;7.6;90.4;8.5;0.8;4.6;94.6;8.3;1.7;5.2;93.1;3.3;75.0;13.9;11.2
147;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2016;7.9;1.1;5.9;92.9;7.9;1.9;6.7;91.4;8.5;1.9;2.9;95.2;8.3;1.5;4.8;93.7;3.4;71.8;16.4;11.8
148;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2017;8.0;1.2;5.3;93.5;7.8;1.9;6.6;91.4;8.5;1.4;3.7;95.0;8.3;1.2;5.1;93.7;3.2;76.8;13.6;9.6
149;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2018;7.8;1.7;6.1;92.2;7.8;1.6;8.3;90.1;8.4;2.2;4.6;93.2;8.3;1.5;4.8;93.6;3.0;80.7;11.4;7.9
150;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2019;7.9;1.3;6.0;92.7;7.8;1.3;7.1;91.7;8.4;2.1;4.0;93.9;8.3;1.7;5.7;92.6;3.1;78.2;12.7;9.1
151;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2020;7.8;1.6;7.4;91.1;7.8;1.8;9.2;89.0;8.3;1.7;5.8;92.6;8.2;1.7;6.2;92.2;3.1;79.5;10.9;9.6
152;Waarde woning: 300 000 euro of meer;Gemiddelde/Percentage;2021;7.8;1.9;8.2;89.9;7.7;1.9;10.2;87.8;8.3;2.9;5.1;92.0;8.2;2.2;4.9;92.9;3.0;80.1;11.1;8.8
153;Waarde woning: 300 000 euro of meer;Standaardfout;2013;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.8;0.0;0.3;0.5;0.5;0.0;0.3;0.6;0.7;0.1;1.2;1.0;0.8
154;Waarde woning: 300 000 euro of meer;Standaardfout;2014;0.0;0.3;0.7;0.8;0.0;0.3;0.8;0.9;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.1;1.3;1.1;1.0
155;Waarde woning: 300 000 euro of meer;Standaardfout;2015;0.0;0.3;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.1;1.3;1.0;0.9
156;Waarde woning: 300 000 euro of meer;Standaardfout;2016;0.0;0.3;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.4;0.5;0.7;0.0;0.4;0.7;0.7;0.1;1.4;1.1;1.0
157;Waarde woning: 300 000 euro of meer;Standaardfout;2017;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.1;1.1;0.9;0.8
158;Waarde woning: 300 000 euro of meer;Standaardfout;2018;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.8;0.0;0.4;0.5;0.6;0.0;0.3;0.6;0.6;0.0;1.0;0.8;0.7
159;Waarde woning: 300 000 euro of meer;Standaardfout;2019;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.5;0.6;0.0;0.3;0.6;0.6;0.0;1.0;0.8;0.7
160;Waarde woning: 300 000 euro of meer;Standaardfout;2020;0.0;0.2;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.5;0.5;0.0;0.2;0.5;0.5;0.0;0.8;0.6;0.6
161;Waarde woning: 300 000 euro of meer;Standaardfout;2021;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.4;0.5;0.0;0.3;0.4;0.5;0.0;0.8;0.6;0.6
162;Woningbezit: eigen woning;Gemiddelde/Percentage;2013;7.8;1.5;7.8;90.8;7.7;2.0;10.4;87.6;8.3;2.0;5.2;92.8;8.1;2.0;8.2;89.8;3.4;71.7;15.7;12.6
163;Woningbezit: eigen woning;Gemiddelde/Percentage;2014;7.8;1.6;7.1;91.4;7.7;2.1;9.3;88.6;8.2;1.9;6.0;92.0;8.0;2.4;8.3;89.3;3.4;71.6;15.4;13.0
164;Woningbezit: eigen woning;Gemiddelde/Percentage;2015;7.8;1.5;7.7;90.8;7.7;2.1;9.4;88.4;8.2;1.8;6.0;92.2;8.1;2.2;7.7;90.1;3.4;71.7;15.5;12.8
165;Woningbezit: eigen woning;Gemiddelde/Percentage;2016;7.9;1.5;7.0;91.5;7.7;1.9;9.1;89.0;8.2;2.2;5.7;92.1;8.0;2.3;7.9;89.9;3.5;70.5;16.1;13.4
166;Woningbezit: eigen woning;Gemiddelde/Percentage;2017;7.9;1.5;6.5;92.0;7.8;1.9;8.3;89.8;8.3;1.4;5.4;93.2;8.1;1.7;7.0;91.3;3.4;72.4;15.7;11.9
167;Woningbezit: eigen woning;Gemiddelde/Percentage;2018;7.8;2.0;7.2;90.8;7.7;1.8;8.9;89.3;8.2;2.3;6.0;91.7;8.0;2.3;7.5;90.2;3.2;76.0;13.7;10.3
168;Woningbezit: eigen woning;Gemiddelde/Percentage;2019;7.8;1.8;6.7;91.6;7.8;1.6;8.0;90.5;8.2;2.1;5.1;92.8;8.1;2.2;7.7;90.2;3.2;76.3;13.5;10.2
169;Woningbezit: eigen woning;Gemiddelde/Percentage;2020;7.8;1.8;7.8;90.4;7.7;1.8;9.4;88.8;8.3;1.8;4.9;93.3;8.1;2.2;6.9;90.9;3.2;77.8;11.7;10.4
170;Woningbezit: eigen woning;Gemiddelde/Percentage;2021;7.8;2.0;8.1;89.9;7.7;2.0;10.5;87.5;8.3;2.5;5.5;92.0;8.1;2.9;6.6;90.5;3.1;78.8;11.5;9.8
171;Woningbezit: eigen woning;Standaardfout;2013;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.7;0.5;0.5
172;Woningbezit: eigen woning;Standaardfout;2014;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.7;0.5;0.5
173;Woningbezit: eigen woning;Standaardfout;2015;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.7;0.5;0.5
174;Woningbezit: eigen woning;Standaardfout;2016;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.7;0.5;0.5
175;Woningbezit: eigen woning;Standaardfout;2017;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.7;0.5;0.5
176;Woningbezit: eigen woning;Standaardfout;2018;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.6;0.5;0.4
177;Woningbezit: eigen woning;Standaardfout;2019;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.6;0.5;0.4
178;Woningbezit: eigen woning;Standaardfout;2020;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.6;0.5;0.4
179;Woningbezit: eigen woning;Standaardfout;2021;0.0;0.2;0.4;0.5;0.0;0.2;0.5;0.5;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.5
180;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2013;7.1;6.9;20.0;73.1;6.9;9.2;22.0;68.8;7.6;6.3;15.4;78.3;7.5;6.4;15.3;78.3;3.9;60.9;21.0;18.1
181;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2014;7.3;4.7;18.7;76.6;7.1;6.7;22.0;71.3;7.6;7.7;12.9;79.3;7.4;7.7;15.7;76.6;3.7;65.4;18.0;16.6
182;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2015;7.2;7.6;18.8;73.6;6.9;11.4;21.6;67.1;7.4;7.4;18.0;74.6;7.3;8.1;17.9;74.0;3.9;60.1;19.9;20.0
183;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2016;7.2;8.5;15.4;76.0;7.0;8.4;23.3;68.3;7.3;9.6;13.4;77.0;7.3;9.9;15.7;74.4;4.0;59.0;21.9;19.1
184;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2017;7.2;7.4;18.2;74.4;7.1;9.1;19.2;71.7;7.3;10.8;14.5;74.7;7.3;8.6;18.3;73.1;3.9;59.9;17.6;22.4
185;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2018;7.2;7.0;16.0;77.0;7.2;5.3;21.7;73.0;7.4;9.8;16.2;73.9;7.3;9.2;17.2;73.6;3.6;65.8;16.9;17.3
186;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2019;7.4;4.7;15.9;79.4;7.3;5.3;18.8;76.0;7.5;9.1;13.2;77.7;7.4;8.1;14.6;77.3;3.6;65.6;18.7;15.7
187;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2020;7.0;7.2;22.2;70.6;7.0;6.4;27.1;66.5;7.2;11.1;14.1;74.8;7.2;9.9;17.4;72.7;3.8;61.1;19.9;19.0
188;Woningbezit: huurwoning met huurtoeslag;Gemiddelde/Percentage;2021;7.0;7.6;20.5;71.9;7.0;8.5;22.2;69.3;7.2;11.4;15.6;73.0;7.2;11.5;15.5;73.0;3.7;66.7;14.8;18.5
189;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2013;0.1;0.9;1.4;1.6;0.1;1.0;1.5;1.6;0.1;0.9;1.3;1.5;0.1;0.9;1.3;1.5;0.1;1.7;1.4;1.4
190;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2014;0.1;0.7;1.3;1.5;0.1;0.9;1.4;1.6;0.1;0.9;1.1;1.4;0.1;0.9;1.2;1.4;0.1;1.6;1.3;1.3
191;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2015;0.1;0.9;1.3;1.5;0.1;1.1;1.4;1.6;0.1;0.9;1.3;1.5;0.1;0.9;1.3;1.5;0.1;1.6;1.3;1.3
192;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2016;0.1;1.0;1.2;1.5;0.1;0.9;1.4;1.6;0.1;1.0;1.2;1.4;0.1;1.0;1.2;1.5;0.1;1.7;1.4;1.3
193;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2017;0.1;0.9;1.3;1.4;0.1;0.9;1.3;1.5;0.1;1.0;1.2;1.4;0.1;0.9;1.3;1.5;0.1;1.6;1.3;1.4
194;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2018;0.1;0.8;1.2;1.4;0.1;0.7;1.4;1.5;0.1;1.0;1.2;1.4;0.1;0.9;1.2;1.4;0.1;1.6;1.2;1.2
195;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2019;0.1;0.7;1.3;1.4;0.1;0.8;1.3;1.5;0.1;1.0;1.1;1.4;0.1;0.9;1.2;1.4;0.1;1.6;1.3;1.2
196;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2020;0.1;0.9;1.5;1.6;0.1;0.9;1.6;1.7;0.1;1.1;1.2;1.5;0.1;1.0;1.3;1.5;0.1;1.7;1.4;1.4
197;Woningbezit: huurwoning met huurtoeslag;Standaardfout;2021;0.1;1.1;1.6;1.8;0.1;1.1;1.7;1.8;0.1;1.2;1.4;1.7;0.1;1.2;1.4;1.7;0.1;1.9;1.4;1.5
198;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2013;7.6;3.2;11.4;85.3;7.4;4.9;15.9;79.2;7.5;8.4;12.7;78.9;7.5;6.0;14.0;80.0;3.7;66.1;18.1;15.8
199;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2014;7.6;3.5;12.7;83.8;7.4;5.2;15.0;79.9;7.6;7.1;12.9;80.0;7.5;6.4;14.9;78.7;3.6;67.9;17.3;14.8
200;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2015;7.5;3.8;11.2;85.0;7.4;4.8;15.1;80.0;7.5;6.2;15.3;78.5;7.5;6.1;14.0;79.9;3.7;66.6;18.6;14.8
201;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2016;7.6;2.9;11.6;85.5;7.5;3.5;13.7;82.8;7.6;5.9;14.3;79.8;7.6;6.0;13.6;80.4;3.6;67.1;18.5;14.4
202;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2017;7.5;3.7;14.5;81.9;7.4;5.2;14.3;80.5;7.4;9.3;14.7;76.1;7.5;6.7;15.2;78.1;3.5;68.5;17.0;14.5
203;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2018;7.6;2.8;12.5;84.7;7.5;2.6;14.7;82.7;7.5;7.4;13.9;78.7;7.5;6.6;13.8;79.6;3.3;71.9;17.0;11.1
204;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2019;7.6;3.8;9.8;86.4;7.5;3.1;12.7;84.1;7.4;8.8;13.6;77.6;7.5;7.7;14.1;78.2;3.5;70.8;15.8;13.4
205;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2020;7.5;3.5;12.4;84.1;7.5;3.8;13.5;82.7;7.4;7.3;16.0;76.7;7.5;7.3;14.9;77.8;3.4;70.7;17.0;12.3
206;Woningbezit: huurwoning geen huurtoeslag;Gemiddelde/Percentage;2021;7.5;4.7;12.5;82.8;7.3;4.2;17.0;78.8;7.2;10.7;16.9;72.3;7.5;6.9;13.1;80.0;3.4;70.4;15.9;13.7
207;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2013;0.0;0.5;0.8;0.9;0.0;0.6;0.9;1.0;0.0;0.7;0.9;1.0;0.0;0.6;0.9;1.0;0.1;1.2;1.0;0.9
208;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2014;0.0;0.5;0.8;0.9;0.0;0.6;0.9;1.0;0.0;0.6;0.8;1.0;0.0;0.6;0.9;1.0;0.1;1.2;1.0;0.9
209;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2015;0.0;0.5;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.6;0.9;1.0;0.0;0.6;0.9;1.0;0.1;1.2;1.0;0.9
210;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2016;0.0;0.4;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.6;0.9;1.0;0.0;0.6;0.9;1.0;0.1;1.2;1.0;0.9
211;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2017;0.0;0.5;0.9;1.0;0.0;0.6;0.9;1.0;0.1;0.7;0.9;1.1;0.0;0.6;0.9;1.1;0.1;1.2;1.0;0.9
212;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2018;0.0;0.4;0.9;0.9;0.0;0.4;0.9;1.0;0.0;0.7;0.9;1.0;0.0;0.6;0.9;1.0;0.1;1.1;1.0;0.8
213;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2019;0.0;0.5;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.7;0.9;1.1;0.0;0.7;0.9;1.0;0.1;1.2;0.9;0.9
214;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2020;0.0;0.5;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.7;0.9;1.1;0.0;0.7;0.9;1.1;0.1;1.2;1.0;0.8
215;Woningbezit: huurwoning geen huurtoeslag;Standaardfout;2021;0.0;0.6;0.9;1.1;0.0;0.6;1.0;1.1;0.1;0.9;1.0;1.2;0.0;0.7;0.9;1.1;0.1;1.3;1.0;1.0
