ID;Geslacht;Leeftijd;TypeMisdrijf;Perioden;RegistratiesVanVerdachten_1;UniekeVerdachtenVanMisdrijven_2
2081;Totaal mannen en vrouwen;12 tot 18 jaar;213 Vernieling middel openb vervoer;2021;50;40
2082;Totaal mannen en vrouwen;12 tot 18 jaar;213 Vernieling middel openb vervoer;2022;30;30
2083;Totaal mannen en vrouwen;12 tot 18 jaar;213 Vernieling middel openb vervoer;2023;30;30
2084;Totaal mannen en vrouwen;12 tot 18 jaar;213 Vernieling middel openb vervoer;2024;30;30
2085;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2010;3770;3250
2086;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2011;3500;2990
2087;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2012;3030;2590
2088;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2013;2490;2090
2089;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2014;2190;1810
2090;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2015;2100;1710
2091;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2016;1850;1610
2092;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2017;1430;1220
2093;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2018;1380;1080
2094;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2019;1590;1220
2095;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2020;1540;1260
2096;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2021;1270;1010
2097;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2022;1120;960
2098;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2023;1130;970
2099;Totaal mannen en vrouwen;12 tot 18 jaar;215 Vernieling, beschadiging (overig);2024;1010;880
2100;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2010;7340;6250
2101;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2011;5990;5260
2102;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2012;5010;4430
2103;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2013;3840;3400
2104;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2014;3390;2940
2105;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2015;3360;2810
2106;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2016;2850;2470
2107;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2017;2530;2130
2108;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2018;2350;1970
2109;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2019;2640;2250
2110;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2020;2690;2310
2111;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2021;2780;2440
2112;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2022;2730;2360
2113;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2023;3060;2630
2114;Totaal mannen en vrouwen;12 tot 18 jaar;22 Openbare orde misdrijf;2024;2980;2530
2115;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2010;6430;5430
2116;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2011;5320;4670
2117;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2012;4560;4030
2118;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2013;3530;3120
2119;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2014;3100;2690
2120;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2015;3040;2530
2121;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2016;2540;2190
2122;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2017;2270;1890
2123;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2018;2030;1720
2124;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2019;2350;2000
2125;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2020;2310;1990
2126;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2021;2470;2180
2127;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2022;2420;2090
2128;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2023;2770;2380
2129;Totaal mannen en vrouwen;12 tot 18 jaar;221 Openlijke geweldpleging;2024;2670;2270
2130;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2010;4370;3730
2131;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2011;3630;3210
2132;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2012;3100;2760
2133;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2013;2410;2100
2134;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2014;1990;1730
2135;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2015;2140;1790
2136;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2016;1740;1540
2137;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2017;1720;1400
2138;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2018;1570;1330
2139;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2019;1760;1490
2140;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2020;1770;1510
2141;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2021;2010;1770
2142;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2022;2110;1810
2143;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2023;2490;2130
2144;Totaal mannen en vrouwen;12 tot 18 jaar;2211 Openlijk geweld tegen persoon;2024;2430;2070
2145;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2010;2070;1780
2146;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2011;1690;1550
2147;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2012;1460;1350
2148;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2013;1120;1060
2149;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2014;1100;1000
2150;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2015;900;800
2151;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2016;800;680
2152;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2017;550;520
2153;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2018;460;420
2154;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2019;590;550
2155;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2020;540;520
2156;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2021;460;440
2157;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2022;320;300
2158;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2023;290;270
2159;Totaal mannen en vrouwen;12 tot 18 jaar;2212 Openlijke geweld tegen goed;2024;240;230
2160;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2010;130;120
2161;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2011;110;100
2162;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2012;80;80
2163;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2013;70;70
2164;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2014;100;100
2165;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2015;100;100
2166;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2016;110;110
2167;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2017;90;90
2168;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2018;100;100
2169;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2019;90;80
2170;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2020;90;80
2171;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2021;80;70
2172;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2022;120;110
2173;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2023;120;110
2174;Totaal mannen en vrouwen;12 tot 18 jaar;222 Huisvredebreuk;2024;120;110
2175;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2010;50;50
2176;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2011;50;50
2177;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2012;40;40
2178;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2013;30;30
2179;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2014;30;20
2180;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2015;20;20
2181;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2016;30;30
2182;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2017;10;10
2183;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2018;20;20
2184;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2019;30;30
2185;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2020;20;20
2186;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2021;20;20
2187;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2022;20;20
2188;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2023;20;20
2189;Totaal mannen en vrouwen;12 tot 18 jaar;223 Lokaalvredebreuk;2024;30;30
2190;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2010;40;40
2191;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2011;30;30
2192;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2012;40;30
2193;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2013;30;30
2194;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2014;40;40
2195;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2015;40;30
2196;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2016;50;40
2197;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2017;50;50
2198;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2018;100;60
2199;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2019;70;60
2200;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2020;150;130
2201;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2021;80;60
2202;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2022;60;50
2203;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2023;30;30
2204;Totaal mannen en vrouwen;12 tot 18 jaar;224 Computervredebreuk;2024;30;30
2205;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2010;40;30
2206;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2011;20;20
2207;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2012;30;30
2208;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2013;20;20
2209;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2014;20;20
2210;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2015;20;20
2211;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2016;10;10
2212;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2017;30;20
2213;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2018;10;10
2214;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2019;20;20
2215;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2020;10;10
2216;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2021;30;20
2217;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2022;20;10
2218;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2023;20;10
2219;Totaal mannen en vrouwen;12 tot 18 jaar;225 Discriminatie;2024;60;50
2220;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2010;660;640
2221;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2011;460;450
2222;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2012;260;260
2223;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2013;150;150
2224;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2014;110;100
2225;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2015;140;140
2226;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2016;110;110
2227;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2017;90;90
2228;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2018;90;90
2229;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2019;90;90
2230;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2020;110;110
2231;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2021;110;110
2232;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2022;90;90
2233;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2023;100;90
2234;Totaal mannen en vrouwen;12 tot 18 jaar;226 Openbare orde misdrijf (overig);2024;80;80
2235;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2010;950;860
2236;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2011;950;820
2237;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2012;860;790
2238;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2013;600;530
2239;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2014;490;440
2240;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2015;400;360
2241;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2016;390;350
2242;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2017;370;320
2243;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2018;390;320
2244;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2019;380;310
2245;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2020;350;290
2246;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2021;340;310
2247;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2022;360;320
2248;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2023;350;320
2249;Totaal mannen en vrouwen;12 tot 18 jaar;23 Brandstichting / ontploffing;2024;500;380
2250;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2010;530;510
2251;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2011;430;410
2252;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2012;340;320
2253;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2013;290;270
2254;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2014;280;260
2255;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2015;250;240
2256;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2016;300;280
2257;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2017;200;190
2258;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2018;220;210
2259;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2019;330;290
2260;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2020;360;330
2261;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2021;330;310
2262;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2022;330;300
2263;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2023;300;280
2264;Totaal mannen en vrouwen;12 tot 18 jaar;24 Openbaar gezag misdrijf;2024;400;350
2265;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2010;350;340
2266;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2011;260;250
2267;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2012;190;180
2268;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2013;140;130
2269;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2014;160;150
2270;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2015;130;120
2271;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2016;200;180
2272;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2017;120;120
2273;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2018;100;90
2274;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2019;120;110
2275;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2020;160;150
2276;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2021;140;140
2277;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2022;140;140
2278;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2023;120;110
2279;Totaal mannen en vrouwen;12 tot 18 jaar;241 Niet opvolgen van ambtelijk bevel;2024;170;150
2280;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2010;130;120
2281;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2011;90;90
2282;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2012;100;100
2283;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2013;90;90
2284;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2014;80;80
2285;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2015;80;80
2286;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2016;70;70
2287;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2017;60;50
2288;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2018;100;100
2289;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2019;160;150
2290;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2020;140;120
2291;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2021;160;160
2292;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2022;140;130
2293;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2023;150;140
2294;Totaal mannen en vrouwen;12 tot 18 jaar;242 Wederspannigheid;2024;180;170
2295;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2010;40;40
2296;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2011;50;50
2297;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2012;30;30
2298;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2013;40;30
2299;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2014;30;30
2300;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2015;30;30
2301;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2016;30;20
2302;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2017;20;20
2303;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2018;20;20
2304;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2019;30;30
2305;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2020;20;20
2306;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2021;10;10
2307;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2022;10;10
2308;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2023;10;10
2309;Totaal mannen en vrouwen;12 tot 18 jaar;243 Valse aangifte;2024;0;0
2310;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2010;0;0
2311;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2011;0;0
2312;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2012;0;0
2313;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2013;0;0
2314;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2014;0;0
2315;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2015;0;0
2316;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2016;0;0
2317;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2017;0;0
2318;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2018;0;0
2319;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2019;0;0
2320;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2020;0;0
2321;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2021;0;0
2322;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2022;0;0
2323;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2023;0;0
2324;Totaal mannen en vrouwen;12 tot 18 jaar;245 Verblijf ongewenste vreemdeling;2024;0;0
2325;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2010;10;10
2326;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2011;30;20
2327;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2012;10;10
2328;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2013;20;20
2329;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2014;10;10
2330;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2015;10;10
2331;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2016;10;10
2332;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2017;10;10
2333;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2018;10;10
2334;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2019;20;20
2335;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2020;50;50
2336;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2021;20;20
2337;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2022;40;40
2338;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2023;30;30
2339;Totaal mannen en vrouwen;12 tot 18 jaar;246 Openbaar gezag misdrijf (overig);2024;40;40
2340;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2010;10290;8520
2341;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2011;9640;8030
2342;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2012;8600;7060
2343;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2013;7430;6160
2344;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2014;6490;5330
2345;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2015;6170;5060
2346;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2016;5790;4690
2347;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2017;5170;4120
2348;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2018;4570;3670
2349;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2019;4940;3920
2350;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2020;4660;3610
2351;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2021;4460;3450
2352;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2022;4680;3610
2353;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2023;4490;3530
2354;Totaal mannen en vrouwen;12 tot 18 jaar;3 Gewelds- en seksuele misdrijven;2024;4670;3620
