ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Perioden;Totaal_1;RegelmatigOfSomsOverwerken_2;RegelmatigOverwerken_3;SomsOverwerken_4;NietOverwerken_5;Onbekend_6;GemiddeldAantalOverwerkuren_7
210;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2022;18;8;2;6;8;2;
211;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2023;21;8;2;6;10;3;
212;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2024;19;9;1;8;7;3;
213;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2022;1759;907;224;683;725;127;1.0
214;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2023;1807;958;214;744;731;118;1.0
215;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2024;1795;950;206;745;721;124;1.0
216;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2022;568;258;56;202;268;41;0.9
217;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2023;580;270;56;214;271;39;0.9
218;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2024;588;273;54;219;277;39;0.9
219;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2022;970;465;106;359;435;70;0.9
220;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2023;977;476;99;376;436;65;1.0
221;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2024;990;482;105;377;441;68;0.9
222;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2022;403;207;50;156;167;29;1.1
223;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2023;397;206;44;162;165;25;1.1
224;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2024;402;209;51;158;164;29;1.0
225;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2022;788;442;118;324;290;57;1.1
226;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2023;830;482;115;368;294;53;1.1
227;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2024;805;469;101;368;280;56;1.0
228;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2022;933;579;186;392;285;69;1.4
229;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2023;929;562;172;390;301;66;1.2
230;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2024;887;525;161;364;297;65;1.1
231;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2022;215;112;35;77;87;15;1.2
232;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2023;209;116;36;80;79;13;1.1
233;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2024;202;111;35;76;77;14;1.1
234;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2022;37;21;5;16;13;3;
235;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2023;35;21;5;15;11;4;
236;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2024;35;21;4;17;10;4;
237;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2022;389;228;56;173;137;23;1.2
238;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2023;407;243;56;188;145;19;1.1
239;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2024;400;229;52;177;153;18;1.1
240;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2022;423;224;50;174;172;27;0.9
241;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2023;399;201;40;161;171;28;0.9
242;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2024;375;193;37;156;159;24;0.8
243;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;05 Managers;2022;41;29;12;17;8;5;
244;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;05 Managers;2023;44;33;16;17;8;3;
245;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;05 Managers;2024;48;35;15;20;9;4;
246;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2022;71;39;14;25;28;4;
247;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2023;64;37;11;26;23;4;
248;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2024;67;36;10;27;26;5;
249;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2022;289;151;31;120;117;21;1.1
250;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2023;313;164;34;130;126;23;0.9
251;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2024;303;154;34;120;124;25;0.9
252;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2022;112;50;7;43;53;9;0.7
253;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2023;101;43;5;39;49;9;0.7
254;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2024;94;41;6;36;47;6;0.7
255;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2022;50;25;5;20;18;7;
256;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2023;44;19;4;15;20;5;
257;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2024;41;16;3;13;16;9;
258;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2022;313;188;69;119;91;34;1.4
259;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2023;331;205;62;143;97;28;1.3
260;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2024;322;202;59;143;91;29;1.2
261;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2022;360;191;53;138;145;25;1.1
262;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2023;389;206;51;155;158;25;1.0
263;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2024;418;220;52;168;168;29;1.0
264;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2022;354;214;70;144;126;14;1.2
265;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2023;354;212;62;151;129;12;1.3
266;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2024;345;204;57;147;127;14;1.1
267;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2022;38;14;3;11;15;9;
268;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2023;46;19;3;16;15;11;
269;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2024;32;13;3;10;11;9;
270;Mannen;Totaal;Totaal personen;2022;4066;2779;957;1821;1157;130;1.5
271;Mannen;Totaal;Totaal personen;2023;4116;2763;912;1850;1226;127;1.4
272;Mannen;Totaal;Totaal personen;2024;4125;2763;861;1902;1232;130;1.4
273;Mannen;Totaal;Leeftijd: 15 tot 25 jaar;2022;763;431;124;307;271;61;1.2
274;Mannen;Totaal;Leeftijd: 15 tot 25 jaar;2023;779;451;121;330;269;59;1.1
275;Mannen;Totaal;Leeftijd: 15 tot 25 jaar;2024;768;442;122;320;264;62;1.2
276;Mannen;Totaal;Leeftijd: 25 tot 35 jaar;2022;880;629;206;423;232;20;1.5
277;Mannen;Totaal;Leeftijd: 25 tot 35 jaar;2023;899;624;200;424;250;25;1.4
278;Mannen;Totaal;Leeftijd: 25 tot 35 jaar;2024;913;632;187;445;256;26;1.3
279;Mannen;Totaal;Leeftijd: 35 tot 45 jaar;2022;781;571;196;375;192;18;1.5
280;Mannen;Totaal;Leeftijd: 35 tot 45 jaar;2023;783;566;181;385;204;12;1.4
281;Mannen;Totaal;Leeftijd: 35 tot 45 jaar;2024;806;577;179;399;214;15;1.4
282;Mannen;Totaal;Leeftijd: 45 tot 55 jaar;2022;803;604;240;364;183;15;1.8
283;Mannen;Totaal;Leeftijd: 45 tot 55 jaar;2023;771;567;215;353;189;15;1.7
284;Mannen;Totaal;Leeftijd: 45 tot 55 jaar;2024;743;544;191;353;187;12;1.6
285;Mannen;Totaal;Leeftijd: 55 tot 65 jaar;2022;734;496;178;318;225;13;1.5
286;Mannen;Totaal;Leeftijd: 55 tot 65 jaar;2023;756;500;179;321;245;11;1.5
287;Mannen;Totaal;Leeftijd: 55 tot 65 jaar;2024;761;502;160;342;247;12;1.4
288;Mannen;Totaal;Leeftijd: 65 tot 75 jaar;2022;104;47;13;34;54;3;1.2
289;Mannen;Totaal;Leeftijd: 65 tot 75 jaar;2023;128;54;17;37;69;5;1.2
290;Mannen;Totaal;Leeftijd: 65 tot 75 jaar;2024;132;65;22;43;63;4;1.1
291;Mannen;Totaal;1 Basisonderwijs, vmbo, mbo1;2022;867;498;153;345;320;49;1.3
292;Mannen;Totaal;1 Basisonderwijs, vmbo, mbo1;2023;937;528;149;379;359;50;1.3
293;Mannen;Totaal;1 Basisonderwijs, vmbo, mbo1;2024;929;527;154;373;349;53;1.2
294;Mannen;Totaal;2 Havo, vwo, mbo2-4;2022;1554;1066;362;704;442;45;1.5
295;Mannen;Totaal;2 Havo, vwo, mbo2-4;2023;1597;1082;354;728;466;49;1.4
296;Mannen;Totaal;2 Havo, vwo, mbo2-4;2024;1564;1054;320;735;463;47;1.4
297;Mannen;Totaal;3 Hbo, wo;2022;1620;1201;438;763;384;34;1.6
298;Mannen;Totaal;3 Hbo, wo;2023;1561;1145;407;737;390;26;1.5
299;Mannen;Totaal;3 Hbo, wo;2024;1610;1170;386;784;411;29;1.5
300;Mannen;Totaal;Onderwijsniveau: weet niet of onbekend;2022;25;13;4;9;10;2;
301;Mannen;Totaal;Onderwijsniveau: weet niet of onbekend;2023;21;8;3;6;10;2;
302;Mannen;Totaal;Onderwijsniveau: weet niet of onbekend;2024;21;11;2;10;9;1;
303;Mannen;Totaal;Arbeidsduur: deeltijd;2022;1200;669;174;494;475;57;1.0
304;Mannen;Totaal;Arbeidsduur: deeltijd;2023;1225;671;156;515;497;57;1.0
305;Mannen;Totaal;Arbeidsduur: deeltijd;2024;1241;699;159;540;486;55;1.0
306;Mannen;Totaal;Arbeidsduur: minder dan 12 uur per week;2022;294;137;30;107;138;19;0.8
307;Mannen;Totaal;Arbeidsduur: minder dan 12 uur per week;2023;293;140;32;108;134;19;0.9
308;Mannen;Totaal;Arbeidsduur: minder dan 12 uur per week;2024;289;137;30;108;135;17;0.9
309;Mannen;Totaal;Arbeidsduur: minder dan 20 uur per week;2022;499;244;59;185;224;31;0.9
310;Mannen;Totaal;Arbeidsduur: minder dan 20 uur per week;2023;502;247;56;191;225;30;1.0
311;Mannen;Totaal;Arbeidsduur: minder dan 20 uur per week;2024;497;249;59;190;219;28;1.0
312;Mannen;Totaal;Arbeidsduur: 12 tot 20 uur per week;2022;205;107;29;78;86;12;1.1
313;Mannen;Totaal;Arbeidsduur: 12 tot 20 uur per week;2023;209;107;24;84;91;11;1.0
314;Mannen;Totaal;Arbeidsduur: 12 tot 20 uur per week;2024;207;112;30;82;84;11;1.0
315;Mannen;Totaal;Arbeidsduur: 20 tot 35 uur per week;2022;701;425;116;309;251;26;1.1
316;Mannen;Totaal;Arbeidsduur: 20 tot 35 uur per week;2023;723;424;100;324;272;27;1.0
317;Mannen;Totaal;Arbeidsduur: 20 tot 35 uur per week;2024;744;450;99;350;267;27;1.0
318;Mannen;Totaal;Arbeidsduur: voltijd;2022;2866;2110;783;1327;682;73;1.7
319;Mannen;Totaal;Arbeidsduur: voltijd;2023;2890;2091;756;1335;729;70;1.6
320;Mannen;Totaal;Arbeidsduur: voltijd;2024;2884;2064;702;1362;746;74;1.5
321;Mannen;Totaal;01 Pedagogische beroepen;2022;189;126;42;84;56;7;1.4
322;Mannen;Totaal;01 Pedagogische beroepen;2023;179;118;47;71;55;6;1.6
323;Mannen;Totaal;01 Pedagogische beroepen;2024;179;116;45;71;59;5;1.4
324;Mannen;Totaal;02 Creatieve en taalkundige beroepen;2022;56;40;13;27;14;2;
325;Mannen;Totaal;02 Creatieve en taalkundige beroepen;2023;48;33;9;24;13;2;
326;Mannen;Totaal;02 Creatieve en taalkundige beroepen;2024;50;36;9;27;13;2;
327;Mannen;Totaal;03 Commerciële beroepen;2022;407;288;94;194;105;15;1.4
328;Mannen;Totaal;03 Commerciële beroepen;2023;415;290;88;202;112;12;1.3
329;Mannen;Totaal;03 Commerciële beroepen;2024;409;282;82;200;115;12;1.4
330;Mannen;Totaal;04 Bedrijfseconomische en administrat...;2022;700;489;162;327;195;16;1.4
331;Mannen;Totaal;04 Bedrijfseconomische en administrat...;2023;700;470;145;325;215;15;1.3
332;Mannen;Totaal;04 Bedrijfseconomische en administrat...;2024;686;459;130;329;214;14;1.1
333;Mannen;Totaal;05 Managers;2022;261;227;122;106;27;6;2.9
334;Mannen;Totaal;05 Managers;2023;276;240;134;106;31;5;2.7
335;Mannen;Totaal;05 Managers;2024;301;258;123;135;36;7;2.6
336;Mannen;Totaal;06 Openbaar bestuur, veiligheid en ju...;2022;170;123;48;76;43;4;2.0
337;Mannen;Totaal;06 Openbaar bestuur, veiligheid en ju...;2023;170;127;45;82;41;3;1.7
338;Mannen;Totaal;06 Openbaar bestuur, veiligheid en ju...;2024;170;124;42;82;43;4;1.7
339;Mannen;Totaal;07 Technische beroepen;2022;861;568;155;413;270;24;1.1
340;Mannen;Totaal;07 Technische beroepen;2023;882;577;157;421;279;26;1.1
341;Mannen;Totaal;07 Technische beroepen;2024;901;581;158;422;293;28;1.1
342;Mannen;Totaal;08 ICT beroepen;2022;371;238;58;180;123;11;1.0
343;Mannen;Totaal;08 ICT beroepen;2023;361;221;50;172;129;10;0.9
344;Mannen;Totaal;08 ICT beroepen;2024;379;235;45;189;137;8;0.9
345;Mannen;Totaal;09 Agrarische beroepen;2022;69;41;11;30;24;5;
346;Mannen;Totaal;09 Agrarische beroepen;2023;69;38;12;26;27;5;1.5
347;Mannen;Totaal;09 Agrarische beroepen;2024;66;37;11;26;22;7;
348;Mannen;Totaal;10 Zorg en welzijn beroepen;2022;214;154;63;91;50;10;1.6
349;Mannen;Totaal;10 Zorg en welzijn beroepen;2023;238;169;55;114;61;8;1.4
350;Mannen;Totaal;10 Zorg en welzijn beroepen;2024;229;165;49;116;55;8;1.3
351;Mannen;Totaal;11 Dienstverlenende beroepen;2022;238;140;48;92;88;11;1.4
352;Mannen;Totaal;11 Dienstverlenende beroepen;2023;243;138;40;98;93;11;1.3
353;Mannen;Totaal;11 Dienstverlenende beroepen;2024;264;154;42;112;96;14;1.3
354;Mannen;Totaal;12 Transport en logistiek beroepen;2022;470;314;133;181;142;14;2.0
355;Mannen;Totaal;12 Transport en logistiek beroepen;2023;475;315;126;190;146;13;2.0
356;Mannen;Totaal;12 Transport en logistiek beroepen;2024;457;303;121;182;138;17;1.8
357;Mannen;Totaal;13 Beroepsklasse overig;2022;58;31;10;21;21;7;
358;Mannen;Totaal;13 Beroepsklasse overig;2023;59;26;5;21;23;10;
359;Mannen;Totaal;13 Beroepsklasse overig;2024;33;14;4;10;12;7;
360;Mannen;Werknemer met vaste arbeidsrelatie;Totaal personen;2022;2755;2059;753;1306;657;40;1.6
361;Mannen;Werknemer met vaste arbeidsrelatie;Totaal personen;2023;2784;2039;728;1311;706;40;1.6
362;Mannen;Werknemer met vaste arbeidsrelatie;Totaal personen;2024;2833;2058;677;1381;734;42;1.5
363;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2022;143;107;37;70;33;3;1.6
364;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2023;147;108;39;69;34;5;1.4
365;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2024;147;107;36;71;33;8;1.7
366;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2022;571;438;155;284;125;7;1.6
367;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2023;585;438;149;289;138;9;1.6
368;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2024;612;454;141;313;148;10;1.4
369;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2022;635;487;173;314;138;10;1.6
370;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2023;636;484;160;324;145;7;1.5
371;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2024;664;495;156;338;161;9;1.5
372;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2022;701;543;217;325;148;10;1.9
373;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2023;669;510;201;309;149;10;1.7
374;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2024;648;491;176;314;148;8;1.6
375;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2022;653;453;162;292;190;10;1.5
376;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2023;677;461;165;295;209;8;1.5
377;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2024;685;463;148;315;215;6;1.4
378;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2022;53;30;9;21;23;0;
379;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2023;71;39;13;26;31;1;
380;Mannen;Werknemer met vaste arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2024;78;48;19;29;29;1;1.1
381;Mannen;Werknemer met vaste arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022;444;289;99;190;145;10;1.5
382;Mannen;Werknemer met vaste arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023;481;300;95;205;171;10;1.5
383;Mannen;Werknemer met vaste arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024;486;306;97;209;165;14;1.4
384;Mannen;Werknemer met vaste arbeidsrelatie;2 Havo, vwo, mbo2-4;2022;1045;783;276;507;248;13;1.5
385;Mannen;Werknemer met vaste arbeidsrelatie;2 Havo, vwo, mbo2-4;2023;1075;789;275;514;270;16;1.5
386;Mannen;Werknemer met vaste arbeidsrelatie;2 Havo, vwo, mbo2-4;2024;1063;776;247;529;272;15;1.5
387;Mannen;Werknemer met vaste arbeidsrelatie;3 Hbo, wo;2022;1252;978;375;602;259;15;1.8
388;Mannen;Werknemer met vaste arbeidsrelatie;3 Hbo, wo;2023;1217;946;357;589;259;13;1.6
389;Mannen;Werknemer met vaste arbeidsrelatie;3 Hbo, wo;2024;1270;968;332;637;290;12;1.5
390;Mannen;Werknemer met vaste arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2022;15;8;2;6;5;1;
391;Mannen;Werknemer met vaste arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2023;12;5;1;3;6;1;
392;Mannen;Werknemer met vaste arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2024;14;7;1;6;6;0;
393;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: deeltijd;2022;485;316;86;230;162;7;1.0
394;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: deeltijd;2023;489;305;79;226;175;9;1.0
395;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: deeltijd;2024;518;330;78;251;180;8;1.0
396;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2022;34;20;4;16;12;2;
397;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2023;28;17;5;12;9;1;
398;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2024;25;15;6;9;9;1;
399;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2022;68;41;11;30;25;2;1.1
400;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2023;63;37;12;25;24;3;1.2
401;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2024;62;39;14;25;21;2;
402;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2022;34;21;7;14;13;0;
403;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2023;36;20;7;13;14;1;
404;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2024;37;23;8;16;12;1;
405;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2022;417;275;75;200;137;5;1.0
406;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2023;425;268;67;201;151;7;1.0
407;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2024;456;291;64;226;159;5;0.9
408;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2022;2270;1743;667;1076;495;33;1.8
409;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2023;2296;1734;649;1085;531;31;1.7
410;Mannen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2024;2315;1728;599;1130;553;34;1.6
411;Mannen;Werknemer met vaste arbeidsrelatie;01 Pedagogische beroepen;2022;120;90;31;59;27;3;1.7
412;Mannen;Werknemer met vaste arbeidsrelatie;01 Pedagogische beroepen;2023;113;84;37;47;27;2;1.8
413;Mannen;Werknemer met vaste arbeidsrelatie;01 Pedagogische beroepen;2024;116;84;35;50;31;1;1.6
414;Mannen;Werknemer met vaste arbeidsrelatie;02 Creatieve en taalkundige beroepen;2022;39;31;11;21;7;0;
415;Mannen;Werknemer met vaste arbeidsrelatie;02 Creatieve en taalkundige beroepen;2023;35;25;7;18;9;0;
416;Mannen;Werknemer met vaste arbeidsrelatie;02 Creatieve en taalkundige beroepen;2024;36;26;6;20;9;0;
417;Mannen;Werknemer met vaste arbeidsrelatie;03 Commerciële beroepen;2022;268;206;70;136;58;5;1.6
418;Mannen;Werknemer met vaste arbeidsrelatie;03 Commerciële beroepen;2023;269;202;68;134;62;5;1.4
419;Mannen;Werknemer met vaste arbeidsrelatie;03 Commerciële beroepen;2024;259;196;60;136;59;4;1.5
420;Mannen;Werknemer met vaste arbeidsrelatie;04 Bedrijfseconomische en administrat...;2022;519;391;139;252;122;6;1.5
421;Mannen;Werknemer met vaste arbeidsrelatie;04 Bedrijfseconomische en administrat...;2023;527;380;126;254;142;5;1.4
422;Mannen;Werknemer met vaste arbeidsrelatie;04 Bedrijfseconomische en administrat...;2024;526;367;110;258;153;5;1.2
423;Mannen;Werknemer met vaste arbeidsrelatie;05 Managers;2022;234;209;112;97;22;3;3.0
424;Mannen;Werknemer met vaste arbeidsrelatie;05 Managers;2023;249;220;124;96;25;4;2.7
425;Mannen;Werknemer met vaste arbeidsrelatie;05 Managers;2024;270;236;113;123;30;4;2.6
426;Mannen;Werknemer met vaste arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2022;131;100;39;61;29;1;2.0
427;Mannen;Werknemer met vaste arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2023;133;105;37;68;27;0;1.8
428;Mannen;Werknemer met vaste arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2024;133;103;35;68;29;1;1.7
429;Mannen;Werknemer met vaste arbeidsrelatie;07 Technische beroepen;2022;647;455;131;325;182;9;1.1
430;Mannen;Werknemer met vaste arbeidsrelatie;07 Technische beroepen;2023;648;458;131;327;183;7;1.2
431;Mannen;Werknemer met vaste arbeidsrelatie;07 Technische beroepen;2024;679;470;133;336;201;9;1.2
432;Mannen;Werknemer met vaste arbeidsrelatie;08 ICT beroepen;2022;280;197;53;144;81;2;1.1
433;Mannen;Werknemer met vaste arbeidsrelatie;08 ICT beroepen;2023;278;186;46;140;89;3;1.0
434;Mannen;Werknemer met vaste arbeidsrelatie;08 ICT beroepen;2024;305;202;41;160;101;2;0.9
435;Mannen;Werknemer met vaste arbeidsrelatie;09 Agrarische beroepen;2022;34;21;7;14;12;1;
436;Mannen;Werknemer met vaste arbeidsrelatie;09 Agrarische beroepen;2023;40;25;8;16;14;1;
437;Mannen;Werknemer met vaste arbeidsrelatie;09 Agrarische beroepen;2024;38;25;9;16;12;2;
438;Mannen;Werknemer met vaste arbeidsrelatie;10 Zorg en welzijn beroepen;2022;148;114;47;67;32;2;1.5
439;Mannen;Werknemer met vaste arbeidsrelatie;10 Zorg en welzijn beroepen;2023;162;122;43;79;38;2;1.5
440;Mannen;Werknemer met vaste arbeidsrelatie;10 Zorg en welzijn beroepen;2024;162;124;36;88;35;3;1.3
441;Mannen;Werknemer met vaste arbeidsrelatie;11 Dienstverlenende beroepen;2022;95;64;25;38;29;3;1.7
442;Mannen;Werknemer met vaste arbeidsrelatie;11 Dienstverlenende beroepen;2023;92;61;21;40;28;3;1.6
443;Mannen;Werknemer met vaste arbeidsrelatie;11 Dienstverlenende beroepen;2024;100;68;19;49;29;3;1.3
444;Mannen;Werknemer met vaste arbeidsrelatie;12 Transport en logistiek beroepen;2022;209;159;82;78;47;3;2.9
445;Mannen;Werknemer met vaste arbeidsrelatie;12 Transport en logistiek beroepen;2023;207;155;76;79;48;4;2.7
446;Mannen;Werknemer met vaste arbeidsrelatie;12 Transport en logistiek beroepen;2024;196;150;76;74;40;6;2.7
447;Mannen;Werknemer met vaste arbeidsrelatie;13 Beroepsklasse overig;2022;31;21;7;14;9;2;
448;Mannen;Werknemer met vaste arbeidsrelatie;13 Beroepsklasse overig;2023;32;15;3;12;13;3;
