ID;Gezondheid;Geslacht;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
301;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2022;1793;1449;1403;1252;792;460;152;119;25;7;0;1069;320;133;186;749;378;371;335;46;3.2;343;80.8;78.3
302;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2023;1753;1422;1378;1226;790;435;152;120;24;8;0;1050;304;131;173;746;384;362;327;44;3.1;331;81.1;78.6
303;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2024;1722;1411;1369;1222;803;420;146;114;26;6;0;1060;305;126;179;755;378;377;309;43;3.0;310;82.0;79.5
304;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2021;1966;1675;1631;1399;999;401;232;195;34;4;0;930;147;61;86;784;309;474;701;43;2.6;291;85.2;83.0
305;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2022;1978;1720;1676;1415;1039;377;261;209;44;7;0;940;149;62;87;792;301;491;736;44;2.6;258;87.0;84.7
306;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2023;2012;1764;1724;1456;1084;372;268;232;33;3;0;981;147;64;83;834;312;522;743;40;2.3;248;87.7;85.7
307;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2024;2029;1769;1724;1453;1085;367;271;227;41;3;0;974;150;58;92;825;301;523;750;45;2.6;260;87.2;85.0
308;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2021;29;20;17;14;9;5;3;2;1;0;0;10;5;2;3;6;2;3;6;3;;9;;
309;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2022;32;18;16;13;8;5;3;2;1;0;0;10;3;2;1;6;4;3;6;2;;15;55.0;49.0
310;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2023;28;16;15;14;7;7;1;1;0;0;0;8;2;1;1;5;3;2;8;1;;11;;
311;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2024;27;18;17;15;8;7;1;1;0;0;0;9;2;1;1;7;3;3;8;1;;9;;
312;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2021;2105;1221;1139;972;665;307;167;130;33;4;0;633;238;116;122;394;178;216;506;83;6.8;883;58.0;54.1
313;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2022;2246;1357;1285;1095;740;355;190;154;31;5;0;715;238;120;119;476;221;255;571;72;5.3;889;60.4;57.2
314;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2023;2376;1469;1391;1195;787;408;196;157;34;5;0;774;272;132;140;502;225;278;616;79;5.3;906;61.9;58.5
315;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2024;2381;1494;1415;1219;816;403;196;157;33;6;0;786;270;133;137;516;230;286;629;79;5.3;887;62.7;59.4
316;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;243;178;153;145;25;120;8;8;0;0;0;117;78;49;30;39;20;18;36;25;14.0;65;73.3;63.1
317;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;258;193;173;165;26;139;9;9;0;0;0;132;86;53;33;46;24;22;41;20;10.4;64;75.1;67.3
318;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;293;237;211;200;29;171;11;10;0;1;0;165;104;66;38;61;29;33;46;25;10.7;57;80.6;72.0
319;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;285;226;201;188;29;159;13;11;0;1;0;153;101;61;40;53;27;26;47;26;11.4;59;79.3;70.3
320;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;517;393;367;327;220;107;40;31;9;0;0;185;47;18;30;137;58;80;182;27;6.8;124;76.1;70.9
321;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2022;566;438;416;369;247;121;48;40;7;1;0;205;42;20;22;163;71;92;211;22;4.9;129;77.3;73.5
322;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2023;604;478;448;396;264;131;53;45;7;0;0;218;46;16;30;172;72;100;231;29;6.1;126;79.1;74.3
323;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2024;624;499;472;420;282;138;52;44;7;1;0;226;44;17;27;183;77;106;246;27;5.4;125;80.0;75.7
324;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;247;192;178;164;94;70;14;13;1;0;0;85;24;9;15;60;24;36;93;14;7.5;55;77.8;72.0
325;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;276;218;205;187;111;76;18;17;1;0;0;98;20;10;10;78;34;44;107;13;5.9;58;79.0;74.4
326;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;297;238;220;200;117;83;20;18;2;0;0;103;22;7;15;81;31;50;117;18;7.8;59;80.2;74.0
327;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;308;250;233;213;125;87;20;17;2;0;0;109;20;8;12;88;35;53;124;17;6.7;58;81.1;75.7
328;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;270;201;189;163;126;37;26;18;8;0;0;100;23;9;14;77;33;44;89;12;6.1;69;74.5;70.0
329;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;291;220;211;182;137;45;29;24;5;0;0;107;22;10;12;86;38;48;104;9;4.0;71;75.7;72.6
330;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;306;239;229;195;147;48;33;28;5;0;0;115;24;9;15;91;41;50;114;11;4.5;67;78.1;74.6
331;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024;316;250;240;207;156;51;32;27;5;1;0;118;24;9;15;94;42;53;122;10;4.0;67;79.0;75.8
332;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2021;1345;650;619;500;420;80;119;92;24;3;0;331;112;50;63;219;100;118;288;31;4.8;695;48.3;46.0
333;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2022;1422;726;695;562;467;95;133;105;24;4;0;377;111;47;64;267;125;141;318;30;4.1;696;51.0;48.9
334;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2023;1479;755;731;600;494;105;132;102;26;4;0;391;122;50;72;269;124;145;340;24;3.2;724;51.1;49.4
335;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2024;1472;768;742;611;505;106;131;102;25;3;0;406;125;55;70;281;127;154;336;27;3.5;703;52.2;50.4
336;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;388;294;279;229;186;43;50;38;11;2;0;141;42;18;24;99;44;55;139;15;5.0;94;75.8;72.0
337;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;400;309;299;250;207;43;50;39;11;0;0;148;38;13;25;111;52;58;151;10;3.2;91;77.3;74.8
338;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;412;321;312;262;213;50;50;35;14;1;0;154;39;10;29;115;49;66;158;9;2.9;91;77.9;75.6
339;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024;400;315;303;256;209;48;47;36;11;0;0;149;34;12;22;115;48;67;154;12;3.9;84;78.9;75.8
340;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;494;309;294;246;218;28;48;38;9;1;0;155;49;17;32;105;48;58;139;15;4.9;185;62.6;59.6
341;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;540;357;341;286;244;42;55;42;11;2;0;187;52;20;32;136;61;75;154;16;4.4;183;66.1;63.2
342;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;551;367;356;300;257;43;56;44;11;1;0;189;53;19;34;136;65;71;167;11;3.0;184;66.6;64.6
343;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024;558;379;367;310;266;44;57;45;11;1;0;204;57;20;37;147;69;78;163;12;3.1;179;68.0;65.8
344;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;463;47;45;25;16;9;21;16;3;1;0;36;21;15;6;15;9;6;10;1;3.1;416;10.1;9.8
345;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;482;59;55;26;17;10;29;25;2;2;0;41;21;14;7;20;12;8;14;4;7.5;422;12.3;11.4
346;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;516;67;63;37;24;13;26;23;1;2;0;48;30;21;9;18;10;8;15;4;6.1;448;13.1;12.3
347;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024;515;74;71;44;30;15;27;21;4;2;0;53;34;24;11;19;10;9;18;3;3.5;440;14.4;13.9
348;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;691;303;271;235;146;90;36;26;9;1;0;161;82;43;39;79;38;40;110;31;10.4;388;43.8;39.3
349;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;731;329;304;262;153;110;41;34;6;1;0;177;88;48;40;88;46;42;127;26;7.8;402;45.0;41.5
350;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;784;380;355;309;169;140;46;35;9;2;0;205;102;55;48;103;50;52;150;26;6.7;404;48.5;45.3
351;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;747;368;343;300;168;132;43;33;8;2;0;198;98;54;44;100;51;49;145;25;6.8;379;49.3;45.9
352;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;829;517;484;421;288;132;63;49;12;2;0;285;109;51;58;175;85;90;199;33;6.4;313;62.3;58.4
353;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;861;559;532;459;309;150;73;57;14;2;0;312;99;47;53;213;105;108;220;27;4.8;302;64.9;61.8
354;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;919;604;573;503;335;168;69;55;12;3;0;337;117;54;64;219;100;119;236;32;5.2;314;65.8;62.3
355;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;917;598;566;499;336;163;67;56;10;2;0;337;115;52;63;222;105;117;229;32;5.3;319;65.2;61.7
356;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2021;562;394;376;310;228;82;67;54;12;0;0;184;47;22;24;138;53;84;192;17;4.4;169;70.0;66.9
357;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2022;628;458;441;367;276;91;74;62;11;2;0;220;48;24;25;172;69;103;221;17;3.8;170;73.0;70.2
358;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2023;645;473;452;373;278;95;80;66;13;0;0;228;50;24;26;178;73;104;225;20;4.3;172;73.3;70.1
359;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2024;690;515;494;410;307;103;84;67;15;2;0;245;55;26;29;190;72;118;248;21;4.1;175;74.7;71.6
360;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;22;8;7;6;3;3;1;0;0;0;0;3;0;0;0;3;2;1;4;1;;14;;
361;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;26;10;8;7;3;4;1;1;0;0;0;6;2;2;1;3;2;1;3;2;;16;;
362;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;28;12;11;10;5;5;1;1;0;0;0;5;2;0;2;3;1;2;6;1;;16;;
363;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;27;13;12;10;5;5;1;1;0;0;0;5;1;1;0;4;2;2;6;1;;14;;
364;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2021;959;599;558;458;329;129;99;71;27;1;0;189;69;41;29;120;38;82;368;41;6.9;360;62.5;58.2
365;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2022;1011;654;620;502;351;151;118;94;22;2;0;211;72;42;30;139;50;89;409;34;5.2;358;64.6;61.3
366;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2023;1077;716;678;556;381;175;122;94;25;3;0;235;85;51;35;149;48;101;443;38;5.3;361;66.5;62.9
367;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2024;1065;716;681;563;392;171;118;91;25;2;0;238;84;44;39;154;49;106;443;36;5.0;348;67.3;63.9
368;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2021;102;69;59;54;10;44;5;5;0;0;0;39;25;16;10;13;6;7;20;10;15.2;33;67.9;57.6
369;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2022;99;76;67;62;8;54;5;5;0;0;0;46;31;20;12;14;8;7;21;9;11.9;24;76.2;67.1
370;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2023;119;95;84;78;11;68;6;5;0;1;0;59;37;24;13;22;11;10;25;11;11.7;24;79.9;70.5
371;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2024;108;84;74;67;12;55;8;7;0;1;0;49;33;19;14;16;8;8;25;10;12.1;23;78.3;68.8
372;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2021;222;181;167;148;99;49;19;13;6;0;0;47;13;5;8;34;9;25;120;14;7.5;41;81.3;75.2
373;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2022;249;203;191;164;110;54;27;23;5;0;0;52;10;5;5;42;14;27;140;11;5.7;46;81.5;76.9
374;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2023;273;228;213;183;122;62;30;24;5;0;0;58;12;5;7;46;12;34;155;15;6.7;45;83.6;78.0
375;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2024;274;232;220;193;131;62;27;22;5;0;0;57;11;5;7;46;12;34;163;12;5.1;42;84.6;80.3
376;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2021;110;89;81;75;43;32;6;6;0;0;0;24;9;4;5;15;4;11;57;8;8.9;21;80.9;73.7
377;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2022;125;102;95;85;50;35;10;9;1;0;0;30;6;3;3;24;9;14;65;7;6.7;23;81.8;76.3
378;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2023;133;110;101;90;51;39;11;9;1;0;0;31;7;2;4;24;7;18;70;10;8.7;22;83.1;75.9
379;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2024;138;116;108;98;59;39;10;9;1;0;0;30;7;3;4;23;7;16;78;8;6.6;22;83.8;78.3
380;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2021;112;92;86;73;57;17;13;7;6;0;0;23;4;2;2;19;5;14;63;6;6.2;20;81.8;76.7
381;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2022;124;101;96;79;60;18;18;14;3;0;0;22;4;2;2;18;5;13;74;5;4.6;23;81.3;77.6
382;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2023;141;118;112;93;71;23;19;15;4;0;0;27;5;3;3;22;5;17;85;6;4.7;23;83.9;80.0
383;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2024;136;116;112;95;72;22;17;14;4;0;0;26;4;2;2;22;5;18;86;4;3.5;20;85.5;82.5
384;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2021;635;349;332;257;220;36;75;54;20;1;0;103;31;19;11;72;22;50;229;17;4.9;286;55.0;52.3
385;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2022;663;375;362;276;233;44;86;66;17;2;0;114;30;17;13;83;28;55;248;14;3.6;288;56.6;54.5
386;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2023;684;392;381;294;249;46;86;65;19;2;0;118;36;22;15;81;25;56;263;12;3.0;292;57.3;55.6
387;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2024;683;400;386;304;249;54;83;62;20;1;0;132;39;21;19;92;29;64;254;14;3.5;283;58.6;56.6
388;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2021;180;145;137;108;91;17;29;18;10;1;0;30;7;3;4;23;5;17;107;8;5.8;35;80.7;76.1
389;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2022;178;147;143;112;94;19;31;24;7;0;0;32;6;2;4;26;9;17;111;4;2.5;31;82.5;80.5
390;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2023;177;145;140;110;94;16;30;20;10;0;0;27;5;3;2;22;5;17;113;5;3.3;31;82.3;79.6
391;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2024;178;149;145;116;93;23;28;19;9;0;0;34;7;3;4;27;7;20;111;5;3.2;29;83.9;81.2
392;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2021;234;172;165;133;120;13;32;24;7;0;0;50;10;5;5;40;11;29;115;8;4.4;62;73.6;70.4
393;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2022;256;191;184;149;131;18;35;26;8;0;0;58;12;6;6;46;13;32;126;7;3.6;65;74.4;71.7
394;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2023;259;200;195;160;139;20;35;27;8;0;0;59;12;6;6;47;14;33;136;5;2.3;59;77.1;75.3
395;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2024;266;205;198;161;140;21;37;28;9;0;0;69;12;4;8;57;18;39;129;7;3.4;61;77.1;74.4
396;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2021;220;31;30;16;9;6;15;11;3;0;0;23;13;11;3;10;6;4;7;1;3.2;189;14.1;13.7
397;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2022;230;38;35;15;8;7;20;16;2;1;0;24;12;8;4;12;6;6;11;3;8.3;192;16.6;15.2
398;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2023;249;47;45;24;15;9;21;18;1;2;0;31;19;13;6;12;6;6;14;2;5.0;202;19.0;18.1
399;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2024;238;45;43;26;16;10;18;14;3;1;0;28;20;13;6;9;3;5;15;2;4.4;193;19.0;18.2
400;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;311;160;145;116;79;37;29;21;8;0;0;55;26;16;10;29;10;19;89;15;9.6;151;51.6;46.6
401;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;332;179;166;136;87;49;30;25;4;1;0;64;28;15;12;37;12;25;101;13;7.1;154;53.8;49.9
402;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;361;207;195;161;97;64;34;26;7;1;0;75;32;20;12;43;17;26;120;12;5.6;155;57.2;54.0
403;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;332;195;182;152;93;59;30;24;6;1;0;68;30;16;14;38;13;24;114;13;6.6;137;58.8;54.9
404;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2021;387;256;240;201;145;55;39;28;10;1;0;84;29;17;13;55;19;36;155;16;6.2;131;66.2;62.0
405;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2022;391;265;253;205;143;62;48;37;10;1;0;88;31;19;12;57;21;35;165;12;4.5;126;67.7;64.7
406;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2023;424;292;275;230;157;73;45;35;8;1;0;97;36;21;15;61;18;43;178;17;5.9;131;69.0;65.0
407;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2024;416;282;269;229;162;68;40;33;7;1;0;98;34;18;16;64;20;44;171;12;4.4;134;67.8;64.8
408;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2021;251;177;168;138;103;35;31;22;9;0;0;48;14;7;6;34;8;26;120;9;5.0;74;70.7;67.1
409;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2022;279;206;197;158;120;38;39;31;8;1;0;57;12;7;6;44;16;28;141;9;4.2;73;73.8;70.7
410;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2023;280;211;202;159;124;36;43;33;9;0;0;61;16;10;6;45;13;32;141;9;4.1;69;75.3;72.2
411;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2024;308;235;224;178;135;43;46;33;12;1;0;70;19;10;9;51;14;37;155;10;4.4;73;76.2;72.8
412;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2021;10;5;5;4;2;2;1;0;0;0;0;1;0;0;0;1;1;1;3;1;;5;;
413;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2022;9;5;4;3;1;2;1;1;0;0;0;2;1;1;0;1;1;0;2;1;;5;;
414;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2023;12;6;6;5;3;2;1;1;0;0;0;2;1;0;1;1;0;1;4;0;;6;;
415;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2024;9;5;5;4;2;2;1;1;0;0;0;2;1;0;0;1;0;0;3;0;;4;;
416;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2021;1146;622;581;514;336;178;67;58;7;2;0;443;169;76;93;274;141;134;138;42;6.7;523;54.3;50.7
417;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2022;1235;703;665;593;389;204;72;61;9;3;0;504;167;78;89;337;171;166;162;38;5.4;531;57.0;53.9
418;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2023;1299;754;713;639;407;232;74;63;9;2;0;540;187;82;105;353;176;177;174;41;5.4;545;58.0;54.9
419;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2024;1316;777;734;656;424;232;78;67;7;4;0;548;186;88;98;362;182;180;186;43;5.6;539;59.1;55.8
420;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;141;109;94;91;15;76;4;3;0;0;0;78;53;33;20;25;14;11;16;14;13.3;32;77.3;67.0
421;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;159;118;107;103;17;85;4;4;0;0;0;86;55;33;21;32;17;15;20;11;9.4;41;74.4;67.4
422;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;174;141;127;122;18;103;6;5;0;0;0;107;67;43;25;40;17;22;20;14;9.9;33;81.2;73.1
423;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;177;142;126;121;17;104;5;5;0;1;0;104;68;42;26;37;19;18;22;15;10.9;36;79.9;71.2
424;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;295;213;200;179;121;58;20;18;2;0;0;137;34;12;22;103;48;55;63;13;6.1;82;72.1;67.7
425;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;318;235;225;205;137;68;20;18;2;1;0;154;32;15;17;122;57;65;71;10;4.3;83;74.0;70.8
426;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;330;249;235;212;143;70;23;21;2;0;0;159;34;10;23;126;60;66;76;14;5.6;81;75.5;71.2
427;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;350;267;252;227;151;77;25;22;2;1;0;169;32;12;20;137;65;72;83;15;5.6;83;76.4;72.1
428;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;137;103;97;89;51;38;7;7;0;0;0;60;15;5;10;45;20;25;36;6;6.3;34;75.3;70.6
429;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;151;116;110;101;61;41;9;8;0;0;0;68;14;6;7;54;25;30;42;6;5.2;35;76.8;72.8
430;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;164;128;119;110;66;44;9;9;0;0;0;72;15;4;10;57;25;33;47;9;6.9;37;77.8;72.4
431;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;169;134;125;115;67;48;10;9;1;0;0;78;13;5;8;65;28;37;47;9;6.8;36;78.9;73.6
432;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;158;110;103;90;70;21;13;11;2;0;0;77;19;7;12;58;28;29;26;7;5.9;48;69.4;65.3
433;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;167;119;115;103;76;27;12;10;2;0;0;86;18;8;10;68;33;35;29;4;3.5;48;71.5;69.0
