ID;Geslacht;Onderwijssoort;Leerjaar;Regiokenmerken;Perioden;AantalLeerlingen_1
2418;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Flevoland (PV);2021/'22;910.0
2419;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Flevoland (PV);2022/'23;920.0
2420;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Flevoland (PV);2023/'24;910.0
2421;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Flevoland (PV);2024/'25;890.0
2422;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2011/'12;4930.0
2423;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2012/'13;5010.0
2424;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2013/'14;4900.0
2425;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2014/'15;4890.0
2426;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2015/'16;4910.0
2427;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2016/'17;5210.0
2428;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2017/'18;5340.0
2429;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2018/'19;5240.0
2430;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2019/'20;5220.0
2431;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2020/'21;5100.0
2432;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2021/'22;4900.0
2433;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2022/'23;4880.0
2434;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2023/'24;4730.0
2435;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gelderland (PV);2024/'25;4440.0
2436;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2011/'12;3370.0
2437;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2012/'13;3260.0
2438;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2013/'14;3430.0
2439;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2014/'15;3390.0
2440;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2015/'16;3500.0
2441;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2016/'17;3810.0
2442;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2017/'18;3760.0
2443;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2018/'19;4060.0
2444;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2019/'20;4210.0
2445;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2020/'21;4430.0
2446;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2021/'22;4450.0
2447;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2022/'23;4250.0
2448;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2023/'24;4240.0
2449;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (PV);2024/'25;4110.0
2450;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2011/'12;6230.0
2451;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2012/'13;6150.0
2452;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2013/'14;6300.0
2453;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2014/'15;6640.0
2454;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2015/'16;6990.0
2455;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2016/'17;7380.0
2456;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2017/'18;7560.0
2457;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2018/'19;7580.0
2458;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2019/'20;7650.0
2459;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2020/'21;7800.0
2460;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2021/'22;7840.0
2461;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2022/'23;7960.0
2462;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2023/'24;7820.0
2463;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Holland (PV);2024/'25;7820.0
2464;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2011/'12;8220.0
2465;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2012/'13;7960.0
2466;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2013/'14;7980.0
2467;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2014/'15;8120.0
2468;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2015/'16;7940.0
2469;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2016/'17;8420.0
2470;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2017/'18;8910.0
2471;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2018/'19;8970.0
2472;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2019/'20;9140.0
2473;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2020/'21;9130.0
2474;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2021/'22;9220.0
2475;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2022/'23;8940.0
2476;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2023/'24;8870.0
2477;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zuid-Holland (PV);2024/'25;8790.0
2478;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2011/'12;760.0
2479;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2012/'13;800.0
2480;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2013/'14;710.0
2481;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2014/'15;780.0
2482;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2015/'16;700.0
2483;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2016/'17;760.0
2484;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2017/'18;770.0
2485;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2018/'19;710.0
2486;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2019/'20;680.0
2487;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2020/'21;750.0
2488;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2021/'22;700.0
2489;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2022/'23;640.0
2490;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2023/'24;550.0
2491;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Zeeland (PV);2024/'25;560.0
2492;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2011/'12;6030.0
2493;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2012/'13;5730.0
2494;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2013/'14;5470.0
2495;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2014/'15;5680.0
2496;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2015/'16;5550.0
2497;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2016/'17;5820.0
2498;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2017/'18;5760.0
2499;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2018/'19;5640.0
2500;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2019/'20;5860.0
2501;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2020/'21;5810.0
2502;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2021/'22;5630.0
2503;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2022/'23;5370.0
2504;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2023/'24;5490.0
2505;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Noord-Brabant (PV);2024/'25;4980.0
2506;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2011/'12;2620.0
2507;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2012/'13;2470.0
2508;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2013/'14;2450.0
2509;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2014/'15;2480.0
2510;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2015/'16;2490.0
2511;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2016/'17;2550.0
2512;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2017/'18;2540.0
2513;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2018/'19;2490.0
2514;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2019/'20;2370.0
2515;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2020/'21;2440.0
2516;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2021/'22;2280.0
2517;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2022/'23;2040.0
2518;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2023/'24;1980.0
2519;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Limburg (PV);2024/'25;1860.0
2520;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2011/'12;90.0
2521;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2012/'13;90.0
2522;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2013/'14;90.0
2523;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2014/'15;90.0
2524;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2015/'16;100.0
2525;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2016/'17;90.0
2526;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2017/'18;100.0
2527;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2018/'19;110.0
2528;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2019/'20;110.0
2529;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2020/'21;90.0
2530;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2021/'22;120.0
2531;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2022/'23;90.0
2532;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2023/'24;110.0
2533;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Niet in te delen (PV);2024/'25;110.0
2534;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2011/'12;1400.0
2535;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2012/'13;1430.0
2536;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2013/'14;1440.0
2537;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2014/'15;1540.0
2538;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2015/'16;1640.0
2539;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2016/'17;1760.0
2540;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2017/'18;1790.0
2541;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2018/'19;1800.0
2542;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2019/'20;1920.0
2543;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2020/'21;1950.0
2544;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2021/'22;1970.0
2545;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2022/'23;2160.0
2546;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2023/'24;2240.0
2547;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Amsterdam;2024/'25;2320.0
2548;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2011/'12;980.0
2549;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2012/'13;900.0
2550;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2013/'14;1010.0
2551;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2014/'15;1030.0
2552;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2015/'16;1040.0
2553;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2016/'17;1170.0
2554;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2017/'18;1240.0
2555;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2018/'19;1320.0
2556;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2019/'20;1490.0
2557;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2020/'21;1450.0
2558;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2021/'22;1480.0
2559;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2022/'23;1480.0
2560;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2023/'24;1500.0
2561;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;'s-Gravenhage (gemeente);2024/'25;1510.0
2562;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2011/'12;980.0
2563;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2012/'13;960.0
2564;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2013/'14;930.0
2565;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2014/'15;960.0
2566;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2015/'16;910.0
2567;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2016/'17;1030.0
2568;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2017/'18;1120.0
2569;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2018/'19;1190.0
2570;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2019/'20;1120.0
2571;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2020/'21;1270.0
2572;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2021/'22;1340.0
2573;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2022/'23;1220.0
2574;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2023/'24;1270.0
2575;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Rotterdam;2024/'25;1230.0
2576;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2011/'12;620.0
2577;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2012/'13;540.0
2578;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2013/'14;660.0
2579;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2014/'15;630.0
2580;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2015/'16;630.0
2581;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2016/'17;760.0
2582;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2017/'18;730.0
2583;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2018/'19;840.0
2584;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2019/'20;870.0
2585;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2020/'21;1020.0
2586;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2021/'22;1020.0
2587;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2022/'23;1070.0
2588;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2023/'24;1080.0
2589;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Utrecht (gemeente);2024/'25;1130.0
2590;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2011/'12;3980.0
2591;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2012/'13;3830.0
2592;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2013/'14;4050.0
2593;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2014/'15;4150.0
2594;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2015/'16;4220.0
2595;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2016/'17;4710.0
2596;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2017/'18;4890.0
2597;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2018/'19;5150.0
2598;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2019/'20;5400.0
2599;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2020/'21;5690.0
2600;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2021/'22;5810.0
2601;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2022/'23;5930.0
2602;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2023/'24;6080.0
2603;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Vier grootste gemeenten (G4);2024/'25;6180.0
2604;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;7190.0
2605;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;7330.0
2606;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;7330.0
2607;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;8340.0
2608;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;8580.0
2609;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;9250.0
2610;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;9250.0
2611;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;9530.0
2612;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;9670.0
2613;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;10140.0
2614;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;9930.0
2615;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;9710.0
2616;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;9690.0
2617;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten >= 100 000 inwoners (excl. G4);2024/'25;9550.0
2618;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2011/'12;27820.0
2619;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2012/'13;26910.0
2620;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2013/'14;26440.0
2621;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2014/'15;25950.0
2622;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2015/'16;25780.0
2623;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2016/'17;26950.0
2624;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2017/'18;27560.0
2625;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2018/'19;27070.0
2626;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2019/'20;26930.0
2627;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2020/'21;26920.0
2628;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2021/'22;26110.0
2629;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2022/'23;25170.0
2630;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2023/'24;24420.0
2631;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;Gemeenten < 100 000 inwoners;2024/'25;23060.0
2632;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2011/'12;90.0
2633;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2012/'13;90.0
2634;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2013/'14;90.0
2635;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2014/'15;90.0
2636;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2015/'16;100.0
2637;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2016/'17;90.0
2638;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2017/'18;100.0
2639;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2018/'19;110.0
2640;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2019/'20;110.0
2641;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2020/'21;90.0
2642;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2021/'22;120.0
2643;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2022/'23;90.0
2644;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2023/'24;110.0
2645;Totaal mannen en vrouwen;Totaal leerlingen;Leerjaar 6;"Gemeenten; niet in te delen";2024/'25;110.0
2646;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2011/'12;921930.0
2647;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2012/'13;933090.0
2648;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2013/'14;944890.0
2649;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2014/'15;955800.0
2650;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2015/'16;965560.0
2651;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2016/'17;965700.0
2652;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2017/'18;955700.0
2653;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2018/'19;939020.0
2654;Totaal mannen en vrouwen;Totaal vmbo/havo/vwo;Totaal leerjaren;Nederland;2019/'20;921210.0
