ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
2314;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;47.0;22.0;12.0;19.0
2315;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;50.0;22.0;6.0;22.0
2316;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;51.0;20.0;8.0;20.0
2317;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;50.0;20.0;10.0;20.0
2318;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;50.0;20.0;11.0;19.0
2319;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;47.0;22.0;11.0;19.0
2320;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;51.0;21.0;6.0;22.0
2321;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;53.0;20.0;7.0;19.0
2322;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;53.0;20.0;9.0;18.0
2323;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;51.0;21.0;10.0;19.0
2324;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;49.0;22.0;10.0;19.0
2325;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;52.0;21.0;5.0;23.0
2326;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;54.0;19.0;6.0;21.0
2327;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;53.0;19.0;8.0;20.0
2328;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;53.0;19.0;9.0;20.0
2329;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;50.0;21.0;10.0;20.0
2330;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;52.0;18.0;4.0;25.0
2331;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;53.0;17.0;7.0;23.0
2332;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;53.0;17.0;8.0;22.0
2333;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;53.0;18.0;9.0;21.0
2334;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;50.0;19.0;9.0;22.0
2335;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;54.0;17.0;5.0;25.0
2336;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;57.0;15.0;6.0;23.0
2337;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;56.0;15.0;7.0;22.0
2338;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;54.0;16.0;8.0;23.0
2339;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;51.0;17.0;8.0;23.0
2340;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;50.0;16.0;4.0;31.0
2341;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;55.0;14.0;5.0;26.0
2342;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;56.0;14.0;6.0;25.0
2343;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;53.0;15.0;7.0;25.0
2344;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;50.0;17.0;7.0;25.0
2345;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;49.0;13.0;3.0;36.0
2346;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;55.0;12.0;4.0;29.0
2347;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;55.0;12.0;5.0;27.0
2348;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;54.0;13.0;6.0;27.0
2349;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;51.0;15.0;7.0;27.0
2350;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;46.0;12.0;2.0;40.0
2351;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;54.0;12.0;3.0;31.0
2352;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;54.0;12.0;4.0;29.0
2353;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;55.0;12.0;6.0;27.0
2354;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;53.0;14.0;6.0;27.0
2355;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;30.0;7.0;1.0;62.0
2356;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;50.0;9.0;2.0;38.0
2357;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;53.0;11.0;3.0;33.0
2358;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;54.0;11.0;3.0;31.0
2359;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;53.0;13.0;4.0;30.0
2360;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
2361;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;35.0;4.0;2.0;59.0
2362;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;51.0;7.0;2.0;40.0
2363;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;52.0;10.0;3.0;36.0
2364;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;51.0;11.0;3.0;34.0
2365;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
2366;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
2367;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;32.0;4.0;1.0;63.0
2368;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;50.0;8.0;2.0;41.0
2369;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;50.0;9.0;2.0;39.0
2370;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
2371;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
2372;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
2373;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;32.0;5.0;1.0;62.0
2374;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;49.0;9.0;1.0;41.0
2375;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
2376;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
2377;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
2378;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
2379;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;37.0;6.0;1.0;56.0
2380;Turkije;Mannen;Vestigingsjaar 1990;1999;100.0;69.0;15.0;7.0;9.0
2381;Turkije;Mannen;Vestigingsjaar 1990;2000;100.0;70.0;14.0;7.0;9.0
2382;Turkije;Mannen;Vestigingsjaar 1990;2001;100.0;72.0;12.0;7.0;8.0
2383;Turkije;Mannen;Vestigingsjaar 1990;2002;100.0;71.0;12.0;9.0;8.0
2384;Turkije;Mannen;Vestigingsjaar 1990;2003;100.0;66.0;15.0;10.0;9.0
2385;Turkije;Mannen;Vestigingsjaar 1991;1999;100.0;70.0;15.0;6.0;9.0
2386;Turkije;Mannen;Vestigingsjaar 1991;2000;100.0;72.0;12.0;8.0;8.0
2387;Turkije;Mannen;Vestigingsjaar 1991;2001;100.0;72.0;12.0;9.0;8.0
2388;Turkije;Mannen;Vestigingsjaar 1991;2002;100.0;69.0;13.0;9.0;9.0
2389;Turkije;Mannen;Vestigingsjaar 1991;2003;100.0;66.0;15.0;10.0;9.0
2390;Turkije;Mannen;Vestigingsjaar 1992;1999;100.0;69.0;15.0;5.0;10.0
2391;Turkije;Mannen;Vestigingsjaar 1992;2000;100.0;71.0;13.0;6.0;9.0
2392;Turkije;Mannen;Vestigingsjaar 1992;2001;100.0;73.0;12.0;7.0;8.0
2393;Turkije;Mannen;Vestigingsjaar 1992;2002;100.0;71.0;13.0;8.0;9.0
2394;Turkije;Mannen;Vestigingsjaar 1992;2003;100.0;68.0;15.0;8.0;9.0
2395;Turkije;Mannen;Vestigingsjaar 1993;1999;100.0;69.0;15.0;3.0;12.0
2396;Turkije;Mannen;Vestigingsjaar 1993;2000;100.0;72.0;13.0;4.0;10.0
2397;Turkije;Mannen;Vestigingsjaar 1993;2001;100.0;73.0;12.0;5.0;10.0
2398;Turkije;Mannen;Vestigingsjaar 1993;2002;100.0;72.0;12.0;6.0;10.0
2399;Turkije;Mannen;Vestigingsjaar 1993;2003;100.0;67.0;15.0;7.0;11.0
2400;Turkije;Mannen;Vestigingsjaar 1994;1999;100.0;65.0;16.0;5.0;14.0
2401;Turkije;Mannen;Vestigingsjaar 1994;2000;100.0;67.0;14.0;6.0;12.0
2402;Turkije;Mannen;Vestigingsjaar 1994;2001;100.0;69.0;13.0;6.0;12.0
2403;Turkije;Mannen;Vestigingsjaar 1994;2002;100.0;68.0;13.0;7.0;12.0
2404;Turkije;Mannen;Vestigingsjaar 1994;2003;100.0;66.0;15.0;7.0;13.0
2405;Turkije;Mannen;Vestigingsjaar 1995;1999;100.0;67.0;14.0;5.0;14.0
2406;Turkije;Mannen;Vestigingsjaar 1995;2000;100.0;70.0;12.0;6.0;12.0
2407;Turkije;Mannen;Vestigingsjaar 1995;2001;100.0;71.0;10.0;6.0;13.0
2408;Turkije;Mannen;Vestigingsjaar 1995;2002;100.0;70.0;11.0;6.0;13.0
2409;Turkije;Mannen;Vestigingsjaar 1995;2003;100.0;68.0;12.0;7.0;14.0
2410;Turkije;Mannen;Vestigingsjaar 1996;1999;100.0;62.0;14.0;4.0;20.0
2411;Turkije;Mannen;Vestigingsjaar 1996;2000;100.0;70.0;12.0;4.0;15.0
2412;Turkije;Mannen;Vestigingsjaar 1996;2001;100.0;72.0;9.0;5.0;13.0
2413;Turkije;Mannen;Vestigingsjaar 1996;2002;100.0;69.0;11.0;5.0;15.0
2414;Turkije;Mannen;Vestigingsjaar 1996;2003;100.0;66.0;13.0;6.0;14.0
2415;Turkije;Mannen;Vestigingsjaar 1997;1999;100.0;62.0;12.0;3.0;24.0
2416;Turkije;Mannen;Vestigingsjaar 1997;2000;100.0;70.0;10.0;3.0;17.0
2417;Turkije;Mannen;Vestigingsjaar 1997;2001;100.0;70.0;10.0;4.0;16.0
2418;Turkije;Mannen;Vestigingsjaar 1997;2002;100.0;71.0;9.0;4.0;16.0
2419;Turkije;Mannen;Vestigingsjaar 1997;2003;100.0;67.0;11.0;5.0;17.0
2420;Turkije;Mannen;Vestigingsjaar 1998;1999;100.0;62.0;12.0;3.0;23.0
2421;Turkije;Mannen;Vestigingsjaar 1998;2000;100.0;67.0;11.0;3.0;18.0
2422;Turkije;Mannen;Vestigingsjaar 1998;2001;100.0;69.0;10.0;4.0;17.0
2423;Turkije;Mannen;Vestigingsjaar 1998;2002;100.0;70.0;10.0;5.0;16.0
2424;Turkije;Mannen;Vestigingsjaar 1998;2003;100.0;68.0;12.0;5.0;16.0
2425;Turkije;Mannen;Vestigingsjaar 1999;1999;100.0;45.0;9.0;2.0;45.0
2426;Turkije;Mannen;Vestigingsjaar 1999;2000;100.0;67.0;10.0;2.0;22.0
2427;Turkije;Mannen;Vestigingsjaar 1999;2001;100.0;69.0;11.0;2.0;18.0
2428;Turkije;Mannen;Vestigingsjaar 1999;2002;100.0;69.0;10.0;3.0;18.0
2429;Turkije;Mannen;Vestigingsjaar 1999;2003;100.0;68.0;11.0;3.0;17.0
2430;Turkije;Mannen;Vestigingsjaar 2000;1999;;;;;
2431;Turkije;Mannen;Vestigingsjaar 2000;2000;100.0;48.0;5.0;2.0;45.0
2432;Turkije;Mannen;Vestigingsjaar 2000;2001;100.0;63.0;7.0;3.0;27.0
2433;Turkije;Mannen;Vestigingsjaar 2000;2002;100.0;63.0;8.0;2.0;26.0
2434;Turkije;Mannen;Vestigingsjaar 2000;2003;100.0;62.0;10.0;3.0;25.0
2435;Turkije;Mannen;Vestigingsjaar 2001;1999;;;;;
2436;Turkije;Mannen;Vestigingsjaar 2001;2000;;;;;
2437;Turkije;Mannen;Vestigingsjaar 2001;2001;100.0;44.0;4.0;2.0;50.0
2438;Turkije;Mannen;Vestigingsjaar 2001;2002;100.0;63.0;6.0;2.0;28.0
2439;Turkije;Mannen;Vestigingsjaar 2001;2003;100.0;63.0;8.0;2.0;28.0
2440;Turkije;Mannen;Vestigingsjaar 2002;1999;;;;;
2441;Turkije;Mannen;Vestigingsjaar 2002;2000;;;;;
2442;Turkije;Mannen;Vestigingsjaar 2002;2001;;;;;
2443;Turkije;Mannen;Vestigingsjaar 2002;2002;100.0;45.0;5.0;1.0;49.0
2444;Turkije;Mannen;Vestigingsjaar 2002;2003;100.0;63.0;9.0;1.0;27.0
2445;Turkije;Mannen;Vestigingsjaar 2003;1999;;;;;
2446;Turkije;Mannen;Vestigingsjaar 2003;2000;;;;;
2447;Turkije;Mannen;Vestigingsjaar 2003;2001;;;;;
2448;Turkije;Mannen;Vestigingsjaar 2003;2002;;;;;
2449;Turkije;Mannen;Vestigingsjaar 2003;2003;100.0;50.0;7.0;2.0;41.0
2450;Turkije;Vrouwen;Vestigingsjaar 1990;1999;100.0;32.0;30.0;8.0;30.0
2451;Turkije;Vrouwen;Vestigingsjaar 1990;2000;100.0;33.0;28.0;11.0;28.0
2452;Turkije;Vrouwen;Vestigingsjaar 1990;2001;100.0;31.0;28.0;13.0;29.0
2453;Turkije;Vrouwen;Vestigingsjaar 1990;2002;100.0;32.0;27.0;14.0;27.0
2454;Turkije;Vrouwen;Vestigingsjaar 1990;2003;100.0;32.0;28.0;14.0;26.0
2455;Turkije;Vrouwen;Vestigingsjaar 1991;1999;100.0;33.0;28.0;6.0;32.0
2456;Turkije;Vrouwen;Vestigingsjaar 1991;2000;100.0;35.0;27.0;9.0;29.0
2457;Turkije;Vrouwen;Vestigingsjaar 1991;2001;100.0;33.0;27.0;11.0;29.0
2458;Turkije;Vrouwen;Vestigingsjaar 1991;2002;100.0;35.0;26.0;12.0;27.0
2459;Turkije;Vrouwen;Vestigingsjaar 1991;2003;100.0;32.0;28.0;13.0;28.0
2460;Turkije;Vrouwen;Vestigingsjaar 1992;1999;100.0;37.0;26.0;7.0;31.0
2461;Turkije;Vrouwen;Vestigingsjaar 1992;2000;100.0;39.0;26.0;8.0;28.0
2462;Turkije;Vrouwen;Vestigingsjaar 1992;2001;100.0;38.0;26.0;10.0;26.0
2463;Turkije;Vrouwen;Vestigingsjaar 1992;2002;100.0;36.0;27.0;11.0;27.0
2464;Turkije;Vrouwen;Vestigingsjaar 1992;2003;100.0;33.0;28.0;11.0;27.0
2465;Turkije;Vrouwen;Vestigingsjaar 1993;1999;100.0;36.0;26.0;6.0;32.0
2466;Turkije;Vrouwen;Vestigingsjaar 1993;2000;100.0;38.0;24.0;8.0;30.0
2467;Turkije;Vrouwen;Vestigingsjaar 1993;2001;100.0;36.0;24.0;10.0;29.0
2468;Turkije;Vrouwen;Vestigingsjaar 1993;2002;100.0;36.0;24.0;11.0;28.0
2469;Turkije;Vrouwen;Vestigingsjaar 1993;2003;100.0;34.0;26.0;12.0;28.0
2470;Turkije;Vrouwen;Vestigingsjaar 1994;1999;100.0;40.0;20.0;4.0;35.0
2471;Turkije;Vrouwen;Vestigingsjaar 1994;2000;100.0;39.0;20.0;7.0;34.0
2472;Turkije;Vrouwen;Vestigingsjaar 1994;2001;100.0;38.0;21.0;10.0;31.0
2473;Turkije;Vrouwen;Vestigingsjaar 1994;2002;100.0;39.0;22.0;10.0;29.0
2474;Turkije;Vrouwen;Vestigingsjaar 1994;2003;100.0;36.0;24.0;10.0;30.0
2475;Turkije;Vrouwen;Vestigingsjaar 1995;1999;100.0;41.0;20.0;4.0;35.0
2476;Turkije;Vrouwen;Vestigingsjaar 1995;2000;100.0;43.0;18.0;6.0;33.0
2477;Turkije;Vrouwen;Vestigingsjaar 1995;2001;100.0;41.0;19.0;8.0;32.0
2478;Turkije;Vrouwen;Vestigingsjaar 1995;2002;100.0;38.0;20.0;9.0;32.0
2479;Turkije;Vrouwen;Vestigingsjaar 1995;2003;100.0;35.0;22.0;10.0;32.0
2480;Turkije;Vrouwen;Vestigingsjaar 1996;1999;100.0;38.0;17.0;3.0;41.0
2481;Turkije;Vrouwen;Vestigingsjaar 1996;2000;100.0;42.0;16.0;5.0;36.0
2482;Turkije;Vrouwen;Vestigingsjaar 1996;2001;100.0;41.0;18.0;7.0;35.0
2483;Turkije;Vrouwen;Vestigingsjaar 1996;2002;100.0;39.0;19.0;9.0;34.0
2484;Turkije;Vrouwen;Vestigingsjaar 1996;2003;100.0;36.0;21.0;9.0;35.0
2485;Turkije;Vrouwen;Vestigingsjaar 1997;1999;100.0;36.0;14.0;3.0;47.0
2486;Turkije;Vrouwen;Vestigingsjaar 1997;2000;100.0;42.0;14.0;5.0;40.0
2487;Turkije;Vrouwen;Vestigingsjaar 1997;2001;100.0;41.0;15.0;6.0;38.0
2488;Turkije;Vrouwen;Vestigingsjaar 1997;2002;100.0;39.0;17.0;8.0;36.0
2489;Turkije;Vrouwen;Vestigingsjaar 1997;2003;100.0;37.0;19.0;8.0;36.0
2490;Turkije;Vrouwen;Vestigingsjaar 1998;1999;100.0;31.0;12.0;1.0;56.0
2491;Turkije;Vrouwen;Vestigingsjaar 1998;2000;100.0;42.0;13.0;3.0;43.0
2492;Turkije;Vrouwen;Vestigingsjaar 1998;2001;100.0;41.0;14.0;4.0;41.0
2493;Turkije;Vrouwen;Vestigingsjaar 1998;2002;100.0;42.0;14.0;6.0;38.0
2494;Turkije;Vrouwen;Vestigingsjaar 1998;2003;100.0;40.0;16.0;6.0;37.0
2495;Turkije;Vrouwen;Vestigingsjaar 1999;1999;100.0;15.0;5.0;1.0;78.0
2496;Turkije;Vrouwen;Vestigingsjaar 1999;2000;100.0;34.0;9.0;2.0;55.0
2497;Turkije;Vrouwen;Vestigingsjaar 1999;2001;100.0;38.0;11.0;3.0;48.0
2498;Turkije;Vrouwen;Vestigingsjaar 1999;2002;100.0;40.0;12.0;4.0;44.0
2499;Turkije;Vrouwen;Vestigingsjaar 1999;2003;100.0;38.0;15.0;5.0;42.0
2500;Turkije;Vrouwen;Vestigingsjaar 2000;1999;;;;;
2501;Turkije;Vrouwen;Vestigingsjaar 2000;2000;100.0;19.0;4.0;1.0;76.0
2502;Turkije;Vrouwen;Vestigingsjaar 2000;2001;100.0;35.0;8.0;2.0;56.0
2503;Turkije;Vrouwen;Vestigingsjaar 2000;2002;100.0;38.0;11.0;3.0;48.0
2504;Turkije;Vrouwen;Vestigingsjaar 2000;2003;100.0;38.0;13.0;3.0;45.0
2505;Turkije;Vrouwen;Vestigingsjaar 2001;1999;;;;;
2506;Turkije;Vrouwen;Vestigingsjaar 2001;2000;;;;;
2507;Turkije;Vrouwen;Vestigingsjaar 2001;2001;100.0;17.0;4.0;1.0;79.0
2508;Turkije;Vrouwen;Vestigingsjaar 2001;2002;100.0;33.0;9.0;1.0;57.0
2509;Turkije;Vrouwen;Vestigingsjaar 2001;2003;100.0;34.0;11.0;2.0;53.0
2510;Turkije;Vrouwen;Vestigingsjaar 2002;1999;;;;;
2511;Turkije;Vrouwen;Vestigingsjaar 2002;2000;;;;;
2512;Turkije;Vrouwen;Vestigingsjaar 2002;2001;;;;;
2513;Turkije;Vrouwen;Vestigingsjaar 2002;2002;100.0;16.0;4.0;1.0;79.0
2514;Turkije;Vrouwen;Vestigingsjaar 2002;2003;100.0;30.0;10.0;1.0;60.0
2515;Turkije;Vrouwen;Vestigingsjaar 2003;1999;;;;;
2516;Turkije;Vrouwen;Vestigingsjaar 2003;2000;;;;;
2517;Turkije;Vrouwen;Vestigingsjaar 2003;2001;;;;;
2518;Turkije;Vrouwen;Vestigingsjaar 2003;2002;;;;;
2519;Turkije;Vrouwen;Vestigingsjaar 2003;2003;100.0;15.0;5.0;1.0;80.0
2520;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;67.0;5.0;4.0;24.0
2521;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;70.0;4.0;4.0;22.0
2522;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;71.0;3.0;5.0;21.0
2523;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;70.0;4.0;5.0;20.0
2524;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;66.0;7.0;6.0;20.0
2525;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;65.0;6.0;4.0;26.0
2526;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;67.0;5.0;4.0;24.0
2527;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;69.0;4.0;5.0;22.0
2528;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;69.0;4.0;5.0;23.0
2529;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;66.0;6.0;6.0;22.0
2530;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;65.0;6.0;3.0;27.0
2531;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;67.0;5.0;3.0;25.0
2532;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;69.0;4.0;4.0;23.0
2533;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;69.0;4.0;4.0;22.0
2534;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;68.0;5.0;5.0;22.0
2535;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;67.0;4.0;2.0;26.0
2536;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;68.0;4.0;3.0;25.0
2537;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;68.0;4.0;4.0;24.0
2538;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;69.0;4.0;5.0;22.0
2539;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;67.0;5.0;5.0;23.0
2540;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;65.0;3.0;2.0;30.0
2541;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;67.0;3.0;2.0;27.0
2542;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;68.0;3.0;3.0;26.0
2543;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;66.0;4.0;3.0;26.0
2544;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;65.0;5.0;4.0;25.0
2545;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;64.0;3.0;2.0;31.0
2546;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;64.0;4.0;2.0;30.0
2547;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;66.0;3.0;2.0;29.0
2548;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;65.0;4.0;3.0;28.0
2549;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;65.0;5.0;3.0;27.0
2550;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;59.0;3.0;1.0;36.0
2551;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;62.0;3.0;2.0;33.0
2552;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;62.0;3.0;3.0;32.0
2553;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;63.0;3.0;3.0;31.0
2554;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;62.0;4.0;4.0;30.0
2555;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;61.0;2.0;1.0;36.0
2556;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;61.0;2.0;1.0;36.0
2557;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;62.0;2.0;1.0;34.0
2558;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;60.0;3.0;2.0;35.0
2559;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;60.0;3.0;2.0;34.0
2560;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;65.0;1.0;0.0;33.0
2561;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;62.0;1.0;1.0;36.0
2562;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;61.0;2.0;1.0;36.0
2563;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;59.0;3.0;1.0;36.0
2564;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;59.0;3.0;2.0;36.0
2565;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;67.0;0.0;0.0;32.0
2566;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;69.0;1.0;0.0;29.0
2567;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;66.0;1.0;1.0;33.0
2568;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;62.0;2.0;1.0;35.0
2569;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;62.0;3.0;2.0;33.0
2570;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
2571;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;67.0;0.0;0.0;32.0
2572;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;70.0;1.0;1.0;28.0
