ID;Geslacht;Arbeidsduur;Persoonskenmerken;PositieInDeWerkkring;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
1578;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2019;321.0;305.0;37.7;33.3;30.6;16.0
1579;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2020;287.0;267.0;41.2;35.7;32.3;20.0
1580;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2021;278.0;276.0;43.2;37.1;33.3;2.0
1581;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2022;311.0;308.0;46.5;39.2;35.7;3.0
1582;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2023;314.0;312.0;49.2;41.6;38.2;2.0
1583;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2024;313.0;;;;;
1584;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2013;93.0;91.0;41.5;36.0;27.0;2.0
1585;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2014;84.0;82.0;43.1;37.2;28.1;2.0
1586;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2015;86.0;85.0;43.5;37.8;29.0;1.0
1587;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2016;89.0;86.0;45.1;38.9;30.3;2.0
1588;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2017;108.0;99.0;45.5;39.9;30.9;9.0
1589;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2018;116.0;111.0;45.3;38.4;31.6;6.0
1590;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2019;118.0;114.0;45.4;38.7;32.5;4.0
1591;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2020;115.0;107.0;48.6;40.7;34.2;8.0
1592;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2021;97.0;97.0;53.6;44.6;36.7;0.0
1593;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2022;124.0;124.0;54.6;44.6;38.8;0.0
1594;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2023;129.0;129.0;57.6;47.1;41.4;0.0
1595;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2024;131.0;;;;;
1596;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2013;53.0;52.0;43.5;39.2;28.8;1.0
1597;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2014;54.0;53.0;39.8;34.1;27.5;2.0
1598;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2015;44.0;42.0;38.8;34.2;28.2;2.0
1599;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2016;35.0;33.0;41.8;36.6;31.1;2.0
1600;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2017;36.0;34.0;43.3;38.2;32.0;2.0
1601;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2018;33.0;31.0;44.2;37.7;32.1;2.0
1602;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2019;30.0;28.0;47.2;40.6;35.4;2.0
1603;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2020;35.0;33.0;49.0;41.4;35.3;2.0
1604;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2021;46.0;46.0;47.5;40.3;35.9;1.0
1605;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2022;58.0;57.0;49.9;41.4;37.6;0.0
1606;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2023;57.0;57.0;52.0;43.9;39.9;0.0
1607;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2024;60.0;;;;;
1608;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2013;31.0;30.0;26.9;26.9;24.0;1.0
1609;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2014;36.0;35.0;28.3;28.1;24.8;1.0
1610;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2015;30.0;29.0;26.9;26.9;25.1;1.0
1611;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2016;31.0;30.0;28.5;28.7;26.4;1.0
1612;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2017;30.0;29.0;31.8;30.7;28.6;2.0
1613;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2018;29.0;28.0;29.6;28.8;27.8;2.0
1614;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2019;30.0;28.0;28.1;27.5;27.4;2.0
1615;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2020;25.0;24.0;32.4;30.5;29.2;2.0
1616;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2021;23.0;23.0;33.1;30.5;31.1;0.0
1617;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2022;26.0;26.0;34.2;31.4;31.4;0.0
1618;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2023;25.0;25.0;32.4;30.2;33.1;1.0
1619;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2024;25.0;;;;;
1620;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2013;91.0;86.0;22.0;21.6;23.0;5.0
1621;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2014;87.0;83.0;20.8;21.0;23.6;4.0
1622;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2015;89.0;86.0;22.4;22.5;23.6;3.0
1623;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2016;85.0;80.0;24.0;23.4;25.6;5.0
1624;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2017;78.0;71.0;26.0;25.2;26.4;7.0
1625;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2018;69.0;66.0;29.0;26.9;27.7;4.0
1626;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2019;75.0;70.0;29.4;26.9;30.7;5.0
1627;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2020;59.0;54.0;31.4;28.9;31.8;5.0
1628;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2021;42.0;42.0;27.7;25.8;29.7;0.0
1629;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2022;37.0;37.0;25.3;25.0;31.0;0.0
1630;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2023;38.0;38.0;25.1;25.0;32.9;0.0
1631;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Oproep/-invalkracht;2024;37.0;;;;;
1632;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2013;56.0;55.0;25.1;25.1;20.6;2.0
1633;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2014;70.0;66.0;29.1;27.9;24.5;4.0
1634;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2015;73.0;68.0;31.5;29.7;24.1;5.0
1635;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2016;83.0;79.0;29.9;29.0;25.5;5.0
1636;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2017;77.0;73.0;30.0;28.3;25.2;4.0
1637;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2018;73.0;70.0;31.6;29.1;25.6;3.0
1638;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2019;67.0;64.0;33.1;29.9;26.6;3.0
1639;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2020;53.0;49.0;34.9;30.9;28.4;4.0
1640;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2021;66.0;65.0;40.0;34.5;29.9;0.0
1641;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2022;62.0;61.0;46.2;38.9;32.5;2.0
1642;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2023;61.0;60.0;52.1;43.7;35.6;0.0
1643;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Uitzendkracht;2024;57.0;;;;;
1644;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2013;;;;;;
1645;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2014;;;;;;
1646;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2015;;;;;;
1647;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2016;;;;;;
1648;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2017;;;;;;
1649;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2018;;;;;;
1650;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2019;;;;;;
1651;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2020;;;;;;
1652;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2021;3.0;3.0;;;;0.0
1653;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2022;3.0;3.0;;;;0.0
1654;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2023;4.0;4.0;;;;0.0
1655;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Werknemer flex, contract onbekend;2024;3.0;;;;;
1656;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2013;329.0;318.0;40.5;39.2;30.1;11.0
1657;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2014;311.0;299.0;41.0;39.5;32.8;12.0
1658;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2015;294.0;283.0;42.7;41.6;32.0;11.0
1659;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2016;296.0;285.0;46.1;45.1;34.6;12.0
1660;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2017;303.0;283.0;50.9;50.3;37.9;19.0
1661;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2018;285.0;270.0;47.7;46.5;37.4;15.0
1662;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2019;287.0;269.0;50.2;49.1;40.2;18.0
1663;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2020;304.0;279.0;50.9;50.8;39.9;25.0
1664;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2021;308.0;307.0;55.2;54.2;43.0;1.0
1665;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2022;318.0;316.0;61.2;60.1;51.8;1.0
1666;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2023;343.0;339.0;57.0;55.9;46.6;3.0
1667;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige;2024;357.0;;;;;
1668;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2013;185.0;178.0;35.7;35.1;29.6;7.0
1669;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2014;180.0;172.0;36.7;36.2;31.7;7.0
1670;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2015;169.0;162.0;40.0;39.2;32.0;7.0
1671;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2016;168.0;163.0;41.1;40.7;33.6;6.0
1672;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2017;175.0;164.0;43.8;43.7;36.1;11.0
1673;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2018;169.0;159.0;44.4;43.8;36.8;10.0
1674;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2019;179.0;167.0;47.0;46.2;38.2;12.0
1675;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2020;188.0;171.0;47.4;47.8;39.1;17.0
1676;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2021;187.0;186.0;49.0;49.0;40.5;1.0
1677;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2022;199.0;198.0;54.6;54.0;49.0;1.0
1678;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2023;219.0;217.0;51.3;50.8;43.7;3.0
1679;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-eigen arbeid;2024;244.0;;;;;
1680;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2013;46.0;44.0;26.1;25.9;25.3;2.0
1681;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2014;41.0;40.0;27.5;26.8;27.3;1.0
1682;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2015;39.0;38.0;28.0;28.0;25.0;1.0
1683;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2016;39.0;38.0;32.2;32.5;29.8;2.0
1684;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2017;43.0;40.0;48.0;47.4;34.3;3.0
1685;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2018;38.0;36.0;34.9;34.4;31.7;2.0
1686;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2019;33.0;32.0;34.1;33.8;31.1;1.0
1687;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2020;35.0;33.0;35.5;36.8;33.6;2.0
1688;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2021;36.0;36.0;34.1;34.9;32.5;0.0
1689;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2022;34.0;34.0;45.2;45.2;52.7;0.0
1690;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2023;38.0;38.0;43.8;43.7;41.1;0.0
1691;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zzp-producten;2024;32.0;;;;;
1692;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2013;10.0;10.0;;;;0.0
1693;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2014;10.0;10.0;;;;0.0
1694;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2015;8.0;8.0;;;;0.0
1695;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2016;7.0;7.0;;;;0.0
1696;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2017;6.0;6.0;;;;0.0
1697;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2018;6.0;6.0;;;;0.0
1698;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2019;6.0;4.0;;;;1.0
1699;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2020;6.0;5.0;;;;1.0
1700;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2021;3.0;3.0;;;;0.0
1701;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2022;3.0;3.0;;;;0.0
1702;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2023;2.0;2.0;;;;0.0
1703;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Meewerkend gezinslid;2024;3.0;;;;;
1704;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2013;88.0;85.0;59.3;56.2;33.8;3.0
1705;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2014;80.0;77.0;60.0;55.9;38.8;3.0
1706;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2015;77.0;74.0;59.3;56.4;35.8;3.0
1707;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2016;81.0;77.0;65.6;62.7;39.9;4.0
1708;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2017;79.0;74.0;70.2;68.2;44.3;5.0
1709;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2018;72.0;69.0;63.7;60.8;42.2;3.0
1710;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2019;69.0;66.0;67.0;64.6;49.5;3.0
1711;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2020;76.0;70.0;67.3;65.4;44.5;5.0
1712;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2021;82.0;82.0;79.8;75.9;53.7;0.0
1713;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2022;82.0;82.0;85.1;82.1;58.8;0.0
1714;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2023;82.0;82.0;79.0;75.8;57.0;0.0
1715;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige met personeel;2024;79.0;;;;;
1716;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2013;231.0;222.0;33.8;33.2;28.7;8.0
1717;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2014;221.0;213.0;35.0;34.4;30.8;8.0
1718;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2015;208.0;201.0;37.7;37.1;30.7;8.0
1719;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2016;208.0;200.0;39.5;39.2;32.9;7.0
1720;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2017;218.0;204.0;44.6;44.5;35.7;14.0
1721;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2018;207.0;195.0;42.6;42.1;35.9;12.0
1722;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2019;212.0;198.0;44.9;44.3;37.1;14.0
1723;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2020;223.0;204.0;45.4;46.0;38.2;19.0
1724;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2021;223.0;222.0;46.6;46.7;39.2;1.0
1725;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2022;233.0;232.0;53.2;52.7;49.5;1.0
1726;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2023;258.0;255.0;50.2;49.7;43.3;3.0
1727;Totaal mannen en vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;Zelfstandige zonder personeel (zzp);2024;275.0;;;;;
1728;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2013;2044.0;1990.0;50.5;43.1;31.9;54.0
1729;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2014;2045.0;1985.0;51.2;43.9;33.8;61.0
1730;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2015;2066.0;2014.0;51.0;44.6;33.4;53.0
1731;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2016;2094.0;2019.0;52.2;45.6;34.8;75.0
1732;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2017;2103.0;1988.0;52.8;46.3;35.7;115.0
1733;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2018;2099.0;2001.0;55.0;48.1;36.6;98.0
1734;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2019;2085.0;1985.0;57.5;49.7;40.6;100.0
1735;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2020;2048.0;1926.0;59.7;51.3;40.5;122.0
1736;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2021;2020.0;2015.0;63.2;55.0;43.6;5.0
1737;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2022;2007.0;2004.0;68.5;58.5;46.4;3.0
1738;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2023;1976.0;1971.0;71.8;60.6;49.2;5.0
1739;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Totaal;2024;1933.0;;;;;
1740;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2013;1663.0;1620.0;52.8;43.9;31.7;43.0
1741;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2014;1648.0;1601.0;53.1;44.2;32.8;47.0
1742;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2015;1655.0;1614.0;53.3;45.5;33.2;41.0
1743;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2016;1675.0;1614.0;54.2;46.2;34.2;60.0
1744;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2017;1686.0;1594.0;54.7;46.6;34.9;92.0
1745;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2018;1695.0;1620.0;56.4;47.9;35.6;74.0
1746;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2019;1675.0;1598.0;59.3;49.7;38.4;77.0
1747;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2020;1646.0;1551.0;62.1;51.7;39.4;95.0
1748;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2021;1619.0;1615.0;64.3;54.1;42.3;4.0
1749;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2022;1590.0;1588.0;70.1;57.9;44.6;2.0
1750;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2023;1577.0;1575.0;73.3;59.8;47.6;3.0
1751;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer;2024;1537.0;;;;;
1752;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer met vaste arbeidsrelatie;2013;1380.0;1344.0;57.2;46.8;32.3;36.0
1753;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;Werknemer met vaste arbeidsrelatie;2014;1346.0;1309.0;58.1;47.2;33.6;37.0
