ID;Geslacht;TypeZelfstandigeOpStopmoment;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
1526;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;T Huishoudens;2014;0.0
1527;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;T Huishoudens;2015;0.0
1528;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;T Huishoudens;2016;0.0
1529;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;T Huishoudens;2017;0.0
1530;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2008;0.0
1531;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2009;0.0
1532;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2010;0.0
1533;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2011;0.0
1534;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2012;0.0
1535;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2013;0.0
1536;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2014;0.0
1537;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2015;0.0
1538;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2016;0.0
1539;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;U Extraterritoriale organisaties;2017;0.0
1540;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2008;20.7
1541;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2009;21.1
1542;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2010;23.3
1543;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2011;16.1
1544;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2012;14.4
1545;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2013;12.6
1546;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2014;12.5
1547;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2015;10.2
1548;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2016;8.9
1549;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;SBI-code onbekend;2017;8.4
1550;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2008;36.8
1551;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2009;39.7
1552;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2010;49.3
1553;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2011;37.0
1554;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2012;39.5
1555;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2013;41.6
1556;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2014;40.5
1557;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2015;41.5
1558;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2016;40.1
1559;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A-U Alle economische activiteiten;2017;39.1
1560;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2008;0.6
1561;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2009;0.7
1562;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2010;0.7
1563;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2011;0.6
1564;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2012;0.8
1565;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2013;0.9
1566;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2014;0.8
1567;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2015;0.8
1568;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2016;0.8
1569;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2017;0.8
1570;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2008;1.7
1571;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2009;1.9
1572;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2010;2.1
1573;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2011;1.9
1574;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2012;2.7
1575;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2013;3.2
1576;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2014;2.7
1577;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2015;2.6
1578;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2016;2.6
1579;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B-F Nijverheid en energie;2017;2.7
1580;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2008;4.6
1581;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2009;4.8
1582;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2010;4.0
1583;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2011;4.6
1584;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2012;6.1
1585;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2013;6.9
1586;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2014;6.0
1587;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2015;6.0
1588;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2016;6.2
1589;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-I Handel, vervoer en horeca;2017;5.9
1590;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2008;10.3
1591;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2009;10.9
1592;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2010;10.1
1593;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2011;10.8
1594;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2012;13.7
1595;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2013;15.3
1596;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2014;14.0
1597;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2015;14.7
1598;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2016;15.1
1599;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G-N Commerciële dienstverlening;2017;14.9
1600;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2008;3.6
1601;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2009;3.9
1602;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2010;3.8
1603;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2011;4.1
1604;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2012;5.1
1605;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2013;5.7
1606;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2014;5.5
1607;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2015;5.8
1608;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2016;6.2
1609;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M-N Zakelijke dienstverlening;2017;6.4
1610;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2008;5.7
1611;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2009;6.9
1612;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2010;12.7
1613;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2011;7.1
1614;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2012;7.0
1615;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2013;7.8
1616;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2014;8.8
1617;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2015;10.9
1618;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2016;10.0
1619;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-Q Overheid en zorg;2017;9.6
1620;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2008;6.9
1621;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2009;8.3
1622;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2010;14.0
1623;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2011;8.5
1624;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2012;8.8
1625;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2013;9.8
1626;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2014;10.7
1627;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2015;12.9
1628;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2016;12.2
1629;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O-U Niet-commerciële dienstverlening;2017;11.7
1630;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2008;1.2
1631;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2009;1.4
1632;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2010;1.3
1633;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2011;1.4
1634;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2012;1.8
1635;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2013;2.0
1636;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2014;1.9
1637;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2015;2.0
1638;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2016;2.2
1639;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2017;2.2
1640;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2008;0.8
1641;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2009;0.8
1642;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2010;1.0
1643;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2011;0.6
1644;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2012;0.8
1645;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2013;0.8
1646;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2014;0.6
1647;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2015;0.7
1648;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2016;0.7
1649;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;A Landbouw, bosbouw en visserij;2017;0.7
1650;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2008;0.0
1651;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2009;0.0
1652;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2010;0.0
1653;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2011;0.0
1654;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2012;0.0
1655;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2013;0.0
1656;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2014;0.0
1657;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2015;0.0
1658;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2016;0.0
1659;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;B Delfstoffenwinning;2017;0.0
1660;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2008;0.6
1661;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2009;0.6
1662;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2010;0.6
1663;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2011;0.6
1664;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2012;0.8
1665;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2013;0.8
1666;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2014;0.8
1667;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2015;0.7
1668;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2016;0.8
1669;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;C Industrie;2017;0.8
1670;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2008;0.0
1671;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2009;0.0
1672;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2010;0.0
1673;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2011;0.0
1674;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2012;0.0
1675;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2013;0.0
1676;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2014;0.0
1677;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2015;0.0
1678;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2016;0.0
1679;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;D Energievoorziening;2017;0.0
1680;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2008;0.0
1681;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2009;0.0
1682;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2010;0.0
1683;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2011;0.0
1684;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2012;0.0
1685;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2013;0.0
1686;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2014;0.0
1687;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2015;0.0
1688;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2016;0.0
1689;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;E Waterbedrijven en afvalbeheer;2017;0.0
1690;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2008;1.1
1691;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2009;1.3
1692;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2010;1.4
1693;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2011;1.4
1694;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2012;1.9
1695;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2013;2.3
1696;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2014;1.9
1697;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2015;1.8
1698;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2016;1.8
1699;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;F Bouwnijverheid;2017;1.9
1700;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2008;3.0
1701;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2009;2.8
1702;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2010;2.5
1703;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2011;2.8
1704;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2012;3.8
1705;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2013;4.1
1706;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2014;3.9
1707;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2015;3.8
1708;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2016;4.0
1709;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;G Handel;2017;3.6
1710;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2008;0.7
1711;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2009;1.0
1712;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2010;0.7
1713;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2011;0.9
1714;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2012;1.0
1715;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2013;1.4
1716;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2014;0.9
1717;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2015;0.8
1718;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2016;0.8
1719;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;H Vervoer en opslag;2017;0.9
1720;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2008;1.0
1721;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2009;0.9
1722;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2010;0.8
1723;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2011;0.9
1724;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2012;1.3
1725;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2013;1.4
