ID;Geslacht;Leeftijd;BeroepenInZorgEnWelzijn;Zorgaanbieders;Perioden;Banen_1;Arbeidsvolume_2;Zelfstandigen_3;WerkzamePersonen_4;JaarloonInclusiefBijzondereBeloning_5;JaarloonExclusiefBijzondereBeloning_6;BrutoLoonSocialeVerzekeringen_7
1172;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2011;33.1;21.1;0.2;28.4;21.2;18.4;18.1
1173;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2012;29.0;17.8;0.2;22.5;20.0;17.6;17.2
1174;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2013;21.4;12.9;0.2;15.3;19.1;16.8;16.4
1175;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2014;15.3;9.0;0.3;13.0;20.8;18.3;18.0
1176;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2015;14.3;8.1;0.3;12.8;21.1;18.9;18.5
1177;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2016;14.8;8.5;0.3;13.4;22.5;19.8;19.6
1178;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2017;16.4;9.6;0.3;15.2;23.9;21.1;20.9
1179;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2018;18.4;11.0;0.4;17.4;25.0;22.0;21.8
1180;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2019;20.6;12.6;0.4;19.3;26.1;23.1;22.7
1181;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2020;23.7;14.2;0.5;22.3;26.0;22.3;22.2
1182;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2021;27.8;16.5;0.3;23.6;24.6;21.4;21.0
1183;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2009;22.2;15.1;0.1;21.1;21.4;18.8;18.6
1184;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2010;25.2;16.8;0.1;23.5;21.6;18.8;18.6
1185;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2011;26.8;17.3;0.1;23.2;21.3;18.7;18.3
1186;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2012;23.3;14.3;0.1;17.8;20.2;17.9;17.4
1187;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2013;16.3;9.6;0.2;11.2;19.8;17.6;17.1
1188;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2014;10.7;6.0;0.2;9.4;22.8;20.5;19.9
1189;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2015;9.6;5.2;0.2;8.9;23.7;21.5;21.0
1190;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2016;9.9;5.4;0.2;9.4;24.7;22.4;21.9
1191;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2017;11.1;6.3;0.2;10.8;25.5;23.1;22.6
1192;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2018;12.9;7.6;0.2;12.6;25.9;23.4;22.9
1193;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2019;15.0;9.2;0.2;14.5;26.7;24.3;23.6
1194;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2020;17.9;10.6;0.2;17.1;26.2;22.9;22.6
1195;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2021;21.1;12.4;0.1;17.8;24.3;21.6;21.0
1196;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2009;3.2;2.2;0.0;3.0;23.4;19.3;19.6
1197;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2010;3.0;2.1;0.0;2.6;23.1;18.7;19.1
1198;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2011;2.7;1.8;0.0;2.2;20.9;17.2;17.3
1199;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2012;2.5;1.7;0.0;2.0;19.3;16.0;16.1
1200;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2013;2.3;1.7;0.0;1.8;16.8;14.2;14.1
1201;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2014;2.0;1.4;0.0;1.5;15.8;13.4;13.3
1202;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2015;1.9;1.3;0.0;1.5;16.0;13.7;13.7
1203;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2016;1.9;1.3;0.0;1.6;17.3;14.9;14.9
1204;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2017;2.2;1.4;0.0;1.9;20.5;17.3;17.4
1205;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2018;2.5;1.6;0.1;2.3;22.6;19.0;19.1
1206;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2019;2.5;1.6;0.1;2.3;24.6;20.1;20.5
1207;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2020;2.7;1.8;0.1;2.5;25.8;21.2;21.5
1208;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders jeugdzorg;2021;3.2;2.0;0.1;2.9;26.1;21.7;21.7
1209;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2009;3.8;2.3;0.0;3.5;22.0;18.8;18.6
1210;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2010;3.5;2.1;0.0;3.1;22.3;18.7;18.6
1211;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2011;3.5;2.0;0.0;3.1;21.1;17.6;17.5
1212;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2012;3.2;1.9;0.0;2.7;19.6;16.5;16.3
1213;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2013;2.8;1.7;0.0;2.3;17.8;15.1;14.8
1214;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2014;2.6;1.6;0.0;2.2;17.5;14.8;14.6
1215;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2015;2.7;1.7;0.1;2.3;17.3;14.6;14.4
1216;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2016;3.0;1.8;0.1;2.5;19.7;15.6;16.3
1217;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2017;3.1;1.8;0.1;2.5;21.1;17.1;17.7
1218;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2018;3.0;1.8;0.1;2.5;23.1;18.6;19.3
1219;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2019;3.1;1.8;0.1;2.5;24.2;19.3;20.1
1220;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2020;3.1;1.8;0.2;2.7;25.0;20.0;20.7
1221;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;WJK: Aanbieders opvang en sociaal werk;2021;3.5;2.1;0.1;2.9;24.8;19.8;20.4
1222;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2009;2.5;1.4;0.0;2.4;14.4;12.6;12.6
1223;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2010;2.4;1.3;0.0;2.2;14.6;12.7;12.7
1224;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2011;2.6;1.4;0.0;2.4;13.9;12.1;12.0
1225;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2012;2.4;1.2;0.0;2.0;13.7;12.1;11.9
1226;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2013;2.5;1.2;0.0;2.3;13.7;11.9;12.0
1227;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2014;2.8;1.4;0.0;2.5;14.7;12.7;12.9
1228;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2015;2.5;1.3;0.0;2.3;14.4;12.7;12.7
1229;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2016;2.5;1.4;0.0;2.3;14.7;12.7;12.7
1230;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2017;2.8;1.5;0.0;2.5;16.3;14.1;14.2
1231;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2018;2.8;1.5;0.0;2.6;17.3;15.0;15.1
1232;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2019;2.9;1.6;0.0;2.7;18.5;15.6;15.9
1233;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2020;2.6;1.4;0.0;2.3;;;
1234;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Beleids- en beheerorganisaties;2021;2.8;1.5;0.0;2.4;;;
1235;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2009;0.4;0.1;0.2;0.3;30.8;27.3;27.9
1236;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2010;0.3;0.1;0.2;0.3;31.9;28.4;29.1
1237;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2011;0.3;0.1;0.2;0.2;31.5;27.9;28.6
1238;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2012;0.3;0.1;0.2;0.2;30.2;27.1;27.7
1239;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2013;0.3;0.1;0.2;0.3;30.3;26.7;27.6
1240;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2014;0.3;0.1;0.2;0.3;29.5;26.2;27.0
1241;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2015;0.3;0.1;0.2;0.3;30.5;27.2;28.0
1242;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2016;0.3;0.1;0.2;0.2;31.2;27.2;28.4
1243;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2017;0.3;0.1;0.2;0.3;34.9;29.8;31.6
1244;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2018;0.3;0.1;0.2;0.3;36.5;31.6;33.4
1245;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2019;0.4;0.2;0.3;0.3;38.7;33.4;35.3
1246;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2020;0.4;0.2;0.3;0.4;42.4;35.6;38.3
1247;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal beroepen in zorg en welzijn;Medisch geschoolden, overig;2021;0.7;0.3;0.3;0.5;45.5;37.0;40.4
1248;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2009;0.1;0.1;0.1;0.3;42.0;36.5;35.9
1249;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2010;0.1;0.1;0.1;0.3;43.8;37.2;37.1
1250;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2011;0.1;0.1;0.1;0.3;42.6;36.9;36.4
1251;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2012;0.1;0.1;0.1;0.3;43.3;37.4;36.5
1252;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2013;0.1;0.1;0.0;0.2;46.3;39.7;38.7
1253;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2014;0.1;0.1;0.0;0.2;45.1;38.7;37.9
1254;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2015;0.1;0.1;0.0;0.2;46.6;39.9;38.5
1255;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2016;0.1;0.1;0.0;0.2;46.7;39.7;39.5
1256;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2017;0.1;0.0;0.0;0.2;;;
1257;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2018;0.1;0.1;0.0;0.2;48.3;40.8;40.5
1258;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2019;0.1;0.1;0.0;0.3;47.0;39.7;38.7
1259;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2020;0.1;0.1;0.0;0.2;51.1;42.7;42.2
1260;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;Totaal aanbieders zorg en welzijn;2021;0.1;0.1;0.0;0.2;55.5;47.1;46.0
1261;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2009;0.1;0.1;0.1;0.3;42.3;36.7;36.1
1262;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2010;0.1;0.1;0.1;0.3;43.9;37.2;37.0
1263;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2011;0.1;0.1;0.1;0.3;43.0;37.2;36.7
1264;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2012;0.1;0.1;0.0;0.2;43.7;37.5;36.6
1265;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2013;0.1;0.1;0.0;0.2;46.9;40.1;39.1
1266;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2014;0.1;0.1;0.0;0.2;45.7;39.1;38.3
1267;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2015;0.1;0.1;0.0;0.2;47.1;40.3;38.8
1268;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2016;0.1;0.1;0.0;0.2;47.2;40.1;39.8
1269;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2017;0.1;0.0;0.0;0.2;;;
1270;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2018;0.1;0.1;0.0;0.2;49.0;41.4;40.9
1271;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2019;0.1;0.1;0.0;0.2;47.2;39.9;38.7
1272;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2020;0.1;0.1;0.0;0.2;51.9;43.7;42.7
1273;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Totaal aanb. geneesk., langd. Zorg;2021;0.1;0.1;0.0;0.2;55.8;47.5;46.1
1274;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2009;0.1;;0.0;0.2;;;
1275;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2010;0.1;;0.0;0.2;;;
1276;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2011;0.1;;0.0;0.2;;;
1277;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2012;0.1;;0.0;0.2;;;
1278;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2013;0.1;;0.0;0.2;;;
1279;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2014;0.1;;0.0;0.1;;;
1280;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2015;0.1;;0.0;0.1;;;
1281;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2016;0.1;;0.0;0.1;;;
1282;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2017;0.0;;0.0;0.1;;;
1283;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2018;0.1;;0.0;0.1;;;
1284;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2019;0.1;;0.0;0.2;;;
1285;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2020;0.1;;0.0;0.1;;;
1286;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. medisch-specialistische zorg;2021;0.1;;0.0;0.2;;;
1287;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2009;0.0;0.0;0.0;0.0;;;
1288;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2010;0.0;0.0;0.0;0.0;;;
1289;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2011;0.0;0.0;0.0;0.0;;;
1290;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2012;0.0;0.0;0.0;0.0;;;
1291;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2013;0.0;0.0;0.0;0.0;;;
1292;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2014;0.0;0.0;0.0;0.0;;;
1293;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2015;0.0;0.0;0.0;0.0;;;
1294;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2016;0.0;0.0;0.0;0.0;;;
1295;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2017;0.0;0.0;0.0;0.0;;;
1296;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2018;0.0;0.0;0.0;0.0;;;
1297;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2019;0.0;0.0;0.0;0.0;;;
1298;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2020;0.0;0.0;0.0;0.0;;;
1299;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Aanb. geestelijke gezondheidszorg;2021;0.0;0.0;0.0;0.0;;;
1300;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2009;0.0;0.0;0.0;0.0;;;
1301;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2010;0.0;0.0;0.0;0.0;;;
1302;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2011;0.0;0.0;0.0;0.0;;;
1303;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2012;0.0;0.0;0.0;0.0;;;
1304;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2013;0.0;0.0;0.0;0.0;;;
1305;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2014;0.0;0.0;0.0;0.0;;;
1306;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2015;0.0;0.0;0.0;0.0;;;
1307;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2016;0.0;0.0;0.0;0.0;;;
1308;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2017;0.0;0.0;0.0;0.0;;;
1309;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2018;0.0;0.0;0.0;0.0;;;
1310;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2019;0.0;0.0;0.0;0.0;;;
1311;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2020;0.0;0.0;0.0;0.0;;;
1312;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Huisartsenpraktijken;2021;0.0;0.0;0.0;0.0;;;
1313;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2009;0.0;0.0;0.1;0.1;;;
1314;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2010;0.0;0.0;0.1;0.1;;;
1315;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2011;0.0;0.0;0.1;0.1;;;
1316;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2012;0.0;0.0;0.0;0.1;;;
1317;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2013;0.0;0.0;0.0;0.0;;;
1318;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2014;0.0;0.0;0.0;0.0;;;
1319;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2015;0.0;0.0;0.0;0.0;;;
1320;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2016;0.0;0.0;0.0;0.0;;;
1321;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2017;0.0;0.0;0.0;0.0;;;
1322;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2018;0.0;0.0;0.0;0.0;;;
1323;Totaal mannen en vrouwen;Jonger dan 25 jaar;Artsen en tandartsen;GLZ: Tandartsenpraktijken;2019;0.0;0.0;0.0;0.0;;;
