ID;SoortCijfers;Perioden;BrutoMarktprijzen_1;NettoMarktprijzen_2;ExplOverschotGemInkomenNetto_3;NationaalVorderingensaldo_4;OverheidstekortOverschot_5;BrutoMarktprijzen_6;NettoMarktprijzen_7;BrutoMarktprijzen_8;SaldoLopendeTransactiesBuitenland_9;ArbeidsvolumeWerkzamePersonen_10;GemiddeldeBevolking_11;Lonen_12;SocialePremiesTLVWerkgevers_13;SaldoBelastOpProdInvoerEnSubsi_14;Afschrijvingen_15;ExplOverschotGemInkomenNetto_16;SaldoLopendeTransactiesBuitenland_17;SaldoUitHetBtlOntvPrimaireInk_18;SaldoInkomensoverdrachtenBuitenland_19;BinnenlandsProductBrutoMarktprijzen_20;Invoer_21;HuishoudensInclIZWh_22;Overheid_23;VennootschappenHuishoudensEnIZWh_24;Overheid_25;VeranderingenInVoorraden_26;Uitvoer_27
110;Lopende prijzen, mln euro;2010;586789.0;497064.0;133119.0;26306.0;-29535.0;577787.0;488062.0;568917.0;29565.0;;;234552.0;65939.0;63454.0;89725.0;133119.0;29565.0;-9002.0;-8870.0;586789.0;414434.0;268199.0;166970.0;80548.0;21337.0;2452.0;461717.0
111;Lopende prijzen, mln euro;2011;599047.0;510103.0;141340.0;42194.0;-25611.0;600964.0;512020.0;591796.0;44255.0;;;238903.0;67312.0;62548.0;88944.0;141340.0;44255.0;1917.0;-9168.0;599047.0;450969.0;271763.0;167330.0;86837.0;20029.0;1664.0;502393.0
112;Lopende prijzen, mln euro;2012;599338.0;510294.0;138930.0;44170.0;-23940.0;604993.0;515949.0;594877.0;45897.0;;;239022.0;70168.0;62174.0;89044.0;138930.0;45897.0;5655.0;-10116.0;599338.0;477234.0;273294.0;170614.0;82010.0;19997.0;3074.0;527583.0
113;Volumemutaties, %;1900;;;;;;;;;;;1.3;;;;;;;;;;;;;;;;
114;Volumemutaties, %;1901;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;
115;Volumemutaties, %;1902;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;
116;Volumemutaties, %;1903;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;
117;Volumemutaties, %;1904;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;
118;Volumemutaties, %;1905;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;
119;Volumemutaties, %;1906;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;
120;Volumemutaties, %;1907;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;
121;Volumemutaties, %;1908;;;;;;;;;;;1.3;;;;;;;;;;;;;;;;
122;Volumemutaties, %;1909;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
123;Volumemutaties, %;1910;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
124;Volumemutaties, %;1911;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;
125;Volumemutaties, %;1912;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;
126;Volumemutaties, %;1913;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;
127;Volumemutaties, %;1914;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;
128;Volumemutaties, %;1915;;;;;;;;;;;1.9;;;;;;;;;;;;;;;;
129;Volumemutaties, %;1916;;;;;;;;;;;1.9;;;;;;;;;;;;;;;;
130;Volumemutaties, %;1917;;;;;;;;;;;2.1;;;;;;;;;;;;;;;;
131;Volumemutaties, %;1918;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;
132;Volumemutaties, %;1919;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;
133;Volumemutaties, %;1920;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;
134;Volumemutaties, %;1921;;;;;;;;;;;1.1;;;;;;;;;;;;;;;-4.8;
135;Volumemutaties, %;1922;6.5;;;;;;;;;1.2;1.6;;;;;;;;;6.5;10.1;10.2;2.6;-5.8;-4.7;-5.1;13.8
136;Volumemutaties, %;1923;2.2;;;;;;;;;-1.2;1.7;;;;;;;;;2.2;-1.6;0.0;-5.3;-13.2;-10.1;-2.7;5.9
137;Volumemutaties, %;1924;7.0;;;;;;;;;2.0;1.6;;;;;;;;;7.0;9.9;1.8;-0.2;8.5;-3.2;0.9;14.5
138;Volumemutaties, %;1925;3.2;;;;;;;;;1.9;1.4;;;;;;;;;3.2;3.9;-0.7;3.8;11.4;4.5;2.4;5.3
139;Volumemutaties, %;1926;6.7;;;;;;;;;1.9;1.4;;;;;;;;;6.7;6.3;5.8;1.2;10.6;10.0;3.2;5.1
140;Volumemutaties, %;1927;4.6;;;;;;;;;2.2;1.4;;;;;;;;;4.6;4.8;4.3;0.3;3.3;22.2;1.6;8.9
141;Volumemutaties, %;1928;4.2;;;;;;;;;2.9;1.3;;;;;;;;;4.2;4.3;3.9;-4.0;9.9;8.8;1.7;3.5
142;Volumemutaties, %;1929;1.8;;;;;;;;;2.8;1.3;;;;;;;;;1.8;4.9;2.8;5.1;4.1;17.5;1.8;0.4
143;Volumemutaties, %;1930;-1.3;;;;;;;;;1.7;1.5;;;;;;;;;-1.3;-4.8;5.2;4.7;10.2;9.7;-4.6;-8.0
144;Volumemutaties, %;1931;-3.6;;;;;;;;;-1.7;1.3;;;;;;;;;-3.6;-4.9;1.8;6.4;-14.0;13.2;-7.2;-7.8
145;Volumemutaties, %;1932;-1.1;;;;;;;;;-5.5;1.5;;;;;;;;;-1.1;-13.9;1.5;5.1;-23.0;-9.5;-5.8;-16.6
146;Volumemutaties, %;1933;0.4;;;;;;;;;0.0;1.4;;;;;;;;;0.4;5.5;0.8;1.6;-2.6;-10.9;-3.0;-3.6
147;Volumemutaties, %;1934;-1.0;;;;;;;;;0.4;1.3;;;;;;;;;-1.0;-4.1;-2.1;-1.7;5.1;-1.7;-4.7;5.2
148;Volumemutaties, %;1935;2.7;;;;;;;;;0.0;1.1;;;;;;;;;2.7;-3.3;0.6;-3.5;-5.0;-5.5;-3.2;4.6
149;Volumemutaties, %;1936;5.5;;;;;;;;;0.4;1.0;;;;;;;;;5.5;2.0;3.8;2.1;-6.2;-7.0;-0.4;3.4
150;Volumemutaties, %;1937;5.7;;;;;;;;;3.6;1.0;;;;;;;;;5.7;8.2;0.8;-0.7;10.3;4.7;1.6;19.1
151;Volumemutaties, %;1938;-3.0;;;;;;;;;2.8;1.0;;;;;;;;;-3.0;-0.9;0.5;6.1;17.9;18.0;-3.3;-5.1
152;Volumemutaties, %;1939;8.3;;;;;;;;;5.8;1.1;;;;;;;;;8.3;4.9;5.9;-3.1;-3.6;6.1;2.9;-3.3
153;Volumemutaties, %;1940;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
154;Volumemutaties, %;1941;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
155;Volumemutaties, %;1942;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
156;Volumemutaties, %;1943;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;
157;Volumemutaties, %;1944;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;
158;Volumemutaties, %;1945;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;
159;Volumemutaties, %;1946;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;
160;Volumemutaties, %;1947;;;;;;;;;;;2.3;;;;;;;;;;;;;;;;
161;Volumemutaties, %;1948;;;;;;;;;;4.3;1.7;;;;;;;;;;;;;;;;
162;Volumemutaties, %;1949;7.2;;;;;;;;;1.4;1.6;;;;;;;;;7.2;7.8;2.9;-1.0;6.4;12.2;1.5;32.6
163;Volumemutaties, %;1950;4.2;;;;;;;;;0.6;1.6;;;;;;;;;4.2;32.1;1.6;-2.8;7.1;-2.7;6.1;40.0
164;Volumemutaties, %;1951;2.4;;;;;;;;;0.4;1.5;;;;;;;;;2.4;-5.3;-2.0;0.7;-4.4;-3.8;5.1;10.6
165;Volumemutaties, %;1952;1.7;;;;;;;;;-0.4;1.1;;;;;;;;;1.7;-7.8;0.6;9.8;-7.4;-4.5;-1.4;10.2
166;Volumemutaties, %;1953;8.4;;;;;;;;;1.8;1.1;;;;;;;;;8.4;19.1;5.4;10.1;15.5;62.2;-0.9;13.1
167;Volumemutaties, %;1954;6.9;;;;;;;;;2.7;1.2;;;;;;;;;6.9;23.7;6.6;7.0;15.9;-16.4;3.8;11.3
168;Volumemutaties, %;1955;7.1;;;;;;;;;1.8;1.3;;;;;;;;;7.1;8.0;6.7;4.8;16.0;5.8;2.3;9.4
169;Volumemutaties, %;1956;4.5;;;;;;;;;1.5;1.3;;;;;;;;;4.5;13.6;7.5;4.1;12.1;7.5;2.2;4.2
170;Volumemutaties, %;1957;3.0;;;;;;;;;0.5;1.2;;;;;;;;;3.0;3.3;0.3;-0.5;3.8;10.2;2.5;7.3
171;Volumemutaties, %;1958;-1.0;;;;;;;;;-0.9;1.5;;;;;;;;;-1.0;-4.5;0.3;-2.9;-12.9;-8.1;0.2;6.1
172;Volumemutaties, %;1959;4.7;;;;;;;;;1.0;1.4;;;;;;;;;4.7;12.6;4.4;-1.3;11.0;13.8;0.5;10.0
173;Volumemutaties, %;1960;9.0;;;;;;;;;1.9;1.2;;;;;;;;;9.0;16.6;6.1;5.4;12.4;7.2;3.3;14.0
174;Volumemutaties, %;1961;2.9;;;;;;;;;1.5;1.3;;;;;;;;;2.9;6.3;5.4;3.4;6.0;9.3;2.7;2.1
175;Volumemutaties, %;1962;4.3;;;;;;;;;2.0;1.4;;;;;;;;;4.3;6.7;6.1;4.4;3.6;7.6;1.5;6.5
176;Volumemutaties, %;1963;3.3;;;;;;;;;1.4;1.4;;;;;;;;;3.3;9.5;7.1;6.8;0.3;8.8;1.1;5.6
177;Volumemutaties, %;1964;8.6;;;;;;;;;1.8;1.3;;;;;;;;;8.6;14.8;5.9;1.7;20.7;12.3;3.0;11.2
178;Volumemutaties, %;1965;5.3;;;;;;;;;0.9;1.4;;;;;;;;;5.3;6.1;7.5;1.5;5.9;2.2;1.9;7.6
179;Volumemutaties, %;1966;2.8;;;;;;;;;0.8;1.3;;;;;;;;;2.8;7.0;3.2;1.7;9.3;3.8;1.3;5.3
180;Volumemutaties, %;1967;5.3;;;;;;;;;-0.3;1.1;;;;;;;;;5.3;6.3;5.4;2.4;7.6;10.1;0.9;6.7
181;Volumemutaties, %;1968;6.7;;;;;;;;;0.9;1.0;;;;;;;;;6.7;12.9;6.6;2.2;10.2;15.0;0.6;12.9
182;Volumemutaties, %;1969;6.8;;;;;;;;;1.7;1.2;;;;;;;;;6.8;14.0;7.7;4.5;-1.7;-3.8;1.5;15.0
183;Volumemutaties, %;1970;6.1;;;;;;;;;1.3;1.2;;;;;;;;;6.1;13.1;6.3;5.5;13.1;4.1;0.8;11.6
184;Volumemutaties, %;1971;4.3;;;;;;;;;0.7;1.2;;;;;;;;;4.3;3.7;2.2;6.5;2.8;3.5;-0.7;9.4
185;Volumemutaties, %;1972;3.5;;;;;;;;;-0.7;1.0;;;;;;;;;3.5;2.6;3.0;3.7;-2.2;-10.2;-1.1;9.0
186;Volumemutaties, %;1973;5.4;;;;;;;;;0.3;0.8;;;;;;;;;5.4;10.0;4.9;2.6;3.5;-6.7;0.1;10.8
187;Volumemutaties, %;1974;3.4;;;;;;;;;0.4;0.8;;;;;;;;;3.4;0.6;2.2;3.9;-6.3;-0.1;1.9;3.5
188;Volumemutaties, %;1975;0.0;;;;;;;;;-0.4;0.9;;;;;;;;;0.0;-3.9;3.2;4.9;-5.2;10.8;-0.1;-4.8
189;Volumemutaties, %;1976;4.5;;;;;;;;;0.3;0.8;;;;;;;;;4.5;8.8;4.9;4.4;-0.2;0.8;0.8;8.2
190;Volumemutaties, %;1977;2.5;;;;;;;;;0.6;0.6;;;;;;;;;2.5;2.4;3.3;4.7;12.5;-10.6;0.6;-0.7
191;Volumemutaties, %;1978;2.7;;;;;;;;;0.8;0.6;;;;;;;;;2.7;3.1;4.3;3.1;2.2;2.2;0.5;1.9
192;Volumemutaties, %;1979;2.0;;;;;;;;;1.6;0.7;;;;;;;;;2.0;6.6;2.2;3.7;-2.4;-4.1;0.1;8.6
193;Volumemutaties, %;1980;1.3;;;;;;;;;0.9;0.8;;;;;;;;;1.3;2.3;0.0;2.0;3.1;3.4;0.4;2.2
194;Volumemutaties, %;1981;-0.8;;;;;;;;;-1.1;0.7;;;;;;;;;-0.8;-2.6;-2.4;2.5;-10.7;-3.7;-0.5;2.9
195;Volumemutaties, %;1982;-1.2;;;;;;;;;-2.4;0.5;;;;;;;;;-1.2;-1.1;-1.4;1.8;-2.4;-4.3;-0.9;-1.0
196;Volumemutaties, %;1983;2.1;;;;;;;;;-1.6;0.4;;;;;;;;;2.1;3.7;1.3;3.0;4.0;-5.9;0.0;2.3
197;Volumemutaties, %;1984;3.1;;;;;;;;;0.1;0.4;;;;;;;;;3.1;5.6;0.6;-0.6;6.7;9.8;0.1;7.7
198;Volumemutaties, %;1985;2.6;;;;;;;;;1.8;0.5;;;;;;;;;2.6;5.2;1.4;3.9;9.9;-3.1;-0.3;4.5
199;Volumemutaties, %;1986;2.8;;;;;;;;;2.0;0.5;;;;;;;;;2.8;2.8;2.4;1.3;8.9;-4.1;0.3;2.0
200;Volumemutaties, %;1987;1.9;;;;;;;;;1.6;0.7;;;;;;;;;1.9;3.5;2.1;3.9;1.0;4.2;-0.1;3.8
201;Volumemutaties, %;1988;3.4;;;;;;;;;1.5;0.7;;;;;;;;;3.4;8.5;1.6;1.2;10.7;4.5;-0.2;8.9
202;Volumemutaties, %;1989;4.4;;;;;;;;;2.1;0.6;;;;;;;;;4.4;7.8;3.2;1.5;3.7;0.9;0.9;8.6
203;Volumemutaties, %;1990;4.2;;;;;;;;;2.7;0.7;;;;;;;;;4.2;4.0;4.0;2.2;2.4;6.2;0.7;5.7
204;Volumemutaties, %;1991;2.4;;;;;;;;;1.3;0.8;;;;;;;;;2.4;6.3;2.7;2.6;1.1;2.6;0.5;6.6
205;Volumemutaties, %;1992;1.7;;;;;;;;;1.3;0.8;;;;;;;;;1.7;2.9;0.7;2.5;1.0;6.4;0.7;2.9
206;Volumemutaties, %;1993;1.3;;;;;;;;;0.0;0.7;;;;;;;;;1.3;0.4;0.8;2.2;-1.9;-0.4;-0.5;4.0
207;Volumemutaties, %;1994;3.0;;;;;;;;;-0.2;0.6;;;;;;;;;3.0;9.0;2.0;2.0;1.8;3.6;0.3;8.7
208;Volumemutaties, %;1995;3.1;;;;;;;;;1.8;0.5;;;;;;;;;3.1;10.2;2.7;2.5;6.3;3.8;0.2;9.2
209;Volumemutaties, %;1996;3.4;;;;;;;;;2.3;0.4;;;;;;;;;3.4;5.3;4.3;-0.7;8.3;9.7;0.1;4.4
210;Volumemutaties, %;1997;4.3;;;;;;;;;3.1;0.5;;;;;;;;;4.3;11.9;3.5;2.5;11.1;-5.4;0.3;10.9
211;Volumemutaties, %;1998;3.9;;;;;;;;;2.9;0.6;;;;;;;;;3.9;9.0;5.1;2.5;6.7;7.4;0.6;6.8
212;Volumemutaties, %;1999;4.7;;;;;;;;;2.4;0.7;;;;;;;;;4.7;9.3;5.3;2.8;8.7;8.1;0.0;8.7
213;Volumemutaties, %;2000;3.9;;;;;;;;;1.9;0.7;;;;;;;;;3.9;12.2;3.7;1.9;-0.9;10.5;0.1;13.5
214;Volumemutaties, %;2001;1.9;;;;;;;;;1.6;0.8;;;;;;;;;1.9;2.5;1.8;4.6;-1.1;7.4;0.3;1.9
215;Volumemutaties, %;2002;0.1;;;;;;;;;-0.3;0.6;;;;;;;;;0.1;0.3;0.9;3.3;-7.2;10.2;-0.3;0.9
216;Volumemutaties, %;2003;0.3;;;;;;;;;-1.1;0.5;;;;;;;;;0.3;1.8;-0.2;2.9;-2.0;0.4;-0.2;1.5
217;Volumemutaties, %;2004;2.2;;;;;;;;;-1.0;0.3;;;;;;;;;2.2;5.7;1.0;-0.1;-0.3;-7.4;0.2;7.9
218;Volumemutaties, %;2005;2.0;;;;;;;;;0.0;0.3;;;;;;;;;2.0;5.4;1.0;0.5;3.2;6.0;0.1;6.0
219;Volumemutaties, %;2006;3.4;;;;;;;;;1.6;0.2;;;;;;;;;3.4;8.8;-0.3;9.5;8.2;4.1;0.3;7.3
220;Volumemutaties, %;2007;3.9;;;;;;;;;2.2;0.2;;;;;;;;;3.9;5.6;1.8;3.5;5.8;4.2;0.4;6.4
221;Volumemutaties, %;2008;1.8;;;;;;;;;1.5;0.4;;;;;;;;;1.8;2.3;1.3;2.8;4.3;5.4;0.1;2.0
222;Volumemutaties, %;2009;-3.7;;;;;;;;;-1.1;0.5;;;;;;;;;-3.7;-7.1;-2.1;5.0;-15.3;4.4;-0.4;-7.7
223;Volumemutaties, %;2010;1.5;;;;;;;;;-0.6;0.5;;;;;;;;;1.5;10.3;0.3;0.5;-8.8;-1.8;0.7;11.6
224;Volumemutaties, %;2011;0.9;;;;;;;;;0.5;0.5;;;;;;;;;0.9;4.2;-1.1;0.2;9.5;-7.0;0.8;4.1
225;Volumemutaties, %;2012;-1.2;;;;;;;;;-0.3;0.4;;;;;;;;;-1.2;3.3;-1.6;-0.7;-4.6;-1.3;1.0;3.2
226;Deflatoren, % mutaties;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;Deflatoren, % mutaties;1901;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;Deflatoren, % mutaties;1902;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Deflatoren, % mutaties;1903;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Deflatoren, % mutaties;1904;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Deflatoren, % mutaties;1905;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Deflatoren, % mutaties;1906;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Deflatoren, % mutaties;1907;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Deflatoren, % mutaties;1908;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Deflatoren, % mutaties;1909;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Deflatoren, % mutaties;1910;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Deflatoren, % mutaties;1911;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Deflatoren, % mutaties;1912;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Deflatoren, % mutaties;1913;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Deflatoren, % mutaties;1914;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Deflatoren, % mutaties;1915;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Deflatoren, % mutaties;1916;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;Deflatoren, % mutaties;1917;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;Deflatoren, % mutaties;1918;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Deflatoren, % mutaties;1919;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;Deflatoren, % mutaties;1920;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Deflatoren, % mutaties;1921;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Deflatoren, % mutaties;1922;-10.5;;;;;;;;;;;;;;;;;;;-10.5;-18.3;-10.2;-3.4;-16.6;-18.0;;-19.8
249;Deflatoren, % mutaties;1923;-5.7;;;;;;;;;;;;;;;;;;;-5.7;0.6;-4.3;-0.6;-7.6;-10.0;;-1.2
250;Deflatoren, % mutaties;1924;-1.7;;;;;;;;;;;;;;;;;;;-1.7;3.9;0.2;-3.4;-5.9;-5.0;;2.9
251;Deflatoren, % mutaties;1925;-0.8;;;;;;;;;;;;;;;;;;;-0.8;0.3;0.5;-5.3;-7.2;-3.4;;1.0
252;Deflatoren, % mutaties;1926;-4.4;;;;;;;;;;;;;;;;;;;-4.4;-6.5;-4.9;-3.6;-1.4;-2.7;;-6.7
253;Deflatoren, % mutaties;1927;-1.4;;;;;;;;;;;;;;;;;;;-1.4;-1.3;-1.2;-0.3;-0.7;-0.7;;-2.1
254;Deflatoren, % mutaties;1928;0.4;;;;;;;;;;;;;;;;;;;0.4;0.4;0.5;2.2;0.4;1.2;;0.0
255;Deflatoren, % mutaties;1929;1.1;;;;;;;;;;;;;;;;;;;1.1;-2.9;-0.6;2.9;0.2;2.0;;-0.7
256;Deflatoren, % mutaties;1930;-2.4;;;;;;;;;;;;;;;;;;;-2.4;-9.4;-4.7;-0.7;1.4;-1.0;;-9.0
257;Deflatoren, % mutaties;1931;-4.2;;;;;;;;;;;;;;;;;;;-4.2;-19.0;-6.7;-1.9;-6.6;-5.7;;-18.0
258;Deflatoren, % mutaties;1932;-8.4;;;;;;;;;;;;;;;;;;;-8.4;-19.8;-8.6;-6.2;-14.1;-10.9;;-21.4
259;Deflatoren, % mutaties;1933;-4.0;;;;;;;;;;;;;;;;;;;-4.0;-10.8;-4.0;-6.1;-8.9;-8.7;;-8.9
260;Deflatoren, % mutaties;1934;-0.6;;;;;;;;;;;;;;;;;;;-0.6;-6.5;-1.6;-0.5;-0.6;-1.5;;-3.8
261;Deflatoren, % mutaties;1935;-4.1;;;;;;;;;;;;;;;;;;;-4.1;-2.7;-3.4;-0.6;-6.3;-4.4;;-4.9
262;Deflatoren, % mutaties;1936;-3.9;;;;;;;;;;;;;;;;;;;-3.9;5.0;-4.1;-3.7;-1.6;-4.0;;6.3
263;Deflatoren, % mutaties;1937;3.3;;;;;;;;;;;;;;;;;;;3.3;34.7;4.5;3.2;16.1;6.0;;26.1
264;Deflatoren, % mutaties;1938;5.0;;;;;;;;;;;;;;;;;;;5.0;-6.6;1.9;-0.4;10.8;5.7;;-2.2
265;Deflatoren, % mutaties;1939;1.7;;;;;;;;;;;;;;;;;;;1.7;0.3;0.7;0.6;5.7;3.4;;1.1
266;Deflatoren, % mutaties;1940;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Deflatoren, % mutaties;1941;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Deflatoren, % mutaties;1942;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;Deflatoren, % mutaties;1943;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Deflatoren, % mutaties;1944;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Deflatoren, % mutaties;1945;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Deflatoren, % mutaties;1946;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Deflatoren, % mutaties;1947;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Deflatoren, % mutaties;1948;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Deflatoren, % mutaties;1949;4.7;;;;;;;;;;;;;;;;;;;4.7;-1.4;6.4;1.4;1.2;1.8;;-1.4
276;Deflatoren, % mutaties;1950;7.3;;;;;;;;;;;;;;;;;;;7.3;9.8;8.7;15.4;3.9;5.7;;-1.7
277;Deflatoren, % mutaties;1951;11.5;;;;;;;;;;;;;;;;;;;11.5;25.6;10.6;19.5;11.4;21.4;;20.5
278;Deflatoren, % mutaties;1952;2.5;;;;;;;;;;;;;;;;;;;2.5;-1.0;0.1;0.1;10.0;1.5;;-1.0
279;Deflatoren, % mutaties;1953;-1.8;;;;;;;;;;;;;;;;;;;-1.8;-10.2;-0.6;-0.8;-2.7;-2.0;;-9.8
280;Deflatoren, % mutaties;1954;4.5;;;;;;;;;;;;;;;;;;;4.5;-2.6;4.1;6.8;1.7;8.6;;-1.9
281;Deflatoren, % mutaties;1955;4.4;;;;;;;;;;;;;;;;;;;4.4;1.6;2.1;8.0;4.4;4.0;;3.5
282;Deflatoren, % mutaties;1956;3.8;;;;;;;;;;;;;;;;;;;3.8;3.4;2.6;8.4;8.4;6.7;;3.9
283;Deflatoren, % mutaties;1957;5.5;;;;;;;;;;;;;;;;;;;5.5;4.7;5.3;8.5;5.9;10.0;;2.6
284;Deflatoren, % mutaties;1958;1.9;;;;;;;;;;;;;;;;;;;1.9;-5.4;1.6;0.6;1.6;1.0;;-5.1
285;Deflatoren, % mutaties;1959;1.9;;;;;;;;;;;;;;;;;;;1.9;-3.1;1.2;1.0;-0.5;0.3;;-0.7
286;Deflatoren, % mutaties;1960;2.6;;;;;;;;;;;;;;;;;;;2.6;-0.4;2.4;6.4;0.6;3.1;;-0.6
287;Deflatoren, % mutaties;1961;2.6;;;;;;;;;;;;;;;;;;;2.6;-1.8;2.2;6.1;2.0;1.7;;-1.4
288;Deflatoren, % mutaties;1962;3.2;;;;;;;;;;;;;;;;;;;3.2;-1.1;2.6;7.4;1.3;4.3;;-0.4
289;Deflatoren, % mutaties;1963;5.0;;;;;;;;;;;;;;;;;;;5.0;1.6;3.7;7.3;3.0;5.5;;3.0
290;Deflatoren, % mutaties;1964;8.4;;;;;;;;;;;;;;;;;;;8.4;2.5;6.8;17.0;5.6;7.6;;2.5
291;Deflatoren, % mutaties;1965;6.1;;;;;;;;;;;;;;;;;;;6.1;0.5;4.0;9.6;4.4;5.7;;2.3
292;Deflatoren, % mutaties;1966;5.9;;;;;;;;;;;;;;;;;;;5.9;0.8;5.4;9.7;4.7;6.3;;0.6
293;Deflatoren, % mutaties;1967;4.1;;;;;;;;;;;;;;;;;;;4.1;-0.8;3.0;9.7;1.8;2.7;;-0.1
294;Deflatoren, % mutaties;1968;3.9;;;;;;;;;;;;;;;;;;;3.9;-2.8;2.6;6.0;1.3;3.7;;-0.6
295;Deflatoren, % mutaties;1969;6.1;;;;;;;;;;;;;;;;;;;6.1;3.4;6.3;9.1;4.9;9.3;;2.1
296;Deflatoren, % mutaties;1970;5.6;;;;;;;;;;;;;;;;;;;5.6;7.7;5.0;8.5;8.5;8.6;;5.6
297;Deflatoren, % mutaties;1971;8.8;;;;;;;;;;;;;;;;;;;8.8;6.1;8.5;11.2;10.9;11.1;;4.4
298;Deflatoren, % mutaties;1972;8.2;;;;;;;;;;;;;;;;;;;8.2;2.3;6.9;11.4;7.3;9.5;;2.7
299;Deflatoren, % mutaties;1973;8.5;;;;;;;;;;;;;;;;;;;8.5;9.2;9.2;11.0;6.6;10.4;;8.2
300;Deflatoren, % mutaties;1974;12.9;;;;;;;;;;;;;;;;;;;12.9;25.8;10.4;13.9;10.8;12.1;;26.8
301;Deflatoren, % mutaties;1975;8.1;;;;;;;;;;;;;;;;;;;8.1;10.2;9.6;12.4;10.8;9.8;;6.9
302;Deflatoren, % mutaties;1976;9.0;;;;;;;;;;;;;;;;;;;9.0;6.8;9.5;9.2;8.8;9.1;;6.4
303;Deflatoren, % mutaties;1977;5.3;;;;;;;;;;;;;;;;;;;5.3;5.6;6.4;6.6;5.6;8.0;;2.9
304;Deflatoren, % mutaties;1978;5.3;;;;;;;;;;;;;;;;;;;5.3;1.6;4.5;6.4;5.9;7.2;;1.3
305;Deflatoren, % mutaties;1979;4.8;;;;;;;;;;;;;;;;;;;4.8;7.9;4.3;5.6;6.1;7.5;;7.3
306;Deflatoren, % mutaties;1980;6.2;;;;;;;;;;;;;;;;;;;6.2;11.4;6.8;4.7;7.0;7.8;;11.0
307;Deflatoren, % mutaties;1981;6.4;;;;;;;;;;;;;;;;;;;6.4;9.7;5.6;3.1;7.1;6.0;;11.7
308;Deflatoren, % mutaties;1982;4.6;;;;;;;;;;;;;;;;;;;4.6;3.7;5.0;3.6;3.2;2.6;;4.4
309;Deflatoren, % mutaties;1983;1.4;;;;;;;;;;;;;;;;;;;1.4;1.0;2.8;-0.1;0.8;0.4;;0.6
310;Deflatoren, % mutaties;1984;2.3;;;;;;;;;;;;;;;;;;;2.3;3.7;2.7;-0.1;0.7;1.5;;4.7
311;Deflatoren, % mutaties;1985;0.9;;;;;;;;;;;;;;;;;;;0.9;2.9;2.8;0.9;-0.6;1.0;;1.6
