ID;Zorgaanbieders;Zorgfinanciering;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
1548;GLZ: Aanb. geestelijke gezondheidszorg;HF11: Overheid;2021;2775.0
1549;GLZ: Aanb. geestelijke gezondheidszorg;HF11: Overheid;2022;2776.0
1550;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;1998;2019.0
1551;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;1999;2183.0
1552;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2000;2296.0
1553;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2001;2541.0
1554;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2002;2846.0
1555;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2003;3204.0
1556;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2004;3487.0
1557;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2005;3739.0
1558;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2006;3898.0
1559;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2007;4227.0
1560;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2008;1442.0
1561;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2009;1701.0
1562;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2010;1825.0
1563;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2011;1903.0
1564;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2012;2136.0
1565;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2013;2170.0
1566;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2014;2251.0
1567;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2015;633.0
1568;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2016;500.0
1569;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2017;461.0
1570;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2018;433.0
1571;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2019;462.0
1572;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2020;496.0
1573;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2021;961.0
1574;GLZ: Aanb. geestelijke gezondheidszorg;HF121a: Wlz, AWBZ;2022;1116.0
1575;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;1998;0.0
1576;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;1999;0.0
1577;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2000;0.0
1578;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2001;0.0
1579;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2002;0.0
1580;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2003;0.0
1581;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2004;0.0
1582;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2005;0.0
1583;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2006;
1584;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2007;
1585;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2008;
1586;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2009;
1587;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2010;
1588;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2011;
1589;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2012;
1590;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2013;
1591;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2014;
1592;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2015;
1593;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2016;
1594;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2017;
1595;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2018;
1596;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2019;
1597;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2020;
1598;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2021;
1599;GLZ: Aanb. geestelijke gezondheidszorg;HF121b: Ziekenfonds;2022;
1600;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;1998;
1601;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;1999;
1602;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2000;
1603;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2001;
1604;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2002;
1605;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2003;
1606;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2004;
1607;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2005;
1608;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2006;0.0
1609;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2007;0.0
1610;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2008;2954.0
1611;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2009;3027.0
1612;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2010;3045.0
1613;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2011;3210.0
1614;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2012;3093.0
1615;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2013;3125.0
1616;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2014;3135.0
1617;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2015;2689.0
1618;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2016;2823.0
1619;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2017;2897.0
1620;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2018;3039.0
1621;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2019;3231.0
1622;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2020;3515.0
1623;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2021;3667.0
1624;GLZ: Aanb. geestelijke gezondheidszorg;HF122: Zorgverzekeringswet;2022;3759.0
1625;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;1998;90.0
1626;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;1999;81.0
1627;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2000;93.0
1628;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2001;104.0
1629;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2002;133.0
1630;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2003;143.0
1631;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2004;156.0
1632;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2005;158.0
1633;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2006;256.0
1634;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2007;293.0
1635;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2008;231.0
1636;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2009;232.0
1637;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2010;228.0
1638;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2011;231.0
1639;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2012;233.0
1640;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2013;260.0
1641;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2014;235.0
1642;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2015;245.0
1643;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2016;261.0
1644;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2017;255.0
1645;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2018;249.0
1646;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2019;249.0
1647;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2020;223.0
1648;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2021;236.0
1649;GLZ: Aanb. geestelijke gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2022;245.0
1650;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;1998;192.0
1651;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;1999;209.0
1652;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2000;212.0
1653;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2001;202.0
1654;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2002;191.0
1655;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2003;202.0
1656;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2004;204.0
1657;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2005;221.0
1658;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2006;152.0
1659;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2007;133.0
1660;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2008;236.0
1661;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2009;255.0
1662;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2010;281.0
1663;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2011;323.0
1664;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2012;354.0
1665;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2013;395.0
1666;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2014;402.0
1667;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2015;494.0
1668;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2016;503.0
1669;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2017;518.0
1670;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2018;480.0
1671;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2019;469.0
1672;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2020;462.0
1673;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2021;464.0
1674;GLZ: Aanb. geestelijke gezondheidszorg;HF3: Eigen betalingen;2022;536.0
1675;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;1998;111.0
1676;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;1999;122.0
1677;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2000;128.0
1678;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2001;123.0
1679;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2002;115.0
1680;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2003;127.0
1681;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2004;128.0
1682;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2005;140.0
1683;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2006;56.0
1684;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2007;48.0
1685;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2008;60.0
1686;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2009;67.0
1687;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2010;73.0
1688;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2011;84.0
1689;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2012;111.0
1690;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2013;94.0
1691;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2014;82.0
1692;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2015;95.0
1693;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2016;97.0
1694;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2017;108.0
1695;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2018;108.0
1696;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2019;112.0
1697;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2020;84.0
1698;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2021;98.0
1699;GLZ: Aanb. geestelijke gezondheidszorg;HF31: Directe eigen betalingen;2022;105.0
1700;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;1998;81.0
1701;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;1999;87.0
1702;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2000;84.0
1703;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2001;79.0
1704;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2002;76.0
1705;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2003;75.0
1706;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2004;76.0
1707;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2005;81.0
1708;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2006;96.0
1709;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2007;85.0
1710;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2008;176.0
1711;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2009;188.0
1712;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2010;208.0
1713;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2011;239.0
1714;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2012;243.0
1715;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2013;301.0
1716;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2014;320.0
1717;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2015;399.0
1718;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2016;406.0
1719;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2017;410.0
1720;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2018;372.0
1721;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2019;357.0
1722;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2020;378.0
1723;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2021;366.0
1724;GLZ: Aanb. geestelijke gezondheidszorg;HF32: Eigen risico en bijdragen;2022;431.0
1725;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;1998;0.0
1726;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;1999;0.0
1727;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2000;0.0
1728;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2001;0.0
1729;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2002;0.0
1730;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2003;0.0
1731;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2004;0.0
1732;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2005;0.0
1733;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2006;0.0
1734;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2007;0.0
1735;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2008;0.0
1736;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2009;0.0
1737;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2010;0.0
1738;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2011;0.0
1739;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2012;0.0
1740;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2013;0.0
1741;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2014;0.0
1742;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2015;0.0
1743;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2016;0.0
1744;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2017;0.0
1745;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2018;0.0
1746;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2019;0.0
1747;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2020;0.0
1748;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2021;0.0
1749;GLZ: Aanb. geestelijke gezondheidszorg;Overige financieringsvormen;2022;0.0
1750;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;1998;1351.0
1751;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;1999;1418.0
1752;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2000;1543.0
1753;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2001;1687.0
1754;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2002;1934.0
1755;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2003;2127.0
1756;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2004;2122.0
1757;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2005;2124.0
1758;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2006;2394.0
1759;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2007;2585.0
1760;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2008;2645.0
1761;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2009;2740.0
1762;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2010;2888.0
1763;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2011;3183.0
1764;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2012;3152.0
1765;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2013;3248.0
1766;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2014;3483.0
1767;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2015;3570.0
1768;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2016;3710.0
1769;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2017;3776.0
1770;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2018;3983.0
1771;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2019;4430.0
1772;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2020;4793.0
1773;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2021;4961.0
1774;GLZ: Huisartsenpraktijken;Totaal alle financieringsvormen;2022;4975.0
1775;GLZ: Huisartsenpraktijken;HF11: Overheid;1998;33.0
1776;GLZ: Huisartsenpraktijken;HF11: Overheid;1999;35.0
1777;GLZ: Huisartsenpraktijken;HF11: Overheid;2000;39.0
1778;GLZ: Huisartsenpraktijken;HF11: Overheid;2001;60.0
1779;GLZ: Huisartsenpraktijken;HF11: Overheid;2002;70.0
1780;GLZ: Huisartsenpraktijken;HF11: Overheid;2003;77.0
1781;GLZ: Huisartsenpraktijken;HF11: Overheid;2004;90.0
1782;GLZ: Huisartsenpraktijken;HF11: Overheid;2005;89.0
1783;GLZ: Huisartsenpraktijken;HF11: Overheid;2006;135.0
1784;GLZ: Huisartsenpraktijken;HF11: Overheid;2007;141.0
1785;GLZ: Huisartsenpraktijken;HF11: Overheid;2008;150.0
1786;GLZ: Huisartsenpraktijken;HF11: Overheid;2009;164.0
1787;GLZ: Huisartsenpraktijken;HF11: Overheid;2010;175.0
1788;GLZ: Huisartsenpraktijken;HF11: Overheid;2011;198.0
1789;GLZ: Huisartsenpraktijken;HF11: Overheid;2012;210.0
1790;GLZ: Huisartsenpraktijken;HF11: Overheid;2013;61.0
1791;GLZ: Huisartsenpraktijken;HF11: Overheid;2014;61.0
1792;GLZ: Huisartsenpraktijken;HF11: Overheid;2015;52.0
1793;GLZ: Huisartsenpraktijken;HF11: Overheid;2016;51.0
1794;GLZ: Huisartsenpraktijken;HF11: Overheid;2017;50.0
1795;GLZ: Huisartsenpraktijken;HF11: Overheid;2018;51.0
1796;GLZ: Huisartsenpraktijken;HF11: Overheid;2019;62.0
1797;GLZ: Huisartsenpraktijken;HF11: Overheid;2020;149.0
1798;GLZ: Huisartsenpraktijken;HF11: Overheid;2021;146.0
1799;GLZ: Huisartsenpraktijken;HF11: Overheid;2022;104.0
1800;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;1998;30.0
1801;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;1999;36.0
1802;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2000;40.0
1803;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2001;35.0
1804;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2002;39.0
1805;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2003;39.0
1806;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2004;42.0
1807;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2005;45.0
1808;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2006;0.0
1809;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2007;0.0
1810;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2008;0.0
1811;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2009;0.0
1812;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2010;0.0
1813;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2011;0.0
1814;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2012;0.0
1815;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2013;0.0
1816;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2014;0.0
1817;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2015;0.0
1818;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2016;0.0
1819;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2017;0.0
1820;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2018;0.0
1821;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2019;0.0
1822;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2020;0.0
1823;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2021;0.0
1824;GLZ: Huisartsenpraktijken;HF121a: Wlz, AWBZ;2022;0.0
1825;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;1998;856.0
1826;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;1999;886.0
1827;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2000;987.0
1828;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2001;1055.0
1829;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2002;1207.0
1830;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2003;1296.0
1831;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2004;1279.0
1832;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2005;1263.0
1833;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2006;
1834;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2007;
1835;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2008;
1836;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2009;
1837;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2010;
1838;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2011;
1839;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2012;
1840;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2013;
1841;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2014;
1842;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2015;
1843;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2016;
1844;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2017;
1845;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2018;
1846;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2019;
1847;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2020;
1848;GLZ: Huisartsenpraktijken;HF121b: Ziekenfonds;2021;
