ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
2518;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kazachstan;2022;250.0;140.0;56.0;;;;
2519;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kazachstan;2023;280.0;170.0;61.0;91.0;14.0;77.0;9.0
2520;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kenia;2021;910.0;650.0;72.0;89.0;32.0;57.0;11.0
2521;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kenia;2022;990.0;740.0;75.0;88.0;29.0;59.0;12.0
2522;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kenia;2023;1060.0;790.0;75.0;89.0;32.0;57.0;11.0
2523;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kirgizië;2021;50.0;20.0;;;;;
2524;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kirgizië;2022;50.0;20.0;;;;;
2525;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kirgizië;2023;50.0;30.0;;;;;
2526;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kiribati;2021;0.0;0.0;;;;;
2527;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kiribati;2022;0.0;0.0;;;;;
2528;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kiribati;2023;0.0;0.0;;;;;
2529;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Koeweit;2021;330.0;190.0;56.0;94.0;15.0;79.0;6.0
2530;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Koeweit;2022;360.0;220.0;62.0;94.0;17.0;77.0;6.0
2531;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Koeweit;2023;380.0;250.0;66.0;91.0;18.0;72.0;9.0
2532;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kosovo;2021;1880.0;1250.0;66.0;91.0;26.0;65.0;9.0
2533;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kosovo;2022;1990.0;1410.0;71.0;90.0;25.0;65.0;10.0
2534;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kosovo;2023;2120.0;1490.0;70.0;88.0;26.0;62.0;12.0
2535;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kroatië;2021;3100.0;2180.0;70.0;87.0;48.0;39.0;13.0
2536;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kroatië;2022;3190.0;2340.0;73.0;86.0;47.0;39.0;14.0
2537;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Kroatië;2023;3260.0;2410.0;74.0;86.0;48.0;38.0;14.0
2538;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Laos;2021;70.0;50.0;;;;;
2539;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Laos;2022;80.0;60.0;;;;;
2540;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Laos;2023;80.0;60.0;;;;;
2541;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Lesotho;2021;30.0;20.0;;;;;
2542;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Lesotho;2022;30.0;20.0;;;;;
2543;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Lesotho;2023;40.0;30.0;;;;;
2544;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Letland;2021;310.0;160.0;53.0;83.0;39.0;44.0;17.0
2545;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Letland;2022;330.0;170.0;53.0;82.0;37.0;45.0;18.0
2546;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Letland;2023;330.0;180.0;56.0;81.0;32.0;50.0;19.0
2547;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Libanon;2021;1710.0;1180.0;69.0;88.0;28.0;59.0;12.0
2548;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Libanon;2022;1830.0;1340.0;73.0;87.0;28.0;59.0;13.0
2549;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Libanon;2023;1950.0;1410.0;72.0;86.0;30.0;57.0;14.0
2550;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Liberia;2021;850.0;610.0;71.0;93.0;23.0;70.0;7.0
2551;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Liberia;2022;910.0;670.0;74.0;89.0;21.0;69.0;11.0
2552;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Liberia;2023;960.0;710.0;74.0;89.0;25.0;64.0;11.0
2553;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Libië;2021;230.0;150.0;66.0;79.0;25.0;54.0;21.0
2554;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Libië;2022;250.0;180.0;71.0;82.0;23.0;59.0;18.0
2555;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Libië;2023;270.0;190.0;70.0;82.0;22.0;59.0;18.0
2556;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Liechtenstein;2021;0.0;0.0;;;;;
2557;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Liechtenstein;2022;0.0;0.0;;;;;
2558;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Liechtenstein;2023;0.0;0.0;;;;;
2559;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Litouwen;2021;400.0;230.0;56.0;89.0;19.0;70.0;11.0
2560;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Litouwen;2022;450.0;280.0;62.0;90.0;19.0;72.0;10.0
2561;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Litouwen;2023;500.0;320.0;65.0;88.0;17.0;71.0;12.0
2562;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Luxemburg;2021;690.0;490.0;72.0;86.0;46.0;40.0;14.0
2563;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Luxemburg;2022;700.0;510.0;73.0;87.0;45.0;41.0;13.0
2564;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Luxemburg;2023;700.0;530.0;76.0;86.0;48.0;38.0;14.0
2565;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Macau;2021;30.0;20.0;;;;;
2566;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Macau;2022;30.0;30.0;;;;;
2567;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Macau;2023;30.0;30.0;;;;;
2568;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Madagaskar;2021;90.0;60.0;;;;;
2569;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Madagaskar;2022;100.0;70.0;;;;;
2570;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Madagaskar;2023;110.0;70.0;;;;;
2571;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Malawi;2021;150.0;100.0;66.0;;;;
2572;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Malawi;2022;160.0;110.0;70.0;;;;
2573;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Malawi;2023;170.0;130.0;73.0;;;;
2574;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Maldiven;2021;10.0;10.0;;;;;
2575;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Maldiven;2022;10.0;10.0;;;;;
2576;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Maldiven;2023;10.0;10.0;;;;;
2577;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Maleisië;2021;1850.0;1450.0;79.0;86.0;47.0;39.0;14.0
2578;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Maleisië;2022;1900.0;1540.0;81.0;86.0;48.0;38.0;14.0
2579;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Maleisië;2023;1930.0;1580.0;82.0;85.0;51.0;34.0;15.0
2580;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mali;2021;90.0;60.0;;;;;
2581;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mali;2022;100.0;70.0;;;;;
2582;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mali;2023;110.0;80.0;;;;;
2583;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Malta;2021;170.0;130.0;80.0;;;;
2584;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Malta;2022;170.0;140.0;82.0;;;;
2585;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Malta;2023;180.0;140.0;80.0;;;;
2586;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Man;2021;0.0;0.0;;;;;
2587;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Man;2022;0.0;0.0;;;;;
2588;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Man;2023;0.0;0.0;;;;;
2589;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Marshall-eilanden;2021;0.0;0.0;;;;;
2590;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Marshall-eilanden;2022;0.0;0.0;;;;;
2591;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Marshall-eilanden;2023;0.0;0.0;;;;;
2592;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Martinique;2021;40.0;20.0;;;;;
2593;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Martinique;2022;40.0;30.0;;;;;
2594;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Martinique;2023;40.0;30.0;;;;;
2595;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mauritanië;2021;60.0;40.0;;;;;
2596;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mauritanië;2022;70.0;50.0;;;;;
2597;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mauritanië;2023;80.0;60.0;;;;;
2598;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mauritius;2021;240.0;180.0;73.0;88.0;36.0;53.0;12.0
2599;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mauritius;2022;250.0;200.0;81.0;87.0;35.0;53.0;13.0
2600;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mauritius;2023;260.0;210.0;81.0;89.0;37.0;52.0;11.0
2601;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mayotte;2021;0.0;0.0;;;;;
2602;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mayotte;2022;0.0;0.0;;;;;
2603;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mayotte;2023;0.0;0.0;;;;;
2604;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mexico;2021;980.0;630.0;64.0;88.0;32.0;55.0;12.0
2605;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mexico;2022;1070.0;730.0;68.0;86.0;30.0;56.0;14.0
2606;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mexico;2023;1140.0;800.0;70.0;88.0;30.0;57.0;12.0
2607;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Micronesië;2021;0.0;0.0;;;;;
2608;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Micronesië;2022;0.0;0.0;;;;;
2609;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Micronesië;2023;0.0;0.0;;;;;
2610;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Moldavië;2021;130.0;70.0;;;;;
2611;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Moldavië;2022;150.0;90.0;57.0;;;;
2612;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Moldavië;2023;180.0;100.0;59.0;;;;
2613;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Monaco;2021;20.0;10.0;;;;;
2614;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Monaco;2022;20.0;20.0;;;;;
2615;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Monaco;2023;30.0;20.0;;;;;
2616;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mongolië;2021;50.0;30.0;;;;;
2617;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mongolië;2022;60.0;40.0;;;;;
2618;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mongolië;2023;70.0;50.0;;;;;
2619;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Montenegro;2021;630.0;440.0;70.0;94.0;37.0;57.0;6.0
2620;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Montenegro;2022;660.0;480.0;72.0;91.0;38.0;53.0;9.0
2621;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Montenegro;2023;700.0;520.0;75.0;90.0;36.0;53.0;10.0
2622;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Montserrat;2021;0.0;0.0;;;;;
2623;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Montserrat;2022;0.0;0.0;;;;;
2624;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Montserrat;2023;0.0;0.0;;;;;
2625;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mozambique;2021;260.0;190.0;73.0;84.0;35.0;50.0;16.0
2626;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mozambique;2022;270.0;210.0;77.0;83.0;33.0;50.0;17.0
2627;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Mozambique;2023;290.0;220.0;77.0;84.0;34.0;50.0;16.0
2628;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Myanmar;2021;100.0;70.0;;;;;
2629;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Myanmar;2022;110.0;80.0;;;;;
2630;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Myanmar;2023;120.0;80.0;;;;;
2631;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Namibië;2021;90.0;60.0;;;;;
2632;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Namibië;2022;100.0;70.0;;;;;
2633;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Namibië;2023;100.0;70.0;;;;;
2634;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nauru;2021;0.0;0.0;;;;;
2635;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nauru;2022;0.0;0.0;;;;;
2636;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nauru;2023;0.0;0.0;;;;;
2637;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nepal;2021;130.0;80.0;;;;;
2638;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nepal;2022;150.0;100.0;67.0;;;;
2639;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nepal;2023;170.0;120.0;72.0;;;;
2640;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nicaragua;2021;150.0;100.0;68.0;;;;
2641;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nicaragua;2022;160.0;120.0;72.0;;;;
2642;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nicaragua;2023;170.0;120.0;73.0;;;;
2643;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nieuw-Caledonië;2021;10.0;10.0;;;;;
2644;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nieuw-Caledonië;2022;10.0;0.0;;;;;
2645;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nieuw-Caledonië;2023;10.0;0.0;;;;;
2646;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nieuw-Zeeland;2021;2730.0;2210.0;81.0;89.0;49.0;40.0;11.0
2647;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nieuw-Zeeland;2022;2790.0;2310.0;83.0;89.0;50.0;39.0;11.0
2648;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nieuw-Zeeland;2023;2840.0;2360.0;83.0;89.0;53.0;35.0;11.0
2649;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Niger;2021;70.0;50.0;;;;;
2650;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Niger;2022;80.0;60.0;;;;;
2651;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Niger;2023;80.0;60.0;;;;;
2652;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nigeria;2021;3250.0;2220.0;68.0;90.0;22.0;68.0;10.0
2653;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nigeria;2022;3470.0;2510.0;72.0;89.0;23.0;66.0;11.0
2654;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Nigeria;2023;3730.0;2760.0;74.0;88.0;24.0;64.0;12.0
2655;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Niue;2021;0.0;0.0;;;;;
2656;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Niue;2022;0.0;0.0;;;;;
2657;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Niue;2023;0.0;0.0;;;;;
2658;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noordelijke Marianen;2021;0.0;0.0;;;;;
2659;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noordelijke Marianen;2022;0.0;0.0;;;;;
2660;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noordelijke Marianen;2023;0.0;0.0;;;;;
2661;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noord-Korea;2021;0.0;0.0;;;;;
2662;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noord-Korea;2022;0.0;0.0;;;;;
2663;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noord-Korea;2023;0.0;0.0;;;;;
2664;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noorwegen;2021;1560.0;1030.0;66.0;81.0;52.0;29.0;19.0
2665;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noorwegen;2022;1560.0;1080.0;69.0;82.0;52.0;30.0;18.0
2666;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Noorwegen;2023;1580.0;1090.0;69.0;82.0;51.0;31.0;18.0
2667;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Norfolk;2021;0.0;0.0;;;;;
2668;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Norfolk;2022;0.0;0.0;;;;;
2669;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Norfolk;2023;0.0;0.0;;;;;
2670;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oekraïne;2021;2150.0;1010.0;47.0;86.0;26.0;60.0;14.0
2671;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oekraïne;2022;2180.0;1110.0;51.0;86.0;25.0;62.0;14.0
2672;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oekraïne;2023;2240.0;1210.0;54.0;86.0;23.0;63.0;14.0
2673;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oezbekistan;2021;130.0;70.0;;;;;
2674;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oezbekistan;2022;140.0;90.0;;;;;
2675;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oezbekistan;2023;150.0;100.0;66.0;;;;
2676;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oman;2021;30.0;10.0;;;;;
2677;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oman;2022;40.0;20.0;;;;;
2678;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oman;2023;40.0;20.0;;;;;
2679;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oostenrijk;2021;6700.0;4450.0;66.0;82.0;54.0;28.0;18.0
2680;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oostenrijk;2022;6560.0;4530.0;69.0;82.0;54.0;28.0;18.0
2681;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Oostenrijk;2023;6480.0;4540.0;70.0;82.0;54.0;28.0;18.0
2682;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pacific-eilanden;2021;;;;;;;
2683;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pacific-eilanden;2022;;;;;;;
2684;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pacific-eilanden;2023;;;;;;;
2685;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pakistan;2021;6380.0;4350.0;68.0;83.0;37.0;46.0;17.0
2686;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pakistan;2022;6640.0;4710.0;71.0;82.0;36.0;46.0;18.0
2687;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pakistan;2023;6920.0;4910.0;71.0;82.0;37.0;44.0;18.0
2688;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Palau;2021;0.0;0.0;;;;;
2689;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Palau;2022;0.0;0.0;;;;;
2690;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Palau;2023;0.0;0.0;;;;;
2691;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Panama;2021;140.0;90.0;;;;;
2692;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Panama;2022;150.0;100.0;66.0;;;;
2693;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Panama;2023;160.0;100.0;67.0;;;;
2694;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Papoea-Nieuw-Guinea;2021;70.0;60.0;;;;;
2695;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Papoea-Nieuw-Guinea;2022;80.0;60.0;;;;;
2696;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Papoea-Nieuw-Guinea;2023;80.0;60.0;;;;;
2697;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Paraguay;2021;110.0;90.0;;;;;
2698;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Paraguay;2022;110.0;90.0;;;;;
2699;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Paraguay;2023;110.0;90.0;;;;;
2700;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Peru;2021;1400.0;960.0;68.0;88.0;30.0;57.0;12.0
2701;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Peru;2022;1500.0;1100.0;73.0;87.0;29.0;58.0;13.0
2702;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Peru;2023;1620.0;1210.0;75.0;88.0;30.0;58.0;12.0
2703;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pitcairneilanden;2021;0.0;0.0;;;;;
2704;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pitcairneilanden;2022;0.0;0.0;;;;;
2705;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Pitcairneilanden;2023;0.0;0.0;;;;;
2706;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Polen;2021;13610.0;8230.0;60.0;86.0;43.0;43.0;14.0
2707;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Polen;2022;14080.0;8930.0;63.0;86.0;41.0;45.0;14.0
2708;Totaal mannen en vrouwen;Totaal personen;Geboren in NL, ouder(s) buiten NL;Polen;2023;14680.0;9420.0;64.0;87.0;41.0;46.0;13.0
