ID;Zorgfuncties;FinancieringsregelingenZorg;Perioden;UitgavenAanZorg_1
990;HC13: Polikl./ambulante geneesk. zorg;HF122: Verplichte premiegebonden verz.;2011;11629.0
991;HC13: Polikl./ambulante geneesk. zorg;HF122: Verplichte premiegebonden verz.;2012;12064.0
992;HC13: Polikl./ambulante geneesk. zorg;HF122: Verplichte premiegebonden verz.;2013;12293.0
993;HC13: Polikl./ambulante geneesk. zorg;HF122: Verplichte premiegebonden verz.;2014;12455.0
994;HC13: Polikl./ambulante geneesk. zorg;HF122: Verplichte premiegebonden verz.;2015;11047.0
995;HC13: Polikl./ambulante geneesk. zorg;HF122: Verplichte premiegebonden verz.;2016;11382.0
996;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2005;4568.0
997;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2006;2700.0
998;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2007;2913.0
999;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2008;3295.0
1000;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2009;3336.0
1001;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2010;3411.0
1002;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2011;3592.0
1003;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2012;3792.0
1004;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2013;3898.0
1005;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2014;4158.0
1006;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2015;4033.0
1007;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige regelingen, eigen betalingen;2016;4133.0
1008;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2005;3086.0
1009;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2006;1772.0
1010;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2007;1944.0
1011;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2008;1932.0
1012;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2009;2094.0
1013;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2010;2147.0
1014;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2011;2299.0
1015;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2012;2342.0
1016;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2013;2153.0
1017;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2014;2196.0
1018;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2015;2160.0
1019;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige regelingen;2016;2306.0
1020;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2005;3086.0
1021;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2006;1772.0
1022;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2007;1944.0
1023;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2008;1932.0
1024;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2009;2094.0
1025;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2010;2147.0
1026;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2011;2299.0
1027;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2012;2342.0
1028;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2013;2153.0
1029;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2014;2196.0
1030;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2015;2160.0
1031;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2016;2306.0
1032;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2005;0.0
1033;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2006;0.0
1034;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2007;0.0
1035;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2008;0.0
1036;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2009;0.0
1037;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2010;0.0
1038;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2011;0.0
1039;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2012;0.0
1040;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2013;0.0
1041;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2014;0.0
1042;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2015;0.0
1043;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZW;2016;0.0
1044;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2005;0.0
1045;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2006;0.0
1046;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2007;0.0
1047;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2008;0.0
1048;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2009;0.0
1049;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2010;0.0
1050;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2011;0.0
1051;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2012;0.0
1052;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2013;0.0
1053;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2014;0.0
1054;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2015;0.0
1055;HC13: Polikl./ambulante geneesk. zorg;HF23: Regelingen door ondernemingen;2016;0.0
1056;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2005;1482.0
1057;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2006;927.0
1058;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2007;969.0
1059;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2008;1362.0
1060;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2009;1243.0
1061;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2010;1263.0
1062;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2011;1292.0
1063;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2012;1450.0
1064;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2013;1745.0
1065;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2014;1962.0
1066;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2015;1874.0
1067;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2016;1827.0
1068;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2005;27.0
1069;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2006;28.0
1070;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2007;28.0
1071;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2008;29.0
1072;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2009;27.0
1073;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2010;37.0
1074;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2011;36.0
1075;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2012;36.0
1076;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2013;38.0
1077;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2014;40.0
1078;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2015;42.0
1079;HC13: Polikl./ambulante geneesk. zorg;"Buitenland; uitvoer";2016;42.0
1080;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2005;1870.0
1081;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2006;1953.0
1082;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2007;2120.0
1083;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2008;2201.0
1084;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2009;2281.0
1085;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2010;2353.0
1086;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2011;2526.0
1087;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2012;2629.0
1088;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2013;2496.0
1089;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2014;2521.0
1090;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2015;2505.0
1091;"HC13.2: Tandheelkundige zorg; ambulant";Totaal alle financieringsregelingen;2016;2638.0
1092;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2005;1863.0
1093;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2006;1946.0
1094;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2007;2113.0
1095;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2008;2194.0
1096;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2009;2273.0
1097;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2010;2342.0
1098;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2011;2515.0
1099;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2012;2619.0
1100;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2013;2485.0
1101;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2014;2510.0
1102;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2015;2493.0
1103;"HC13.2: Tandheelkundige zorg; ambulant";Totaal financiering van ingezetenen;2016;2626.0
1104;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2005;187.0
1105;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2006;260.0
1106;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2007;276.0
1107;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2008;243.0
1108;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2009;233.0
1109;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2010;238.0
1110;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2011;282.0
1111;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2012;282.0
1112;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2013;248.0
1113;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2014;234.0
1114;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2015;237.0
1115;"HC13.2: Tandheelkundige zorg; ambulant";HF1: Publieke sector;2016;255.0
1116;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2005;6.0
1117;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2006;6.0
1118;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2007;8.0
1119;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2008;9.0
1120;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2009;10.0
1121;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2010;9.0
1122;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2011;9.0
1123;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2012;9.0
1124;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2013;9.0
1125;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2014;9.0
1126;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2015;8.0
1127;"HC13.2: Tandheelkundige zorg; ambulant";HF11: Overheid;2016;9.0
1128;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2005;181.0
1129;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2006;254.0
1130;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2007;269.0
1131;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2008;234.0
1132;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2009;224.0
1133;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2010;229.0
1134;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2011;273.0
1135;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2012;273.0
1136;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2013;239.0
1137;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2014;225.0
1138;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2015;229.0
1139;"HC13.2: Tandheelkundige zorg; ambulant";HF12: Verplichte premiegeb verzekeringen;2016;247.0
1140;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2005;14.0
1141;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2006;14.0
1142;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2007;16.0
1143;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2008;16.0
1144;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2009;18.0
1145;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2010;18.0
1146;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2011;19.0
1147;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2012;24.0
1148;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2013;25.0
1149;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2014;28.0
1150;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2015;32.0
1151;"HC13.2: Tandheelkundige zorg; ambulant";HF121a: AWBZ, Wlz;2016;44.0
1152;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2005;167.0
1153;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2006;
1154;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2007;
1155;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2008;
1156;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2009;
1157;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2010;
1158;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2011;
1159;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2012;
1160;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2013;
1161;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2014;
1162;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2015;
1163;"HC13.2: Tandheelkundige zorg; ambulant";HF121b: Ziekenfonds;2016;
1164;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2005;
1165;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2006;239.0
1166;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2007;252.0
1167;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2008;219.0
1168;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2009;205.0
1169;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2010;211.0
1170;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2011;254.0
1171;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2012;249.0
1172;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2013;213.0
1173;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2014;196.0
1174;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2015;197.0
1175;"HC13.2: Tandheelkundige zorg; ambulant";HF122: Verplichte premiegebonden verz.;2016;203.0
1176;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2005;1676.0
1177;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2006;1686.0
1178;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2007;1837.0
1179;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2008;1950.0
1180;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2009;2040.0
1181;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2010;2104.0
1182;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2011;2233.0
1183;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2012;2337.0
1184;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2013;2237.0
1185;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2014;2275.0
1186;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2015;2256.0
1187;"HC13.2: Tandheelkundige zorg; ambulant";Vrijwillige regelingen, eigen betalingen;2016;2371.0
1188;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2005;1108.0
1189;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2006;1240.0
1190;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2007;1355.0
1191;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2008;1383.0
1192;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2009;1536.0
1193;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2010;1602.0
1194;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2011;1752.0
1195;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2012;1799.0
1196;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2013;1652.0
1197;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2014;1677.0
1198;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2015;1672.0
1199;"HC13.2: Tandheelkundige zorg; ambulant";HF2: Vrijwillige regelingen;2016;1793.0
1200;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2005;1108.0
1201;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2006;1240.0
1202;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2007;1355.0
1203;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2008;1383.0
1204;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2009;1536.0
1205;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2010;1602.0
1206;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2011;1752.0
1207;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2012;1799.0
1208;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2013;1652.0
1209;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2014;1677.0
1210;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2015;1672.0
1211;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2016;1793.0
1212;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2005;0.0
1213;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2006;0.0
1214;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2007;0.0
1215;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2008;0.0
1216;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2009;0.0
1217;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2010;0.0
1218;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2011;0.0
1219;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2012;0.0
1220;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2013;0.0
1221;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2014;0.0
1222;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2015;0.0
1223;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZW;2016;0.0
1224;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2005;0.0
1225;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2006;0.0
1226;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2007;0.0
1227;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2008;0.0
1228;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2009;0.0
1229;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2010;0.0
1230;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2011;0.0
1231;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2012;0.0
1232;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2013;0.0
1233;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2014;0.0
1234;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2015;0.0
1235;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Regelingen door ondernemingen;2016;0.0
1236;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2005;568.0
1237;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2006;446.0
1238;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2007;482.0
1239;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2008;567.0
1240;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2009;503.0
1241;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2010;503.0
1242;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2011;481.0
1243;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2012;538.0
1244;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2013;586.0
1245;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2014;598.0
1246;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2015;584.0
1247;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2016;578.0
1248;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2005;7.0
1249;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2006;7.0
1250;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2007;7.0
1251;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2008;8.0
1252;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2009;7.0
1253;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2010;11.0
1254;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2011;10.0
1255;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2012;10.0
1256;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2013;11.0
1257;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2014;11.0
1258;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2015;12.0
1259;"HC13.2: Tandheelkundige zorg; ambulant";"Buitenland; uitvoer";2016;12.0
1260;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2005;8629.0
1261;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2006;9608.0
1262;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2007;9984.0
1263;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2008;11773.0
1264;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2009;12463.0
1265;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2010;12568.0
1266;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2011;13067.0
1267;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2012;13660.0
1268;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2013;14170.0
1269;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2014;14575.0
1270;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal alle financieringsregelingen;2015;14059.0
