ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Omschrijving_61;Code_62;Omschrijving_63;Inwonertal_64;Omgevingsadressendichtheid_65
29;106;106;Assen                      ;ASN;Assen                      ;19;Assen           ;71;Zuid-Oost Drenthe             ;7;Assen-Hoogeveen                    ;7;Noord-Drenthe                      ;17;Drentse zandgronden                     ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Noord- en Midden-Drenthe            ;60;Assen              ;3;Assen           ;1;Noord-Nederland;2202;Smilde en Centraal zandgebied in Drenthe;2;Veenkoloniën en Oldambt       ;11;Assen                 ;NL1;Noord-Nederland;NL13;Drenthe                   ;NL131;Noord-Drenthe                      ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;7;Noord- en midden-Drenthe                ;5;Noord- en Midden-Drenthe                ;5;Noord- en Midden-Drenthe                ;071;-  ;                              ;5;50 000 - < 100 000 inwoners             ;3;Matig stedelijk     ;58878;1323
30;743;743;Asten                      ;ATN;Asten                      ;1;'s-Hertogenbosch;11;Zuidoost-Noord-Brabant        ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;118;Brabantse Peel                          ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;3;Helmond            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;74;Helmond               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;14;Oost-Brabant, Noord- en Midden-Limburg  ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ;402;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;15788;720
31;650;650;Axel                       ;AXL;Axel                       ;12;Middelburg      ;5;Zeeland                       ;37;Terneuzen-Hulst                    ;31;Zeeuwsch-Vlaanderen                ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;42;Terneuzen          ;16;Middelburg      ;3;West-Nederland ;2903;Zeeuwsch-Vlaanderen                     ;11;Zuidwestelijk akkerbouwgebied ;62;Terneuzen             ;NL3;West-Nederland ;NL34;Zeeland                   ;NL341;Zeeuwsch-Vlaanderen                ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;33;Zeeuwsch-Vlaanderen                     ;24;Zeeland                                 ;33;Zuid-Zeeland                            ;371;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;12282;591
32;744;744;Baarle-Nassau              ;BNU;Baarle-Nassau              ;2;Breda           ;26;Breda                         ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;GGD West-Brabant                        ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;-  ;-  ;                              ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;6314;276
33;308;308;Baarn                      ;BAN;Baarn                      ;16;Utrecht         ;50;Eemland                       ;23;Hilversum                          ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                             ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;24610;1353
34;489;489;Barendrecht                ;BDT;Barendrecht                ;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;86;Westelijk IJsselmonde                   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;46;GGD Rotterdam e.o.                      ;32;Rotterdam          ;14;Dordrecht       ;3;West-Nederland ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland             ;54;Rotterdam             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;29;Rijnmond                                ;23;Rijnmond                                ;31;Rijnmond                                ;281;291;Rijnmond                      ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;30831;1375
35;203;203;Barneveld                  ;BVD;Barneveld                  ;5;Arnhem          ;19;West-Veluwe/Valleigebied      ;20;Amersfoort                         ;13;Veluwe                             ;31;Gelderse Vallei                         ;2;Arnhem          ;8;Amersfoort        ;7;Arnhem           ;15;GGD West-Veluwe/Vallei                  ;15;Wageningen         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;35;Amersfoort            ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;7;Gelderland-Midden        ;25;Gelderland                ;5;IJssel/Veluwe                      ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                           ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ;201;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;48225;667
36;144;144;Bathmen                    ;BTN;Bathmen                    ;7;Zwolle          ;32;Midden-IJssel                 ;13;Deventer                           ;11;Zuidwest-Overijssel                ;22;Zuidwest-Overijssel                     ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;22;Deventer           ;4;Zwolle          ;2;Oost-Nederland ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL212;Zuidwest-Overijssel                ;7;Apeldoorn en midden-IJsselgebied;4;IJsselland               ;23;Overijssel                ;5;IJssel/Veluwe                      ;11;Twente, Salland en Vechtstreek          ;11;Stedendriehoek                          ;8;IJsselvallei                            ;9;IJsselvallei                            ;-  ;-  ;                              ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;5227;339
37;5;5;Bedum                      ;BDM;Bedum                      ;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;1;Groninger Hoogeland en N. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;011;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;10911;578
38;888;888;Beek                       ;BEK;Beek                       ;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westelijke Mijnstreek                   ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;17246;750
39;370;370;Beemster                   ;BSR;Beemster                   ;15;Haarlem         ;21;Waterland                     ;21;Amsterdam-Purmerend                ;23;Groot-Amsterdam                    ;56;Noordhollands Middengewest              ;4;Amsterdam       ;13;Amsterdam         ;14;Amsterdam        ;73;GGD Zaanstreek/Waterland                ;50;Zaandam            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen   ;44;Amsterdam             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ;212;232;Overig Groot-Amsterdam        ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;8473;533
40;889;889;Beesel                     ;BSL;Beesel                     ;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;121;Industriegebied Venlo-Beesel            ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;13135;611
41;7;7;Bellingwedde               ;BLE;Bellingwedde               ;18;Groningen       ;34;Groningen/Noord Drenthe       ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;59;Winschoten         ;1;Groningen       ;1;Noord-Nederland;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt       ;5;Winschoten            ;NL1;Noord-Nederland;NL11;Groningen                 ;NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;12;Groningse, Friese en Drentse zandgronden;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;021;-  ;                              ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;9708;153
42;206;206;Bemmel                     ;BML;Bemmel                     ;5;Arnhem          ;45;Arnhem                        ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;37;Oostelijke Betuwe                       ;2;Arnhem          ;7;Nijmegen          ;7;Arnhem           ;19;Dienst Welzijn en Volksgezondheid Arnhem;17;Nijmegen           ;7;Arnhem          ;2;Oost-Nederland ;2504;Oostelijke Betuwe en Nijmegen           ;10;Rivierengebied                ;30;Nijmegen              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;7;Gelderland-Midden        ;25;Gelderland                ;6;Arnhem/Oost Gld./Nijm./Rivierenland;9;Gelders Rivierengebied                  ;14;Arnhem/Nijmegen                         ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ;151;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;41132;706
