ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkAfstand_2
2088;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Overijssel (CR);2016 december;0.9;63.1
2089;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Overijssel (CR);2017 december;1.2;68.9
2090;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Overijssel (CR);2018 december;1.4;71.6
2091;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Overijssel (CR);2019 december;1.5;71.5
2092;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Overijssel (CR);2020 december;0.5;64.1
2093;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2014 december;1.6;107.3
2094;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2015 december;2.3;109.6
2095;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2016 december;1.8;108.6
2096;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2017 december;2.3;105.4
2097;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2018 december;2.4;104.3
2098;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2019 december;2.3;105.5
2099;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Twente (CR);2020 december;1.1;105.6
2100;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2014 december;13.9;44.0
2101;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2015 december;14.1;42.5
2102;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2016 december;17.2;45.9
2103;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2017 december;16.3;44.9
2104;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2018 december;15.8;44.7
2105;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2019 december;16.2;44.0
2106;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Veluwe (CR);2020 december;14.8;43.6
2107;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2014 december;1.0;89.5
2108;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2015 december;1.3;86.9
2109;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2016 december;1.0;89.5
2110;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2017 december;2.2;98.5
2111;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2018 december;1.9;99.8
2112;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2019 december;2.0;98.9
2113;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Achterhoek (CR);2020 december;0.7;90.9
2114;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2014 december;6.6;80.2
2115;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2015 december;7.4;80.9
2116;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2016 december;6.9;79.9
2117;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2017 december;5.8;81.2
2118;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2018 december;7.3;79.2
2119;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2019 december;7.0;79.0
2120;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Arnhem/Nijmegen (CR);2020 december;10.2;79.0
2121;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2014 december;1.5;82.3
2122;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2015 december;1.0;90.0
2123;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2016 december;0.5;78.7
2124;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2017 december;0.7;78.2
2125;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2018 december;0.7;78.8
2126;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2019 december;0.8;80.7
2127;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidwest-Gelderland (CR);2020 december;1.8;86.2
2128;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2014 december;9.5;46.0
2129;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2015 december;9.6;46.1
2130;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2016 december;9.1;45.6
2131;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2017 december;10.0;45.9
2132;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2018 december;9.6;45.6
2133;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2019 december;9.7;45.3
2134;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Utrecht (CR);2020 december;10.0;45.5
2135;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2014 december;0.6;66.1
2136;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2015 december;0.5;66.7
2137;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2016 december;0.5;62.5
2138;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2017 december;0.7;65.6
2139;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2018 december;0.7;67.4
2140;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2019 december;0.7;67.4
2141;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Kop van Noord-Holland (CR);2020 december;0.7;68.5
2142;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2014 december;0.2;71.5
2143;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2015 december;0.4;69.7
2144;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2016 december;0.5;69.9
2145;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2017 december;0.3;71.2
2146;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2018 december;0.4;69.1
2147;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2019 december;0.3;70.5
2148;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Alkmaar en omgeving (CR);2020 december;0.3;70.5
2149;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2014 december;0.2;67.0
2150;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2015 december;0.2;66.9
2151;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2016 december;0.3;62.9
2152;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2017 december;0.3;62.0
2153;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2018 december;0.3;66.7
2154;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2019 december;0.4;60.8
2155;Totaal mannen en vrouwen;Totaal;Flevoland (PV);IJmond (CR);2020 december;0.3;64.4
2156;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2014 december;0.6;55.9
2157;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2015 december;0.5;56.6
2158;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2016 december;0.5;57.4
2159;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2017 december;0.6;56.0
2160;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2018 december;0.6;57.0
2161;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2019 december;0.6;55.6
2162;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Haarlem (CR);2020 december;0.7;54.8
2163;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2014 december;0.6;48.0
2164;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2015 december;0.6;47.3
2165;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2016 december;0.6;46.5
2166;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2017 december;0.6;48.3
2167;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2018 december;0.7;47.4
2168;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2019 december;0.7;47.3
2169;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zaanstreek (CR);2020 december;0.8;46.1
2170;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2014 december;29.5;35.7
2171;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2015 december;29.4;36.3
2172;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2016 december;31.2;36.7
2173;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2017 december;32.8;36.1
2174;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2018 december;34.0;36.0
2175;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2019 december;34.8;36.5
2176;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Amsterdam (CR);2020 december;33.6;36.3
2177;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2014 december;7.3;24.0
2178;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2015 december;7.6;24.3
2179;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2016 december;7.7;25.1
2180;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2017 december;8.5;25.0
2181;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2018 december;8.5;24.9
2182;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2019 december;8.5;24.8
2183;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Het Gooi en Vechtstreek (CR);2020 december;8.3;24.3
2184;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2014 december;0.4;78.1
2185;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2015 december;0.6;74.4
2186;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2016 december;0.5;77.2
2187;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2017 december;0.5;76.8
2188;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2018 december;0.6;73.6
2189;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2019 december;0.5;77.3
2190;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie Leiden en Bollenstreek (CR);2020 december;0.6;77.6
2191;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2014 december;1.0;91.6
2192;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2015 december;1.0;91.1
2193;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2016 december;0.9;89.8
2194;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2017 december;1.3;88.7
2195;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2018 december;1.1;88.6
2196;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2019 december;1.2;88.8
2197;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Agglomeratie 's-Gravenhage (CR);2020 december;1.2;87.4
2198;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2014 december;0.1;100.1
2199;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2015 december;0.1;100.5
2200;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2016 december;0.2;99.0
2201;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2017 december;0.2;99.1
2202;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2018 december;0.2;99.3
2203;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2019 december;0.2;99.5
2204;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Delft en Westland (CR);2020 december;0.2;100.2
2205;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2014 december;0.3;74.9
2206;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2015 december;0.4;75.6
2207;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2016 december;0.4;74.9
2208;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2017 december;0.4;75.6
2209;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2018 december;0.5;76.8
2210;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2019 december;0.5;77.4
2211;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Oost-Zuid-Holland (CR);2020 december;0.4;78.3
2212;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2014 december;1.2;105.8
2213;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2015 december;1.6;110.4
2214;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2016 december;1.5;108.1
2215;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2017 december;1.4;105.3
2216;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2018 december;1.4;103.0
2217;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2019 december;1.6;102.4
2218;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Groot-Rijnmond (CR);2020 december;1.5;102.3
2219;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2014 december;0.4;105.6
2220;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2015 december;0.5;105.7
2221;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2016 december;0.4;104.2
2222;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2017 december;0.5;103.1
2223;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2018 december;0.6;101.5
2224;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2019 december;0.6;104.8
2225;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Zuid-Holland (CR);2020 december;0.6;105.2
2226;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2014 december;0.0;
2227;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2015 december;0.0;
2228;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2016 december;0.0;
2229;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2017 december;0.0;
2230;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2018 december;0.0;
2231;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2019 december;0.0;
2232;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zeeuwsch-Vlaanderen (CR);2020 december;0.0;
2233;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2014 december;0.1;203.2
2234;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2015 december;0.1;193.9
2235;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2016 december;0.1;191.8
2236;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2017 december;0.1;190.1
2237;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2018 december;0.1;191.7
2238;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2019 december;0.2;195.9
2239;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Overig Zeeland (CR);2020 december;0.2;198.4
2240;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2014 december;0.5;127.6
2241;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2015 december;0.5;126.9
2242;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2016 december;0.6;122.2
2243;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2017 december;0.6;124.3
2244;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2018 december;0.7;123.9
2245;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2019 december;0.7;123.9
2246;Totaal mannen en vrouwen;Totaal;Flevoland (PV);West-Noord-Brabant (CR);2020 december;0.7;122.0
2247;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2014 december;0.5;124.6
2248;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2015 december;0.6;125.2
2249;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2016 december;0.8;119.0
2250;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2017 december;0.6;123.7
2251;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2018 december;0.6;122.9
2252;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2019 december;0.6;125.2
2253;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Noord-Brabant (CR);2020 december;0.6;125.3
2254;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2014 december;0.6;104.1
2255;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2015 december;0.6;104.7
2256;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2016 december;0.8;107.3
2257;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2017 december;0.6;101.8
2258;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2018 december;0.7;99.0
2259;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2019 december;0.9;98.5
2260;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noordoost-Noord-Brabant (CR);2020 december;0.9;100.6
2261;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2014 december;2.6;133.3
2262;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2015 december;1.4;131.7
2263;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2016 december;1.1;127.8
2264;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2017 december;1.8;130.2
2265;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2018 december;1.6;125.5
2266;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2019 december;1.4;127.6
2267;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuidoost-Noord-Brabant (CR);2020 december;1.1;132.2
2268;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2014 december;0.4;139.8
2269;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2015 december;1.3;144.6
2270;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2016 december;0.7;134.8
2271;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2017 december;0.9;132.6
2272;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2018 december;0.8;136.2
2273;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2019 december;0.6;138.9
2274;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Noord-Limburg (CR);2020 december;0.5;142.3
2275;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2014 december;0.2;169.2
2276;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2015 december;0.4;163.9
2277;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2016 december;0.3;167.0
2278;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2017 december;0.2;166.1
2279;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2018 december;0.4;166.8
2280;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2019 december;0.5;168.8
2281;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Midden-Limburg (CR);2020 december;0.4;167.7
2282;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2014 december;0.6;203.4
2283;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2015 december;1.7;199.8
2284;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2016 december;0.6;202.4
2285;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2017 december;0.2;204.2
2286;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2018 december;0.7;203.5
2287;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2019 december;0.7;200.0
2288;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Zuid-Limburg (CR);2020 december;0.5;200.3
2289;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2014 december;90.6;8.6
2290;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2015 december;90.4;8.3
2291;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2016 december;93.0;8.2
2292;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2017 december;94.6;8.2
2293;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2018 december;98.1;8.6
2294;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2019 december;102.8;8.2
2295;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Flevoland (CR);2020 december;102.9;8.0
2296;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2014 december;182.0;31.4
2297;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2015 december;185.3;33.0
2298;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2016 december;189.3;31.1
2299;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2017 december;195.9;31.2
2300;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2018 december;202.3;31.7
2301;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2019 december;207.6;31.0
2302;Totaal mannen en vrouwen;Totaal;Flevoland (PV);Nederland, Buitenland, Niet in te delen;2020 december;204.8;29.8
2303;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2014 december;0.2;
2304;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2015 december;0.2;
2305;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2016 december;0.1;
2306;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2017 december;0.2;
2307;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2018 december;0.2;
2308;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2019 december;0.2;
2309;Totaal mannen en vrouwen;Totaal;Flevoland (PV);"Nederland; niet in te delen";2020 december;0.2;
2310;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2014 december;906.8;25.0
2311;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2015 december;918.6;25.0
2312;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2016 december;932.0;25.1
2313;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2017 december;956.8;24.6
2314;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2018 december;981.8;25.0
2315;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2019 december;999.0;24.5
2316;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Nederland;2020 december;990.2;24.6
2317;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2014 december;2.1;156.5
2318;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2015 december;1.3;153.9
2319;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2016 december;1.3;157.5
2320;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2017 december;0.9;149.4
2321;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2018 december;1.1;154.8
2322;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2019 december;1.0;153.9
2323;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Groningen (PV);2020 december;1.0;152.2
2324;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Fryslân (PV);2014 december;2.9;132.8
2325;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Fryslân (PV);2015 december;2.2;130.0
2326;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Fryslân (PV);2016 december;1.7;131.3
2327;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Fryslân (PV);2017 december;1.3;122.7
2328;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Fryslân (PV);2018 december;1.4;123.7
2329;Totaal mannen en vrouwen;Totaal;Gelderland (PV);Fryslân (PV);2019 december;1.5;125.6
