ID;Geslacht;MboSectorOpleidingsrichtBijInstroom;MaatschappelijkePositie1JaarTerug;HoogstBehaaldeVoorafgaandeDiploma;Persoonskenmerken;Perioden;TotaalInstromersInHetMbo_1;BolVoltijd_2;BolDeeltijd_3;Bbl_4;Niveau1_5;Niveau2_6;Niveau3_7;Niveau4_8;BolVoltijdNiveau1_9;BolVoltijdNiveau2_10;BolVoltijdNiveau3_11;BolVoltijdNiveau4_12;BolDeeltijdNiveau1_13;BolDeeltijdNiveau2_14;BolDeeltijdNiveau3_15;BolDeeltijdNiveau4_16;BblNiveau1_17;BblNiveau2_18;BblNiveau3_19;BblNiveau4_20
2882;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;0;2008/'09;21220.0;1210.0;1240.0;18780.0;3130.0;8490.0;5260.0;4340.0;250.0;350.0;190.0;430.0;80.0;290.0;380.0;490.0;2800.0;7860.0;4700.0;3420.0
2883;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;0;2009/'10;23120.0;1440.0;1220.0;20460.0;4650.0;8420.0;5300.0;4750.0;320.0;460.0;220.0;440.0;80.0;330.0;370.0;440.0;4250.0;7630.0;4710.0;3870.0
2884;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;15 jaar of jonger;2006/'07;;;0.0;;;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
2885;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;15 jaar of jonger;2007/'08;;;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
2886;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;15 jaar of jonger;2008/'09;;;0.0;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
2887;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;15 jaar of jonger;2009/'10;;;0.0;0.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2888;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;16 jaar;2006/'07;120.0;80.0;;50.0;70.0;40.0;;10.0;40.0;20.0;;10.0;;0.0;0.0;0.0;30.0;20.0;;0.0
2889;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;16 jaar;2007/'08;110.0;70.0;0.0;50.0;60.0;50.0;;;40.0;20.0;;;0.0;0.0;0.0;0.0;20.0;30.0;0.0;0.0
2890;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;16 jaar;2008/'09;60.0;40.0;0.0;20.0;20.0;30.0;;;10.0;20.0;;;0.0;0.0;0.0;0.0;;10.0;;0.0
2891;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;16 jaar;2009/'10;100.0;80.0;0.0;20.0;40.0;40.0;10.0;20.0;30.0;30.0;10.0;20.0;0.0;0.0;0.0;0.0;10.0;;0.0;0.0
2892;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;17 jaar;2006/'07;430.0;250.0;;180.0;250.0;140.0;20.0;20.0;160.0;60.0;20.0;20.0;;0.0;0.0;0.0;100.0;80.0;;
2893;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;17 jaar;2007/'08;440.0;230.0;;200.0;230.0;160.0;10.0;30.0;120.0;70.0;10.0;30.0;;0.0;0.0;0.0;110.0;100.0;;
2894;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;17 jaar;2008/'09;280.0;160.0;;120.0;70.0;140.0;20.0;40.0;40.0;60.0;20.0;40.0;;0.0;0.0;0.0;40.0;70.0;;
2895;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;17 jaar;2009/'10;300.0;210.0;0.0;80.0;80.0;130.0;30.0;50.0;60.0;70.0;30.0;50.0;0.0;0.0;0.0;0.0;20.0;60.0;;
2896;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;18 jaar;2006/'07;500.0;290.0;;220.0;200.0;200.0;50.0;60.0;110.0;100.0;30.0;50.0;;0.0;0.0;0.0;100.0;100.0;20.0;
2897;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;18 jaar;2007/'08;550.0;280.0;;270.0;240.0;220.0;30.0;60.0;120.0;90.0;20.0;50.0;;0.0;0.0;0.0;120.0;140.0;;
2898;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;18 jaar;2008/'09;330.0;180.0;;150.0;80.0;150.0;40.0;50.0;50.0;50.0;30.0;50.0;0.0;;0.0;;40.0;100.0;10.0;
2899;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;18 jaar;2009/'10;340.0;210.0;;120.0;90.0;150.0;30.0;70.0;60.0;70.0;20.0;70.0;;0.0;0.0;0.0;30.0;80.0;;
2900;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;19 jaar;2006/'07;400.0;220.0;;180.0;110.0;170.0;50.0;70.0;60.0;60.0;30.0;70.0;;;;;40.0;110.0;20.0;
2901;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;19 jaar;2007/'08;340.0;170.0;;160.0;110.0;150.0;30.0;60.0;50.0;50.0;10.0;50.0;;;;;50.0;90.0;10.0;
2902;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;19 jaar;2008/'09;290.0;130.0;;160.0;70.0;140.0;40.0;50.0;30.0;30.0;20.0;50.0;0.0;;;0.0;30.0;110.0;20.0;
2903;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;19 jaar;2009/'10;330.0;190.0;;130.0;80.0;130.0;50.0;70.0;50.0;50.0;30.0;60.0;;;0.0;;30.0;80.0;20.0;
2904;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;20 jaar;2006/'07;410.0;190.0;10.0;210.0;90.0;190.0;60.0;80.0;40.0;50.0;30.0;70.0;;;;;40.0;130.0;30.0;
2905;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;20 jaar;2007/'08;270.0;110.0;10.0;160.0;50.0;140.0;40.0;50.0;30.0;30.0;20.0;40.0;0.0;;;;20.0;110.0;20.0;10.0
2906;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;20 jaar;2008/'09;230.0;100.0;;130.0;40.0;120.0;20.0;40.0;20.0;30.0;;40.0;0.0;0.0;0.0;;20.0;90.0;20.0;
2907;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;20 jaar;2009/'10;220.0;120.0;;90.0;50.0;80.0;40.0;50.0;30.0;30.0;10.0;50.0;;0.0;;0.0;20.0;50.0;20.0;
2908;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;21 jaar;2006/'07;400.0;140.0;30.0;240.0;70.0;200.0;70.0;70.0;20.0;40.0;30.0;50.0;;;;;40.0;150.0;40.0;20.0
2909;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;21 jaar;2007/'08;310.0;80.0;20.0;210.0;60.0;150.0;60.0;40.0;10.0;20.0;10.0;30.0;;;;;40.0;120.0;40.0;10.0
2910;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;21 jaar;2008/'09;190.0;50.0;;130.0;40.0;90.0;30.0;30.0;20.0;10.0;;20.0;0.0;;;;20.0;80.0;20.0;
2911;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;21 jaar;2009/'10;160.0;70.0;;80.0;40.0;80.0;20.0;30.0;20.0;30.0;;30.0;;;;0.0;20.0;50.0;20.0;
2912;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;22 jaar;2006/'07;550.0;160.0;80.0;320.0;70.0;220.0;140.0;130.0;20.0;50.0;30.0;70.0;;;40.0;20.0;40.0;170.0;70.0;40.0
2913;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;22 jaar;2007/'08;310.0;80.0;10.0;210.0;50.0;150.0;60.0;50.0;20.0;30.0;10.0;20.0;;;;;20.0;120.0;50.0;30.0
2914;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;22 jaar;2008/'09;230.0;60.0;10.0;160.0;30.0;110.0;40.0;40.0;10.0;20.0;10.0;20.0;0.0;;;;20.0;90.0;30.0;10.0
2915;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;22 jaar;2009/'10;190.0;60.0;;120.0;40.0;80.0;40.0;30.0;10.0;20.0;;20.0;;;;;30.0;60.0;30.0;
2916;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;23 jaar;2006/'07;810.0;160.0;110.0;540.0;60.0;310.0;240.0;210.0;;30.0;40.0;80.0;;20.0;60.0;30.0;50.0;260.0;140.0;100.0
2917;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;23 jaar;2007/'08;520.0;100.0;40.0;390.0;60.0;230.0;120.0;110.0;10.0;30.0;20.0;40.0;;;10.0;20.0;40.0;200.0;90.0;50.0
2918;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;23 jaar;2008/'09;260.0;40.0;20.0;200.0;40.0;140.0;40.0;40.0;10.0;;;20.0;0.0;;;;30.0;130.0;30.0;10.0
2919;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;23 jaar;2009/'10;210.0;50.0;10.0;150.0;30.0;120.0;40.0;20.0;10.0;20.0;;;;;;;20.0;90.0;30.0;10.0
2920;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;24 jaar;2006/'07;760.0;130.0;100.0;530.0;70.0;280.0;210.0;200.0;;20.0;30.0;70.0;0.0;10.0;40.0;40.0;60.0;250.0;140.0;90.0
2921;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;24 jaar;2007/'08;750.0;90.0;70.0;590.0;70.0;320.0;180.0;180.0;;20.0;10.0;50.0;;;30.0;30.0;60.0;300.0;140.0;100.0
2922;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;24 jaar;2008/'09;400.0;60.0;30.0;320.0;50.0;180.0;100.0;70.0;10.0;10.0;10.0;30.0;;;10.0;10.0;40.0;160.0;80.0;40.0
2923;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;24 jaar;2009/'10;210.0;50.0;20.0;150.0;40.0;90.0;40.0;30.0;10.0;10.0;;10.0;;;;;30.0;70.0;30.0;20.0
2924;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;1;2006/'07;1470.0;830.0;10.0;620.0;630.0;550.0;130.0;160.0;370.0;230.0;80.0;150.0;;;;;260.0;310.0;40.0;10.0
2925;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;1;2007/'08;1440.0;740.0;10.0;680.0;640.0;580.0;80.0;150.0;340.0;230.0;50.0;130.0;;;;;290.0;350.0;30.0;10.0
2926;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;1;2008/'09;970.0;510.0;;450.0;240.0;470.0;100.0;160.0;130.0;170.0;70.0;140.0;;;;;110.0;290.0;30.0;10.0
2927;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;1;2009/'10;1060.0;700.0;10.0;360.0;290.0;440.0;120.0;210.0;200.0;220.0;90.0;190.0;;;0.0;;80.0;230.0;30.0;10.0
2928;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;2;2006/'07;2950.0;780.0;320.0;1850.0;340.0;1200.0;720.0;690.0;90.0;200.0;160.0;330.0;10.0;50.0;150.0;110.0;230.0;960.0;410.0;250.0
2929;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;2;2007/'08;2160.0;450.0;150.0;1570.0;280.0;990.0;460.0;440.0;80.0;120.0;80.0;170.0;10.0;30.0;50.0;50.0;190.0;840.0;330.0;210.0
2930;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;2;2008/'09;1300.0;310.0;60.0;930.0;210.0;640.0;240.0;220.0;70.0;80.0;40.0;120.0;;10.0;30.0;20.0;140.0;550.0;170.0;70.0
2931;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;2;2009/'10;980.0;350.0;50.0;590.0;190.0;450.0;170.0;170.0;80.0;120.0;40.0;110.0;;10.0;10.0;10.0;110.0;320.0;120.0;50.0
2932;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;3;2006/'07;15510.0;470.0;1920.0;13120.0;2490.0;5560.0;4010.0;3460.0;40.0;80.0;130.0;220.0;100.0;440.0;650.0;730.0;2340.0;5040.0;3230.0;2500.0
2933;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;3;2007/'08;19310.0;410.0;1400.0;17500.0;2730.0;8030.0;4400.0;4150.0;40.0;80.0;90.0;190.0;90.0;320.0;480.0;520.0;2600.0;7630.0;3830.0;3440.0
2934;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;3;2008/'09;18960.0;390.0;1170.0;17400.0;2680.0;7390.0;4920.0;3970.0;50.0;100.0;80.0;160.0;80.0;270.0;350.0;470.0;2550.0;7020.0;4500.0;3340.0
2935;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;3;2009/'10;21080.0;400.0;1160.0;19510.0;4170.0;7520.0;5010.0;4370.0;50.0;120.0;90.0;140.0;60.0;310.0;360.0;430.0;4060.0;7080.0;4560.0;3810.0
2936;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;25 tot 30 jaar;2006/'07;3100.0;300.0;420.0;2380.0;320.0;1130.0;820.0;840.0;20.0;40.0;80.0;160.0;20.0;80.0;140.0;180.0;280.0;1010.0;600.0;500.0
2937;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;25 tot 30 jaar;2007/'08;3580.0;240.0;310.0;3030.0;320.0;1450.0;890.0;920.0;20.0;50.0;50.0;120.0;20.0;70.0;100.0;130.0;280.0;1340.0;750.0;670.0
2938;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;25 tot 30 jaar;2008/'09;3270.0;250.0;250.0;2780.0;380.0;1410.0;800.0;680.0;30.0;70.0;50.0;100.0;10.0;50.0;70.0;120.0;350.0;1300.0;680.0;460.0
2939;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;25 tot 30 jaar;2009/'10;2620.0;210.0;200.0;2200.0;380.0;1010.0;660.0;570.0;30.0;70.0;40.0;70.0;;40.0;60.0;90.0;340.0;900.0;550.0;410.0
2940;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;30 tot 35 jaar;2006/'07;2520.0;50.0;360.0;2110.0;380.0;910.0;630.0;610.0;;10.0;10.0;20.0;20.0;80.0;130.0;130.0;360.0;810.0;490.0;450.0
2941;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;30 tot 35 jaar;2007/'08;2730.0;60.0;240.0;2440.0;340.0;1070.0;630.0;690.0;;10.0;;30.0;20.0;50.0;70.0;100.0;320.0;1000.0;550.0;570.0
2942;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;30 tot 35 jaar;2008/'09;2860.0;40.0;200.0;2610.0;390.0;1090.0;730.0;650.0;;10.0;;20.0;30.0;50.0;50.0;70.0;370.0;1030.0;670.0;550.0
2943;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;30 tot 35 jaar;2009/'10;2770.0;60.0;170.0;2540.0;460.0;960.0;680.0;680.0;;10.0;20.0;20.0;;50.0;50.0;70.0;440.0;900.0;610.0;580.0
2944;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;35 tot 40 jaar;2006/'07;2780.0;30.0;360.0;2400.0;480.0;950.0;720.0;640.0;;;10.0;;20.0;80.0;130.0;120.0;450.0;860.0;580.0;500.0
2945;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;35 tot 40 jaar;2007/'08;3320.0;40.0;250.0;3030.0;510.0;1250.0;810.0;750.0;;;;20.0;20.0;60.0;90.0;90.0;490.0;1180.0;720.0;640.0
2946;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;35 tot 40 jaar;2008/'09;3340.0;30.0;230.0;3080.0;460.0;1210.0;910.0;760.0;;;;20.0;;50.0;70.0;110.0;450.0;1160.0;840.0;630.0
2947;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;35 tot 40 jaar;2009/'10;3370.0;40.0;220.0;3110.0;670.0;1130.0;810.0;760.0;;10.0;;20.0;20.0;60.0;60.0;80.0;650.0;1060.0;740.0;660.0
2948;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;40 tot 45 jaar;2006/'07;3070.0;40.0;390.0;2630.0;500.0;1040.0;880.0;640.0;;;10.0;20.0;20.0;100.0;140.0;150.0;490.0;940.0;730.0;480.0
2949;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;40 tot 45 jaar;2007/'08;3810.0;40.0;300.0;3480.0;520.0;1540.0;960.0;800.0;;;20.0;10.0;10.0;70.0;110.0;110.0;500.0;1470.0;830.0;680.0
2950;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;40 tot 45 jaar;2008/'09;3540.0;20.0;210.0;3310.0;500.0;1270.0;1030.0;730.0;;;;;10.0;50.0;70.0;80.0;480.0;1220.0;960.0;640.0
2951;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;40 tot 45 jaar;2009/'10;4030.0;40.0;240.0;3750.0;790.0;1370.0;1030.0;830.0;0.0;20.0;10.0;20.0;10.0;60.0;80.0;80.0;780.0;1300.0;940.0;730.0
2952;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;45 tot 50 jaar;2006/'07;2340.0;30.0;260.0;2050.0;380.0;830.0;630.0;490.0;;;10.0;10.0;10.0;60.0;80.0;110.0;370.0;770.0;540.0;370.0
2953;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;45 tot 50 jaar;2007/'08;3240.0;20.0;180.0;3030.0;480.0;1450.0;710.0;600.0;0.0;;;10.0;10.0;40.0;60.0;70.0;470.0;1410.0;640.0;520.0
2954;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;45 tot 50 jaar;2008/'09;3310.0;30.0;180.0;3100.0;460.0;1270.0;860.0;710.0;;;;;10.0;50.0;60.0;60.0;440.0;1220.0;800.0;640.0
2955;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;45 tot 50 jaar;2009/'10;4070.0;30.0;190.0;3850.0;790.0;1480.0;980.0;820.0;;10.0;;;;60.0;60.0;70.0;780.0;1410.0;920.0;750.0
2956;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;50 jaar of ouder;2006/'07;1700.0;20.0;140.0;1550.0;420.0;710.0;340.0;240.0;;;;;;40.0;50.0;40.0;410.0;660.0;280.0;200.0
2957;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;50 jaar of ouder;2007/'08;2630.0;10.0;120.0;2500.0;560.0;1270.0;410.0;400.0;0.0;;;;;40.0;50.0;20.0;550.0;1230.0;350.0;370.0
2958;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;50 jaar of ouder;2008/'09;2640.0;10.0;100.0;2530.0;480.0;1130.0;590.0;440.0;;;;;;30.0;40.0;30.0;470.0;1100.0;550.0;410.0
2959;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;50 jaar of ouder;2009/'10;4220.0;20.0;140.0;4060.0;1080.0;1580.0;850.0;710.0;;;;;;50.0;50.0;40.0;1080.0;1520.0;800.0;670.0
2960;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Autochtonen;2006/'07;14850.0;1170.0;1600.0;12070.0;2330.0;5240.0;3910.0;3370.0;200.0;250.0;250.0;480.0;50.0;330.0;600.0;630.0;2090.0;4670.0;3060.0;2260.0
2961;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Autochtonen;2007/'08;17330.0;870.0;1090.0;15360.0;2330.0;7260.0;3930.0;3800.0;180.0;210.0;130.0;350.0;40.0;230.0;400.0;440.0;2120.0;6820.0;3410.0;3020.0
2962;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Autochtonen;2008/'09;15800.0;660.0;880.0;14260.0;2010.0;6120.0;4130.0;3540.0;80.0;160.0;120.0;310.0;20.0;180.0;290.0;390.0;1910.0;5780.0;3720.0;2840.0
2963;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Autochtonen;2009/'10;17390.0;790.0;820.0;15770.0;3040.0;6210.0;4240.0;3900.0;120.0;240.0;140.0;290.0;10.0;190.0;290.0;330.0;2910.0;5780.0;3810.0;3270.0
2964;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Allochtonen;2006/'07;5070.0;900.0;650.0;3520.0;1130.0;2060.0;940.0;940.0;310.0;260.0;120.0;220.0;80.0;160.0;200.0;210.0;740.0;1640.0;620.0;510.0
2965;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Allochtonen;2007/'08;5560.0;730.0;460.0;4370.0;1300.0;2330.0;1000.0;930.0;270.0;220.0;90.0;150.0;70.0;120.0;140.0;140.0;960.0;2000.0;780.0;640.0
2966;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Allochtonen;2008/'09;5410.0;540.0;360.0;4510.0;1120.0;2370.0;1130.0;800.0;170.0;190.0;70.0;120.0;70.0;110.0;90.0;100.0;880.0;2070.0;970.0;580.0
2967;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Allochtonen;2009/'10;5710.0;650.0;400.0;4660.0;1590.0;2200.0;1060.0;850.0;200.0;220.0;80.0;150.0;60.0;140.0;90.0;110.0;1320.0;1850.0;900.0;590.0
2968;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Westerse allochtonen;2006/'07;1730.0;180.0;200.0;1350.0;290.0;610.0;400.0;430.0;20.0;40.0;30.0;90.0;;50.0;60.0;80.0;260.0;520.0;300.0;270.0
2969;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Westerse allochtonen;2007/'08;1970.0;130.0;150.0;1690.0;350.0;800.0;420.0;400.0;20.0;20.0;30.0;50.0;;50.0;50.0;50.0;320.0;730.0;350.0;290.0
2970;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Westerse allochtonen;2008/'09;1950.0;120.0;100.0;1730.0;300.0;780.0;500.0;370.0;20.0;30.0;20.0;50.0;;30.0;30.0;40.0;270.0;720.0;450.0;290.0
2971;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Westerse allochtonen;2009/'10;2060.0;120.0;130.0;1820.0;420.0;770.0;460.0;420.0;20.0;40.0;20.0;50.0;;40.0;30.0;50.0;400.0;690.0;400.0;320.0
2972;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Niet-westerse allochtonen;2006/'07;3340.0;720.0;450.0;2170.0;840.0;1450.0;540.0;510.0;280.0;220.0;90.0;130.0;70.0;110.0;140.0;140.0;490.0;1120.0;320.0;240.0
2973;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Niet-westerse allochtonen;2007/'08;3590.0;600.0;310.0;2680.0;950.0;1530.0;580.0;530.0;250.0;190.0;60.0;100.0;60.0;70.0;90.0;80.0;630.0;1270.0;430.0;350.0
2974;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Niet-westerse allochtonen;2008/'09;3460.0;420.0;260.0;2780.0;820.0;1590.0;630.0;430.0;150.0;160.0;50.0;70.0;60.0;80.0;60.0;60.0;610.0;1360.0;520.0;290.0
2975;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Niet-westerse allochtonen;2009/'10;3640.0;530.0;270.0;2850.0;1170.0;1440.0;610.0;430.0;190.0;190.0;60.0;100.0;60.0;100.0;50.0;60.0;920.0;1150.0;500.0;270.0
2976;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Turkije;2006/'07;660.0;150.0;70.0;440.0;220.0;290.0;80.0;70.0;80.0;50.0;20.0;10.0;;20.0;20.0;30.0;140.0;230.0;40.0;40.0
2977;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Turkije;2007/'08;630.0;120.0;40.0;470.0;200.0;280.0;80.0;80.0;60.0;50.0;;;;;10.0;20.0;130.0;220.0;60.0;60.0
2978;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Turkije;2008/'09;700.0;70.0;50.0;580.0;190.0;360.0;90.0;60.0;30.0;30.0;;10.0;;20.0;10.0;10.0;150.0;310.0;70.0;40.0
2979;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Turkije;2009/'10;720.0;80.0;30.0;620.0;310.0;280.0;80.0;50.0;20.0;40.0;;;;;;;280.0;230.0;70.0;30.0
2980;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Marokko;2006/'07;610.0;150.0;80.0;380.0;180.0;270.0;80.0;80.0;60.0;50.0;20.0;20.0;20.0;20.0;20.0;20.0;90.0;210.0;50.0;40.0
2981;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Marokko;2007/'08;700.0;140.0;50.0;510.0;230.0;300.0;80.0;90.0;70.0;50.0;;20.0;10.0;10.0;10.0;10.0;140.0;250.0;60.0;60.0
2982;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Marokko;2008/'09;580.0;80.0;40.0;460.0;140.0;290.0;80.0;70.0;20.0;40.0;;;;20.0;10.0;;110.0;240.0;60.0;50.0
2983;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Marokko;2009/'10;590.0;100.0;40.0;450.0;180.0;250.0;100.0;60.0;40.0;30.0;20.0;10.0;20.0;10.0;;;130.0;200.0;80.0;40.0
2984;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Suriname;2006/'07;900.0;120.0;150.0;630.0;140.0;390.0;180.0;190.0;30.0;40.0;20.0;30.0;10.0;30.0;60.0;60.0;90.0;330.0;110.0;100.0
2985;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Suriname;2007/'08;1040.0;110.0;90.0;840.0;180.0;450.0;210.0;190.0;30.0;30.0;20.0;30.0;;30.0;30.0;30.0;140.0;400.0;170.0;140.0
2986;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Suriname;2008/'09;920.0;70.0;60.0;790.0;140.0;410.0;210.0;160.0;20.0;20.0;10.0;20.0;10.0;10.0;20.0;20.0;120.0;370.0;180.0;130.0
2987;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Suriname;2009/'10;850.0;90.0;60.0;710.0;180.0;330.0;200.0;140.0;30.0;30.0;10.0;20.0;;20.0;20.0;20.0;150.0;280.0;180.0;100.0
2988;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Nederlandse Antillen en Aruba;2006/'07;360.0;70.0;50.0;240.0;60.0;160.0;80.0;60.0;30.0;30.0;10.0;;;;20.0;20.0;30.0;120.0;50.0;40.0
2989;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Nederlandse Antillen en Aruba;2007/'08;350.0;60.0;30.0;260.0;70.0;140.0;70.0;70.0;20.0;20.0;;20.0;;;;;50.0;120.0;50.0;50.0
2990;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Nederlandse Antillen en Aruba;2008/'09;350.0;50.0;30.0;270.0;80.0;150.0;70.0;50.0;20.0;20.0;;;;;;;60.0;120.0;60.0;30.0
2991;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Nederlandse Antillen en Aruba;2009/'10;380.0;60.0;30.0;290.0;110.0;160.0;70.0;50.0;20.0;20.0;;;;10.0;;;80.0;120.0;60.0;30.0
2992;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Overige niet-westerse allochtonen;2006/'07;820.0;230.0;110.0;480.0;250.0;340.0;120.0;110.0;80.0;70.0;30.0;60.0;30.0;40.0;30.0;20.0;140.0;240.0;70.0;30.0
2993;Mannen en vrouwen;0;Werknemer/zelfstandige;Overig;Overige niet-westerse allochtonen;2007/'08;870.0;170.0;100.0;610.0;270.0;360.0;140.0;100.0;70.0;50.0;20.0;30.0;30.0;20.0;30.0;20.0;170.0;290.0;100.0;50.0
