ID;SBI93;Perioden;k_0mzet_1;Prijs_2;Volume_3;k_0mzet_4;Prijs_5;Volume_6
1429;5233 Parfums en cosmetica;1994 februari;;;;;;
1430;5233 Parfums en cosmetica;1994 maart;;;;;;
1431;5233 Parfums en cosmetica;1994 1e kwartaal;;;;;;
1432;5233 Parfums en cosmetica;1994 april;;;;;;
1433;5233 Parfums en cosmetica;1994 mei;;;;;;
1434;5233 Parfums en cosmetica;1994 juni;;;;;;
1435;5233 Parfums en cosmetica;1994 2e kwartaal;;;;;;
1436;5233 Parfums en cosmetica;1994 juli;;;;;;
1437;5233 Parfums en cosmetica;1994 augustus;;;;;;
1438;5233 Parfums en cosmetica;1994 september;;;;;;
1439;5233 Parfums en cosmetica;1994 3e kwartaal;;;;;;
1440;5233 Parfums en cosmetica;1994 oktober;;;;;;
1441;5233 Parfums en cosmetica;1994 november;;;;;;
1442;5233 Parfums en cosmetica;1994 december;;;;;;
1443;5233 Parfums en cosmetica;1994 4e kwartaal;;;;;;
1444;5233 Parfums en cosmetica;1994;;;;;;
1445;5233 Parfums en cosmetica;1995 januari;;;;;;
1446;5233 Parfums en cosmetica;1995 februari;;;;;;
1447;5233 Parfums en cosmetica;1995 maart;;;;;;
1448;5233 Parfums en cosmetica;1995 1e kwartaal;;;;;;
1449;5233 Parfums en cosmetica;1995 april;;;;;;
1450;5233 Parfums en cosmetica;1995 mei;;;;;;
1451;5233 Parfums en cosmetica;1995 juni;;;;;;
1452;5233 Parfums en cosmetica;1995 2e kwartaal;;;;;;
1453;5233 Parfums en cosmetica;1995 juli;;;;;;
1454;5233 Parfums en cosmetica;1995 augustus;;;;;;
1455;5233 Parfums en cosmetica;1995 september;;;;;;
1456;5233 Parfums en cosmetica;1995 3e kwartaal;;;;;;
1457;5233 Parfums en cosmetica;1995 oktober;;;;;;
1458;5233 Parfums en cosmetica;1995 november;;;;;;
1459;5233 Parfums en cosmetica;1995 december;;;;;;
1460;5233 Parfums en cosmetica;1995 4e kwartaal;;;;;;
1461;5233 Parfums en cosmetica;1995;;;;;;
1462;5233 Parfums en cosmetica;1996 januari;;;;;;
1463;5233 Parfums en cosmetica;1996 februari;;;;;;
1464;5233 Parfums en cosmetica;1996 maart;;;;;;
1465;5233 Parfums en cosmetica;1996 1e kwartaal;;;;;;
1466;5233 Parfums en cosmetica;1996 april;;;;;;
1467;5233 Parfums en cosmetica;1996 mei;;;;;;
1468;5233 Parfums en cosmetica;1996 juni;;;;;;
1469;5233 Parfums en cosmetica;1996 2e kwartaal;;;;;;
1470;5233 Parfums en cosmetica;1996 juli;;;;;;
1471;5233 Parfums en cosmetica;1996 augustus;;;;;;
1472;5233 Parfums en cosmetica;1996 september;;;;;;
1473;5233 Parfums en cosmetica;1996 3e kwartaal;;;;;;
1474;5233 Parfums en cosmetica;1996 oktober;;;;;;
1475;5233 Parfums en cosmetica;1996 november;;;;;;
1476;5233 Parfums en cosmetica;1996 december;;;;;;
1477;5233 Parfums en cosmetica;1996 4e kwartaal;;;;;;
1478;5233 Parfums en cosmetica;1996;;;;;;
1479;5233 Parfums en cosmetica;1997 januari;;;;;;
1480;5233 Parfums en cosmetica;1997 februari;;;;;;
1481;5233 Parfums en cosmetica;1997 maart;;;;;;
1482;5233 Parfums en cosmetica;1997 1e kwartaal;;;;;;
1483;5233 Parfums en cosmetica;1997 april;;;;;;
1484;5233 Parfums en cosmetica;1997 mei;;;;;;
1485;5233 Parfums en cosmetica;1997 juni;;;;;;
1486;5233 Parfums en cosmetica;1997 2e kwartaal;;;;;;
1487;5233 Parfums en cosmetica;1997 juli;;;;;;
1488;5233 Parfums en cosmetica;1997 augustus;;;;;;
1489;5233 Parfums en cosmetica;1997 september;;;;;;
1490;5233 Parfums en cosmetica;1997 3e kwartaal;;;;;;
1491;5233 Parfums en cosmetica;1997 oktober;;;;;;
1492;5233 Parfums en cosmetica;1997 november;;;;;;
1493;5233 Parfums en cosmetica;1997 december;;;;;;
1494;5233 Parfums en cosmetica;1997 4e kwartaal;;;;;;
1495;5233 Parfums en cosmetica;1997;;;;;;
1496;5233 Parfums en cosmetica;1998 januari;;;;;;
1497;5233 Parfums en cosmetica;1998 februari;;;;;;
1498;5233 Parfums en cosmetica;1998 maart;;;;;;
1499;5233 Parfums en cosmetica;1998 1e kwartaal;129.0;102.0;126.0;30.6;3.6;26.1
1500;5233 Parfums en cosmetica;1998 april;;;;;;
1501;5233 Parfums en cosmetica;1998 mei;;;;;;
1502;5233 Parfums en cosmetica;1998 juni;;;;;;
1503;5233 Parfums en cosmetica;1998 2e kwartaal;162.0;103.0;157.0;22.2;3.8;17.8
1504;5233 Parfums en cosmetica;1998 juli;;;;;;
1505;5233 Parfums en cosmetica;1998 augustus;;;;;;
1506;5233 Parfums en cosmetica;1998 september;;;;;;
1507;5233 Parfums en cosmetica;1998 3e kwartaal;159.0;104.0;152.0;22.6;4.5;17.4
1508;5233 Parfums en cosmetica;1998 oktober;;;;;;
1509;5233 Parfums en cosmetica;1998 november;;;;;;
1510;5233 Parfums en cosmetica;1998 december;;;;;;
1511;5233 Parfums en cosmetica;1998 4e kwartaal;195.0;106.0;185.0;16.0;4.7;10.8
1512;5233 Parfums en cosmetica;1998;161.0;104.0;155.0;21.9;4.1;17.1
1513;5233 Parfums en cosmetica;1999 januari;;;;;;
1514;5233 Parfums en cosmetica;1999 februari;;;;;;
1515;5233 Parfums en cosmetica;1999 maart;;;;;;
1516;5233 Parfums en cosmetica;1999 1e kwartaal;133.0;107.0;125.0;3.3;4.6;-1.3
1517;5233 Parfums en cosmetica;1999 april;;;;;;
1518;5233 Parfums en cosmetica;1999 mei;;;;;;
1519;5233 Parfums en cosmetica;1999 juni;;;;;;
1520;5233 Parfums en cosmetica;1999 2e kwartaal;170.0;107.0;159.0;5.4;4.0;1.3
1521;5233 Parfums en cosmetica;1999 juli;;;;;;
1522;5233 Parfums en cosmetica;1999 augustus;;;;;;
1523;5233 Parfums en cosmetica;1999 september;;;;;;
1524;5233 Parfums en cosmetica;1999 3e kwartaal;160.0;108.0;148.0;0.7;3.6;-2.8
1525;5233 Parfums en cosmetica;1999 oktober;;;;;;
1526;5233 Parfums en cosmetica;1999 november;;;;;;
1527;5233 Parfums en cosmetica;1999 december;;;;;;
1528;5233 Parfums en cosmetica;1999 4e kwartaal;212.0;109.0;195.0;8.8;3.2;5.4
1529;5233 Parfums en cosmetica;1999;169.0;108.0;157.0;4.8;3.8;1.0
1530;5233 Parfums en cosmetica;2000 januari;140.0;110.0;128.0;11.8;3.1;8.5
1531;5233 Parfums en cosmetica;2000 februari;154.0;109.0;141.0;19.4;1.9;17.1
1532;5233 Parfums en cosmetica;2000 maart;167.0;109.0;153.0;14.5;1.6;12.7
1533;5233 Parfums en cosmetica;2000 1e kwartaal;154.0;109.0;141.0;15.2;2.2;12.7
1534;5233 Parfums en cosmetica;2000 april;175.0;109.0;161.0;16.2;1.6;14.4
1535;5233 Parfums en cosmetica;2000 mei;213.0;109.0;195.0;16.6;1.7;14.7
1536;5233 Parfums en cosmetica;2000 juni;198.0;109.0;181.0;11.2;1.7;9.3
1537;5233 Parfums en cosmetica;2000 2e kwartaal;195.0;109.0;179.0;14.6;1.7;12.7
1538;5233 Parfums en cosmetica;2000 juli;189.0;110.0;172.0;9.1;1.7;7.3
1539;5233 Parfums en cosmetica;2000 augustus;177.0;110.0;161.0;16.5;1.3;15.0
1540;5233 Parfums en cosmetica;2000 september;186.0;110.0;169.0;19.5;1.8;17.4
1541;5233 Parfums en cosmetica;2000 3e kwartaal;184.0;110.0;167.0;14.8;1.6;13.0
1542;5233 Parfums en cosmetica;2000 oktober;184.0;111.0;165.0;11.1;2.5;8.4
1543;5233 Parfums en cosmetica;2000 november;210.0;111.0;189.0;19.4;1.8;17.3
1544;5233 Parfums en cosmetica;2000 december;341.0;111.0;307.0;15.4;1.8;13.4
1545;5233 Parfums en cosmetica;2000 4e kwartaal;245.0;111.0;220.0;15.4;2.0;13.1
1546;5233 Parfums en cosmetica;2000;194.0;110.0;177.0;15.0;1.9;12.9
1547;5241 en 5242 Textiel excl.woningtextiel;1994 januari;;;;;;
1548;5241 en 5242 Textiel excl.woningtextiel;1994 februari;;;;;;
1549;5241 en 5242 Textiel excl.woningtextiel;1994 maart;;;;;;
1550;5241 en 5242 Textiel excl.woningtextiel;1994 1e kwartaal;;;;;;
1551;5241 en 5242 Textiel excl.woningtextiel;1994 april;;;;;;
1552;5241 en 5242 Textiel excl.woningtextiel;1994 mei;;;;;;
1553;5241 en 5242 Textiel excl.woningtextiel;1994 juni;;;;;;
1554;5241 en 5242 Textiel excl.woningtextiel;1994 2e kwartaal;;;;;;
1555;5241 en 5242 Textiel excl.woningtextiel;1994 juli;;;;;;
1556;5241 en 5242 Textiel excl.woningtextiel;1994 augustus;;;;;;
1557;5241 en 5242 Textiel excl.woningtextiel;1994 september;;;;;;
1558;5241 en 5242 Textiel excl.woningtextiel;1994 3e kwartaal;;;;;;
1559;5241 en 5242 Textiel excl.woningtextiel;1994 oktober;;;;;;
1560;5241 en 5242 Textiel excl.woningtextiel;1994 november;;;;;;
1561;5241 en 5242 Textiel excl.woningtextiel;1994 december;;;;;;
1562;5241 en 5242 Textiel excl.woningtextiel;1994 4e kwartaal;;;;;;
1563;5241 en 5242 Textiel excl.woningtextiel;1994;;;;;;
1564;5241 en 5242 Textiel excl.woningtextiel;1995 januari;;;;;;
1565;5241 en 5242 Textiel excl.woningtextiel;1995 februari;;;;;;
1566;5241 en 5242 Textiel excl.woningtextiel;1995 maart;;;;;;
1567;5241 en 5242 Textiel excl.woningtextiel;1995 1e kwartaal;;;;;;
1568;5241 en 5242 Textiel excl.woningtextiel;1995 april;;;;;;
1569;5241 en 5242 Textiel excl.woningtextiel;1995 mei;;;;;;
1570;5241 en 5242 Textiel excl.woningtextiel;1995 juni;;;;;;
1571;5241 en 5242 Textiel excl.woningtextiel;1995 2e kwartaal;;;;;;
1572;5241 en 5242 Textiel excl.woningtextiel;1995 juli;;;;;;
1573;5241 en 5242 Textiel excl.woningtextiel;1995 augustus;;;;;;
1574;5241 en 5242 Textiel excl.woningtextiel;1995 september;;;;;;
1575;5241 en 5242 Textiel excl.woningtextiel;1995 3e kwartaal;;;;;;
1576;5241 en 5242 Textiel excl.woningtextiel;1995 oktober;;;;;;
1577;5241 en 5242 Textiel excl.woningtextiel;1995 november;;;;;;
1578;5241 en 5242 Textiel excl.woningtextiel;1995 december;;;;;;
1579;5241 en 5242 Textiel excl.woningtextiel;1995 4e kwartaal;;;;;;
1580;5241 en 5242 Textiel excl.woningtextiel;1995;;;;;;
1581;5241 en 5242 Textiel excl.woningtextiel;1996 januari;;;;;;
1582;5241 en 5242 Textiel excl.woningtextiel;1996 februari;;;;;;
1583;5241 en 5242 Textiel excl.woningtextiel;1996 maart;;;;;;
1584;5241 en 5242 Textiel excl.woningtextiel;1996 1e kwartaal;;;;;;
1585;5241 en 5242 Textiel excl.woningtextiel;1996 april;;;;;;
1586;5241 en 5242 Textiel excl.woningtextiel;1996 mei;;;;;;
1587;5241 en 5242 Textiel excl.woningtextiel;1996 juni;;;;;;
1588;5241 en 5242 Textiel excl.woningtextiel;1996 2e kwartaal;;;;;;
1589;5241 en 5242 Textiel excl.woningtextiel;1996 juli;;;;;;
1590;5241 en 5242 Textiel excl.woningtextiel;1996 augustus;;;;;;
1591;5241 en 5242 Textiel excl.woningtextiel;1996 september;;;;;;
1592;5241 en 5242 Textiel excl.woningtextiel;1996 3e kwartaal;;;;;;
1593;5241 en 5242 Textiel excl.woningtextiel;1996 oktober;;;;;;
1594;5241 en 5242 Textiel excl.woningtextiel;1996 november;;;;;;
1595;5241 en 5242 Textiel excl.woningtextiel;1996 december;;;;;;
1596;5241 en 5242 Textiel excl.woningtextiel;1996 4e kwartaal;;;;;;
1597;5241 en 5242 Textiel excl.woningtextiel;1996;;;;;;
1598;5241 en 5242 Textiel excl.woningtextiel;1997 januari;;;;;;
1599;5241 en 5242 Textiel excl.woningtextiel;1997 februari;;;;;;
1600;5241 en 5242 Textiel excl.woningtextiel;1997 maart;;;;;;
1601;5241 en 5242 Textiel excl.woningtextiel;1997 1e kwartaal;;;;;;
1602;5241 en 5242 Textiel excl.woningtextiel;1997 april;;;;;;
1603;5241 en 5242 Textiel excl.woningtextiel;1997 mei;;;;;;
1604;5241 en 5242 Textiel excl.woningtextiel;1997 juni;;;;;;
1605;5241 en 5242 Textiel excl.woningtextiel;1997 2e kwartaal;;;;;;
1606;5241 en 5242 Textiel excl.woningtextiel;1997 juli;;;;;;
1607;5241 en 5242 Textiel excl.woningtextiel;1997 augustus;;;;;;
1608;5241 en 5242 Textiel excl.woningtextiel;1997 september;;;;;;
1609;5241 en 5242 Textiel excl.woningtextiel;1997 3e kwartaal;;;;;;
1610;5241 en 5242 Textiel excl.woningtextiel;1997 oktober;;;;;;
1611;5241 en 5242 Textiel excl.woningtextiel;1997 november;;;;;;
1612;5241 en 5242 Textiel excl.woningtextiel;1997 december;;;;;;
1613;5241 en 5242 Textiel excl.woningtextiel;1997 4e kwartaal;;;;;;
1614;5241 en 5242 Textiel excl.woningtextiel;1997;;;;;;
1615;5241 en 5242 Textiel excl.woningtextiel;1998 januari;96.0;;;6.0;;
1616;5241 en 5242 Textiel excl.woningtextiel;1998 februari;75.0;;;3.5;;
1617;5241 en 5242 Textiel excl.woningtextiel;1998 maart;102.0;;;-1.6;;
1618;5241 en 5242 Textiel excl.woningtextiel;1998 1e kwartaal;91.0;;;2.4;;
1619;5241 en 5242 Textiel excl.woningtextiel;1998 april;120.0;;;12.3;;
1620;5241 en 5242 Textiel excl.woningtextiel;1998 mei;127.0;;;10.8;;
1621;5241 en 5242 Textiel excl.woningtextiel;1998 juni;112.0;;;2.2;;
1622;5241 en 5242 Textiel excl.woningtextiel;1998 2e kwartaal;120.0;;;8.5;;
1623;5241 en 5242 Textiel excl.woningtextiel;1998 juli;111.0;;;13.6;;
1624;5241 en 5242 Textiel excl.woningtextiel;1998 augustus;99.0;;;26.1;;
1625;5241 en 5242 Textiel excl.woningtextiel;1998 september;133.0;;;5.4;;
1626;5241 en 5242 Textiel excl.woningtextiel;1998 3e kwartaal;114.0;;;13.4;;
1627;5241 en 5242 Textiel excl.woningtextiel;1998 oktober;144.0;;;2.1;;
1628;5241 en 5242 Textiel excl.woningtextiel;1998 november;113.0;;;3.3;;
1629;5241 en 5242 Textiel excl.woningtextiel;1998 december;137.0;;;5.7;;
1630;5241 en 5242 Textiel excl.woningtextiel;1998 4e kwartaal;131.0;;;3.7;;
1631;5241 en 5242 Textiel excl.woningtextiel;1998;114.0;;;6.9;;
1632;5241 en 5242 Textiel excl.woningtextiel;1999 januari;101.0;;;4.7;;
1633;5241 en 5242 Textiel excl.woningtextiel;1999 februari;79.0;;;4.8;;
1634;5241 en 5242 Textiel excl.woningtextiel;1999 maart;120.0;;;18.3;;
1635;5241 en 5242 Textiel excl.woningtextiel;1999 1e kwartaal;100.0;;;9.8;;
1636;5241 en 5242 Textiel excl.woningtextiel;1999 april;128.0;;;6.8;;
1637;5241 en 5242 Textiel excl.woningtextiel;1999 mei;130.0;;;2.8;;
1638;5241 en 5242 Textiel excl.woningtextiel;1999 juni;126.0;;;12.3;;
1639;5241 en 5242 Textiel excl.woningtextiel;1999 2e kwartaal;128.0;;;7.1;;
1640;5241 en 5242 Textiel excl.woningtextiel;1999 juli;112.0;;;0.4;;
1641;5241 en 5242 Textiel excl.woningtextiel;1999 augustus;97.0;;;-2.0;;
1642;5241 en 5242 Textiel excl.woningtextiel;1999 september;122.0;;;-8.3;;
1643;5241 en 5242 Textiel excl.woningtextiel;1999 3e kwartaal;110.0;;;-3.7;;
1644;5241 en 5242 Textiel excl.woningtextiel;1999 oktober;151.0;;;5.1;;
1645;5241 en 5242 Textiel excl.woningtextiel;1999 november;117.0;;;3.0;;
1646;5241 en 5242 Textiel excl.woningtextiel;1999 december;143.0;;;3.9;;
1647;5241 en 5242 Textiel excl.woningtextiel;1999 4e kwartaal;137.0;;;4.1;;
1648;5241 en 5242 Textiel excl.woningtextiel;1999;119.0;;;4.1;;
1649;5241 en 5242 Textiel excl.woningtextiel;2000 januari;102.0;;;1.4;;
1650;5241 en 5242 Textiel excl.woningtextiel;2000 februari;89.0;;;12.7;;
1651;5241 en 5242 Textiel excl.woningtextiel;2000 maart;119.0;;;-1.0;;
1652;5241 en 5242 Textiel excl.woningtextiel;2000 1e kwartaal;103.0;;;3.4;;
1653;5241 en 5242 Textiel excl.woningtextiel;2000 april;134.0;;;4.8;;
1654;5241 en 5242 Textiel excl.woningtextiel;2000 mei;139.0;;;6.5;;
1655;5241 en 5242 Textiel excl.woningtextiel;2000 juni;120.0;;;-4.1;;
1656;5241 en 5242 Textiel excl.woningtextiel;2000 2e kwartaal;131.0;;;2.5;;
1657;5241 en 5242 Textiel excl.woningtextiel;2000 juli;113.0;;;1.4;;
1658;5241 en 5242 Textiel excl.woningtextiel;2000 augustus;103.0;;;6.3;;
1659;5241 en 5242 Textiel excl.woningtextiel;2000 september;142.0;;;16.7;;
1660;5241 en 5242 Textiel excl.woningtextiel;2000 3e kwartaal;119.0;;;8.4;;
1661;5241 en 5242 Textiel excl.woningtextiel;2000 oktober;149.0;;;-1.2;;
1662;5241 en 5242 Textiel excl.woningtextiel;2000 november;127.0;;;8.5;;
1663;5241 en 5242 Textiel excl.woningtextiel;2000 december;144.0;;;1.2;;
1664;5241 en 5242 Textiel excl.woningtextiel;2000 4e kwartaal;140.0;;;2.4;;
1665;5241 en 5242 Textiel excl.woningtextiel;2000;124.0;;;4.0;;
1666;5242 Kleding en mode-artikelen;1994 januari;;;;;;
1667;5242 Kleding en mode-artikelen;1994 februari;;;;;;
1668;5242 Kleding en mode-artikelen;1994 maart;;;;;;
1669;5242 Kleding en mode-artikelen;1994 1e kwartaal;;;;;;
1670;5242 Kleding en mode-artikelen;1994 april;;;;;;
1671;5242 Kleding en mode-artikelen;1994 mei;;;;;;
1672;5242 Kleding en mode-artikelen;1994 juni;;;;;;
1673;5242 Kleding en mode-artikelen;1994 2e kwartaal;;;;;;
1674;5242 Kleding en mode-artikelen;1994 juli;;;;;;
1675;5242 Kleding en mode-artikelen;1994 augustus;;;;;;
1676;5242 Kleding en mode-artikelen;1994 september;;;;;;
1677;5242 Kleding en mode-artikelen;1994 3e kwartaal;;;;;;
1678;5242 Kleding en mode-artikelen;1994 oktober;;;;;;
1679;5242 Kleding en mode-artikelen;1994 november;;;;;;
1680;5242 Kleding en mode-artikelen;1994 december;;;;;;
1681;5242 Kleding en mode-artikelen;1994 4e kwartaal;;;;;;
1682;5242 Kleding en mode-artikelen;1994;;;;;;
1683;5242 Kleding en mode-artikelen;1995 januari;;;;;;
1684;5242 Kleding en mode-artikelen;1995 februari;;;;;;
1685;5242 Kleding en mode-artikelen;1995 maart;;;;;;
1686;5242 Kleding en mode-artikelen;1995 1e kwartaal;;;;;;
1687;5242 Kleding en mode-artikelen;1995 april;;;;;;
1688;5242 Kleding en mode-artikelen;1995 mei;;;;;;
1689;5242 Kleding en mode-artikelen;1995 juni;;;;;;
1690;5242 Kleding en mode-artikelen;1995 2e kwartaal;;;;;;
1691;5242 Kleding en mode-artikelen;1995 juli;;;;;;
1692;5242 Kleding en mode-artikelen;1995 augustus;;;;;;
1693;5242 Kleding en mode-artikelen;1995 september;;;;;;
1694;5242 Kleding en mode-artikelen;1995 3e kwartaal;;;;;;
1695;5242 Kleding en mode-artikelen;1995 oktober;;;;;;
1696;5242 Kleding en mode-artikelen;1995 november;;;;;;
1697;5242 Kleding en mode-artikelen;1995 december;;;;;;
1698;5242 Kleding en mode-artikelen;1995 4e kwartaal;;;;;;
1699;5242 Kleding en mode-artikelen;1995;;;;;;
1700;5242 Kleding en mode-artikelen;1996 januari;;;;;;
1701;5242 Kleding en mode-artikelen;1996 februari;;;;;;
1702;5242 Kleding en mode-artikelen;1996 maart;;;;;;
1703;5242 Kleding en mode-artikelen;1996 1e kwartaal;;;;;;
1704;5242 Kleding en mode-artikelen;1996 april;;;;;;
1705;5242 Kleding en mode-artikelen;1996 mei;;;;;;
1706;5242 Kleding en mode-artikelen;1996 juni;;;;;;
1707;5242 Kleding en mode-artikelen;1996 2e kwartaal;;;;;;
1708;5242 Kleding en mode-artikelen;1996 juli;;;;;;
1709;5242 Kleding en mode-artikelen;1996 augustus;;;;;;
1710;5242 Kleding en mode-artikelen;1996 september;;;;;;
1711;5242 Kleding en mode-artikelen;1996 3e kwartaal;;;;;;
1712;5242 Kleding en mode-artikelen;1996 oktober;;;;;;
1713;5242 Kleding en mode-artikelen;1996 november;;;;;;
1714;5242 Kleding en mode-artikelen;1996 december;;;;;;
1715;5242 Kleding en mode-artikelen;1996 4e kwartaal;;;;;;
1716;5242 Kleding en mode-artikelen;1996;;;;;;
1717;5242 Kleding en mode-artikelen;1997 januari;;;;;;
1718;5242 Kleding en mode-artikelen;1997 februari;;;;;;
1719;5242 Kleding en mode-artikelen;1997 maart;;;;;;
1720;5242 Kleding en mode-artikelen;1997 1e kwartaal;;;;;;
1721;5242 Kleding en mode-artikelen;1997 april;;;;;;
1722;5242 Kleding en mode-artikelen;1997 mei;;;;;;
1723;5242 Kleding en mode-artikelen;1997 juni;;;;;;
1724;5242 Kleding en mode-artikelen;1997 2e kwartaal;;;;;;
1725;5242 Kleding en mode-artikelen;1997 juli;;;;;;
1726;5242 Kleding en mode-artikelen;1997 augustus;;;;;;
1727;5242 Kleding en mode-artikelen;1997 september;;;;;;
1728;5242 Kleding en mode-artikelen;1997 3e kwartaal;;;;;;
1729;5242 Kleding en mode-artikelen;1997 oktober;;;;;;
1730;5242 Kleding en mode-artikelen;1997 november;;;;;;
1731;5242 Kleding en mode-artikelen;1997 december;;;;;;
1732;5242 Kleding en mode-artikelen;1997 4e kwartaal;;;;;;
1733;5242 Kleding en mode-artikelen;1997;;;;;;
1734;5242 Kleding en mode-artikelen;1998 januari;96.0;;;6.6;;
1735;5242 Kleding en mode-artikelen;1998 februari;75.0;;;3.7;;
1736;5242 Kleding en mode-artikelen;1998 maart;102.0;;;-1.5;;
1737;5242 Kleding en mode-artikelen;1998 1e kwartaal;91.0;;;2.7;;
1738;5242 Kleding en mode-artikelen;1998 april;121.0;;;12.9;;
1739;5242 Kleding en mode-artikelen;1998 mei;128.0;;;11.3;;
1740;5242 Kleding en mode-artikelen;1998 juni;113.0;;;2.4;;
1741;5242 Kleding en mode-artikelen;1998 2e kwartaal;121.0;;;8.9;;
1742;5242 Kleding en mode-artikelen;1998 juli;112.0;;;13.9;;
1743;5242 Kleding en mode-artikelen;1998 augustus;99.0;;;26.6;;
1744;5242 Kleding en mode-artikelen;1998 september;134.0;;;5.5;;
1745;5242 Kleding en mode-artikelen;1998 3e kwartaal;115.0;;;13.7;;
1746;5242 Kleding en mode-artikelen;1998 oktober;145.0;;;2.3;;
1747;5242 Kleding en mode-artikelen;1998 november;114.0;;;3.7;;
1748;5242 Kleding en mode-artikelen;1998 december;138.0;;;5.9;;
1749;5242 Kleding en mode-artikelen;1998 4e kwartaal;132.0;;;3.9;;
1750;5242 Kleding en mode-artikelen;1998;115.0;;;7.3;;
1751;5242 Kleding en mode-artikelen;1999 januari;101.0;;;4.9;;
1752;5242 Kleding en mode-artikelen;1999 februari;79.0;;;5.2;;
1753;5242 Kleding en mode-artikelen;1999 maart;121.0;;;18.8;;
1754;5242 Kleding en mode-artikelen;1999 1e kwartaal;100.0;;;10.2;;
1755;5242 Kleding en mode-artikelen;1999 april;130.0;;;7.0;;
1756;5242 Kleding en mode-artikelen;1999 mei;132.0;;;2.9;;
1757;5242 Kleding en mode-artikelen;1999 juni;127.0;;;12.5;;
1758;5242 Kleding en mode-artikelen;1999 2e kwartaal;130.0;;;7.3;;
1759;5242 Kleding en mode-artikelen;1999 juli;113.0;;;0.6;;
1760;5242 Kleding en mode-artikelen;1999 augustus;97.0;;;-1.8;;
1761;5242 Kleding en mode-artikelen;1999 september;123.0;;;-8.1;;
1762;5242 Kleding en mode-artikelen;1999 3e kwartaal;111.0;;;-3.5;;
1763;5242 Kleding en mode-artikelen;1999 oktober;153.0;;;5.5;;
1764;5242 Kleding en mode-artikelen;1999 november;117.0;;;3.1;;
1765;5242 Kleding en mode-artikelen;1999 december;144.0;;;4.1;;
1766;5242 Kleding en mode-artikelen;1999 4e kwartaal;138.0;;;4.3;;
1767;5242 Kleding en mode-artikelen;1999;120.0;;;4.3;;
1768;5242 Kleding en mode-artikelen;2000 januari;103.0;;;1.5;;
1769;5242 Kleding en mode-artikelen;2000 februari;89.0;;;13.0;;
1770;5242 Kleding en mode-artikelen;2000 maart;120.0;;;-1.1;;
1771;5242 Kleding en mode-artikelen;2000 1e kwartaal;104.0;;;3.5;;
1772;5242 Kleding en mode-artikelen;2000 april;136.0;;;5.0;;
1773;5242 Kleding en mode-artikelen;2000 mei;141.0;;;6.6;;
1774;5242 Kleding en mode-artikelen;2000 juni;122.0;;;-4.0;;
1775;5242 Kleding en mode-artikelen;2000 2e kwartaal;133.0;;;2.6;;
1776;5242 Kleding en mode-artikelen;2000 juli;115.0;;;1.5;;
1777;5242 Kleding en mode-artikelen;2000 augustus;104.0;;;6.3;;
1778;5242 Kleding en mode-artikelen;2000 september;144.0;;;16.8;;
1779;5242 Kleding en mode-artikelen;2000 3e kwartaal;121.0;;;8.6;;
1780;5242 Kleding en mode-artikelen;2000 oktober;151.0;;;-1.2;;
1781;5242 Kleding en mode-artikelen;2000 november;127.0;;;8.7;;
1782;5242 Kleding en mode-artikelen;2000 december;146.0;;;1.5;;
1783;5242 Kleding en mode-artikelen;2000 4e kwartaal;142.0;;;2.5;;
1784;5242 Kleding en mode-artikelen;2000;125.0;;;4.1;;
1785;5242.1 t/m 5242.4 Bovenkleding;1994 januari;88.0;95.0;92.0;;;
1786;5242.1 t/m 5242.4 Bovenkleding;1994 februari;66.0;100.0;67.0;;;
1787;5242.1 t/m 5242.4 Bovenkleding;1994 maart;103.0;108.0;95.0;;;
1788;5242.1 t/m 5242.4 Bovenkleding;1994 1e kwartaal;86.0;101.0;85.0;;;
1789;5242.1 t/m 5242.4 Bovenkleding;1994 april;110.0;108.0;102.0;;;
1790;5242.1 t/m 5242.4 Bovenkleding;1994 mei;104.0;106.0;98.0;;;
1791;5242.1 t/m 5242.4 Bovenkleding;1994 juni;107.0;100.0;107.0;;;
1792;5242.1 t/m 5242.4 Bovenkleding;1994 2e kwartaal;107.0;105.0;102.0;;;
1793;5242.1 t/m 5242.4 Bovenkleding;1994 juli;86.0;91.0;95.0;;;
1794;5242.1 t/m 5242.4 Bovenkleding;1994 augustus;84.0;96.0;88.0;;;
1795;5242.1 t/m 5242.4 Bovenkleding;1994 september;127.0;107.0;118.0;;;
1796;5242.1 t/m 5242.4 Bovenkleding;1994 3e kwartaal;99.0;98.0;100.0;;;
1797;5242.1 t/m 5242.4 Bovenkleding;1994 oktober;123.0;108.0;114.0;;;
1798;5242.1 t/m 5242.4 Bovenkleding;1994 november;99.0;106.0;93.0;;;
1799;5242.1 t/m 5242.4 Bovenkleding;1994 december;127.0;100.0;127.0;;;
1800;5242.1 t/m 5242.4 Bovenkleding;1994 4e kwartaal;116.0;105.0;111.0;;;
1801;5242.1 t/m 5242.4 Bovenkleding;1994;102.0;102.0;100.0;;;
1802;5242.1 t/m 5242.4 Bovenkleding;1995 januari;82.0;91.0;90.0;;;
1803;5242.1 t/m 5242.4 Bovenkleding;1995 februari;66.0;96.0;69.0;;;
1804;5242.1 t/m 5242.4 Bovenkleding;1995 maart;97.0;105.0;92.0;;;
1805;5242.1 t/m 5242.4 Bovenkleding;1995 1e kwartaal;82.0;97.0;84.0;-5.0;-4.0;-1.1
