ID;Woningkenmerken;GebruiksOppervlakteklasse;BewonersklasseWoningen;Percentielen;Perioden;ElektriciteitsleveringenOpenbareNet_1
2654;Hoekwoning;50 tot 75 m²;1 persoon;5e percentiel;2018;789.0
2655;Hoekwoning;50 tot 75 m²;1 persoon;5e percentiel;2019;781.0
2656;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2012;1214.0
2657;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2013;1241.0
2658;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2014;1204.0
2659;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2015;1201.0
2660;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2016;1181.0
2661;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2017;1167.0
2662;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2018;1146.0
2663;Hoekwoning;50 tot 75 m²;1 persoon;25e percentiel;2019;1115.0
2664;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2012;1570.0
2665;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2013;1605.0
2666;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2014;1555.0
2667;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2015;1550.0
2668;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2016;1524.0
2669;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2017;1507.0
2670;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2018;1480.0
2671;Hoekwoning;50 tot 75 m²;1 persoon;50e percentiel;2019;1444.0
2672;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2012;2014.0
2673;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2013;2064.0
2674;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2014;2005.0
2675;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2015;1988.0
2676;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2016;1951.0
2677;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2017;1929.0
2678;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2018;1918.0
2679;Hoekwoning;50 tot 75 m²;1 persoon;75e percentiel;2019;1871.0
2680;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2012;2788.0
2681;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2013;2882.0
2682;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2014;2770.0
2683;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2015;2758.0
2684;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2016;2711.0
2685;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2017;2694.0
2686;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2018;2673.0
2687;Hoekwoning;50 tot 75 m²;1 persoon;95e percentiel;2019;2603.0
2688;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2012;1244.3
2689;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2013;1282.9
2690;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2014;1236.4
2691;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2015;1222.9
2692;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2016;1202.3
2693;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2017;1181.5
2694;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2018;1165.0
2695;Hoekwoning;50 tot 75 m²;2 personen;Gemiddelde;2019;1132.3
2696;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2012;673.5
2697;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2013;699.0
2698;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2014;678.0
2699;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2015;671.5
2700;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2016;653.0
2701;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2017;642.5
2702;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2018;624.0
2703;Hoekwoning;50 tot 75 m²;2 personen;5e percentiel;2019;617.0
2704;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2012;930.0
2705;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2013;960.5
2706;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2014;926.5
2707;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2015;920.0
2708;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2016;902.5
2709;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2017;884.5
2710;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2018;864.0
2711;Hoekwoning;50 tot 75 m²;2 personen;25e percentiel;2019;845.5
2712;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2012;1192.0
2713;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2013;1228.0
2714;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2014;1180.5
2715;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2015;1172.0
2716;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2016;1152.0
2717;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2017;1132.0
2718;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2018;1111.0
2719;Hoekwoning;50 tot 75 m²;2 personen;50e percentiel;2019;1082.0
2720;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2012;1508.8
2721;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2013;1555.0
2722;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2014;1496.0
2723;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2015;1476.5
2724;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2016;1455.0
2725;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2017;1429.0
2726;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2018;1412.0
2727;Hoekwoning;50 tot 75 m²;2 personen;75e percentiel;2019;1370.5
2728;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2012;2015.5
2729;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2013;2060.5
2730;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2014;1981.0
2731;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2015;1953.5
2732;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2016;1929.0
2733;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2017;1909.0
2734;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2018;1903.0
2735;Hoekwoning;50 tot 75 m²;2 personen;95e percentiel;2019;1843.0
2736;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2012;1066.4
2737;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2013;1085.5
2738;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2014;1038.7
2739;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2015;1031.3
2740;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2016;1008.8
2741;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2017;988.9
2742;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2018;958.0
2743;Hoekwoning;50 tot 75 m²;3 personen;Gemiddelde;2019;919.8
2744;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2012;546.3
2745;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2013;572.3
2746;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2014;552.7
2747;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2015;557.3
2748;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2016;548.7
2749;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2017;516.7
2750;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2018;490.0
2751;Hoekwoning;50 tot 75 m²;3 personen;5e percentiel;2019;476.0
2752;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2012;808.0
2753;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2013;820.7
2754;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2014;786.3
2755;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2015;784.8
2756;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2016;765.3
2757;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2017;746.0
2758;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2018;711.0
2759;Hoekwoning;50 tot 75 m²;3 personen;25e percentiel;2019;681.3
2760;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2012;1037.0
2761;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2013;1046.3
2762;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2014;1008.8
2763;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2015;990.3
2764;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2016;970.0
2765;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2017;952.0
2766;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2018;920.0
2767;Hoekwoning;50 tot 75 m²;3 personen;50e percentiel;2019;880.7
2768;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2012;1308.7
2769;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2013;1317.3
2770;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2014;1263.0
2771;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2015;1245.7
2772;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2016;1218.7
2773;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2017;1201.7
2774;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2018;1174.0
2775;Hoekwoning;50 tot 75 m²;3 personen;75e percentiel;2019;1131.0
2776;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2012;1667.3
2777;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2013;1735.7
2778;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2014;1644.3
2779;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2015;1642.3
2780;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2016;1608.0
2781;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2017;1583.3
2782;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2018;1555.0
2783;Hoekwoning;50 tot 75 m²;3 personen;95e percentiel;2019;1497.7
2784;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2012;939.9
2785;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2013;947.4
2786;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2014;902.7
2787;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2015;887.2
2788;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2016;871.6
2789;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2017;859.6
2790;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2018;840.0
2791;Hoekwoning;50 tot 75 m²;4 personen;Gemiddelde;2019;805.5
2792;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2012;498.3
2793;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2013;520.0
2794;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2014;502.8
2795;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2015;488.8
2796;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2016;482.0
2797;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2017;478.8
2798;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2018;448.0
2799;Hoekwoning;50 tot 75 m²;4 personen;5e percentiel;2019;424.5
2800;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2012;714.8
2801;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2013;723.0
2802;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2014;694.0
2803;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2015;686.5
2804;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2016;670.4
2805;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2017;654.0
2806;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2018;640.0
2807;Hoekwoning;50 tot 75 m²;4 personen;25e percentiel;2019;596.0
2808;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2012;921.0
2809;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2013;918.5
2810;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2014;882.6
2811;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2015;875.3
2812;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2016;855.6
2813;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2017;838.8
2814;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2018;824.0
2815;Hoekwoning;50 tot 75 m²;4 personen;50e percentiel;2019;778.0
2816;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2012;1143.5
2817;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2013;1151.5
2818;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2014;1083.4
2819;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2015;1059.8
2820;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2016;1047.5
2821;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2017;1036.5
2822;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2018;1018.0
2823;Hoekwoning;50 tot 75 m²;4 personen;75e percentiel;2019;986.8
2824;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2012;1473.5
2825;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2013;1456.8
2826;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2014;1403.3
2827;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2015;1357.5
2828;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2016;1336.5
2829;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2017;1324.3
2830;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2018;1330.0
2831;Hoekwoning;50 tot 75 m²;4 personen;95e percentiel;2019;1277.5
2832;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2012;725.1
2833;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2013;734.7
2834;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2014;715.6
2835;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2015;710.9
2836;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2016;685.9
2837;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2017;664.1
2838;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2018;656.0
2839;Hoekwoning;50 tot 75 m²;5 personen of meer;Gemiddelde;2019;641.0
2840;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2012;351.6
2841;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2013;377.6
2842;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2014;372.0
2843;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2015;362.0
2844;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2016;345.0
2845;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2017;331.0
2846;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2018;328.0
2847;Hoekwoning;50 tot 75 m²;5 personen of meer;5e percentiel;2019;333.4
2848;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2012;520.1
2849;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2013;536.8
2850;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2014;525.6
2851;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2015;512.2
2852;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2016;507.2
2853;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2017;481.7
2854;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2018;473.0
2855;Hoekwoning;50 tot 75 m²;5 personen of meer;25e percentiel;2019;469.3
2856;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2012;697.4
2857;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2013;722.8
2858;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2014;697.0
2859;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2015;679.4
2860;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2016;658.0
2861;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2017;622.7
2862;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2018;613.0
2863;Hoekwoning;50 tot 75 m²;5 personen of meer;50e percentiel;2019;608.0
2864;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2012;921.3
2865;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2013;913.3
2866;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2014;878.6
2867;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2015;886.8
2868;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2016;858.4
2869;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2017;837.2
2870;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2018;815.0
2871;Hoekwoning;50 tot 75 m²;5 personen of meer;75e percentiel;2019;773.0
2872;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2012;1188.8
2873;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2013;1184.2
2874;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2014;1146.8
2875;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2015;1160.4
2876;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2016;1107.6
2877;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2017;1098.0
2878;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2018;1108.0
2879;Hoekwoning;50 tot 75 m²;5 personen of meer;95e percentiel;2019;1078.4
2880;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2012;1457.9
2881;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2013;1457.6
2882;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2014;1412.5
2883;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2015;1393.0
2884;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2016;1375.0
2885;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2017;1354.9
2886;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2018;1331.0
2887;Hoekwoning;75 tot 100 m²;Totaal;Gemiddelde;2019;1299.0
2888;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2012;714.0
2889;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2013;709.3
2890;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2014;684.0
2891;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2015;672.0
2892;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2016;651.3
2893;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2017;629.3
2894;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2018;605.0
2895;Hoekwoning;75 tot 100 m²;Totaal;5e percentiel;2019;595.3
2896;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2012;1031.0
2897;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2013;1027.0
2898;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2014;993.0
2899;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2015;978.5
2900;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2016;959.5
2901;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2017;940.0
2902;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2018;916.0
2903;Hoekwoning;75 tot 100 m²;Totaal;25e percentiel;2019;894.0
2904;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2012;1348.0
2905;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2013;1347.0
2906;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2014;1304.0
2907;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2015;1288.0
2908;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2016;1271.0
2909;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2017;1250.5
2910;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2018;1227.0
2911;Hoekwoning;75 tot 100 m²;Totaal;50e percentiel;2019;1196.0
2912;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2012;1768.0
2913;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2013;1772.0
2914;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2014;1720.0
2915;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2015;1697.7
2916;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2016;1682.0
2917;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2017;1664.0
2918;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2018;1641.0
2919;Hoekwoning;75 tot 100 m²;Totaal;75e percentiel;2019;1598.0
2920;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2012;2590.0
2921;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2013;2595.0
2922;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2014;2522.0
2923;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2015;2486.0
2924;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2016;2474.0
2925;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2017;2455.0
2926;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2018;2425.0
2927;Hoekwoning;75 tot 100 m²;Totaal;95e percentiel;2019;2381.0
2928;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2012;1859.9
2929;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2013;1876.2
2930;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2014;1822.8
2931;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2015;1800.1
2932;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2016;1776.7
2933;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2017;1754.7
2934;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2018;1722.0
2935;Hoekwoning;75 tot 100 m²;1 persoon;Gemiddelde;2019;1681.5
2936;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2012;985.0
2937;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2013;1001.0
2938;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2014;974.0
2939;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2015;967.0
2940;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2016;945.0
2941;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2017;929.0
2942;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2018;887.0
2943;Hoekwoning;75 tot 100 m²;1 persoon;5e percentiel;2019;880.0
2944;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2012;1366.0
2945;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2013;1382.0
2946;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2014;1346.0
2947;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2015;1333.0
2948;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2016;1313.0
2949;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2017;1294.0
2950;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2018;1265.0
2951;Hoekwoning;75 tot 100 m²;1 persoon;25e percentiel;2019;1233.0
2952;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2012;1754.0
2953;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2013;1771.0
2954;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2014;1720.0
2955;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2015;1703.0
2956;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2016;1682.0
2957;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2017;1662.0
2958;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2018;1632.0
2959;Hoekwoning;75 tot 100 m²;1 persoon;50e percentiel;2019;1589.0
2960;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2012;2259.0
2961;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2013;2275.0
2962;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2014;2207.0
2963;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2015;2175.0
2964;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2016;2152.0
2965;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2017;2128.0
2966;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2018;2096.0
2967;Hoekwoning;75 tot 100 m²;1 persoon;75e percentiel;2019;2044.0
2968;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2012;3127.0
2969;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2013;3135.0
2970;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2014;3043.0
2971;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2015;2989.0
2972;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2016;2955.0
2973;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2017;2923.0
2974;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2018;2888.0
2975;Hoekwoning;75 tot 100 m²;1 persoon;95e percentiel;2019;2815.0
2976;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2012;1392.9
2977;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2013;1397.8
2978;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2014;1351.4
2979;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2015;1334.8
2980;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2016;1312.6
2981;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2017;1287.0
2982;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2018;1263.0
2983;Hoekwoning;75 tot 100 m²;2 personen;Gemiddelde;2019;1226.2
2984;Hoekwoning;75 tot 100 m²;2 personen;5e percentiel;2012;789.0
2985;Hoekwoning;75 tot 100 m²;2 personen;5e percentiel;2013;790.5
2986;Hoekwoning;75 tot 100 m²;2 personen;5e percentiel;2014;765.0
2987;Hoekwoning;75 tot 100 m²;2 personen;5e percentiel;2015;756.0
2988;Hoekwoning;75 tot 100 m²;2 personen;5e percentiel;2016;736.5
2989;Hoekwoning;75 tot 100 m²;2 personen;5e percentiel;2017;714.5
