ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
1854;Total male and female;Total age;C05 Vasoprotectives;2006;141060.0;0.85;;
1855;Total male and female;Total age;C05 Vasoprotectives;2007;152580.0;0.91;;
1856;Total male and female;Total age;C05 Vasoprotectives;2008;179425.0;1.07;;
1857;Total male and female;Total age;C05 Vasoprotectives;2009;185845.0;1.1;;
1858;Total male and female;Total age;C05 Vasoprotectives;2010;191330.0;1.13;;
1859;Total male and female;Total age;C05 Vasoprotectives;2011;198285.0;1.17;;
1860;Total male and female;Total age;C05 Vasoprotectives;2012;195750.0;1.15;;
1861;Total male and female;Total age;C05 Vasoprotectives;2013;185010.0;1.08;;
1862;Total male and female;Total age;C05 Vasoprotectives;2014;77920.0;0.45;;
1863;Total male and female;Total age;C05 Vasoprotectives;2015;56020.0;0.32;;
1864;Total male and female;Total age;C05 Vasoprotectives;2016;53015.0;0.3;;
1865;Total male and female;Total age;C05 Vasoprotectives;2017;52420.0;0.3;;
1866;Total male and female;Total age;C05 Vasoprotectives;2018;51010.0;0.29;;
1867;Total male and female;Total age;C05 Vasoprotectives;2019;53355.0;0.3;;
1868;Total male and female;Total age;C05 Vasoprotectives;2020;48680.0;0.27;3716.0;209.0
1869;Total male and female;Total age;C05 Vasoprotectives;2021;54265.0;0.3;4078.0;228.0
1870;Total male and female;Total age;C05 Vasoprotectives;2022;53255.0;0.29;3917.0;216.0
1871;Total male and female;Total age;C05 Vasoprotectives;2023;54565.0;0.3;3927.0;215.0
1872;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2006;140520.0;0.84;;
1873;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2007;152240.0;0.91;;
1874;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2008;179365.0;1.07;;
1875;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2009;185805.0;1.1;;
1876;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2010;191295.0;1.13;;
1877;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2011;198230.0;1.16;;
1878;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2012;195745.0;1.15;;
1879;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2013;184980.0;1.08;;
1880;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2014;77910.0;0.45;;
1881;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2015;56020.0;0.32;;
1882;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2016;53010.0;0.3;;
1883;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2017;52420.0;0.3;;
1884;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2018;51010.0;0.29;;
1885;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2019;53355.0;0.3;;
1886;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2020;48680.0;0.27;3716.0;209.0
1887;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2021;54265.0;0.3;4078.0;228.0
1888;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2022;53255.0;0.29;3917.0;216.0
1889;Total male and female;Total age;C05A Topic agents hemorrh./anal fissures;2023;54565.0;0.3;3927.0;215.0
1890;Total male and female;Total age;C05B Antivaricose therapy;2006;405.0;0.0;;
1891;Total male and female;Total age;C05B Antivaricose therapy;2007;240.0;0.0;;
1892;Total male and female;Total age;C05B Antivaricose therapy;2008;45.0;0.0;;
1893;Total male and female;Total age;C05B Antivaricose therapy;2009;30.0;0.0;;
1894;Total male and female;Total age;C05B Antivaricose therapy;2010;35.0;0.0;;
1895;Total male and female;Total age;C05B Antivaricose therapy;2011;45.0;0.0;;
1896;Total male and female;Total age;C05B Antivaricose therapy;2012;5.0;0.0;;
1897;Total male and female;Total age;C05B Antivaricose therapy;2013;20.0;0.0;;
1898;Total male and female;Total age;C05B Antivaricose therapy;2014;5.0;0.0;;
1899;Total male and female;Total age;C05B Antivaricose therapy;2015;0.0;0.0;;
1900;Total male and female;Total age;C05B Antivaricose therapy;2016;0.0;0.0;;
1901;Total male and female;Total age;C05B Antivaricose therapy;2017;0.0;0.0;;
1902;Total male and female;Total age;C05B Antivaricose therapy;2018;0.0;0.0;;
1903;Total male and female;Total age;C05B Antivaricose therapy;2019;0.0;0.0;;
1904;Total male and female;Total age;C05B Antivaricose therapy;2020;0.0;0.0;0.0;0.0
1905;Total male and female;Total age;C05B Antivaricose therapy;2021;0.0;0.0;0.0;0.0
1906;Total male and female;Total age;C05B Antivaricose therapy;2022;0.0;0.0;0.0;0.0
1907;Total male and female;Total age;C05B Antivaricose therapy;2023;0.0;0.0;0.0;0.0
1908;Total male and female;Total age;C05C Capillary stabilizing agents;2006;180.0;0.0;;
1909;Total male and female;Total age;C05C Capillary stabilizing agents;2007;125.0;0.0;;
1910;Total male and female;Total age;C05C Capillary stabilizing agents;2008;20.0;0.0;;
1911;Total male and female;Total age;C05C Capillary stabilizing agents;2009;15.0;0.0;;
1912;Total male and female;Total age;C05C Capillary stabilizing agents;2010;5.0;0.0;;
1913;Total male and female;Total age;C05C Capillary stabilizing agents;2011;10.0;0.0;;
1914;Total male and female;Total age;C05C Capillary stabilizing agents;2012;5.0;0.0;;
1915;Total male and female;Total age;C05C Capillary stabilizing agents;2013;10.0;0.0;;
1916;Total male and female;Total age;C05C Capillary stabilizing agents;2014;5.0;0.0;;
1917;Total male and female;Total age;C05C Capillary stabilizing agents;2015;0.0;0.0;;
1918;Total male and female;Total age;C05C Capillary stabilizing agents;2016;0.0;0.0;;
1919;Total male and female;Total age;C05C Capillary stabilizing agents;2017;0.0;0.0;;
1920;Total male and female;Total age;C05C Capillary stabilizing agents;2018;0.0;0.0;;
1921;Total male and female;Total age;C05C Capillary stabilizing agents;2019;0.0;0.0;;
1922;Total male and female;Total age;C05C Capillary stabilizing agents;2020;0.0;0.0;0.0;0.0
1923;Total male and female;Total age;C05C Capillary stabilizing agents;2021;0.0;0.0;0.0;0.0
1924;Total male and female;Total age;C05C Capillary stabilizing agents;2022;0.0;0.0;0.0;0.0
1925;Total male and female;Total age;C05C Capillary stabilizing agents;2023;0.0;0.0;0.0;0.0
1926;Total male and female;Total age;C07 Beta blocking agents;2006;1433880.0;8.62;;
1927;Total male and female;Total age;C07 Beta blocking agents;2007;1492440.0;8.95;;
1928;Total male and female;Total age;C07 Beta blocking agents;2008;1545520.0;9.22;;
1929;Total male and female;Total age;C07 Beta blocking agents;2009;1596715.0;9.48;;
1930;Total male and female;Total age;C07 Beta blocking agents;2010;1638410.0;9.68;;
1931;Total male and female;Total age;C07 Beta blocking agents;2011;1673040.0;9.83;;
1932;Total male and female;Total age;C07 Beta blocking agents;2012;1678670.0;9.83;;
1933;Total male and female;Total age;C07 Beta blocking agents;2013;1661600.0;9.7;;
1934;Total male and female;Total age;C07 Beta blocking agents;2014;1649925.0;9.59;;
1935;Total male and female;Total age;C07 Beta blocking agents;2015;1635795.0;9.46;;
1936;Total male and female;Total age;C07 Beta blocking agents;2016;1625885.0;9.35;;
1937;Total male and female;Total age;C07 Beta blocking agents;2017;1615525.0;9.24;;
1938;Total male and female;Total age;C07 Beta blocking agents;2018;1598470.0;9.08;;
1939;Total male and female;Total age;C07 Beta blocking agents;2019;1586535.0;8.95;;
1940;Total male and female;Total age;C07 Beta blocking agents;2020;1553230.0;8.73;270650.0;15206.0
1941;Total male and female;Total age;C07 Beta blocking agents;2021;1554120.0;8.68;263621.0;14721.0
1942;Total male and female;Total age;C07 Beta blocking agents;2022;1541425.0;8.49;255877.0;14093.0
1943;Total male and female;Total age;C07 Beta blocking agents;2023;1533175.0;8.38;249381.0;13624.0
1944;Total male and female;Total age;C07A Beta blocking agents;2006;1371010.0;8.24;;
1945;Total male and female;Total age;C07A Beta blocking agents;2007;1430525.0;8.57;;
1946;Total male and female;Total age;C07A Beta blocking agents;2008;1483930.0;8.85;;
1947;Total male and female;Total age;C07A Beta blocking agents;2009;1535540.0;9.12;;
1948;Total male and female;Total age;C07A Beta blocking agents;2010;1578745.0;9.32;;
1949;Total male and female;Total age;C07A Beta blocking agents;2011;1615415.0;9.49;;
1950;Total male and female;Total age;C07A Beta blocking agents;2012;1623850.0;9.51;;
1951;Total male and female;Total age;C07A Beta blocking agents;2013;1610535.0;9.4;;
1952;Total male and female;Total age;C07A Beta blocking agents;2014;1602655.0;9.32;;
1953;Total male and female;Total age;C07A Beta blocking agents;2015;1592275.0;9.21;;
1954;Total male and female;Total age;C07A Beta blocking agents;2016;1585855.0;9.12;;
1955;Total male and female;Total age;C07A Beta blocking agents;2017;1578655.0;9.03;;
1956;Total male and female;Total age;C07A Beta blocking agents;2018;1564845.0;8.89;;
1957;Total male and female;Total age;C07A Beta blocking agents;2019;1556885.0;8.78;;
1958;Total male and female;Total age;C07A Beta blocking agents;2020;1528410.0;8.59;259791.0;14596.0
1959;Total male and female;Total age;C07A Beta blocking agents;2021;1530495.0;8.55;253833.0;14174.0
1960;Total male and female;Total age;C07A Beta blocking agents;2022;1522040.0;8.38;247317.0;13622.0
1961;Total male and female;Total age;C07A Beta blocking agents;2023;1515855.0;8.28;241877.0;13214.0
1962;Total male and female;Total age;C07B Beta blocking agents and thiazides;2006;39305.0;0.24;;
1963;Total male and female;Total age;C07B Beta blocking agents and thiazides;2007;42280.0;0.25;;
1964;Total male and female;Total age;C07B Beta blocking agents and thiazides;2008;42210.0;0.25;;
1965;Total male and female;Total age;C07B Beta blocking agents and thiazides;2009;43585.0;0.26;;
1966;Total male and female;Total age;C07B Beta blocking agents and thiazides;2010;44120.0;0.26;;
1967;Total male and female;Total age;C07B Beta blocking agents and thiazides;2011;43850.0;0.26;;
1968;Total male and female;Total age;C07B Beta blocking agents and thiazides;2012;42330.0;0.25;;
1969;Total male and female;Total age;C07B Beta blocking agents and thiazides;2013;39595.0;0.23;;
1970;Total male and female;Total age;C07B Beta blocking agents and thiazides;2014;37180.0;0.22;;
1971;Total male and female;Total age;C07B Beta blocking agents and thiazides;2015;34995.0;0.2;;
1972;Total male and female;Total age;C07B Beta blocking agents and thiazides;2016;32800.0;0.19;;
1973;Total male and female;Total age;C07B Beta blocking agents and thiazides;2017;30615.0;0.18;;
1974;Total male and female;Total age;C07B Beta blocking agents and thiazides;2018;28380.0;0.16;;
1975;Total male and female;Total age;C07B Beta blocking agents and thiazides;2019;25920.0;0.15;;
1976;Total male and female;Total age;C07B Beta blocking agents and thiazides;2020;23200.0;0.13;8097.0;455.0
1977;Total male and female;Total age;C07B Beta blocking agents and thiazides;2021;20525.0;0.11;7407.0;414.0
1978;Total male and female;Total age;C07B Beta blocking agents and thiazides;2022;18425.0;0.1;6485.0;357.0
1979;Total male and female;Total age;C07B Beta blocking agents and thiazides;2023;16040.0;0.09;5709.0;312.0
1980;Total male and female;Total age;C07C Beta block.agents / other diuretics;2006;39430.0;0.24;;
1981;Total male and female;Total age;C07C Beta block.agents / other diuretics;2007;35835.0;0.21;;
1982;Total male and female;Total age;C07C Beta block.agents / other diuretics;2008;32555.0;0.19;;
1983;Total male and female;Total age;C07C Beta block.agents / other diuretics;2009;29430.0;0.17;;
1984;Total male and female;Total age;C07C Beta block.agents / other diuretics;2010;26490.0;0.16;;
1985;Total male and female;Total age;C07C Beta block.agents / other diuretics;2011;23705.0;0.14;;
1986;Total male and female;Total age;C07C Beta block.agents / other diuretics;2012;21060.0;0.12;;
1987;Total male and female;Total age;C07C Beta block.agents / other diuretics;2013;18835.0;0.11;;
1988;Total male and female;Total age;C07C Beta block.agents / other diuretics;2014;16615.0;0.1;;
1989;Total male and female;Total age;C07C Beta block.agents / other diuretics;2015;14770.0;0.09;;
1990;Total male and female;Total age;C07C Beta block.agents / other diuretics;2016;13150.0;0.08;;
1991;Total male and female;Total age;C07C Beta block.agents / other diuretics;2017;11615.0;0.07;;
1992;Total male and female;Total age;C07C Beta block.agents / other diuretics;2018;10215.0;0.06;;
1993;Total male and female;Total age;C07C Beta block.agents / other diuretics;2019;8995.0;0.05;;
1994;Total male and female;Total age;C07C Beta block.agents / other diuretics;2020;7810.0;0.04;2762.0;155.0
1995;Total male and female;Total age;C07C Beta block.agents / other diuretics;2021;6880.0;0.04;2380.0;133.0
1996;Total male and female;Total age;C07C Beta block.agents / other diuretics;2022;6045.0;0.03;2076.0;114.0
1997;Total male and female;Total age;C07C Beta block.agents / other diuretics;2023;5245.0;0.03;1795.0;98.0
1998;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2006;0.0;0.0;;
1999;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2007;0.0;0.0;;
2000;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2008;0.0;0.0;;
2001;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2009;0.0;0.0;;
2002;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2010;0.0;0.0;;
2003;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2011;0.0;0.0;;
2004;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2012;0.0;0.0;;
2005;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2013;0.0;0.0;;
2006;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2014;0.0;0.0;;
2007;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2015;0.0;0.0;;
2008;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2016;0.0;0.0;;
2009;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2017;0.0;0.0;;
2010;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2018;0.0;0.0;;
2011;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2019;0.0;0.0;;
2012;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2020;0.0;0.0;0.0;0.0
2013;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2021;0.0;0.0;0.0;0.0
2014;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2022;0.0;0.0;0.0;0.0
2015;Total male and female;Total age;C07D Beta block./thiazides/other diuret.;2023;0.0;0.0;0.0;0.0
2016;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2006;0.0;0.0;;
2017;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2007;0.0;0.0;;
2018;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2008;0.0;0.0;;
2019;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2009;0.0;0.0;;
2020;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2010;0.0;0.0;;
2021;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2011;0.0;0.0;;
2022;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2012;0.0;0.0;;
2023;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2013;0.0;0.0;;
2024;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2014;0.0;0.0;;
2025;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2015;0.0;0.0;;
2026;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2016;0.0;0.0;;
2027;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2017;0.0;0.0;;
2028;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2018;0.0;0.0;;
2029;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2019;0.0;0.0;;
2030;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2020;0.0;0.0;0.0;0.0
2031;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2021;0.0;0.0;0.0;0.0
2032;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2022;0.0;0.0;0.0;0.0
2033;Total male and female;Total age;C07E Beta blocking agents / vasodilators;2023;0.0;0.0;0.0;0.0
2034;Total male and female;Total age;C07F Beta block./other antihypertensives;2006;0.0;0.0;;
2035;Total male and female;Total age;C07F Beta block./other antihypertensives;2007;0.0;0.0;;
2036;Total male and female;Total age;C07F Beta block./other antihypertensives;2008;0.0;0.0;;
2037;Total male and female;Total age;C07F Beta block./other antihypertensives;2009;0.0;0.0;;
2038;Total male and female;Total age;C07F Beta block./other antihypertensives;2010;0.0;0.0;;
2039;Total male and female;Total age;C07F Beta block./other antihypertensives;2011;0.0;0.0;;
2040;Total male and female;Total age;C07F Beta block./other antihypertensives;2012;0.0;0.0;;
2041;Total male and female;Total age;C07F Beta block./other antihypertensives;2013;0.0;0.0;;
2042;Total male and female;Total age;C07F Beta block./other antihypertensives;2014;0.0;0.0;;
2043;Total male and female;Total age;C07F Beta block./other antihypertensives;2015;0.0;0.0;;
2044;Total male and female;Total age;C07F Beta block./other antihypertensives;2016;0.0;0.0;;
2045;Total male and female;Total age;C07F Beta block./other antihypertensives;2017;0.0;0.0;;
2046;Total male and female;Total age;C07F Beta block./other antihypertensives;2018;0.0;0.0;;
2047;Total male and female;Total age;C07F Beta block./other antihypertensives;2019;0.0;0.0;;
2048;Total male and female;Total age;C07F Beta block./other antihypertensives;2020;0.0;0.0;0.0;0.0
2049;Total male and female;Total age;C07F Beta block./other antihypertensives;2021;0.0;0.0;0.0;0.0
2050;Total male and female;Total age;C07F Beta block./other antihypertensives;2022;0.0;0.0;0.0;0.0
2051;Total male and female;Total age;C07F Beta block./other antihypertensives;2023;0.0;0.0;0.0;0.0
2052;Total male and female;Total age;C08 Calcium channel blockers;2006;611675.0;3.68;;
2053;Total male and female;Total age;C08 Calcium channel blockers;2007;635475.0;3.81;;
2054;Total male and female;Total age;C08 Calcium channel blockers;2008;661820.0;3.95;;
2055;Total male and female;Total age;C08 Calcium channel blockers;2009;689645.0;4.1;;
2056;Total male and female;Total age;C08 Calcium channel blockers;2010;717025.0;4.24;;
2057;Total male and female;Total age;C08 Calcium channel blockers;2011;744680.0;4.38;;
2058;Total male and female;Total age;C08 Calcium channel blockers;2012;782795.0;4.58;;
2059;Total male and female;Total age;C08 Calcium channel blockers;2013;808050.0;4.72;;
2060;Total male and female;Total age;C08 Calcium channel blockers;2014;834545.0;4.85;;
2061;Total male and female;Total age;C08 Calcium channel blockers;2015;865470.0;5.01;;
2062;Total male and female;Total age;C08 Calcium channel blockers;2016;898795.0;5.17;;
2063;Total male and female;Total age;C08 Calcium channel blockers;2017;929725.0;5.32;;
2064;Total male and female;Total age;C08 Calcium channel blockers;2018;960680.0;5.46;;
2065;Total male and female;Total age;C08 Calcium channel blockers;2019;1008015.0;5.69;;
2066;Total male and female;Total age;C08 Calcium channel blockers;2020;1033555.0;5.81;418509.0;23514.0
2067;Total male and female;Total age;C08 Calcium channel blockers;2021;1088190.0;6.08;439808.0;24560.0
2068;Total male and female;Total age;C08 Calcium channel blockers;2022;1121425.0;6.18;454430.0;25029.0
2069;Total male and female;Total age;C08 Calcium channel blockers;2023;1166625.0;6.37;473642.0;25876.0
2070;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2006;484390.0;2.91;;
2071;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2007;512680.0;3.07;;
2072;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2008;542765.0;3.24;;
2073;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2009;573810.0;3.41;;
2074;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2010;603555.0;3.56;;
2075;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2011;634160.0;3.73;;
2076;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2012;674740.0;3.95;;
2077;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2013;702950.0;4.1;;
2078;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2014;730810.0;4.25;;
2079;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2015;762420.0;4.41;;
2080;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2016;796165.0;4.58;;
2081;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2017;827585.0;4.73;;
2082;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2018;858305.0;4.88;;
2083;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2019;904605.0;5.1;;
2084;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2020;930125.0;5.23;393432.0;22105.0
2085;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2021;982855.0;5.49;414313.0;23136.0
2086;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2022;1014450.0;5.59;428704.0;23612.0
2087;Total male and female;Total age;C08C Sel.calcium ch.block.mnly.vascular;2023;1057665.0;5.78;447526.0;24449.0
2088;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2006;134555.0;0.81;;
2089;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2007;129675.0;0.78;;
2090;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2008;125945.0;0.75;;
2091;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2009;122730.0;0.73;;
2092;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2010;120120.0;0.71;;
2093;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2011;117235.0;0.69;;
2094;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2012;114670.0;0.67;;
2095;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2013;111730.0;0.65;;
2096;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2014;110330.0;0.64;;
2097;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2015;109555.0;0.63;;
2098;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2016;109375.0;0.63;;
2099;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2017;108750.0;0.62;;
2100;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2018;109515.0;0.62;;
2101;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2019;111145.0;0.63;;
2102;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2020;111640.0;0.63;24911.0;1400.0
2103;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2021;113875.0;0.64;25319.0;1414.0
2104;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2022;115395.0;0.64;25543.0;1407.0
2105;Total male and female;Total age;C08D Sel.calcium ch.block.direct cardiac;2023;117775.0;0.64;25921.0;1416.0
2106;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2006;0.0;0.0;;
2107;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2007;0.0;0.0;;
2108;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2008;0.0;0.0;;
2109;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2009;0.0;0.0;;
2110;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2010;0.0;0.0;;
2111;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2011;0.0;0.0;;
2112;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2012;0.0;0.0;;
2113;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2013;0.0;0.0;;
2114;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2014;0.0;0.0;;
2115;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2015;0.0;0.0;;
2116;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2016;0.0;0.0;;
2117;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2017;0.0;0.0;;
2118;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2018;0.0;0.0;;
2119;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2019;0.0;0.0;;
2120;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2020;0.0;0.0;0.0;0.0
2121;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2021;0.0;0.0;0.0;0.0
2122;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2022;0.0;0.0;0.0;0.0
2123;Total male and female;Total age;C08E Non-sel. calcium channel blockers;2023;0.0;0.0;0.0;0.0
2124;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2006;0.0;0.0;;
2125;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2007;0.0;0.0;;
2126;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2008;0.0;0.0;;
2127;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2009;0.0;0.0;;
2128;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2010;0.0;0.0;;
2129;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2011;0.0;0.0;;
2130;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2012;0.0;0.0;;
2131;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2013;0.0;0.0;;
2132;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2014;115.0;0.0;;
2133;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2015;270.0;0.0;;
2134;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2016;375.0;0.0;;
2135;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2017;455.0;0.0;;
2136;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2018;515.0;0.0;;
2137;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2019;630.0;0.0;;
2138;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2020;595.0;0.0;166.0;9.0
2139;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2021;625.0;0.0;175.0;10.0
2140;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2022;640.0;0.0;182.0;10.0
2141;Total male and female;Total age;C08G Calcium channel blockers/diuretics;2023;710.0;0.0;195.0;11.0
2142;Total male and female;Total age;C09 Agents on renin-angiotensin system;2006;1432340.0;8.61;;
2143;Total male and female;Total age;C09 Agents on renin-angiotensin system;2007;1538660.0;9.22;;
2144;Total male and female;Total age;C09 Agents on renin-angiotensin system;2008;1633705.0;9.75;;
2145;Total male and female;Total age;C09 Agents on renin-angiotensin system;2009;1717925.0;10.2;;
2146;Total male and female;Total age;C09 Agents on renin-angiotensin system;2010;1792645.0;10.59;;
2147;Total male and female;Total age;C09 Agents on renin-angiotensin system;2011;1863265.0;10.95;;
2148;Total male and female;Total age;C09 Agents on renin-angiotensin system;2012;1919840.0;11.24;;
2149;Total male and female;Total age;C09 Agents on renin-angiotensin system;2013;1940795.0;11.33;;
2150;Total male and female;Total age;C09 Agents on renin-angiotensin system;2014;1961380.0;11.4;;
2151;Total male and female;Total age;C09 Agents on renin-angiotensin system;2015;1978690.0;11.45;;
2152;Total male and female;Total age;C09 Agents on renin-angiotensin system;2016;1995845.0;11.48;;
2153;Total male and female;Total age;C09 Agents on renin-angiotensin system;2017;2008275.0;11.48;;
2154;Total male and female;Total age;C09 Agents on renin-angiotensin system;2018;2015715.0;11.45;;
2155;Total male and female;Total age;C09 Agents on renin-angiotensin system;2019;2026740.0;11.44;;
2156;Total male and female;Total age;C09 Agents on renin-angiotensin system;2020;2019220.0;11.34;909776.0;51115.0
2157;Total male and female;Total age;C09 Agents on renin-angiotensin system;2021;2053520.0;11.47;923563.0;51573.0
2158;Total male and female;Total age;C09 Agents on renin-angiotensin system;2022;2073450.0;11.42;923475.0;50863.0
2159;Total male and female;Total age;C09 Agents on renin-angiotensin system;2023;2106085.0;11.51;932699.0;50956.0
2160;Total male and female;Total age;C09A Ace inhibitors, plain;2006;766275.0;4.6;;
2161;Total male and female;Total age;C09A Ace inhibitors, plain;2007;800770.0;4.8;;
2162;Total male and female;Total age;C09A Ace inhibitors, plain;2008;833810.0;4.97;;
