ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
977;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2013;1;1;0;1;;;0
978;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner;2008;95;93;73;20;78.3;21.7;2
979;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner;2009;97;94;74;20;78.3;21.7;3
980;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner;2010;97;95;73;22;76.4;23.6;2
981;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner;2011;101;98;75;23;76.3;23.7;2
982;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner;2012;104;102;79;23;77.0;23.0;2
983;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner;2013;97;93;74;19;79.6;20.4;4
984;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar met kind;2008;20;20;14;6;70.3;29.7;0
985;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar met kind;2009;22;22;15;6;70.8;29.2;0
986;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar met kind;2010;23;23;16;6;72.3;27.7;0
987;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar met kind;2011;23;22;16;7;70.8;29.2;0
988;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar met kind;2012;26;26;19;7;73.9;26.1;1
989;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar met kind;2013;21;20;16;4;79.4;20.6;1
990;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2008;74;73;59;14;80.5;19.5;2
991;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2009;75;73;59;14;80.5;19.5;2
992;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2010;74;72;56;16;77.6;22.4;2
993;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2011;78;76;59;17;77.9;22.1;2
994;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2012;78;76;60;17;78.1;21.9;1
995;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2013;76;73;58;15;79.6;20.4;3
996;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind >=18 jaar;2008;136;134;58;76;43.1;56.9;2
997;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind >=18 jaar;2009;142;140;59;80;42.5;57.5;2
998;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind >=18 jaar;2010;139;135;56;79;41.2;58.8;4
999;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind >=18 jaar;2011;147;141;58;83;41.4;58.6;5
1000;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind >=18 jaar;2012;155;152;61;90;40.6;59.4;4
1001;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind >=18 jaar;2013;149;145;56;89;38.7;61.3;4
1002;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind <18 jaar;2008;24;23;1;22;4.5;95.5;0
1003;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind <18 jaar;2009;20;19;1;19;2.9;97.1;0
1004;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind <18 jaar;2010;18;18;1;17;5.1;94.9;0
1005;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind <18 jaar;2011;17;16;1;15;5.1;94.9;0
1006;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind <18 jaar;2012;16;16;1;15;3.8;96.2;0
1007;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind <18 jaar;2013;15;15;0;15;;;0
1008;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie.: ouder;2008;23;22;15;7;68.7;31.3;0
1009;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie.: ouder;2009;25;24;17;7;71.2;28.8;0
1010;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie.: ouder;2010;25;24;17;7;71.6;28.4;0
1011;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie.: ouder;2011;24;24;17;7;70.5;29.5;0
1012;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie.: ouder;2012;28;27;20;7;73.4;26.6;1
1013;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie.: ouder;2013;23;22;17;5;77.3;22.7;1
1014;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind;2008;159;157;59;99;37.4;62.6;2
1015;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind;2009;162;159;60;99;37.7;62.3;3
1016;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind;2010;157;153;57;96;37.0;63.0;4
1017;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind;2011;163;157;59;98;37.7;62.3;6
1018;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind;2012;172;167;62;105;37.1;62.9;4
1019;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: kind;2013;164;159;56;103;35.3;64.7;5
1020;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: overig lid;2008;13;12;6;6;;;1
1021;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: overig lid;2009;16;14;7;6;;;2
1022;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: overig lid;2010;15;13;7;6;;;3
1023;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: overig lid;2011;17;14;6;8;;;2
1024;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: overig lid;2012;16;13;6;8;;;3
1025;Totaal mannen en vrouwen;20 tot 35 uur per week;Positie: overig lid;2013;18;14;6;8;;;5
1026;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt regulier onderwijs;2008;146;144;55;89;38.0;62.0;2
1027;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt regulier onderwijs;2009;149;145;55;90;37.8;62.2;4
1028;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt regulier onderwijs;2010;143;139;53;86;38.0;62.0;4
1029;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt regulier onderwijs;2011;144;139;50;89;36.2;63.8;5
1030;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt regulier onderwijs;2012;148;144;55;89;38.2;61.8;4
1031;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt regulier onderwijs;2013;140;134;49;85;36.4;63.6;6
1032;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2008;10;10;3;8;;;0
1033;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2009;9;9;2;7;;;1
1034;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2010;8;8;2;5;;;0
1035;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2011;7;6;2;5;;;0
1036;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2012;7;6;2;4;;;0
1037;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2013;9;9;2;7;;;0
1038;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2008;68;67;24;43;35.3;64.7;1
1039;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2009;68;66;23;43;34.5;65.5;2
1040;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2010;62;61;22;39;36.3;63.7;2
1041;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2011;61;59;20;39;33.9;66.1;2
1042;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2012;63;61;22;39;36.3;63.7;2
1043;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2013;58;56;21;35;37.7;62.3;2
1044;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2008;51;50;24;26;47.4;52.6;1
1045;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2009;55;53;25;28;46.4;53.6;2
1046;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2010;55;53;24;30;44.5;55.5;2
1047;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2011;56;54;22;32;41.5;58.5;2
1048;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2012;56;55;24;31;43.5;56.5;1
1049;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2013;53;50;20;30;40.8;59.2;3
1050;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2008;17;17;5;12;29.0;71.0;0
1051;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2009;17;17;5;12;29.7;70.3;0
1052;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2010;18;17;5;13;28.5;71.5;1
1053;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2011;20;20;6;13;31.8;68.2;1
1054;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2012;22;21;7;15;31.8;68.2;0
1055;Totaal mannen en vrouwen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2013;20;19;6;14;29.6;70.4;1
1056;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2008;162;158;108;50;68.3;31.7;3
1057;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2009;168;163;110;53;67.4;32.6;5
1058;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2010;169;164;106;57;64.9;35.1;5
1059;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2011;178;172;114;58;66.2;33.8;7
1060;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2012;189;183;118;65;64.4;35.6;6
1061;Totaal mannen en vrouwen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2013;188;179;114;65;63.7;36.3;9
1062;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: laag;2008;36;35;15;20;43.2;56.8;1
1063;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: laag;2009;37;36;15;21;42.0;58.0;1
1064;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: laag;2010;33;32;13;19;40.0;60.0;1
1065;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: laag;2011;34;32;14;18;43.5;56.5;2
1066;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: laag;2012;36;35;15;19;44.3;55.7;1
1067;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: laag;2013;35;33;14;19;43.3;56.7;2
1068;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2008;86;85;61;25;71.2;28.8;1
1069;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2009;89;87;62;25;71.4;28.6;2
1070;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2010;92;90;60;30;66.8;33.2;2
1071;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2011;98;94;63;31;66.8;33.2;3
1072;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2012;103;100;64;36;63.9;36.1;3
1073;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2013;97;93;59;34;63.1;36.9;4
1074;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: hoog;2008;35;35;31;4;87.7;12.3;1
1075;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: hoog;2009;37;36;30;6;84.4;15.6;1
1076;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: hoog;2010;38;38;31;6;83.1;16.9;1
1077;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: hoog;2011;43;42;34;7;82.3;17.7;1
1078;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: hoog;2012;46;45;36;8;81.4;18.6;1
1079;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: hoog;2013;50;48;39;9;80.8;19.2;2
1080;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2008;4;3;2;1;;;1
1081;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2009;5;4;3;2;;;1
1082;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2010;5;4;2;2;;;1
1083;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2011;4;3;2;1;;;1
1084;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2012;5;4;3;2;;;1
1085;Totaal mannen en vrouwen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2013;7;5;2;3;;;2
1086;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: werknemer;2008;157;153;106;47;69.1;30.9;3
1087;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: werknemer;2009;161;156;107;49;68.8;31.2;5
1088;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: werknemer;2010;161;156;103;54;65.8;34.2;5
1089;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: werknemer;2011;171;165;110;55;66.7;33.3;6
1090;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: werknemer;2012;182;176;114;62;64.9;35.1;6
1091;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: werknemer;2013;179;171;111;59;65.2;34.8;9
1092;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2008;95;93;74;20;78.8;21.2;2
1093;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2009;93;91;71;19;78.6;21.4;2
1094;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2010;90;88;67;21;75.7;24.3;2
1095;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2011;96;93;72;21;77.4;22.6;3
1096;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2012;95;92;72;20;78.1;21.9;2
1097;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2013;91;87;68;19;78.2;21.8;4
1098;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2008;62;60;32;28;53.9;46.1;2
1099;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2009;68;65;36;29;55.1;44.9;2
1100;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2010;71;68;36;32;52.9;47.1;3
1101;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2011;75;72;38;34;52.9;47.1;3
1102;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2012;87;84;42;42;50.3;49.7;4
1103;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2013;88;83;43;40;51.7;48.3;5
1104;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: zelfstandige;2008;5;5;2;3;;;0
1105;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: zelfstandige;2009;7;7;3;4;;;0
1106;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: zelfstandige;2010;7;7;3;4;;;0
1107;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: zelfstandige;2011;7;7;4;3;;;0
1108;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: zelfstandige;2012;7;7;4;3;;;0
1109;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: zelfstandige;2013;9;9;3;6;;;1
1110;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: positie onbekend;2008;0;0;0;0;;;0
1111;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: positie onbekend;2009;0;0;0;0;;;0
1112;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: positie onbekend;2010;0;0;0;0;;;0
1113;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: positie onbekend;2011;0;0;0;0;;;0
1114;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: positie onbekend;2012;0;0;0;0;;;0
1115;Totaal mannen en vrouwen;20 tot 35 uur per week;Werkkring: positie onbekend;2013;0;0;0;0;;;0
1116;Totaal mannen en vrouwen;Voltijd;Totaal;2008;621;607;509;98;83.9;16.1;14
1117;Totaal mannen en vrouwen;Voltijd;Totaal;2009;572;557;465;92;83.5;16.5;15
1118;Totaal mannen en vrouwen;Voltijd;Totaal;2010;530;515;426;89;82.8;17.2;15
1119;Totaal mannen en vrouwen;Voltijd;Totaal;2011;517;503;423;80;84.0;16.0;14
1120;Totaal mannen en vrouwen;Voltijd;Totaal;2012;502;485;404;81;83.2;16.8;17
1121;Totaal mannen en vrouwen;Voltijd;Totaal;2013;480;460;375;85;81.5;18.5;20
1122;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: Nederland;2008;510;501;424;78;84.5;15.5;9
1123;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: Nederland;2009;469;459;388;72;84.4;15.6;10
1124;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: Nederland;2010;440;430;358;71;83.4;16.6;10
1125;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: Nederland;2011;434;424;359;64;84.8;15.2;10
1126;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: Nederland;2012;421;410;343;66;83.8;16.2;11
1127;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: Nederland;2013;403;389;321;68;82.5;17.5;14
1128;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: met migratieacht...;2008;108;105;84;20;80.6;19.4;4
1129;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: met migratieacht...;2009;101;97;77;20;79.5;20.5;4
1130;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: met migratieacht...;2010;87;84;67;17;79.8;20.2;3
1131;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: met migratieacht...;2011;81;78;62;16;79.6;20.4;3
1132;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: met migratieacht...;2012;79;75;60;15;79.9;20.1;4
1133;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: met migratieacht...;2013;75;71;54;17;76.4;23.6;5
1134;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: westers;2008;41;39;32;7;82.1;17.9;2
1135;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: westers;2009;40;37;30;8;79.3;20.7;2
1136;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: westers;2010;37;36;29;7;80.4;19.6;1
1137;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: westers;2011;34;33;27;6;82.6;17.4;1
1138;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: westers;2012;35;33;26;6;80.5;19.5;2
1139;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: westers;2013;35;33;26;7;77.6;22.4;2
1140;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: niet-westers;2008;67;65;52;13;79.7;20.3;2
1141;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: niet-westers;2009;62;60;47;12;79.6;20.4;2
1142;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: niet-westers;2010;50;48;38;10;79.4;20.6;2
1143;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: niet-westers;2011;47;45;35;10;77.5;22.5;2
1144;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: niet-westers;2012;44;42;33;9;79.4;20.6;2
1145;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond: niet-westers;2013;40;38;28;9;75.3;24.7;3
1146;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond : onbekend;2008;2;1;1;0;;;1
1147;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond : onbekend;2009;2;1;1;0;;;1
1148;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond : onbekend;2010;2;1;1;0;;;1
1149;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond : onbekend;2011;2;1;1;0;;;1
1150;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond : onbekend;2012;2;0;0;0;;;1
1151;Totaal mannen en vrouwen;Voltijd;Migratieachtergrond : onbekend;2013;2;1;0;0;;;1
1152;Totaal mannen en vrouwen;Voltijd;Positie: alleenstaande;2008;97;94;83;11;88.1;11.9;3
1153;Totaal mannen en vrouwen;Voltijd;Positie: alleenstaande;2009;87;83;73;11;87.2;12.8;4
1154;Totaal mannen en vrouwen;Voltijd;Positie: alleenstaande;2010;81;79;67;12;85.3;14.7;2
1155;Totaal mannen en vrouwen;Voltijd;Positie: alleenstaande;2011;72;71;61;10;86.3;13.7;1
1156;Totaal mannen en vrouwen;Voltijd;Positie: alleenstaande;2012;76;74;64;10;86.4;13.6;2
1157;Totaal mannen en vrouwen;Voltijd;Positie: alleenstaande;2013;82;79;66;13;83.7;16.3;3
1158;Totaal mannen en vrouwen;Voltijd;Positie: ouder in éénoudergezin;2008;1;1;1;0;;;0
1159;Totaal mannen en vrouwen;Voltijd;Positie: ouder in éénoudergezin;2009;1;1;1;0;;;0
1160;Totaal mannen en vrouwen;Voltijd;Positie: ouder in éénoudergezin;2010;1;1;1;0;;;0
1161;Totaal mannen en vrouwen;Voltijd;Positie: ouder in éénoudergezin;2011;1;1;1;0;;;0
1162;Totaal mannen en vrouwen;Voltijd;Positie: ouder in éénoudergezin;2012;1;1;1;0;;;0
1163;Totaal mannen en vrouwen;Voltijd;Positie: ouder in éénoudergezin;2013;1;1;0;0;;;0
1164;Totaal mannen en vrouwen;Voltijd;Positie: partner;2008;193;188;178;10;94.7;5.3;5
1165;Totaal mannen en vrouwen;Voltijd;Positie: partner;2009;178;174;163;11;93.5;6.5;4
1166;Totaal mannen en vrouwen;Voltijd;Positie: partner;2010;177;173;163;10;93.9;6.1;4
1167;Totaal mannen en vrouwen;Voltijd;Positie: partner;2011;171;168;158;10;94.0;6.0;3
1168;Totaal mannen en vrouwen;Voltijd;Positie: partner;2012;164;160;151;9;94.2;5.8;4
1169;Totaal mannen en vrouwen;Voltijd;Positie: partner;2013;160;154;143;11;93.0;7.0;6
1170;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar met kind;2008;26;25;23;2;93.5;6.5;1
1171;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar met kind;2009;25;24;21;3;87.2;12.8;0
1172;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar met kind;2010;24;23;21;2;91.1;8.9;1
1173;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar met kind;2011;22;22;20;2;92.3;7.7;0
1174;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar met kind;2012;22;22;20;2;92.9;7.1;0
1175;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar met kind;2013;18;17;16;2;91.2;8.8;0
1176;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar zonder kind;2008;167;163;155;8;94.9;5.1;4
1177;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar zonder kind;2009;154;150;142;8;94.5;5.5;4
1178;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar zonder kind;2010;153;150;142;8;94.4;5.6;3
1179;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar zonder kind;2011;148;146;137;8;94.2;5.8;3
1180;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar zonder kind;2012;142;138;130;8;94.4;5.6;4
1181;Totaal mannen en vrouwen;Voltijd;Positie: partner in paar zonder kind;2013;142;137;127;9;93.2;6.8;5
1182;Totaal mannen en vrouwen;Voltijd;Positie: kind >=18 jaar;2008;295;291;229;62;78.7;21.3;3
1183;Totaal mannen en vrouwen;Voltijd;Positie: kind >=18 jaar;2009;268;265;209;56;79.0;21.0;4
1184;Totaal mannen en vrouwen;Voltijd;Positie: kind >=18 jaar;2010;238;233;178;55;76.5;23.5;5
1185;Totaal mannen en vrouwen;Voltijd;Positie: kind >=18 jaar;2011;243;235;184;51;78.2;21.8;8
1186;Totaal mannen en vrouwen;Voltijd;Positie: kind >=18 jaar;2012;229;222;169;53;76.1;23.9;7
1187;Totaal mannen en vrouwen;Voltijd;Positie: kind >=18 jaar;2013;205;198;149;49;75.1;24.9;7
1188;Totaal mannen en vrouwen;Voltijd;Positie: kind <18 jaar;2008;13;13;1;11;;;0
1189;Totaal mannen en vrouwen;Voltijd;Positie: kind <18 jaar;2009;12;11;2;10;;;0
1190;Totaal mannen en vrouwen;Voltijd;Positie: kind <18 jaar;2010;8;8;1;7;;;0
1191;Totaal mannen en vrouwen;Voltijd;Positie: kind <18 jaar;2011;7;7;1;6;;;0
1192;Totaal mannen en vrouwen;Voltijd;Positie: kind <18 jaar;2012;7;7;0;6;;;0
1193;Totaal mannen en vrouwen;Voltijd;Positie: kind <18 jaar;2013;6;6;0;6;;;0
1194;Totaal mannen en vrouwen;Voltijd;Positie.: ouder;2008;27;26;24;2;92.5;7.5;1
1195;Totaal mannen en vrouwen;Voltijd;Positie.: ouder;2009;26;26;22;3;86.9;13.1;0
1196;Totaal mannen en vrouwen;Voltijd;Positie.: ouder;2010;24;24;22;2;90.8;9.2;1
1197;Totaal mannen en vrouwen;Voltijd;Positie.: ouder;2011;23;23;21;2;92.0;8.0;0
1198;Totaal mannen en vrouwen;Voltijd;Positie.: ouder;2012;23;23;21;2;93.0;7.0;0
1199;Totaal mannen en vrouwen;Voltijd;Positie.: ouder;2013;19;18;16;2;89.8;10.2;0
1200;Totaal mannen en vrouwen;Voltijd;Positie: kind;2008;307;304;231;73;75.9;24.1;4
1201;Totaal mannen en vrouwen;Voltijd;Positie: kind;2009;280;276;211;65;76.4;23.6;4
1202;Totaal mannen en vrouwen;Voltijd;Positie: kind;2010;246;241;179;62;74.4;25.6;5
1203;Totaal mannen en vrouwen;Voltijd;Positie: kind;2011;250;242;185;57;76.3;23.7;8
1204;Totaal mannen en vrouwen;Voltijd;Positie: kind;2012;236;229;169;59;74.0;26.0;7
1205;Totaal mannen en vrouwen;Voltijd;Positie: kind;2013;211;204;149;55;72.9;27.1;7
1206;Totaal mannen en vrouwen;Voltijd;Positie: overig lid;2008;22;19;16;3;83.5;16.5;3
1207;Totaal mannen en vrouwen;Voltijd;Positie: overig lid;2009;25;22;18;4;80.6;19.4;3
1208;Totaal mannen en vrouwen;Voltijd;Positie: overig lid;2010;25;21;16;5;78.4;21.6;4
1209;Totaal mannen en vrouwen;Voltijd;Positie: overig lid;2011;24;21;18;3;85.7;14.3;2
