ID;Geslacht;EconomischeActiviteit;Perioden;Oorspronkelijk_1;Seizoengecorrigeerd_2
381;Totaal mannen en vrouwen;10;2004 1e kwartaal;461.0;465.0
382;Totaal mannen en vrouwen;10;2004 2e kwartaal;465.0;465.0
383;Totaal mannen en vrouwen;10;2004 3e kwartaal;466.0;463.0
384;Totaal mannen en vrouwen;10;2004 4e kwartaal;462.0;462.0
385;Totaal mannen en vrouwen;10;2005 1e kwartaal;457.0;460.0
386;Totaal mannen en vrouwen;10;2005 2e kwartaal;459.0;458.0
387;Totaal mannen en vrouwen;10;2005 3e kwartaal;459.0;457.0
388;Totaal mannen en vrouwen;10;2005 4e kwartaal;454.0;455.0
389;Totaal mannen en vrouwen;10;2006 1e kwartaal;451.0;453.0
390;Totaal mannen en vrouwen;10;2006 2e kwartaal;454.0;453.0
391;Totaal mannen en vrouwen;10;2006 3e kwartaal;455.0;453.0
392;Totaal mannen en vrouwen;10;2006 4e kwartaal;455.0;456.0
393;Totaal mannen en vrouwen;10;2007 1e kwartaal;457.0;459.0
394;Totaal mannen en vrouwen;10;2007 2e kwartaal;463.0;462.0
395;Totaal mannen en vrouwen;10;2007 3e kwartaal;464.0;463.0
396;Totaal mannen en vrouwen;10;2007 4e kwartaal;463.0;464.0
397;Totaal mannen en vrouwen;10;2008 1e kwartaal;465.0;466.0
398;Totaal mannen en vrouwen;10;2008 2e kwartaal;469.0;468.0
399;Totaal mannen en vrouwen;10;2008 3e kwartaal;469.0;468.0
400;Totaal mannen en vrouwen;10;2008 4e kwartaal;468.0;468.0
401;Totaal mannen en vrouwen;10;2009 1e kwartaal;461.0;463.0
402;Totaal mannen en vrouwen;10;2009 2e kwartaal;458.0;457.0
403;Totaal mannen en vrouwen;10;2009 3e kwartaal;454.0;452.0
404;Totaal mannen en vrouwen;10;2009 4e kwartaal;449.0;449.0
405;Totaal mannen en vrouwen;10;2010 1e kwartaal;442.0;444.0
406;Totaal mannen en vrouwen;10;2010 2e kwartaal;446.0;445.0
407;Totaal mannen en vrouwen;10;2010 3e kwartaal;446.0;444.0
408;Totaal mannen en vrouwen;10;2010 4e kwartaal;445.0;444.0
409;Totaal mannen en vrouwen;10;2011 1e kwartaal;;
410;Totaal mannen en vrouwen;11;2001 1e kwartaal;291.0;292.0
411;Totaal mannen en vrouwen;11;2001 2e kwartaal;294.0;293.0
412;Totaal mannen en vrouwen;11;2001 3e kwartaal;293.0;292.0
413;Totaal mannen en vrouwen;11;2001 4e kwartaal;289.0;289.0
414;Totaal mannen en vrouwen;11;2002 1e kwartaal;288.0;289.0
415;Totaal mannen en vrouwen;11;2002 2e kwartaal;288.0;287.0
416;Totaal mannen en vrouwen;11;2002 3e kwartaal;285.0;284.0
417;Totaal mannen en vrouwen;11;2002 4e kwartaal;283.0;283.0
418;Totaal mannen en vrouwen;11;2003 1e kwartaal;281.0;282.0
419;Totaal mannen en vrouwen;11;2003 2e kwartaal;282.0;281.0
420;Totaal mannen en vrouwen;11;2003 3e kwartaal;280.0;280.0
421;Totaal mannen en vrouwen;11;2003 4e kwartaal;279.0;279.0
422;Totaal mannen en vrouwen;11;2004 1e kwartaal;274.0;275.0
423;Totaal mannen en vrouwen;11;2004 2e kwartaal;275.0;274.0
424;Totaal mannen en vrouwen;11;2004 3e kwartaal;273.0;273.0
425;Totaal mannen en vrouwen;11;2004 4e kwartaal;274.0;273.0
426;Totaal mannen en vrouwen;11;2005 1e kwartaal;275.0;276.0
427;Totaal mannen en vrouwen;11;2005 2e kwartaal;275.0;274.0
428;Totaal mannen en vrouwen;11;2005 3e kwartaal;276.0;276.0
429;Totaal mannen en vrouwen;11;2005 4e kwartaal;276.0;276.0
430;Totaal mannen en vrouwen;11;2006 1e kwartaal;285.0;286.0
431;Totaal mannen en vrouwen;11;2006 2e kwartaal;285.0;284.0
432;Totaal mannen en vrouwen;11;2006 3e kwartaal;284.0;284.0
433;Totaal mannen en vrouwen;11;2006 4e kwartaal;285.0;285.0
434;Totaal mannen en vrouwen;11;2007 1e kwartaal;284.0;286.0
435;Totaal mannen en vrouwen;11;2007 2e kwartaal;288.0;286.0
436;Totaal mannen en vrouwen;11;2007 3e kwartaal;286.0;286.0
437;Totaal mannen en vrouwen;11;2007 4e kwartaal;286.0;286.0
438;Totaal mannen en vrouwen;11;2008 1e kwartaal;283.0;286.0
439;Totaal mannen en vrouwen;11;2008 2e kwartaal;288.0;285.0
440;Totaal mannen en vrouwen;11;2008 3e kwartaal;284.0;284.0
441;Totaal mannen en vrouwen;11;2008 4e kwartaal;283.0;282.0
442;Totaal mannen en vrouwen;11;2009 1e kwartaal;278.0;281.0
443;Totaal mannen en vrouwen;11;2009 2e kwartaal;282.0;280.0
444;Totaal mannen en vrouwen;11;2009 3e kwartaal;278.0;278.0
445;Totaal mannen en vrouwen;11;2009 4e kwartaal;276.0;274.0
446;Totaal mannen en vrouwen;11;2010 1e kwartaal;262.0;266.0
447;Totaal mannen en vrouwen;11;2010 2e kwartaal;266.0;264.0
448;Totaal mannen en vrouwen;11;2010 3e kwartaal;262.0;262.0
449;Totaal mannen en vrouwen;11;2010 4e kwartaal;263.0;261.0
450;Totaal mannen en vrouwen;11;2011 1e kwartaal;;
451;Totaal mannen en vrouwen;12;2001 1e kwartaal;1336.0;1373.0
452;Totaal mannen en vrouwen;12;2001 2e kwartaal;1390.0;1377.0
453;Totaal mannen en vrouwen;12;2001 3e kwartaal;1407.0;1373.0
454;Totaal mannen en vrouwen;12;2001 4e kwartaal;1354.0;1364.0
455;Totaal mannen en vrouwen;12;2002 1e kwartaal;1321.0;1357.0
456;Totaal mannen en vrouwen;12;2002 2e kwartaal;1362.0;1350.0
457;Totaal mannen en vrouwen;12;2002 3e kwartaal;1375.0;1343.0
458;Totaal mannen en vrouwen;12;2002 4e kwartaal;1320.0;1330.0
459;Totaal mannen en vrouwen;12;2003 1e kwartaal;1284.0;1318.0
460;Totaal mannen en vrouwen;12;2003 2e kwartaal;1316.0;1305.0
461;Totaal mannen en vrouwen;12;2003 3e kwartaal;1322.0;1292.0
462;Totaal mannen en vrouwen;12;2003 4e kwartaal;1280.0;1289.0
463;Totaal mannen en vrouwen;12;2004 1e kwartaal;1241.0;1271.0
464;Totaal mannen en vrouwen;12;2004 2e kwartaal;1293.0;1284.0
465;Totaal mannen en vrouwen;12;2004 3e kwartaal;1327.0;1298.0
466;Totaal mannen en vrouwen;12;2004 4e kwartaal;1297.0;1305.0
467;Totaal mannen en vrouwen;12;2005 1e kwartaal;1303.0;1332.0
468;Totaal mannen en vrouwen;12;2005 2e kwartaal;1351.0;1343.0
469;Totaal mannen en vrouwen;12;2005 3e kwartaal;1379.0;1352.0
470;Totaal mannen en vrouwen;12;2005 4e kwartaal;1350.0;1354.0
471;Totaal mannen en vrouwen;12;2006 1e kwartaal;1366.0;1396.0
472;Totaal mannen en vrouwen;12;2006 2e kwartaal;1424.0;1418.0
473;Totaal mannen en vrouwen;12;2006 3e kwartaal;1474.0;1448.0
474;Totaal mannen en vrouwen;12;2006 4e kwartaal;1479.0;1478.0
475;Totaal mannen en vrouwen;12;2007 1e kwartaal;1461.0;1496.0
476;Totaal mannen en vrouwen;12;2007 2e kwartaal;1525.0;1522.0
477;Totaal mannen en vrouwen;12;2007 3e kwartaal;1569.0;1543.0
478;Totaal mannen en vrouwen;12;2007 4e kwartaal;1565.0;1557.0
479;Totaal mannen en vrouwen;12;2008 1e kwartaal;1530.0;1568.0
480;Totaal mannen en vrouwen;12;2008 2e kwartaal;1579.0;1578.0
481;Totaal mannen en vrouwen;12;2008 3e kwartaal;1605.0;1579.0
482;Totaal mannen en vrouwen;12;2008 4e kwartaal;1583.0;1571.0
483;Totaal mannen en vrouwen;12;2009 1e kwartaal;1502.0;1542.0
484;Totaal mannen en vrouwen;12;2009 2e kwartaal;1501.0;1500.0
485;Totaal mannen en vrouwen;12;2009 3e kwartaal;1500.0;1476.0
486;Totaal mannen en vrouwen;12;2009 4e kwartaal;1481.0;1467.0
487;Totaal mannen en vrouwen;12;2010 1e kwartaal;1398.0;1436.0
488;Totaal mannen en vrouwen;12;2010 2e kwartaal;1450.0;1450.0
489;Totaal mannen en vrouwen;12;2010 3e kwartaal;1480.0;1456.0
490;Totaal mannen en vrouwen;12;2010 4e kwartaal;1474.0;1460.0
491;Totaal mannen en vrouwen;12;2011 1e kwartaal;;
492;Totaal mannen en vrouwen;13;2001 1e kwartaal;521.0;519.0
493;Totaal mannen en vrouwen;13;2001 2e kwartaal;524.0;522.0
494;Totaal mannen en vrouwen;13;2001 3e kwartaal;524.0;526.0
495;Totaal mannen en vrouwen;13;2001 4e kwartaal;529.0;531.0
496;Totaal mannen en vrouwen;13;2002 1e kwartaal;536.0;535.0
497;Totaal mannen en vrouwen;13;2002 2e kwartaal;541.0;539.0
498;Totaal mannen en vrouwen;13;2002 3e kwartaal;541.0;542.0
499;Totaal mannen en vrouwen;13;2002 4e kwartaal;545.0;546.0
500;Totaal mannen en vrouwen;13;2003 1e kwartaal;554.0;554.0
501;Totaal mannen en vrouwen;13;2003 2e kwartaal;554.0;552.0
502;Totaal mannen en vrouwen;13;2003 3e kwartaal;548.0;549.0
503;Totaal mannen en vrouwen;13;2003 4e kwartaal;545.0;545.0
504;Totaal mannen en vrouwen;13;2004 1e kwartaal;541.0;541.0
505;Totaal mannen en vrouwen;13;2004 2e kwartaal;539.0;537.0
506;Totaal mannen en vrouwen;13;2004 3e kwartaal;535.0;535.0
507;Totaal mannen en vrouwen;13;2004 4e kwartaal;530.0;530.0
508;Totaal mannen en vrouwen;13;2005 1e kwartaal;523.0;524.0
509;Totaal mannen en vrouwen;13;2005 2e kwartaal;526.0;524.0
510;Totaal mannen en vrouwen;13;2005 3e kwartaal;524.0;525.0
511;Totaal mannen en vrouwen;13;2005 4e kwartaal;526.0;526.0
512;Totaal mannen en vrouwen;13;2006 1e kwartaal;518.0;519.0
513;Totaal mannen en vrouwen;13;2006 2e kwartaal;518.0;517.0
514;Totaal mannen en vrouwen;13;2006 3e kwartaal;513.0;514.0
515;Totaal mannen en vrouwen;13;2006 4e kwartaal;516.0;516.0
516;Totaal mannen en vrouwen;13;2007 1e kwartaal;517.0;517.0
517;Totaal mannen en vrouwen;13;2007 2e kwartaal;518.0;516.0
518;Totaal mannen en vrouwen;13;2007 3e kwartaal;515.0;517.0
519;Totaal mannen en vrouwen;13;2007 4e kwartaal;513.0;515.0
520;Totaal mannen en vrouwen;13;2008 1e kwartaal;516.0;515.0
521;Totaal mannen en vrouwen;13;2008 2e kwartaal;517.0;514.0
522;Totaal mannen en vrouwen;13;2008 3e kwartaal;511.0;514.0
523;Totaal mannen en vrouwen;13;2008 4e kwartaal;513.0;515.0
524;Totaal mannen en vrouwen;13;2009 1e kwartaal;523.0;521.0
525;Totaal mannen en vrouwen;13;2009 2e kwartaal;528.0;525.0
526;Totaal mannen en vrouwen;13;2009 3e kwartaal;525.0;529.0
527;Totaal mannen en vrouwen;13;2009 4e kwartaal;532.0;534.0
528;Totaal mannen en vrouwen;13;2010 1e kwartaal;541.0;538.0
529;Totaal mannen en vrouwen;13;2010 2e kwartaal;542.0;539.0
530;Totaal mannen en vrouwen;13;2010 3e kwartaal;533.0;537.0
531;Totaal mannen en vrouwen;13;2010 4e kwartaal;534.0;536.0
532;Totaal mannen en vrouwen;13;2011 1e kwartaal;;
533;Totaal mannen en vrouwen;14;2001 1e kwartaal;408.0;408.0
534;Totaal mannen en vrouwen;14;2001 2e kwartaal;414.0;412.0
535;Totaal mannen en vrouwen;14;2001 3e kwartaal;414.0;416.0
536;Totaal mannen en vrouwen;14;2001 4e kwartaal;421.0;420.0
537;Totaal mannen en vrouwen;14;2002 1e kwartaal;422.0;422.0
538;Totaal mannen en vrouwen;14;2002 2e kwartaal;428.0;426.0
539;Totaal mannen en vrouwen;14;2002 3e kwartaal;429.0;432.0
540;Totaal mannen en vrouwen;14;2002 4e kwartaal;438.0;438.0
541;Totaal mannen en vrouwen;14;2003 1e kwartaal;445.0;445.0
542;Totaal mannen en vrouwen;14;2003 2e kwartaal;448.0;446.0
543;Totaal mannen en vrouwen;14;2003 3e kwartaal;441.0;443.0
544;Totaal mannen en vrouwen;14;2003 4e kwartaal;440.0;440.0
545;Totaal mannen en vrouwen;14;2004 1e kwartaal;439.0;439.0
546;Totaal mannen en vrouwen;14;2004 2e kwartaal;443.0;441.0
547;Totaal mannen en vrouwen;14;2004 3e kwartaal;441.0;443.0
548;Totaal mannen en vrouwen;14;2004 4e kwartaal;442.0;442.0
549;Totaal mannen en vrouwen;14;2005 1e kwartaal;437.0;437.0
550;Totaal mannen en vrouwen;14;2005 2e kwartaal;443.0;440.0
551;Totaal mannen en vrouwen;14;2005 3e kwartaal;440.0;443.0
552;Totaal mannen en vrouwen;14;2005 4e kwartaal;442.0;442.0
553;Totaal mannen en vrouwen;14;2006 1e kwartaal;441.0;440.0
554;Totaal mannen en vrouwen;14;2006 2e kwartaal;443.0;440.0
555;Totaal mannen en vrouwen;14;2006 3e kwartaal;433.0;439.0
556;Totaal mannen en vrouwen;14;2006 4e kwartaal;450.0;449.0
557;Totaal mannen en vrouwen;14;2007 1e kwartaal;452.0;450.0
558;Totaal mannen en vrouwen;14;2007 2e kwartaal;454.0;451.0
559;Totaal mannen en vrouwen;14;2007 3e kwartaal;444.0;452.0
560;Totaal mannen en vrouwen;14;2007 4e kwartaal;458.0;457.0
561;Totaal mannen en vrouwen;14;2008 1e kwartaal;465.0;461.0
562;Totaal mannen en vrouwen;14;2008 2e kwartaal;466.0;462.0
563;Totaal mannen en vrouwen;14;2008 3e kwartaal;453.0;463.0
564;Totaal mannen en vrouwen;14;2008 4e kwartaal;467.0;465.0
565;Totaal mannen en vrouwen;14;2009 1e kwartaal;472.0;468.0
566;Totaal mannen en vrouwen;14;2009 2e kwartaal;473.0;469.0
567;Totaal mannen en vrouwen;14;2009 3e kwartaal;462.0;472.0
568;Totaal mannen en vrouwen;14;2009 4e kwartaal;471.0;470.0
569;Totaal mannen en vrouwen;14;2010 1e kwartaal;481.0;477.0
570;Totaal mannen en vrouwen;14;2010 2e kwartaal;479.0;475.0
571;Totaal mannen en vrouwen;14;2010 3e kwartaal;465.0;474.0
572;Totaal mannen en vrouwen;14;2010 4e kwartaal;474.0;473.0
573;Totaal mannen en vrouwen;14;2011 1e kwartaal;;
574;Totaal mannen en vrouwen;15;2001 1e kwartaal;967.0;973.0
575;Totaal mannen en vrouwen;15;2001 2e kwartaal;989.0;991.0
576;Totaal mannen en vrouwen;15;2001 3e kwartaal;1018.0;1008.0
577;Totaal mannen en vrouwen;15;2001 4e kwartaal;1024.0;1025.0
578;Totaal mannen en vrouwen;15;2002 1e kwartaal;1036.0;1043.0
579;Totaal mannen en vrouwen;15;2002 2e kwartaal;1056.0;1057.0
580;Totaal mannen en vrouwen;15;2002 3e kwartaal;1082.0;1072.0
581;Totaal mannen en vrouwen;15;2002 4e kwartaal;1085.0;1086.0
582;Totaal mannen en vrouwen;15;2003 1e kwartaal;1090.0;1097.0
583;Totaal mannen en vrouwen;15;2003 2e kwartaal;1113.0;1114.0
584;Totaal mannen en vrouwen;15;2003 3e kwartaal;1136.0;1127.0
585;Totaal mannen en vrouwen;15;2003 4e kwartaal;1137.0;1137.0
586;Totaal mannen en vrouwen;15;2004 1e kwartaal;1124.0;1131.0
587;Totaal mannen en vrouwen;15;2004 2e kwartaal;1134.0;1135.0
588;Totaal mannen en vrouwen;15;2004 3e kwartaal;1146.0;1139.0
589;Totaal mannen en vrouwen;15;2004 4e kwartaal;1145.0;1145.0
590;Totaal mannen en vrouwen;15;2005 1e kwartaal;1146.0;1151.0
591;Totaal mannen en vrouwen;15;2005 2e kwartaal;1156.0;1157.0
592;Totaal mannen en vrouwen;15;2005 3e kwartaal;1167.0;1162.0
593;Totaal mannen en vrouwen;15;2005 4e kwartaal;1168.0;1168.0
594;Totaal mannen en vrouwen;15;2006 1e kwartaal;1167.0;1171.0
595;Totaal mannen en vrouwen;15;2006 2e kwartaal;1175.0;1175.0
596;Totaal mannen en vrouwen;15;2006 3e kwartaal;1185.0;1182.0
597;Totaal mannen en vrouwen;15;2006 4e kwartaal;1194.0;1195.0
598;Totaal mannen en vrouwen;15;2007 1e kwartaal;1190.0;1192.0
599;Totaal mannen en vrouwen;15;2007 2e kwartaal;1202.0;1202.0
600;Totaal mannen en vrouwen;15;2007 3e kwartaal;1211.0;1210.0
601;Totaal mannen en vrouwen;15;2007 4e kwartaal;1210.0;1212.0
602;Totaal mannen en vrouwen;15;2008 1e kwartaal;1215.0;1215.0
603;Totaal mannen en vrouwen;15;2008 2e kwartaal;1221.0;1219.0
604;Totaal mannen en vrouwen;15;2008 3e kwartaal;1224.0;1225.0
605;Totaal mannen en vrouwen;15;2008 4e kwartaal;1231.0;1233.0
606;Totaal mannen en vrouwen;15;2009 1e kwartaal;1248.0;1247.0
607;Totaal mannen en vrouwen;15;2009 2e kwartaal;1260.0;1257.0
608;Totaal mannen en vrouwen;15;2009 3e kwartaal;1262.0;1265.0
609;Totaal mannen en vrouwen;15;2009 4e kwartaal;1278.0;1279.0
610;Totaal mannen en vrouwen;15;2010 1e kwartaal;1296.0;1294.0
611;Totaal mannen en vrouwen;15;2010 2e kwartaal;1309.0;1306.0
612;Totaal mannen en vrouwen;15;2010 3e kwartaal;1309.0;1314.0
613;Totaal mannen en vrouwen;15;2010 4e kwartaal;1325.0;1325.0
614;Totaal mannen en vrouwen;15;2011 1e kwartaal;;
615;Totaal mannen en vrouwen;16;2001 1e kwartaal;312.0;316.0
616;Totaal mannen en vrouwen;16;2001 2e kwartaal;323.0;320.0
617;Totaal mannen en vrouwen;16;2001 3e kwartaal;325.0;324.0
618;Totaal mannen en vrouwen;16;2001 4e kwartaal;327.0;326.0
619;Totaal mannen en vrouwen;16;2002 1e kwartaal;324.0;328.0
620;Totaal mannen en vrouwen;16;2002 2e kwartaal;332.0;329.0
621;Totaal mannen en vrouwen;16;2002 3e kwartaal;331.0;330.0
622;Totaal mannen en vrouwen;16;2002 4e kwartaal;333.0;333.0
623;Totaal mannen en vrouwen;16;2003 1e kwartaal;328.0;331.0
624;Totaal mannen en vrouwen;16;2003 2e kwartaal;334.0;331.0
625;Totaal mannen en vrouwen;16;2003 3e kwartaal;332.0;331.0
626;Totaal mannen en vrouwen;16;2003 4e kwartaal;330.0;330.0
627;Totaal mannen en vrouwen;16;2004 1e kwartaal;327.0;330.0
628;Totaal mannen en vrouwen;16;2004 2e kwartaal;333.0;330.0
629;Totaal mannen en vrouwen;16;2004 3e kwartaal;330.0;330.0
630;Totaal mannen en vrouwen;16;2004 4e kwartaal;327.0;328.0
631;Totaal mannen en vrouwen;16;2005 1e kwartaal;333.0;336.0
632;Totaal mannen en vrouwen;16;2005 2e kwartaal;336.0;333.0
633;Totaal mannen en vrouwen;16;2005 3e kwartaal;332.0;333.0
634;Totaal mannen en vrouwen;16;2005 4e kwartaal;327.0;328.0
635;Totaal mannen en vrouwen;16;2006 1e kwartaal;329.0;331.0
636;Totaal mannen en vrouwen;16;2006 2e kwartaal;334.0;331.0
637;Totaal mannen en vrouwen;16;2006 3e kwartaal;330.0;331.0
638;Totaal mannen en vrouwen;16;2006 4e kwartaal;334.0;333.0
639;Totaal mannen en vrouwen;16;2007 1e kwartaal;334.0;336.0
640;Totaal mannen en vrouwen;16;2007 2e kwartaal;342.0;339.0
641;Totaal mannen en vrouwen;16;2007 3e kwartaal;341.0;344.0
642;Totaal mannen en vrouwen;16;2007 4e kwartaal;348.0;346.0
643;Totaal mannen en vrouwen;16;2008 1e kwartaal;345.0;347.0
644;Totaal mannen en vrouwen;16;2008 2e kwartaal;353.0;349.0
645;Totaal mannen en vrouwen;16;2008 3e kwartaal;348.0;352.0
646;Totaal mannen en vrouwen;16;2008 4e kwartaal;356.0;354.0
647;Totaal mannen en vrouwen;16;2009 1e kwartaal;350.0;353.0
648;Totaal mannen en vrouwen;16;2009 2e kwartaal;357.0;353.0
649;Totaal mannen en vrouwen;16;2009 3e kwartaal;349.0;353.0
650;Totaal mannen en vrouwen;16;2009 4e kwartaal;358.0;355.0
651;Totaal mannen en vrouwen;16;2010 1e kwartaal;353.0;355.0
652;Totaal mannen en vrouwen;16;2010 2e kwartaal;360.0;355.0
653;Totaal mannen en vrouwen;16;2010 3e kwartaal;348.0;353.0
654;Totaal mannen en vrouwen;16;2010 4e kwartaal;356.0;353.0
655;Totaal mannen en vrouwen;16;2011 1e kwartaal;;
656;Mannen;1;2001 1e kwartaal;4220.0;
657;Mannen;1;2001 2e kwartaal;4301.0;
658;Mannen;1;2001 3e kwartaal;4331.0;
659;Mannen;1;2001 4e kwartaal;4280.0;
660;Mannen;1;2002 1e kwartaal;4223.0;
661;Mannen;1;2002 2e kwartaal;4287.0;
662;Mannen;1;2002 3e kwartaal;4301.0;
663;Mannen;1;2002 4e kwartaal;4243.0;
664;Mannen;1;2003 1e kwartaal;4185.0;
665;Mannen;1;2003 2e kwartaal;4238.0;
666;Mannen;1;2003 3e kwartaal;4239.0;
667;Mannen;1;2003 4e kwartaal;4172.0;
668;Mannen;1;2004 1e kwartaal;4093.0;
669;Mannen;1;2004 2e kwartaal;4151.0;
670;Mannen;1;2004 3e kwartaal;4171.0;
671;Mannen;1;2004 4e kwartaal;4113.0;
672;Mannen;1;2005 1e kwartaal;4077.0;
673;Mannen;1;2005 2e kwartaal;4134.0;
674;Mannen;1;2005 3e kwartaal;4151.0;
675;Mannen;1;2005 4e kwartaal;4102.0;
676;Mannen;1;2006 1e kwartaal;4132.0;
677;Mannen;1;2006 2e kwartaal;4199.0;
678;Mannen;1;2006 3e kwartaal;4235.0;
679;Mannen;1;2006 4e kwartaal;4238.0;
680;Mannen;1;2007 1e kwartaal;4223.0;
681;Mannen;1;2007 2e kwartaal;4310.0;
682;Mannen;1;2007 3e kwartaal;4350.0;
683;Mannen;1;2007 4e kwartaal;4334.0;
684;Mannen;1;2008 1e kwartaal;4303.0;
685;Mannen;1;2008 2e kwartaal;4378.0;
686;Mannen;1;2008 3e kwartaal;4397.0;
687;Mannen;1;2008 4e kwartaal;4373.0;
688;Mannen;1;2009 1e kwartaal;4276.0;
689;Mannen;1;2009 2e kwartaal;4297.0;
690;Mannen;1;2009 3e kwartaal;4272.0;
691;Mannen;1;2009 4e kwartaal;4247.0;
692;Mannen;1;2010 1e kwartaal;4147.0;
693;Mannen;1;2010 2e kwartaal;4225.0;
694;Mannen;1;2010 3e kwartaal;4232.0;
695;Mannen;1;2010 4e kwartaal;4238.0;
696;Mannen;1;2011 1e kwartaal;;
697;Mannen;2;2001 1e kwartaal;85.0;
698;Mannen;2;2001 2e kwartaal;93.0;
699;Mannen;2;2001 3e kwartaal;102.0;
700;Mannen;2;2001 4e kwartaal;90.0;
701;Mannen;2;2002 1e kwartaal;86.0;
702;Mannen;2;2002 2e kwartaal;95.0;
703;Mannen;2;2002 3e kwartaal;103.0;
704;Mannen;2;2002 4e kwartaal;90.0;
705;Mannen;2;2003 1e kwartaal;83.0;
706;Mannen;2;2003 2e kwartaal;93.0;
707;Mannen;2;2003 3e kwartaal;100.0;
708;Mannen;2;2003 4e kwartaal;88.0;
709;Mannen;2;2004 1e kwartaal;84.0;
710;Mannen;2;2004 2e kwartaal;92.0;
711;Mannen;2;2004 3e kwartaal;101.0;
712;Mannen;2;2004 4e kwartaal;90.0;
713;Mannen;2;2005 1e kwartaal;81.0;
714;Mannen;2;2005 2e kwartaal;89.0;
715;Mannen;2;2005 3e kwartaal;98.0;
716;Mannen;2;2005 4e kwartaal;88.0;
717;Mannen;2;2006 1e kwartaal;82.0;
718;Mannen;2;2006 2e kwartaal;89.0;
719;Mannen;2;2006 3e kwartaal;100.0;
720;Mannen;2;2006 4e kwartaal;90.0;
721;Mannen;2;2007 1e kwartaal;83.0;
722;Mannen;2;2007 2e kwartaal;93.0;
723;Mannen;2;2007 3e kwartaal;102.0;
724;Mannen;2;2007 4e kwartaal;88.0;
725;Mannen;2;2008 1e kwartaal;82.0;
726;Mannen;2;2008 2e kwartaal;89.0;
727;Mannen;2;2008 3e kwartaal;97.0;
728;Mannen;2;2008 4e kwartaal;89.0;
729;Mannen;2;2009 1e kwartaal;79.0;
730;Mannen;2;2009 2e kwartaal;88.0;
731;Mannen;2;2009 3e kwartaal;95.0;
732;Mannen;2;2009 4e kwartaal;89.0;
733;Mannen;2;2010 1e kwartaal;78.0;
734;Mannen;2;2010 2e kwartaal;87.0;
735;Mannen;2;2010 3e kwartaal;95.0;
736;Mannen;2;2010 4e kwartaal;90.0;
737;Mannen;2;2011 1e kwartaal;;
738;Mannen;3;2001 1e kwartaal;818.0;
739;Mannen;3;2001 2e kwartaal;820.0;
740;Mannen;3;2001 3e kwartaal;816.0;
741;Mannen;3;2001 4e kwartaal;812.0;
742;Mannen;3;2002 1e kwartaal;805.0;
743;Mannen;3;2002 2e kwartaal;804.0;
744;Mannen;3;2002 3e kwartaal;797.0;
745;Mannen;3;2002 4e kwartaal;793.0;
746;Mannen;3;2003 1e kwartaal;780.0;
747;Mannen;3;2003 2e kwartaal;777.0;
748;Mannen;3;2003 3e kwartaal;770.0;
749;Mannen;3;2003 4e kwartaal;765.0;
750;Mannen;3;2004 1e kwartaal;752.0;
751;Mannen;3;2004 2e kwartaal;752.0;
752;Mannen;3;2004 3e kwartaal;746.0;
753;Mannen;3;2004 4e kwartaal;743.0;
754;Mannen;3;2005 1e kwartaal;736.0;
755;Mannen;3;2005 2e kwartaal;736.0;
756;Mannen;3;2005 3e kwartaal;730.0;
757;Mannen;3;2005 4e kwartaal;727.0;
758;Mannen;3;2006 1e kwartaal;726.0;
759;Mannen;3;2006 2e kwartaal;726.0;
760;Mannen;3;2006 3e kwartaal;722.0;
761;Mannen;3;2006 4e kwartaal;723.0;
762;Mannen;3;2007 1e kwartaal;725.0;
763;Mannen;3;2007 2e kwartaal;727.0;
764;Mannen;3;2007 3e kwartaal;728.0;
765;Mannen;3;2007 4e kwartaal;729.0;
766;Mannen;3;2008 1e kwartaal;731.0;
767;Mannen;3;2008 2e kwartaal;732.0;
768;Mannen;3;2008 3e kwartaal;734.0;
769;Mannen;3;2008 4e kwartaal;734.0;
770;Mannen;3;2009 1e kwartaal;724.0;
771;Mannen;3;2009 2e kwartaal;714.0;
772;Mannen;3;2009 3e kwartaal;703.0;
773;Mannen;3;2009 4e kwartaal;696.0;
774;Mannen;3;2010 1e kwartaal;688.0;
775;Mannen;3;2010 2e kwartaal;687.0;
776;Mannen;3;2010 3e kwartaal;685.0;
777;Mannen;3;2010 4e kwartaal;687.0;
778;Mannen;3;2011 1e kwartaal;;
779;Mannen;4;2001 1e kwartaal;8.0;
780;Mannen;4;2001 2e kwartaal;8.0;
781;Mannen;4;2001 3e kwartaal;8.0;
782;Mannen;4;2001 4e kwartaal;8.0;
783;Mannen;4;2002 1e kwartaal;8.0;
784;Mannen;4;2002 2e kwartaal;8.0;
785;Mannen;4;2002 3e kwartaal;8.0;
786;Mannen;4;2002 4e kwartaal;8.0;
787;Mannen;4;2003 1e kwartaal;8.0;
788;Mannen;4;2003 2e kwartaal;8.0;
789;Mannen;4;2003 3e kwartaal;8.0;
790;Mannen;4;2003 4e kwartaal;8.0;
791;Mannen;4;2004 1e kwartaal;8.0;
792;Mannen;4;2004 2e kwartaal;8.0;
793;Mannen;4;2004 3e kwartaal;8.0;
794;Mannen;4;2004 4e kwartaal;8.0;
795;Mannen;4;2005 1e kwartaal;7.0;
796;Mannen;4;2005 2e kwartaal;7.0;
797;Mannen;4;2005 3e kwartaal;7.0;
798;Mannen;4;2005 4e kwartaal;7.0;
799;Mannen;4;2006 1e kwartaal;6.0;
800;Mannen;4;2006 2e kwartaal;7.0;
