ID;Kenmerken;Marges;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Rechters_3;Politie_4;Leger_5;Gezondheidszorg_6;Pers_7;Ambtenaren_8;Politici_9;Gemeenteraad_10;TweedeKamer_11;EuropeseUnie_12;Banken_13;GroteBedrijven_14
174;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2018;69.7;32.6;83.8;81.5;76.7;;36.1;54.1;39.2;;49.7;59.1;53.7;52.32
175;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2019;68.9;33.4;85.6;80.7;76.9;;39.4;55.4;38.4;;50.1;58.8;49.4;49.3
176;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2020;72.4;33.5;86.5;82.2;82.3;;40.2;60.2;46.2;68.9;61.0;63.1;52.6;44.75
177;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2021;73.0;34.3;85.9;80.6;80.2;83.6;50.6;56.4;39.2;;47.5;68.0;55.2;49.06
178;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2022;72.3;30.7;82.7;78.3;68.9;81.9;38.2;50.6;24.4;60.7;30.0;57.6;53.3;43.75
179;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2023;70.1;31.2;85.0;79.4;74.5;77.1;38.6;52.6;27.8;61.1;32.7;60.9;54.3;43.7
180;Leeftijd: 35 tot 45 jaar;Waarde;2012;63.5;29.1;74.6;69.6;63.3;;34.1;44.6;;;36.8;40.3;39.7;48.59
181;Leeftijd: 35 tot 45 jaar;Waarde;2013;60.3;26.2;73.8;68.6;65.1;;35.5;41.2;;;33.2;33.8;33.0;42.23
182;Leeftijd: 35 tot 45 jaar;Waarde;2014;60.5;24.8;73.7;70.3;65.2;;33.9;43.7;;;37.9;36.2;34.7;41.24
183;Leeftijd: 35 tot 45 jaar;Waarde;2015;62.8;29.0;75.8;73.1;68.1;;31.9;45.8;;;36.8;36.2;36.3;41.57
184;Leeftijd: 35 tot 45 jaar;Waarde;2016;64.0;29.6;74.1;72.8;67.5;;34.7;43.8;27.9;;39.1;34.5;33.6;40.05
185;Leeftijd: 35 tot 45 jaar;Waarde;2017;63.7;30.8;78.0;77.6;72.0;;34.1;46.5;34.5;;42.8;43.6;37.0;41.88
186;Leeftijd: 35 tot 45 jaar;Waarde;2018;64.7;28.9;77.8;78.1;68.1;;36.4;47.7;31.9;;44.5;43.5;39.9;39.89
187;Leeftijd: 35 tot 45 jaar;Waarde;2019;68.5;25.3;81.3;79.0;74.8;;38.2;49.3;32.1;;42.7;48.5;40.0;39.5
188;Leeftijd: 35 tot 45 jaar;Waarde;2020;69.3;31.0;84.3;79.9;77.7;;39.7;55.6;43.0;59.6;55.1;50.9;47.2;41.85
189;Leeftijd: 35 tot 45 jaar;Waarde;2021;70.0;29.6;81.8;78.6;76.1;79.9;44.3;49.1;36.0;;45.5;53.6;46.9;42.7
190;Leeftijd: 35 tot 45 jaar;Waarde;2022;71.4;28.5;81.4;79.6;68.6;73.9;40.3;47.3;25.6;54.3;32.9;47.4;48.9;38.96
191;Leeftijd: 35 tot 45 jaar;Waarde;2023;69.3;29.9;81.6;79.8;72.5;71.1;38.3;50.6;27.9;56.3;32.0;48.6;49.9;39.5
192;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2012;60.6;26.4;71.9;66.9;60.3;;31.4;41.6;;;34.0;37.5;36.9;45.63
193;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2013;57.2;23.5;71.0;65.6;62.0;;32.5;38.2;;;30.3;30.9;30.1;39.16
194;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2014;57.5;22.2;70.9;67.4;62.2;;31.1;40.7;;;35.0;33.3;31.9;38.26
195;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2015;59.8;26.1;73.0;70.3;65.0;;29.1;42.7;;;33.9;33.3;33.4;38.51
196;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2016;60.9;26.7;71.2;69.9;64.4;;31.7;40.7;25.2;;36.0;31.5;30.7;36.92
197;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2017;60.4;27.7;75.1;74.8;68.9;;31.1;43.2;31.5;;39.6;40.3;33.8;38.63
198;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2018;61.5;25.9;74.9;75.2;65.0;;33.4;44.5;28.9;;41.3;40.3;36.7;36.73
199;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2019;65.3;22.4;78.5;76.1;71.8;;35.1;46.0;29.1;;39.5;45.1;36.8;36.27
200;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2020;66.0;27.8;81.6;77.0;74.7;;36.5;52.2;39.7;56.2;51.7;47.5;43.8;38.53
201;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2021;66.6;26.4;78.8;75.5;72.8;76.8;40.8;45.5;32.7;;42.0;50.0;43.3;39.17
202;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2022;68.4;25.5;78.7;76.9;65.5;71.0;37.2;44.1;22.9;51.1;30.0;44.2;45.7;35.87
203;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2023;66.1;26.7;78.9;77.0;69.3;68.0;35.2;47.2;25.0;52.9;29.0;45.3;46.6;36.2
204;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2012;66.3;31.9;77.0;72.3;66.1;;37.0;47.5;;;39.6;43.3;42.6;51.55
205;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2013;63.3;29.2;76.5;71.4;68.1;;38.5;44.4;;;36.2;36.9;36.0;45.36
206;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2014;63.4;27.6;76.3;73.0;68.1;;36.9;46.7;;;40.9;39.2;37.7;44.29
207;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2015;65.8;32.0;78.4;75.8;70.9;;34.9;48.9;;;39.8;39.3;39.3;44.7
208;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2016;67.0;32.8;76.9;75.6;70.5;;37.8;47.1;30.9;;42.2;37.7;36.7;43.26
209;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2017;66.8;34.1;80.7;80.3;75.0;;37.3;49.8;37.7;;46.1;46.9;40.2;45.21
210;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2018;67.8;32.0;80.4;80.7;71.1;;39.5;51.0;34.9;;47.8;46.8;43.1;43.14
211;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2019;71.6;28.5;83.8;81.6;77.6;;41.5;52.7;35.3;;46.0;51.8;43.3;42.83
212;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2020;72.3;34.4;86.6;82.5;80.5;;43.1;58.9;46.3;62.9;58.4;54.3;50.5;45.25
213;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2021;73.2;33.1;84.4;81.5;79.1;82.6;47.9;52.7;39.5;;49.1;57.2;50.4;46.3
214;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2022;74.1;31.7;83.8;82.0;71.5;76.6;43.5;50.6;28.6;57.5;36.0;50.7;52.1;42.14
215;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2023;72.2;33.3;84.1;82.4;75.4;74.0;41.6;53.9;31.0;59.7;35.2;52.0;53.2;42.8
216;Leeftijd: 45 tot 55 jaar;Waarde;2012;59.4;26.0;70.7;66.3;54.8;;29.9;39.5;;;32.1;32.8;34.6;40.17
217;Leeftijd: 45 tot 55 jaar;Waarde;2013;59.6;24.4;70.5;67.4;58.6;;35.8;37.5;;;30.1;29.3;32.1;36.98
218;Leeftijd: 45 tot 55 jaar;Waarde;2014;59.8;27.2;70.1;68.8;57.9;;32.1;39.2;;;32.2;32.2;33.9;38.1
219;Leeftijd: 45 tot 55 jaar;Waarde;2015;61.4;24.4;70.1;65.9;62.0;;33.0;40.2;;;34.0;31.0;30.6;36.21
220;Leeftijd: 45 tot 55 jaar;Waarde;2016;62.1;25.9;74.2;69.2;63.7;;32.6;41.0;25.2;;34.2;31.2;30.8;36.45
221;Leeftijd: 45 tot 55 jaar;Waarde;2017;65.2;25.4;72.3;71.5;63.6;;33.9;41.7;28.4;;39.5;38.1;33.9;36.54
222;Leeftijd: 45 tot 55 jaar;Waarde;2018;63.5;24.4;73.9;72.9;62.9;;37.9;45.2;31.5;;40.2;38.6;35.2;33.44
223;Leeftijd: 45 tot 55 jaar;Waarde;2019;65.5;23.1;74.3;72.7;64.9;;36.6;42.4;26.8;;37.8;38.3;35.3;33.84
224;Leeftijd: 45 tot 55 jaar;Waarde;2020;65.1;25.9;78.8;78.2;72.7;;41.9;47.8;38.8;50.6;53.0;41.0;43.2;41.25
225;Leeftijd: 45 tot 55 jaar;Waarde;2021;68.6;24.4;82.1;82.0;73.5;82.7;48.6;47.1;35.7;;45.4;48.2;45.0;38.41
226;Leeftijd: 45 tot 55 jaar;Waarde;2022;69.6;25.9;78.1;77.0;64.1;75.8;40.4;42.7;23.0;46.0;30.7;44.5;42.5;35.46
227;Leeftijd: 45 tot 55 jaar;Waarde;2023;69.5;29.2;79.6;79.7;67.8;72.8;38.7;43.9;23.7;49.1;30.2;41.9;46.3;38.1
228;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2012;56.6;23.6;68.1;63.7;52.0;;27.4;36.8;;;29.6;30.3;32.0;37.45
229;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2013;56.8;21.9;67.8;64.7;55.8;;33.1;34.8;;;27.6;26.8;29.5;34.26
230;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2014;57.1;24.8;67.5;66.3;55.1;;29.6;36.6;;;29.7;29.6;31.3;35.46
231;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2015;58.7;22.1;67.5;63.3;59.3;;30.5;37.5;;;31.5;28.5;28.1;33.59
232;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2016;59.4;23.5;71.6;66.6;60.9;;30.0;38.3;22.8;;31.6;28.7;28.2;33.77
233;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2017;62.4;22.9;69.7;68.9;60.7;;31.3;38.9;25.9;;36.7;35.3;31.3;33.84
234;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2018;60.7;21.9;71.2;70.3;60.0;;35.1;42.3;28.9;;37.4;35.8;32.4;30.75
235;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2019;62.6;20.6;71.6;69.9;61.9;;33.8;39.5;24.3;;35.0;35.4;32.5;31.08
236;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2020;62.2;23.3;76.2;75.6;69.9;;39.0;44.8;35.9;47.6;50.0;38.1;40.2;38.28
237;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2021;65.4;21.6;79.4;79.3;70.4;80.0;45.3;43.9;32.7;;42.2;44.9;41.8;35.25
238;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2022;66.7;23.1;75.4;74.4;61.0;73.1;37.4;39.6;20.5;43.0;27.9;41.4;39.5;32.52
239;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2023;66.7;26.4;77.0;77.1;64.8;70.1;35.8;40.9;21.3;46.0;27.5;38.9;43.3;35.2
240;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2012;62.1;28.6;73.2;68.9;57.6;;32.5;42.2;;;34.8;35.5;37.3;42.96
241;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2013;62.3;27.0;73.0;70.0;61.5;;38.5;40.3;;;32.7;32.0;34.8;39.78
242;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2014;62.4;29.8;72.5;71.3;60.6;;34.7;41.9;;;34.8;34.8;36.5;40.81
243;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2015;64.1;26.9;72.6;68.5;64.7;;35.7;42.9;;;36.7;33.6;33.1;38.91
244;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2016;64.8;28.5;76.6;71.7;66.4;;35.2;43.8;27.7;;36.9;33.9;33.4;39.22
245;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2017;67.8;28.1;74.8;74.0;66.3;;36.6;44.5;31.0;;42.3;40.9;36.7;39.33
246;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2018;66.3;27.1;76.4;75.4;65.7;;40.7;48.1;34.3;;43.1;41.5;38.0;36.25
247;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2019;68.3;25.7;76.8;75.3;67.7;;39.4;45.4;29.5;;40.7;41.2;38.2;36.71
248;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2020;67.9;28.7;81.2;80.6;75.4;;44.8;50.9;41.8;53.7;56.0;44.1;46.2;44.29
249;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2021;71.6;27.4;84.6;84.5;76.3;85.0;51.9;50.4;38.9;;48.7;51.5;48.3;41.66
250;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2022;72.3;28.9;80.6;79.5;67.0;78.3;43.5;45.8;25.7;49.2;33.6;47.6;45.6;38.51
251;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2023;72.2;32.2;81.9;82.0;70.6;75.4;41.7;46.9;26.4;52.2;33.0;45.0;49.3;41.1
252;Leeftijd: 55 tot 65 jaar;Waarde;2012;57.2;26.2;63.7;64.7;47.9;;29.4;38.8;;;32.5;31.5;32.3;33.47
253;Leeftijd: 55 tot 65 jaar;Waarde;2013;57.6;25.2;63.6;66.8;53.5;;28.8;37.6;;;26.8;25.5;26.4;31.15
254;Leeftijd: 55 tot 65 jaar;Waarde;2014;56.4;24.9;61.8;67.1;53.4;;31.2;36.8;;;29.4;27.0;27.0;26.85
255;Leeftijd: 55 tot 65 jaar;Waarde;2015;56.9;26.7;62.3;66.0;57.8;;31.9;37.0;;;29.5;24.6;24.6;27.73
256;Leeftijd: 55 tot 65 jaar;Waarde;2016;59.3;26.9;68.2;68.8;57.4;;31.8;37.3;21.1;;31.7;28.6;26.0;23.98
257;Leeftijd: 55 tot 65 jaar;Waarde;2017;62.1;27.0;69.9;72.6;56.0;;32.2;39.5;24.0;;35.4;32.5;30.7;27.6
258;Leeftijd: 55 tot 65 jaar;Waarde;2018;62.6;24.7;69.6;71.4;56.9;;39.6;41.6;24.9;;35.1;33.5;33.2;30.36
259;Leeftijd: 55 tot 65 jaar;Waarde;2019;59.9;22.6;69.8;71.4;59.8;;36.8;40.8;23.9;;34.1;34.8;32.2;27.53
260;Leeftijd: 55 tot 65 jaar;Waarde;2020;62.7;27.1;73.5;77.2;64.5;;38.8;42.3;33.6;46.3;47.8;36.2;36.3;29.05
261;Leeftijd: 55 tot 65 jaar;Waarde;2021;66.1;22.9;77.6;78.3;66.5;83.2;46.9;38.1;26.7;;38.1;41.1;38.0;29.36
262;Leeftijd: 55 tot 65 jaar;Waarde;2022;66.4;25.0;73.6;74.2;57.5;74.4;42.9;34.4;20.1;39.8;26.3;40.0;37.8;28.1
263;Leeftijd: 55 tot 65 jaar;Waarde;2023;71.4;24.7;74.1;77.3;60.4;74.3;37.4;38.0;21.2;42.7;27.0;36.4;42.8;27.0
264;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2012;54.4;23.6;60.9;62.0;45.0;;26.9;36.0;;;29.9;28.9;29.7;30.77
265;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2013;54.8;22.8;60.8;64.1;50.7;;26.3;34.9;;;24.4;23.1;24.0;28.53
266;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2014;53.6;22.5;59.0;64.4;50.5;;28.6;34.0;;;26.9;24.5;24.6;24.33
267;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2015;54.1;24.2;59.4;63.3;54.9;;29.3;34.3;;;26.9;22.2;22.2;25.21
268;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2016;56.5;24.3;65.4;66.1;54.5;;29.2;34.5;18.8;;29.0;26.0;23.6;21.57
269;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2017;59.3;24.4;67.2;70.0;53.1;;29.6;36.8;21.7;;32.7;29.9;28.2;25.1
270;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2018;59.8;22.4;66.9;68.9;54.1;;36.9;38.8;22.6;;32.5;30.9;30.6;27.83
271;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2019;57.0;20.2;67.1;68.7;57.0;;34.2;38.0;21.6;;31.5;32.2;29.6;25.02
272;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2020;59.9;24.5;70.9;74.7;61.7;;36.1;39.5;31.0;43.5;45.0;33.5;33.6;26.5
273;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2021;63.1;20.3;74.9;75.6;63.5;80.7;43.9;35.1;24.1;;35.2;38.1;35.0;26.61
274;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2022;63.8;22.6;71.1;71.7;54.6;71.9;40.2;31.8;18.0;37.0;23.9;37.3;35.1;25.63
275;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2023;68.7;22.1;71.4;74.8;57.5;71.8;34.7;35.3;19.0;39.8;24.5;33.6;40.0;24.4
276;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2012;60.0;28.8;66.5;67.4;50.9;;32.1;41.6;;;35.2;34.2;35.1;36.28
277;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2013;60.3;27.8;66.3;69.4;56.4;;31.4;40.4;;;29.4;28.1;29.0;33.91
278;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2014;59.2;27.5;64.5;69.7;56.3;;33.9;39.6;;;32.1;29.6;29.6;29.52
279;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2015;59.6;29.3;65.0;68.6;60.6;;34.6;39.8;;;32.1;27.2;27.1;30.41
280;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2016;62.0;29.6;70.8;71.4;60.3;;34.6;40.1;23.5;;34.4;31.3;28.7;26.57
281;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2017;64.8;29.7;72.4;75.1;58.9;;34.9;42.4;26.5;;38.1;35.3;33.4;30.24
282;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2018;65.2;27.3;72.1;73.8;59.6;;42.3;44.3;27.4;;37.8;36.2;35.9;33.02
283;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2019;62.6;25.1;72.4;73.9;62.6;;39.6;43.6;26.4;;36.8;37.6;34.9;30.19
284;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2020;65.4;29.8;76.0;79.5;67.2;;41.5;45.1;36.3;49.1;50.6;39.0;39.1;31.73
285;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2021;69.0;25.7;80.1;80.8;69.4;85.4;50.0;41.1;29.5;;41.1;44.2;41.0;32.28
286;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2022;69.0;27.7;76.0;76.5;60.3;76.7;45.7;37.1;22.5;42.6;28.8;42.8;40.5;30.72
287;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2023;73.9;27.4;76.5;79.6;63.3;76.7;40.3;40.9;23.7;45.6;29.6;39.2;45.7;29.7
288;Leeftijd: 65 tot 75 jaar;Waarde;2012;50.1;31.2;53.5;65.4;50.2;;27.1;39.3;;;30.9;30.7;36.4;33.1
289;Leeftijd: 65 tot 75 jaar;Waarde;2013;52.4;27.9;53.1;62.2;47.9;;27.5;30.5;;;22.3;24.7;25.9;27.18
290;Leeftijd: 65 tot 75 jaar;Waarde;2014;52.2;28.2;50.3;63.0;51.5;;29.4;35.0;;;27.9;28.4;25.8;31.0
291;Leeftijd: 65 tot 75 jaar;Waarde;2015;54.5;32.4;55.5;65.8;57.9;;29.5;34.9;;;29.2;26.8;27.5;27.05
292;Leeftijd: 65 tot 75 jaar;Waarde;2016;52.0;30.8;58.6;65.8;54.4;;31.6;35.2;21.1;;31.1;26.3;25.6;22.68
293;Leeftijd: 65 tot 75 jaar;Waarde;2017;54.4;32.5;60.6;68.4;53.7;;35.1;39.5;23.5;;32.9;30.7;32.9;29.4
294;Leeftijd: 65 tot 75 jaar;Waarde;2018;54.5;26.2;60.5;69.6;50.5;;36.2;38.0;23.2;;32.6;31.8;31.9;26.48
295;Leeftijd: 65 tot 75 jaar;Waarde;2019;56.5;28.6;62.0;70.7;56.9;;37.1;37.7;22.9;;32.8;34.6;34.4;27.73
296;Leeftijd: 65 tot 75 jaar;Waarde;2020;56.1;26.8;65.7;72.6;58.5;;42.0;36.4;27.2;43.2;41.6;33.7;36.1;27.85
297;Leeftijd: 65 tot 75 jaar;Waarde;2021;63.4;27.3;68.1;77.4;60.0;83.7;47.3;34.7;23.6;;33.1;41.9;42.0;29.05
298;Leeftijd: 65 tot 75 jaar;Waarde;2022;64.1;27.4;69.7;75.7;56.3;77.2;44.0;32.0;18.1;42.6;25.6;41.0;40.6;23.69
299;Leeftijd: 65 tot 75 jaar;Waarde;2023;65.1;25.3;69.7;76.3;59.8;70.2;38.1;34.0;18.1;42.0;24.9;37.5;41.4;23.0
300;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2012;46.8;28.1;50.1;62.2;46.7;;24.2;36.0;;;27.9;27.7;33.2;29.88
301;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2013;49.1;24.9;49.6;58.9;44.4;;24.6;27.5;;;19.6;21.8;23.0;24.19
302;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2014;49.1;25.3;47.1;59.9;48.2;;26.5;31.9;;;25.0;25.5;23.1;28.01
303;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2015;51.4;29.4;52.3;62.7;54.7;;26.7;31.9;;;26.4;24.0;24.8;24.22
304;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2016;48.8;27.8;55.3;62.6;51.0;;28.7;32.2;18.5;;28.1;23.5;22.9;20.0
305;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2017;51.4;29.6;57.6;65.5;50.6;;32.2;36.5;21.0;;30.1;27.9;30.1;26.59
306;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2018;51.6;23.6;57.5;66.8;47.4;;33.4;35.1;20.8;;29.9;29.1;29.1;23.87
307;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2019;53.6;26.0;59.1;68.0;53.9;;34.3;34.8;20.5;;30.0;31.8;31.6;25.09
308;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2020;53.1;24.1;62.7;69.8;55.5;;39.1;33.6;24.6;40.3;38.7;30.9;33.3;25.19
309;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2021;60.4;24.5;65.1;74.6;56.8;81.1;44.2;31.8;21.1;;30.3;38.8;38.9;26.22
310;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2022;61.4;24.8;66.9;73.2;53.4;74.8;41.1;29.4;16.0;39.8;23.2;38.2;37.8;21.29
311;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2023;62.3;22.7;66.9;73.7;56.8;67.5;35.3;31.3;16.0;39.1;22.5;34.8;38.5;20.6
312;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2012;53.4;34.4;56.9;68.6;53.6;;30.2;42.6;;;34.1;33.9;39.7;36.48
313;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2013;55.7;31.1;56.5;65.4;51.4;;30.7;33.8;;;25.3;27.7;29.0;30.39
314;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2014;55.4;31.3;53.6;66.1;54.8;;32.4;38.1;;;30.9;31.4;28.8;34.15
315;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2015;57.6;35.5;58.7;68.7;61.1;;32.5;38.0;;;32.2;29.8;30.5;30.07
316;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2016;55.2;34.0;61.8;68.8;57.7;;34.8;38.4;23.9;;34.2;29.3;28.6;25.62
317;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2017;57.4;35.6;63.6;71.2;56.8;;38.1;42.6;26.2;;35.8;33.7;35.9;32.37
318;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2018;57.5;28.9;63.5;72.3;53.5;;39.1;40.9;25.8;;35.5;34.7;34.7;29.26
319;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2019;59.4;31.4;64.9;73.4;59.9;;40.0;40.6;25.5;;35.6;37.5;37.3;30.53
320;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2020;59.0;29.6;68.5;75.2;61.5;;45.0;39.4;29.9;46.2;44.6;36.6;39.1;30.68
321;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2021;66.4;30.2;71.0;79.9;63.2;85.9;50.5;37.7;26.3;;36.1;45.1;45.1;32.04
322;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2022;66.8;30.1;72.3;78.0;59.2;79.5;46.8;34.7;20.4;45.5;28.1;43.9;43.4;26.27
323;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2023;67.8;28.0;72.4;78.7;62.7;72.8;40.9;36.8;20.5;44.9;27.5;40.4;44.3;25.6
324;Leeftijd: 75 jaar of ouder;Waarde;2012;48.6;39.4;46.1;73.9;47.0;;29.5;48.9;;;35.0;37.2;49.4;37.8
325;Leeftijd: 75 jaar of ouder;Waarde;2013;49.0;43.8;50.0;67.8;52.6;;33.3;40.0;;;26.2;30.8;36.9;38.65
326;Leeftijd: 75 jaar of ouder;Waarde;2014;48.3;44.9;51.7;70.2;53.7;;27.8;43.4;;;33.1;32.2;37.3;33.13
327;Leeftijd: 75 jaar of ouder;Waarde;2015;51.1;45.4;51.1;69.1;54.3;;29.2;41.3;;;30.5;34.1;40.2;35.02
328;Leeftijd: 75 jaar of ouder;Waarde;2016;46.5;44.0;56.2;68.9;54.5;;34.5;39.8;25.8;;33.4;33.1;38.1;32.66
329;Leeftijd: 75 jaar of ouder;Waarde;2017;58.4;48.6;56.7;72.9;54.9;;33.7;44.5;28.4;;34.9;38.7;46.7;35.2
330;Leeftijd: 75 jaar of ouder;Waarde;2018;50.9;44.4;56.2;73.2;47.6;;36.0;44.3;34.6;;38.2;39.9;45.3;40.1
331;Leeftijd: 75 jaar of ouder;Waarde;2019;51.6;36.5;54.7;75.9;54.0;;35.8;40.8;27.0;;33.5;36.7;41.9;31.06
332;Leeftijd: 75 jaar of ouder;Waarde;2020;52.6;43.6;63.4;78.0;60.5;;39.2;44.6;36.1;52.6;46.2;38.6;46.0;33.94
333;Leeftijd: 75 jaar of ouder;Waarde;2021;55.4;38.1;70.2;80.0;60.4;88.6;42.0;34.5;26.5;;34.6;46.6;47.1;34.8
334;Leeftijd: 75 jaar of ouder;Waarde;2022;55.8;39.8;66.0;79.5;52.8;83.2;39.1;34.9;22.8;48.2;28.7;41.9;52.7;27.71
335;Leeftijd: 75 jaar of ouder;Waarde;2023;60.7;40.5;68.4;77.6;60.8;76.3;36.6;33.5;17.6;46.9;23.0;38.5;51.8;28.8
336;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2012;44.3;35.1;41.6;69.7;42.3;;25.5;44.3;;;30.8;32.8;45.0;33.23
