ID;Geslacht;PositieInDeEersteWerkkring;PositieInDeTweedeWerkkring;Persoonskenmerken;Perioden;Werknemer_1
910;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2012 2e kwartaal;1524
911;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2012 3e kwartaal;1520
912;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2012 4e kwartaal;1524
913;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2012;1523
914;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013 1e kwartaal;1506
915;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013 2e kwartaal;1504
916;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013 3e kwartaal;1505
917;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013 4e kwartaal;1510
918;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013;1506
919;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014 1e kwartaal;1504
920;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014 2e kwartaal;1503
921;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014 3e kwartaal;1498
922;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014 4e kwartaal;1513
923;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014;1504
924;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015 1e kwartaal;1495
925;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015 2e kwartaal;1511
926;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015 3e kwartaal;1511
927;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015 4e kwartaal;1518
928;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015;1509
929;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016 1e kwartaal;1510
930;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016 2e kwartaal;1526
931;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016 3e kwartaal;1538
932;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016 4e kwartaal;1570
933;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016;1536
934;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017 1e kwartaal;1568
935;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017 2e kwartaal;1576
936;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017 3e kwartaal;1586
937;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017 4e kwartaal;1594
938;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017;1581
939;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018 1e kwartaal;1586
940;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018 2e kwartaal;1612
941;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018 3e kwartaal;1633
942;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018 4e kwartaal;1651
943;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018;1620
944;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019 1e kwartaal;1637
945;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019 2e kwartaal;1657
946;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019 3e kwartaal;1672
947;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019 4e kwartaal;1675
948;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019;1660
949;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020 1e kwartaal;1672
950;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020 2e kwartaal;1665
951;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020 3e kwartaal;1676
952;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020 4e kwartaal;1697
953;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020;1678
954;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2021 1e kwartaal;1736
955;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2021 2e kwartaal;1749
956;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2021 3e kwartaal;1765
957;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2021 4e kwartaal;1776
958;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2021;1757
959;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2022 1e kwartaal;1791
960;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2003 1e kwartaal;1813
961;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2003 2e kwartaal;1813
962;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2003 3e kwartaal;1821
963;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2003 4e kwartaal;1829
964;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2003;1819
965;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2004 1e kwartaal;1813
966;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2004 2e kwartaal;1812
967;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2004 3e kwartaal;1818
968;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2004 4e kwartaal;1809
969;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2004;1813
970;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2005 1e kwartaal;1802
971;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2005 2e kwartaal;1813
972;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2005 3e kwartaal;1817
973;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2005 4e kwartaal;1840
974;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2005;1818
975;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2006 1e kwartaal;1833
976;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2006 2e kwartaal;1836
977;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2006 3e kwartaal;1839
978;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2006 4e kwartaal;1847
979;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2006;1839
980;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2007 1e kwartaal;1838
981;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2007 2e kwartaal;1834
982;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2007 3e kwartaal;1833
983;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2007 4e kwartaal;1854
984;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2007;1839
985;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2008 1e kwartaal;1844
986;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2008 2e kwartaal;1859
987;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2008 3e kwartaal;1859
988;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2008 4e kwartaal;1850
989;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2008;1853
990;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2009 1e kwartaal;1824
991;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2009 2e kwartaal;1801
992;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2009 3e kwartaal;1782
993;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2009 4e kwartaal;1768
994;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2009;1793
995;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2010 1e kwartaal;1737
996;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2010 2e kwartaal;1740
997;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2010 3e kwartaal;1713
998;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2010 4e kwartaal;1716
999;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2010;1726
1000;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2011 1e kwartaal;1682
1001;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2011 2e kwartaal;1662
1002;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2011 3e kwartaal;1648
1003;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2011 4e kwartaal;1642
1004;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2011;1659
1005;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2012 1e kwartaal;1617
1006;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2012 2e kwartaal;1622
1007;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2012 3e kwartaal;1618
1008;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2012 4e kwartaal;1606
1009;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2012;1616
1010;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013 1e kwartaal;1576
1011;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013 2e kwartaal;1550
1012;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013 3e kwartaal;1528
1013;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013 4e kwartaal;1529
1014;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013;1546
1015;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014 1e kwartaal;1491
1016;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014 2e kwartaal;1493
1017;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014 3e kwartaal;1488
1018;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014 4e kwartaal;1483
1019;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014;1489
1020;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015 1e kwartaal;1470
1021;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015 2e kwartaal;1456
1022;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015 3e kwartaal;1457
1023;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015 4e kwartaal;1455
1024;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015;1460
1025;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016 1e kwartaal;1434
1026;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016 2e kwartaal;1445
1027;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016 3e kwartaal;1430
1028;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016 4e kwartaal;1415
1029;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016;1431
1030;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017 1e kwartaal;1400
1031;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017 2e kwartaal;1412
1032;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017 3e kwartaal;1422
1033;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017 4e kwartaal;1416
1034;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017;1413
1035;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018 1e kwartaal;1419
1036;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018 2e kwartaal;1427
1037;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018 3e kwartaal;1435
1038;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018 4e kwartaal;1430
1039;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018;1428
1040;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019 1e kwartaal;1443
1041;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019 2e kwartaal;1438
1042;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019 3e kwartaal;1441
1043;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019 4e kwartaal;1443
1044;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019;1441
1045;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020 1e kwartaal;1446
1046;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020 2e kwartaal;1413
1047;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020 3e kwartaal;1405
1048;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020 4e kwartaal;1406
1049;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020;1417
1050;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2021 1e kwartaal;1445
1051;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2021 2e kwartaal;1474
1052;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2021 3e kwartaal;1477
1053;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2021 4e kwartaal;1485
1054;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2021;1470
1055;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2022 1e kwartaal;1501
1056;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2003 1e kwartaal;1467
1057;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2003 2e kwartaal;1471
1058;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2003 3e kwartaal;1474
1059;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2003 4e kwartaal;1475
1060;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2003;1472
1061;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2004 1e kwartaal;1463
1062;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2004 2e kwartaal;1474
1063;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2004 3e kwartaal;1491
1064;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2004 4e kwartaal;1509
1065;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2004;1484
1066;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2005 1e kwartaal;1491
1067;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2005 2e kwartaal;1508
1068;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2005 3e kwartaal;1515
1069;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2005 4e kwartaal;1531
1070;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2005;1511
1071;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2006 1e kwartaal;1522
1072;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2006 2e kwartaal;1532
1073;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2006 3e kwartaal;1544
1074;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2006 4e kwartaal;1562
1075;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2006;1540
1076;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2007 1e kwartaal;1565
1077;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2007 2e kwartaal;1580
1078;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2007 3e kwartaal;1604
1079;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2007 4e kwartaal;1613
1080;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2007;1591
1081;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2008 1e kwartaal;1623
1082;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2008 2e kwartaal;1629
1083;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2008 3e kwartaal;1632
1084;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2008 4e kwartaal;1652
1085;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2008;1634
1086;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2009 1e kwartaal;1651
1087;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2009 2e kwartaal;1660
1088;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2009 3e kwartaal;1649
1089;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2009 4e kwartaal;1650
1090;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2009;1652
1091;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2010 1e kwartaal;1632
1092;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2010 2e kwartaal;1641
1093;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2010 3e kwartaal;1663
1094;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2010 4e kwartaal;1674
1095;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2010;1653
1096;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2011 1e kwartaal;1663
1097;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2011 2e kwartaal;1674
1098;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2011 3e kwartaal;1668
1099;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2011 4e kwartaal;1691
1100;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2011;1674
1101;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2012 1e kwartaal;1688
1102;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2012 2e kwartaal;1683
1103;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2012 3e kwartaal;1681
1104;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2012 4e kwartaal;1668
1105;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2012;1680
1106;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013 1e kwartaal;1658
1107;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013 2e kwartaal;1657
1108;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013 3e kwartaal;1647
1109;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013 4e kwartaal;1631
1110;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013;1648
1111;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014 1e kwartaal;1625
1112;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014 2e kwartaal;1611
1113;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014 3e kwartaal;1620
1114;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014 4e kwartaal;1621
1115;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014;1619
1116;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015 1e kwartaal;1613
1117;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015 2e kwartaal;1621
1118;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015 3e kwartaal;1628
1119;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015 4e kwartaal;1627
1120;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015;1622
1121;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016 1e kwartaal;1638
1122;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016 2e kwartaal;1654
1123;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016 3e kwartaal;1649
1124;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016 4e kwartaal;1647
1125;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016;1647
1126;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017 1e kwartaal;1656
1127;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017 2e kwartaal;1649
1128;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017 3e kwartaal;1648
1129;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017 4e kwartaal;1657
1130;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017;1653
1131;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018 1e kwartaal;1660
1132;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018 2e kwartaal;1662
1133;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018 3e kwartaal;1653
1134;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018 4e kwartaal;1659
1135;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018;1658
1136;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019 1e kwartaal;1642
1137;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019 2e kwartaal;1646
1138;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019 3e kwartaal;1652
1139;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019 4e kwartaal;1623
1140;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019;1641
1141;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020 1e kwartaal;1631
1142;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020 2e kwartaal;1616
1143;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020 3e kwartaal;1616
1144;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020 4e kwartaal;1609
1145;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020;1618
1146;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2021 1e kwartaal;1630
1147;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2021 2e kwartaal;1618
1148;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2021 3e kwartaal;1611
1149;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2021 4e kwartaal;1617
