ID;Bedrijfsgroep;Positie;Geslacht;KerkelijkeGezindte;Personen_1
1468;111;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;9.0
1469;111;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;0.0
1470;111;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;231.0
1471;111;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;75.0
1472;111;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;0.0
1473;111;Posities A + B;Totaal mannen en vrouwen;Remonstrant;3.0
1474;111;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;3.0
1475;111;Posities A + B;Totaal mannen en vrouwen;Doopsgezind;2.0
1476;111;Posities A + B;Totaal mannen en vrouwen;Evangelisch Luthersch;2.0
1477;111;Posities A + B;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;2.0
1478;111;Posities A + B;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;28.0
1479;111;Posities A + B;Totaal mannen en vrouwen;Roomsch-Katholiek;87.0
1480;111;Posities A + B;Totaal mannen en vrouwen;Israëliet;0.0
1481;111;Posities A + B;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;4.0
1482;111;Posities A + B;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;25.0
1483;111;Posities A + B;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1484;111;Posities A + B;Mannen;Totaal alle kerkelijke gezindten;227.0
1485;111;Posities A + B;Mannen;Nederduitsch Hervormd;73.0
1486;111;Posities A + B;Mannen;Waalsch Hervormd;0.0
1487;111;Posities A + B;Mannen;Remonstrant;3.0
1488;111;Posities A + B;Mannen;Christelijk Gereformeerd;3.0
1489;111;Posities A + B;Mannen;Doopsgezind;2.0
1490;111;Posities A + B;Mannen;Evangelisch Luthersch;2.0
1491;111;Posities A + B;Mannen;Hersteld Evangelisch Luthersch;2.0
1492;111;Posities A + B;Mannen;Behorend tot de gereformeerde kerken;28.0
1493;111;Posities A + B;Mannen;Roomsch-Katholiek;85.0
1494;111;Posities A + B;Mannen;Israëliet;0.0
1495;111;Posities A + B;Mannen;Tot een andere kerk. gezindte behorend;4.0
1496;111;Posities A + B;Mannen;Tot geen kerkelijke gezindte behorend;25.0
1497;111;Posities A + B;Mannen;Kerkelijke gezindte onbekend;0.0
1498;111;Posities A + B;Vrouwen;Totaal alle kerkelijke gezindten;4.0
1499;111;Posities A + B;Vrouwen;Nederduitsch Hervormd;2.0
1500;111;Posities A + B;Vrouwen;Waalsch Hervormd;0.0
1501;111;Posities A + B;Vrouwen;Remonstrant;0.0
1502;111;Posities A + B;Vrouwen;Christelijk Gereformeerd;0.0
1503;111;Posities A + B;Vrouwen;Doopsgezind;0.0
1504;111;Posities A + B;Vrouwen;Evangelisch Luthersch;0.0
1505;111;Posities A + B;Vrouwen;Hersteld Evangelisch Luthersch;0.0
1506;111;Posities A + B;Vrouwen;Behorend tot de gereformeerde kerken;0.0
1507;111;Posities A + B;Vrouwen;Roomsch-Katholiek;2.0
1508;111;Posities A + B;Vrouwen;Israëliet;0.0
1509;111;Posities A + B;Vrouwen;Tot een andere kerk. gezindte behorend;0.0
1510;111;Posities A + B;Vrouwen;Tot geen kerkelijke gezindte behorend;0.0
1511;111;Posities A + B;Vrouwen;Kerkelijke gezindte onbekend;0.0
1512;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;8.0
1513;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Nederduitsch Hervormd;1.0
1514;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Waalsch Hervormd;0.0
1515;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Remonstrant;0.0
1516;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Christelijk Gereformeerd;0.0
1517;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Doopsgezind;0.0
1518;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Evangelisch Luthersch;0.0
1519;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;0.0
1520;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;0.0
1521;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Roomsch-Katholiek;6.0
1522;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Israëliet;0.0
1523;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;0.0
1524;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;1.0
1525;112;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1526;112;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;8.0
1527;112;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;1.0
1528;112;Totaal der klasse of groep;Mannen;Waalsch Hervormd;0.0
1529;112;Totaal der klasse of groep;Mannen;Remonstrant;0.0
1530;112;Totaal der klasse of groep;Mannen;Christelijk Gereformeerd;0.0
1531;112;Totaal der klasse of groep;Mannen;Doopsgezind;0.0
1532;112;Totaal der klasse of groep;Mannen;Evangelisch Luthersch;0.0
1533;112;Totaal der klasse of groep;Mannen;Hersteld Evangelisch Luthersch;0.0
1534;112;Totaal der klasse of groep;Mannen;Behorend tot de gereformeerde kerken;0.0
1535;112;Totaal der klasse of groep;Mannen;Roomsch-Katholiek;6.0
1536;112;Totaal der klasse of groep;Mannen;Israëliet;0.0
1537;112;Totaal der klasse of groep;Mannen;Tot een andere kerk. gezindte behorend;0.0
1538;112;Totaal der klasse of groep;Mannen;Tot geen kerkelijke gezindte behorend;1.0
1539;112;Totaal der klasse of groep;Mannen;Kerkelijke gezindte onbekend;0.0
1540;112;Totaal der klasse of groep;Vrouwen;Totaal alle kerkelijke gezindten;0.0
1541;112;Totaal der klasse of groep;Vrouwen;Nederduitsch Hervormd;0.0
1542;112;Totaal der klasse of groep;Vrouwen;Waalsch Hervormd;0.0
1543;112;Totaal der klasse of groep;Vrouwen;Remonstrant;0.0
1544;112;Totaal der klasse of groep;Vrouwen;Christelijk Gereformeerd;0.0
1545;112;Totaal der klasse of groep;Vrouwen;Doopsgezind;0.0
1546;112;Totaal der klasse of groep;Vrouwen;Evangelisch Luthersch;0.0
1547;112;Totaal der klasse of groep;Vrouwen;Hersteld Evangelisch Luthersch;0.0
1548;112;Totaal der klasse of groep;Vrouwen;Behorend tot de gereformeerde kerken;0.0
1549;112;Totaal der klasse of groep;Vrouwen;Roomsch-Katholiek;0.0
1550;112;Totaal der klasse of groep;Vrouwen;Israëliet;0.0
1551;112;Totaal der klasse of groep;Vrouwen;Tot een andere kerk. gezindte behorend;0.0
1552;112;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;0.0
1553;112;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;0.0
1554;112;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;0.0
1555;112;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;0.0
1556;112;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;0.0
1557;112;Posities A + B;Totaal mannen en vrouwen;Remonstrant;0.0
1558;112;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;0.0
1559;112;Posities A + B;Totaal mannen en vrouwen;Doopsgezind;0.0
1560;112;Posities A + B;Totaal mannen en vrouwen;Evangelisch Luthersch;0.0
1561;112;Posities A + B;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;0.0
1562;112;Posities A + B;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;0.0
1563;112;Posities A + B;Totaal mannen en vrouwen;Roomsch-Katholiek;0.0
1564;112;Posities A + B;Totaal mannen en vrouwen;Israëliet;0.0
1565;112;Posities A + B;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;0.0
1566;112;Posities A + B;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;0.0
1567;112;Posities A + B;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1568;112;Posities A + B;Mannen;Totaal alle kerkelijke gezindten;0.0
1569;112;Posities A + B;Mannen;Nederduitsch Hervormd;0.0
1570;112;Posities A + B;Mannen;Waalsch Hervormd;0.0
1571;112;Posities A + B;Mannen;Remonstrant;0.0
1572;112;Posities A + B;Mannen;Christelijk Gereformeerd;0.0
1573;112;Posities A + B;Mannen;Doopsgezind;0.0
1574;112;Posities A + B;Mannen;Evangelisch Luthersch;0.0
1575;112;Posities A + B;Mannen;Hersteld Evangelisch Luthersch;0.0
1576;112;Posities A + B;Mannen;Behorend tot de gereformeerde kerken;0.0
1577;112;Posities A + B;Mannen;Roomsch-Katholiek;0.0
1578;112;Posities A + B;Mannen;Israëliet;0.0
1579;112;Posities A + B;Mannen;Tot een andere kerk. gezindte behorend;0.0
1580;112;Posities A + B;Mannen;Tot geen kerkelijke gezindte behorend;0.0
1581;112;Posities A + B;Mannen;Kerkelijke gezindte onbekend;0.0
1582;112;Posities A + B;Vrouwen;Totaal alle kerkelijke gezindten;0.0
1583;112;Posities A + B;Vrouwen;Nederduitsch Hervormd;0.0
1584;112;Posities A + B;Vrouwen;Waalsch Hervormd;0.0
1585;112;Posities A + B;Vrouwen;Remonstrant;0.0
1586;112;Posities A + B;Vrouwen;Christelijk Gereformeerd;0.0
1587;112;Posities A + B;Vrouwen;Doopsgezind;0.0
1588;112;Posities A + B;Vrouwen;Evangelisch Luthersch;0.0
1589;112;Posities A + B;Vrouwen;Hersteld Evangelisch Luthersch;0.0
1590;112;Posities A + B;Vrouwen;Behorend tot de gereformeerde kerken;0.0
1591;112;Posities A + B;Vrouwen;Roomsch-Katholiek;0.0
1592;112;Posities A + B;Vrouwen;Israëliet;0.0
1593;112;Posities A + B;Vrouwen;Tot een andere kerk. gezindte behorend;0.0
1594;112;Posities A + B;Vrouwen;Tot geen kerkelijke gezindte behorend;0.0
1595;112;Posities A + B;Vrouwen;Kerkelijke gezindte onbekend;0.0
1596;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;6919.0
1597;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Nederduitsch Hervormd;413.0
1598;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Waalsch Hervormd;7.0
1599;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Remonstrant;10.0
1600;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Christelijk Gereformeerd;6.0
1601;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Doopsgezind;15.0
1602;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Evangelisch Luthersch;123.0
1603;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;41.0
1604;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;45.0
1605;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Roomsch-Katholiek;336.0
1606;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Israëliet;3974.0
1607;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;49.0
1608;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;1900.0
1609;200;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1610;200;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;6276.0
1611;200;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;395.0
1612;200;Totaal der klasse of groep;Mannen;Waalsch Hervormd;7.0
1613;200;Totaal der klasse of groep;Mannen;Remonstrant;9.0
1614;200;Totaal der klasse of groep;Mannen;Christelijk Gereformeerd;6.0
1615;200;Totaal der klasse of groep;Mannen;Doopsgezind;15.0
1616;200;Totaal der klasse of groep;Mannen;Evangelisch Luthersch;118.0
1617;200;Totaal der klasse of groep;Mannen;Hersteld Evangelisch Luthersch;39.0
1618;200;Totaal der klasse of groep;Mannen;Behorend tot de gereformeerde kerken;43.0
1619;200;Totaal der klasse of groep;Mannen;Roomsch-Katholiek;324.0
1620;200;Totaal der klasse of groep;Mannen;Israëliet;3483.0
1621;200;Totaal der klasse of groep;Mannen;Tot een andere kerk. gezindte behorend;45.0
1622;200;Totaal der klasse of groep;Mannen;Tot geen kerkelijke gezindte behorend;1792.0
1623;200;Totaal der klasse of groep;Mannen;Kerkelijke gezindte onbekend;0.0
1624;200;Totaal der klasse of groep;Vrouwen;Totaal alle kerkelijke gezindten;643.0
1625;200;Totaal der klasse of groep;Vrouwen;Nederduitsch Hervormd;18.0
1626;200;Totaal der klasse of groep;Vrouwen;Waalsch Hervormd;0.0
1627;200;Totaal der klasse of groep;Vrouwen;Remonstrant;1.0
1628;200;Totaal der klasse of groep;Vrouwen;Christelijk Gereformeerd;0.0
1629;200;Totaal der klasse of groep;Vrouwen;Doopsgezind;0.0
1630;200;Totaal der klasse of groep;Vrouwen;Evangelisch Luthersch;5.0
1631;200;Totaal der klasse of groep;Vrouwen;Hersteld Evangelisch Luthersch;2.0
1632;200;Totaal der klasse of groep;Vrouwen;Behorend tot de gereformeerde kerken;2.0
1633;200;Totaal der klasse of groep;Vrouwen;Roomsch-Katholiek;12.0
1634;200;Totaal der klasse of groep;Vrouwen;Israëliet;491.0
1635;200;Totaal der klasse of groep;Vrouwen;Tot een andere kerk. gezindte behorend;4.0
1636;200;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;108.0
1637;200;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;0.0
1638;200;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;132.0
1639;200;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;5.0
1640;200;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;0.0
1641;200;Posities A + B;Totaal mannen en vrouwen;Remonstrant;0.0
1642;200;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;0.0
1643;200;Posities A + B;Totaal mannen en vrouwen;Doopsgezind;1.0
1644;200;Posities A + B;Totaal mannen en vrouwen;Evangelisch Luthersch;3.0
1645;200;Posities A + B;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;0.0
1646;200;Posities A + B;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;1.0
1647;200;Posities A + B;Totaal mannen en vrouwen;Roomsch-Katholiek;7.0
1648;200;Posities A + B;Totaal mannen en vrouwen;Israëliet;87.0
1649;200;Posities A + B;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;1.0
1650;200;Posities A + B;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;27.0
1651;200;Posities A + B;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1652;200;Posities A + B;Mannen;Totaal alle kerkelijke gezindten;131.0
1653;200;Posities A + B;Mannen;Nederduitsch Hervormd;5.0
1654;200;Posities A + B;Mannen;Waalsch Hervormd;0.0
1655;200;Posities A + B;Mannen;Remonstrant;0.0
1656;200;Posities A + B;Mannen;Christelijk Gereformeerd;0.0
1657;200;Posities A + B;Mannen;Doopsgezind;1.0
1658;200;Posities A + B;Mannen;Evangelisch Luthersch;3.0
1659;200;Posities A + B;Mannen;Hersteld Evangelisch Luthersch;0.0
1660;200;Posities A + B;Mannen;Behorend tot de gereformeerde kerken;1.0
1661;200;Posities A + B;Mannen;Roomsch-Katholiek;7.0
1662;200;Posities A + B;Mannen;Israëliet;86.0
1663;200;Posities A + B;Mannen;Tot een andere kerk. gezindte behorend;1.0
1664;200;Posities A + B;Mannen;Tot geen kerkelijke gezindte behorend;27.0
1665;200;Posities A + B;Mannen;Kerkelijke gezindte onbekend;0.0
1666;200;Posities A + B;Vrouwen;Totaal alle kerkelijke gezindten;1.0
1667;200;Posities A + B;Vrouwen;Nederduitsch Hervormd;0.0
1668;200;Posities A + B;Vrouwen;Waalsch Hervormd;0.0
1669;200;Posities A + B;Vrouwen;Remonstrant;0.0
1670;200;Posities A + B;Vrouwen;Christelijk Gereformeerd;0.0
1671;200;Posities A + B;Vrouwen;Doopsgezind;0.0
1672;200;Posities A + B;Vrouwen;Evangelisch Luthersch;0.0
1673;200;Posities A + B;Vrouwen;Hersteld Evangelisch Luthersch;0.0
1674;200;Posities A + B;Vrouwen;Behorend tot de gereformeerde kerken;0.0
1675;200;Posities A + B;Vrouwen;Roomsch-Katholiek;0.0
1676;200;Posities A + B;Vrouwen;Israëliet;1.0
1677;200;Posities A + B;Vrouwen;Tot een andere kerk. gezindte behorend;0.0
1678;200;Posities A + B;Vrouwen;Tot geen kerkelijke gezindte behorend;0.0
1679;200;Posities A + B;Vrouwen;Kerkelijke gezindte onbekend;0.0
1680;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;30867.0
1681;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Nederduitsch Hervormd;8844.0
1682;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Waalsch Hervormd;32.0
1683;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Remonstrant;139.0
1684;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Christelijk Gereformeerd;186.0
1685;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Doopsgezind;298.0
1686;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Evangelisch Luthersch;556.0
1687;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;96.0
1688;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;1848.0
1689;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Roomsch-Katholiek;9031.0
1690;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Israëliet;497.0
1691;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;702.0
1692;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;8638.0
1693;300;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1694;300;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;28702.0
1695;300;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;8222.0
1696;300;Totaal der klasse of groep;Mannen;Waalsch Hervormd;30.0
1697;300;Totaal der klasse of groep;Mannen;Remonstrant;118.0
1698;300;Totaal der klasse of groep;Mannen;Christelijk Gereformeerd;177.0
1699;300;Totaal der klasse of groep;Mannen;Doopsgezind;268.0
1700;300;Totaal der klasse of groep;Mannen;Evangelisch Luthersch;503.0
1701;300;Totaal der klasse of groep;Mannen;Hersteld Evangelisch Luthersch;88.0
1702;300;Totaal der klasse of groep;Mannen;Behorend tot de gereformeerde kerken;1730.0
1703;300;Totaal der klasse of groep;Mannen;Roomsch-Katholiek;8333.0
1704;300;Totaal der klasse of groep;Mannen;Israëliet;444.0
1705;300;Totaal der klasse of groep;Mannen;Tot een andere kerk. gezindte behorend;652.0
1706;300;Totaal der klasse of groep;Mannen;Tot geen kerkelijke gezindte behorend;8137.0
1707;300;Totaal der klasse of groep;Mannen;Kerkelijke gezindte onbekend;0.0
1708;300;Totaal der klasse of groep;Vrouwen;Totaal alle kerkelijke gezindten;2165.0
1709;300;Totaal der klasse of groep;Vrouwen;Nederduitsch Hervormd;622.0
1710;300;Totaal der klasse of groep;Vrouwen;Waalsch Hervormd;2.0
1711;300;Totaal der klasse of groep;Vrouwen;Remonstrant;21.0
1712;300;Totaal der klasse of groep;Vrouwen;Christelijk Gereformeerd;9.0
1713;300;Totaal der klasse of groep;Vrouwen;Doopsgezind;30.0
1714;300;Totaal der klasse of groep;Vrouwen;Evangelisch Luthersch;53.0
1715;300;Totaal der klasse of groep;Vrouwen;Hersteld Evangelisch Luthersch;8.0
1716;300;Totaal der klasse of groep;Vrouwen;Behorend tot de gereformeerde kerken;118.0
1717;300;Totaal der klasse of groep;Vrouwen;Roomsch-Katholiek;698.0
1718;300;Totaal der klasse of groep;Vrouwen;Israëliet;53.0
1719;300;Totaal der klasse of groep;Vrouwen;Tot een andere kerk. gezindte behorend;50.0
1720;300;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;501.0
1721;300;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;0.0
1722;300;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;3241.0
1723;300;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;913.0
1724;300;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;9.0
1725;300;Posities A + B;Totaal mannen en vrouwen;Remonstrant;38.0
1726;300;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;18.0
1727;300;Posities A + B;Totaal mannen en vrouwen;Doopsgezind;72.0
1728;300;Posities A + B;Totaal mannen en vrouwen;Evangelisch Luthersch;56.0
1729;300;Posities A + B;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;7.0
1730;300;Posities A + B;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;243.0
1731;300;Posities A + B;Totaal mannen en vrouwen;Roomsch-Katholiek;837.0
1732;300;Posities A + B;Totaal mannen en vrouwen;Israëliet;123.0
1733;300;Posities A + B;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;92.0
1734;300;Posities A + B;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;833.0
1735;300;Posities A + B;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1736;300;Posities A + B;Mannen;Totaal alle kerkelijke gezindten;3131.0
1737;300;Posities A + B;Mannen;Nederduitsch Hervormd;883.0
1738;300;Posities A + B;Mannen;Waalsch Hervormd;9.0
1739;300;Posities A + B;Mannen;Remonstrant;36.0
1740;300;Posities A + B;Mannen;Christelijk Gereformeerd;18.0
1741;300;Posities A + B;Mannen;Doopsgezind;71.0
1742;300;Posities A + B;Mannen;Evangelisch Luthersch;55.0
1743;300;Posities A + B;Mannen;Hersteld Evangelisch Luthersch;7.0
1744;300;Posities A + B;Mannen;Behorend tot de gereformeerde kerken;231.0
1745;300;Posities A + B;Mannen;Roomsch-Katholiek;805.0
1746;300;Posities A + B;Mannen;Israëliet;121.0
1747;300;Posities A + B;Mannen;Tot een andere kerk. gezindte behorend;86.0
1748;300;Posities A + B;Mannen;Tot geen kerkelijke gezindte behorend;809.0
1749;300;Posities A + B;Mannen;Kerkelijke gezindte onbekend;0.0
1750;300;Posities A + B;Vrouwen;Totaal alle kerkelijke gezindten;110.0
1751;300;Posities A + B;Vrouwen;Nederduitsch Hervormd;30.0
1752;300;Posities A + B;Vrouwen;Waalsch Hervormd;0.0
1753;300;Posities A + B;Vrouwen;Remonstrant;2.0
1754;300;Posities A + B;Vrouwen;Christelijk Gereformeerd;0.0
1755;300;Posities A + B;Vrouwen;Doopsgezind;1.0
1756;300;Posities A + B;Vrouwen;Evangelisch Luthersch;1.0
1757;300;Posities A + B;Vrouwen;Hersteld Evangelisch Luthersch;0.0
1758;300;Posities A + B;Vrouwen;Behorend tot de gereformeerde kerken;12.0
1759;300;Posities A + B;Vrouwen;Roomsch-Katholiek;32.0
1760;300;Posities A + B;Vrouwen;Israëliet;2.0
1761;300;Posities A + B;Vrouwen;Tot een andere kerk. gezindte behorend;6.0
1762;300;Posities A + B;Vrouwen;Tot geen kerkelijke gezindte behorend;24.0
1763;300;Posities A + B;Vrouwen;Kerkelijke gezindte onbekend;0.0
1764;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;24319.0
1765;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Nederduitsch Hervormd;7356.0
1766;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Waalsch Hervormd;16.0
1767;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Remonstrant;93.0
1768;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Christelijk Gereformeerd;155.0
1769;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Doopsgezind;221.0
1770;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Evangelisch Luthersch;375.0
1771;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;72.0
1772;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;1588.0
1773;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Roomsch-Katholiek;7211.0
1774;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Israëliet;301.0
1775;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;535.0
1776;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;6396.0
1777;301;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;0.0
1778;301;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;22881.0
1779;301;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;6916.0
1780;301;Totaal der klasse of groep;Mannen;Waalsch Hervormd;16.0
1781;301;Totaal der klasse of groep;Mannen;Remonstrant;79.0
1782;301;Totaal der klasse of groep;Mannen;Christelijk Gereformeerd;148.0
1783;301;Totaal der klasse of groep;Mannen;Doopsgezind;203.0
1784;301;Totaal der klasse of groep;Mannen;Evangelisch Luthersch;345.0
1785;301;Totaal der klasse of groep;Mannen;Hersteld Evangelisch Luthersch;66.0
1786;301;Totaal der klasse of groep;Mannen;Behorend tot de gereformeerde kerken;1497.0
1787;301;Totaal der klasse of groep;Mannen;Roomsch-Katholiek;6745.0
1788;301;Totaal der klasse of groep;Mannen;Israëliet;283.0
1789;301;Totaal der klasse of groep;Mannen;Tot een andere kerk. gezindte behorend;502.0
1790;301;Totaal der klasse of groep;Mannen;Tot geen kerkelijke gezindte behorend;6081.0
1791;301;Totaal der klasse of groep;Mannen;Kerkelijke gezindte onbekend;0.0
1792;301;Totaal der klasse of groep;Vrouwen;Totaal alle kerkelijke gezindten;1438.0
1793;301;Totaal der klasse of groep;Vrouwen;Nederduitsch Hervormd;440.0
1794;301;Totaal der klasse of groep;Vrouwen;Waalsch Hervormd;0.0
1795;301;Totaal der klasse of groep;Vrouwen;Remonstrant;14.0
1796;301;Totaal der klasse of groep;Vrouwen;Christelijk Gereformeerd;7.0
1797;301;Totaal der klasse of groep;Vrouwen;Doopsgezind;18.0
1798;301;Totaal der klasse of groep;Vrouwen;Evangelisch Luthersch;30.0
1799;301;Totaal der klasse of groep;Vrouwen;Hersteld Evangelisch Luthersch;6.0
1800;301;Totaal der klasse of groep;Vrouwen;Behorend tot de gereformeerde kerken;91.0
1801;301;Totaal der klasse of groep;Vrouwen;Roomsch-Katholiek;466.0
1802;301;Totaal der klasse of groep;Vrouwen;Israëliet;18.0
1803;301;Totaal der klasse of groep;Vrouwen;Tot een andere kerk. gezindte behorend;33.0
1804;301;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;315.0
1805;301;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;0.0
1806;301;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;1982.0
1807;301;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;629.0
1808;301;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;5.0
1809;301;Posities A + B;Totaal mannen en vrouwen;Remonstrant;21.0
1810;301;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;15.0
