ID;Geslacht;Onderwijssoort;Migratieachtergrond;Generatie;WoonregioSchoolregio;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
2311;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2012/'13;;;
2312;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2013/'14;;;
2313;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2014/'15;;;
2314;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2015/'16;;;
2315;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2016/'17;;;
2316;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2017/'18;;;
2317;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2018/'19;;;
2318;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2019/'20;;;
2319;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Rotterdam;2020/'21;;;
2320;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2005/'06;;;
2321;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2006/'07;;;
2322;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2007/'08;;;
2323;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2008/'09;;;
2324;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2009/'10;;;
2325;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2010/'11;;;
2326;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2011/'12;;;
2327;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2012/'13;;;
2328;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2013/'14;;;
2329;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2014/'15;;;
2330;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2015/'16;;;
2331;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2016/'17;;;
2332;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2017/'18;;;
2333;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2018/'19;;;
2334;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2019/'20;;;
2335;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Utrecht;2020/'21;;;
2336;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2005/'06;;;
2337;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;;;
2338;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;;;
2339;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;;;
2340;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;;;
2341;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;;;
2342;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;;;
2343;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;;;
2344;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;;;
2345;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;;;
2346;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;;;
2347;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;;;
2348;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;;;
2349;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;;;
2350;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;;;
2351;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;;;
2352;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2005/'06;;;
2353;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2006/'07;;;
2354;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2007/'08;;;
2355;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2008/'09;;;
2356;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2009/'10;;;
2357;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2010/'11;;;
2358;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2011/'12;;;
2359;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2012/'13;;;
2360;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2013/'14;;;
2361;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2014/'15;;;
2362;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2015/'16;;;
2363;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2016/'17;;;
2364;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2017/'18;;;
2365;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2018/'19;;;
2366;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2019/'20;;;
2367;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2020/'21;;;
2368;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2005/'06;;;
2369;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2006/'07;;;
2370;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2007/'08;;;
2371;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2008/'09;;;
2372;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2009/'10;;;
2373;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2010/'11;;;
2374;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2011/'12;;;
2375;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2012/'13;;;
2376;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2013/'14;;;
2377;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2014/'15;;;
2378;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2015/'16;;;
2379;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2016/'17;;;
2380;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2017/'18;;;
2381;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2018/'19;;;
2382;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2019/'20;;;
2383;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;"Gemeenten; niet in te delen";2020/'21;;;
2384;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2005/'06;;;
2385;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2006/'07;;;
2386;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2007/'08;;;
2387;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2008/'09;;;
2388;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2009/'10;;;
2389;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2010/'11;;;
2390;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2011/'12;;;
2391;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2012/'13;;;
2392;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2013/'14;;;
2393;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2014/'15;;;
2394;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2015/'16;;;
2395;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2016/'17;;;
2396;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2017/'18;;;
2397;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2018/'19;;;
2398;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2019/'20;;;
2399;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Noord-Nederland (LD);2020/'21;;;
2400;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2005/'06;;;
2401;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2006/'07;;;
2402;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2007/'08;;;
2403;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2008/'09;;;
2404;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2009/'10;;;
2405;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2010/'11;;;
2406;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2011/'12;;;
2407;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2012/'13;;;
2408;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2013/'14;;;
2409;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2014/'15;;;
2410;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2015/'16;;;
2411;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2016/'17;;;
2412;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2017/'18;;;
2413;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2018/'19;;;
2414;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2019/'20;;;
2415;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Oost-Nederland (LD);2020/'21;;;
2416;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2005/'06;;;
2417;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2006/'07;;;
2418;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2007/'08;;;
2419;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2008/'09;;;
2420;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2009/'10;;;
2421;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2010/'11;;;
2422;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2011/'12;;;
2423;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2012/'13;;;
2424;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2013/'14;;;
2425;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2014/'15;;;
2426;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2015/'16;;;
2427;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2016/'17;;;
2428;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2017/'18;;;
2429;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2018/'19;;;
2430;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2019/'20;;;
2431;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;West-Nederland (LD);2020/'21;;;
2432;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2005/'06;;;
2433;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2006/'07;;;
2434;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2007/'08;;;
2435;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2008/'09;;;
2436;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2009/'10;;;
2437;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2010/'11;;;
2438;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2011/'12;;;
2439;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2012/'13;;;
2440;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2013/'14;;;
2441;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2014/'15;;;
2442;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2015/'16;;;
2443;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2016/'17;;;
2444;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2017/'18;;;
2445;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2018/'19;;;
2446;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2019/'20;;;
2447;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Zuid-Nederland (LD);2020/'21;;;
2448;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2005/'06;;;
2449;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2006/'07;;;
2450;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2007/'08;;;
2451;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2008/'09;;;
2452;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2009/'10;;;
2453;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2010/'11;;;
2454;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2011/'12;;;
2455;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2012/'13;;;
2456;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2013/'14;;;
2457;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2014/'15;;;
2458;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2015/'16;;;
2459;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2016/'17;;;
2460;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2017/'18;;;
2461;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2018/'19;;;
2462;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2019/'20;;;
2463;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Woonregio;Niet in te delen (LD);2020/'21;;;
2464;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2005/'06;;;
2465;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2006/'07;;;
2466;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2007/'08;;;
2467;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2008/'09;;;
2468;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2009/'10;;;
2469;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2010/'11;;;
2470;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2011/'12;;;
2471;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2012/'13;;;
2472;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2013/'14;;;
2473;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2014/'15;;;
2474;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2015/'16;;;
2475;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2016/'17;;;
2476;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2017/'18;;;
2477;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2018/'19;;;
2478;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2019/'20;;;
2479;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Nederland;2020/'21;;;
2480;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2005/'06;;;
2481;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2006/'07;;;
2482;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2007/'08;;;
2483;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2008/'09;;;
2484;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2009/'10;;;
2485;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2010/'11;;;
2486;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2011/'12;;;
2487;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2012/'13;;;
2488;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2013/'14;;;
2489;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2014/'15;;;
2490;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2015/'16;;;
2491;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2016/'17;;;
2492;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2017/'18;;;
2493;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2018/'19;;;
2494;Totaal mannen en vrouwen;Vwo;Nederlandse achtergrond;1e generatie migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2019/'20;;;
