ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;NederlandseBevolking_1;PersonenMetEenUitkering_2;PersonenMetWAOWajongWAZUitkering_3;PersonenMetEenABWUitkering_4;PersonenMetWWUitkering_5;PersonenMetIOAWIOAZUitkering_6;PersonenMetEenUitkering_7;PersonenMetWAOWajongWAZUitkering_8;PersonenMetEenABWUitkering_9;PersonenMetWWUitkering_10;PersonenMetIOAWIOAZUitkering_11
753;Mannen en vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2002;10.0;2.5;0.4;1.8;0.3;0.0;24.8;4.1;18.1;3.0;0.0
754;Mannen en vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2003;9.9;2.8;0.4;1.9;0.5;0.0;27.9;4.0;19.2;5.4;0.0
755;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;1999;8.0;2.4;0.3;2.0;0.2;0.0;29.7;3.4;24.5;2.2;0.0
756;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2000;8.4;2.3;0.3;1.9;0.2;0.0;27.3;3.6;22.1;2.1;0.0
757;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2001;8.6;2.2;0.3;1.8;0.2;0.0;26.0;3.9;20.5;2.0;0.0
758;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2002;8.5;2.3;0.3;1.7;0.3;0.0;26.8;3.8;20.4;3.0;0.0
759;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2003;8.2;2.5;0.3;1.8;0.5;0.0;30.6;3.4;22.1;5.6;0.0
760;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;1999;0.8;0.1;0.0;0.0;0.0;0.0;10.9;5.1;4.6;1.3;0.0
761;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2000;1.0;0.1;0.1;0.0;0.0;0.0;11.8;5.6;5.0;1.4;0.0
762;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2001;1.2;0.1;0.1;0.1;0.0;0.0;12.2;5.8;5.6;1.0;0.0
763;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2002;1.4;0.2;0.1;0.1;0.0;0.0;12.7;5.8;4.9;2.6;0.0
764;Mannen en vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2003;1.7;0.3;0.1;0.1;0.1;0.0;15.4;6.4;5.4;4.1;0.0
765;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;1999;44.4;10.8;0.9;9.0;1.0;0.0;24.2;2.0;20.3;2.2;0.1
766;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2000;47.1;10.5;1.0;8.8;0.8;0.0;22.3;2.2;18.6;1.8;0.0
767;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2001;50.6;11.1;1.2;9.2;0.9;0.0;22.0;2.4;18.1;1.9;0.0
768;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2002;52.2;11.8;1.3;9.3;1.4;0.0;22.6;2.6;17.7;2.7;0.0
769;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2003;53.9;13.7;1.4;10.4;2.3;0.0;25.5;2.5;19.2;4.2;0.0
770;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;1999;43.4;10.6;0.8;9.0;1.0;0.0;24.5;1.9;20.7;2.2;0.1
771;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2000;45.9;10.3;1.0;8.7;0.8;0.0;22.6;2.1;19.0;1.8;0.0
772;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2001;49.3;11.0;1.1;9.1;0.9;0.0;22.3;2.3;18.4;1.9;0.0
773;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2002;50.7;11.6;1.3;9.2;1.4;0.0;22.9;2.5;18.1;2.7;0.0
774;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2003;52.2;13.5;1.3;10.3;2.2;0.0;25.9;2.4;19.7;4.2;0.0
775;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;1999;1.1;0.1;0.1;0.1;0.0;0.0;12.4;5.4;5.8;1.6;0.1
776;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2000;1.2;0.1;0.1;0.1;0.0;0.0;10.9;5.8;4.7;0.7;0.0
777;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2001;1.3;0.2;0.1;0.1;0.0;0.0;12.3;6.0;4.9;1.7;0.0
778;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2002;1.5;0.2;0.1;0.1;0.0;0.0;11.8;5.9;4.4;2.0;0.0
779;Mannen en vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2003;1.6;0.2;0.1;0.1;0.1;0.0;13.3;5.6;3.8;4.5;0.0
780;Mannen en vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;1999;1214.3;155.6;87.5;53.2;19.5;0.7;12.8;7.2;4.4;1.6;0.1
781;Mannen en vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2000;1235.3;153.9;91.6;50.7;15.9;0.6;12.5;7.4;4.1;1.3;0.0
782;Mannen en vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2001;1257.2;154.8;95.5;48.9;14.9;0.5;12.3;7.6;3.9;1.2;0.0
783;Mannen en vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2002;1275.7;161.3;96.9;48.7;20.9;0.5;12.6;7.6;3.8;1.6;0.0
784;Mannen en vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2003;1293.5;172.7;95.1;51.1;33.1;0.5;13.4;7.4;4.0;2.6;0.0
785;Mannen en vrouwen;40 tot 45 jaar;Autochtonen;1999;1010.3;112.2;72.1;28.7;14.7;0.4;11.1;7.1;2.8;1.5;0.0
786;Mannen en vrouwen;40 tot 45 jaar;Autochtonen;2000;1020.0;109.4;74.7;26.0;11.7;0.4;10.7;7.3;2.5;1.1;0.0
787;Mannen en vrouwen;40 tot 45 jaar;Autochtonen;2001;1033.3;108.9;77.1;24.4;10.6;0.3;10.5;7.5;2.4;1.0;0.0
788;Mannen en vrouwen;40 tot 45 jaar;Autochtonen;2002;1041.6;111.9;77.4;23.5;14.7;0.2;10.7;7.4;2.3;1.4;0.0
789;Mannen en vrouwen;40 tot 45 jaar;Autochtonen;2003;1051.0;117.9;75.3;24.2;23.0;0.2;11.2;7.2;2.3;2.2;0.0
790;Mannen en vrouwen;40 tot 45 jaar;Allochtonen;1999;204.0;43.4;15.3;24.5;4.7;0.3;21.3;7.5;12.0;2.3;0.1
791;Mannen en vrouwen;40 tot 45 jaar;Allochtonen;2000;215.3;44.5;16.9;24.7;4.2;0.3;20.7;7.8;11.5;2.0;0.1
792;Mannen en vrouwen;40 tot 45 jaar;Allochtonen;2001;223.9;45.8;18.3;24.6;4.2;0.2;20.5;8.2;11.0;1.9;0.1
793;Mannen en vrouwen;40 tot 45 jaar;Allochtonen;2002;234.1;49.4;19.6;25.2;6.2;0.2;21.1;8.4;10.8;2.7;0.1
794;Mannen en vrouwen;40 tot 45 jaar;Allochtonen;2003;242.4;54.8;19.8;27.0;10.1;0.2;22.6;8.2;11.1;4.2;0.1
795;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;1999;139.4;34.6;10.4;21.7;3.5;0.3;24.9;7.4;15.5;2.5;0.2
796;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2000;149.5;35.9;11.6;22.1;3.2;0.2;24.0;7.8;14.8;2.2;0.2
797;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2001;156.3;37.0;12.8;22.1;3.3;0.2;23.7;8.2;14.1;2.1;0.1
798;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2002;164.8;40.1;13.8;22.7;4.8;0.2;24.3;8.4;13.8;2.9;0.1
799;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2003;171.5;44.7;14.2;24.3;7.8;0.2;26.1;8.3;14.2;4.6;0.1
800;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 2e generatie;1999;64.7;8.7;5.0;2.8;1.2;0.0;13.5;7.7;4.4;1.8;0.0
801;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 2e generatie;2000;65.8;8.6;5.2;2.6;1.0;0.0;13.0;8.0;4.0;1.5;0.0
802;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 2e generatie;2001;67.5;8.8;5.6;2.5;1.0;0.0;13.0;8.2;3.8;1.4;0.0
803;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 2e generatie;2002;69.3;9.3;5.7;2.5;1.4;0.0;13.5;8.3;3.6;2.1;0.0
804;Mannen en vrouwen;40 tot 45 jaar;Allochtonen, 2e generatie;2003;71.0;10.1;5.6;2.6;2.3;0.0;14.3;7.9;3.7;3.2;0.0
805;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen;1999;110.3;14.8;7.1;6.0;2.1;0.0;13.4;6.5;5.4;1.9;0.0
806;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen;2000;111.6;14.1;7.4;5.4;1.7;0.0;12.7;6.7;4.8;1.5;0.0
807;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen;2001;113.8;14.1;7.7;5.1;1.7;0.0;12.4;6.8;4.5;1.5;0.0
808;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen;2002;115.2;14.8;7.9;5.0;2.4;0.0;12.8;6.8;4.3;2.1;0.0
809;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen;2003;116.8;16.2;7.7;5.3;3.8;0.0;13.9;6.6;4.5;3.3;0.0
810;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 1e generatie;1999;48.0;6.4;2.4;3.3;0.9;0.0;13.4;4.9;6.9;1.9;0.1
811;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 1e generatie;2000;48.3;5.9;2.4;2.9;0.8;0.0;12.2;5.0;6.0;1.6;0.0
812;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 1e generatie;2001;49.1;5.7;2.4;2.7;0.7;0.0;11.7;4.9;5.5;1.5;0.0
813;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 1e generatie;2002;49.0;6.0;2.4;2.7;1.0;0.0;12.1;5.0;5.4;2.1;0.0
814;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 1e generatie;2003;49.4;6.7;2.4;2.8;1.7;0.0;13.5;4.8;5.7;3.4;0.0
815;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 2e generatie;1999;62.4;8.3;4.8;2.7;1.1;0.0;13.4;7.7;4.3;1.8;0.0
816;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 2e generatie;2000;63.2;8.2;5.0;2.5;0.9;0.0;13.0;8.0;3.9;1.5;0.0
817;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 2e generatie;2001;64.7;8.4;5.3;2.4;0.9;0.0;12.9;8.2;3.7;1.4;0.0
818;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 2e generatie;2002;66.2;8.8;5.4;2.3;1.3;0.0;13.3;8.2;3.5;2.0;0.0
819;Mannen en vrouwen;40 tot 45 jaar;Westerse allochtonen, 2e generatie;2003;67.5;9.6;5.3;2.5;2.1;0.0;14.2;7.8;3.7;3.2;0.0
820;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;1999;93.8;28.6;8.2;18.5;2.7;0.2;30.5;8.7;19.8;2.8;0.2
821;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2000;103.7;30.4;9.4;19.3;2.5;0.2;29.3;9.1;18.6;2.4;0.2
822;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2001;110.1;31.7;10.6;19.5;2.6;0.2;28.8;9.6;17.7;2.3;0.2
823;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2002;118.9;34.6;11.7;20.2;3.8;0.2;29.1;9.8;17.0;3.2;0.2
824;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen;2003;125.6;38.6;12.2;21.6;6.3;0.2;30.7;9.7;17.2;5.0;0.2
825;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 1e generatie;1999;91.4;28.2;8.0;18.4;2.6;0.2;30.9;8.8;20.1;2.9;0.2
826;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 1e generatie;2000;101.2;30.0;9.2;19.2;2.5;0.2;29.7;9.1;18.9;2.5;0.2
827;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 1e generatie;2001;107.3;31.3;10.3;19.3;2.5;0.2;29.2;9.6;18.0;2.4;0.2
828;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 1e generatie;2002;115.8;34.1;11.4;20.1;3.7;0.2;29.5;9.9;17.3;3.2;0.2
829;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 1e generatie;2003;122.1;38.0;11.9;21.5;6.1;0.2;31.2;9.7;17.6;5.0;0.2
830;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 2e generatie;1999;2.4;0.4;0.2;0.2;0.0;0.0;16.7;8.4;6.9;2.0;0.0
831;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 2e generatie;2000;2.6;0.4;0.2;0.1;0.0;0.0;15.1;8.6;5.6;1.4;0.0
832;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 2e generatie;2001;2.8;0.4;0.2;0.1;0.0;0.0;15.2;8.8;5.2;1.6;0.0
833;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 2e generatie;2002;3.1;0.5;0.3;0.1;0.1;0.0;15.8;9.0;4.7;2.5;0.0
834;Mannen en vrouwen;40 tot 45 jaar;Niet-westerse allochtonen, 2e generatie;2003;3.5;0.6;0.3;0.2;0.1;0.0;15.9;8.2;4.9;3.5;0.0
835;Mannen en vrouwen;40 tot 45 jaar;Marokkanen;1999;12.1;4.8;1.4;3.2;0.3;0.1;40.0;12.0;26.3;2.7;0.7
836;Mannen en vrouwen;40 tot 45 jaar;Marokkanen;2000;13.6;5.4;1.8;3.5;0.3;0.1;39.9;13.0;25.8;2.5;0.6
837;Mannen en vrouwen;40 tot 45 jaar;Marokkanen;2001;14.8;5.9;2.0;3.7;0.3;0.1;39.9;13.8;25.2;2.3;0.6
838;Mannen en vrouwen;40 tot 45 jaar;Marokkanen;2002;16.3;6.5;2.3;4.0;0.5;0.1;39.7;13.8;24.2;3.1;0.6
839;Mannen en vrouwen;40 tot 45 jaar;Marokkanen;2003;17.6;7.1;2.3;4.3;0.9;0.1;40.5;13.2;24.2;4.9;0.6
840;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 1e generatie;1999;12.1;4.8;1.4;3.2;0.3;0.1;40.0;12.0;26.3;2.7;0.7
841;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 1e generatie;2000;13.6;5.4;1.8;3.5;0.3;0.1;39.9;13.0;25.9;2.5;0.6
842;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 1e generatie;2001;14.8;5.9;2.0;3.7;0.3;0.1;39.9;13.8;25.2;2.3;0.6
843;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 1e generatie;2002;16.3;6.5;2.3;4.0;0.5;0.1;39.7;13.8;24.2;3.1;0.6
844;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 1e generatie;2003;17.6;7.1;2.3;4.3;0.9;0.1;40.5;13.2;24.2;4.9;0.6
845;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 2e generatie;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
846;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 2e generatie;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
847;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 2e generatie;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
848;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 2e generatie;2002;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0
849;Mannen en vrouwen;40 tot 45 jaar;Marokkanen, 2e generatie;2003;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0
850;Mannen en vrouwen;40 tot 45 jaar;Turken;1999;14.6;6.0;2.9;2.7;0.6;0.1;40.8;19.6;18.4;4.3;0.7
851;Mannen en vrouwen;40 tot 45 jaar;Turken;2000;17.4;6.8;3.5;2.8;0.7;0.1;38.9;19.9;16.3;4.1;0.6
852;Mannen en vrouwen;40 tot 45 jaar;Turken;2001;18.8;7.1;3.8;2.9;0.7;0.1;37.9;20.4;15.3;3.6;0.5
853;Mannen en vrouwen;40 tot 45 jaar;Turken;2002;21.9;8.4;4.5;3.2;1.0;0.1;38.1;20.4;14.6;4.7;0.4
854;Mannen en vrouwen;40 tot 45 jaar;Turken;2003;24.8;9.6;4.9;3.5;1.7;0.1;38.9;19.8;14.2;6.8;0.3
855;Mannen en vrouwen;40 tot 45 jaar;Turken, 1e generatie;1999;14.6;6.0;2.9;2.7;0.6;0.1;40.8;19.6;18.4;4.3;0.7
856;Mannen en vrouwen;40 tot 45 jaar;Turken, 1e generatie;2000;17.4;6.8;3.5;2.8;0.7;0.1;38.9;19.9;16.4;4.1;0.6
857;Mannen en vrouwen;40 tot 45 jaar;Turken, 1e generatie;2001;18.8;7.1;3.8;2.9;0.7;0.1;37.9;20.4;15.3;3.6;0.5
858;Mannen en vrouwen;40 tot 45 jaar;Turken, 1e generatie;2002;21.9;8.3;4.5;3.2;1.0;0.1;38.1;20.4;14.6;4.7;0.4
859;Mannen en vrouwen;40 tot 45 jaar;Turken, 1e generatie;2003;24.7;9.6;4.9;3.5;1.7;0.1;38.9;19.8;14.2;6.8;0.3
860;Mannen en vrouwen;40 tot 45 jaar;Turken, 2e generatie;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
861;Mannen en vrouwen;40 tot 45 jaar;Turken, 2e generatie;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
862;Mannen en vrouwen;40 tot 45 jaar;Turken, 2e generatie;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
863;Mannen en vrouwen;40 tot 45 jaar;Turken, 2e generatie;2002;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0
864;Mannen en vrouwen;40 tot 45 jaar;Turken, 2e generatie;2003;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0
865;Mannen en vrouwen;40 tot 45 jaar;Surinamers;1999;26.0;6.9;2.4;4.0;0.7;0.0;26.4;9.3;15.2;2.7;0.0
866;Mannen en vrouwen;40 tot 45 jaar;Surinamers;2000;26.8;6.6;2.5;3.7;0.6;0.0;24.5;9.4;13.8;2.1;0.0
867;Mannen en vrouwen;40 tot 45 jaar;Surinamers;2001;27.6;6.5;2.7;3.4;0.6;0.0;23.7;9.9;12.4;2.1;0.0
868;Mannen en vrouwen;40 tot 45 jaar;Surinamers;2002;28.5;6.6;2.8;3.3;0.8;0.0;23.2;9.8;11.4;2.8;0.0
869;Mannen en vrouwen;40 tot 45 jaar;Surinamers;2003;29.2;6.9;2.7;3.2;1.3;0.0;23.6;9.1;10.9;4.6;0.0
870;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 1e generatie;1999;24.9;6.7;2.3;3.9;0.7;0.0;26.8;9.3;15.6;2.7;0.0
871;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 1e generatie;2000;25.6;6.4;2.4;3.6;0.5;0.0;24.9;9.4;14.1;2.1;0.0
872;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 1e generatie;2001;26.3;6.3;2.6;3.3;0.6;0.0;24.0;9.9;12.7;2.2;0.0
873;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 1e generatie;2002;26.9;6.3;2.6;3.2;0.8;0.0;23.6;9.8;11.7;2.8;0.0
874;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 1e generatie;2003;27.5;6.6;2.5;3.1;1.3;0.0;24.0;9.1;11.2;4.7;0.0
875;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 2e generatie;1999;1.1;0.2;0.1;0.1;0.0;0.0;19.2;9.0;8.4;2.3;0.0
876;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 2e generatie;2000;1.2;0.2;0.1;0.1;0.0;0.0;16.8;9.0;6.9;1.4;0.0
877;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 2e generatie;2001;1.4;0.2;0.1;0.1;0.0;0.0;17.4;9.5;6.7;1.5;0.0
878;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 2e generatie;2002;1.5;0.3;0.1;0.1;0.0;0.0;17.6;9.5;5.8;2.6;0.0
879;Mannen en vrouwen;40 tot 45 jaar;Surinamers, 2e generatie;2003;1.8;0.3;0.2;0.1;0.1;0.0;17.4;8.7;5.9;3.4;0.0
880;Mannen en vrouwen;40 tot 45 jaar;Antillianen en Arubanen;1999;7.4;2.1;0.4;1.5;0.2;0.0;28.2;5.6;20.6;2.5;0.0
881;Mannen en vrouwen;40 tot 45 jaar;Antillianen en Arubanen;2000;8.2;2.2;0.5;1.7;0.1;0.0;27.2;5.5;20.4;1.7;0.0
882;Mannen en vrouwen;40 tot 45 jaar;Antillianen en Arubanen;2001;8.8;2.3;0.5;1.7;0.2;0.0;26.4;5.6;19.2;2.0;0.0
883;Mannen en vrouwen;40 tot 45 jaar;Antillianen en Arubanen;2002;9.2;2.4;0.5;1.7;0.3;0.0;26.6;5.5;18.9;2.8;0.0
884;Mannen en vrouwen;40 tot 45 jaar;Antillianen en Arubanen;2003;9.3;2.6;0.5;1.8;0.4;0.0;28.3;5.4;18.9;4.7;0.0
885;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 1e generatie;1999;7.0;2.0;0.4;1.5;0.2;0.0;29.0;5.4;21.5;2.6;0.0
886;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 1e generatie;2000;7.8;2.2;0.4;1.7;0.1;0.0;28.0;5.3;21.4;1.8;0.0
887;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 1e generatie;2001;8.3;2.2;0.4;1.7;0.2;0.0;27.1;5.4;20.2;2.0;0.0
888;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 1e generatie;2002;8.6;2.4;0.5;1.7;0.2;0.0;27.5;5.4;20.0;2.9;0.0
889;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 1e generatie;2003;8.6;2.5;0.4;1.7;0.4;0.0;29.6;5.2;20.2;4.9;0.0
890;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 2e generatie;1999;0.4;0.1;0.0;0.0;0.0;0.0;14.8;9.1;5.5;0.8;0.0
891;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 2e generatie;2000;0.4;0.1;0.0;0.0;0.0;0.0;13.3;9.2;4.0;0.9;0.0
892;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 2e generatie;2001;0.5;0.1;0.0;0.0;0.0;0.0;13.6;8.7;3.9;1.4;0.0
893;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 2e generatie;2002;0.6;0.1;0.0;0.0;0.0;0.0;12.5;7.8;3.2;1.5;0.0
894;Mannen en vrouwen;40 tot 45 jaar;Antillianen, 2e generatie;2003;0.7;0.1;0.0;0.0;0.0;0.0;12.1;7.0;3.1;2.4;0.0
895;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allochtonen;1999;33.7;8.9;1.1;7.2;0.8;0.0;26.3;3.1;21.3;2.4;0.1
896;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allochtonen;2000;37.8;9.4;1.3;7.6;0.8;0.0;25.0;3.3;20.1;2.0;0.0
897;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allochtonen;2001;40.1;9.8;1.5;7.8;0.8;0.0;24.5;3.7;19.4;2.0;0.1
898;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allochtonen;2002;43.0;10.7;1.7;8.1;1.2;0.0;24.9;3.9;18.8;2.8;0.1
899;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allochtonen;2003;44.7;12.3;1.7;8.9;1.9;0.0;27.5;3.9;20.0;4.4;0.0
900;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 1e gen.;1999;32.8;8.7;1.0;7.1;0.8;0.0;26.6;3.0;21.7;2.4;0.1
901;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 1e gen.;2000;36.9;9.3;1.2;7.5;0.7;0.0;25.3;3.2;20.5;2.0;0.0
902;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 1e gen.;2001;39.2;9.7;1.4;7.7;0.8;0.0;24.8;3.6;19.7;2.0;0.1
903;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 1e gen.;2002;42.0;10.6;1.6;8.1;1.2;0.0;25.2;3.8;19.2;2.8;0.1
904;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 1e gen.;2003;43.6;12.1;1.7;8.9;1.9;0.0;27.8;3.8;20.3;4.4;0.0
905;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 2e gen.;1999;0.8;0.1;0.1;0.0;0.0;0.0;14.4;7.1;5.7;2.2;0.0
906;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 2e gen.;2000;0.9;0.1;0.1;0.0;0.0;0.0;13.3;7.5;4.6;1.8;0.0
907;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 2e gen.;2001;0.9;0.1;0.1;0.0;0.0;0.0;12.6;7.6;3.9;1.7;0.1
908;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 2e gen.;2002;1.0;0.1;0.1;0.0;0.0;0.0;14.7;8.5;4.1;2.9;0.1
909;Mannen en vrouwen;40 tot 45 jaar;Overige niet-westerse allocht, 2e gen.;2003;1.0;0.2;0.1;0.0;0.0;0.0;15.5;7.6;4.5;4.4;0.0
910;Mannen en vrouwen;45 tot 50 jaar;Totaal herkomstgroeperingen;1999;1134.4;175.8;113.3;47.3;20.5;1.4;15.5;10.0;4.2;1.8;0.1
911;Mannen en vrouwen;45 tot 50 jaar;Totaal herkomstgroeperingen;2000;1142.7;172.1;116.5;44.3;15.9;1.1;15.1;10.2;3.9;1.4;0.1
912;Mannen en vrouwen;45 tot 50 jaar;Totaal herkomstgroeperingen;2001;1157.7;171.8;119.3;42.9;14.2;1.0;14.8;10.3;3.7;1.2;0.1
913;Mannen en vrouwen;45 tot 50 jaar;Totaal herkomstgroeperingen;2002;1168.3;176.0;119.7;42.5;19.0;0.8;15.1;10.3;3.6;1.6;0.1
914;Mannen en vrouwen;45 tot 50 jaar;Totaal herkomstgroeperingen;2003;1183.3;183.6;116.9;44.5;28.9;0.8;15.5;9.9;3.8;2.4;0.1
915;Mannen en vrouwen;45 tot 50 jaar;Autochtonen;1999;953.0;132.6;93.9;26.7;16.1;0.8;13.9;9.8;2.8;1.7;0.1
