ID;Geslacht;Persoonskenmerken;Beroepsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
879;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;F Bouwnijverheid;2010;311.4;20.6
880;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;G-N Commerciële dienstverlening;2010;2810.6;19.7
881;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;G-I Handel, vervoer en horeca;2010;1531.8;17.1
882;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;G Handel;2010;1013.0;17.0
883;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;H Vervoer en opslag;2010;287.3;19.3
884;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;I Horeca;2010;231.5;12.7
885;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;J Informatie en communicatie;2010;171.0;25.2
886;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;K Financiële dienstverlening;2010;198.6;28.3
887;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;54.3;24.3
888;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;M-N Zakelijke dienstverlening;2010;854.9;20.1
889;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;M Specialistische zakelijke diensten;2010;356.8;24.6
890;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;498.1;16.0
891;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;2210.8;21.8
892;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;O-Q Overheid en zorg;2010;1983.8;22.1
893;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;431.4;23.8
894;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;P Onderwijs;2010;443.8;24.6
895;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;1108.6;20.1
896;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;226.9;18.8
897;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;R Cultuur, sport en recreatie;2010;107.4;18.2
898;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;S Overige dienstverlening;2010;119.5;19.2
899;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;A-U Alle economische activiteiten;2010;545.6;12.0
900;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;78.4;13.4
901;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;10.8;11.8
902;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;B-F Nijverheid en energie;2010;67.6;13.5
903;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;54.9;13.2
904;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
905;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;C Industrie;2010;51.1;12.9
906;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
907;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;3.1;15.4
908;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;F Bouwnijverheid;2010;12.7;15.1
909;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;346.8;11.2
910;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;227.7;10.9
911;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;G Handel;2010;157.8;10.9
912;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;H Vervoer en opslag;2010;23.3;13.3
913;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;I Horeca;2010;46.7;9.0
914;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;J Informatie en communicatie;2010;4.3;12.2
915;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
916;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
917;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;110.4;11.6
918;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;12.0;11.2
919;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;98.3;11.7
920;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;120.4;13.0
921;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;O-Q Overheid en zorg;2010;104.2;13.4
922;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;22.9;15.6
923;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;P Onderwijs;2010;8.6;11.8
924;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;72.7;12.2
925;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;16.2;9.9
926;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;9.9;10.6
927;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 1;S Overige dienstverlening;2010;6.4;9.0
928;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;A-U Alle economische activiteiten;2010;2857.8;16.1
929;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;614.0;17.7
930;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;54.1;14.5
931;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;B-F Nijverheid en energie;2010;560.0;17.9
932;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;B-E Nijverheid (geen bouw) en energie;2010;348.8;17.4
933;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;B Delfstoffenwinning;2010;0.0;0.0
934;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;C Industrie;2010;325.9;17.3
935;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;D Energievoorziening;2010;6.7;21.5
936;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;E Waterbedrijven en afvalbeheer;2010;14.2;17.9
937;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;F Bouwnijverheid;2010;211.2;18.6
938;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;1472.4;15.1
939;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;985.0;14.6
940;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;G Handel;2010;624.6;14.3
941;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;H Vervoer en opslag;2010;211.5;16.7
942;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;I Horeca;2010;149.0;11.6
943;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;J Informatie en communicatie;2010;32.6;17.6
944;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;K Financiële dienstverlening;2010;65.3;19.7
945;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;24.7;18.6
946;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;364.8;14.8
947;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;98.2;17.1
948;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;266.5;13.9
949;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;771.3;16.7
950;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;O-Q Overheid en zorg;2010;659.5;17.1
951;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;146.2;18.8
952;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;P Onderwijs;2010;73.9;16.0
953;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;439.5;16.4
954;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;111.8;14.4
955;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;R Cultuur, sport en recreatie;2010;47.2;15.1
956;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 2;S Overige dienstverlening;2010;64.6;14.0
957;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;A-U Alle economische activiteiten;2010;1117.1;22.1
958;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;A-F Landbouw en nijverheid;2010;193.4;23.7
959;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;A Landbouw, bosbouw en visserij;2010;4.5;19.7
960;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;B-F Nijverheid en energie;2010;188.9;23.8
961;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;B-E Nijverheid (geen bouw) en energie;2010;131.6;23.8
962;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;B Delfstoffenwinning;2010;0.0;0.0
963;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;C Industrie;2010;118.3;23.4
964;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;D Energievoorziening;2010;5.6;28.8
965;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;E Waterbedrijven en afvalbeheer;2010;5.4;24.0
966;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;F Bouwnijverheid;2010;57.3;23.7
967;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;G-N Commerciële dienstverlening;2010;442.2;22.9
968;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;G-I Handel, vervoer en horeca;2010;189.6;22.6
969;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;G Handel;2010;137.9;21.6
970;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;H Vervoer en opslag;2010;25.4;31.8
971;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;I Horeca;2010;26.3;17.6
972;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;J Informatie en communicatie;2010;23.2;24.8
973;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;K Financiële dienstverlening;2010;52.0;26.6
974;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;L Verhuur en handel van onroerend goed;2010;17.7;26.7
975;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;M-N Zakelijke dienstverlening;2010;159.6;21.1
976;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;M Specialistische zakelijke diensten;2010;97.0;22.3
977;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;N Verhuur en overige zakelijke diensten;2010;62.6;18.9
978;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;O-U Niet-commerciële dienstverlening;2010;481.5;20.3
979;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;O-Q Overheid en zorg;2010;444.1;20.3
980;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;O Openbaar bestuur en overheidsdiensten;2010;89.5;23.2
981;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;P Onderwijs;2010;18.0;21.5
982;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;Q Gezondheids- en welzijnszorg;2010;336.6;19.2
983;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;R-U Cultuur, recreatie, overige diensten;2010;37.5;20.1
984;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;R Cultuur, sport en recreatie;2010;25.3;19.3
985;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 3;S Overige dienstverlening;2010;12.2;21.7
986;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;A-U Alle economische activiteiten;2010;1533.1;28.8
987;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;A-F Landbouw en nijverheid;2010;146.4;31.7
988;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;A Landbouw, bosbouw en visserij;2010;4.5;26.3
989;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;B-F Nijverheid en energie;2010;141.8;31.8
990;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;B-E Nijverheid (geen bouw) en energie;2010;111.6;32.3
991;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;B Delfstoffenwinning;2010;0.0;0.0
992;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;C Industrie;2010;97.2;32.1
993;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;D Energievoorziening;2010;6.3;33.6
994;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;E Waterbedrijven en afvalbeheer;2010;6.0;30.0
995;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;F Bouwnijverheid;2010;30.2;30.1
996;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;G-N Commerciële dienstverlening;2010;549.3;29.6
997;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;G-I Handel, vervoer en horeca;2010;129.5;29.2
998;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;G Handel;2010;92.8;29.5
999;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;H Vervoer en opslag;2010;27.2;29.9
1000;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;I Horeca;2010;9.5;21.1
1001;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;J Informatie en communicatie;2010;110.9;27.5
1002;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;K Financiële dienstverlening;2010;78.9;35.7
1003;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;L Verhuur en handel van onroerend goed;2010;9.9;33.7
1004;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;M-N Zakelijke dienstverlening;2010;220.2;28.6
1005;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;M Specialistische zakelijke diensten;2010;149.6;30.5
1006;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;N Verhuur en overige zakelijke diensten;2010;70.6;23.9
1007;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;O-U Niet-commerciële dienstverlening;2010;837.5;27.5
1008;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;O-Q Overheid en zorg;2010;776.1;27.6
1009;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;O Openbaar bestuur en overheidsdiensten;2010;172.9;29.3
1010;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;P Onderwijs;2010;343.3;26.6
1011;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;Q Gezondheids- en welzijnszorg;2010;259.9;27.5
1012;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;R-U Cultuur, recreatie, overige diensten;2010;61.4;26.5
1013;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;R Cultuur, sport en recreatie;2010;25.1;24.1
1014;Totaal mannen en vrouwen;Herkomst: autochtoon;Beroepsniveau 4;S Overige dienstverlening;2010;36.3;28.0
1015;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;A-U Alle economische activiteiten;2010;1277.1;18.9
1016;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;A-F Landbouw en nijverheid;2010;182.4;18.7
1017;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;A Landbouw, bosbouw en visserij;2010;7.1;14.6
1018;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;B-F Nijverheid en energie;2010;175.3;18.9
1019;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;B-E Nijverheid (geen bouw) en energie;2010;142.0;18.8
1020;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;B Delfstoffenwinning;2010;0.0;0.0
1021;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;C Industrie;2010;131.6;18.5
1022;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;D Energievoorziening;2010;3.2;24.6
1023;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;E Waterbedrijven en afvalbeheer;2010;6.4;20.8
1024;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;F Bouwnijverheid;2010;33.3;19.1
1025;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;G-N Commerciële dienstverlening;2010;711.6;17.8
1026;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;G-I Handel, vervoer en horeca;2010;335.9;15.8
1027;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;G Handel;2010;193.2;15.9
1028;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;H Vervoer en opslag;2010;62.1;18.6
1029;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;I Horeca;2010;80.6;12.0
1030;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;J Informatie en communicatie;2010;38.5;23.9
1031;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;K Financiële dienstverlening;2010;39.0;26.4
1032;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;7.9;22.8
1033;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;M-N Zakelijke dienstverlening;2010;290.2;17.4
1034;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;M Specialistische zakelijke diensten;2010;70.8;23.9
1035;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;219.4;14.6
1036;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;383.1;21.1
1037;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;O-Q Overheid en zorg;2010;338.1;21.4
1038;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;83.3;22.1
1039;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;P Onderwijs;2010;68.6;23.9
1040;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;186.2;20.0
1041;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;45.0;18.7
1042;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;R Cultuur, sport en recreatie;2010;20.6;19.4
1043;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;S Overige dienstverlening;2010;24.5;18.2
1044;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;A-U Alle economische activiteiten;2010;204.6;12.3
1045;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;23.0;13.3
1046;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;0.0;0.0
1047;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;B-F Nijverheid en energie;2010;21.3;13.3
1048;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;20.0;13.3
1049;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
1050;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;C Industrie;2010;18.7;13.1
1051;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
1052;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1053;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;F Bouwnijverheid;2010;0.0;0.0
1054;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;152.1;12.0
1055;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;65.9;12.0
1056;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;G Handel;2010;38.9;11.9
1057;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;H Vervoer en opslag;2010;8.7;14.1
1058;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;I Horeca;2010;18.3;10.5
1059;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;J Informatie en communicatie;2010;0.0;0.0
1060;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
1061;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
1062;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;84.9;12.0
1063;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;3.2;12.1
1064;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;81.7;12.0
1065;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;29.5;13.1
1066;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;O-Q Overheid en zorg;2010;25.5;13.5
1067;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;4.6;14.8
1068;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;P Onderwijs;2010;0.0;0.0
1069;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;19.6;12.9
1070;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;4.0;11.0
1071;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;0.0;0.0
1072;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 1;S Overige dienstverlening;2010;0.0;0.0
1073;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;A-U Alle economische activiteiten;2010;613.7;15.3
1074;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;106.7;16.7
1075;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;4.7;14.0
1076;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;B-F Nijverheid en energie;2010;101.9;16.8
1077;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;B-E Nijverheid (geen bouw) en energie;2010;77.6;16.5
1078;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;B Delfstoffenwinning;2010;0.0;0.0
1079;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;C Industrie;2010;73.9;16.3
1080;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;D Energievoorziening;2010;0.0;0.0
1081;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
1082;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;F Bouwnijverheid;2010;24.4;17.7
1083;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;360.3;14.4
1084;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;210.6;14.0
1085;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;G Handel;2010;115.5;13.7
1086;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;H Vervoer en opslag;2010;41.7;16.7
1087;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;I Horeca;2010;53.4;11.6
1088;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;J Informatie en communicatie;2010;8.5;16.7
1089;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;K Financiële dienstverlening;2010;13.2;18.8
1090;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;4.2;16.9
1091;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;123.9;14.4
1092;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;22.0;17.1
1093;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;101.9;13.7
1094;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;146.7;16.1
1095;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;O-Q Overheid en zorg;2010;125.6;16.4
1096;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;32.1;17.5
1097;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;P Onderwijs;2010;13.1;15.7
1098;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;80.4;16.0
1099;Totaal mannen en vrouwen;Herkomst: allochtoon;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;21.1;14.2
