ID;Geslacht;Arbeidsduur;Persoonskenmerken;PositieInDeWerkkring;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
2288;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige met personeel;2019;3.0;3.0;;;;0.0
2289;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige met personeel;2020;3.0;3.0;;;;0.0
2290;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2011;46.0;44.0;9.8;10.7;24.7;2.0
2291;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2012;45.0;43.0;10.0;10.8;27.0;2.0
2292;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2013;61.0;58.0;9.3;10.3;25.9;3.0
2293;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2014;55.0;52.0;13.2;14.1;28.7;3.0
2294;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2015;62.0;59.0;8.5;9.4;27.3;3.0
2295;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2016;64.0;59.0;9.5;10.0;30.5;5.0
2296;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2017;57.0;50.0;10.3;10.9;31.2;7.0
2297;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2018;58.0;53.0;11.1;11.5;28.9;5.0
2298;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2019;63.0;58.0;13.2;13.4;33.5;5.0
2299;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Zelfstandige zonder personeel (zzp);2020;67.0;60.0;13.4;14.1;34.6;7.0
2300;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2011;0.0;0.0;;;;0.0
2301;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2012;0.0;0.0;;;;0.0
2302;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2013;0.0;0.0;;;;0.0
2303;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2014;0.0;0.0;;;;0.0
2304;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2015;0.0;0.0;;;;0.0
2305;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2016;0.0;0.0;;;;0.0
2306;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2017;0.0;0.0;;;;0.0
2307;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2018;0.0;0.0;;;;0.0
2308;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2019;0.0;0.0;;;;0.0
2309;Totaal mannen en vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;Positie in de werkkring onbekend;2020;0.0;0.0;;;;0.0
2310;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2011;3691.0;3630.0;43.0;36.3;27.7;61.0
2311;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2012;3650.0;3576.0;43.4;36.5;27.8;73.0
2312;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2013;3570.0;3456.0;43.6;36.8;28.3;114.0
2313;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2014;3502.0;3361.0;44.6;37.5;29.8;141.0
2314;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2015;3469.0;3358.0;44.4;38.0;30.0;110.0
2315;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2016;3479.0;3328.0;45.6;39.0;31.7;151.0
2316;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2017;3510.0;3293.0;46.8;40.1;32.9;217.0
2317;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2018;3568.0;3377.0;47.3;40.2;33.0;192.0
2318;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2019;3617.0;3420.0;49.2;41.6;35.7;197.0
2319;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Totaal;2020;3640.0;3386.0;51.2;43.2;36.4;254.0
2320;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2011;3179.0;3128.0;43.9;36.3;27.5;50.0
2321;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2012;3139.0;3080.0;44.2;36.4;27.5;59.0
2322;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2013;3052.0;2960.0;44.8;37.0;28.1;92.0
2323;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2014;2993.0;2872.0;45.8;37.6;29.4;121.0
2324;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2015;2969.0;2878.0;45.5;38.1;29.8;91.0
2325;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2016;2967.0;2843.0;46.3;38.8;31.3;124.0
2326;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2017;2994.0;2812.0;47.4;39.6;32.4;181.0
2327;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2018;3048.0;2888.0;48.0;39.8;32.6;161.0
2328;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2019;3101.0;2937.0;49.9;41.1;35.2;165.0
2329;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer;2020;3095.0;2892.0;52.5;43.0;36.1;203.0
2330;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2011;2680.0;2642.0;46.8;38.2;28.2;38.0
2331;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2012;2609.0;2567.0;47.3;38.5;28.2;42.0
2332;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2013;2479.0;2410.0;48.5;39.5;29.1;68.0
2333;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2014;2388.0;2298.0;49.9;40.4;30.4;90.0
2334;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2015;2342.0;2274.0;49.8;41.2;30.9;68.0
2335;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2016;2326.0;2233.0;50.6;41.8;32.5;93.0
2336;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2017;2312.0;2180.0;51.9;42.8;33.7;132.0
2337;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2018;2367.0;2249.0;52.3;43.0;33.8;118.0
2338;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2019;2447.0;2324.0;54.3;44.3;36.7;123.0
2339;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met vaste arbeidsrelatie;2020;2526.0;2368.0;56.1;45.6;37.1;158.0
2340;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2011;499.0;487.0;28.1;25.4;23.7;12.0
2341;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2012;530.0;513.0;28.4;25.8;23.9;17.0
2342;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2013;574.0;550.0;28.4;25.8;23.9;24.0
2343;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2014;605.0;574.0;29.3;26.5;25.4;31.0
2344;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2015;626.0;604.0;29.1;26.5;25.6;23.0
2345;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2016;641.0;610.0;30.5;27.5;27.2;31.0
2346;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2017;682.0;632.0;31.8;28.4;28.1;49.0
2347;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2018;681.0;638.0;32.8;28.8;28.4;42.0
2348;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2019;654.0;613.0;33.2;29.2;29.5;41.0
2349;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer met flexibele arbeidsrelatie;2020;569.0;524.0;36.6;31.4;31.6;45.0
2350;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2011;151.0;148.0;35.8;31.1;25.9;3.0
2351;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2012;152.0;149.0;36.8;31.7;25.9;3.0
2352;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2013;144.0;140.0;37.7;32.3;27.0;4.0
2353;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2014;142.0;137.0;39.0;33.3;28.2;6.0
2354;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2015;161.0;157.0;38.6;33.3;28.5;4.0
2355;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2016;175.0;169.0;39.7;34.0;29.9;6.0
2356;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2017;209.0;197.0;40.3;34.6;30.8;13.0
2357;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2018;230.0;218.0;39.7;33.7;30.6;11.0
2358;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2019;231.0;221.0;40.8;34.6;31.9;11.0
2359;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, uitzicht op vast;2020;211.0;196.0;43.9;36.4;34.0;15.0
2360;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2011;70.0;68.0;34.9;30.0;25.8;2.0
2361;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2012;85.0;82.0;36.7;31.5;27.1;3.0
2362;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2013;99.0;96.0;37.4;32.2;27.0;3.0
2363;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2014;103.0;99.0;37.3;31.7;28.5;4.0
2364;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2015;94.0;91.0;36.8;31.7;28.9;3.0
2365;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2016;90.0;87.0;37.1;32.2;30.0;3.0
2366;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2017;86.0;79.0;39.5;33.8;31.6;6.0
2367;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2018;87.0;82.0;39.6;33.6;31.0;5.0
2368;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2019;75.0;71.0;40.8;34.5;32.3;4.0
2369;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk >= 1 jaar;2020;77.0;72.0;43.1;36.0;34.1;5.0
2370;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2011;50.0;49.0;26.2;24.7;22.8;1.0
2371;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2012;58.0;56.0;24.7;23.7;23.3;2.0
2372;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2013;61.0;59.0;24.2;23.3;22.8;2.0
2373;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2014;64.0;61.0;25.7;24.8;24.6;4.0
2374;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2015;63.0;61.0;24.5;23.8;24.6;2.0
2375;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2016;65.0;61.0;25.0;24.2;26.3;4.0
2376;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2017;68.0;63.0;27.6;25.9;26.9;5.0
2377;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2018;64.0;59.0;27.3;25.4;27.5;5.0
2378;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2019;64.0;60.0;26.0;24.5;27.3;4.0
2379;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk < 1 jaar;2020;55.0;51.0;29.9;27.0;29.8;4.0
2380;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2011;77.0;75.0;15.9;16.1;20.7;2.0
2381;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2012;74.0;71.0;15.5;15.8;20.7;3.0
2382;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2013;98.0;94.0;15.6;16.2;20.4;4.0
2383;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2014;103.0;97.0;15.6;16.2;21.8;5.0
2384;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2015;108.0;105.0;16.4;16.7;21.6;4.0
2385;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2016;91.0;85.0;17.8;17.5;23.7;6.0
2386;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2017;90.0;84.0;18.1;17.6;24.9;6.0
2387;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2018;81.0;76.0;21.5;20.0;26.0;5.0
2388;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2019;78.0;74.0;20.8;19.5;27.7;5.0
2389;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Oproep/-invalkracht;2020;64.0;59.0;22.0;20.3;28.9;5.0
2390;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2011;93.0;90.0;23.1;22.4;21.3;3.0
2391;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2012;96.0;92.0;23.5;22.9;21.8;4.0
2392;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2013;99.0;96.0;23.6;23.1;21.3;4.0
2393;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2014;119.0;112.0;26.8;25.3;23.7;7.0
2394;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2015;122.0;117.0;26.5;25.2;24.0;6.0
2395;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2016;138.0;132.0;27.7;26.0;25.3;6.0
2396;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2017;137.0;129.0;28.3;26.2;25.7;9.0
2397;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2018;132.0;124.0;29.2;26.4;25.8;8.0
2398;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2019;119.0;110.0;30.4;27.3;26.9;9.0
2399;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Uitzendkracht;2020;91.0;83.0;32.1;28.0;28.5;8.0
2400;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2011;24.0;24.0;29.3;25.7;25.7;0.0
2401;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2012;28.0;26.0;30.2;26.5;24.5;2.0
2402;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2013;31.0;28.0;30.7;27.2;24.3;3.0
2403;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2014;31.0;28.0;32.0;28.3;26.5;3.0
2404;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2015;31.0;30.0;31.1;28.3;25.5;2.0
2405;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2016;32.0;30.0;32.7;29.1;27.3;2.0
2406;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2017;35.0;32.0;32.9;29.2;29.6;4.0
2407;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2018;37.0;34.0;31.9;28.3;28.3;4.0
2408;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2019;39.0;35.0;29.9;26.6;28.4;4.0
2409;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer vast, geen vaste uren;2020;31.0;28.0;40.2;35.3;32.2;3.0
2410;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2011;34.0;33.0;22.6;20.9;22.5;1.0
2411;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2012;39.0;37.0;18.4;18.1;20.8;2.0
2412;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2013;41.0;37.0;19.0;19.2;21.8;4.0
2413;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2014;43.0;39.0;19.8;19.7;22.4;3.0
2414;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2015;46.0;43.0;21.5;21.1;23.2;3.0
2415;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2016;50.0;46.0;21.5;21.1;24.7;3.0
2416;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2017;56.0;49.0;22.0;21.3;24.0;6.0
2417;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2018;49.0;45.0;24.1;22.6;25.4;4.0
2418;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2019;47.0;42.0;23.1;22.3;26.4;5.0
2419;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Werknemer tijdelijk, geen vaste uren;2020;41.0;36.0;24.4;23.7;27.8;5.0
2420;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2011;512.0;501.0;37.6;36.4;28.9;11.0
2421;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2012;510.0;496.0;38.4;37.3;29.8;14.0
2422;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2013;517.0;496.0;36.7;35.9;29.3;22.0
2423;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2014;509.0;489.0;37.6;36.4;32.0;20.0
2424;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2015;500.0;481.0;38.1;37.4;31.0;19.0
2425;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2016;512.0;485.0;41.3;40.7;34.0;27.0
2426;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2017;516.0;481.0;43.8;43.4;35.4;36.0
2427;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2018;520.0;489.0;42.8;42.1;35.8;31.0
2428;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2019;516.0;483.0;45.1;44.3;38.5;33.0
2429;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zelfstandige;2020;545.0;494.0;43.5;44.1;38.2;51.0
2430;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2011;476.0;466.0;37.7;36.5;28.8;10.0
2431;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2012;478.0;465.0;38.7;37.6;29.9;13.0
2432;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2013;473.0;454.0;37.4;36.7;29.5;19.0
2433;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2014;466.0;448.0;38.5;37.4;32.3;18.0
2434;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2015;459.0;442.0;39.2;38.5;31.5;17.0
2435;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2016;472.0;448.0;42.6;42.0;34.5;24.0
2436;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2017;481.0;449.0;44.9;44.5;35.7;32.0
2437;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2018;481.0;453.0;43.5;42.8;36.1;28.0
2438;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2019;477.0;449.0;45.6;44.9;38.6;28.0
2439;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer;2020;499.0;453.0;44.2;45.0;38.6;46.0
2440;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2011;334.0;327.0;31.3;31.0;27.2;7.0
2441;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2012;340.0;331.0;32.1;31.9;28.4;9.0
2442;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2013;345.0;331.0;30.9;30.9;28.2;14.0
2443;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2014;344.0;331.0;31.9;31.7;30.2;13.0
2444;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2015;340.0;328.0;33.5;33.5;30.1;12.0
2445;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2016;342.0;326.0;36.1;36.1;32.8;16.0
2446;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2017;352.0;330.0;38.8;38.9;33.7;22.0
2447;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2018;358.0;336.0;38.5;38.3;34.6;22.0
2448;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2019;355.0;334.0;40.1;39.9;35.9;21.0
2449;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Ondernemer zonder personeel;2020;372.0;338.0;38.6;40.0;36.6;33.0
2450;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2011;;;;;;
2451;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2012;288.0;281.0;33.9;33.7;29.0;8.0
2452;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2013;304.0;291.0;32.5;32.3;28.9;13.0
2453;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2014;299.0;286.0;33.3;33.0;30.7;13.0
2454;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2015;297.0;286.0;34.8;34.6;30.5;12.0
2455;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2016;300.0;285.0;36.1;36.0;32.7;15.0
2456;Totaal mannen en vrouwen;Totaal;Leeftijd: 25 tot 45 jaar;Zzp-eigen arbeid;2017;307.0;287.0;37.8;37.9;33.6;20.0
