ID;Geslacht;Leeftijden;TypeZorg;Stedelijkheid;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
1164;Totaal mannen en vrouwen;65 tot 80 jaar;5;Weinig stedelijk;2006;1830;0.51;242;132;0.68
1165;Totaal mannen en vrouwen;65 tot 80 jaar;5;Weinig stedelijk;2007;1585;0.36;232;147;0.53
1166;Totaal mannen en vrouwen;65 tot 80 jaar;5;Weinig stedelijk;2008;1165;0.26;177;152;0.39
1167;Totaal mannen en vrouwen;65 tot 80 jaar;5;Weinig stedelijk;2009;965;0.21;147;153;0.32
1168;Totaal mannen en vrouwen;65 tot 80 jaar;5;Weinig stedelijk;2010;890;0.19;132;148;0.28
1169;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2004;1405;0.4;197;140;0.56
1170;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2005;1540;0.43;201;130;0.56
1171;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2006;1570;0.44;215;137;0.6
1172;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2007;925;0.38;135;146;0.55
1173;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2008;645;0.26;96;149;0.39
1174;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2009;540;0.21;82;151;0.32
1175;Totaal mannen en vrouwen;65 tot 80 jaar;5;Niet stedelijk;2010;440;0.17;63;143;0.25
1176;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2004;23940;1.36;2573;107;1.46
1177;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2005;24715;1.39;2102;85;1.18
1178;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2006;24385;1.35;2214;91;1.23
1179;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2007;27810;1.51;2763;99;1.5
1180;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2008;26880;1.43;2759;103;1.47
1181;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2009;25005;1.3;2635;105;1.37
1182;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal stedelijkheid;2010;24860;1.26;2666;107;1.36
1183;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2004;3920;1.29;380;97;1.26
1184;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2005;3805;1.27;328;86;1.09
1185;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2006;3725;1.24;331;89;1.1
1186;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2007;3810;1.39;357;94;1.3
1187;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2008;3630;1.32;400;110;1.45
1188;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2009;3210;1.07;370;115;1.23
1189;Totaal mannen en vrouwen;65 tot 80 jaar;6;Zeer sterk stedelijk;2010;3180;1.04;381;120;1.25
1190;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2004;5910;1.37;631;107;1.46
1191;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2005;5865;1.32;471;80;1.06
1192;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2006;5820;1.29;524;90;1.16
1193;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2007;7445;1.48;705;95;1.4
1194;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2008;7425;1.42;726;98;1.39
1195;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2009;6745;1.29;669;99;1.28
1196;Totaal mannen en vrouwen;65 tot 80 jaar;6;Sterk stedelijk;2010;6490;1.24;668;103;1.27
1197;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2004;4330;1.33;452;105;1.39
1198;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2005;4530;1.36;385;85;1.16
1199;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2006;4490;1.32;388;86;1.14
1200;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2007;5340;1.4;565;106;1.48
1201;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2008;5205;1.36;543;104;1.42
1202;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2009;5030;1.3;535;106;1.38
1203;Totaal mannen en vrouwen;65 tot 80 jaar;6;Matig stedelijk;2010;4945;1.23;520;105;1.29
1204;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2004;4760;1.37;521;109;1.5
1205;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2005;4940;1.41;424;86;1.21
1206;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2006;4855;1.36;457;94;1.28
1207;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2007;7060;1.62;684;97;1.57
1208;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2008;6715;1.49;676;101;1.5
1209;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2009;6245;1.35;656;105;1.42
1210;Totaal mannen en vrouwen;65 tot 80 jaar;6;Weinig stedelijk;2010;6625;1.38;711;107;1.48
1211;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2004;5025;1.44;589;117;1.68
1212;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2005;5575;1.56;495;89;1.39
1213;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2006;5495;1.54;515;94;1.44
1214;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2007;4150;1.7;452;109;1.85
1215;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2008;3905;1.58;414;106;1.67
1216;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2009;3775;1.47;405;107;1.57
1217;Totaal mannen en vrouwen;65 tot 80 jaar;6;Niet stedelijk;2010;3620;1.43;386;106;1.53
1218;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2004;42745;2.43;10885;255;6.2
1219;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2005;42675;2.39;11431;268;6.41
1220;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2006;41880;2.32;12046;288;6.67
1221;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2007;34530;1.88;10453;303;5.69
1222;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2008;28470;1.52;8833;310;4.7
1223;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2009;23955;1.24;7617;318;3.95
1224;Totaal mannen en vrouwen;65 tot 80 jaar;7;Totaal stedelijkheid;2010;21560;1.1;6904;320;3.51
1225;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2004;9145;3.02;2355;258;7.78
1226;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2005;8315;2.76;2262;272;7.52
1227;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2006;8330;2.77;2399;288;7.98
1228;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2007;6240;2.28;1939;311;7.08
1229;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2008;4740;1.72;1536;324;5.58
1230;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2009;3910;1.3;1316;336;4.39
1231;Totaal mannen en vrouwen;65 tot 80 jaar;7;Zeer sterk stedelijk;2010;3435;1.13;1189;346;3.9
1232;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2004;11485;2.66;2833;247;6.56
1233;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2005;11250;2.54;2990;266;6.74
1234;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2006;11110;2.46;3197;288;7.07
1235;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2007;9790;1.95;2875;294;5.72
1236;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2008;8445;1.62;2532;300;4.86
1237;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2009;6950;1.33;2098;302;4.03
1238;Totaal mannen en vrouwen;65 tot 80 jaar;7;Sterk stedelijk;2010;6170;1.18;1885;306;3.59
1239;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2004;7710;2.37;1950;253;5.99
1240;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2005;7770;2.33;2070;266;6.22
1241;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2006;7705;2.27;2197;285;6.47
1242;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2007;6415;1.68;1954;304;5.12
1243;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2008;5340;1.39;1662;311;4.34
1244;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2009;4535;1.17;1449;320;3.74
1245;Totaal mannen en vrouwen;65 tot 80 jaar;7;Matig stedelijk;2010;4185;1.04;1346;322;3.35
1246;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2004;7505;2.16;1976;263;5.7
1247;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2005;7855;2.24;2115;269;6.04
1248;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2006;7775;2.17;2247;289;6.28
1249;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2007;7775;1.79;2332;300;5.36
1250;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2008;6420;1.42;1969;307;4.36
1251;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2009;5340;1.16;1727;323;3.73
1252;Totaal mannen en vrouwen;65 tot 80 jaar;7;Weinig stedelijk;2010;5000;1.04;1592;318;3.31
1253;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2004;6905;1.97;1770;256;5.06
1254;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2005;7485;2.1;1994;266;5.59
1255;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2006;6960;1.95;2006;288;5.62
1256;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2007;4310;1.76;1354;314;5.54
1257;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2008;3525;1.42;1135;322;4.58
1258;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2009;3215;1.25;1027;319;3.99
1259;Totaal mannen en vrouwen;65 tot 80 jaar;7;Niet stedelijk;2010;2765;1.09;891;322;3.53
1260;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2004;169750;9.66;15323;90;8.72
1261;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2005;167570;9.39;18646;111;10.45
1262;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2006;167545;9.27;19518;116;10.8
1263;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2007;157820;8.59;18951;120;10.32
1264;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2008;155075;8.25;18836;121;10.02
1265;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2009;153460;7.96;19299;126;10.01
1266;Totaal mannen en vrouwen;65 tot 80 jaar;8;Totaal stedelijkheid;2010;149760;7.62;19120;128;9.73
1267;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2004;35335;11.67;3142;89;10.38
1268;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2005;33945;11.29;3793;112;12.61
1269;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2006;33875;11.27;3885;115;12.93
1270;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2007;27730;10.13;3231;117;11.8
1271;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2008;26000;9.44;3039;117;11.03
1272;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2009;27915;9.3;3300;118;11.0
1273;Totaal mannen en vrouwen;65 tot 80 jaar;8;Zeer sterk stedelijk;2010;27010;8.85;3302;122;10.81
1274;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2004;47315;10.95;4157;88;9.62
1275;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2005;46895;10.57;5083;108;11.46
1276;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2006;47050;10.41;5371;114;11.89
1277;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2007;46475;9.24;5387;116;10.71
1278;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2008;46370;8.9;5423;117;10.4
1279;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2009;44425;8.53;5399;122;10.36
1280;Totaal mannen en vrouwen;65 tot 80 jaar;8;Sterk stedelijk;2010;43150;8.22;5368;124;10.23
1281;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2004;31090;9.55;2773;89;8.52
1282;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2005;30760;9.24;3355;109;10.07
1283;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2006;30700;9.04;3515;114;10.35
1284;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2007;31415;8.24;3787;121;9.93
1285;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2008;30590;7.98;3739;122;9.76
1286;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2009;29510;7.62;3750;127;9.68
1287;Totaal mannen en vrouwen;65 tot 80 jaar;8;Matig stedelijk;2010;29455;7.33;3760;128;9.35
1288;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2004;29950;8.64;2759;92;7.96
1289;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2005;29725;8.48;3360;113;9.59
1290;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2006;30135;8.42;3586;119;10.02
1291;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2007;33595;7.73;4196;125;9.65
1292;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2008;33770;7.48;4291;127;9.51
1293;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2009;33180;7.18;4424;133;9.57
1294;Totaal mannen en vrouwen;65 tot 80 jaar;8;Weinig stedelijk;2010;32875;6.84;4395;134;9.14
1295;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2004;26060;7.45;2492;96;7.12
1296;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2005;26240;7.36;3055;116;8.57
1297;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2006;25785;7.22;3161;123;8.85
1298;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2007;18600;7.62;2351;126;9.62
1299;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2008;18350;7.4;2345;128;9.46
1300;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2009;18430;7.16;2426;132;9.42
1301;Totaal mannen en vrouwen;65 tot 80 jaar;8;Niet stedelijk;2010;17275;6.84;2295;133;9.09
1302;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2004;125215;7.13;10443;83;5.94
1303;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2005;101640;5.7;7700;76;4.32
1304;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2006;97250;5.38;7879;81;4.36
1305;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2007;99550;5.42;8207;82;4.47
1306;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2008;104135;5.54;9079;87;4.83
1307;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2009;105970;5.5;9539;90;4.95
1308;Totaal mannen en vrouwen;65 tot 80 jaar;9;Totaal stedelijkheid;2010;109790;5.59;10083;92;5.13
1309;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2004;26170;8.65;1946;74;6.43
1310;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2005;18770;6.24;1278;68;4.25
1311;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2006;17165;5.71;1327;77;4.42
1312;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2007;14655;5.35;1221;83;4.46
1313;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2008;14575;5.29;1365;94;4.95
1314;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2009;15560;5.18;1502;97;5.01
1315;Totaal mannen en vrouwen;65 tot 80 jaar;9;Zeer sterk stedelijk;2010;16160;5.29;1684;104;5.51
1316;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2004;32760;7.58;2519;77;5.83
1317;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2005;26405;5.95;1936;73;4.36
1318;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2006;25230;5.58;2011;80;4.45
1319;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2007;27335;5.44;2083;76;4.14
1320;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2008;29195;5.6;2388;82;4.58
1321;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2009;28680;5.51;2421;84;4.65
1322;Totaal mannen en vrouwen;65 tot 80 jaar;9;Sterk stedelijk;2010;29430;5.61;2538;86;4.84
1323;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2004;22310;6.85;1894;85;5.82
1324;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2005;18395;5.52;1478;80;4.44
1325;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2006;17885;5.27;1479;83;4.36
1326;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2007;19690;5.16;1643;83;4.31
1327;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2008;20440;5.33;1758;86;4.59
1328;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2009;21065;5.44;1887;90;4.87
1329;Totaal mannen en vrouwen;65 tot 80 jaar;9;Matig stedelijk;2010;22005;5.47;1985;90;4.94
1330;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2004;22815;6.58;2053;90;5.92
1331;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2005;19095;5.45;1450;76;4.14
1332;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2006;18865;5.27;1526;81;4.26
1333;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2007;24130;5.55;1947;81;4.48
1334;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2008;25535;5.66;2179;85;4.83
1335;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2009;25695;5.56;2297;89;4.97
1336;Totaal mannen en vrouwen;65 tot 80 jaar;9;Weinig stedelijk;2010;27600;5.74;2495;90;5.19
1337;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2004;21155;6.05;2032;96;5.81
1338;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2005;18975;5.32;1558;82;4.37
1339;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2006;18105;5.07;1535;85;4.3
1340;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2007;13745;5.63;1314;96;5.38
1341;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2008;14390;5.8;1390;97;5.61
1342;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2009;14965;5.81;1432;96;5.56
1343;Totaal mannen en vrouwen;65 tot 80 jaar;9;Niet stedelijk;2010;14590;5.78;1380;95;5.46
1344;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2004;101595;5.78;4159;41;2.37
1345;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2005;99775;5.59;3535;35;1.98
1346;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2006;99270;5.49;3565;36;1.97
1347;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2007;90760;4.94;3211;35;1.75
1348;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2008;79445;4.23;2511;32;1.34
1349;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2009;68740;3.56;2105;31;1.09
1350;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Totaal stedelijkheid;2010;64470;3.28;1986;31;1.01
1351;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2004;17910;5.92;741;41;2.45
1352;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2005;17590;5.85;685;39;2.28
1353;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2006;17590;5.85;678;39;2.25
1354;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2007;14140;5.17;563;40;2.06
1355;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2008;11710;4.25;428;37;1.55
1356;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2009;10000;3.33;363;36;1.21
1357;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Zeer sterk stedelijk;2010;9090;2.98;340;37;1.11
1358;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2004;25870;5.99;1053;41;2.44
1359;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2005;25250;5.69;882;35;1.99
1360;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2006;25390;5.62;925;36;2.05
1361;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2007;25065;4.99;862;34;1.71
1362;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2008;22735;4.36;690;30;1.32
1363;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2009;19190;3.68;554;29;1.06
1364;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Sterk stedelijk;2010;17605;3.35;514;29;0.98
1365;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2004;18500;5.68;745;40;2.29
1366;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2005;18290;5.49;642;35;1.93
1367;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2006;18240;5.37;633;35;1.86
1368;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2007;17495;4.59;624;36;1.64
1369;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2008;15350;4.01;486;32;1.27
1370;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2009;13305;3.43;406;31;1.05
1371;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Matig stedelijk;2010;12595;3.13;380;30;0.95
1372;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2004;19770;5.7;819;41;2.36
1373;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2005;19160;5.47;653;34;1.86
1374;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2006;19190;5.36;677;35;1.89
1375;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2007;21490;4.94;721;34;1.66
1376;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2008;18795;4.16;563;30;1.25
1377;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2009;16370;3.54;484;30;1.05
1378;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Weinig stedelijk;2010;16160;3.36;487;30;1.01
1379;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2004;19545;5.59;801;41;2.29
1380;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2005;19485;5.47;673;35;1.89
1381;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2006;18860;5.28;652;35;1.83
1382;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2007;12570;5.15;442;35;1.81
1383;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2008;10855;4.38;344;32;1.39
1384;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2009;9880;3.84;297;30;1.15
1385;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Niet stedelijk;2010;9015;3.57;265;29;1.05
1386;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2004;248660;38.84;46429;187;72.52
1387;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2005;254715;38.9;48247;189;73.69
1388;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2006;266270;39.79;51535;194;77.01
1389;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2007;273105;40.0;52546;192;76.96
1390;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2008;280660;40.01;53299;190;75.98
1391;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2009;286550;39.94;55108;192;76.82
1392;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal stedelijkheid;2010;291915;39.54;56537;194;76.57
