ID;LandVanUiteindelijkeZeggenschap;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;Patentaanvragers_1;Patentaanvragen_2;AanvragersMetSamenwerkingBuitenland_3;AanvragenMetSamenwerkingBuitenland_4;Patentaanvragers_5;Patentaanvragen_6;AanvragersMetSamenwerkingBuitenland_7;AanvragenMetSamenwerkingBuitenland_8
600;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;0 tot 50 werkzame personen;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
601;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;0 tot 50 werkzame personen;2020;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
602;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;0 tot 50 werkzame personen;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
603;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2013;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
604;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
605;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
606;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
607;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2017;5.0;5.0;0.0;0.0;10.0;20.0;0.0;0.0
608;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2018;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
609;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2019;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
610;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2020;;;;;0.0;5.0;0.0;0.0
611;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;50 tot 250 werkzame personen;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
612;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2013;10.0;220.0;0.0;135.0;5.0;10.0;0.0;0.0
613;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2014;10.0;205.0;0.0;135.0;5.0;15.0;0.0;0.0
614;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2015;10.0;255.0;5.0;165.0;5.0;20.0;0.0;0.0
615;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2016;10.0;290.0;0.0;220.0;10.0;30.0;0.0;0.0
616;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2017;15.0;130.0;0.0;85.0;10.0;25.0;0.0;0.0
617;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2018;10.0;80.0;5.0;25.0;10.0;20.0;0.0;0.0
618;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2019;10.0;65.0;0.0;0.0;10.0;15.0;0.0;0.0
619;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2020;10.0;70.0;0.0;0.0;10.0;20.0;0.0;0.0
620;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;250 of meer werkzame personen;2021;10.0;40.0;0.0;0.0;10.0;10.0;0.0;0.0
621;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2013;;;;;;;;
622;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2014;;;;;;;;
623;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2015;;;;;;;;
624;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2016;;;;;;;;
625;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2017;;;;;;;;
626;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2018;;;;;;;;
627;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2019;;;;;;;;
628;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2020;;;;;;;;
629;Totaal binnen- en buitenland;10-12 Voedings-, genotmiddelenindustrie;Werkzame personen: onbekend;2021;;;;;;;;
630;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2013;10.0;210.0;0.0;135.0;5.0;5.0;0.0;0.0
631;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2014;15.0;205.0;0.0;135.0;5.0;15.0;0.0;0.0
632;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2015;20.0;215.0;0.0;165.0;10.0;25.0;0.0;0.0
633;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2016;10.0;270.0;0.0;220.0;10.0;30.0;0.0;0.0
634;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2017;20.0;130.0;0.0;85.0;20.0;35.0;0.0;0.0
635;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2018;10.0;75.0;5.0;25.0;10.0;15.0;0.0;0.0
636;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2019;10.0;50.0;0.0;0.0;10.0;10.0;0.0;0.0
637;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2020;15.0;55.0;0.0;0.0;15.0;20.0;0.0;0.0
638;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Totaal werkzame personen;2021;20.0;40.0;0.0;0.0;15.0;25.0;0.0;0.0
639;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2013;;;;;;;;
640;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
641;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2015;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
642;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
643;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
644;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2018;0.0;0.0;0.0;0.0;;;;
645;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
646;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2020;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
647;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;0 tot 50 werkzame personen;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
648;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
649;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
650;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
651;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
652;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2017;0.0;0.0;0.0;0.0;5.0;15.0;0.0;0.0
653;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
654;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2019;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
655;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2020;;;;;0.0;5.0;0.0;0.0
656;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;50 tot 250 werkzame personen;2021;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
657;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2013;10.0;205.0;0.0;135.0;5.0;5.0;0.0;0.0
658;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2014;10.0;200.0;0.0;135.0;5.0;10.0;0.0;0.0
659;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2015;10.0;205.0;0.0;165.0;5.0;20.0;0.0;0.0
660;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2016;10.0;270.0;0.0;220.0;5.0;25.0;0.0;0.0
661;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2017;15.0;125.0;0.0;85.0;10.0;20.0;0.0;0.0
662;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2018;10.0;70.0;5.0;25.0;5.0;10.0;0.0;0.0
663;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2019;10.0;50.0;0.0;0.0;5.0;10.0;0.0;0.0
664;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2020;10.0;50.0;0.0;0.0;10.0;10.0;0.0;0.0
665;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;250 of meer werkzame personen;2021;10.0;35.0;0.0;0.0;10.0;10.0;0.0;0.0
666;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2013;;;;;;;;
667;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2014;;;;;;;;
668;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2015;;;;;;;;
669;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2016;;;;;;;;
670;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2017;;;;;;;;
671;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2018;;;;;;;;
672;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2019;;;;;;;;
673;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2020;;;;;;;;
674;Totaal binnen- en buitenland;10 Voedingsmiddelenindustrie;Werkzame personen: onbekend;2021;;;;;;;;
675;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2013;5.0;15.0;0.0;0.0;10.0;10.0;0.0;0.0
676;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
677;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
678;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
679;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2017;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
680;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2018;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0
681;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2019;0.0;15.0;0.0;0.0;0.0;5.0;0.0;0.0
682;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2020;0.0;20.0;0.0;0.0;0.0;10.0;0.0;0.0
683;Totaal binnen- en buitenland;11 Drankenindustrie;Totaal werkzame personen;2021;0.0;5.0;0.0;0.0;;;;
684;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
685;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2014;;;;;;;;
686;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2015;;;;;;;;
687;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2016;;;;;0.0;0.0;0.0;0.0
688;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2017;;;;;;;;
689;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2018;;;;;;;;
690;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2019;;;;;;;;
691;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2020;;;;;0.0;0.0;0.0;0.0
692;Totaal binnen- en buitenland;11 Drankenindustrie;0 tot 50 werkzame personen;2021;;;;;;;;
693;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
694;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2014;;;;;;;;
695;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2015;;;;;;;;
696;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2016;;;;;;;;
697;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2017;;;;;;;;
698;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2018;;;;;;;;
699;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2019;;;;;;;;
700;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2020;;;;;;;;
701;Totaal binnen- en buitenland;11 Drankenindustrie;50 tot 250 werkzame personen;2021;;;;;;;;
702;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2013;0.0;15.0;0.0;0.0;5.0;5.0;0.0;0.0
703;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
704;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
705;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2016;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
706;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2017;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
707;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2018;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0
708;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2019;0.0;15.0;0.0;0.0;0.0;5.0;0.0;0.0
709;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2020;0.0;20.0;0.0;0.0;0.0;10.0;0.0;0.0
710;Totaal binnen- en buitenland;11 Drankenindustrie;250 of meer werkzame personen;2021;0.0;5.0;0.0;0.0;;;;
711;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2013;;;;;;;;
712;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2014;;;;;;;;
713;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2015;;;;;;;;
714;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2016;;;;;;;;
715;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2017;;;;;;;;
716;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2018;;;;;;;;
717;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2019;;;;;;;;
718;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2020;;;;;;;;
719;Totaal binnen- en buitenland;11 Drankenindustrie;Werkzame personen: onbekend;2021;;;;;;;;
720;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2013;0.0;0.0;0.0;0.0;;;;
721;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2014;;;;;;;;
722;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2015;0.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0
723;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2016;0.0;20.0;0.0;0.0;;;;
724;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2017;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
725;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
726;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
727;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2020;;;;;;;;
728;Totaal binnen- en buitenland;12 Tabaksindustrie;Totaal werkzame personen;2021;0.0;0.0;0.0;0.0;;;;
729;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2013;;;;;;;;
730;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2014;;;;;;;;
731;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2015;;;;;;;;
732;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2016;;;;;;;;
733;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2017;;;;;;;;
734;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2018;;;;;;;;
735;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2019;;;;;;;;
736;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2020;;;;;;;;
737;Totaal binnen- en buitenland;12 Tabaksindustrie;0 tot 50 werkzame personen;2021;;;;;;;;
738;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2013;;;;;;;;
739;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2014;;;;;;;;
740;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
741;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2016;;;;;;;;
742;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2017;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
743;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
744;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
745;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2020;;;;;;;;
746;Totaal binnen- en buitenland;12 Tabaksindustrie;50 tot 250 werkzame personen;2021;0.0;0.0;0.0;0.0;;;;
747;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2013;0.0;0.0;0.0;0.0;;;;
748;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2014;;;;;;;;
749;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2015;0.0;55.0;0.0;0.0;;;;
750;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2016;0.0;20.0;0.0;0.0;;;;
751;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2017;;;;;;;;
752;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2018;;;;;;;;
753;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2019;;;;;;;;
754;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2020;;;;;;;;
755;Totaal binnen- en buitenland;12 Tabaksindustrie;250 of meer werkzame personen;2021;;;;;;;;
756;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2013;;;;;;;;
757;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2014;;;;;;;;
758;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2015;;;;;;;;
759;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2016;;;;;;;;
760;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2017;;;;;;;;
761;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2018;;;;;;;;
762;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2019;;;;;;;;
763;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2020;;;;;;;;
764;Totaal binnen- en buitenland;12 Tabaksindustrie;Werkzame personen: onbekend;2021;;;;;;;;
765;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2013;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
766;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2014;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
767;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
768;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2016;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
769;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
770;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2018;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
771;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2019;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
772;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2020;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
773;Totaal binnen- en buitenland;13 Textielindustrie;Totaal werkzame personen;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
774;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
775;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2014;;;;;0.0;0.0;0.0;0.0
776;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2015;0.0;0.0;0.0;0.0;;;;
777;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
778;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
779;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2018;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
780;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2019;;;;;0.0;0.0;0.0;0.0
781;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
782;Totaal binnen- en buitenland;13 Textielindustrie;0 tot 50 werkzame personen;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
783;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
784;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2014;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
785;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2015;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
786;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
787;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
788;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2018;;;;;0.0;0.0;0.0;0.0
789;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
790;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2020;0.0;0.0;0.0;0.0;;;;
791;Totaal binnen- en buitenland;13 Textielindustrie;50 tot 250 werkzame personen;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
792;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2013;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
793;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
794;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
795;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
796;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2017;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
797;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2018;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
798;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2019;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
799;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2020;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
800;Totaal binnen- en buitenland;13 Textielindustrie;250 of meer werkzame personen;2021;0.0;0.0;0.0;0.0;;;;
801;Totaal binnen- en buitenland;13 Textielindustrie;Werkzame personen: onbekend;2013;;;;;;;;
802;Totaal binnen- en buitenland;13 Textielindustrie;Werkzame personen: onbekend;2014;;;;;;;;
