ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;Huishoudgrootte;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
3971;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;6 leden of meer;2005/'06;110.0;40.0;70.0;36.8
3972;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;6 leden of meer;2006/'07;170.0;40.0;130.0;21.3
3973;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;6 leden of meer;2007/'08;200.0;60.0;140.0;29.6
3974;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;6 leden of meer;2008/'09;190.0;40.0;140.0;23.8
3975;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;30.0;10.0;20.0;39.4
3976;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;50.0;20.0;30.0;37.0
3977;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;100.0;30.0;70.0;28.7
3978;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;;;
3979;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
3980;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;1050.0;430.0;620.0;40.8
3981;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;1390.0;530.0;860.0;38.3
3982;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;1650.0;570.0;1080.0;34.6
3983;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1960.0;650.0;1310.0;33.2
3984;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;2060.0;620.0;1440.0;30.0
3985;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2004/'05;1000.0;410.0;600.0;40.5
3986;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2005/'06;1330.0;500.0;820.0;38.0
3987;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2006/'07;1520.0;510.0;1010.0;33.7
3988;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2007/'08;1830.0;590.0;1240.0;32.4
3989;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2008/'09;1980.0;590.0;1400.0;29.6
3990;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;6 leden of meer;2004/'05;40.0;20.0;20.0;44.7
3991;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;6 leden of meer;2005/'06;40.0;20.0;30.0;39.0
3992;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;6 leden of meer;2006/'07;100.0;40.0;50.0;44.9
3993;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;6 leden of meer;2007/'08;130.0;60.0;70.0;45.2
3994;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;6 leden of meer;2008/'09;80.0;30.0;50.0;39.5
3995;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;10.0;;;
3996;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;20.0;10.0;;55.0
3997;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;30.0;20.0;20.0;46.9
3998;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;;;
3999;Mannen;Mbo (inclusief extraneï);23 jaar of ouder;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
4000;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;229670.0;33640.0;196030.0;14.6
4001;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;253720.0;32450.0;221270.0;12.8
4002;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;259820.0;31700.0;228120.0;12.2
4003;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;266500.0;31760.0;234740.0;11.9
4004;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;268090.0;28800.0;239300.0;10.7
4005;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2004/'05;208960.0;30950.0;178010.0;14.8
4006;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2005/'06;231610.0;29920.0;201690.0;12.9
4007;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2006/'07;235500.0;28830.0;206680.0;12.2
4008;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2007/'08;244640.0;29310.0;215330.0;12.0
4009;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2008/'09;247050.0;26750.0;220300.0;10.8
4010;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2004/'05;19740.0;2420.0;17320.0;12.3
4011;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2005/'06;20800.0;2200.0;18600.0;10.6
4012;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2006/'07;21190.0;2360.0;18830.0;11.1
4013;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2007/'08;21560.0;2390.0;19170.0;11.1
4014;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2008/'09;21020.0;2040.0;18980.0;9.7
4015;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;970.0;270.0;700.0;27.9
4016;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;1310.0;330.0;980.0;25.1
4017;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;3130.0;520.0;2610.0;16.6
4018;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;300.0;60.0;240.0;20.8
4019;Mannen;Mbo (exclusief extraneï);0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;30.0;;20.0;
4020;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;203320.0;26940.0;176380.0;13.3
4021;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;221170.0;25060.0;196100.0;11.3
4022;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;223620.0;23600.0;200020.0;10.6
4023;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;227790.0;23490.0;204300.0;10.3
4024;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;228680.0;21080.0;207600.0;9.2
4025;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;1 tot 5 leden;2004/'05;185120.0;24890.0;160240.0;13.4
4026;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;1 tot 5 leden;2005/'06;202100.0;23250.0;178850.0;11.5
4027;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;1 tot 5 leden;2006/'07;203210.0;21730.0;181490.0;10.7
4028;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;1 tot 5 leden;2007/'08;209540.0;21920.0;187620.0;10.5
4029;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;1 tot 5 leden;2008/'09;211040.0;19750.0;191290.0;9.4
4030;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;6 leden of meer;2004/'05;17420.0;1870.0;15560.0;10.7
4031;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;6 leden of meer;2005/'06;18050.0;1590.0;16460.0;8.8
4032;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;6 leden of meer;2006/'07;17940.0;1540.0;16400.0;8.6
4033;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;6 leden of meer;2007/'08;18020.0;1530.0;16490.0;8.5
4034;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;6 leden of meer;2008/'09;17620.0;1320.0;16300.0;7.5
4035;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;770.0;190.0;580.0;24.6
4036;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;1010.0;220.0;800.0;21.4
4037;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;2480.0;340.0;2140.0;13.7
4038;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;230.0;40.0;190.0;17.7
4039;Mannen;Mbo (exclusief extraneï);0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;20.0;;20.0;
4040;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;26350.0;6690.0;19660.0;25.4
4041;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;32550.0;7380.0;25170.0;22.7
4042;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;36200.0;8100.0;28100.0;22.4
4043;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;38720.0;8280.0;30440.0;21.4
4044;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;39420.0;7720.0;31700.0;19.6
4045;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;1 tot 5 leden;2004/'05;23840.0;6060.0;17780.0;25.4
4046;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;1 tot 5 leden;2005/'06;29510.0;6670.0;22840.0;22.6
4047;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;1 tot 5 leden;2006/'07;32290.0;7100.0;25190.0;22.0
4048;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;1 tot 5 leden;2007/'08;35100.0;7390.0;27710.0;21.1
4049;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;1 tot 5 leden;2008/'09;36010.0;7000.0;29010.0;19.4
4050;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;6 leden of meer;2004/'05;2320.0;550.0;1760.0;23.8
4051;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;6 leden of meer;2005/'06;2750.0;600.0;2140.0;22.0
4052;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;6 leden of meer;2006/'07;3250.0;820.0;2430.0;25.2
4053;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;6 leden of meer;2007/'08;3540.0;860.0;2680.0;24.4
4054;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;6 leden of meer;2008/'09;3400.0;720.0;2690.0;21.0
4055;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;200.0;80.0;120.0;40.9
4056;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;300.0;110.0;190.0;37.7
4057;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;660.0;180.0;480.0;27.3
4058;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;70.0;20.0;50.0;31.0
4059;Mannen;Mbo (exclusief extraneï);0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
4060;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;18550.0;4060.0;14490.0;21.9
4061;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;22280.0;4340.0;17940.0;19.5
4062;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;24310.0;4530.0;19780.0;18.6
4063;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;25580.0;4510.0;21070.0;17.6
4064;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;26260.0;4210.0;22050.0;16.0
4065;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;1 tot 5 leden;2004/'05;16900.0;3710.0;13190.0;22.0
4066;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;1 tot 5 leden;2005/'06;20370.0;3960.0;16410.0;19.4
4067;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;1 tot 5 leden;2006/'07;21880.0;4040.0;17840.0;18.5
4068;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;1 tot 5 leden;2007/'08;23450.0;4110.0;19340.0;17.5
4069;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;1 tot 5 leden;2008/'09;24120.0;3880.0;20240.0;16.1
4070;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;6 leden of meer;2004/'05;1540.0;310.0;1230.0;20.0
4071;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;6 leden of meer;2005/'06;1730.0;320.0;1410.0;18.6
4072;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;6 leden of meer;2006/'07;2010.0;390.0;1620.0;19.6
4073;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;6 leden of meer;2007/'08;2090.0;390.0;1700.0;18.7
4074;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;6 leden of meer;2008/'09;2130.0;330.0;1800.0;15.5
4075;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;110.0;40.0;70.0;36.2
4076;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;180.0;60.0;120.0;31.5
4077;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;430.0;100.0;330.0;23.1
4078;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;40.0;10.0;30.0;31.7
4079;Mannen;Mbo (exclusief extraneï);0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
4080;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;7800.0;2630.0;5170.0;33.7
4081;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;10280.0;3050.0;7230.0;29.6
4082;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;11880.0;3570.0;8320.0;30.0
4083;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;13130.0;3770.0;9370.0;28.7
4084;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;13160.0;3510.0;9650.0;26.7
4085;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2004/'05;6930.0;2350.0;4590.0;33.9
4086;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2005/'06;9140.0;2710.0;6430.0;29.6
4087;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2006/'07;10410.0;3060.0;7350.0;29.4
4088;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2007/'08;11650.0;3290.0;8370.0;28.2
4089;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2008/'09;11890.0;3130.0;8770.0;26.3
4090;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;6 leden of meer;2004/'05;780.0;240.0;530.0;31.3
4091;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;6 leden of meer;2005/'06;1010.0;280.0;730.0;27.8
4092;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;6 leden of meer;2006/'07;1240.0;420.0;820.0;34.2
4093;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;6 leden of meer;2007/'08;1450.0;470.0;980.0;32.4
4094;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;6 leden of meer;2008/'09;1270.0;380.0;880.0;30.3
4095;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;90.0;40.0;50.0;46.2
4096;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;120.0;60.0;70.0;46.7
4097;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;230.0;80.0;150.0;35.2
4098;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;30.0;;20.0;
4099;Mannen;Mbo (exclusief extraneï);0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
4100;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;184350.0;22410.0;161940.0;12.2
4101;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;202460.0;21410.0;181050.0;10.6
4102;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;205160.0;20910.0;184250.0;10.2
4103;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;205910.0;19840.0;186070.0;9.6
4104;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;205660.0;18120.0;187530.0;8.8
4105;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2004/'05;165320.0;20180.0;145130.0;12.2
4106;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2005/'06;182220.0;19320.0;162900.0;10.6
4107;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2006/'07;183510.0;18590.0;164910.0;10.1
4108;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2007/'08;186190.0;17870.0;168320.0;9.6
4109;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2008/'09;186630.0;16450.0;170190.0;8.8
4110;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2004/'05;18330.0;2050.0;16280.0;11.2
4111;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2005/'06;19270.0;1870.0;17400.0;9.7
4112;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2006/'07;19300.0;1940.0;17360.0;10.1
4113;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2007/'08;19470.0;1930.0;17550.0;9.9
4114;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2008/'09;19000.0;1670.0;17330.0;8.8
4115;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;710.0;170.0;530.0;24.6
4116;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;970.0;220.0;740.0;23.1
4117;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;2350.0;380.0;1980.0;16.0
4118;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;250.0;50.0;200.0;20.7
4119;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;20.0;;20.0;
4120;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;162040.0;17070.0;144970.0;10.5
4121;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;175010.0;15570.0;159440.0;8.9
4122;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;174820.0;14420.0;160400.0;8.2
4123;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;173840.0;13280.0;160560.0;7.6
4124;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;173340.0;12090.0;161250.0;7.0
4125;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2004/'05;145350.0;15410.0;129940.0;10.6
4126;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2005/'06;157600.0;14110.0;143490.0;9.0
4127;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2006/'07;156690.0;12980.0;143710.0;8.3
4128;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2007/'08;157420.0;12070.0;145350.0;7.7
4129;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2008/'09;157470.0;11060.0;146420.0;7.0
4130;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2004/'05;16140.0;1550.0;14590.0;9.6
4131;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2005/'06;16670.0;1320.0;15350.0;7.9
4132;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2006/'07;16310.0;1200.0;15110.0;7.4
4133;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2007/'08;16230.0;1170.0;15060.0;7.2
4134;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2008/'09;15860.0;1030.0;14830.0;6.5
4135;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;550.0;110.0;440.0;20.4
4136;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;730.0;140.0;600.0;18.6
4137;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;1820.0;240.0;1580.0;13.1
4138;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;190.0;30.0;160.0;17.0
4139;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;20.0;;10.0;
4140;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;22310.0;5340.0;16980.0;23.9
4141;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;27460.0;5850.0;21610.0;21.3
4142;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;30350.0;6490.0;23860.0;21.4
4143;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;32080.0;6570.0;25510.0;20.5
4144;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;32310.0;6030.0;26280.0;18.7
4145;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2004/'05;19960.0;4770.0;15200.0;23.9
4146;Mannen;Mbo (exclusief extraneï);22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2005/'06;24630.0;5210.0;19410.0;21.2
