ID;Geslacht;BedrijfstakkenBranches;Peilmoment;Studiekenmerken;Persoonskenmerken;Perioden;HboTotaal_1;HboVoltijd_2;HboDeeltijd_3;HboTotaal_4;HboVoltijd_5;HboDeeltijd_6;HboTotaal_7;HboTotaalVoltijd_8;HboTotaalDeeltijd_9;HboBachelorTotaal_10;HboBachelorVoltijd_11;HboBachelorDeeltijd_12;HboMasterTotaal_13;HboMasterVoltijd_14;HboMasterDeeltijd_15;HboAssociateDegreeTotaal_16;HboAssociateDegreeVoltijd_17;HboAssociateDegreeDeeltijd_18
3040;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3041;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3042;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3043;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3044;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2010/'11;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3045;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2011/'12;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3046;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2012/'13;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3047;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;3;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3048;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3049;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3050;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3051;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3052;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3053;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3054;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3055;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;4;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3056;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3057;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3058;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3059;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3060;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3061;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3062;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2012/'13;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3063;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;5;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3064;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3065;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3066;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3067;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3068;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3069;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3070;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3071;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;6;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3072;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3073;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3074;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3075;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2009/'10;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3076;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2010/'11;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3077;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2011/'12;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3078;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2012/'13;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3079;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;7;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3080;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3081;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3082;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3083;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3084;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2010/'11;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3085;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3086;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2012/'13;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3087;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;8;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3088;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3089;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3090;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3091;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3092;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3093;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3094;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3095;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;9;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3096;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3097;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3098;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3099;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2009/'10;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3100;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2010/'11;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3101;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2011/'12;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3102;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2012/'13;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3103;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Nederlands;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3104;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3105;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3106;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3107;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3108;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3109;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3110;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3111;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: EER;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3112;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2006/'07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3113;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3114;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3115;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3116;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3117;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3118;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2012/'13;;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3119;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Studierichting: Sectoroverstijgend;Nationaliteit: Overig;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3120;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2006/'07;24850.0;18210.0;6640.0;10230.0;7140.0;3090.0;14620.0;11080.0;3550.0;14120.0;10930.0;3200.0;500.0;150.0;350.0;;;0.0
3121;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2007/'08;25660.0;18910.0;6750.0;10650.0;7550.0;3100.0;15020.0;11370.0;3650.0;14340.0;11200.0;3130.0;610.0;120.0;490.0;70.0;40.0;30.0
3122;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2008/'09;25380.0;18510.0;6870.0;9610.0;6530.0;3080.0;15770.0;11980.0;3790.0;15050.0;11770.0;3280.0;490.0;120.0;360.0;240.0;90.0;150.0
3123;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2009/'10;27210.0;20060.0;7150.0;10740.0;7440.0;3300.0;16460.0;12620.0;3850.0;15600.0;12320.0;3280.0;520.0;100.0;420.0;340.0;200.0;150.0
3124;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2010/'11;27840.0;20410.0;7430.0;11760.0;8290.0;3470.0;16080.0;12120.0;3960.0;15040.0;11810.0;3240.0;690.0;130.0;560.0;350.0;190.0;160.0
3125;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2011/'12;28160.0;20980.0;7170.0;12220.0;8720.0;3500.0;15940.0;12260.0;3680.0;15030.0;11890.0;3130.0;540.0;140.0;410.0;370.0;230.0;140.0
3126;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2012/'13;25620.0;19510.0;6110.0;10720.0;8020.0;2700.0;14900.0;11490.0;3410.0;13910.0;11070.0;2840.0;540.0;120.0;420.0;450.0;300.0;150.0
3127;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;0;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3128;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2006/'07;60.0;60.0;0.0;60.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3129;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2007/'08;40.0;40.0;;40.0;40.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3130;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2008/'09;50.0;50.0;;50.0;50.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3131;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2009/'10;50.0;40.0;;50.0;40.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3132;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2010/'11;50.0;50.0;;50.0;50.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3133;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2011/'12;40.0;40.0;;40.0;40.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3134;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2012/'13;50.0;40.0;;50.0;40.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3135;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;1;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3136;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2006/'07;8380.0;7860.0;530.0;5250.0;4820.0;430.0;3140.0;3040.0;100.0;3110.0;3010.0;100.0;30.0;30.0;;;;0.0
3137;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2007/'08;8620.0;8010.0;600.0;5550.0;5070.0;490.0;3060.0;2940.0;120.0;3030.0;2910.0;120.0;20.0;20.0;0.0;10.0;10.0;
3138;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2008/'09;7680.0;6980.0;700.0;4640.0;4090.0;560.0;3040.0;2890.0;140.0;2970.0;2840.0;130.0;20.0;20.0;;50.0;40.0;
3139;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2009/'10;8330.0;7510.0;820.0;5220.0;4580.0;650.0;3110.0;2930.0;180.0;3020.0;2860.0;170.0;;;;80.0;70.0;
3140;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2010/'11;8360.0;7600.0;770.0;5490.0;4890.0;610.0;2870.0;2710.0;160.0;2780.0;2630.0;150.0;;;0.0;80.0;70.0;10.0
3141;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2011/'12;8300.0;7660.0;640.0;5710.0;5190.0;530.0;2590.0;2470.0;120.0;2510.0;2410.0;110.0;;;0.0;70.0;60.0;10.0
3142;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2012/'13;7480.0;6940.0;540.0;5140.0;4700.0;430.0;2340.0;2240.0;100.0;2240.0;2140.0;90.0;;;0.0;100.0;90.0;10.0
3143;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;2;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3144;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;3;2006/'07;10130.0;8650.0;1480.0;2460.0;1730.0;740.0;7670.0;6920.0;740.0;7500.0;6870.0;630.0;170.0;50.0;120.0;0.0;0.0;0.0
3145;Mannen en vrouwen;A-U Alle economische activiteiten ;2;Vooropleiding: Mbo;3;2007/'08;10720.0;9110.0;1610.0;2670.0;1880.0;790.0;8040.0;7230.0;820.0;7820.0;7160.0;660.0;200.0;50.0;150.0;20.0;20.0;
