ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;MigratieachtergrondNationaliteit;Perioden;BanenWerknemersUitBuitenland_1
893;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2012 4e kwartaal;68.4
894;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2012;71.1
895;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2013 1e kwartaal;52.2
896;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2013 2e kwartaal;60.4
897;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2013 3e kwartaal;65.1
898;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2013 4e kwartaal;57.9
899;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2013;58.9
900;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2014 1e kwartaal;52.1
901;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2014 2e kwartaal;62.2
902;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2014 3e kwartaal;68.2
903;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2014 4e kwartaal;63.0
904;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2014;61.4
905;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2015 1e kwartaal;49.0
906;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2015 2e kwartaal;57.1
907;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2015 3e kwartaal;63.9
908;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2015 4e kwartaal;60.1
909;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2015;57.6
910;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2016 1e kwartaal;49.6
911;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2016 2e kwartaal;58.2
912;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2016 3e kwartaal;60.8
913;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2016 4e kwartaal;54.7
914;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2016;55.8
915;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2017 1e kwartaal;45.9
916;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2017 2e kwartaal;56.4
917;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2017 3e kwartaal;57.4
918;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2017 4e kwartaal;51.5
919;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Totaal;2017;52.8
920;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2010 1e kwartaal;8.3
921;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2010 2e kwartaal;9.0
922;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2010 3e kwartaal;8.0
923;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2010 4e kwartaal;8.0
924;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2010;8.4
925;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2011 1e kwartaal;6.7
926;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2011 2e kwartaal;7.4
927;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2011 3e kwartaal;6.5
928;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2011 4e kwartaal;6.6
929;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2011;6.8
930;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2012 1e kwartaal;4.3
931;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2012 2e kwartaal;4.5
932;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2012 3e kwartaal;3.9
933;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2012 4e kwartaal;4.3
934;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2012;4.2
935;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2013 1e kwartaal;3.2
936;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2013 2e kwartaal;3.2
937;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2013 3e kwartaal;3.1
938;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2013 4e kwartaal;3.1
939;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2013;3.2
940;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2014 1e kwartaal;2.6
941;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2014 2e kwartaal;2.7
942;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2014 3e kwartaal;2.8
943;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2014 4e kwartaal;3.2
944;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2014;2.8
945;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2015 1e kwartaal;2.3
946;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2015 2e kwartaal;2.3
947;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2015 3e kwartaal;2.3
948;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2015 4e kwartaal;2.9
949;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2015;2.4
950;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2016 1e kwartaal;2.2
951;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2016 2e kwartaal;2.2
952;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2016 3e kwartaal;2.0
953;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2016 4e kwartaal;2.3
954;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2016;2.2
955;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2017 1e kwartaal;1.7
956;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2017 2e kwartaal;1.8
957;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2017 3e kwartaal;1.6
958;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2017 4e kwartaal;2.1
959;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Afrika;2017;1.8
960;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2010 1e kwartaal;7.4
961;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2010 2e kwartaal;8.3
962;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2010 3e kwartaal;7.6
963;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2010 4e kwartaal;8.2
964;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2010;7.9
965;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2011 1e kwartaal;6.6
966;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2011 2e kwartaal;7.5
967;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2011 3e kwartaal;6.6
968;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2011 4e kwartaal;7.1
969;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2011;7.0
970;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2012 1e kwartaal;4.6
971;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2012 2e kwartaal;5.0
972;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2012 3e kwartaal;4.4
973;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2012 4e kwartaal;5.0
974;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2012;4.7
975;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2013 1e kwartaal;3.5
976;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2013 2e kwartaal;3.5
977;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2013 3e kwartaal;3.3
978;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2013 4e kwartaal;3.4
979;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2013;3.4
980;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2014 1e kwartaal;3.0
981;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2014 2e kwartaal;3.2
982;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2014 3e kwartaal;3.2
983;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2014 4e kwartaal;3.6
984;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2014;3.2
985;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2015 1e kwartaal;2.7
986;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2015 2e kwartaal;2.8
987;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2015 3e kwartaal;2.8
988;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2015 4e kwartaal;3.5
989;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2015;2.9
990;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2016 1e kwartaal;2.6
991;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2016 2e kwartaal;2.8
992;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2016 3e kwartaal;2.6
993;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2016 4e kwartaal;3.1
994;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2016;2.8
995;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2017 1e kwartaal;2.4
996;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2017 2e kwartaal;2.5
997;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2017 3e kwartaal;2.2
998;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2017 4e kwartaal;2.7
999;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Amerika;2017;2.4
1000;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2010 1e kwartaal;9.7
1001;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2010 2e kwartaal;10.8
1002;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2010 3e kwartaal;9.9
1003;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2010 4e kwartaal;10.2
1004;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2010;10.2
1005;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2011 1e kwartaal;8.9
1006;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2011 2e kwartaal;10.1
1007;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2011 3e kwartaal;9.0
1008;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2011 4e kwartaal;9.1
1009;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2011;9.3
1010;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2012 1e kwartaal;5.5
1011;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2012 2e kwartaal;6.0
1012;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2012 3e kwartaal;5.2
1013;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2012 4e kwartaal;5.7
1014;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2012;5.6
1015;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2013 1e kwartaal;3.9
1016;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2013 2e kwartaal;4.0
1017;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2013 3e kwartaal;3.8
1018;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2013 4e kwartaal;3.9
1019;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2013;3.9
1020;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2014 1e kwartaal;3.3
1021;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2014 2e kwartaal;3.4
1022;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2014 3e kwartaal;3.6
1023;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2014 4e kwartaal;4.1
1024;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2014;3.6
1025;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2015 1e kwartaal;3.0
1026;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2015 2e kwartaal;3.2
1027;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2015 3e kwartaal;3.2
1028;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2015 4e kwartaal;3.7
1029;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2015;3.3
1030;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2016 1e kwartaal;3.0
1031;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2016 2e kwartaal;3.0
1032;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2016 3e kwartaal;2.8
1033;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2016 4e kwartaal;2.9
1034;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2016;2.9
1035;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2017 1e kwartaal;2.1
1036;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2017 2e kwartaal;2.3
1037;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2017 3e kwartaal;1.9
1038;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2017 4e kwartaal;2.4
1039;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Azië;2017;2.2
1040;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2010 1e kwartaal;53.5
1041;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2010 2e kwartaal;64.8
1042;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2010 3e kwartaal;70.0
1043;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2010 4e kwartaal;64.3
1044;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2010;63.2
1045;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2011 1e kwartaal;61.4
1046;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2011 2e kwartaal;75.4
1047;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2011 3e kwartaal;76.1
1048;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2011 4e kwartaal;66.8
1049;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2011;70.0
1050;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2012 1e kwartaal;51.1
1051;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2012 2e kwartaal;59.9
1052;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2012 3e kwartaal;61.4
1053;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2012 4e kwartaal;53.3
1054;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2012;56.4
1055;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2013 1e kwartaal;41.5
1056;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2013 2e kwartaal;49.5
1057;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2013 3e kwartaal;54.7
1058;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2013 4e kwartaal;47.5
1059;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2013;48.3
1060;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2014 1e kwartaal;43.0
1061;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2014 2e kwartaal;52.8
1062;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2014 3e kwartaal;58.5
1063;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2014 4e kwartaal;52.0
1064;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2014;51.6
1065;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2015 1e kwartaal;40.9
1066;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2015 2e kwartaal;48.7
1067;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2015 3e kwartaal;55.5
1068;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2015 4e kwartaal;49.9
1069;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2015;48.8
1070;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2016 1e kwartaal;41.7
1071;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2016 2e kwartaal;50.2
1072;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2016 3e kwartaal;53.3
1073;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2016 4e kwartaal;46.2
1074;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2016;47.9
1075;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2017 1e kwartaal;39.6
1076;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2017 2e kwartaal;49.7
1077;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2017 3e kwartaal;51.6
1078;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2017 4e kwartaal;44.3
1079;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Europa (excl. Nederlandse achtergrond);2017;46.3
1080;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2010 1e kwartaal;2.5
1081;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2010 2e kwartaal;2.8
1082;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2010 3e kwartaal;2.7
1083;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2010 4e kwartaal;2.7
1084;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2010;2.7
1085;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2011 1e kwartaal;2.5
1086;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2011 2e kwartaal;3.1
1087;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2011 3e kwartaal;2.8
1088;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2011 4e kwartaal;2.9
1089;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2011;2.8
1090;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2012 1e kwartaal;1.9
1091;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;GIPS landen in de EU;2012 2e kwartaal;2.3
