ID;Geslacht;Opleidingsclusters;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
586;Totaal mannen en vrouwen;34;VWO;Cohort 1998;360.0;18.0;40.0;45.0;47.0;50.0;51.0;;18.0;40.0;45.0;47.0;49.0;49.0;;18.0;40.0;45.0;47.0;49.0;49.0;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;1.0;1.0;1.0;;25.0;31.0;35.0;39.0;41.0;41.0;43.0;44.0;70.0;58.0;47.0;22.0;14.0;12.0;7.0;6.0;68.0;55.0;43.0;18.0;10.0;9.0;5.0;4.0;68.0;54.0;42.0;17.0;10.0;8.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0
587;Totaal mannen en vrouwen;34;VWO;Cohort 1999;360.0;16.0;38.0;46.0;51.0;53.0;;;16.0;38.0;46.0;50.0;52.0;;;16.0;38.0;46.0;50.0;52.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;1.0;1.0;;;20.0;30.0;35.0;36.0;37.0;38.0;40.0;;78.0;62.0;50.0;25.0;17.0;11.0;6.0;;77.0;60.0;47.0;23.0;15.0;9.0;5.0;;77.0;59.0;47.0;22.0;15.0;9.0;4.0;;0.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;
588;Totaal mannen en vrouwen;34;VWO;Cohort 2000;320.0;17.0;36.0;46.0;50.0;;;;17.0;36.0;45.0;48.0;;;;17.0;36.0;45.0;48.0;;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;1.0;;;;20.0;30.0;36.0;39.0;39.0;42.0;;;79.0;67.0;47.0;25.0;15.0;9.0;;;77.0;65.0;44.0;22.0;13.0;7.0;;;77.0;64.0;43.0;21.0;12.0;7.0;;;0.0;1.0;1.0;1.0;1.0;1.0;;;2.0;3.0;3.0;3.0;3.0;2.0;;
589;Totaal mannen en vrouwen;34;VWO;Cohort 2001;300.0;16.0;37.0;44.0;;;;;15.0;37.0;43.0;;;;;15.0;37.0;43.0;;;;;0.0;0.0;0.0;;;;;0.0;0.0;1.0;;;;;27.0;32.0;35.0;39.0;41.0;;;;72.0;64.0;50.0;24.0;15.0;;;;71.0;63.0;47.0;22.0;13.0;;;;70.0;62.0;46.0;21.0;12.0;;;;1.0;1.0;1.0;1.0;1.0;;;;2.0;2.0;3.0;2.0;2.0;;;
590;Totaal mannen en vrouwen;34;VWO;Cohort 2002;250.0;15.0;45.0;;;;;;15.0;45.0;;;;;;15.0;45.0;;;;;;0.0;0.0;;;;;;0.0;0.0;;;;;;16.0;25.0;30.0;30.0;;;;;83.0;74.0;55.0;25.0;;;;;83.0;72.0;53.0;23.0;;;;;82.0;70.0;53.0;21.0;;;;;1.0;1.0;1.0;1.0;;;;;0.0;2.0;2.0;2.0;;;;
591;Totaal mannen en vrouwen;34;VWO;Cohort 2003;190.0;15.0;;;;;;;15.0;;;;;;;15.0;;;;;;;0.0;;;;;;;0.0;;;;;;;18.0;27.0;31.0;;;;;;82.0;72.0;54.0;;;;;;79.0;69.0;52.0;;;;;;78.0;68.0;51.0;;;;;;1.0;1.0;1.0;;;;;;3.0;3.0;3.0;;;;;
592;Totaal mannen en vrouwen;34;VWO;Cohort 2004;140.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;25.0;;;;;;;83.0;71.0;;;;;;;80.0;70.0;;;;;;;79.0;69.0;;;;;;;1.0;1.0;;;;;;;2.0;1.0;;;;;;
593;Totaal mannen en vrouwen;34;VWO;Cohort 2005;130.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;;;;;;;;79.0;;;;;;;;79.0;;;;;;;;78.0;;;;;;;;1.0;;;;;;;;1.0;;;;;;;
594;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 1995;990.0;48.0;56.0;59.0;61.0;63.0;63.0;64.0;48.0;56.0;59.0;61.0;62.0;63.0;63.0;48.0;56.0;59.0;61.0;62.0;62.0;63.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;26.0;29.0;30.0;32.0;33.0;34.0;33.0;73.0;33.0;23.0;13.0;9.0;6.0;4.0;3.0;72.0;32.0;22.0;13.0;8.0;5.0;3.0;3.0;71.0;31.0;21.0;12.0;8.0;5.0;3.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
595;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 1996;1480.0;41.0;51.0;55.0;57.0;58.0;59.0;60.0;41.0;50.0;55.0;57.0;58.0;58.0;59.0;41.0;50.0;55.0;56.0;57.0;58.0;58.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.0;30.0;33.0;36.0;37.0;38.0;38.0;38.0;70.0;40.0;25.0;14.0;8.0;5.0;4.0;3.0;69.0;39.0;25.0;13.0;7.0;5.0;4.0;3.0;69.0;38.0;24.0;13.0;7.0;5.0;4.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
596;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 1997;1280.0;34.0;43.0;49.0;51.0;52.0;53.0;54.0;33.0;42.0;49.0;51.0;52.0;53.0;53.0;33.0;42.0;48.0;50.0;51.0;52.0;53.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;28.0;36.0;40.0;41.0;42.0;43.0;44.0;43.0;64.0;37.0;27.0;16.0;9.0;6.0;4.0;3.0;63.0;36.0;26.0;16.0;8.0;6.0;4.0;3.0;63.0;35.0;25.0;15.0;8.0;5.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
597;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 1998;1920.0;36.0;48.0;52.0;54.0;55.0;55.0;;36.0;48.0;52.0;54.0;55.0;55.0;;36.0;47.0;51.0;53.0;54.0;54.0;;0.0;1.0;1.0;1.0;1.0;1.0;;0.0;0.0;0.0;0.0;0.0;0.0;;29.0;36.0;39.0;40.0;41.0;42.0;42.0;43.0;67.0;44.0;25.0;12.0;7.0;4.0;3.0;2.0;66.0;43.0;24.0;12.0;7.0;4.0;2.0;2.0;65.0;42.0;24.0;11.0;6.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
598;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 1999;2500.0;27.0;35.0;38.0;39.0;40.0;;;27.0;35.0;38.0;39.0;40.0;;;26.0;34.0;37.0;38.0;39.0;;;1.0;1.0;1.0;1.0;1.0;;;0.0;0.0;0.0;0.0;0.0;;;33.0;45.0;54.0;55.0;56.0;57.0;57.0;;64.0;41.0;19.0;10.0;5.0;4.0;2.0;;63.0;40.0;18.0;10.0;5.0;3.0;2.0;;62.0;39.0;18.0;9.0;5.0;3.0;2.0;;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;
599;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 2000;2320.0;25.0;34.0;38.0;39.0;;;;25.0;34.0;37.0;39.0;;;;25.0;34.0;37.0;39.0;;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;;;32.0;52.0;54.0;55.0;56.0;57.0;;;66.0;35.0;21.0;11.0;7.0;3.0;;;66.0;34.0;20.0;10.0;6.0;3.0;;;64.0;33.0;20.0;10.0;6.0;3.0;;;2.0;1.0;1.0;1.0;0.0;0.0;;;0.0;1.0;1.0;0.0;1.0;0.0;;
600;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 2001;2240.0;17.0;28.0;32.0;;;;;16.0;27.0;31.0;;;;;16.0;27.0;31.0;;;;;0.0;0.0;0.0;;;;;0.0;0.0;0.0;;;;;53.0;58.0;60.0;61.0;61.0;;;;43.0;33.0;24.0;12.0;7.0;;;;43.0;32.0;23.0;11.0;6.0;;;;42.0;32.0;23.0;11.0;6.0;;;;0.0;1.0;1.0;0.0;0.0;;;;1.0;1.0;0.0;1.0;0.0;;;
601;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 2002;1280.0;24.0;40.0;;;;;;23.0;40.0;;;;;;23.0;40.0;;;;;;0.0;0.0;;;;;;0.0;0.0;;;;;;25.0;34.0;38.0;40.0;;;;;67.0;54.0;38.0;20.0;;;;;66.0;54.0;38.0;19.0;;;;;66.0;53.0;37.0;19.0;;;;;1.0;1.0;1.0;0.0;;;;;0.0;0.0;0.0;1.0;;;;
602;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 2003;1020.0;21.0;;;;;;;21.0;;;;;;;21.0;;;;;;;0.0;;;;;;;0.0;;;;;;;25.0;34.0;39.0;;;;;;74.0;61.0;40.0;;;;;;74.0;60.0;39.0;;;;;;73.0;59.0;38.0;;;;;;1.0;1.0;1.0;;;;;;0.0;0.0;0.0;;;;;
603;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 2004;970.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;32.0;;;;;;;74.0;61.0;;;;;;;73.0;60.0;;;;;;;73.0;59.0;;;;;;;1.0;1.0;;;;;;;1.0;1.0;;;;;;
604;Totaal mannen en vrouwen;34;Overige vooropleidingen;Cohort 2005;940.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;;;;;;;;74.0;;;;;;;;74.0;;;;;;;;74.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;
605;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 2003;110.0;3.0;;;;;;;3.0;;;;;;;3.0;;;;;;;0.0;;;;;;;0.0;;;;;;;24.0;28.0;29.0;;;;;;76.0;72.0;68.0;;;;;;75.0;70.0;65.0;;;;;;74.0;68.0;63.0;;;;;;1.0;2.0;2.0;;;;;;1.0;2.0;4.0;;;;;
614;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 2004;140.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;32.0;;;;;;;76.0;67.0;;;;;;;75.0;65.0;;;;;;;73.0;63.0;;;;;;;2.0;2.0;;;;;;;1.0;2.0;;;;;;
615;Totaal mannen en vrouwen;38;Totaal vooropleiding;Cohort 2005;220.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;;;;;;;;77.0;;;;;;;;75.0;;;;;;;;74.0;;;;;;;;1.0;;;;;;;;2.0;;;;;;;
616;Totaal mannen en vrouwen;38;MBO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;Totaal mannen en vrouwen;38;MBO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;Totaal mannen en vrouwen;38;MBO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;Totaal mannen en vrouwen;38;MBO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;Totaal mannen en vrouwen;38;MBO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;Totaal mannen en vrouwen;38;MBO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;Totaal mannen en vrouwen;38;MBO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;Totaal mannen en vrouwen;38;MBO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;Totaal mannen en vrouwen;38;MBO;Cohort 2003;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;Totaal mannen en vrouwen;38;MBO;Cohort 2004;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;Totaal mannen en vrouwen;38;MBO;Cohort 2005;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;;;;;;;;71.0;;;;;;;;68.0;;;;;;;;67.0;;;;;;;;1.0;;;;;;;;2.0;;;;;;;
627;Totaal mannen en vrouwen;38;HAVO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;Totaal mannen en vrouwen;38;HAVO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;Totaal mannen en vrouwen;38;HAVO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;Totaal mannen en vrouwen;38;HAVO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;Totaal mannen en vrouwen;38;HAVO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;Totaal mannen en vrouwen;38;HAVO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
633;Totaal mannen en vrouwen;38;HAVO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;Totaal mannen en vrouwen;38;HAVO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;Totaal mannen en vrouwen;38;HAVO;Cohort 2003;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;Totaal mannen en vrouwen;38;HAVO;Cohort 2004;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;Totaal mannen en vrouwen;38;HAVO;Cohort 2005;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;Totaal mannen en vrouwen;38;VWO;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;Totaal mannen en vrouwen;38;VWO;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;Totaal mannen en vrouwen;38;VWO;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
641;Totaal mannen en vrouwen;38;VWO;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;Totaal mannen en vrouwen;38;VWO;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643;Totaal mannen en vrouwen;38;VWO;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644;Totaal mannen en vrouwen;38;VWO;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;Totaal mannen en vrouwen;38;VWO;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;Totaal mannen en vrouwen;38;VWO;Cohort 2003;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647;Totaal mannen en vrouwen;38;VWO;Cohort 2004;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;Totaal mannen en vrouwen;38;VWO;Cohort 2005;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
657;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 2003;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
658;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 2004;60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;36.0;;;;;;;80.0;63.0;;;;;;;77.0;59.0;;;;;;;73.0;57.0;;;;;;;4.0;2.0;;;;;;;4.0;4.0;;;;;;
659;Totaal mannen en vrouwen;38;Overige vooropleidingen;Cohort 2005;70.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;;;;;;;;78.0;;;;;;;;77.0;;;;;;;;77.0;;;;;;;;0.0;;;;;;;;1.0;;;;;;;
660;Totaal mannen en vrouwen;4;Totaal vooropleiding;Cohort 1995;320.0;10.0;18.0;24.0;29.0;31.0;32.0;33.0;9.0;17.0;24.0;29.0;31.0;31.0;33.0;9.0;17.0;23.0;28.0;30.0;30.0;31.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;41.0;50.0;56.0;59.0;60.0;61.0;61.0;66.0;53.0;40.0;26.0;17.0;11.0;8.0;8.0;66.0;53.0;40.0;26.0;17.0;11.0;8.0;8.0;64.0;50.0;38.0;24.0;15.0;9.0;6.0;7.0;2.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
661;Totaal mannen en vrouwen;4;Totaal vooropleiding;Cohort 1996;420.0;10.0;21.0;29.0;34.0;35.0;37.0;38.0;9.0;20.0;28.0;33.0;34.0;36.0;37.0;9.0;20.0;27.0;31.0;32.0;33.0;34.0;0.0;0.0;2.0;2.0;2.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;31.0;45.0;51.0;55.0;57.0;58.0;58.0;58.0;66.0;50.0;39.0;24.0;14.0;8.0;7.0;5.0;65.0;49.0;38.0;23.0;13.0;8.0;7.0;5.0;64.0;47.0;35.0;20.0;12.0;6.0;6.0;4.0;1.0;2.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
662;Totaal mannen en vrouwen;4;Totaal vooropleiding;Cohort 1997;500.0;7.0;14.0;21.0;26.0;28.0;30.0;31.0;7.0;14.0;20.0;25.0;28.0;29.0;30.0;7.0;13.0;19.0;24.0;26.0;28.0;28.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;29.0;46.0;54.0;58.0;63.0;62.0;63.0;64.0;71.0;51.0;39.0;28.0;17.0;12.0;9.0;6.0;71.0;50.0;38.0;27.0;16.0;11.0;8.0;6.0;69.0;48.0;36.0;25.0;14.0;9.0;6.0;3.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
663;Totaal mannen en vrouwen;4;Totaal vooropleiding;Cohort 1998;690.0;8.0;18.0;27.0;31.0;34.0;35.0;;7.0;17.0;26.0;31.0;33.0;35.0;;7.0;17.0;25.0;28.0;30.0;31.0;;0.0;1.0;2.0;3.0;3.0;3.0;;0.0;0.0;0.0;0.0;0.0;1.0;;31.0;46.0;52.0;54.0;55.0;57.0;57.0;57.0;69.0;52.0;40.0;28.0;19.0;12.0;9.0;7.0;69.0;51.0;40.0;28.0;17.0;11.0;9.0;7.0;66.0;47.0;35.0;24.0;15.0;9.0;7.0;5.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
