ID;Rechtsvorm;Behandelingsduur;Perioden;TotaalAfgewikkeldeFaillissementen_1;MetZekereStrafbareBenadeling_2;ZonderZekereStrafbareBenadeling_3;TotaalActiva_4;AfgedragenZekerheden_5;SaldoActiva_6;TotaalSchulden_7;Boedelkosten_8;SchuldenAanFiscusEnUWV_9;OverigeSchulden_10;TotaalUitkeringen_11;Boedeluitkeringen_12;UitgekeerdAanFiscusEnUWV_13;UitgekeerdAanOverigen_14;TotaalOnbetaaldGeblevenSchuld_15;TotaalOnbetaaldeSchuldAanFiscus_16;GemiddeldOnbetaaldeSchuld_17;GemiddeldOnbetaaldeSchuldAanFiscus_18;TotaalOnbetaaldGeblevenSchuld_19;TotaalOnbetaaldeSchuldAanFiscus_20;GemiddeldOnbetaaldeSchuld_21;GemiddeldOnbetaaldeSchuldAanFiscus_22;Mismanagement_23;EconomischeOorzaak_24;FaillissementHolding_25;ProblemenBinnenDirectie_26;LegeBVSDubieuzeHandelingen_27;OverigeOorzaken_28
94;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;2000;140;7;133;1.4;0.6;0.8;7.9;0.7;2.3;4.8;0.8;0.5;0.2;0.2;1.0;0.5;138.4;74.5;6.0;1.6;45.5;12.1;;;;;;140
95;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;2002;277;29;247;1.6;0.3;1.3;18.6;1.4;3.9;13.4;1.3;0.9;0.2;0.2;2.0;0.3;68.9;10.7;15.3;3.4;61.9;13.6;;;;;;277
96;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;2004;470;5;465;5.6;3.6;2.0;37.3;2.3;9.5;25.5;2.0;1.4;0.3;0.4;2.3;0.0;441.8;1.6;33.0;9.2;71.0;19.8;;;;;;470
97;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;2006;713;7;705;9.0;4.8;4.2;66.3;3.5;12.1;50.7;4.2;2.5;0.6;1.1;2.1;0.1;288.4;13.4;60.0;11.3;85.1;16.1;;;;;;713
98;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;2008;733;9;723;6.2;1.1;5.1;95.1;3.7;31.9;59.5;5.1;2.7;1.0;1.4;2.3;1.6;245.9;176.9;87.8;29.3;121.3;40.5;;;;;;733
99;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;2010;618;16;602;10.7;4.9;5.8;109.5;4.6;24.6;80.3;5.8;3.0;1.0;1.7;7.2;0.9;461.5;56.0;96.5;22.7;160.3;37.7;;;;;;618
100;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;1992;68;3;65;2.3;0.9;1.4;34.2;0.4;2.0;31.7;1.4;0.3;0.1;0.9;0.7;0.0;244.5;0.0;32.1;1.9;495.6;28.8;;;;;;68
101;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;1994;110;3;107;2.4;1.5;0.9;8.3;0.6;2.0;5.7;0.9;0.5;0.2;0.2;0.3;0.1;88.9;21.6;7.2;1.7;67.0;16.2;;;;;;110
102;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;1996;165;8;156;4.6;2.2;2.4;16.0;1.3;5.6;9.1;2.4;1.1;0.7;0.6;2.2;1.0;264.7;121.5;11.3;3.8;72.3;24.4;;;;;;165
103;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;1998;148;22;127;3.7;2.0;1.7;20.9;1.1;6.8;13.0;1.7;0.9;0.5;0.3;4.4;1.8;204.7;84.0;14.8;4.5;116.6;35.2;;;;;;148
104;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;2000;126;8;117;3.3;1.0;2.3;9.6;1.2;2.0;6.4;2.3;1.1;0.7;0.6;0.8;0.2;89.1;23.5;6.5;1.1;55.7;9.4;;;;;;126
105;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;2002;74;13;61;1.5;0.4;1.1;9.2;0.6;1.7;6.9;0.9;0.5;0.2;0.3;3.1;0.1;246.4;10.0;5.1;1.4;83.5;22.3;;;;;;74
106;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;2004;177;11;166;3.4;1.5;1.9;20.8;1.4;3.8;15.7;1.9;1.1;0.3;0.6;5.1;0.3;450.4;29.7;13.9;3.2;83.5;19.0;;;;;;177
107;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;2006;312;11;301;6.7;2.7;4.0;45.7;2.4;18.7;24.5;3.9;2.0;0.8;1.0;2.9;1.1;254.7;92.0;38.9;16.9;129.3;56.1;;;;;;312
108;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;2008;254;2;252;7.2;2.4;4.9;34.3;2.5;10.7;21.1;4.9;2.2;1.0;1.7;0.2;0.1;109.8;46.4;29.2;9.6;116.0;38.1;;;;;;254
109;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 24 tot 36 maanden;2010;241;6;235;5.4;0.8;4.6;54.5;2.6;14.1;37.8;4.6;2.1;0.8;1.7;1.7;0.4;269.2;65.2;48.2;12.9;205.1;54.9;;;;;;241
110;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;1992;20;0;20;0.9;0.4;0.5;3.4;0.3;1.2;1.9;0.5;0.2;0.1;0.1;;;0.0;0.0;2.9;1.1;145.1;55.4;;;;;;20
111;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;1994;42;3;39;1.2;0.7;0.5;2.8;0.3;0.7;1.8;0.5;0.3;0.1;0.1;0.2;0.0;54.7;9.5;2.2;0.6;55.2;15.4;;;;;;42
112;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;1996;59;3;56;1.7;0.6;1.2;5.8;0.6;1.7;3.4;1.2;0.6;0.4;0.2;0.4;0.2;121.5;48.0;4.2;1.2;74.9;21.4;;;;;;59
113;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;1998;85;19;66;2.5;1.3;1.2;11.2;1.1;3.4;6.7;1.2;0.9;0.1;0.2;5.2;2.2;265.6;114.9;4.8;1.0;73.1;15.8;;;;;;85
114;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;2000;64;6;58;1.6;0.8;0.8;36.8;0.7;4.7;31.3;0.8;0.6;0.2;0.1;7.8;0.6;1284.5;101.4;28.2;3.9;487.0;68.1;;;;;;64
115;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;2002;40;5;35;1.2;0.1;1.1;19.7;0.7;11.9;7.1;1.1;0.6;0.2;0.3;1.7;0.1;327.3;28.1;16.9;11.6;485.8;332.8;;;;;;40
116;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;2004;78;2;76;2.7;0.9;1.8;9.4;1.0;2.5;5.9;1.7;0.9;0.6;0.2;0.5;0.5;253.8;253.8;7.2;1.3;94.7;17.7;;;;;;78
117;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;2006;102;0;102;2.4;0.7;1.7;13.0;1.0;4.3;7.8;1.7;0.8;0.6;0.2;;;0.0;0.0;11.4;3.7;111.5;35.9;;;;;;102
118;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;2008;124;8;116;4.5;1.9;2.7;61.6;1.8;10.5;49.3;2.7;1.6;0.7;0.4;41.5;3.0;5089.4;363.6;17.3;6.8;149.1;58.8;;;;;;124
119;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 36 tot 48 maanden;2010;94;4;90;1.2;0.0;1.2;13.4;0.8;2.3;10.3;1.2;0.7;0.2;0.4;0.9;0.1;222.6;33.4;11.3;2.0;125.3;22.1;;;;;;94
120;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;1992;24;1;23;0.8;0.3;0.5;2.1;0.2;0.5;1.5;0.5;0.2;0.2;0.2;0.0;0.0;23.3;2.9;1.6;0.3;68.5;14.4;;;;;;24
121;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;1994;20;4;16;0.3;0.1;0.2;2.3;0.2;0.6;1.6;0.2;0.1;0.0;0.0;0.5;0.1;130.1;36.0;1.6;0.4;96.7;23.6;;;;;;20
122;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;1996;17;2;15;0.5;0.1;0.5;2.4;0.2;0.1;2.1;0.5;0.2;0.0;0.2;1.5;0.0;689.8;6.6;0.5;0.0;32.8;1.9;;;;;;17
123;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;1998;38;2;36;0.6;0.1;0.5;15.3;0.4;1.3;13.6;0.5;0.3;0.2;0.0;0.4;0.1;206.4;48.6;14.3;1.0;400.7;27.3;;;;;;38
124;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;2000;29;1;28;1.5;0.2;1.3;21.9;0.5;3.0;18.4;1.3;0.4;0.2;0.6;0.0;0.0;4.1;4.1;20.6;2.8;742.3;100.0;;;;;;29
125;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;2002;41;3;38;1.2;0.6;0.6;4.4;0.5;1.5;2.4;0.6;0.4;0.1;0.1;0.5;0.3;143.1;104.0;3.4;1.1;88.5;28.6;;;;;;41
126;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;2004;30;0;30;1.4;0.5;1.0;5.8;0.4;1.3;4.1;1.0;0.4;0.3;0.3;;;0.0;0.0;4.9;1.0;163.6;34.3;;;;;;30
127;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;2006;62;1;61;2.2;0.9;1.3;7.2;1.0;1.3;5.0;1.3;0.8;0.1;0.3;0.2;;145.5;0.0;5.7;1.1;93.7;18.0;;;;;;62
128;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;2008;62;1;61;3.2;1.4;1.7;16.7;1.0;3.5;12.1;1.7;0.9;0.6;0.2;0.8;0.0;776.4;48.7;14.2;2.9;231.2;47.3;;;;;;62
129;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 48 tot 60 maanden;2010;67;1;66;3.6;1.7;2.0;27.0;6.4;10.6;10.1;2.0;1.1;0.6;0.2;1.0;0.4;976.3;381.3;24.0;9.6;363.2;144.5;;;;;;67
130;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;1992;52;4;47;12.0;8.5;3.4;18.8;1.8;4.3;12.7;3.4;1.0;1.0;1.3;1.8;0.9;415.2;203.8;13.6;2.3;285.6;49.1;;;;;;52
131;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;1994;28;4;24;1.9;1.0;0.9;4.8;0.5;1.9;2.4;0.9;0.4;0.4;0.1;1.0;0.7;241.5;171.6;2.9;0.8;119.1;32.7;;;;;;28
132;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;1996;36;7;29;3.4;1.6;1.9;16.9;0.9;2.2;13.8;1.9;0.8;0.5;0.5;3.9;0.5;529.6;70.3;11.1;1.1;388.2;39.3;;;;;;36
133;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;1998;36;8;28;2.9;0.5;2.4;12.1;0.7;2.0;9.4;2.4;0.7;0.8;0.9;1.5;0.3;191.9;37.1;8.3;1.0;293.8;34.6;;;;;;36
134;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;2000;36;7;29;2.1;0.8;1.3;7.2;0.8;0.9;5.4;1.3;0.8;0.3;0.2;0.6;0.0;84.2;6.4;5.3;0.6;184.3;20.5;;;;;;36
135;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;2002;46;9;37;10.2;7.6;2.6;15.2;1.4;1.5;12.2;2.6;1.2;0.5;0.9;8.4;0.1;887.8;8.0;4.2;1.0;113.6;26.2;;;;;;46
136;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;2004;56;5;51;1.6;0.2;1.4;38.5;1.0;1.3;36.3;1.3;0.9;0.2;0.3;33.0;0.3;6430.5;66.9;4.2;0.7;82.7;14.1;;;;;;56
137;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;2006;70;3;67;4.8;1.5;3.4;21.1;1.9;6.4;12.7;3.4;1.8;0.7;0.8;0.8;0.0;250.2;12.5;16.9;5.7;253.8;85.1;;;;;;70
138;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;2008;72;0;72;3.0;0.0;2.9;15.6;1.5;4.2;9.9;2.9;1.3;0.8;0.9;;;0.0;0.0;12.7;3.4;175.0;47.5;;;;;;72
139;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 60 maanden en meer;2010;51;3;48;3.2;0.0;3.2;44.8;1.7;6.4;36.6;3.2;1.6;1.2;0.4;15.8;0.1;5095.8;29.2;25.7;5.1;540.8;107.6;;;;;;51
140;Eenmanszaken;Totaal behandelingsduur;1992;1395;67;1328;51.8;27.3;24.5;232.8;19.8;77.3;135.6;24.5;17.2;4.8;2.4;19.6;8.4;291.2;124.5;188.7;64.1;142.1;48.3;570.0;178.0;;;27.0;620
141;Eenmanszaken;Totaal behandelingsduur;1994;1877;134;1743;51.4;30.5;20.9;301.9;15.4;92.5;194.0;20.9;11.5;5.7;3.6;50.5;20.5;378.0;153.5;230.6;66.3;132.3;38.0;642.0;332.0;;;64.0;839
142;Eenmanszaken;Totaal behandelingsduur;1996;1804;104;1700;46.4;26.1;20.4;268.1;17.4;89.2;161.5;20.4;13.1;5.1;2.2;23.7;10.2;227.7;98.0;224.0;73.9;131.8;43.5;724.0;375.0;;;44.0;661
143;Eenmanszaken;Totaal behandelingsduur;1998;1572;193;1379;32.5;11.7;20.8;240.7;17.1;81.3;142.3;20.8;12.6;5.3;2.9;41.8;20.2;217.2;104.9;178.1;55.8;129.1;40.5;525.0;220.0;;;54.0;773
144;Eenmanszaken;Totaal behandelingsduur;2000;951;97;854;24.5;8.0;16.4;150.3;12.8;50.4;87.1;16.2;9.5;3.7;3.1;27.8;13.6;285.6;139.7;106.3;33.2;124.5;38.9;334.0;131.0;;;28.0;458
145;Eenmanszaken;Totaal behandelingsduur;2002;768;78;690;20.0;5.5;14.6;187.2;10.9;46.8;129.5;14.0;8.3;2.9;2.8;75.2;10.9;963.2;139.7;98.0;33.0;142.1;47.8;213.0;95.0;;;31.0;429
146;Eenmanszaken;Totaal behandelingsduur;2004;833;41;792;19.7;7.8;11.8;144.0;11.2;51.7;81.1;11.3;7.2;2.8;1.3;12.2;3.5;295.6;85.7;120.5;45.4;152.2;57.3;250.0;100.0;;;35.0;448
147;Eenmanszaken;Totaal behandelingsduur;2006;1257;51;1206;33.5;12.1;21.4;245.0;17.0;100.2;127.7;21.2;12.6;5.9;2.7;15.9;6.6;313.9;130.2;207.9;87.7;172.3;72.7;345.0;218.0;;;43.0;651
148;Eenmanszaken;Totaal behandelingsduur;2008;916;54;862;27.0;6.7;20.3;204.5;15.8;74.4;114.3;20.1;12.2;4.8;3.1;16.5;4.8;304.9;88.4;167.9;64.8;194.8;75.2;355.0;165.0;;;12.0;384
149;Eenmanszaken;Totaal behandelingsduur;2010;760;38;722;21.7;3.5;18.3;201.8;16.0;71.6;114.1;18.3;11.7;4.5;2.1;10.5;4.2;274.4;108.9;173.0;63.0;239.7;87.3;321.0;178.0;;;13.0;248
150;Eenmanszaken;Behandelingsduur tot 12 maanden;1992;563;18;544;5.9;4.1;1.8;62.4;1.9;22.7;37.8;1.8;1.2;0.4;0.2;3.0;1.8;162.7;98.6;57.6;20.5;105.8;37.6;187.0;91.0;;;9.0;276
151;Eenmanszaken;Behandelingsduur tot 12 maanden;1994;780;35;745;6.9;4.5;2.4;78.4;2.7;23.8;52.0;2.4;1.5;0.5;0.4;8.0;5.4;228.3;154.3;68.0;17.8;91.2;23.9;247.0;154.0;;;15.0;364
152;Eenmanszaken;Behandelingsduur tot 12 maanden;1996;622;27;596;4.6;2.6;1.9;59.3;2.5;19.4;37.5;1.9;1.3;0.3;0.3;3.2;1.3;119.6;50.6;54.2;17.7;91.0;29.7;229.0;130.0;;;14.0;249
153;Eenmanszaken;Behandelingsduur tot 12 maanden;1998;485;39;446;2.9;1.1;1.8;46.4;2.1;17.6;26.7;1.8;1.1;0.4;0.3;5.8;3.1;148.6;77.8;38.7;14.1;86.8;31.6;150.0;69.0;;;10.0;256
154;Eenmanszaken;Behandelingsduur tot 12 maanden;2000;211;16;194;1.4;0.5;0.8;21.4;0.9;8.8;11.7;0.8;0.4;0.2;0.2;4.9;3.6;301.0;220.0;15.7;5.0;80.9;25.9;78.0;8.0;;;6.0;119
155;Eenmanszaken;Behandelingsduur tot 12 maanden;2002;175;15;160;1.4;0.4;1.0;18.8;0.9;4.9;13.0;0.8;0.4;0.0;0.3;1.6;0.8;109.0;52.5;16.4;4.1;102.3;25.3;36.0;11.0;;;4.0;124
156;Eenmanszaken;Behandelingsduur tot 12 maanden;2004;222;4;218;1.0;0.3;0.6;23.2;1.2;7.7;14.3;0.6;0.5;0.1;0.0;0.3;0.0;82.2;6.6;22.3;7.6;102.2;34.8;47.0;27.0;;;8.0;140
157;Eenmanszaken;Behandelingsduur tot 12 maanden;2006;468;4;464;2.1;0.4;1.8;53.2;2.0;20.3;30.9;1.8;1.0;0.5;0.3;0.4;0.2;92.4;42.2;51.0;19.6;110.0;42.2;81.0;57.0;;;12.0;318
158;Eenmanszaken;Behandelingsduur tot 12 maanden;2008;186;3;183;1.3;0.5;0.8;29.9;1.1;12.2;16.7;0.8;0.6;0.2;0.1;0.5;0.2;154.2;68.9;28.6;11.7;156.6;64.1;65.0;37.0;;;2.0;82
159;Eenmanszaken;Behandelingsduur tot 12 maanden;2010;231;8;223;0.8;0.0;0.8;41.0;1.6;10.6;28.9;0.8;0.6;0.1;0.1;1.4;0.5;175.7;58.8;38.8;10.0;174.0;45.0;76.0;75.0;;;5.0;75
160;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;1992;422;21;400;13.2;8.6;4.6;67.5;3.6;20.3;43.5;4.6;2.8;1.2;0.7;7.9;4.0;367.7;184.3;54.9;15.2;137.3;38.0;202.0;48.0;;;10.0;162
161;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;1994;577;38;539;15.0;9.8;5.2;97.4;4.4;28.8;64.2;5.2;3.2;1.3;0.7;8.3;3.1;216.6;82.1;83.9;24.4;155.6;45.2;206.0;100.0;;;14.0;257
162;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;1996;599;29;570;15.0;8.9;6.1;84.1;5.6;31.0;47.5;6.1;4.0;1.5;0.6;4.8;2.2;166.2;77.5;73.3;27.3;128.5;47.9;253.0;141.0;;;9.0;196
163;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;1998;521;65;456;8.5;3.2;5.3;75.0;4.7;27.2;43.1;5.3;3.3;1.2;0.7;15.1;8.1;232.8;125.2;54.7;17.8;119.8;39.1;185.0;70.0;;;22.0;244
164;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;2000;268;24;244;5.4;1.9;3.5;35.4;3.0;9.3;23.1;3.5;2.1;0.6;0.8;4.4;2.0;179.5;81.0;27.6;6.8;112.9;27.7;104.0;36.0;;;9.0;119
165;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;2002;229;28;201;4.2;2.1;2.2;95.6;2.2;17.3;76.1;2.0;1.4;0.4;0.2;62.8;3.7;2236.2;132.9;30.7;13.1;152.8;65.2;55.0;28.0;;;12.0;134
166;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;2004;248;13;234;4.3;2.1;2.2;46.3;2.6;19.2;24.6;2.0;1.3;0.5;0.2;3.6;0.9;265.8;70.5;40.7;17.7;173.8;75.7;68.0;35.0;;;8.0;137
167;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;2006;426;15;411;11.5;5.2;6.3;88.6;5.4;35.8;47.5;6.2;3.7;1.4;1.1;2.4;0.8;163.7;53.1;80.0;33.6;194.8;81.8;129.0;97.0;;;13.0;187
168;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;2008;321;18;303;6.6;2.9;3.6;63.8;3.4;23.9;36.4;3.6;2.0;0.9;0.7;5.2;1.5;282.4;79.3;55.0;21.5;181.8;71.1;121.0;47.0;;;4.0;149
169;Eenmanszaken;Behandelingsduur 12 tot 24 maanden;2010;233;10;223;4.4;1.2;3.2;56.8;3.8;16.6;36.4;3.2;2.3;0.6;0.4;3.7;0.9;354.8;92.0;49.9;15.1;224.2;67.9;93.0;56.0;;;4.0;80
170;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;1992;190;9;181;8.9;5.3;3.6;44.7;2.3;19.6;22.8;3.6;2.0;1.0;0.6;3.2;1.3;352.2;139.8;37.9;17.3;209.4;95.7;90.0;25.0;;;1.0;74
171;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;1994;247;23;224;10.8;6.8;4.0;47.9;3.0;16.0;28.9;4.0;2.4;1.2;0.5;7.5;3.2;323.7;139.2;36.4;11.6;162.6;51.9;80.0;37.0;;;13.0;117
172;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;1996;305;19;285;13.6;8.2;5.4;64.9;4.0;19.4;41.5;5.4;3.3;1.6;0.6;4.9;3.1;252.2;159.4;54.5;14.7;191.2;51.7;128.0;60.0;;;8.0;109
173;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;1998;279;46;233;9.3;4.2;5.1;48.7;4.1;14.2;30.4;5.1;3.1;1.1;0.9;9.1;3.7;198.6;81.8;34.5;9.4;148.3;40.2;84.0;43.0;;;14.0;138
174;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;2000;219;20;199;6.7;2.5;4.2;31.4;3.0;9.8;18.6;4.1;2.3;0.8;1.0;3.4;1.7;174.5;87.5;23.8;7.3;119.8;36.7;68.0;40.0;;;6.0;105
175;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;2002;128;10;118;2.3;0.5;1.7;21.7;1.7;7.0;13.1;1.7;1.2;0.4;0.2;2.7;1.3;255.9;127.2;17.3;5.3;147.4;45.0;44.0;19.0;;;3.0;62
176;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;2004;119;7;111;2.7;1.2;1.5;23.7;1.6;8.6;13.6;1.4;1.0;0.4;0.1;2.1;1.2;291.6;160.3;20.2;7.0;181.0;63.0;49.0;17.0;;;8.0;45
177;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;2006;180;10;170;9.6;4.2;5.4;48.4;3.6;19.9;24.9;5.4;2.6;2.0;0.8;2.2;0.6;227.5;61.9;40.8;17.3;240.0;101.6;59.0;39.0;;;7.0;75
178;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;2008;224;15;209;6.8;0.8;6.0;47.4;4.2;17.4;25.7;6.0;3.5;1.4;1.0;3.3;1.2;215.4;78.1;38.1;14.8;182.8;70.9;82.0;50.0;;;3.0;89
179;Eenmanszaken;Behandelingsduur 24 tot 36 maanden;2010;107;6;101;4.0;0.7;3.3;35.5;2.7;17.0;15.9;3.3;2.2;0.9;0.2;0.6;0.2;102.8;34.9;31.6;15.9;312.6;156.9;60.0;12.0;;;;35
180;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;1992;101;10;91;5.8;3.0;2.8;21.0;1.7;6.8;12.6;2.8;1.4;1.2;0.2;4.2;1.0;411.2;99.7;14.1;4.5;154.7;49.6;40.0;9.0;;;3.0;49
181;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;1994;113;17;96;4.5;2.5;2.0;23.6;1.5;9.2;12.8;2.0;1.2;0.5;0.3;7.3;4.6;427.3;271.0;14.3;4.0;147.8;41.8;42.0;20.0;;;10.0;41
182;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;1996;145;10;135;6.8;4.0;2.9;27.0;2.3;8.4;16.3;2.9;1.9;0.6;0.3;2.7;0.6;268.7;54.0;21.4;7.2;158.8;53.5;57.0;28.0;;;3.0;57
183;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;1998;136;19;117;5.0;1.7;3.2;28.3;2.4;8.5;17.5;3.2;2.0;0.8;0.4;4.1;1.3;212.1;69.8;21.0;6.3;179.4;53.9;52.0;23.0;;;3.0;58
184;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;2000;104;13;91;5.1;2.1;3.1;24.9;2.2;9.5;13.1;3.0;1.7;1.0;0.4;4.7;1.1;372.3;83.6;17.1;7.5;187.3;82.2;39.0;17.0;;;5.0;43
185;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;2002;92;6;85;3.3;0.6;2.7;15.4;1.8;4.7;9.0;2.7;1.5;0.5;0.7;0.7;0.1;114.1;13.2;12.0;4.1;140.9;47.7;33.0;12.0;;;5.0;42
186;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;2004;86;3;83;2.7;0.8;1.9;11.7;1.4;3.3;7.0;1.8;1.0;0.4;0.4;0.2;0.1;60.2;33.0;9.7;2.8;117.0;33.9;32.0;7.0;;;3.0;44
187;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;2006;67;8;58;2.6;1.1;1.5;15.5;1.4;5.3;8.8;1.5;1.0;0.3;0.2;4.0;1.1;471.5;128.1;10.0;3.9;172.3;66.9;25.0;13.0;;;5.0;24
188;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;2008;80;8;72;4.5;1.0;3.6;23.1;2.4;7.7;12.9;3.6;2.1;0.9;0.5;2.6;1.0;313.5;117.4;17.0;5.9;237.0;82.2;37.0;17.0;;;;26
189;Eenmanszaken;Behandelingsduur 36 tot 48 maanden;2010;71;7;64;3.5;0.5;3.0;18.4;2.1;7.9;8.4;3.0;1.7;0.8;0.5;3.2;1.9;444.1;267.2;12.2;5.1;191.2;80.5;33.0;16.0;;;;22
190;Eenmanszaken;Behandelingsduur 48 tot 60 maanden;1992;47;4;43;3.4;2.4;1.1;10.0;0.9;2.8;6.4;1.1;0.7;0.2;0.2;0.7;0.2;176.0;39.3;8.2;2.4;191.0;55.2;15.0;2.0;;;2.0;28
191;Eenmanszaken;Behandelingsduur 48 tot 60 maanden;1994;60;5;55;4.4;2.6;1.9;12.9;1.1;4.0;7.9;1.9;0.9;0.7;0.2;1.1;0.6;212.0;120.3;10.0;2.7;181.3;48.7;24.0;7.0;;;2.0;27
192;Eenmanszaken;Behandelingsduur 48 tot 60 maanden;1996;65;9;56;3.0;1.3;1.7;14.6;1.3;3.7;9.5;1.7;1.1;0.5;0.2;2.8;0.8;307.8;82.4;10.0;2.5;178.1;44.4;30.0;6.0;;;4.0;25
193;Eenmanszaken;Behandelingsduur 48 tot 60 maanden;1998;69;12;57;2.9;0.7;2.2;21.8;1.7;7.0;13.2;2.2;1.2;0.8;0.2;4.6;2.4;396.6;207.9;14.9;3.7;259.6;64.7;20.0;10.0;;;1.0;38
194;Eenmanszaken;Behandelingsduur 48 tot 60 maanden;2000;73;9;64;2.5;0.5;2.0;18.5;1.8;6.0;10.7;2.0;1.3;0.3;0.4;2.0;0.6;220.5;66.8;14.4;5.1;226.7;79.9;24.0;14.0;;;;35
195;Eenmanszaken;Behandelingsduur 48 tot 60 maanden;2002;56;9;47;1.5;0.3;1.2;12.5;1.1;5.9;5.6;1.2;0.8;0.2;0.1;5.3;4.2;569.8;450.7;6.0;1.4;128.3;30.3;17.0;7.0;;;3.0;29
