ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
1861;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 April;122.8;124.1;122.2;123.5;127.8;127.2;100.4;2.2;2.7;2.3;2.7;3.2;3.2;0.0;100.0
1862;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 May;123.0;124.3;122.4;123.7;127.9;127.3;100.4;2.3;2.8;2.3;2.7;3.1;3.2;0.0;100.0
1863;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 June;123.0;124.3;122.4;123.7;128.0;127.4;100.4;2.2;2.7;2.3;2.7;3.2;3.2;0.0;100.0
1864;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 2nd quarter;122.9;124.2;122.3;123.6;127.9;127.3;100.4;2.2;2.7;2.3;2.7;3.2;3.2;0.0;100.0
1865;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 July;123.8;124.5;123.2;123.9;128.2;127.6;100.4;1.8;1.8;1.7;1.7;2.2;2.2;0.0;100.0
1866;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 August;123.9;124.6;123.3;124.0;126.2;125.6;100.4;1.8;1.8;1.8;1.8;0.6;0.6;0.0;100.0
1867;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 September;123.9;124.7;123.4;124.1;126.3;125.7;100.4;1.8;1.9;1.9;1.9;0.6;0.6;0.0;100.0
1868;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 3rd quarter;123.9;124.6;123.3;124.0;126.9;126.3;100.4;1.9;1.8;1.8;1.8;1.1;1.1;0.0;100.0
1869;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 October;124.0;124.9;123.4;124.3;126.5;125.9;100.4;1.9;2.0;1.9;2.0;0.7;0.7;0.0;100.0
1870;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 November;124.0;124.9;123.4;124.3;126.5;125.9;100.4;1.9;2.0;1.9;2.0;0.7;0.7;0.0;100.0
1871;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 December;124.0;124.9;123.4;124.4;126.5;125.9;100.4;1.9;2.0;1.9;2.1;0.7;0.7;0.0;100.0
1872;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 4th quarter;124.0;124.9;123.4;124.3;126.5;125.9;100.4;1.9;2.0;1.9;2.0;0.7;0.7;0.0;100.0
1873;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2021 year;123.3;124.4;122.7;123.8;127.2;126.6;100.4;2.1;2.4;2.0;2.3;2.2;2.2;0.0;100.0
1874;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 January;124.6;125.7;124.0;125.1;129.0;128.3;100.4;2.0;1.8;2.0;1.8;1.3;1.2;0.0;100.0
1875;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 February;125.3;126.4;124.7;125.8;129.7;129.1;100.4;2.5;2.3;2.5;2.4;1.8;1.8;0.0;100.0
1876;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 March;125.4;126.5;124.8;125.9;129.9;129.3;100.4;2.4;2.1;2.3;2.1;1.9;1.9;0.0;100.0
1877;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 1st quarter;125.1;126.2;124.5;125.6;129.5;128.9;100.4;2.3;2.1;2.3;2.1;1.6;1.7;0.0;100.0
1878;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 April;125.8;127.1;125.2;126.5;130.6;129.9;100.4;2.4;2.4;2.5;2.4;2.2;2.1;0.0;100.0
1879;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 May;126.0;127.3;125.4;126.7;130.8;130.2;100.4;2.4;2.4;2.5;2.4;2.3;2.3;0.0;100.0
1880;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 June;126.5;127.5;125.9;126.9;131.7;131.0;100.4;2.8;2.6;2.9;2.6;2.9;2.8;0.0;100.0
1881;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 2nd quarter;126.1;127.3;125.5;126.7;131.0;130.4;100.4;2.6;2.5;2.6;2.5;2.4;2.4;0.0;100.0
1882;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 July;127.2;127.9;126.6;127.3;132.0;131.4;100.4;2.7;2.7;2.8;2.7;3.0;3.0;0.0;100.0
1883;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 August;127.2;127.9;126.6;127.3;132.1;131.4;100.4;2.7;2.6;2.7;2.7;4.7;4.6;0.0;100.0
1884;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 September;127.9;128.6;127.3;128.0;132.8;132.2;100.4;3.2;3.1;3.2;3.1;5.1;5.2;0.0;100.0
1885;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 3rd quarter;127.4;128.1;126.8;127.5;132.3;131.7;100.4;2.8;2.8;2.8;2.8;4.3;4.3;0.0;100.0
1886;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 October;128.0;128.7;127.4;128.0;132.9;132.2;100.4;3.2;3.0;3.2;3.0;5.1;5.0;0.0;100.0
1887;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 November;128.0;128.7;127.4;128.1;132.9;132.3;100.4;3.2;3.0;3.2;3.1;5.1;5.1;0.0;100.0
1888;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 December;129.2;130.3;128.6;129.7;134.6;134.0;100.4;4.2;4.3;4.2;4.3;6.4;6.4;0.0;100.0
1889;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 4th quarter;128.4;129.3;127.8;128.6;133.5;132.8;100.4;3.5;3.5;3.6;3.5;5.5;5.5;0.0;100.0
1890;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2022 year;126.8;127.7;126.2;127.1;131.6;130.9;100.4;2.8;2.7;2.9;2.7;3.5;3.4;0.0;100.0
1891;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 January;131.0;132.4;130.4;131.8;136.4;135.7;100.4;5.1;5.3;5.2;5.4;5.7;5.8;0.0;100.0
1892;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 February;131.1;132.5;130.5;131.8;136.4;135.8;100.4;4.6;4.8;4.7;4.8;5.2;5.2;0.0;100.0
1893;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 March;132.2;133.6;131.6;133.0;138.1;137.4;100.4;5.4;5.6;5.4;5.6;6.3;6.3;0.0;100.0
1894;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 1st quarter;131.5;132.8;130.8;132.2;137.0;136.3;100.4;5.1;5.2;5.1;5.3;5.8;5.7;0.0;100.0
1895;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 April;132.9;134.3;132.3;133.7;138.8;138.2;100.4;5.6;5.7;5.7;5.7;6.3;6.4;0.0;100.0
1896;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 May;133.2;134.7;132.6;134.1;139.2;138.6;100.4;5.7;5.8;5.7;5.8;6.4;6.5;0.0;100.0
1897;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 June;133.3;134.8;132.7;134.2;139.4;138.8;100.4;5.4;5.7;5.4;5.8;5.8;6.0;0.0;100.0
1898;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 2nd quarter;133.2;134.6;132.5;134.0;139.2;138.5;100.4;5.6;5.7;5.6;5.8;6.3;6.2;0.0;100.0
1899;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 July;134.0;135.8;133.4;135.1;140.4;139.8;100.4;5.3;6.2;5.4;6.1;6.4;6.4;0.0;100.0
1900;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 August;134.4;135.9;133.7;135.3;140.6;140.0;100.4;5.7;6.3;5.6;6.3;6.4;6.5;0.0;100.0
1901;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 September;134.4;135.9;133.8;135.3;140.6;139.9;100.4;5.1;5.7;5.1;5.7;5.9;5.8;0.0;100.0
1902;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 3rd quarter;134.3;135.9;133.6;135.2;140.6;139.9;100.4;5.4;6.1;5.4;6.0;6.3;6.2;0.0;100.0
1903;Total Collective labour agreement sector;B-E Industry (no construction), energy;Current figures;2023 October;135.2;136.5;134.6;135.8;141.1;140.5;100.4;5.6;6.1;5.7;6.1;6.2;6.3;0.0;100.0
1904;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1972 year;;;;;;;;;;;;;;;
1905;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1973 year;;;;;;;;;;;;;;;
1906;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1974 year;;;;;;;;;;;;;;;
1907;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1975 year;;;;;;;;;;;;;;;
1908;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1976 year;;;;;;;;;;;;;;;
1909;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1977 year;;;;;;;;;;;;;;;
1910;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1978 year;;;;;;;;;;;;;;;
1911;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1979 year;;;;;;;;;;;;;;;
1912;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1980 year;;;;;;;;;;;;;;;
1913;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1981 year;;;;;;;;;;;;;;;
1914;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1982 year;;;;;;;;;;;;;;;
1915;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1983 year;;;;;;;;;;;;;;;
1916;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1984 year;;;;;;;;;;;;;;;
1917;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1985 year;;;;;;;;;;;;;;;
1918;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1986 year;;;;;;;;;;;;;;;
1919;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1987 year;;;;;;;;;;;;;;;
1920;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1988 year;;;;;;;;;;;;;;;
1921;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1989 year;;;;;;;;;;;;;;;
1922;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1990 year;;;;;;;;;;;;;;;
1923;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1991 year;;;;;;;;;;;;;;;
1924;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1992 year;;;;;;;;;;;;;;;
1925;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1993 year;;;;;;;;;;;;;;;
1926;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1994 year;;;;;;;;;;;;;;;
1927;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1995 year;;;;;;;;;;;;;;;
1928;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1996 year;;;;;;;;;;;;;;;
1929;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1997 year;;;;;;;;;;;;;;;
1930;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1998 year;;;;;;;;;;;;;;;
1931;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;1999 year;;;;;;;;;;;;;;;
1932;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2000 year;;;;;;;;;;;;;;;
1933;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2001 year;;;;;;;;;;;;;;;
1934;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2002 year;;;;;;;;;;;;;;;
1935;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2003 year;;;;;;;;;;;;;;;
1936;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2004 year;;;;;;;;;;;;;;;
1937;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2005 year;;;;;;;;;;;;;;;
1938;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2006 year;;;;;;;;;;;;;;;
1939;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2007 year;;;;;;;;;;;;;;;
1940;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2008 year;;;;;;;;;;;;;;;
1941;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2009 year;;;;;;;;;;;;;;;
1942;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 January;99.6;99.7;99.7;99.7;99.7;99.7;100.0;;;;;;;;100.0
1943;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 February;99.7;99.7;99.7;99.7;99.7;99.7;100.0;;;;;;;;100.0
1944;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 March;99.7;99.8;99.8;99.8;99.8;99.8;100.0;;;;;;;;100.0
1945;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 1st quarter;99.7;99.7;99.7;99.7;99.7;99.7;100.0;;;;;;;;100.0
1946;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 April;99.8;99.9;99.8;99.9;99.8;99.8;100.0;;;;;;;;100.0
1947;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 May;99.8;99.8;99.8;99.8;99.8;99.8;100.0;;;;;;;;100.0
1948;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 June;99.9;99.9;99.9;99.9;99.9;99.9;100.0;;;;;;;;100.0
1949;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 2nd quarter;99.9;99.9;99.9;99.9;99.9;99.9;100.0;;;;;;;;100.0
1950;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 July;100.1;100.1;100.1;100.1;100.1;100.1;100.0;;;;;;;;100.0
1951;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 August;100.2;100.2;100.2;100.2;100.2;100.2;100.0;;;;;;;;100.0
1952;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 September;100.2;100.2;100.2;100.2;100.2;100.2;100.0;;;;;;;;100.0
1953;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 3rd quarter;100.2;100.2;100.2;100.2;100.2;100.2;100.0;;;;;;;;100.0
1954;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 October;100.2;100.2;100.2;100.2;100.2;100.2;100.0;;;;;;;;100.0
1955;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 November;100.3;100.2;100.3;100.2;100.3;100.3;100.0;;;;;;;;100.0
1956;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 December;100.3;100.3;100.3;100.2;100.3;100.3;100.0;;;;;;;;100.0
1957;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 4th quarter;100.2;100.2;100.2;100.2;100.3;100.3;100.0;;;;;;;;100.0
1958;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2010 year;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;;;;;;100.0
1959;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 January;100.7;100.8;100.4;100.4;101.0;100.7;100.3;1.1;1.1;0.7;0.7;1.3;1.0;0.3;100.0
1960;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 February;101.0;101.0;100.7;100.6;101.3;100.9;100.3;1.3;1.3;1.0;0.9;1.6;1.2;0.3;100.0
1961;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 March;101.0;101.0;100.7;100.7;101.3;101.0;100.3;1.3;1.2;0.9;0.9;1.5;1.2;0.3;100.0
1962;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 1st quarter;100.9;100.9;100.6;100.6;101.2;100.9;100.3;1.2;1.2;0.9;0.9;1.5;1.2;0.3;100.0
1963;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 April;101.1;101.1;100.8;100.8;101.3;101.0;100.3;1.3;1.2;1.0;0.9;1.5;1.2;0.3;100.0
1964;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 May;101.1;101.1;100.8;100.8;101.4;101.1;100.3;1.3;1.3;1.0;1.0;1.6;1.3;0.3;100.0
1965;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 June;101.2;101.2;100.9;100.9;101.5;101.2;100.3;1.3;1.3;1.0;1.0;1.6;1.3;0.3;100.0
1966;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 2nd quarter;101.1;101.1;100.8;100.8;101.4;101.1;100.3;1.2;1.2;0.9;0.9;1.5;1.2;0.3;100.0
1967;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 July;101.7;101.7;101.4;101.4;102.0;101.7;100.3;1.6;1.6;1.3;1.3;1.9;1.6;0.3;100.0
1968;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 August;101.7;101.7;101.4;101.4;102.0;101.7;100.3;1.5;1.5;1.2;1.2;1.8;1.5;0.3;100.0
1969;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 September;101.7;101.7;101.4;101.4;102.0;101.7;100.3;1.5;1.5;1.2;1.2;1.8;1.5;0.3;100.0
1970;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 3rd quarter;101.7;101.7;101.4;101.4;102.0;101.7;100.3;1.5;1.5;1.2;1.2;1.8;1.5;0.3;100.0
1971;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 October;102.0;102.0;101.7;101.7;102.3;102.0;100.3;1.8;1.8;1.5;1.5;2.1;1.8;0.3;100.0
1972;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 November;102.0;102.0;101.7;101.7;102.3;102.0;100.3;1.7;1.8;1.4;1.5;2.0;1.7;0.3;100.0
1973;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 December;102.0;102.0;101.7;101.7;102.3;102.0;100.3;1.7;1.7;1.4;1.5;2.0;1.7;0.3;100.0
1974;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 4th quarter;102.0;102.0;101.7;101.7;102.3;102.0;100.3;1.8;1.8;1.5;1.5;2.0;1.7;0.3;100.0
1975;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2011 year;101.4;101.4;101.1;101.1;101.7;101.4;100.3;1.4;1.4;1.1;1.1;1.7;1.4;0.3;100.0
1976;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 January;102.3;102.3;102.0;102.0;103.3;103.0;100.3;1.6;1.5;1.6;1.6;2.3;2.3;0.0;100.0
1977;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 February;102.5;102.5;102.2;102.2;103.5;103.2;100.3;1.5;1.5;1.5;1.6;2.2;2.3;0.0;100.0
1978;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 March;102.6;102.6;102.3;102.3;103.6;103.3;100.3;1.6;1.6;1.6;1.6;2.3;2.3;0.0;100.0
1979;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 1st quarter;102.5;102.5;102.2;102.2;103.4;103.1;100.3;1.6;1.6;1.6;1.6;2.2;2.2;0.0;100.0
1980;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 April;102.8;102.8;102.5;102.5;103.9;103.5;100.3;1.7;1.7;1.7;1.7;2.6;2.5;0.0;100.0
1981;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 May;102.8;102.8;102.5;102.5;103.9;103.5;100.3;1.7;1.7;1.7;1.7;2.5;2.4;0.0;100.0
1982;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 June;103.0;103.0;102.7;102.7;104.0;103.7;100.3;1.8;1.8;1.8;1.8;2.5;2.5;0.0;100.0
1983;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 2nd quarter;102.9;102.9;102.6;102.6;103.9;103.6;100.3;1.8;1.8;1.8;1.8;2.5;2.5;0.0;100.0
1984;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 July;103.5;103.5;103.2;103.2;104.6;104.3;100.3;1.8;1.8;1.8;1.8;2.5;2.6;0.0;100.0
1985;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 August;103.7;103.7;103.4;103.4;104.9;104.6;100.3;2.0;2.0;2.0;2.0;2.8;2.9;0.0;100.0
1986;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 September;103.8;103.8;103.5;103.5;104.9;104.6;100.3;2.1;2.1;2.1;2.1;2.8;2.9;0.0;100.0
1987;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 3rd quarter;103.7;103.7;103.4;103.4;104.8;104.5;100.3;2.0;2.0;2.0;2.0;2.7;2.8;0.0;100.0
1988;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 October;103.8;103.8;103.5;103.5;105.0;104.6;100.3;1.8;1.8;1.8;1.8;2.6;2.5;0.0;100.0
1989;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 November;103.8;103.8;103.5;103.5;105.0;104.6;100.3;1.8;1.8;1.8;1.8;2.6;2.5;0.0;100.0
1990;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 December;103.9;103.9;103.6;103.6;105.1;104.8;100.3;1.9;1.9;1.9;1.9;2.7;2.7;0.0;100.0
1991;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 4th quarter;103.9;103.9;103.5;103.6;105.0;104.7;100.3;1.9;1.9;1.8;1.9;2.6;2.6;0.0;100.0
1992;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2012 year;103.2;103.2;102.9;102.9;104.3;104.0;100.3;1.8;1.8;1.8;1.8;2.6;2.6;0.0;100.0
1993;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 January;104.3;104.4;104.0;104.0;105.4;105.1;100.3;2.0;2.1;2.0;2.0;2.0;2.0;0.0;100.0
1994;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 February;104.5;104.6;104.2;104.3;105.6;105.3;100.3;2.0;2.0;2.0;2.1;2.0;2.0;0.0;100.0
1995;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 March;104.6;104.7;104.3;104.3;105.7;105.4;100.3;1.9;2.0;2.0;2.0;2.0;2.0;0.0;100.0
1996;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 1st quarter;104.4;104.5;104.1;104.2;105.6;105.2;100.3;1.9;2.0;1.9;2.0;2.1;2.0;0.0;100.0
1997;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013  April;104.7;104.7;104.3;104.4;105.9;105.6;100.3;1.8;1.8;1.8;1.9;1.9;2.0;0.0;100.0
1998;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 May;104.7;104.7;104.4;104.4;105.9;105.6;100.3;1.8;1.8;1.9;1.9;1.9;2.0;0.0;100.0
1999;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 June;104.8;104.8;104.4;104.5;106.0;105.6;100.3;1.7;1.7;1.7;1.8;1.9;1.8;0.0;100.0
2000;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 2nd quarter;104.7;104.8;104.4;104.4;105.9;105.6;100.3;1.7;1.8;1.8;1.8;1.9;1.9;0.0;100.0
2001;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 July;104.9;105.0;104.6;104.7;106.1;105.8;100.3;1.4;1.4;1.4;1.5;1.4;1.4;0.0;100.0
2002;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 August;104.9;105.0;104.6;104.7;106.1;105.8;100.3;1.2;1.3;1.2;1.3;1.1;1.1;0.0;100.0
2003;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 September;105.0;105.0;104.7;104.7;106.2;105.9;100.3;1.2;1.2;1.2;1.2;1.2;1.2;0.0;100.0
2004;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 3rd quarter;104.9;105.0;104.6;104.7;106.1;105.8;100.3;1.2;1.3;1.2;1.3;1.2;1.2;0.0;100.0
2005;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 October;105.1;105.2;104.8;104.9;106.3;106.0;100.3;1.3;1.3;1.3;1.4;1.2;1.3;0.0;100.0
2006;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 November;105.1;105.2;104.8;104.9;106.3;106.0;100.3;1.3;1.3;1.3;1.4;1.2;1.3;0.0;100.0
2007;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 December;105.5;105.6;105.2;105.3;106.7;106.4;100.3;1.5;1.6;1.5;1.6;1.5;1.5;0.0;100.0
2008;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 4th quarter;105.3;105.3;104.9;105.0;106.5;106.1;100.3;1.3;1.3;1.4;1.4;1.4;1.3;0.0;100.0
2009;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2013 year;104.8;104.9;104.5;104.6;106.0;105.7;100.3;1.6;1.6;1.6;1.7;1.6;1.6;0.0;100.0
2010;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 January;105.8;105.7;105.4;105.4;107.8;107.5;100.3;1.4;1.2;1.3;1.3;2.3;2.3;0.0;88.0
2011;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 February;105.8;105.7;105.4;105.4;107.8;107.5;100.3;1.2;1.1;1.2;1.1;2.1;2.1;0.0;85.0
2012;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 March;105.9;105.8;105.6;105.5;107.9;107.6;100.3;1.2;1.1;1.2;1.2;2.1;2.1;0.0;85.0
2013;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 1st quarter;105.8;105.7;105.5;105.4;107.9;107.5;100.3;1.3;1.1;1.3;1.2;2.2;2.2;0.0;86.0
2014;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 April;106.1;106.4;105.6;105.9;108.5;108.0;100.4;1.3;1.6;1.2;1.4;2.5;2.3;0.1;83.0
2015;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 May;106.2;106.5;105.7;106.0;108.6;108.1;100.4;1.4;1.7;1.2;1.5;2.5;2.4;0.1;83.0
