ID;TypeArbeidsongeschiktheidsuitkering;MateVanArbeidsongeschiktheid;HoofdcategorieDiagnoseIndelingCAS;Perioden;Arbeidsongeschiktheidsuitkeringen_1
254;Totaal met of zonder uitkering;Onbekend;Ontwikkelingsstoornissen;2017;10
255;Totaal met of zonder uitkering;Onbekend;Ontwikkelingsstoornissen;2018;6290
256;Totaal met of zonder uitkering;Onbekend;Ontwikkelingsstoornissen;2019;5100
257;Totaal met of zonder uitkering;Onbekend;Ontwikkelingsstoornissen;2020;10
258;Totaal met of zonder uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2015;60
259;Totaal met of zonder uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2016;40
260;Totaal met of zonder uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2017;50
261;Totaal met of zonder uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2018;2660
262;Totaal met of zonder uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2019;2360
263;Totaal met of zonder uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2020;1920
264;Totaal met of zonder uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2015;40
265;Totaal met of zonder uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2016;20
266;Totaal met of zonder uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2017;10
267;Totaal met of zonder uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2018;1640
268;Totaal met of zonder uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2019;1440
269;Totaal met of zonder uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2020;920
270;Totaal met of zonder uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2015;10
271;Totaal met of zonder uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2016;10
272;Totaal met of zonder uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2017;10
273;Totaal met of zonder uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2018;640
274;Totaal met of zonder uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2019;560
275;Totaal met of zonder uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2020;430
276;Totaal met of zonder uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2015;0
277;Totaal met of zonder uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2016;0
278;Totaal met of zonder uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2017;0
279;Totaal met of zonder uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2018;120
280;Totaal met of zonder uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2019;100
281;Totaal met of zonder uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2020;70
282;Totaal met of zonder uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2015;10
283;Totaal met of zonder uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2016;0
284;Totaal met of zonder uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2017;0
285;Totaal met of zonder uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2018;250
286;Totaal met of zonder uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2019;220
287;Totaal met of zonder uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2020;150
288;Totaal met of zonder uitkering;Onbekend;Ziekten van huid en subcutis;2015;0
289;Totaal met of zonder uitkering;Onbekend;Ziekten van huid en subcutis;2016;0
290;Totaal met of zonder uitkering;Onbekend;Ziekten van huid en subcutis;2017;0
291;Totaal met of zonder uitkering;Onbekend;Ziekten van huid en subcutis;2018;50
292;Totaal met of zonder uitkering;Onbekend;Ziekten van huid en subcutis;2019;40
293;Totaal met of zonder uitkering;Onbekend;Ziekten van huid en subcutis;2020;30
294;Totaal met of zonder uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2015;0
295;Totaal met of zonder uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2016;0
296;Totaal met of zonder uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2017;0
297;Totaal met of zonder uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2018;190
298;Totaal met of zonder uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2019;160
299;Totaal met of zonder uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2020;140
300;Totaal met of zonder uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2015;0
301;Totaal met of zonder uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2016;0
302;Totaal met of zonder uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2017;0
303;Totaal met of zonder uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2018;20
304;Totaal met of zonder uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2019;20
305;Totaal met of zonder uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2020;20
306;Totaal met of zonder uitkering;Onbekend;Medische oorzaak onbekend;2015;20
307;Totaal met of zonder uitkering;Onbekend;Medische oorzaak onbekend;2016;10
308;Totaal met of zonder uitkering;Onbekend;Medische oorzaak onbekend;2017;50
309;Totaal met of zonder uitkering;Onbekend;Medische oorzaak onbekend;2018;110
310;Totaal met of zonder uitkering;Onbekend;Medische oorzaak onbekend;2019;100
311;Totaal met of zonder uitkering;Onbekend;Medische oorzaak onbekend;2020;60
312;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2015;315080
313;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2016;292960
314;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2017;272580
315;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2018;253560
316;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2019;236520
317;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Totaal;2020;214580
318;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2015;21860
319;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2016;19570
320;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2017;17380
321;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2018;15480
322;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2019;13730
323;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2020;11690
324;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2015;130170
325;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2016;122720
326;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2017;115680
327;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2018;109000
328;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2019;102900
329;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2020;94870
330;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2015;170
331;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2016;160
332;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2017;150
333;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2018;150
334;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2019;150
335;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2020;140
336;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2015;96480
337;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2016;89090
338;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2017;82320
339;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2018;76030
340;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2019;70470
341;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2020;63280
342;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2015;28850
343;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2016;27090
344;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2017;25570
345;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2018;24070
346;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2019;22730
347;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2020;20990
348;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2015;14410
349;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2016;12980
350;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2017;11710
351;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2018;10560
352;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2019;9620
353;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2020;8380
354;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2015;5270
355;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2016;4790
356;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2017;4340
357;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2018;3920
358;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2019;3540
359;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2020;3100
360;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2015;7620
361;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2016;7090
362;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2017;6640
363;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2018;6200
364;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2019;5850
365;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2020;5350
366;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2015;1860
367;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2016;1710
368;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2017;1570
369;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2018;1460
370;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2019;1340
371;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2020;1190
372;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2015;5690
373;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2016;5140
374;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2017;4660
375;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2018;4220
376;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2019;3800
377;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2020;3330
378;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2015;1240
379;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2016;1220
380;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2017;1190
381;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2018;1170
382;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2019;1150
383;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2020;1110
384;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2015;1470
385;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2016;1420
386;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2017;1350
387;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2018;1290
388;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2019;1230
389;WAO-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2020;1150
390;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2015;87300
391;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2016;79810
392;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2017;72620
393;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2018;65890
394;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2019;60000
395;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2020;53080
396;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2015;7000
397;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2016;6160
398;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2017;5410
399;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2018;4730
400;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2019;4110
401;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2020;3400
402;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2015;26080
403;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2016;24100
404;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2017;22130
405;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2018;20210
406;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2019;18540
407;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2020;16580
408;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2015;20
409;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2016;20
410;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2017;20
411;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2018;20
412;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2019;20
413;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2020;20
414;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;36920
415;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;33800
416;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;30800
417;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;28000
418;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;25540
419;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;22600
420;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;6070
421;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;5620
422;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;5160
423;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;4770
424;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;4380
425;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;3980
426;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;4060
427;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;3570
428;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;3120
429;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;2700
430;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;2390
431;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;2020
432;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;1470
433;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;1330
434;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;1170
435;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;1040
436;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;930
437;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;800
438;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;2430
439;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;2250
440;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;2100
441;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;1940
442;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;1810
443;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;1650
444;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2015;580
445;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2016;520
446;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2017;470
447;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2018;430
448;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2019;390
449;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2020;330
450;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;1690
451;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;1520
452;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;1360
453;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;1220
454;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;1080
455;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;930
456;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;500
457;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;480
458;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;480
459;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;460
460;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;450
461;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;430
462;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2015;470
463;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2016;440
464;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2017;410
465;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2018;380
466;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2019;350
467;WAO-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2020;320
468;WAO-uitkering;Volledig arbeidsongeschikt;Totaal;2015;227600
469;WAO-uitkering;Volledig arbeidsongeschikt;Totaal;2016;213050
470;WAO-uitkering;Volledig arbeidsongeschikt;Totaal;2017;199870
471;WAO-uitkering;Volledig arbeidsongeschikt;Totaal;2018;187670
472;WAO-uitkering;Volledig arbeidsongeschikt;Totaal;2019;176510
473;WAO-uitkering;Volledig arbeidsongeschikt;Totaal;2020;161500
474;WAO-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2015;14840
475;WAO-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2016;13400
476;WAO-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2017;11970
477;WAO-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2018;10760
478;WAO-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2019;9620
479;WAO-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2020;8280
480;WAO-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2015;104010
481;WAO-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2016;98570
482;WAO-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2017;93520
483;WAO-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2018;88790
484;WAO-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2019;84360
485;WAO-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2020;78290
486;WAO-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2015;140
487;WAO-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2016;140
488;WAO-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2017;140
489;WAO-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2018;130
490;WAO-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2019;130
491;WAO-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2020;120
492;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;59520
493;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;55260
494;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;51500
495;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;48030
496;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;44940
497;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;40680
498;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;22750
499;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;21460
500;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;20410
501;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;19310
502;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;18350
503;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;17010
504;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;10340
505;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;9410
506;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;8590
507;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;7870
508;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;7220
509;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;6360
510;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;3790
511;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;3460
512;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;3160
513;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;2880
514;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;2600
515;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;2290
516;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;5190
517;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;4840
518;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;4540
519;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;4260
520;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;4040
521;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;3700
522;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2015;1280
523;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2016;1190
524;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2017;1100
525;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2018;1040
526;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2019;950
527;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2020;850
528;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;3990
529;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;3620
530;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;3300
531;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;3000
532;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;2720
533;WAO-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;2400
