ID;KenmerkenWerk;Cijfersoort;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidOpleidingskansen_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidMetWerk_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreTevredenheidMetReistijd_17;Ontevreden_18;NietTevredenNietOntevreden_19;Tevreden_20;ScoreTevredenheidDagelijkseBezigheden_21;Ontevreden_22;NietTevredenNietOntevreden_23;Tevreden_24
113;Arbeidsduur: voltijd;Gemiddelde/Percentage;2018;7.8;1.7;7.6;90.7;7.7;1.4;9.8;88.8;7.9;4.0;9.1;86.9;7.7;3.3;11.7;85.0;7.8;7.7;13.8;78.5;;;;
114;Arbeidsduur: voltijd;Gemiddelde/Percentage;2019;7.9;1.4;6.9;91.8;7.8;0.9;8.5;90.6;8.0;2.6;8.9;88.5;7.9;2.5;9.3;88.2;7.9;5.9;13.1;81.0;;;;
115;Arbeidsduur: voltijd;Gemiddelde/Percentage;2020;7.8;1.8;7.6;90.5;7.7;1.8;8.9;89.3;8.0;3.1;8.3;88.6;7.9;1.9;9.7;88.4;8.1;5.3;11.3;83.4;;;;
116;Arbeidsduur: voltijd;Gemiddelde/Percentage;2021;7.8;2.1;8.2;89.8;7.7;1.6;10.9;87.5;8.1;2.4;8.1;89.5;7.9;2.9;9.0;88.1;8.2;4.1;12.0;83.8;;;;
117;Arbeidsduur: voltijd;Standaardfout;2013;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.8;;;;
118;Arbeidsduur: voltijd;Standaardfout;2014;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.7;0.7;0.0;0.4;0.7;0.7;0.0;0.5;0.7;0.8;;;;
119;Arbeidsduur: voltijd;Standaardfout;2015;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.7;0.0;0.5;0.7;0.8;;;;
120;Arbeidsduur: voltijd;Standaardfout;2016;0.0;0.3;0.5;0.6;0.0;0.2;0.6;0.6;0.0;0.3;0.7;0.7;0.0;0.4;0.6;0.7;0.0;0.5;0.7;0.8;;;;
121;Arbeidsduur: voltijd;Standaardfout;2017;0.0;0.2;0.5;0.6;0.0;0.2;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.5;0.7;0.8;;;;
122;Arbeidsduur: voltijd;Standaardfout;2018;0.0;0.3;0.5;0.6;0.0;0.2;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.5;0.7;0.8;;;;
123;Arbeidsduur: voltijd;Standaardfout;2019;0.0;0.2;0.5;0.6;0.0;0.2;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;;;;
124;Arbeidsduur: voltijd;Standaardfout;2020;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;;;;
125;Arbeidsduur: voltijd;Standaardfout;2021;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.3;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.8;;;;
