ID;Geslacht;Leeftijd;Arbeidskenmerken;LevenLangOntwikkelen;Perioden;WerkzameBeroepsbevolking15Tot75Jaar_1
965;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2018;348
966;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2019;375
967;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2020;367
968;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2021;445
969;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2022;465
970;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2023;466
971;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt formeel onderwijs;2024;454
972;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2013;567
973;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2014;600
974;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2015;623
975;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2016;626
976;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2017;632
977;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2018;632
978;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2019;638
979;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2020;600
980;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2021;1007
981;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2022;1005
982;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2023;1004
983;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt niet-formeel onderwijs;2024;1035
984;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2013;4091
985;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2014;4094
986;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2015;4106
987;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2016;4207
988;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2017;4292
989;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2018;4365
990;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2019;4403
991;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2020;4386
992;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2021;4354
993;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2022;4519
994;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2023;4598
995;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Volgt geen formeel onderwijs;2024;4627
996;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2013;3523
997;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2014;3494
998;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2015;3483
999;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2016;3581
1000;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2017;3661
1001;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2018;3733
1002;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2019;3765
1003;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2020;3787
1004;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2021;3348
1005;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2022;3514
1006;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2023;3594
1007;Totaal mannen en vrouwen;15 tot 75 jaar;Arbeidsduur: voltijd;Geen deelname leven lang ontwikkelen;2024;3592
1008;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2013;4723
1009;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2014;4613
1010;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2015;4608
1011;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2016;4622
1012;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2017;4672
1013;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2018;4814
1014;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2019;4996
1015;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2020;5158
1016;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2021;5230
1017;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2022;5318
1018;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2023;5416
1019;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Totaal;2024;5500
1020;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2013;1069
1021;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2014;1052
1022;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2015;1067
1023;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2016;1051
1024;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2017;1052
1025;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2018;1073
1026;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2019;1135
1027;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2020;1097
1028;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2021;1520
1029;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2022;1554
1030;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2023;1540
1031;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Deelname leven lang ontwikkelen;2024;1572
1032;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2013;462
1033;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2014;418
1034;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2015;409
1035;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2016;387
1036;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2017;389
1037;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2018;406
1038;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2019;452
1039;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2020;456
1040;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2021;444
1041;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2022;484
1042;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2023;487
1043;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt formeel onderwijs;2024;469
1044;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2013;607
1045;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2014;634
1046;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2015;658
1047;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2016;665
1048;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2017;663
1049;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2018;667
1050;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2019;683
1051;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2020;641
1052;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2021;1076
1053;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2022;1070
1054;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2023;1053
1055;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt niet-formeel onderwijs;2024;1103
1056;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2013;4261
1057;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2014;4194
1058;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2015;4199
1059;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2016;4236
1060;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2017;4283
1061;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2018;4408
1062;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2019;4544
1063;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2020;4702
1064;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2021;4786
1065;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2022;4834
1066;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2023;4929
1067;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Volgt geen formeel onderwijs;2024;5031
1068;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2013;3654
1069;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2014;3560
1070;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2015;3542
1071;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2016;3571
1072;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2017;3620
1073;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2018;3741
1074;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2019;3861
1075;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2020;4061
1076;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2021;3710
1077;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2022;3764
1078;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2023;3876
1079;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: vaste arbeidsrelatie;Geen deelname leven lang ontwikkelen;2024;3928
1080;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2013;2476
1081;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2014;2519
1082;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2015;2583
1083;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2016;2647
1084;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2017;2751
1085;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2018;2791
1086;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2019;2765
1087;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2020;2545
1088;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2021;2580
1089;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2022;2692
1090;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2023;2735
1091;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Totaal;2024;2682
1092;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2013;1132
1093;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2014;1144
1094;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2015;1203
1095;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2016;1222
1096;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2017;1303
1097;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2018;1324
1098;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2019;1353
1099;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2020;1273
1100;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2021;1485
1101;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2022;1521
1102;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2023;1556
1103;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Deelname leven lang ontwikkelen;2024;1529
1104;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2013;918
1105;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2014;915
1106;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2015;961
1107;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2016;980
1108;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2017;1049
1109;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2018;1081
1110;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2019;1106
1111;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2020;1059
1112;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2021;1183
1113;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2022;1231
1114;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2023;1256
1115;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt formeel onderwijs;2024;1228
1116;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2013;213
1117;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2014;228
1118;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2015;243
1119;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2016;242
1120;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2017;254
1121;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2018;243
1122;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2019;247
1123;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2020;215
1124;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2021;302
1125;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2022;291
1126;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2023;300
1127;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt niet-formeel onderwijs;2024;301
1128;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2013;1557
1129;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2014;1604
1130;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2015;1622
1131;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2016;1667
1132;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2017;1701
1133;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2018;1709
1134;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2019;1659
1135;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2020;1486
1136;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2021;1397
1137;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2022;1461
1138;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2023;1480
1139;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Volgt geen formeel onderwijs;2024;1454
1140;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2013;1344
1141;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2014;1375
1142;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2015;1379
1143;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2016;1425
1144;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2017;1447
1145;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2018;1467
1146;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2019;1411
1147;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2020;1272
1148;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2021;1095
1149;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2022;1170
1150;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2023;1179
1151;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: flexibele arbeidsrelatie;Geen deelname leven lang ontwikkelen;2024;1153
1152;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2013;1234
1153;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2014;1251
1154;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2015;1267
1155;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2016;1300
1156;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2017;1322
1157;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2018;1335
1158;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2019;1356
1159;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2020;1413
1160;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2021;1445
1161;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2022;1539
1162;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2023;1586
1163;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Totaal;2024;1615
1164;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2013;201
1165;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2014;214
1166;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2015;233
1167;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2016;231
1168;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2017;229
1169;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2018;234
1170;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2019;244
1171;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2020;256
1172;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2021;387
1173;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2022;398
1174;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2023;418
1175;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Deelname leven lang ontwikkelen;2024;422
1176;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Volgt formeel onderwijs;2013;84
1177;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Volgt formeel onderwijs;2014;87
1178;Totaal mannen en vrouwen;15 tot 75 jaar;Werkkring: zelfstandige;Volgt formeel onderwijs;2015;93
