ID;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;CaribischNederland;Perioden;WerkzameBeroepsbevolking_1
2954;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Caribisch Nederland;2016;30
2955;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Caribisch Nederland;2018;30
2956;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Caribisch Nederland;2020;60
2957;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Caribisch Nederland;2022;0
2958;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Bonaire;2012;30
2959;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Bonaire;2014;50
2960;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Bonaire;2016;30
2961;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Bonaire;2018;30
2962;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Bonaire;2020;60
2963;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Bonaire;2022;0
2964;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Sint-Eustatius;2012;0
2965;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Sint-Eustatius;2014;0
2966;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Sint-Eustatius;2016;0
2967;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Sint-Eustatius;2018;0
2968;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Sint-Eustatius;2020;10
2969;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Sint-Eustatius;2022;0
2970;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Saba;2012;0
2971;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Saba;2014;0
2972;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Saba;2016;0
2973;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Saba;2018;0
2974;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Saba;2020;0
2975;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;SBI-code onbekend;Saba;2022;0
2976;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Caribisch Nederland;2012;5600
2977;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Caribisch Nederland;2014;6250
2978;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Caribisch Nederland;2016;6250
2979;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Caribisch Nederland;2018;6310
2980;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Caribisch Nederland;2020;6590
2981;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Caribisch Nederland;2022;7360
2982;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Bonaire;2012;4050
2983;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Bonaire;2014;4750
2984;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Bonaire;2016;4960
2985;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Bonaire;2018;4900
2986;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Bonaire;2020;5240
2987;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Bonaire;2022;6050
2988;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Sint-Eustatius;2012;1030
2989;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Sint-Eustatius;2014;1100
2990;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Sint-Eustatius;2016;800
2991;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Sint-Eustatius;2018;850
2992;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Sint-Eustatius;2020;790
2993;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Sint-Eustatius;2022;800
2994;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Saba;2012;530
2995;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Saba;2014;400
2996;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Saba;2016;490
2997;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Saba;2018;570
2998;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Saba;2020;560
2999;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;A-U Alle economische activiteiten;Saba;2022;510
3000;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Caribisch Nederland;2012;260
3001;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Caribisch Nederland;2014;710
3002;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Caribisch Nederland;2016;350
3003;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Caribisch Nederland;2018;540
3004;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Caribisch Nederland;2020;580
3005;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Caribisch Nederland;2022;610
3006;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Bonaire;2012;190
3007;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Bonaire;2014;560
3008;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Bonaire;2016;190
3009;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Bonaire;2018;360
3010;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Bonaire;2020;390
3011;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Bonaire;2022;460
3012;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Sint-Eustatius;2012;50
3013;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Sint-Eustatius;2014;120
3014;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Sint-Eustatius;2016;150
3015;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Sint-Eustatius;2018;150
3016;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Sint-Eustatius;2020;140
3017;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Sint-Eustatius;2022;110
3018;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Saba;2012;20
3019;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Saba;2014;30
3020;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Saba;2016;20
3021;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Saba;2018;30
3022;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Saba;2020;40
3023;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;Saba;2022;30
3024;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Caribisch Nederland;2012;1190
3025;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Caribisch Nederland;2014;1630
3026;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Caribisch Nederland;2016;1050
3027;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Caribisch Nederland;2018;1280
3028;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Caribisch Nederland;2020;1510
3029;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Caribisch Nederland;2022;1700
3030;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Bonaire;2012;920
3031;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Bonaire;2014;1380
3032;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Bonaire;2016;800
3033;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Bonaire;2018;940
3034;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Bonaire;2020;1180
3035;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Bonaire;2022;1430
3036;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Sint-Eustatius;2012;190
3037;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Sint-Eustatius;2014;200
3038;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Sint-Eustatius;2016;210
3039;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Sint-Eustatius;2018;270
3040;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Sint-Eustatius;2020;240
3041;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Sint-Eustatius;2022;200
3042;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Saba;2012;70
3043;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Saba;2014;50
3044;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Saba;2016;50
3045;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Saba;2018;70
3046;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Saba;2020;90
3047;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;B-F Nijverheid en energie;Saba;2022;80
3048;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Caribisch Nederland;2012;1500
3049;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Caribisch Nederland;2014;1390
3050;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Caribisch Nederland;2016;1740
3051;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Caribisch Nederland;2018;1810
3052;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Caribisch Nederland;2020;1880
3053;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Caribisch Nederland;2022;1840
3054;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Bonaire;2012;990
3055;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Bonaire;2014;1140
3056;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Bonaire;2016;1410
3057;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Bonaire;2018;1560
3058;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Bonaire;2020;1660
3059;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Bonaire;2022;1550
3060;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Sint-Eustatius;2012;400
3061;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Sint-Eustatius;2014;170
3062;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Sint-Eustatius;2016;240
3063;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Sint-Eustatius;2018;130
3064;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Sint-Eustatius;2020;120
3065;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Sint-Eustatius;2022;200
3066;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Saba;2012;120
3067;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Saba;2014;80
3068;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Saba;2016;100
3069;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Saba;2018;120
3070;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Saba;2020;110
3071;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-I Handel, vervoer en horeca;Saba;2022;90
3072;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Caribisch Nederland;2012;2260
3073;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Caribisch Nederland;2014;2020
3074;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Caribisch Nederland;2016;2370
3075;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Caribisch Nederland;2018;2420
3076;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Caribisch Nederland;2020;2550
3077;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Caribisch Nederland;2022;2610
3078;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Bonaire;2012;1590
3079;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Bonaire;2014;1610
3080;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Bonaire;2016;1950
3081;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Bonaire;2018;2060
3082;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Bonaire;2020;2240
3083;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Bonaire;2022;2220
3084;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Sint-Eustatius;2012;480
3085;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Sint-Eustatius;2014;300
3086;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Sint-Eustatius;2016;310
3087;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Sint-Eustatius;2018;210
3088;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Sint-Eustatius;2020;180
3089;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Sint-Eustatius;2022;290
3090;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Saba;2012;180
3091;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Saba;2014;110
3092;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Saba;2016;110
3093;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Saba;2018;140
3094;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Saba;2020;130
3095;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;G-N Commerciële dienstverlening;Saba;2022;110
3096;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Caribisch Nederland;2012;350
3097;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Caribisch Nederland;2014;440
3098;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Caribisch Nederland;2016;270
3099;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Caribisch Nederland;2018;290
3100;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Caribisch Nederland;2020;320
3101;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Caribisch Nederland;2022;470
3102;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Bonaire;2012;280
3103;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Bonaire;2014;300
3104;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Bonaire;2016;230
3105;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Bonaire;2018;210
3106;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Bonaire;2020;260
3107;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Bonaire;2022;400
3108;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Sint-Eustatius;2012;50
3109;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Sint-Eustatius;2014;130
3110;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Sint-Eustatius;2016;30
3111;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Sint-Eustatius;2018;70
3112;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Sint-Eustatius;2020;50
3113;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Sint-Eustatius;2022;60
3114;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Saba;2012;30
3115;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Saba;2014;20
3116;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Saba;2016;0
3117;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Saba;2018;20
3118;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Saba;2020;10
3119;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;M-N Zakelijke dienstverlening;Saba;2022;10
3120;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Caribisch Nederland;2012;1760
3121;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Caribisch Nederland;2014;2200
3122;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Caribisch Nederland;2016;2310
3123;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Caribisch Nederland;2018;2150
3124;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Caribisch Nederland;2020;2140
3125;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Caribisch Nederland;2022;2650
3126;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Bonaire;2012;1250
3127;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Bonaire;2014;1490
3128;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Bonaire;2016;1790
3129;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Bonaire;2018;1600
3130;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Bonaire;2020;1560
3131;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Bonaire;2022;2060
3132;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Sint-Eustatius;2012;290
3133;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Sint-Eustatius;2014;500
3134;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Sint-Eustatius;2016;230
3135;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Sint-Eustatius;2018;270
3136;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Sint-Eustatius;2020;290
3137;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Sint-Eustatius;2022;280
3138;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Saba;2012;210
3139;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Saba;2014;220
3140;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Saba;2016;290
3141;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Saba;2018;280
3142;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Saba;2020;290
3143;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-Q Overheid en zorg;Saba;2022;310
3144;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2012;2030
3145;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2014;2340
3146;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2016;2650
3147;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2018;2510
3148;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2020;2320
3149;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2022;2970
3150;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Bonaire;2012;1460
3151;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Bonaire;2014;1570
3152;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Bonaire;2016;2060
3153;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Bonaire;2018;1890
3154;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Bonaire;2020;1690
3155;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Bonaire;2022;2340
3156;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2012;330
3157;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2014;550
3158;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2016;280
3159;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2018;310
3160;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2020;310
3161;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2022;310
3162;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Saba;2012;250
3163;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Saba;2014;220
3164;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Saba;2016;310
3165;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Saba;2018;310
3166;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Saba;2020;320
3167;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;O-U Niet-commerciële dienstverlening;Saba;2022;320
3168;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2012;280
3169;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2014;130
3170;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2016;340
