ID;Regions;Periods;BusinessRelatedOvernightStays_1
1710;Drenthe (PV);2020 November;10
1711;Drenthe (PV);2020 December;10
1712;Drenthe (PV);2020 4th quarter;40
1713;Drenthe (PV);2020;190
1714;Drenthe (PV);2021 January;10
1715;Drenthe (PV);2021 February;10
1716;Drenthe (PV);2021 March;10
1717;Drenthe (PV);2021 1th quarter;30
1718;Drenthe (PV);2021 April;10
1719;Drenthe (PV);2021 May;20
1720;Drenthe (PV);2021 June;20
1721;Drenthe (PV);2021 2nd quarter;50
1722;Drenthe (PV);2021 July;20
1723;Drenthe (PV);2021 August;20
1724;Drenthe (PV);2021 September;30
1725;Drenthe (PV);2021 3rd quarter;70
1726;Drenthe (PV);2021 October;20
1727;Drenthe (PV);2021 November;20
1728;Drenthe (PV);2021 December;10
1729;Drenthe (PV);2021 4th quarter;50
1730;Drenthe (PV);2021;190
1731;Drenthe (PV);2022 January;20
1732;Drenthe (PV);2022 February;20
1733;Drenthe (PV);2022 March;30
1734;Drenthe (PV);2022 1th quarter;60
1735;Drenthe (PV);2022 April;30
1736;Drenthe (PV);2022 May;40
1737;Drenthe (PV);2022 June;30
1738;Drenthe (PV);2022 2nd quarter;90
1739;Drenthe (PV);2022 July;30
1740;Drenthe (PV);2022 August;30
1741;Drenthe (PV);2022 September;30
1742;Drenthe (PV);2022 3rd quarter;90
1743;Drenthe (PV);2022 October;30
1744;Drenthe (PV);2022 November;30
1745;Drenthe (PV);2022 December;30
1746;Drenthe (PV);2022 4th quarter;90
1747;Drenthe (PV);2022;330
1748;Drenthe (PV);2023 January;20
1749;Drenthe (PV);2023 February;30
1750;Drenthe (PV);2023 March;20
1751;Drenthe (PV);2023 1st quarter;70
1752;Drenthe (PV);2023 April;30
1753;Drenthe (PV);2023 May;40
1754;Drenthe (PV);2023 June;30
1755;Drenthe (PV);2023 2nd quarter;100
1756;Drenthe (PV);2023 July;30
1757;Drenthe (PV);2023 August;30
1758;Drenthe (PV);2023 September;30
1759;Drenthe (PV);2023 3rd quarter;100
1760;Drenthe (PV);2023 October;30
1761;Drenthe (PV);2023 November;30
1762;Drenthe (PV);2023 December;30
1763;Drenthe (PV);2023 4th quarter;80
1764;Drenthe (PV);2023;350
1765;Drenthe (PV);2024 January;40
1766;Drenthe (PV);2024 February;40
1767;Drenthe (PV);2024 March;50
1768;Drenthe (PV);2024 1st quarter;130
1769;Drenthe (PV);2024 April;40
1770;Drenthe (PV);2024 May;50
1771;Drenthe (PV);2024 June;50
1772;Drenthe (PV);2024 2nd quarter;130
1773;Drenthe (PV);2024 July;40
1774;Drenthe (PV);2024 August;40
1775;Drenthe (PV);2024 September;40
1776;Drenthe (PV);2024 3rd quarter;120
1777;Drenthe (PV);2024 October;40
1778;Drenthe (PV);2024 November;40
1779;Drenthe (PV);2024 December;30
1780;Drenthe (PV);2024 4th quarter;110
1781;Drenthe (PV);2024;490
1782;Drenthe (PV);2025 January;20
1783;Drenthe (PV);2025 February;20
1784;Overijssel (PV);2012 January;40
1785;Overijssel (PV);2012 February;40
1786;Overijssel (PV);2012 March;50
1787;Overijssel (PV);2012 1st quarter;130
1788;Overijssel (PV);2012 April;50
1789;Overijssel (PV);2012 May;50
1790;Overijssel (PV);2012 June;50
1791;Overijssel (PV);2012 2nd quarter;150
1792;Overijssel (PV);2012 July;40
1793;Overijssel (PV);2012 August;40
1794;Overijssel (PV);2012 September;60
1795;Overijssel (PV);2012 3rd quarter;150
1796;Overijssel (PV);2012 October;60
1797;Overijssel (PV);2012 November;50
1798;Overijssel (PV);2012 December;40
1799;Overijssel (PV);2012 4th quarter;160
1800;Overijssel (PV);2012;580
1801;Overijssel (PV);2013 January;30
1802;Overijssel (PV);2013 February;30
1803;Overijssel (PV);2013 March;30
1804;Overijssel (PV);2013 1st quarter;100
1805;Overijssel (PV);2013 April;30
1806;Overijssel (PV);2013 May;40
1807;Overijssel (PV);2013 June;40
1808;Overijssel (PV);2013 2nd quarter;120
1809;Overijssel (PV);2013 July;30
1810;Overijssel (PV);2013 August;40
1811;Overijssel (PV);2013 September;40
1812;Overijssel (PV);2013 3rd quarter;110
1813;Overijssel (PV);2013 October;40
1814;Overijssel (PV);2013 November;40
1815;Overijssel (PV);2013 December;30
1816;Overijssel (PV);2013 4th quarter;120
1817;Overijssel (PV);2013;460
1818;Overijssel (PV);2014 January;30
1819;Overijssel (PV);2014 February;30
1820;Overijssel (PV);2014 March;50
1821;Overijssel (PV);2014 1st quarter;110
1822;Overijssel (PV);2014 April;40
1823;Overijssel (PV);2014 May;40
1824;Overijssel (PV);2014 June;40
1825;Overijssel (PV);2014 2nd quarter;130
1826;Overijssel (PV);2014 July;30
1827;Overijssel (PV);2014 August;40
1828;Overijssel (PV);2014 September;50
1829;Overijssel (PV);2014 3rd quarter;120
1830;Overijssel (PV);2014 October;50
1831;Overijssel (PV);2014 November;40
1832;Overijssel (PV);2014 December;30
1833;Overijssel (PV);2014 4th quarter;120
1834;Overijssel (PV);2014;480
1835;Overijssel (PV);2015 January;40
1836;Overijssel (PV);2015 February;50
1837;Overijssel (PV);2015 March;50
1838;Overijssel (PV);2015 1st quarter;140
1839;Overijssel (PV);2015 April;50
1840;Overijssel (PV);2015 May;50
1841;Overijssel (PV);2015 June;50
1842;Overijssel (PV);2015 2nd quarter;160
1843;Overijssel (PV);2015 July;40
1844;Overijssel (PV);2015 August;40
1845;Overijssel (PV);2015 September;50
1846;Overijssel (PV);2015 3rd quarter;140
1847;Overijssel (PV);2015 October;60
1848;Overijssel (PV);2015 November;50
1849;Overijssel (PV);2015 December;40
1850;Overijssel (PV);2015 4th quarter;160
1851;Overijssel (PV);2015;590
1852;Overijssel (PV);2016 January;40
1853;Overijssel (PV);2016 February;50
1854;Overijssel (PV);2016 March;60
1855;Overijssel (PV);2016 1st quarter;150
1856;Overijssel (PV);2016 April;60
1857;Overijssel (PV);2016 May;60
1858;Overijssel (PV);2016 June;50
1859;Overijssel (PV);2016 2nd quarter;170
1860;Overijssel (PV);2016 July;50
1861;Overijssel (PV);2016 August;50
1862;Overijssel (PV);2016 September;50
1863;Overijssel (PV);2016 3rd quarter;150
1864;Overijssel (PV);2016 October;60
1865;Overijssel (PV);2016 November;50
1866;Overijssel (PV);2016 December;50
1867;Overijssel (PV);2016 4th quarter;160
1868;Overijssel (PV);2016;620
1869;Overijssel (PV);2017 January;50
1870;Overijssel (PV);2017 February;50
1871;Overijssel (PV);2017 March;50
1872;Overijssel (PV);2017 1st quarter;140
1873;Overijssel (PV);2017 April;60
1874;Overijssel (PV);2017 May;60
1875;Overijssel (PV);2017 June;60
1876;Overijssel (PV);2017 2nd quarter;180
1877;Overijssel (PV);2017 July;60
1878;Overijssel (PV);2017 August;60
1879;Overijssel (PV);2017 September;60
1880;Overijssel (PV);2017 3rd quarter;180
1881;Overijssel (PV);2017 October;70
1882;Overijssel (PV);2017 November;50
1883;Overijssel (PV);2017 December;50
1884;Overijssel (PV);2017 4th quarter;170
1885;Overijssel (PV);2017;680
1886;Overijssel (PV);2018 January;50
1887;Overijssel (PV);2018 February;60
1888;Overijssel (PV);2018 March;70
1889;Overijssel (PV);2018 1st quarter;180
1890;Overijssel (PV);2018 April;70
1891;Overijssel (PV);2018 May;70
1892;Overijssel (PV);2018 June;60
1893;Overijssel (PV);2018 2nd quarter;210
1894;Overijssel (PV);2018 July;60
1895;Overijssel (PV);2018 August;50
1896;Overijssel (PV);2018 September;60
1897;Overijssel (PV);2018 3rd quarter;180
1898;Overijssel (PV);2018 October;70
1899;Overijssel (PV);2018 November;50
1900;Overijssel (PV);2018 December;40
1901;Overijssel (PV);2018 4th quarter;160
1902;Overijssel (PV);2018;730
1903;Overijssel (PV);2019 January;40
1904;Overijssel (PV);2019 February;40
1905;Overijssel (PV);2019 March;50
1906;Overijssel (PV);2019 1st quarter;140
1907;Overijssel (PV);2019 April;60
1908;Overijssel (PV);2019 May;60
1909;Overijssel (PV);2019 June;70
1910;Overijssel (PV);2019 2nd quarter;200
1911;Overijssel (PV);2019 July;60
1912;Overijssel (PV);2019 August;60
1913;Overijssel (PV);2019 September;70
1914;Overijssel (PV);2019 3rd quarter;190
1915;Overijssel (PV);2019 October;70
1916;Overijssel (PV);2019 November;60
1917;Overijssel (PV);2019 December;50
1918;Overijssel (PV);2019 4th quarter;180
1919;Overijssel (PV);2019;710
1920;Overijssel (PV);2020 January;50
1921;Overijssel (PV);2020 February;50
1922;Overijssel (PV);2020 March;30
1923;Overijssel (PV);2020 1st quarter;120
1924;Overijssel (PV);2020 April;10
1925;Overijssel (PV);2020 May;20
1926;Overijssel (PV);2020 June;30
1927;Overijssel (PV);2020 2nd quarter;60
1928;Overijssel (PV);2020 July;30
1929;Overijssel (PV);2020 August;30
1930;Overijssel (PV);2020 September;40
1931;Overijssel (PV);2020 3rd quarter;90
1932;Overijssel (PV);2020 October;30
1933;Overijssel (PV);2020 November;20
1934;Overijssel (PV);2020 December;20
1935;Overijssel (PV);2020 4th quarter;70
1936;Overijssel (PV);2020;350
1937;Overijssel (PV);2021 January;10
1938;Overijssel (PV);2021 February;20
1939;Overijssel (PV);2021 March;30
1940;Overijssel (PV);2021 1th quarter;60
1941;Overijssel (PV);2021 April;30
1942;Overijssel (PV);2021 May;40
1943;Overijssel (PV);2021 June;50
1944;Overijssel (PV);2021 2nd quarter;110
1945;Overijssel (PV);2021 July;50
1946;Overijssel (PV);2021 August;50
1947;Overijssel (PV);2021 September;60
1948;Overijssel (PV);2021 3rd quarter;160
1949;Overijssel (PV);2021 October;70
1950;Overijssel (PV);2021 November;60
1951;Overijssel (PV);2021 December;30
1952;Overijssel (PV);2021 4th quarter;160
1953;Overijssel (PV);2021;480
1954;Overijssel (PV);2022 January;20
1955;Overijssel (PV);2022 February;40
1956;Overijssel (PV);2022 March;50
1957;Overijssel (PV);2022 1th quarter;120
1958;Overijssel (PV);2022 April;60
1959;Overijssel (PV);2022 May;60
1960;Overijssel (PV);2022 June;60
1961;Overijssel (PV);2022 2nd quarter;190
1962;Overijssel (PV);2022 July;50
1963;Overijssel (PV);2022 August;60
1964;Overijssel (PV);2022 September;60
1965;Overijssel (PV);2022 3rd quarter;170
1966;Overijssel (PV);2022 October;70
1967;Overijssel (PV);2022 November;70
1968;Overijssel (PV);2022 December;60
1969;Overijssel (PV);2022 4th quarter;200
1970;Overijssel (PV);2022;670
1971;Overijssel (PV);2023 January;70
1972;Overijssel (PV);2023 February;70
1973;Overijssel (PV);2023 March;80
1974;Overijssel (PV);2023 1st quarter;220
1975;Overijssel (PV);2023 April;80
1976;Overijssel (PV);2023 May;90
1977;Overijssel (PV);2023 June;80
1978;Overijssel (PV);2023 2nd quarter;250
1979;Overijssel (PV);2023 July;70
1980;Overijssel (PV);2023 August;70
1981;Overijssel (PV);2023 September;80
1982;Overijssel (PV);2023 3rd quarter;210
1983;Overijssel (PV);2023 October;90
1984;Overijssel (PV);2023 November;80
1985;Overijssel (PV);2023 December;70
1986;Overijssel (PV);2023 4th quarter;240
1987;Overijssel (PV);2023;920
1988;Overijssel (PV);2024 January;70
1989;Overijssel (PV);2024 February;60
1990;Overijssel (PV);2024 March;60
1991;Overijssel (PV);2024 1st quarter;180
1992;Overijssel (PV);2024 April;80
1993;Overijssel (PV);2024 May;70
1994;Overijssel (PV);2024 June;70
1995;Overijssel (PV);2024 2nd quarter;220
1996;Overijssel (PV);2024 July;70
1997;Overijssel (PV);2024 August;70
1998;Overijssel (PV);2024 September;60
1999;Overijssel (PV);2024 3rd quarter;200
2000;Overijssel (PV);2024 October;60
2001;Overijssel (PV);2024 November;70
2002;Overijssel (PV);2024 December;50
2003;Overijssel (PV);2024 4th quarter;190
2004;Overijssel (PV);2024;790
2005;Overijssel (PV);2025 January;60
2006;Overijssel (PV);2025 February;50
2007;Flevoland (PV);2012 January;10
2008;Flevoland (PV);2012 February;10
2009;Flevoland (PV);2012 March;10
2010;Flevoland (PV);2012 1st quarter;30
2011;Flevoland (PV);2012 April;20
2012;Flevoland (PV);2012 May;20
2013;Flevoland (PV);2012 June;20
2014;Flevoland (PV);2012 2nd quarter;50
2015;Flevoland (PV);2012 July;10
2016;Flevoland (PV);2012 August;10
2017;Flevoland (PV);2012 September;20
2018;Flevoland (PV);2012 3rd quarter;50
2019;Flevoland (PV);2012 October;10
2020;Flevoland (PV);2012 November;10
2021;Flevoland (PV);2012 December;10
2022;Flevoland (PV);2012 4th quarter;40
2023;Flevoland (PV);2012;170
2024;Flevoland (PV);2013 January;10
2025;Flevoland (PV);2013 February;10
2026;Flevoland (PV);2013 March;10
2027;Flevoland (PV);2013 1st quarter;30
2028;Flevoland (PV);2013 April;20
2029;Flevoland (PV);2013 May;20
2030;Flevoland (PV);2013 June;20
2031;Flevoland (PV);2013 2nd quarter;50
2032;Flevoland (PV);2013 July;10
2033;Flevoland (PV);2013 August;10
2034;Flevoland (PV);2013 September;10
2035;Flevoland (PV);2013 3rd quarter;40
2036;Flevoland (PV);2013 October;20
2037;Flevoland (PV);2013 November;10
2038;Flevoland (PV);2013 December;10
2039;Flevoland (PV);2013 4th quarter;40
2040;Flevoland (PV);2013;160
2041;Flevoland (PV);2014 January;10
2042;Flevoland (PV);2014 February;10
2043;Flevoland (PV);2014 March;10
2044;Flevoland (PV);2014 1st quarter;40
2045;Flevoland (PV);2014 April;20
2046;Flevoland (PV);2014 May;20
2047;Flevoland (PV);2014 June;20
2048;Flevoland (PV);2014 2nd quarter;50
2049;Flevoland (PV);2014 July;10
2050;Flevoland (PV);2014 August;20
2051;Flevoland (PV);2014 September;20
2052;Flevoland (PV);2014 3rd quarter;50
2053;Flevoland (PV);2014 October;20
2054;Flevoland (PV);2014 November;10
2055;Flevoland (PV);2014 December;10
2056;Flevoland (PV);2014 4th quarter;40
2057;Flevoland (PV);2014;180
2058;Flevoland (PV);2015 January;10
2059;Flevoland (PV);2015 February;10
2060;Flevoland (PV);2015 March;10
2061;Flevoland (PV);2015 1st quarter;40
2062;Flevoland (PV);2015 April;20
2063;Flevoland (PV);2015 May;20
2064;Flevoland (PV);2015 June;20
2065;Flevoland (PV);2015 2nd quarter;60
2066;Flevoland (PV);2015 July;20
2067;Flevoland (PV);2015 August;20
2068;Flevoland (PV);2015 September;20
2069;Flevoland (PV);2015 3rd quarter;50
2070;Flevoland (PV);2015 October;20
2071;Flevoland (PV);2015 November;10
2072;Flevoland (PV);2015 December;10
2073;Flevoland (PV);2015 4th quarter;40
2074;Flevoland (PV);2015;190
2075;Flevoland (PV);2016 January;10
2076;Flevoland (PV);2016 February;20
2077;Flevoland (PV);2016 March;10
2078;Flevoland (PV);2016 1st quarter;40
2079;Flevoland (PV);2016 April;10
2080;Flevoland (PV);2016 May;20
2081;Flevoland (PV);2016 June;20
2082;Flevoland (PV);2016 2nd quarter;60
2083;Flevoland (PV);2016 July;20
2084;Flevoland (PV);2016 August;10
2085;Flevoland (PV);2016 September;20
2086;Flevoland (PV);2016 3rd quarter;50
2087;Flevoland (PV);2016 October;20
2088;Flevoland (PV);2016 November;10
2089;Flevoland (PV);2016 December;10
2090;Flevoland (PV);2016 4th quarter;50
2091;Flevoland (PV);2016;200
2092;Flevoland (PV);2017 January;10
2093;Flevoland (PV);2017 February;10
2094;Flevoland (PV);2017 March;20
2095;Flevoland (PV);2017 1st quarter;40
2096;Flevoland (PV);2017 April;20
2097;Flevoland (PV);2017 May;20
2098;Flevoland (PV);2017 June;20
2099;Flevoland (PV);2017 2nd quarter;50
2100;Flevoland (PV);2017 July;20
2101;Flevoland (PV);2017 August;10
2102;Flevoland (PV);2017 September;10
2103;Flevoland (PV);2017 3rd quarter;50
2104;Flevoland (PV);2017 October;20
2105;Flevoland (PV);2017 November;20
2106;Flevoland (PV);2017 December;10
2107;Flevoland (PV);2017 4th quarter;40
2108;Flevoland (PV);2017;190
2109;Flevoland (PV);2018 January;10
2110;Flevoland (PV);2018 February;10
2111;Flevoland (PV);2018 March;10
2112;Flevoland (PV);2018 1st quarter;40
2113;Flevoland (PV);2018 April;10
2114;Flevoland (PV);2018 May;20
2115;Flevoland (PV);2018 June;20
2116;Flevoland (PV);2018 2nd quarter;50
2117;Flevoland (PV);2018 July;10
2118;Flevoland (PV);2018 August;10
2119;Flevoland (PV);2018 September;10
2120;Flevoland (PV);2018 3rd quarter;40
2121;Flevoland (PV);2018 October;10
2122;Flevoland (PV);2018 November;20
2123;Flevoland (PV);2018 December;10
2124;Flevoland (PV);2018 4th quarter;50
2125;Flevoland (PV);2018;170
2126;Flevoland (PV);2019 January;10
2127;Flevoland (PV);2019 February;10
2128;Flevoland (PV);2019 March;20
2129;Flevoland (PV);2019 1st quarter;40
2130;Flevoland (PV);2019 April;30
2131;Flevoland (PV);2019 May;20
2132;Flevoland (PV);2019 June;20
2133;Flevoland (PV);2019 2nd quarter;70
2134;Flevoland (PV);2019 July;20
2135;Flevoland (PV);2019 August;20
2136;Flevoland (PV);2019 September;20
2137;Flevoland (PV);2019 3rd quarter;70
2138;Flevoland (PV);2019 October;20
2139;Flevoland (PV);2019 November;20
2140;Flevoland (PV);2019 December;10
2141;Flevoland (PV);2019 4th quarter;60
2142;Flevoland (PV);2019;230
2143;Flevoland (PV);2020 January;10
2144;Flevoland (PV);2020 February;10
2145;Flevoland (PV);2020 March;10
2146;Flevoland (PV);2020 1st quarter;30
2147;Flevoland (PV);2020 April;0
2148;Flevoland (PV);2020 May;0
2149;Flevoland (PV);2020 June;10
2150;Flevoland (PV);2020 2nd quarter;10
2151;Flevoland (PV);2020 July;10
2152;Flevoland (PV);2020 August;10
2153;Flevoland (PV);2020 September;10
2154;Flevoland (PV);2020 3rd quarter;30
2155;Flevoland (PV);2020 October;10
2156;Flevoland (PV);2020 November;10
2157;Flevoland (PV);2020 December;0
2158;Flevoland (PV);2020 4th quarter;20
2159;Flevoland (PV);2020;90
2160;Flevoland (PV);2021 January;0
2161;Flevoland (PV);2021 February;10
2162;Flevoland (PV);2021 March;10
2163;Flevoland (PV);2021 1th quarter;20
2164;Flevoland (PV);2021 April;10
2165;Flevoland (PV);2021 May;10
2166;Flevoland (PV);2021 June;20
2167;Flevoland (PV);2021 2nd quarter;40
2168;Flevoland (PV);2021 July;10
2169;Flevoland (PV);2021 August;20
2170;Flevoland (PV);2021 September;20
2171;Flevoland (PV);2021 3rd quarter;50
2172;Flevoland (PV);2021 October;20
2173;Flevoland (PV);2021 November;20
2174;Flevoland (PV);2021 December;10
2175;Flevoland (PV);2021 4th quarter;40
2176;Flevoland (PV);2021;150
2177;Flevoland (PV);2022 January;10
2178;Flevoland (PV);2022 February;20
2179;Flevoland (PV);2022 March;20
2180;Flevoland (PV);2022 1th quarter;40
2181;Flevoland (PV);2022 April;20
2182;Flevoland (PV);2022 May;20
2183;Flevoland (PV);2022 June;30
2184;Flevoland (PV);2022 2nd quarter;70
2185;Flevoland (PV);2022 July;20
2186;Flevoland (PV);2022 August;20
2187;Flevoland (PV);2022 September;20
2188;Flevoland (PV);2022 3rd quarter;60
2189;Flevoland (PV);2022 October;20
2190;Flevoland (PV);2022 November;20
2191;Flevoland (PV);2022 December;10
2192;Flevoland (PV);2022 4th quarter;50
2193;Flevoland (PV);2022;220
2194;Flevoland (PV);2023 January;20
2195;Flevoland (PV);2023 February;20
2196;Flevoland (PV);2023 March;20
2197;Flevoland (PV);2023 1st quarter;50
2198;Flevoland (PV);2023 April;20
2199;Flevoland (PV);2023 May;20
2200;Flevoland (PV);2023 June;20
2201;Flevoland (PV);2023 2nd quarter;70
2202;Flevoland (PV);2023 July;20
2203;Flevoland (PV);2023 August;20
2204;Flevoland (PV);2023 September;20
2205;Flevoland (PV);2023 3rd quarter;60
2206;Flevoland (PV);2023 October;20
2207;Flevoland (PV);2023 November;20
2208;Flevoland (PV);2023 December;10
2209;Flevoland (PV);2023 4th quarter;50
2210;Flevoland (PV);2023;230
2211;Flevoland (PV);2024 January;10
2212;Flevoland (PV);2024 February;10
2213;Flevoland (PV);2024 March;20
2214;Flevoland (PV);2024 1st quarter;50
2215;Flevoland (PV);2024 April;20
2216;Flevoland (PV);2024 May;20
2217;Flevoland (PV);2024 June;20
2218;Flevoland (PV);2024 2nd quarter;60
2219;Flevoland (PV);2024 July;20
2220;Flevoland (PV);2024 August;10
2221;Flevoland (PV);2024 September;30
2222;Flevoland (PV);2024 3rd quarter;60
2223;Flevoland (PV);2024 October;20
2224;Flevoland (PV);2024 November;30
2225;Flevoland (PV);2024 December;10
2226;Flevoland (PV);2024 4th quarter;60
2227;Flevoland (PV);2024;220
2228;Flevoland (PV);2025 January;20
2229;Flevoland (PV);2025 February;10
2230;Gelderland (PV);2012 January;80
2231;Gelderland (PV);2012 February;80
2232;Gelderland (PV);2012 March;100
2233;Gelderland (PV);2012 1st quarter;270
2234;Gelderland (PV);2012 April;110
2235;Gelderland (PV);2012 May;120
2236;Gelderland (PV);2012 June;110
2237;Gelderland (PV);2012 2nd quarter;340
2238;Gelderland (PV);2012 July;80
2239;Gelderland (PV);2012 August;90
2240;Gelderland (PV);2012 September;120
2241;Gelderland (PV);2012 3rd quarter;300
2242;Gelderland (PV);2012 October;110
2243;Gelderland (PV);2012 November;100
2244;Gelderland (PV);2012 December;70
2245;Gelderland (PV);2012 4th quarter;280
2246;Gelderland (PV);2012;1190
2247;Gelderland (PV);2013 January;70
2248;Gelderland (PV);2013 February;70
2249;Gelderland (PV);2013 March;90
2250;Gelderland (PV);2013 1st quarter;230
2251;Gelderland (PV);2013 April;100
2252;Gelderland (PV);2013 May;100
2253;Gelderland (PV);2013 June;100
2254;Gelderland (PV);2013 2nd quarter;300
2255;Gelderland (PV);2013 July;80
2256;Gelderland (PV);2013 August;80
2257;Gelderland (PV);2013 September;110
2258;Gelderland (PV);2013 3rd quarter;270
2259;Gelderland (PV);2013 October;110
2260;Gelderland (PV);2013 November;90
2261;Gelderland (PV);2013 December;60
2262;Gelderland (PV);2013 4th quarter;260
2263;Gelderland (PV);2013;1070
2264;Gelderland (PV);2014 January;70
2265;Gelderland (PV);2014 February;60
2266;Gelderland (PV);2014 March;80
2267;Gelderland (PV);2014 1st quarter;220
2268;Gelderland (PV);2014 April;80
2269;Gelderland (PV);2014 May;100
2270;Gelderland (PV);2014 June;90
2271;Gelderland (PV);2014 2nd quarter;280
2272;Gelderland (PV);2014 July;70
2273;Gelderland (PV);2014 August;70
2274;Gelderland (PV);2014 September;110
2275;Gelderland (PV);2014 3rd quarter;250
2276;Gelderland (PV);2014 October;100
2277;Gelderland (PV);2014 November;100
2278;Gelderland (PV);2014 December;60
2279;Gelderland (PV);2014 4th quarter;260
2280;Gelderland (PV);2014;1010
2281;Gelderland (PV);2015 January;70
2282;Gelderland (PV);2015 February;70
2283;Gelderland (PV);2015 March;80
2284;Gelderland (PV);2015 1st quarter;220
2285;Gelderland (PV);2015 April;100
2286;Gelderland (PV);2015 May;110
2287;Gelderland (PV);2015 June;100
2288;Gelderland (PV);2015 2nd quarter;310
2289;Gelderland (PV);2015 July;80
2290;Gelderland (PV);2015 August;90
2291;Gelderland (PV);2015 September;110
2292;Gelderland (PV);2015 3rd quarter;280
2293;Gelderland (PV);2015 October;110
2294;Gelderland (PV);2015 November;100
2295;Gelderland (PV);2015 December;70
2296;Gelderland (PV);2015 4th quarter;280
2297;Gelderland (PV);2015;1080
2298;Gelderland (PV);2016 January;80
2299;Gelderland (PV);2016 February;80
2300;Gelderland (PV);2016 March;100
2301;Gelderland (PV);2016 1st quarter;260
2302;Gelderland (PV);2016 April;110
2303;Gelderland (PV);2016 May;120
2304;Gelderland (PV);2016 June;110
2305;Gelderland (PV);2016 2nd quarter;340
2306;Gelderland (PV);2016 July;100
2307;Gelderland (PV);2016 August;90
2308;Gelderland (PV);2016 September;120
2309;Gelderland (PV);2016 3rd quarter;310
2310;Gelderland (PV);2016 October;120
2311;Gelderland (PV);2016 November;100
2312;Gelderland (PV);2016 December;70
2313;Gelderland (PV);2016 4th quarter;290
2314;Gelderland (PV);2016;1200
2315;Gelderland (PV);2017 January;70
2316;Gelderland (PV);2017 February;80
2317;Gelderland (PV);2017 March;90
2318;Gelderland (PV);2017 1st quarter;240
2319;Gelderland (PV);2017 April;120
2320;Gelderland (PV);2017 May;120
2321;Gelderland (PV);2017 June;120
2322;Gelderland (PV);2017 2nd quarter;360
2323;Gelderland (PV);2017 July;100
2324;Gelderland (PV);2017 August;100
2325;Gelderland (PV);2017 September;130
2326;Gelderland (PV);2017 3rd quarter;320
2327;Gelderland (PV);2017 October;120
2328;Gelderland (PV);2017 November;100
2329;Gelderland (PV);2017 December;80
2330;Gelderland (PV);2017 4th quarter;300
2331;Gelderland (PV);2017;1220
2332;Gelderland (PV);2018 January;90
2333;Gelderland (PV);2018 February;90
2334;Gelderland (PV);2018 March;110
2335;Gelderland (PV);2018 1st quarter;290
2336;Gelderland (PV);2018 April;120
2337;Gelderland (PV);2018 May;130
2338;Gelderland (PV);2018 June;130
2339;Gelderland (PV);2018 2nd quarter;380
2340;Gelderland (PV);2018 July;110
2341;Gelderland (PV);2018 August;100
2342;Gelderland (PV);2018 September;150
2343;Gelderland (PV);2018 3rd quarter;360
2344;Gelderland (PV);2018 October;140
2345;Gelderland (PV);2018 November;120
2346;Gelderland (PV);2018 December;80
2347;Gelderland (PV);2018 4th quarter;350
2348;Gelderland (PV);2018;1380
2349;Gelderland (PV);2019 January;90
2350;Gelderland (PV);2019 February;90
2351;Gelderland (PV);2019 March;120
2352;Gelderland (PV);2019 1st quarter;290
2353;Gelderland (PV);2019 April;120
2354;Gelderland (PV);2019 May;130
2355;Gelderland (PV);2019 June;140
2356;Gelderland (PV);2019 2nd quarter;390
2357;Gelderland (PV);2019 July;110
2358;Gelderland (PV);2019 August;110
2359;Gelderland (PV);2019 September;140
2360;Gelderland (PV);2019 3rd quarter;350
2361;Gelderland (PV);2019 October;140
2362;Gelderland (PV);2019 November;130
2363;Gelderland (PV);2019 December;90
2364;Gelderland (PV);2019 4th quarter;370
2365;Gelderland (PV);2019;1400
2366;Gelderland (PV);2020 January;100
2367;Gelderland (PV);2020 February;110
2368;Gelderland (PV);2020 March;50
2369;Gelderland (PV);2020 1st quarter;260
2370;Gelderland (PV);2020 April;20
2371;Gelderland (PV);2020 May;20
2372;Gelderland (PV);2020 June;40
2373;Gelderland (PV);2020 2nd quarter;80
2374;Gelderland (PV);2020 July;40
2375;Gelderland (PV);2020 August;50
2376;Gelderland (PV);2020 September;60
2377;Gelderland (PV);2020 3rd quarter;150
2378;Gelderland (PV);2020 October;50
2379;Gelderland (PV);2020 November;40
2380;Gelderland (PV);2020 December;20
2381;Gelderland (PV);2020 4th quarter;110
2382;Gelderland (PV);2020;600
2383;Gelderland (PV);2021 January;20
2384;Gelderland (PV);2021 February;30
2385;Gelderland (PV);2021 March;30
2386;Gelderland (PV);2021 1th quarter;80
2387;Gelderland (PV);2021 April;40
2388;Gelderland (PV);2021 May;60
2389;Gelderland (PV);2021 June;70
2390;Gelderland (PV);2021 2nd quarter;170
2391;Gelderland (PV);2021 July;60
2392;Gelderland (PV);2021 August;70
2393;Gelderland (PV);2021 September;100
2394;Gelderland (PV);2021 3rd quarter;230
2395;Gelderland (PV);2021 October;110
2396;Gelderland (PV);2021 November;70
2397;Gelderland (PV);2021 December;30
2398;Gelderland (PV);2021 4th quarter;210
2399;Gelderland (PV);2021;690
2400;Gelderland (PV);2022 January;40
2401;Gelderland (PV);2022 February;50
2402;Gelderland (PV);2022 March;80
2403;Gelderland (PV);2022 1th quarter;170
2404;Gelderland (PV);2022 April;100
2405;Gelderland (PV);2022 May;110
2406;Gelderland (PV);2022 June;110
2407;Gelderland (PV);2022 2nd quarter;330
2408;Gelderland (PV);2022 July;90
2409;Gelderland (PV);2022 August;90
