ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenMetWoonadresInNederland_2;VerdachtenPer10000Inwoners_3;TotaalVerdachtenVanMisdrijven_4;VerdachtenMetWoonadresInNederland_5;VerdachtenPer10000Inwoners_6
2905;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2000;;;;60.0;40.0;104.0
2906;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2001;;;;50.0;40.0;99.0
2907;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2002;;;;60.0;50.0;112.0
2908;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2003;;;;60.0;50.0;121.0
2909;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2004;;;;50.0;40.0;107.0
2910;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2005;70.0;50.0;129.0;40.0;30.0;81.0
2911;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2006;50.0;40.0;94.0;40.0;30.0;84.0
2912;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2007;50.0;50.0;118.0;50.0;40.0;103.0
2913;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2008;60.0;40.0;111.0;40.0;40.0;96.0
2914;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2009;70.0;50.0;127.0;40.0;30.0;82.0
2915;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2010;70.0;60.0;146.0;40.0;30.0;79.0
2916;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2011;70.0;50.0;120.0;40.0;40.0;80.0
2917;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2012;60.0;50.0;109.0;50.0;40.0;83.0
2918;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2013;60.0;50.0;101.0;40.0;30.0;74.0
2919;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2014;50.0;40.0;90.0;30.0;30.0;54.0
2920;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2015;40.0;40.0;77.0;;;
2921;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2016;50.0;40.0;85.0;;;
2922;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2017;30.0;30.0;47.0;;;
2923;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2018;40.0;30.0;60.0;;;
2924;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2019;50.0;40.0;55.0;;;
2925;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2020;30.0;20.0;34.0;;;
2926;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2021;60.0;50.0;64.0;;;
2927;Totaal mannen en vrouwen;Totaal;Ierland;1e generatie migratieachtergrond;2022;60.0;40.0;55.0;;;
2928;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;1999;;;;40.0;40.0;289.0
2929;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2000;;;;40.0;40.0;221.0
2930;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2001;;;;50.0;50.0;281.0
2931;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2002;;;;60.0;60.0;347.0
2932;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2003;;;;60.0;60.0;310.0
2933;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2004;;;;60.0;60.0;322.0
2934;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2005;100.0;100.0;471.0;70.0;60.0;314.0
2935;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2006;100.0;100.0;454.0;80.0;70.0;347.0
2936;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2007;100.0;100.0;449.0;70.0;70.0;333.0
2937;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2008;100.0;100.0;434.0;80.0;80.0;335.0
2938;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2009;90.0;90.0;385.0;60.0;60.0;260.0
2939;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2010;90.0;90.0;350.0;60.0;60.0;231.0
2940;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2011;80.0;80.0;331.0;70.0;70.0;288.0
2941;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2012;80.0;70.0;286.0;60.0;50.0;209.0
2942;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2013;80.0;80.0;295.0;60.0;60.0;210.0
2943;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2014;60.0;60.0;227.0;50.0;50.0;188.0
2944;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2015;60.0;60.0;215.0;;;
2945;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2016;60.0;50.0;189.0;;;
2946;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2017;50.0;40.0;142.0;;;
2947;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2018;50.0;50.0;152.0;;;
2948;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2019;50.0;40.0;136.0;;;
2949;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2020;50.0;40.0;135.0;;;
2950;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2021;40.0;40.0;116.0;;;
2951;Totaal mannen en vrouwen;Totaal;Ierland;2e generatie migratieachtergrond;2022;40.0;40.0;111.0;;;
2952;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;1999;;;;90.0;;
2953;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2000;;;;80.0;;
2954;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2001;;;;100.0;;
2955;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2002;;;;100.0;;
2956;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2003;;;;90.0;;
2957;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2004;;;;80.0;;
2958;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2005;100.0;;;80.0;;
2959;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2006;110.0;;;60.0;;
2960;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2007;110.0;;;60.0;;
2961;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2008;160.0;;;80.0;;
2962;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2009;190.0;;;100.0;;
2963;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2010;170.0;;;80.0;;
2964;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2011;180.0;;;90.0;;
2965;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2012;130.0;;;90.0;;
2966;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2013;130.0;;;100.0;;
2967;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2014;90.0;;;60.0;;
2968;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2015;120.0;;;;;
2969;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2016;90.0;;;;;
2970;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2017;100.0;;;;;
2971;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2018;80.0;;;;;
2972;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2019;70.0;;;;;
2973;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2020;60.0;;;;;
2974;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2021;40.0;;;;;
2975;Totaal mannen en vrouwen;Totaal;Ierland;Generatie onbekend;2022;50.0;;;;;
2976;Totaal mannen en vrouwen;Totaal;India;Totaal;1999;;;;200.0;140.0;150.0
2977;Totaal mannen en vrouwen;Totaal;India;Totaal;2000;;;;200.0;150.0;157.0
2978;Totaal mannen en vrouwen;Totaal;India;Totaal;2001;;;;240.0;160.0;158.0
2979;Totaal mannen en vrouwen;Totaal;India;Totaal;2002;;;;330.0;180.0;173.0
2980;Totaal mannen en vrouwen;Totaal;India;Totaal;2003;;;;320.0;210.0;200.0
2981;Totaal mannen en vrouwen;Totaal;India;Totaal;2004;;;;350.0;240.0;224.0
2982;Totaal mannen en vrouwen;Totaal;India;Totaal;2005;340.0;250.0;220.0;300.0;220.0;193.0
2983;Totaal mannen en vrouwen;Totaal;India;Totaal;2006;330.0;260.0;213.0;310.0;240.0;196.0
2984;Totaal mannen en vrouwen;Totaal;India;Totaal;2007;350.0;280.0;204.0;300.0;240.0;178.0
2985;Totaal mannen en vrouwen;Totaal;India;Totaal;2008;300.0;250.0;165.0;280.0;220.0;145.0
2986;Totaal mannen en vrouwen;Totaal;India;Totaal;2009;330.0;260.0;160.0;300.0;250.0;153.0
2987;Totaal mannen en vrouwen;Totaal;India;Totaal;2010;380.0;300.0;175.0;280.0;220.0;128.0
2988;Totaal mannen en vrouwen;Totaal;India;Totaal;2011;380.0;300.0;164.0;280.0;230.0;123.0
2989;Totaal mannen en vrouwen;Totaal;India;Totaal;2012;330.0;270.0;138.0;250.0;200.0;100.0
2990;Totaal mannen en vrouwen;Totaal;India;Totaal;2013;290.0;240.0;116.0;210.0;170.0;78.0
2991;Totaal mannen en vrouwen;Totaal;India;Totaal;2014;350.0;290.0;128.0;240.0;190.0;82.0
2992;Totaal mannen en vrouwen;Totaal;India;Totaal;2015;300.0;240.0;95.0;;;
2993;Totaal mannen en vrouwen;Totaal;India;Totaal;2016;300.0;230.0;80.0;;;
2994;Totaal mannen en vrouwen;Totaal;India;Totaal;2017;280.0;230.0;69.0;;;
2995;Totaal mannen en vrouwen;Totaal;India;Totaal;2018;250.0;210.0;55.0;;;
2996;Totaal mannen en vrouwen;Totaal;India;Totaal;2019;270.0;240.0;53.0;;;
2997;Totaal mannen en vrouwen;Totaal;India;Totaal;2020;260.0;220.0;48.0;;;
2998;Totaal mannen en vrouwen;Totaal;India;Totaal;2021;260.0;230.0;45.0;;;
2999;Totaal mannen en vrouwen;Totaal;India;Totaal;2022;300.0;260.0;45.0;;;
3000;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;1999;;;;110.0;110.0;142.0
3001;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2000;;;;130.0;120.0;159.0
3002;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2001;;;;130.0;130.0;156.0
3003;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2002;;;;150.0;140.0;168.0
3004;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2003;;;;170.0;160.0;192.0
3005;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2004;;;;190.0;180.0;213.0
3006;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2005;180.0;170.0;188.0;170.0;160.0;173.0
3007;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2006;200.0;180.0;183.0;180.0;170.0;172.0
3008;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2007;180.0;170.0;157.0;170.0;160.0;147.0
3009;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2008;170.0;160.0;130.0;160.0;140.0;117.0
3010;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2009;170.0;170.0;126.0;170.0;170.0;126.0
3011;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2010;200.0;200.0;140.0;150.0;150.0;104.0
3012;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2011;210.0;190.0;125.0;160.0;150.0;98.0
3013;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2012;170.0;160.0;99.0;130.0;120.0;72.0
3014;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2013;170.0;160.0;93.0;110.0;110.0;60.0
3015;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2014;200.0;190.0;97.0;130.0;130.0;66.0
3016;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2015;170.0;160.0;73.0;;;
3017;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2016;170.0;150.0;61.0;;;
3018;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2017;160.0;150.0;53.0;;;
3019;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2018;140.0;130.0;38.0;;;
3020;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2019;160.0;150.0;37.0;;;
3021;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2020;150.0;140.0;34.0;;;
3022;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2021;140.0;130.0;30.0;;;
3023;Totaal mannen en vrouwen;Totaal;India;1e generatie migratieachtergrond;2022;160.0;150.0;28.0;;;
3024;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;1999;;;;30.0;30.0;185.0
3025;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2000;;;;30.0;30.0;150.0
3026;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2001;;;;30.0;30.0;169.0
3027;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2002;;;;40.0;40.0;196.0
3028;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2003;;;;50.0;50.0;233.0
3029;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2004;;;;60.0;60.0;267.0
3030;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2005;90.0;80.0;346.0;70.0;60.0;274.0
3031;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2006;90.0;80.0;341.0;80.0;70.0;295.0
3032;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2007;110.0;100.0;413.0;80.0;80.0;313.0
3033;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2008;90.0;90.0;325.0;70.0;70.0;271.0
3034;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2009;100.0;90.0;324.0;80.0;80.0;282.0
3035;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2010;110.0;100.0;341.0;80.0;70.0;238.0
3036;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2011;120.0;110.0;349.0;80.0;80.0;243.0
3037;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2012;120.0;110.0;327.0;90.0;80.0;235.0
3038;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2013;90.0;80.0;227.0;70.0;60.0;167.0
3039;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2014;120.0;110.0;283.0;70.0;60.0;162.0
3040;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2015;90.0;90.0;213.0;;;
3041;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2016;90.0;80.0;189.0;;;
3042;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2017;80.0;80.0;167.0;;;
3043;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2018;90.0;80.0;177.0;;;
3044;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2019;100.0;90.0;173.0;;;
3045;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2020;90.0;80.0;150.0;;;
3046;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2021;100.0;90.0;165.0;;;
3047;Totaal mannen en vrouwen;Totaal;India;2e generatie migratieachtergrond;2022;120.0;110.0;187.0;;;
3048;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;1999;;;;60.0;;
3049;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2000;;;;50.0;;
3050;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2001;;;;80.0;;
3051;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2002;;;;150.0;;
3052;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2003;;;;100.0;;
3053;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2004;;;;90.0;;
3054;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2005;60.0;;;70.0;;
3055;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2006;50.0;;;50.0;;
3056;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2007;60.0;;;40.0;;
3057;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2008;40.0;;;50.0;;
3058;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2009;60.0;;;40.0;;
3059;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2010;60.0;;;50.0;;
3060;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2011;50.0;;;30.0;;
3061;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2012;40.0;;;40.0;;
3062;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2013;40.0;;;30.0;;
3063;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2014;40.0;;;40.0;;
3064;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2015;40.0;;;;;
3065;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2016;40.0;;;;;
3066;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2017;30.0;;;;;
3067;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2018;20.0;;;;;
3068;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2019;10.0;;;;;
3069;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2020;30.0;;;;;
3070;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2021;20.0;;;;;
3071;Totaal mannen en vrouwen;Totaal;India;Generatie onbekend;2022;30.0;;;;;
3072;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;1999;;;;4200.0;4030.0;106.0
3073;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2000;;;;4020.0;3840.0;101.0
3074;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2001;;;;4120.0;3950.0;103.0
3075;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2002;;;;4390.0;4170.0;109.0
3076;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2003;;;;4790.0;4530.0;119.0
3077;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2004;;;;5170.0;4910.0;129.0
3078;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2005;6520.0;6200.0;164.0;5260.0;4990.0;132.0
3079;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2006;6530.0;6190.0;164.0;5270.0;5000.0;133.0
3080;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2007;6260.0;5940.0;158.0;5100.0;4840.0;129.0
3081;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2008;5680.0;5380.0;144.0;4600.0;4360.0;117.0
3082;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2009;5330.0;5090.0;137.0;4190.0;4010.0;108.0
3083;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2010;5050.0;4780.0;129.0;3720.0;3520.0;95.0
3084;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2011;4830.0;4590.0;125.0;3650.0;3460.0;94.0
3085;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2012;4320.0;4100.0;113.0;3380.0;3230.0;89.0
3086;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2013;4070.0;3850.0;106.0;3070.0;2890.0;80.0
3087;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2014;3640.0;3440.0;96.0;2580.0;2440.0;68.0
3088;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2015;3240.0;3060.0;86.0;;;
3089;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2016;2930.0;2760.0;78.0;;;
3090;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2017;2520.0;2370.0;67.0;;;
3091;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2018;2290.0;2160.0;62.0;;;
3092;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2019;2280.0;2170.0;62.0;;;
3093;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2020;1950.0;1850.0;54.0;;;
3094;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2021;1690.0;1600.0;47.0;;;
3095;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2022;1660.0;1600.0;47.0;;;
3096;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;1999;;;;660.0;640.0;45.0
3097;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2000;;;;640.0;620.0;44.0
3098;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2001;;;;640.0;620.0;45.0
3099;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2002;;;;680.0;650.0;48.0
3100;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2003;;;;680.0;650.0;49.0
3101;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2004;;;;760.0;730.0;55.0
3102;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2005;910.0;860.0;67.0;720.0;680.0;53.0
3103;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2006;890.0;850.0;67.0;720.0;690.0;54.0
3104;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2007;820.0;780.0;63.0;680.0;650.0;53.0
3105;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2008;730.0;710.0;58.0;620.0;600.0;49.0
3106;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2009;680.0;650.0;55.0;550.0;530.0;44.0
3107;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2010;670.0;630.0;54.0;450.0;430.0;37.0
3108;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2011;730.0;710.0;62.0;500.0;480.0;42.0
3109;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2012;640.0;620.0;55.0;480.0;460.0;41.0
3110;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2013;550.0;530.0;49.0;390.0;380.0;34.0
3111;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2014;530.0;510.0;48.0;350.0;330.0;31.0
3112;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2015;460.0;430.0;41.0;;;
3113;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2016;400.0;380.0;36.0;;;
3114;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2017;350.0;330.0;33.0;;;
3115;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2018;290.0;280.0;28.0;;;
3116;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2019;320.0;300.0;31.0;;;
3117;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2020;220.0;220.0;23.0;;;
3118;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2021;170.0;170.0;18.0;;;
3119;Totaal mannen en vrouwen;Totaal;Indonesië;1e generatie migratieachtergrond;2022;180.0;170.0;19.0;;;
3120;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;1999;;;;3520.0;3390.0;141.0
3121;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2000;;;;3370.0;3230.0;133.0
3122;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2001;;;;3470.0;3330.0;136.0
3123;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2002;;;;3690.0;3520.0;143.0
3124;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2003;;;;4090.0;3870.0;156.0
3125;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2004;;;;4410.0;4180.0;168.0
3126;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2005;5600.0;5340.0;213.0;4530.0;4310.0;172.0
3127;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2006;5620.0;5340.0;213.0;4530.0;4310.0;172.0
3128;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2007;5430.0;5160.0;205.0;4420.0;4190.0;167.0
3129;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2008;4930.0;4680.0;186.0;3970.0;3760.0;150.0
3130;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2009;4650.0;4440.0;176.0;3640.0;3480.0;138.0
3131;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2010;4370.0;4150.0;164.0;3250.0;3090.0;122.0
3132;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2011;4090.0;3880.0;153.0;3140.0;2980.0;118.0
3133;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2012;3670.0;3490.0;138.0;2900.0;2770.0;110.0
3134;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2013;3500.0;3320.0;131.0;2660.0;2520.0;100.0
3135;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2014;3100.0;2920.0;116.0;2230.0;2100.0;83.0
3136;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2015;2770.0;2630.0;104.0;;;
3137;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2016;2520.0;2390.0;95.0;;;
3138;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2017;2160.0;2040.0;81.0;;;
3139;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2018;2000.0;1880.0;75.0;;;
3140;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2019;1960.0;1870.0;74.0;;;
3141;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2020;1720.0;1640.0;65.0;;;
3142;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2021;1510.0;1440.0;57.0;;;
3143;Totaal mannen en vrouwen;Totaal;Indonesië;2e generatie migratieachtergrond;2022;1480.0;1420.0;57.0;;;
