ID;Geslacht;Leeftijdsklasse;DiagnoseIndelingVTV;Perioden;EenjaarssterfteNa1eZiekenhuisopname_1;GecorrigeerdeEenjaarssterfte_2;AantalPersonenMet1eZiekenhuisopname_3
805;Mannen + Vrouwen;0 jarigen;2.1.1  Kanker van lip, mondholte, farynx;2001;;;
806;Mannen + Vrouwen;0 jarigen;2.1.1  Kanker van lip, mondholte, farynx;2002;;;
807;Mannen + Vrouwen;0 jarigen;2.1.1  Kanker van lip, mondholte, farynx;2003;;;
808;Mannen + Vrouwen;0 jarigen;2.1.1  Kanker van lip, mondholte, farynx;2004;;;
809;Mannen + Vrouwen;0 jarigen;2.1.1  Kanker van lip, mondholte, farynx;2005;;;
810;Mannen + Vrouwen;0 jarigen;2.1.2  Slokdarmkanker;2000;;;
811;Mannen + Vrouwen;0 jarigen;2.1.2  Slokdarmkanker;2001;;;
812;Mannen + Vrouwen;0 jarigen;2.1.2  Slokdarmkanker;2002;;;
813;Mannen + Vrouwen;0 jarigen;2.1.2  Slokdarmkanker;2003;;;
814;Mannen + Vrouwen;0 jarigen;2.1.2  Slokdarmkanker;2004;;;
815;Mannen + Vrouwen;0 jarigen;2.1.2  Slokdarmkanker;2005;;;
816;Mannen + Vrouwen;0 jarigen;2.1.3  Maagkanker;2000;;;
817;Mannen + Vrouwen;0 jarigen;2.1.3  Maagkanker;2001;;;
818;Mannen + Vrouwen;0 jarigen;2.1.3  Maagkanker;2002;;;
819;Mannen + Vrouwen;0 jarigen;2.1.3  Maagkanker;2003;;;
820;Mannen + Vrouwen;0 jarigen;2.1.3  Maagkanker;2004;;;
821;Mannen + Vrouwen;0 jarigen;2.1.3  Maagkanker;2005;;;
822;Mannen + Vrouwen;0 jarigen;2.1.4  Dikke darm- en endeldarmkanker;2000;;;
823;Mannen + Vrouwen;0 jarigen;2.1.4  Dikke darm- en endeldarmkanker;2001;;;
824;Mannen + Vrouwen;0 jarigen;2.1.4  Dikke darm- en endeldarmkanker;2002;;;
825;Mannen + Vrouwen;0 jarigen;2.1.4  Dikke darm- en endeldarmkanker;2003;;;
826;Mannen + Vrouwen;0 jarigen;2.1.4  Dikke darm- en endeldarmkanker;2004;;;
827;Mannen + Vrouwen;0 jarigen;2.1.4  Dikke darm- en endeldarmkanker;2005;;;
828;Mannen + Vrouwen;0 jarigen;2.1.5  Leverkanker;2000;;;
829;Mannen + Vrouwen;0 jarigen;2.1.5  Leverkanker;2001;;;
830;Mannen + Vrouwen;0 jarigen;2.1.5  Leverkanker;2002;;;
831;Mannen + Vrouwen;0 jarigen;2.1.5  Leverkanker;2003;;;
832;Mannen + Vrouwen;0 jarigen;2.1.5  Leverkanker;2004;;;
833;Mannen + Vrouwen;0 jarigen;2.1.5  Leverkanker;2005;;;
834;Mannen + Vrouwen;0 jarigen;2.1.6  Pancreaskanker;2000;;;
835;Mannen + Vrouwen;0 jarigen;2.1.6  Pancreaskanker;2001;;;
836;Mannen + Vrouwen;0 jarigen;2.1.6  Pancreaskanker;2002;;;
837;Mannen + Vrouwen;0 jarigen;2.1.6  Pancreaskanker;2003;;;
838;Mannen + Vrouwen;0 jarigen;2.1.6  Pancreaskanker;2004;;;
839;Mannen + Vrouwen;0 jarigen;2.1.6  Pancreaskanker;2005;;;
840;Mannen + Vrouwen;0 jarigen;2.1.7  Longkanker;2000;;;
841;Mannen + Vrouwen;0 jarigen;2.1.7  Longkanker;2001;;;
842;Mannen + Vrouwen;0 jarigen;2.1.7  Longkanker;2002;;;
843;Mannen + Vrouwen;0 jarigen;2.1.7  Longkanker;2003;;;
844;Mannen + Vrouwen;0 jarigen;2.1.7  Longkanker;2004;;;
845;Mannen + Vrouwen;0 jarigen;2.1.7  Longkanker;2005;;;
846;Mannen + Vrouwen;0 jarigen;2.1.8  Pleurakanker;2000;;;
847;Mannen + Vrouwen;0 jarigen;2.1.8  Pleurakanker;2001;;;
848;Mannen + Vrouwen;0 jarigen;2.1.8  Pleurakanker;2002;;;
849;Mannen + Vrouwen;0 jarigen;2.1.8  Pleurakanker;2003;;;
850;Mannen + Vrouwen;0 jarigen;2.1.8  Pleurakanker;2004;;;
851;Mannen + Vrouwen;0 jarigen;2.1.8  Pleurakanker;2005;;;
852;Mannen + Vrouwen;0 jarigen;2.1.9  Huidkanker;2000;;;
853;Mannen + Vrouwen;0 jarigen;2.1.9  Huidkanker;2001;;;
854;Mannen + Vrouwen;0 jarigen;2.1.9  Huidkanker;2002;;;
855;Mannen + Vrouwen;0 jarigen;2.1.9  Huidkanker;2003;;;
856;Mannen + Vrouwen;0 jarigen;2.1.9  Huidkanker;2004;;;
857;Mannen + Vrouwen;0 jarigen;2.1.9  Huidkanker;2005;;;
858;Mannen + Vrouwen;0 jarigen;2.1.10  Borstkanker;2000;;;
859;Mannen + Vrouwen;0 jarigen;2.1.10  Borstkanker;2001;;;
860;Mannen + Vrouwen;0 jarigen;2.1.10  Borstkanker;2002;;;
861;Mannen + Vrouwen;0 jarigen;2.1.10  Borstkanker;2003;;;
862;Mannen + Vrouwen;0 jarigen;2.1.10  Borstkanker;2004;;;
863;Mannen + Vrouwen;0 jarigen;2.1.10  Borstkanker;2005;;;
864;Mannen + Vrouwen;0 jarigen;2.1.11  Baarmoederhalskanker;2000;;;
865;Mannen + Vrouwen;0 jarigen;2.1.11  Baarmoederhalskanker;2001;;;
866;Mannen + Vrouwen;0 jarigen;2.1.11  Baarmoederhalskanker;2002;;;
867;Mannen + Vrouwen;0 jarigen;2.1.11  Baarmoederhalskanker;2003;;;
868;Mannen + Vrouwen;0 jarigen;2.1.11  Baarmoederhalskanker;2004;;;
869;Mannen + Vrouwen;0 jarigen;2.1.11  Baarmoederhalskanker;2005;;;
870;Mannen + Vrouwen;0 jarigen;2.1.12  Ovariumkanker;2000;;;
871;Mannen + Vrouwen;0 jarigen;2.1.12  Ovariumkanker;2001;;;
872;Mannen + Vrouwen;0 jarigen;2.1.12  Ovariumkanker;2002;;;
873;Mannen + Vrouwen;0 jarigen;2.1.12  Ovariumkanker;2003;;;
874;Mannen + Vrouwen;0 jarigen;2.1.12  Ovariumkanker;2004;;;
875;Mannen + Vrouwen;0 jarigen;2.1.12  Ovariumkanker;2005;;;
876;Mannen + Vrouwen;0 jarigen;2.1.13  Prostaatkanker;2000;;;
877;Mannen + Vrouwen;0 jarigen;2.1.13  Prostaatkanker;2001;;;
878;Mannen + Vrouwen;0 jarigen;2.1.13  Prostaatkanker;2002;;;
879;Mannen + Vrouwen;0 jarigen;2.1.13  Prostaatkanker;2003;;;
880;Mannen + Vrouwen;0 jarigen;2.1.13  Prostaatkanker;2004;;;
881;Mannen + Vrouwen;0 jarigen;2.1.13  Prostaatkanker;2005;;;
882;Mannen + Vrouwen;0 jarigen;2.1.14  Blaaskanker;2000;;;
883;Mannen + Vrouwen;0 jarigen;2.1.14  Blaaskanker;2001;;;
884;Mannen + Vrouwen;0 jarigen;2.1.14  Blaaskanker;2002;;;
885;Mannen + Vrouwen;0 jarigen;2.1.14  Blaaskanker;2003;;;
886;Mannen + Vrouwen;0 jarigen;2.1.14  Blaaskanker;2004;;;
887;Mannen + Vrouwen;0 jarigen;2.1.14  Blaaskanker;2005;;;
888;Mannen + Vrouwen;0 jarigen;2.1.15  Nierkanker;2000;;;
889;Mannen + Vrouwen;0 jarigen;2.1.15  Nierkanker;2001;;;
890;Mannen + Vrouwen;0 jarigen;2.1.15  Nierkanker;2002;;;
891;Mannen + Vrouwen;0 jarigen;2.1.15  Nierkanker;2003;;;
892;Mannen + Vrouwen;0 jarigen;2.1.15  Nierkanker;2004;;;
893;Mannen + Vrouwen;0 jarigen;2.1.15  Nierkanker;2005;;;
894;Mannen + Vrouwen;0 jarigen;2.1.16  Hersenkanker;2000;;;
895;Mannen + Vrouwen;0 jarigen;2.1.16  Hersenkanker;2001;;;
896;Mannen + Vrouwen;0 jarigen;2.1.16  Hersenkanker;2002;;;
897;Mannen + Vrouwen;0 jarigen;2.1.16  Hersenkanker;2003;;;
898;Mannen + Vrouwen;0 jarigen;2.1.16  Hersenkanker;2004;;;
899;Mannen + Vrouwen;0 jarigen;2.1.16  Hersenkanker;2005;;;
900;Mannen + Vrouwen;0 jarigen;2.1.17 Kank. lymfatisch en bloedv.weefs.;2000;;;
901;Mannen + Vrouwen;0 jarigen;2.1.17 Kank. lymfatisch en bloedv.weefs.;2001;;;
902;Mannen + Vrouwen;0 jarigen;2.1.17 Kank. lymfatisch en bloedv.weefs.;2002;;;
903;Mannen + Vrouwen;0 jarigen;2.1.17 Kank. lymfatisch en bloedv.weefs.;2003;;;
904;Mannen + Vrouwen;0 jarigen;2.1.17 Kank. lymfatisch en bloedv.weefs.;2004;;;
905;Mannen + Vrouwen;0 jarigen;2.1.17 Kank. lymfatisch en bloedv.weefs.;2005;;;
906;Mannen + Vrouwen;0 jarigen;2.1.17.1  Non-Hodgkin lymfomen (NHL);2000;;;
907;Mannen + Vrouwen;0 jarigen;2.1.17.1  Non-Hodgkin lymfomen (NHL);2001;;;
908;Mannen + Vrouwen;0 jarigen;2.1.17.1  Non-Hodgkin lymfomen (NHL);2002;;;
909;Mannen + Vrouwen;0 jarigen;2.1.17.1  Non-Hodgkin lymfomen (NHL);2003;;;
910;Mannen + Vrouwen;0 jarigen;2.1.17.1  Non-Hodgkin lymfomen (NHL);2004;;;
911;Mannen + Vrouwen;0 jarigen;2.1.17.1  Non-Hodgkin lymfomen (NHL);2005;;;
912;Mannen + Vrouwen;0 jarigen;2.1.17.2  Ziekte van Hodgkin;2000;;;
913;Mannen + Vrouwen;0 jarigen;2.1.17.2  Ziekte van Hodgkin;2001;;;
914;Mannen + Vrouwen;0 jarigen;2.1.17.2  Ziekte van Hodgkin;2002;;;
915;Mannen + Vrouwen;0 jarigen;2.1.17.2  Ziekte van Hodgkin;2003;;;
916;Mannen + Vrouwen;0 jarigen;2.1.17.2  Ziekte van Hodgkin;2004;;;
917;Mannen + Vrouwen;0 jarigen;2.1.17.2  Ziekte van Hodgkin;2005;;;
918;Mannen + Vrouwen;0 jarigen;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2000;;;
919;Mannen + Vrouwen;0 jarigen;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2001;;;
920;Mannen + Vrouwen;0 jarigen;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2002;;;
921;Mannen + Vrouwen;0 jarigen;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2003;;;
922;Mannen + Vrouwen;0 jarigen;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2004;;;
923;Mannen + Vrouwen;0 jarigen;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2005;;;
924;Mannen + Vrouwen;0 jarigen;2.1.18  Ov. kwaadaardige nieuwvormingen;2000;;;
925;Mannen + Vrouwen;0 jarigen;2.1.18  Ov. kwaadaardige nieuwvormingen;2001;;;
926;Mannen + Vrouwen;0 jarigen;2.1.18  Ov. kwaadaardige nieuwvormingen;2002;;;
927;Mannen + Vrouwen;0 jarigen;2.1.18  Ov. kwaadaardige nieuwvormingen;2003;;;
928;Mannen + Vrouwen;0 jarigen;2.1.18  Ov. kwaadaardige nieuwvormingen;2004;;;
929;Mannen + Vrouwen;0 jarigen;2.1.18  Ov. kwaadaardige nieuwvormingen;2005;;;
930;Mannen + Vrouwen;0 jarigen;2.2  Niet-kwaadaardige nieuwvormingen;2000;3.3;;
931;Mannen + Vrouwen;0 jarigen;2.2  Niet-kwaadaardige nieuwvormingen;2001;6.1;;
932;Mannen + Vrouwen;0 jarigen;2.2  Niet-kwaadaardige nieuwvormingen;2002;2.6;;
933;Mannen + Vrouwen;0 jarigen;2.2  Niet-kwaadaardige nieuwvormingen;2003;3.0;;
934;Mannen + Vrouwen;0 jarigen;2.2  Niet-kwaadaardige nieuwvormingen;2004;5.1;;
935;Mannen + Vrouwen;0 jarigen;2.2  Niet-kwaadaardige nieuwvormingen;2005;2.5;;
936;Mannen + Vrouwen;0 jarigen;3  Ziekten bloed en bloedbereid. organen;2000;2.0;;
937;Mannen + Vrouwen;0 jarigen;3  Ziekten bloed en bloedbereid. organen;2001;4.0;;
938;Mannen + Vrouwen;0 jarigen;3  Ziekten bloed en bloedbereid. organen;2002;8.1;;
939;Mannen + Vrouwen;0 jarigen;3  Ziekten bloed en bloedbereid. organen;2003;4.2;;
940;Mannen + Vrouwen;0 jarigen;3  Ziekten bloed en bloedbereid. organen;2004;3.5;;
941;Mannen + Vrouwen;0 jarigen;3  Ziekten bloed en bloedbereid. organen;2005;1.1;;
942;Mannen + Vrouwen;0 jarigen;3.1  Hereditaire hemolytische anemieën;2000;;;
943;Mannen + Vrouwen;0 jarigen;3.1  Hereditaire hemolytische anemieën;2001;;;
944;Mannen + Vrouwen;0 jarigen;3.1  Hereditaire hemolytische anemieën;2002;;;
945;Mannen + Vrouwen;0 jarigen;3.1  Hereditaire hemolytische anemieën;2003;;;
946;Mannen + Vrouwen;0 jarigen;3.1  Hereditaire hemolytische anemieën;2004;;;
947;Mannen + Vrouwen;0 jarigen;3.1  Hereditaire hemolytische anemieën;2005;;;
948;Mannen + Vrouwen;0 jarigen;4  Endocriene-, voedings,- stofw.ziekten;2000;2.3;;
949;Mannen + Vrouwen;0 jarigen;4  Endocriene-, voedings,- stofw.ziekten;2001;3.3;;
950;Mannen + Vrouwen;0 jarigen;4  Endocriene-, voedings,- stofw.ziekten;2002;3.9;;
951;Mannen + Vrouwen;0 jarigen;4  Endocriene-, voedings,- stofw.ziekten;2003;3.8;;
952;Mannen + Vrouwen;0 jarigen;4  Endocriene-, voedings,- stofw.ziekten;2004;1.2;;
953;Mannen + Vrouwen;0 jarigen;4  Endocriene-, voedings,- stofw.ziekten;2005;2.4;;
954;Mannen + Vrouwen;0 jarigen;4.1  Schildklierziekten;2000;0.0;;
955;Mannen + Vrouwen;0 jarigen;4.1  Schildklierziekten;2001;0.0;;
956;Mannen + Vrouwen;0 jarigen;4.1  Schildklierziekten;2002;0.0;;
957;Mannen + Vrouwen;0 jarigen;4.1  Schildklierziekten;2003;3.8;;
958;Mannen + Vrouwen;0 jarigen;4.1  Schildklierziekten;2004;0.0;;
959;Mannen + Vrouwen;0 jarigen;4.1  Schildklierziekten;2005;1.7;;
960;Mannen + Vrouwen;0 jarigen;4.2  Suikerziekte (Diabetes mellitus);2000;;;
961;Mannen + Vrouwen;0 jarigen;4.2  Suikerziekte (Diabetes mellitus);2001;;;
962;Mannen + Vrouwen;0 jarigen;4.2  Suikerziekte (Diabetes mellitus);2002;;;
963;Mannen + Vrouwen;0 jarigen;4.2  Suikerziekte (Diabetes mellitus);2003;;;
964;Mannen + Vrouwen;0 jarigen;4.2  Suikerziekte (Diabetes mellitus);2004;;;
965;Mannen + Vrouwen;0 jarigen;4.2  Suikerziekte (Diabetes mellitus);2005;;;
966;Mannen + Vrouwen;0 jarigen;4.4. Cystische fibrose;2000;8.4;;
967;Mannen + Vrouwen;0 jarigen;4.4. Cystische fibrose;2001;5.4;;
968;Mannen + Vrouwen;0 jarigen;4.4. Cystische fibrose;2002;;;
969;Mannen + Vrouwen;0 jarigen;4.4. Cystische fibrose;2003;14.4;;
970;Mannen + Vrouwen;0 jarigen;4.4. Cystische fibrose;2004;0.0;;
971;Mannen + Vrouwen;0 jarigen;4.4. Cystische fibrose;2005;6.9;;
972;Mannen + Vrouwen;0 jarigen;5  Psychische stoornissen;2000;1.3;;
973;Mannen + Vrouwen;0 jarigen;5  Psychische stoornissen;2001;1.4;;
974;Mannen + Vrouwen;0 jarigen;5  Psychische stoornissen;2002;1.2;;
975;Mannen + Vrouwen;0 jarigen;5  Psychische stoornissen;2003;1.6;;
976;Mannen + Vrouwen;0 jarigen;5  Psychische stoornissen;2004;1.1;;
977;Mannen + Vrouwen;0 jarigen;5  Psychische stoornissen;2005;1.6;;
978;Mannen + Vrouwen;0 jarigen;5.2  Afh.heid en misbruik van alcohol;2000;;;
979;Mannen + Vrouwen;0 jarigen;5.2  Afh.heid en misbruik van alcohol;2001;;;
980;Mannen + Vrouwen;0 jarigen;5.2  Afh.heid en misbruik van alcohol;2002;;;
981;Mannen + Vrouwen;0 jarigen;5.2  Afh.heid en misbruik van alcohol;2003;;;
982;Mannen + Vrouwen;0 jarigen;5.2  Afh.heid en misbruik van alcohol;2004;;;
983;Mannen + Vrouwen;0 jarigen;5.2  Afh.heid en misbruik van alcohol;2005;;;
984;Mannen + Vrouwen;0 jarigen;5.3  Afh.heid en misbruik van drugs ea;2000;0.0;;
985;Mannen + Vrouwen;0 jarigen;5.3  Afh.heid en misbruik van drugs ea;2001;0.0;;
986;Mannen + Vrouwen;0 jarigen;5.3  Afh.heid en misbruik van drugs ea;2002;0.0;;
987;Mannen + Vrouwen;0 jarigen;5.3  Afh.heid en misbruik van drugs ea;2003;0.0;;
988;Mannen + Vrouwen;0 jarigen;5.3  Afh.heid en misbruik van drugs ea;2004;0.0;;
989;Mannen + Vrouwen;0 jarigen;5.3  Afh.heid en misbruik van drugs ea;2005;0.0;;
990;Mannen + Vrouwen;0 jarigen;5.4  Stemmingsstoornissen;2000;;;
991;Mannen + Vrouwen;0 jarigen;5.4  Stemmingsstoornissen;2001;;;
992;Mannen + Vrouwen;0 jarigen;5.4  Stemmingsstoornissen;2002;;;
993;Mannen + Vrouwen;0 jarigen;5.4  Stemmingsstoornissen;2003;;;
994;Mannen + Vrouwen;0 jarigen;5.4  Stemmingsstoornissen;2004;;;
995;Mannen + Vrouwen;0 jarigen;5.4  Stemmingsstoornissen;2005;;;
996;Mannen + Vrouwen;0 jarigen;5.4.1  Depressie;2000;;;
997;Mannen + Vrouwen;0 jarigen;5.4.1  Depressie;2001;;;
998;Mannen + Vrouwen;0 jarigen;5.4.1  Depressie;2002;;;
999;Mannen + Vrouwen;0 jarigen;5.4.1  Depressie;2003;;;
1000;Mannen + Vrouwen;0 jarigen;5.4.1  Depressie;2004;;;
1001;Mannen + Vrouwen;0 jarigen;5.4.1  Depressie;2005;;;
1002;Mannen + Vrouwen;0 jarigen;5.5  Schizofrenie;2000;;;
1003;Mannen + Vrouwen;0 jarigen;5.5  Schizofrenie;2001;;;
1004;Mannen + Vrouwen;0 jarigen;5.5  Schizofrenie;2002;;;
1005;Mannen + Vrouwen;0 jarigen;5.5  Schizofrenie;2003;;;
1006;Mannen + Vrouwen;0 jarigen;5.5  Schizofrenie;2004;;;
1007;Mannen + Vrouwen;0 jarigen;5.5  Schizofrenie;2005;;;
1008;Mannen + Vrouwen;0 jarigen;5.7  Angststoornissen;2000;;;
1009;Mannen + Vrouwen;0 jarigen;5.7  Angststoornissen;2001;;;
1010;Mannen + Vrouwen;0 jarigen;5.7  Angststoornissen;2002;;;
1011;Mannen + Vrouwen;0 jarigen;5.7  Angststoornissen;2003;;;
1012;Mannen + Vrouwen;0 jarigen;5.7  Angststoornissen;2004;;;
1013;Mannen + Vrouwen;0 jarigen;5.7  Angststoornissen;2005;;;
1014;Mannen + Vrouwen;0 jarigen;5.8  Persoonlijkheidsstoornissen;2000;;;
1015;Mannen + Vrouwen;0 jarigen;5.8  Persoonlijkheidsstoornissen;2001;;;
1016;Mannen + Vrouwen;0 jarigen;5.8  Persoonlijkheidsstoornissen;2002;;;
1017;Mannen + Vrouwen;0 jarigen;5.8  Persoonlijkheidsstoornissen;2003;;;
1018;Mannen + Vrouwen;0 jarigen;5.8  Persoonlijkheidsstoornissen;2004;;;
1019;Mannen + Vrouwen;0 jarigen;5.8  Persoonlijkheidsstoornissen;2005;;;
1020;Mannen + Vrouwen;0 jarigen;5.9 Aandachtstekort-, gedragsstoornissen;2000;;;
1021;Mannen + Vrouwen;0 jarigen;5.9 Aandachtstekort-, gedragsstoornissen;2001;;;
1022;Mannen + Vrouwen;0 jarigen;5.9 Aandachtstekort-, gedragsstoornissen;2002;;;
1023;Mannen + Vrouwen;0 jarigen;5.9 Aandachtstekort-, gedragsstoornissen;2003;;;
1024;Mannen + Vrouwen;0 jarigen;5.9 Aandachtstekort-, gedragsstoornissen;2004;;;
1025;Mannen + Vrouwen;0 jarigen;5.9 Aandachtstekort-, gedragsstoornissen;2005;;;
1026;Mannen + Vrouwen;0 jarigen;6  Ziekten van zenuwstelsel en zintuigen;2000;4.7;;
1027;Mannen + Vrouwen;0 jarigen;6  Ziekten van zenuwstelsel en zintuigen;2001;5.4;;
1028;Mannen + Vrouwen;0 jarigen;6  Ziekten van zenuwstelsel en zintuigen;2002;3.8;;
1029;Mannen + Vrouwen;0 jarigen;6  Ziekten van zenuwstelsel en zintuigen;2003;2.9;;
1030;Mannen + Vrouwen;0 jarigen;6  Ziekten van zenuwstelsel en zintuigen;2004;2.9;;
1031;Mannen + Vrouwen;0 jarigen;6  Ziekten van zenuwstelsel en zintuigen;2005;3.6;;
1032;Mannen + Vrouwen;0 jarigen;6.1  Parkinson;2000;;;
1033;Mannen + Vrouwen;0 jarigen;6.1  Parkinson;2001;;;
1034;Mannen + Vrouwen;0 jarigen;6.1  Parkinson;2002;;;
1035;Mannen + Vrouwen;0 jarigen;6.1  Parkinson;2003;;;
1036;Mannen + Vrouwen;0 jarigen;6.1  Parkinson;2004;;;
1037;Mannen + Vrouwen;0 jarigen;6.1  Parkinson;2005;;;
1038;Mannen + Vrouwen;0 jarigen;6.2  Multiple sclerose (MS);2000;;;
1039;Mannen + Vrouwen;0 jarigen;6.2  Multiple sclerose (MS);2001;;;
1040;Mannen + Vrouwen;0 jarigen;6.2  Multiple sclerose (MS);2002;;;
1041;Mannen + Vrouwen;0 jarigen;6.2  Multiple sclerose (MS);2003;;;
1042;Mannen + Vrouwen;0 jarigen;6.2  Multiple sclerose (MS);2004;;;
1043;Mannen + Vrouwen;0 jarigen;6.2  Multiple sclerose (MS);2005;;;
1044;Mannen + Vrouwen;0 jarigen;6.3  Epilepsie;2000;3.6;;
1045;Mannen + Vrouwen;0 jarigen;6.3  Epilepsie;2001;4.0;;
1046;Mannen + Vrouwen;0 jarigen;6.3  Epilepsie;2002;6.7;;
1047;Mannen + Vrouwen;0 jarigen;6.3  Epilepsie;2003;2.8;;
1048;Mannen + Vrouwen;0 jarigen;6.3  Epilepsie;2004;5.2;;
1049;Mannen + Vrouwen;0 jarigen;6.3  Epilepsie;2005;4.2;;
1050;Mannen + Vrouwen;0 jarigen;7  Ziekten van hart- en vaatstelsel;2000;9.5;;
1051;Mannen + Vrouwen;0 jarigen;7  Ziekten van hart- en vaatstelsel;2001;9.0;;
1052;Mannen + Vrouwen;0 jarigen;7  Ziekten van hart- en vaatstelsel;2002;15.5;;
1053;Mannen + Vrouwen;0 jarigen;7  Ziekten van hart- en vaatstelsel;2003;12.0;;
1054;Mannen + Vrouwen;0 jarigen;7  Ziekten van hart- en vaatstelsel;2004;5.1;;
1055;Mannen + Vrouwen;0 jarigen;7  Ziekten van hart- en vaatstelsel;2005;10.9;;
1056;Mannen + Vrouwen;0 jarigen;7.1  Aandoen. endocard/klepafwijkingen;2000;;;
1057;Mannen + Vrouwen;0 jarigen;7.1  Aandoen. endocard/klepafwijkingen;2001;;;
1058;Mannen + Vrouwen;0 jarigen;7.1  Aandoen. endocard/klepafwijkingen;2002;;;
1059;Mannen + Vrouwen;0 jarigen;7.1  Aandoen. endocard/klepafwijkingen;2003;;;
1060;Mannen + Vrouwen;0 jarigen;7.1  Aandoen. endocard/klepafwijkingen;2004;;;
1061;Mannen + Vrouwen;0 jarigen;7.1  Aandoen. endocard/klepafwijkingen;2005;;;
1062;Mannen + Vrouwen;0 jarigen;7.2  Hartfalen;2000;;;
1063;Mannen + Vrouwen;0 jarigen;7.2  Hartfalen;2001;;;
1064;Mannen + Vrouwen;0 jarigen;7.2  Hartfalen;2002;;;
1065;Mannen + Vrouwen;0 jarigen;7.2  Hartfalen;2003;;;
1066;Mannen + Vrouwen;0 jarigen;7.2  Hartfalen;2004;;;
1067;Mannen + Vrouwen;0 jarigen;7.2  Hartfalen;2005;;;
1068;Mannen + Vrouwen;0 jarigen;7.3  Coronaire hartziekten;2000;;;
1069;Mannen + Vrouwen;0 jarigen;7.3  Coronaire hartziekten;2001;;;
1070;Mannen + Vrouwen;0 jarigen;7.3  Coronaire hartziekten;2002;;;
1071;Mannen + Vrouwen;0 jarigen;7.3  Coronaire hartziekten;2003;;;
1072;Mannen + Vrouwen;0 jarigen;7.3  Coronaire hartziekten;2004;;;
1073;Mannen + Vrouwen;0 jarigen;7.3  Coronaire hartziekten;2005;;;
1074;Mannen + Vrouwen;0 jarigen;7.4  Hartritmestoornissen;2000;2.8;;
1075;Mannen + Vrouwen;0 jarigen;7.4  Hartritmestoornissen;2001;5.7;;
1076;Mannen + Vrouwen;0 jarigen;7.4  Hartritmestoornissen;2002;7.6;;
1077;Mannen + Vrouwen;0 jarigen;7.4  Hartritmestoornissen;2003;8.0;;
1078;Mannen + Vrouwen;0 jarigen;7.4  Hartritmestoornissen;2004;4.5;;
1079;Mannen + Vrouwen;0 jarigen;7.4  Hartritmestoornissen;2005;6.1;;
1080;Mannen + Vrouwen;0 jarigen;7.5  Perifeer arterieel vaatlijden;2000;;;
1081;Mannen + Vrouwen;0 jarigen;7.5  Perifeer arterieel vaatlijden;2001;;;
1082;Mannen + Vrouwen;0 jarigen;7.5  Perifeer arterieel vaatlijden;2002;;;
1083;Mannen + Vrouwen;0 jarigen;7.5  Perifeer arterieel vaatlijden;2003;;;
1084;Mannen + Vrouwen;0 jarigen;7.5  Perifeer arterieel vaatlijden;2004;;;
1085;Mannen + Vrouwen;0 jarigen;7.5  Perifeer arterieel vaatlijden;2005;;;
1086;Mannen + Vrouwen;0 jarigen;7.5.1  Aneurysma van de buikaorta;2000;;;
1087;Mannen + Vrouwen;0 jarigen;7.5.1  Aneurysma van de buikaorta;2001;;;
1088;Mannen + Vrouwen;0 jarigen;7.5.1  Aneurysma van de buikaorta;2002;;;
1089;Mannen + Vrouwen;0 jarigen;7.5.1  Aneurysma van de buikaorta;2003;;;
1090;Mannen + Vrouwen;0 jarigen;7.5.1  Aneurysma van de buikaorta;2004;;;
1091;Mannen + Vrouwen;0 jarigen;7.5.1  Aneurysma van de buikaorta;2005;;;
1092;Mannen + Vrouwen;0 jarigen;7.5.1.1  Aneurysma buikaorta met ruptuur;2000;;;
1093;Mannen + Vrouwen;0 jarigen;7.5.1.1  Aneurysma buikaorta met ruptuur;2001;;;
1094;Mannen + Vrouwen;0 jarigen;7.5.1.1  Aneurysma buikaorta met ruptuur;2002;;;
1095;Mannen + Vrouwen;0 jarigen;7.5.1.1  Aneurysma buikaorta met ruptuur;2003;;;
1096;Mannen + Vrouwen;0 jarigen;7.5.1.1  Aneurysma buikaorta met ruptuur;2004;;;
1097;Mannen + Vrouwen;0 jarigen;7.5.1.1  Aneurysma buikaorta met ruptuur;2005;;;
1098;Mannen + Vrouwen;0 jarigen;7.5.1.2  Aneur. buikaorta zonder ruptuur;2000;;;
1099;Mannen + Vrouwen;0 jarigen;7.5.1.2  Aneur. buikaorta zonder ruptuur;2001;;;
1100;Mannen + Vrouwen;0 jarigen;7.5.1.2  Aneur. buikaorta zonder ruptuur;2002;;;
1101;Mannen + Vrouwen;0 jarigen;7.5.1.2  Aneur. buikaorta zonder ruptuur;2003;;;
1102;Mannen + Vrouwen;0 jarigen;7.5.1.2  Aneur. buikaorta zonder ruptuur;2004;;;
1103;Mannen + Vrouwen;0 jarigen;7.5.1.2  Aneur. buikaorta zonder ruptuur;2005;;;
1104;Mannen + Vrouwen;0 jarigen;7.5.2  Ov. perifeer arterieel vaatlijden;2000;;;
1105;Mannen + Vrouwen;0 jarigen;7.5.2  Ov. perifeer arterieel vaatlijden;2001;;;
1106;Mannen + Vrouwen;0 jarigen;7.5.2  Ov. perifeer arterieel vaatlijden;2002;;;
