ID;Geslacht;Arbeidsbelemmering;KenmerkenVanPersonen;Perioden;NietWerkzameBevolking_1
774;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder;2015;213
775;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder;2016;222
776;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder;2017;218
777;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder;2018;211
778;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder;2019;221
779;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder;2020;224
780;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder in eenouderhuishouden;2015;57
781;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder in eenouderhuishouden;2016;53
782;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder in eenouderhuishouden;2017;59
783;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder in eenouderhuishouden;2018;53
784;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder in eenouderhuishouden;2019;67
785;Totaal mannen en vrouwen;Sterk belemmerd;Positie: ouder in eenouderhuishouden;2020;60
786;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar;2015;483
787;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar;2016;534
788;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar;2017;511
789;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar;2018;500
790;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar;2019;486
791;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar;2020;474
792;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar met kind;2015;156
793;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar met kind;2016;169
794;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar met kind;2017;160
795;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar met kind;2018;157
796;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar met kind;2019;154
797;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar met kind;2020;164
798;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar, geen kind;2015;327
799;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar, geen kind;2016;366
800;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar, geen kind;2017;351
801;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar, geen kind;2018;343
802;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar, geen kind;2019;331
803;Totaal mannen en vrouwen;Sterk belemmerd;Positie: partner in paar, geen kind;2020;311
804;Totaal mannen en vrouwen;Sterk belemmerd;Positie: thuiswonend kind;2015;52
805;Totaal mannen en vrouwen;Sterk belemmerd;Positie: thuiswonend kind;2016;65
806;Totaal mannen en vrouwen;Sterk belemmerd;Positie: thuiswonend kind;2017;57
807;Totaal mannen en vrouwen;Sterk belemmerd;Positie: thuiswonend kind;2018;51
808;Totaal mannen en vrouwen;Sterk belemmerd;Positie: thuiswonend kind;2019;60
809;Totaal mannen en vrouwen;Sterk belemmerd;Positie: thuiswonend kind;2020;66
810;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind >= 18 jaar;2015;39
811;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind >= 18 jaar;2016;49
812;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind >= 18 jaar;2017;41
813;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind >= 18 jaar;2018;35
814;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind >= 18 jaar;2019;46
815;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind >= 18 jaar;2020;54
816;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind < 18 jaar;2015;13
817;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind < 18 jaar;2016;15
818;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind < 18 jaar;2017;15
819;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind < 18 jaar;2018;16
820;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind < 18 jaar;2019;15
821;Totaal mannen en vrouwen;Sterk belemmerd;Positie: kind < 18 jaar;2020;12
822;Totaal mannen en vrouwen;Sterk belemmerd;Positie: overig lid;2015;15
823;Totaal mannen en vrouwen;Sterk belemmerd;Positie: overig lid;2016;15
824;Totaal mannen en vrouwen;Sterk belemmerd;Positie: overig lid;2017;12
825;Totaal mannen en vrouwen;Sterk belemmerd;Positie: overig lid;2018;17
826;Totaal mannen en vrouwen;Sterk belemmerd;Positie: overig lid;2019;18
827;Totaal mannen en vrouwen;Sterk belemmerd;Positie: overig lid;2020;10
828;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Werkloze beroepsbevolking;2015;44
829;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Werkloze beroepsbevolking;2016;44
830;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Werkloze beroepsbevolking;2017;32
831;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Werkloze beroepsbevolking;2018;27
832;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Werkloze beroepsbevolking;2019;31
833;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Werkloze beroepsbevolking;2020;29
834;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet-beroepsbevolking;2015;861
835;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet-beroepsbevolking;2016;935
836;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet-beroepsbevolking;2017;978
837;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet-beroepsbevolking;2018;929
838;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet-beroepsbevolking;2019;952
839;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet-beroepsbevolking;2020;912
840;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2015;64
841;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2016;54
842;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2017;43
843;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2018;31
844;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2019;30
845;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Beschikbaar, niet gezocht;2020;46
846;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2015;35
847;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2016;25
848;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2017;22
849;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2018;15
850;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2019;14
851;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, ontmoediging;2020;18
852;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, andere reden;2015;29
853;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, andere reden;2016;29
854;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, andere reden;2017;20
855;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, andere reden;2018;16
856;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, andere reden;2019;16
857;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, andere reden;2020;27
858;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2015;24
859;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2016;20
860;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2017;22
861;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2018;20
862;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2019;23
863;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Gezocht, niet beschikbaar;2020;17
864;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2015;773
865;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2016;860
866;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2017;913
867;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2018;879
868;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2019;899
869;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Niet gezocht, niet beschikbaar;2020;850
870;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil werken;2015;49
871;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil werken;2016;50
872;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil werken;2017;51
873;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil werken;2018;43
874;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil werken;2019;60
875;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil werken;2020;52
876;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil of kan niet werken;2015;725
877;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil of kan niet werken;2016;810
878;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil of kan niet werken;2017;862
879;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil of kan niet werken;2018;836
880;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil of kan niet werken;2019;838
881;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Wil of kan niet werken;2020;798
882;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2015;6
883;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2016;7
884;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2017;11
885;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2018;5
886;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2019;7
887;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege zorg gezin /huishouden;2020;5
888;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege opleiding/studie;2015;7
889;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege opleiding/studie;2016;10
890;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege opleiding/studie;2017;6
891;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege opleiding/studie;2018;8
892;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege opleiding/studie;2019;9
893;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege opleiding/studie;2020;7
894;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2015;154
895;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2016;193
896;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2017;204
897;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2018;172
898;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2019;195
899;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vut/pensioen/hoge leeftijd;2020;163
900;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2015;543
901;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2016;588
902;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2017;626
903;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2018;641
904;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2019;616
905;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Ziekte/arbeidsongeschiktheid;2020;611
906;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege andere redenen;2015;15
907;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege andere redenen;2016;13
908;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege andere redenen;2017;14
909;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege andere redenen;2018;9
910;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege andere redenen;2019;11
911;Totaal mannen en vrouwen;Sterk belemmerd;Arb.pos.: Vanwege andere redenen;2020;11
912;Totaal mannen en vrouwen;Onbekend;Totaal personen;2015;55
913;Totaal mannen en vrouwen;Onbekend;Totaal personen;2016;77
914;Totaal mannen en vrouwen;Onbekend;Totaal personen;2017;51
915;Totaal mannen en vrouwen;Onbekend;Totaal personen;2018;37
916;Totaal mannen en vrouwen;Onbekend;Totaal personen;2019;42
917;Totaal mannen en vrouwen;Onbekend;Totaal personen;2020;35
918;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 25 jaar;2015;4
919;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 25 jaar;2016;4
920;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 25 jaar;2017;5
921;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 25 jaar;2018;1
922;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 25 jaar;2019;4
923;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 25 jaar;2020;3
924;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 35 jaar;2015;2
925;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 35 jaar;2016;6
926;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 35 jaar;2017;2
927;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 35 jaar;2018;3
928;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 35 jaar;2019;2
929;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 35 jaar;2020;2
930;Totaal mannen en vrouwen;Onbekend;Leeftijd: 35 tot 45 jaar;2015;4
931;Totaal mannen en vrouwen;Onbekend;Leeftijd: 35 tot 45 jaar;2016;7
932;Totaal mannen en vrouwen;Onbekend;Leeftijd: 35 tot 45 jaar;2017;6
933;Totaal mannen en vrouwen;Onbekend;Leeftijd: 35 tot 45 jaar;2018;5
934;Totaal mannen en vrouwen;Onbekend;Leeftijd: 35 tot 45 jaar;2019;4
935;Totaal mannen en vrouwen;Onbekend;Leeftijd: 35 tot 45 jaar;2020;2
936;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 55 jaar;2015;8
937;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 55 jaar;2016;7
938;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 55 jaar;2017;9
939;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 55 jaar;2018;4
940;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 55 jaar;2019;8
941;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 55 jaar;2020;3
942;Totaal mannen en vrouwen;Onbekend;Leeftijd: 55 tot 65 jaar;2015;11
943;Totaal mannen en vrouwen;Onbekend;Leeftijd: 55 tot 65 jaar;2016;12
944;Totaal mannen en vrouwen;Onbekend;Leeftijd: 55 tot 65 jaar;2017;8
945;Totaal mannen en vrouwen;Onbekend;Leeftijd: 55 tot 65 jaar;2018;9
946;Totaal mannen en vrouwen;Onbekend;Leeftijd: 55 tot 65 jaar;2019;8
947;Totaal mannen en vrouwen;Onbekend;Leeftijd: 55 tot 65 jaar;2020;9
948;Totaal mannen en vrouwen;Onbekend;Leeftijd: 65 tot 75 jaar;2015;26
949;Totaal mannen en vrouwen;Onbekend;Leeftijd: 65 tot 75 jaar;2016;41
950;Totaal mannen en vrouwen;Onbekend;Leeftijd: 65 tot 75 jaar;2017;23
951;Totaal mannen en vrouwen;Onbekend;Leeftijd: 65 tot 75 jaar;2018;15
952;Totaal mannen en vrouwen;Onbekend;Leeftijd: 65 tot 75 jaar;2019;17
953;Totaal mannen en vrouwen;Onbekend;Leeftijd: 65 tot 75 jaar;2020;17
954;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 65 jaar;2015;29
955;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 65 jaar;2016;37
956;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 65 jaar;2017;29
957;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 65 jaar;2018;23
958;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 65 jaar;2019;25
959;Totaal mannen en vrouwen;Onbekend;Leeftijd: 15 tot 65 jaar;2020;18
960;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 45 jaar;2015;7
961;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 45 jaar;2016;13
962;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 45 jaar;2017;7
963;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 45 jaar;2018;8
964;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 45 jaar;2019;5
965;Totaal mannen en vrouwen;Onbekend;Leeftijd: 25 tot 45 jaar;2020;4
966;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 75 jaar;2015;44
967;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 75 jaar;2016;60
968;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 75 jaar;2017;40
969;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 75 jaar;2018;28
970;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 75 jaar;2019;33
971;Totaal mannen en vrouwen;Onbekend;Leeftijd: 45 tot 75 jaar;2020;29
972;Totaal mannen en vrouwen;Onbekend;1 Laag onderwijsniveau;2015;30
973;Totaal mannen en vrouwen;Onbekend;1 Laag onderwijsniveau;2016;42
974;Totaal mannen en vrouwen;Onbekend;1 Laag onderwijsniveau;2017;23
975;Totaal mannen en vrouwen;Onbekend;1 Laag onderwijsniveau;2018;21
976;Totaal mannen en vrouwen;Onbekend;1 Laag onderwijsniveau;2019;22
977;Totaal mannen en vrouwen;Onbekend;1 Laag onderwijsniveau;2020;18
978;Totaal mannen en vrouwen;Onbekend;2 Middelbaar onderwijsniveau;2015;12
979;Totaal mannen en vrouwen;Onbekend;2 Middelbaar onderwijsniveau;2016;21
980;Totaal mannen en vrouwen;Onbekend;2 Middelbaar onderwijsniveau;2017;19
981;Totaal mannen en vrouwen;Onbekend;2 Middelbaar onderwijsniveau;2018;5
982;Totaal mannen en vrouwen;Onbekend;2 Middelbaar onderwijsniveau;2019;10
983;Totaal mannen en vrouwen;Onbekend;2 Middelbaar onderwijsniveau;2020;13
984;Totaal mannen en vrouwen;Onbekend;3 Hoog onderwijsniveau;2015;12
985;Totaal mannen en vrouwen;Onbekend;3 Hoog onderwijsniveau;2016;10
986;Totaal mannen en vrouwen;Onbekend;3 Hoog onderwijsniveau;2017;8
987;Totaal mannen en vrouwen;Onbekend;3 Hoog onderwijsniveau;2018;11
988;Totaal mannen en vrouwen;Onbekend;3 Hoog onderwijsniveau;2019;8
989;Totaal mannen en vrouwen;Onbekend;3 Hoog onderwijsniveau;2020;3
990;Totaal mannen en vrouwen;Onbekend;Weet niet of onbekend;2015;1
991;Totaal mannen en vrouwen;Onbekend;Weet niet of onbekend;2016;5
992;Totaal mannen en vrouwen;Onbekend;Weet niet of onbekend;2017;1
993;Totaal mannen en vrouwen;Onbekend;Weet niet of onbekend;2018;0
994;Totaal mannen en vrouwen;Onbekend;Weet niet of onbekend;2019;1
995;Totaal mannen en vrouwen;Onbekend;Weet niet of onbekend;2020;1
996;Totaal mannen en vrouwen;Onbekend;Positie: alleenstaande;2015;21
997;Totaal mannen en vrouwen;Onbekend;Positie: alleenstaande;2016;35
998;Totaal mannen en vrouwen;Onbekend;Positie: alleenstaande;2017;22
999;Totaal mannen en vrouwen;Onbekend;Positie: alleenstaande;2018;15
1000;Totaal mannen en vrouwen;Onbekend;Positie: alleenstaande;2019;16
1001;Totaal mannen en vrouwen;Onbekend;Positie: alleenstaande;2020;13
1002;Totaal mannen en vrouwen;Onbekend;Positie: ouder;2015;8
1003;Totaal mannen en vrouwen;Onbekend;Positie: ouder;2016;10
1004;Totaal mannen en vrouwen;Onbekend;Positie: ouder;2017;8
1005;Totaal mannen en vrouwen;Onbekend;Positie: ouder;2018;8
1006;Totaal mannen en vrouwen;Onbekend;Positie: ouder;2019;11
1007;Totaal mannen en vrouwen;Onbekend;Positie: ouder;2020;5
1008;Totaal mannen en vrouwen;Onbekend;Positie: ouder in eenouderhuishouden;2015;1
1009;Totaal mannen en vrouwen;Onbekend;Positie: ouder in eenouderhuishouden;2016;4
1010;Totaal mannen en vrouwen;Onbekend;Positie: ouder in eenouderhuishouden;2017;3
1011;Totaal mannen en vrouwen;Onbekend;Positie: ouder in eenouderhuishouden;2018;4
1012;Totaal mannen en vrouwen;Onbekend;Positie: ouder in eenouderhuishouden;2019;5
1013;Totaal mannen en vrouwen;Onbekend;Positie: ouder in eenouderhuishouden;2020;1
1014;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar;2015;29
1015;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar;2016;29
1016;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar;2017;22
1017;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar;2018;15
1018;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar;2019;18
1019;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar;2020;18
1020;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar met kind;2015;7
1021;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar met kind;2016;6
1022;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar met kind;2017;6
1023;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar met kind;2018;4
1024;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar met kind;2019;7
1025;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar met kind;2020;4
1026;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar, geen kind;2015;22
1027;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar, geen kind;2016;24
1028;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar, geen kind;2017;16
1029;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar, geen kind;2018;11
1030;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar, geen kind;2019;12
1031;Totaal mannen en vrouwen;Onbekend;Positie: partner in paar, geen kind;2020;14
1032;Totaal mannen en vrouwen;Onbekend;Positie: thuiswonend kind;2015;4
1033;Totaal mannen en vrouwen;Onbekend;Positie: thuiswonend kind;2016;7
1034;Totaal mannen en vrouwen;Onbekend;Positie: thuiswonend kind;2017;3
1035;Totaal mannen en vrouwen;Onbekend;Positie: thuiswonend kind;2018;4
1036;Totaal mannen en vrouwen;Onbekend;Positie: thuiswonend kind;2019;3
1037;Totaal mannen en vrouwen;Onbekend;Positie: thuiswonend kind;2020;4
1038;Totaal mannen en vrouwen;Onbekend;Positie: kind >= 18 jaar;2015;3
1039;Totaal mannen en vrouwen;Onbekend;Positie: kind >= 18 jaar;2016;5
1040;Totaal mannen en vrouwen;Onbekend;Positie: kind >= 18 jaar;2017;1
1041;Totaal mannen en vrouwen;Onbekend;Positie: kind >= 18 jaar;2018;4
1042;Totaal mannen en vrouwen;Onbekend;Positie: kind >= 18 jaar;2019;1
1043;Totaal mannen en vrouwen;Onbekend;Positie: kind >= 18 jaar;2020;3
1044;Totaal mannen en vrouwen;Onbekend;Positie: kind < 18 jaar;2015;1
1045;Totaal mannen en vrouwen;Onbekend;Positie: kind < 18 jaar;2016;2
1046;Totaal mannen en vrouwen;Onbekend;Positie: kind < 18 jaar;2017;2
1047;Totaal mannen en vrouwen;Onbekend;Positie: kind < 18 jaar;2018;0
1048;Totaal mannen en vrouwen;Onbekend;Positie: kind < 18 jaar;2019;1
1049;Totaal mannen en vrouwen;Onbekend;Positie: kind < 18 jaar;2020;0
1050;Totaal mannen en vrouwen;Onbekend;Positie: overig lid;2015;1
1051;Totaal mannen en vrouwen;Onbekend;Positie: overig lid;2016;2
1052;Totaal mannen en vrouwen;Onbekend;Positie: overig lid;2017;2
1053;Totaal mannen en vrouwen;Onbekend;Positie: overig lid;2018;1
1054;Totaal mannen en vrouwen;Onbekend;Positie: overig lid;2019;0
1055;Totaal mannen en vrouwen;Onbekend;Positie: overig lid;2020;0
1056;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Werkloze beroepsbevolking;2015;3
1057;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Werkloze beroepsbevolking;2016;6
1058;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Werkloze beroepsbevolking;2017;2
1059;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Werkloze beroepsbevolking;2018;3
1060;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Werkloze beroepsbevolking;2019;2
1061;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Werkloze beroepsbevolking;2020;1
1062;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet-beroepsbevolking;2015;52
1063;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet-beroepsbevolking;2016;71
1064;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet-beroepsbevolking;2017;49
1065;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet-beroepsbevolking;2018;35
1066;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet-beroepsbevolking;2019;40
1067;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet-beroepsbevolking;2020;35
1068;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Beschikbaar, niet gezocht;2015;3
1069;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Beschikbaar, niet gezocht;2016;3
1070;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Beschikbaar, niet gezocht;2017;3
1071;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Beschikbaar, niet gezocht;2018;1
1072;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Beschikbaar, niet gezocht;2019;0
1073;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Beschikbaar, niet gezocht;2020;1
1074;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet gezocht, ontmoediging;2015;0
1075;Totaal mannen en vrouwen;Onbekend;Arb.pos.: Niet gezocht, ontmoediging;2016;1
