ID;Geslacht;Leeftijd;DiagnosenGGZ;Migratieachtergrond;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
844;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Totaal;2019;31000.0;34865.0;219;247.0
845;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Totaal;2020;31015.0;34830.0;218;245.0
846;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Totaal;2021;32655.0;36715.0;228;256.0
847;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2015;28125.0;33415.0;262;311.0
848;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2016;28105.0;33735.0;261;314.0
849;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2017;27540.0;32230.0;255;299.0
850;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2018;27075.0;30260.0;250;280.0
851;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2019;25185.0;28190.0;232;260.0
852;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2020;25030.0;28020.0;231;258.0
853;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Nederlandse achtergrond;2021;26105.0;29205.0;240;269.0
854;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2015;6035.0;7445.0;208;257.0
855;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2016;6235.0;7695.0;209;258.0
856;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2017;6290.0;7545.0;205;246.0
857;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2018;6290.0;7190.0;198;226.0
858;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2019;5820.0;6670.0;177;203.0
859;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2020;5985.0;6810.0;176;201.0
860;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Met migratieachtergrond;2021;6550.0;7510.0;188;216.0
861;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2015;3500.0;4260.0;252;307.0
862;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2016;3555.0;4320.0;251;305.0
863;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2017;3655.0;4350.0;253;301.0
864;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2018;3715.0;4245.0;250;286.0
865;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2019;3360.0;3845.0;220;252.0
866;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2020;3425.0;3870.0;219;247.0
867;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Westerse migratieachtergrond;2021;3655.0;4190.0;229;263.0
868;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2015;2535.0;3180.0;168;211.0
869;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2016;2680.0;3380.0;171;216.0
870;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2017;2635.0;3195.0;162;196.0
871;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2018;2575.0;2945.0;152;174.0
872;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2019;2455.0;2825.0;139;160.0
873;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2020;2560.0;2940.0;140;161.0
874;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Niet-westerse migratieachtergrond;2021;2895.0;3320.0;153;176.0
875;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2015;365.0;470.0;142;183.0
876;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2016;385.0;505.0;147;191.0
877;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2017;370.0;450.0;137;167.0
878;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2018;355.0;410.0;128;147.0
879;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2019;340.0;405.0;118;141.0
880;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2020;360.0;430.0;123;146.0
881;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Marokko;2021;390.0;455.0;129;151.0
882;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2015;520.0;665.0;175;223.0
883;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2016;545.0;695.0;181;229.0
884;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2017;570.0;690.0;184;224.0
885;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2018;525.0;595.0;166;189.0
886;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2019;475.0;555.0;147;171.0
887;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2020;475.0;555.0;143;167.0
888;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Turkije;2021;530.0;625.0;156;183.0
889;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2015;560.0;690.0;199;244.0
890;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2016;575.0;700.0;201;245.0
891;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2017;515.0;620.0;179;215.0
892;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2018;510.0;575.0;174;196.0
893;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2019;445.0;495.0;150;165.0
894;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2020;420.0;475.0;138;156.0
895;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Suriname;2021;465.0;530.0;150;173.0
896;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2015;210.0;260.0;190;235.0
897;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2016;235.0;310.0;209;275.0
898;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2017;230.0;275.0;197;238.0
899;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2018;205.0;235.0;172;194.0
900;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2019;185.0;215.0;149;173.0
901;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2020;195.0;225.0;152;176.0
902;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;(voormalige) Nederlandse Antillen, Aruba;2021;220.0;255.0;164;190.0
903;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2015;875.0;1095.0;157;197.0
904;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2016;935.0;1175.0;155;195.0
905;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2017;950.0;1160.0;148;180.0
906;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2018;975.0;1135.0;143;166.0
907;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2019;1010.0;1155.0;139;159.0
908;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2020;1110.0;1250.0;144;163.0
909;Totaal mannen en vrouwen;18 jaar of ouder;E2 Bipolaire en overige stemmingsstoorn.;Overige niet-westerse migratieachterg...;2021;1290.0;1455.0;161;181.0
910;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2015;125140.0;203915.0;919;1498.0
911;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2016;130235.0;213745.0;949;1558.0
912;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2017;140805.0;228510.0;1018;1652.0
913;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2018;151085.0;244345.0;1082;1751.0
914;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2019;154280.0;245255.0;1094;1739.0
915;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2020;160620.0;252645.0;1129;1777.0
916;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Totaal;2021;173240.0;269380.0;1209;1881.0
917;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2015;88800.0;145615.0;828;1358.0
918;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2016;92190.0;152540.0;858;1420.0
919;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2017;99465.0;162840.0;924;1513.0
920;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2018;106215.0;173060.0;984;1604.0
921;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2019;110155.0;175885.0;1018;1626.0
922;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2020;114660.0;181680.0;1058;1676.0
923;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Nederlandse achtergrond;2021;122245.0;191090.0;1127;1761.0
924;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2015;36340.0;58300.0;1258;2018.0
925;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2016;38045.0;61210.0;1279;2057.0
926;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2017;41340.0;65670.0;1347;2140.0
927;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2018;44870.0;71290.0;1416;2250.0
928;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2019;44125.0;69370.0;1344;2113.0
929;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2020;45960.0;70965.0;1358;2097.0
930;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Met migratieachtergrond;2021;50990.0;78290.0;1467;2252.0
931;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2015;13750.0;22495.0;991;1622.0
932;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2016;14565.0;23750.0;1030;1680.0
933;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2017;15965.0;25635.0;1105;1775.0
934;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2018;17840.0;28300.0;1204;1910.0
935;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2019;18410.0;28755.0;1206;1883.0
936;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2020;19360.0;30050.0;1239;1923.0
937;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Westerse migratieachtergrond;2021;21510.0;33070.0;1350;2075.0
938;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2015;22590.0;35805.0;1504;2384.0
939;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2016;23480.0;37460.0;1503;2399.0
940;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2017;25375.0;40040.0;1563;2466.0
941;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2018;27030.0;42985.0;1602;2548.0
942;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2019;25715.0;40615.0;1464;2313.0
943;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2020;26600.0;40915.0;1461;2247.0
944;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Niet-westerse migratieachtergrond;2021;29480.0;45220.0;1566;2402.0
945;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2015;4655.0;7485.0;1815;2918.0
946;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2016;4830.0;7715.0;1839;2937.0
947;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2017;5025.0;8010.0;1866;2976.0
948;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2018;4870.0;8020.0;1757;2893.0
949;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2019;4375.0;7155.0;1532;2508.0
950;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2020;4640.0;7425.0;1580;2528.0
951;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Marokko;2021;5055.0;8030.0;1673;2660.0
952;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2015;5395.0;8930.0;1815;3004.0
953;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2016;5480.0;9190.0;1812;3040.0
954;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2017;5765.0;9565.0;1870;3103.0
955;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2018;5600.0;9475.0;1774;3003.0
956;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2019;4980.0;8635.0;1538;2667.0
957;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2020;4660.0;7555.0;1404;2277.0
958;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Turkije;2021;5155.0;8320.0;1518;2448.0
959;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2015;3420.0;5620.0;1215;1996.0
960;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2016;3565.0;5885.0;1252;2068.0
961;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2017;3925.0;6345.0;1360;2200.0
962;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2018;4300.0;7035.0;1466;2400.0
963;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2019;4240.0;6750.0;1423;2263.0
964;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2020;4470.0;7040.0;1476;2326.0
965;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Suriname;2021;4885.0;7565.0;1592;2467.0
966;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2015;1290.0;2085.0;1161;1878.0
967;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2016;1335.0;2165.0;1180;1913.0
968;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2017;1475.0;2355.0;1272;2030.0
969;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2018;1625.0;2630.0;1361;2200.0
970;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2019;1685.0;2690.0;1363;2176.0
971;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2020;1980.0;3005.0;1549;2348.0
972;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;(voormalige) Nederlandse Antillen, Aruba;2021;2175.0;3365.0;1642;2536.0
973;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2015;7825.0;11685.0;1408;2103.0
974;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2016;8275.0;12505.0;1381;2088.0
975;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2017;9185.0;13760.0;1431;2144.0
976;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2018;10635.0;15830.0;1560;2322.0
977;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2019;10435.0;15390.0;1438;2121.0
978;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2020;10845.0;15890.0;1418;2078.0
979;Totaal mannen en vrouwen;18 jaar of ouder;F Angststoornissen;Overige niet-westerse migratieachterg...;2021;12210.0;17940.0;1523;2239.0
980;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2015;25955.0;43120.0;190;316.0
981;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2016;28100.0;46185.0;204;336.0
982;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2017;30600.0;50630.0;221;366.0
983;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2018;30265.0;51115.0;216;366.0
984;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2019;26955.0;43950.0;191;311.0
985;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2020;26175.0;42300.0;184;297.0
986;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Totaal;2021;25575.0;42040.0;178;293.0
987;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2015;20585.0;33205.0;192;309.0
988;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2016;22325.0;35675.0;207;332.0
989;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2017;24160.0;38985.0;224;362.0
990;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2018;23770.0;39210.0;220;363.0
991;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2019;21115.0;33905.0;195;313.0
992;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2020;20435.0;32455.0;188;299.0
993;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Nederlandse achtergrond;2021;19760.0;31850.0;182;293.0
994;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2015;5370.0;9915.0;185;343.0
995;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2016;5775.0;10510.0;194;353.0
996;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2017;6440.0;11645.0;209;379.0
997;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2018;6495.0;11905.0;205;375.0
998;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2019;5840.0;10040.0;177;305.0
999;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2020;5735.0;9845.0;169;291.0
1000;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Met migratieachtergrond;2021;5815.0;10190.0;167;293.0
1001;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2015;2470.0;4150.0;178;299.0
1002;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2016;2585.0;4410.0;183;312.0
1003;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2017;2870.0;4840.0;198;335.0
1004;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2018;2965.0;5080.0;200;342.0
1005;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2019;2630.0;4340.0;172;284.0
1006;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2020;2505.0;4195.0;160;268.0
1007;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Westerse migratieachtergrond;2021;2540.0;4275.0;159;268.0
1008;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2015;2900.0;5765.0;193;384.0
1009;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2016;3190.0;6100.0;204;390.0
1010;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2017;3570.0;6805.0;219;419.0
1011;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2018;3530.0;6825.0;209;404.0
1012;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2019;3210.0;5705.0;182;324.0
1013;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2020;3235.0;5650.0;177;310.0
1014;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Niet-westerse migratieachtergrond;2021;3275.0;5915.0;174;314.0
1015;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2015;670.0;1375.0;261;535.0
1016;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2016;730.0;1465.0;278;557.0
1017;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2017;815.0;1615.0;302;600.0
1018;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2018;765.0;1540.0;275;555.0
1019;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2019;655.0;1220.0;229;428.0
1020;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2020;750.0;1310.0;255;446.0
1021;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Marokko;2021;785.0;1420.0;259;469.0
1022;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2015;815.0;1670.0;274;562.0
1023;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2016;850.0;1685.0;281;557.0
1024;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2017;965.0;1895.0;313;614.0
1025;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2018;955.0;1845.0;302;585.0
1026;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2019;895.0;1610.0;277;497.0
1027;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2020;825.0;1530.0;248;461.0
1028;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Turkije;2021;895.0;1660.0;262;488.0
1029;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2015;565.0;1115.0;200;395.0
1030;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2016;610.0;1160.0;215;407.0
1031;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2017;690.0;1320.0;239;456.0
1032;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2018;685.0;1300.0;233;442.0
1033;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2019;590.0;1015.0;198;341.0
1034;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2020;595.0;955.0;195;315.0
1035;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;Suriname;2021;545.0;965.0;178;314.0
1036;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;(voormalige) Nederlandse Antillen, Aruba;2015;180.0;305.0;161;273.0
1037;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;(voormalige) Nederlandse Antillen, Aruba;2016;205.0;340.0;182;301.0
1038;Totaal mannen en vrouwen;18 jaar of ouder;G Somatoforme stoornissen;(voormalige) Nederlandse Antillen, Aruba;2017;210.0;345.0;182;299.0
