ID;Geslacht;Herkomstgroepering;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
377;Mannen en Vrouwen;Indonesië;2023;1718;1084;634
378;Mannen en Vrouwen;Indonesië;2024;1712;1060;652
379;Mannen en Vrouwen;Indonesië;2025;1706;1057;649
380;Mannen en Vrouwen;Indonesië;2026;1699;1054;645
381;Mannen en Vrouwen;Indonesië;2027;1696;1052;644
382;Mannen en Vrouwen;Indonesië;2028;1692;1050;642
383;Mannen en Vrouwen;Indonesië;2029;1688;1048;640
384;Mannen en Vrouwen;Indonesië;2030;1688;1046;642
385;Mannen en Vrouwen;Indonesië;2031;1687;1045;642
386;Mannen en Vrouwen;Indonesië;2032;1688;1045;643
387;Mannen en Vrouwen;Indonesië;2033;1688;1045;643
388;Mannen en Vrouwen;Indonesië;2034;1688;1046;642
389;Mannen en Vrouwen;Indonesië;2035;1688;1046;642
390;Mannen en Vrouwen;Indonesië;2036;1688;1046;642
391;Mannen en Vrouwen;Indonesië;2037;1688;1045;643
392;Mannen en Vrouwen;Indonesië;2038;1688;1044;644
393;Mannen en Vrouwen;Indonesië;2039;1688;1043;645
394;Mannen en Vrouwen;Indonesië;2040;1688;1042;646
395;Mannen en Vrouwen;Indonesië;2041;1688;1042;646
396;Mannen en Vrouwen;Indonesië;2042;1688;1041;647
397;Mannen en Vrouwen;Indonesië;2043;1688;1040;648
398;Mannen en Vrouwen;Indonesië;2044;1688;1039;649
399;Mannen en Vrouwen;Indonesië;2045;1688;1038;650
400;Mannen en Vrouwen;Indonesië;2046;1688;1038;650
401;Mannen en Vrouwen;Indonesië;2047;1688;1037;651
402;Mannen en Vrouwen;Indonesië;2048;1688;1037;651
403;Mannen en Vrouwen;Indonesië;2049;1688;1036;652
404;Mannen en Vrouwen;Indonesië;2050;1688;1036;652
405;Mannen en Vrouwen;Indonesië;2051;1688;1036;652
406;Mannen en Vrouwen;Indonesië;2052;1688;1036;652
407;Mannen en Vrouwen;Indonesië;2053;1688;1036;652
408;Mannen en Vrouwen;Indonesië;2054;1688;1036;652
409;Mannen en Vrouwen;Indonesië;2055;1688;1036;652
410;Mannen en Vrouwen;Indonesië;2056;1688;1036;652
411;Mannen en Vrouwen;Indonesië;2057;1688;1036;652
412;Mannen en Vrouwen;Indonesië;2058;1688;1036;652
413;Mannen en Vrouwen;Indonesië;2059;1688;1036;652
414;Mannen en Vrouwen;1;2014;10959;6079;4880
415;Mannen en Vrouwen;1;2015;11252;6211;5041
416;Mannen en Vrouwen;1;2016;11308;6362;4946
417;Mannen en Vrouwen;1;2017;11361;6506;4855
418;Mannen en Vrouwen;1;2018;10955;6608;4347
419;Mannen en Vrouwen;1;2019;10363;6620;3743
420;Mannen en Vrouwen;1;2020;9587;6514;3073
421;Mannen en Vrouwen;1;2021;9601;6380;3221
422;Mannen en Vrouwen;1;2022;9646;6294;3352
423;Mannen en Vrouwen;1;2023;9651;6244;3407
424;Mannen en Vrouwen;1;2024;9653;6210;3444
425;Mannen en Vrouwen;1;2025;9654;6185;3469
426;Mannen en Vrouwen;1;2026;9652;6168;3484
427;Mannen en Vrouwen;1;2027;9650;6152;3498
428;Mannen en Vrouwen;1;2028;9645;6140;3505
429;Mannen en Vrouwen;1;2029;9644;6129;3515
430;Mannen en Vrouwen;1;2030;9642;6122;3520
431;Mannen en Vrouwen;1;2031;9641;6111;3530
432;Mannen en Vrouwen;1;2032;9641;6098;3543
433;Mannen en Vrouwen;1;2033;9640;6086;3554
434;Mannen en Vrouwen;1;2034;9639;6082;3557
435;Mannen en Vrouwen;1;2035;9639;6081;3558
436;Mannen en Vrouwen;1;2036;9639;6080;3559
437;Mannen en Vrouwen;1;2037;9638;6078;3560
438;Mannen en Vrouwen;1;2038;9638;6075;3563
439;Mannen en Vrouwen;1;2039;9638;6069;3569
440;Mannen en Vrouwen;1;2040;9639;6060;3579
441;Mannen en Vrouwen;1;2041;9639;6054;3585
442;Mannen en Vrouwen;1;2042;9639;6051;3588
443;Mannen en Vrouwen;1;2043;9639;6052;3587
444;Mannen en Vrouwen;1;2044;9639;6049;3590
445;Mannen en Vrouwen;1;2045;9639;6046;3592
446;Mannen en Vrouwen;1;2046;9639;6044;3595
447;Mannen en Vrouwen;1;2047;9640;6042;3598
448;Mannen en Vrouwen;1;2048;9640;6040;3600
449;Mannen en Vrouwen;1;2049;9641;6040;3601
450;Mannen en Vrouwen;1;2050;9641;6040;3600
451;Mannen en Vrouwen;1;2051;9641;6042;3599
452;Mannen en Vrouwen;1;2052;9641;6044;3597
453;Mannen en Vrouwen;1;2053;9641;6046;3596
454;Mannen en Vrouwen;1;2054;9642;6048;3594
455;Mannen en Vrouwen;1;2055;9642;6050;3592
456;Mannen en Vrouwen;1;2056;9642;6052;3590
457;Mannen en Vrouwen;1;2057;9642;6054;3588
458;Mannen en Vrouwen;1;2058;9642;6056;3586
459;Mannen en Vrouwen;1;2059;9642;6058;3584
460;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2014;3340;2511;829
461;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2015;3471;2530;941
462;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2016;3599;2552;1047
463;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2017;3736;2573;1163
464;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2018;3862;2593;1269
465;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2019;3996;2614;1382
466;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2020;3996;2632;1364
467;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2021;3996;2643;1353
468;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2022;3996;2649;1347
469;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2023;3996;2659;1337
470;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2024;3996;2667;1329
471;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2025;3996;2670;1326
472;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2026;3996;2672;1324
473;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2027;3996;2671;1325
474;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2028;3996;2666;1330
475;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2029;3996;2653;1343
476;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2030;3996;2637;1359
477;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2031;3996;2620;1376
478;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2032;3996;2612;1384
479;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2033;3996;2613;1383
480;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2034;3996;2620;1376
481;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2035;3996;2631;1365
482;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2036;3996;2643;1353
483;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2037;3996;2653;1343
484;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2038;3996;2661;1335
485;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2039;3996;2666;1330
486;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2040;3996;2670;1326
487;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2041;3996;2673;1323
488;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2042;3996;2677;1319
489;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2043;3996;2682;1314
490;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2044;3996;2688;1308
491;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2045;3996;2693;1303
492;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2046;3996;2697;1299
493;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2047;3996;2701;1295
494;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2048;3996;2704;1292
495;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2049;3996;2706;1290
496;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2050;3996;2708;1288
497;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2051;3996;2710;1286
498;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2052;3996;2711;1285
499;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2053;3996;2713;1283
500;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2054;3996;2714;1282
501;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2055;3996;2716;1280
502;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2056;3996;2718;1278
503;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2057;3996;2720;1276
504;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2058;3996;2722;1274
505;Mannen en Vrouwen;Nederlandse Antillen en Aruba;2059;3996;2724;1272
506;Mannen en Vrouwen;3;2014;29334;14626;14708
507;Mannen en Vrouwen;3;2015;33274;15640;17634
508;Mannen en Vrouwen;3;2016;34749;16979;17770
509;Mannen en Vrouwen;3;2017;36138;18424;17714
510;Mannen en Vrouwen;3;2018;33047;19643;13404
511;Mannen en Vrouwen;3;2019;30421;20174;10246
512;Mannen en Vrouwen;3;2020;27657;19855;7802
513;Mannen en Vrouwen;3;2021;27371;19366;8005
514;Mannen en Vrouwen;3;2022;27210;19097;8113
515;Mannen en Vrouwen;3;2023;27385;19000;8385
516;Mannen en Vrouwen;3;2024;27498;19036;8462
517;Mannen en Vrouwen;3;2025;27580;19124;8456
518;Mannen en Vrouwen;3;2026;27619;19237;8382
519;Mannen en Vrouwen;3;2027;27639;19349;8290
520;Mannen en Vrouwen;3;2028;27659;19459;8200
521;Mannen en Vrouwen;3;2029;27689;19565;8124
522;Mannen en Vrouwen;3;2030;27715;19668;8046
523;Mannen en Vrouwen;3;2031;27756;19761;7995
524;Mannen en Vrouwen;3;2032;27771;19841;7930
525;Mannen en Vrouwen;3;2033;27796;19910;7886
526;Mannen en Vrouwen;3;2034;27816;19966;7850
527;Mannen en Vrouwen;3;2035;27834;20011;7823
528;Mannen en Vrouwen;3;2036;27851;20043;7808
529;Mannen en Vrouwen;3;2037;27861;20065;7796
530;Mannen en Vrouwen;3;2038;27873;20079;7794
531;Mannen en Vrouwen;3;2039;27888;20084;7804
532;Mannen en Vrouwen;3;2040;27895;20088;7807
533;Mannen en Vrouwen;3;2041;27902;20093;7809
534;Mannen en Vrouwen;3;2042;27911;20096;7814
535;Mannen en Vrouwen;3;2043;27911;20103;7808
536;Mannen en Vrouwen;3;2044;27912;20107;7805
537;Mannen en Vrouwen;3;2045;27916;20107;7809
538;Mannen en Vrouwen;3;2046;27917;20104;7813
539;Mannen en Vrouwen;3;2047;27919;20102;7816
540;Mannen en Vrouwen;3;2048;27922;20101;7821
541;Mannen en Vrouwen;3;2049;27925;20104;7821
542;Mannen en Vrouwen;3;2050;27926;20111;7815
543;Mannen en Vrouwen;3;2051;27928;20121;7807
544;Mannen en Vrouwen;3;2052;27930;20131;7799
545;Mannen en Vrouwen;3;2053;27930;20141;7789
546;Mannen en Vrouwen;3;2054;27932;20151;7781
547;Mannen en Vrouwen;3;2055;27935;20161;7774
548;Mannen en Vrouwen;3;2056;27937;20171;7766
549;Mannen en Vrouwen;3;2057;27941;20181;7760
550;Mannen en Vrouwen;3;2058;27946;20192;7754
551;Mannen en Vrouwen;3;2059;27950;20203;7747
552;Mannen en Vrouwen;6;2014;6813;4306;2507
553;Mannen en Vrouwen;6;2015;6863;4401;2462
554;Mannen en Vrouwen;6;2016;6971;4511;2460
555;Mannen en Vrouwen;6;2017;7078;4616;2462
556;Mannen en Vrouwen;6;2018;7145;4701;2444
557;Mannen en Vrouwen;6;2019;7205;4766;2440
558;Mannen en Vrouwen;6;2020;7239;4802;2437
559;Mannen en Vrouwen;6;2021;7245;4804;2441
560;Mannen en Vrouwen;6;2022;7263;4863;2400
561;Mannen en Vrouwen;6;2023;7309;4920;2389
562;Mannen en Vrouwen;6;2024;7343;4976;2367
563;Mannen en Vrouwen;6;2025;7374;5031;2343
564;Mannen en Vrouwen;6;2026;7386;5083;2303
565;Mannen en Vrouwen;6;2027;7388;5127;2261
566;Mannen en Vrouwen;6;2028;7389;5166;2223
567;Mannen en Vrouwen;6;2029;7393;5199;2194
568;Mannen en Vrouwen;6;2030;7402;5231;2171
569;Mannen en Vrouwen;6;2031;7413;5260;2153
570;Mannen en Vrouwen;6;2032;7427;5288;2138
571;Mannen en Vrouwen;6;2033;7439;5315;2124
572;Mannen en Vrouwen;6;2034;7460;5341;2119
573;Mannen en Vrouwen;6;2035;7470;5367;2103
574;Mannen en Vrouwen;6;2036;7486;5392;2094
575;Mannen en Vrouwen;6;2037;7501;5415;2086
576;Mannen en Vrouwen;6;2038;7511;5437;2074
577;Mannen en Vrouwen;6;2039;7521;5456;2064
578;Mannen en Vrouwen;6;2040;7533;5474;2059
579;Mannen en Vrouwen;6;2041;7542;5491;2051
580;Mannen en Vrouwen;6;2042;7544;5506;2038
581;Mannen en Vrouwen;6;2043;7549;5518;2031
582;Mannen en Vrouwen;6;2044;7553;5530;2023
583;Mannen en Vrouwen;6;2045;7559;5540;2019
584;Mannen en Vrouwen;6;2046;7566;5551;2015
585;Mannen en Vrouwen;6;2047;7568;5561;2007
586;Mannen en Vrouwen;6;2048;7574;5570;2004
587;Mannen en Vrouwen;6;2049;7582;5581;2001
588;Mannen en Vrouwen;6;2050;7583;5591;1992
589;Mannen en Vrouwen;6;2051;7582;5600;1982
590;Mannen en Vrouwen;6;2052;7589;5609;1980
591;Mannen en Vrouwen;6;2053;7592;5618;1974
592;Mannen en Vrouwen;6;2054;7594;5626;1968
593;Mannen en Vrouwen;6;2055;7599;5635;1964
594;Mannen en Vrouwen;6;2056;7605;5644;1961
595;Mannen en Vrouwen;6;2057;7610;5654;1956
596;Mannen en Vrouwen;6;2058;7612;5663;1949
597;Mannen en Vrouwen;6;2059;7614;5672;1942
598;Mannen en Vrouwen;Marokko;2014;2130;1442;688
599;Mannen en Vrouwen;Marokko;2015;2292;1385;907
600;Mannen en Vrouwen;Marokko;2016;2349;1336;1013
601;Mannen en Vrouwen;Marokko;2017;2378;1289;1089
602;Mannen en Vrouwen;Marokko;2018;2385;1246;1139
603;Mannen en Vrouwen;Marokko;2019;2376;1202;1174
604;Mannen en Vrouwen;Marokko;2020;2337;1159;1178
605;Mannen en Vrouwen;Marokko;2021;2317;1115;1202
606;Mannen en Vrouwen;Marokko;2022;2294;1072;1222
607;Mannen en Vrouwen;Marokko;2023;2271;1033;1238
608;Mannen en Vrouwen;Marokko;2024;2261;997;1264
609;Mannen en Vrouwen;Marokko;2025;2254;966;1288
610;Mannen en Vrouwen;Marokko;2026;2244;939;1305
611;Mannen en Vrouwen;Marokko;2027;2235;913;1322
612;Mannen en Vrouwen;Marokko;2028;2229;890;1339
613;Mannen en Vrouwen;Marokko;2029;2224;869;1355
614;Mannen en Vrouwen;Marokko;2030;2215;865;1350
615;Mannen en Vrouwen;Marokko;2031;2209;862;1347
616;Mannen en Vrouwen;Marokko;2032;2202;859;1343
617;Mannen en Vrouwen;Marokko;2033;2194;856;1338
618;Mannen en Vrouwen;Marokko;2034;2189;855;1334
619;Mannen en Vrouwen;Marokko;2035;2180;855;1325
620;Mannen en Vrouwen;Marokko;2036;2177;856;1321
621;Mannen en Vrouwen;Marokko;2037;2176;858;1318
622;Mannen en Vrouwen;Marokko;2038;2175;860;1314
623;Mannen en Vrouwen;Marokko;2039;2175;863;1312
624;Mannen en Vrouwen;Marokko;2040;2175;866;1309
625;Mannen en Vrouwen;Marokko;2041;2175;870;1305
626;Mannen en Vrouwen;Marokko;2042;2175;873;1302
627;Mannen en Vrouwen;Marokko;2043;2175;877;1298
628;Mannen en Vrouwen;Marokko;2044;2176;880;1296
629;Mannen en Vrouwen;Marokko;2045;2176;884;1292
630;Mannen en Vrouwen;Marokko;2046;2177;887;1290
631;Mannen en Vrouwen;Marokko;2047;2178;891;1287
632;Mannen en Vrouwen;Marokko;2048;2179;894;1285
633;Mannen en Vrouwen;Marokko;2049;2181;897;1284
634;Mannen en Vrouwen;Marokko;2050;2184;900;1284
635;Mannen en Vrouwen;Marokko;2051;2187;904;1284
636;Mannen en Vrouwen;Marokko;2052;2187;906;1281
637;Mannen en Vrouwen;Marokko;2053;2189;908;1281
638;Mannen en Vrouwen;Marokko;2054;2191;910;1281
639;Mannen en Vrouwen;Marokko;2055;2193;911;1282
640;Mannen en Vrouwen;Marokko;2056;2193;912;1281
641;Mannen en Vrouwen;Marokko;2057;2193;912;1281
642;Mannen en Vrouwen;Marokko;2058;2193;912;1281
643;Mannen en Vrouwen;Marokko;2059;2193;911;1282
644;Mannen en Vrouwen;Suriname;2014;1560;1880;-320
645;Mannen en Vrouwen;Suriname;2015;1791;1707;84
646;Mannen en Vrouwen;Suriname;2016;1966;1561;405
647;Mannen en Vrouwen;Suriname;2017;2114;1443;671
648;Mannen en Vrouwen;Suriname;2018;2172;1345;827
649;Mannen en Vrouwen;Suriname;2019;2212;1259;953
650;Mannen en Vrouwen;Suriname;2020;2157;1177;980
651;Mannen en Vrouwen;Suriname;2021;2106;1093;1013
652;Mannen en Vrouwen;Suriname;2022;2049;1011;1038
653;Mannen en Vrouwen;Suriname;2023;1981;931;1050
654;Mannen en Vrouwen;Suriname;2024;1919;852;1067
655;Mannen en Vrouwen;Suriname;2025;1855;834;1021
656;Mannen en Vrouwen;Suriname;2026;1798;817;981
657;Mannen en Vrouwen;Suriname;2027;1734;799;935
658;Mannen en Vrouwen;Suriname;2028;1682;781;901
659;Mannen en Vrouwen;Suriname;2029;1636;764;872
660;Mannen en Vrouwen;Suriname;2030;1612;750;862
661;Mannen en Vrouwen;Suriname;2031;1588;740;848
662;Mannen en Vrouwen;Suriname;2032;1583;732;851
663;Mannen en Vrouwen;Suriname;2033;1577;727;850
664;Mannen en Vrouwen;Suriname;2034;1569;723;846
665;Mannen en Vrouwen;Suriname;2035;1567;721;846
666;Mannen en Vrouwen;Suriname;2036;1565;720;845
667;Mannen en Vrouwen;Suriname;2037;1562;720;842
668;Mannen en Vrouwen;Suriname;2038;1559;719;840
669;Mannen en Vrouwen;Suriname;2039;1556;719;837
670;Mannen en Vrouwen;Suriname;2040;1555;719;836
671;Mannen en Vrouwen;Suriname;2041;1555;719;836
672;Mannen en Vrouwen;Suriname;2042;1555;720;835
673;Mannen en Vrouwen;Suriname;2043;1555;721;834
674;Mannen en Vrouwen;Suriname;2044;1555;723;832
675;Mannen en Vrouwen;Suriname;2045;1555;725;830
676;Mannen en Vrouwen;Suriname;2046;1556;727;829
677;Mannen en Vrouwen;Suriname;2047;1556;729;827
678;Mannen en Vrouwen;Suriname;2048;1559;731;828
679;Mannen en Vrouwen;Suriname;2049;1560;733;827
680;Mannen en Vrouwen;Suriname;2050;1562;735;827
681;Mannen en Vrouwen;Suriname;2051;1563;737;826
682;Mannen en Vrouwen;Suriname;2052;1565;739;826
683;Mannen en Vrouwen;Suriname;2053;1565;741;824
684;Mannen en Vrouwen;Suriname;2054;1567;742;825
685;Mannen en Vrouwen;Suriname;2055;1567;743;824
686;Mannen en Vrouwen;Suriname;2056;1569;744;825
687;Mannen en Vrouwen;Suriname;2057;1569;745;824
688;Mannen en Vrouwen;Suriname;2058;1569;745;824
689;Mannen en Vrouwen;Suriname;2059;1569;744;825
690;Mannen en Vrouwen;Turkije;2014;3518;5311;-1793
691;Mannen en Vrouwen;Turkije;2015;3422;4860;-1438
692;Mannen en Vrouwen;Turkije;2016;3444;4485;-1041
693;Mannen en Vrouwen;Turkije;2017;3562;4165;-603
694;Mannen en Vrouwen;Turkije;2018;3718;3896;-178
695;Mannen en Vrouwen;Turkije;2019;3813;3665;148
696;Mannen en Vrouwen;Turkije;2020;3834;3458;376
697;Mannen en Vrouwen;Turkije;2021;3832;3264;568
698;Mannen en Vrouwen;Turkije;2022;3774;3084;690
699;Mannen en Vrouwen;Turkije;2023;3712;2915;797
700;Mannen en Vrouwen;Turkije;2024;3658;2753;905
701;Mannen en Vrouwen;Turkije;2025;3609;2602;1007
702;Mannen en Vrouwen;Turkije;2026;3561;2457;1104
703;Mannen en Vrouwen;Turkije;2027;3508;2314;1194
704;Mannen en Vrouwen;Turkije;2028;3468;2178;1290
705;Mannen en Vrouwen;Turkije;2029;3420;2048;1372
706;Mannen en Vrouwen;Turkije;2030;3373;2029;1344
707;Mannen en Vrouwen;Turkije;2031;3335;2010;1325
708;Mannen en Vrouwen;Turkije;2032;3305;1992;1313
709;Mannen en Vrouwen;Turkije;2033;3281;1976;1305
710;Mannen en Vrouwen;Turkije;2034;3272;1962;1310
711;Mannen en Vrouwen;Turkije;2035;3257;1955;1302
712;Mannen en Vrouwen;Turkije;2036;3247;1950;1297
713;Mannen en Vrouwen;Turkije;2037;3246;1948;1298
714;Mannen en Vrouwen;Turkije;2038;3245;1948;1297
715;Mannen en Vrouwen;Turkije;2039;3245;1947;1298
716;Mannen en Vrouwen;Turkije;2040;3245;1948;1296
717;Mannen en Vrouwen;Turkije;2041;3245;1951;1294
718;Mannen en Vrouwen;Turkije;2042;3245;1954;1291
719;Mannen en Vrouwen;Turkije;2043;3246;1958;1288
720;Mannen en Vrouwen;Turkije;2044;3246;1963;1283
721;Mannen en Vrouwen;Turkije;2045;3247;1969;1278
722;Mannen en Vrouwen;Turkije;2046;3248;1976;1272
723;Mannen en Vrouwen;Turkije;2047;3250;1982;1268
724;Mannen en Vrouwen;Turkije;2048;3252;1987;1265
725;Mannen en Vrouwen;Turkije;2049;3253;1991;1262
726;Mannen en Vrouwen;Turkije;2050;3255;1995;1260
727;Mannen en Vrouwen;Turkije;2051;3257;1998;1259
728;Mannen en Vrouwen;Turkije;2052;3259;2001;1258
729;Mannen en Vrouwen;Turkije;2053;3259;2002;1257
730;Mannen en Vrouwen;Turkije;2054;3260;2004;1256
731;Mannen en Vrouwen;Turkije;2055;3262;2006;1256
732;Mannen en Vrouwen;Turkije;2056;3264;2006;1258
733;Mannen en Vrouwen;Turkije;2057;3264;2006;1258
734;Mannen en Vrouwen;Turkije;2058;3267;2004;1263
735;Mannen en Vrouwen;Turkije;2059;3268;2003;1265
736;Mannen;Totaal herkomstgroeperingen;2014;91557;76422;15136
737;Mannen;Totaal herkomstgroeperingen;2015;93727;78072;15655
738;Mannen;Totaal herkomstgroeperingen;2016;95742;80183;15559
739;Mannen;Totaal herkomstgroeperingen;2017;97604;82695;14909
740;Mannen;Totaal herkomstgroeperingen;2018;96742;85065;11677
741;Mannen;Totaal herkomstgroeperingen;2019;95847;86746;9101
742;Mannen;Totaal herkomstgroeperingen;2020;94258;87339;6919
743;Mannen;Totaal herkomstgroeperingen;2021;94248;87429;6819
744;Mannen;Totaal herkomstgroeperingen;2022;94116;87589;6527
745;Mannen;Totaal herkomstgroeperingen;2023;94112;87779;6333
746;Mannen;Totaal herkomstgroeperingen;2024;93976;87960;6016
747;Mannen;Totaal herkomstgroeperingen;2025;94050;88143;5907
748;Mannen;Totaal herkomstgroeperingen;2026;94041;88301;5740
749;Mannen;Totaal herkomstgroeperingen;2027;94081;88403;5678
750;Mannen;Totaal herkomstgroeperingen;2028;94112;88464;5648
751;Mannen;Totaal herkomstgroeperingen;2029;94131;88467;5664
752;Mannen;Totaal herkomstgroeperingen;2030;94174;88663;5511
753;Mannen;Totaal herkomstgroeperingen;2031;94216;88819;5397
754;Mannen;Totaal herkomstgroeperingen;2032;94254;88941;5313
755;Mannen;Totaal herkomstgroeperingen;2033;94280;89061;5219
756;Mannen;Totaal herkomstgroeperingen;2034;94344;89164;5180
757;Mannen;Totaal herkomstgroeperingen;2035;94373;89261;5112
758;Mannen;Totaal herkomstgroeperingen;2036;94429;89339;5090
759;Mannen;Totaal herkomstgroeperingen;2037;94478;89409;5069
760;Mannen;Totaal herkomstgroeperingen;2038;94501;89458;5043
761;Mannen;Totaal herkomstgroeperingen;2039;94559;89505;5054
762;Mannen;Totaal herkomstgroeperingen;2040;94614;89556;5058
763;Mannen;Totaal herkomstgroeperingen;2041;94636;89618;5018
764;Mannen;Totaal herkomstgroeperingen;2042;94681;89681;5000
765;Mannen;Totaal herkomstgroeperingen;2043;94726;89770;4956
766;Mannen;Totaal herkomstgroeperingen;2044;94763;89853;4910
767;Mannen;Totaal herkomstgroeperingen;2045;94813;89934;4879
768;Mannen;Totaal herkomstgroeperingen;2046;94878;90027;4851
769;Mannen;Totaal herkomstgroeperingen;2047;94896;90115;4781
770;Mannen;Totaal herkomstgroeperingen;2048;94958;90206;4752
771;Mannen;Totaal herkomstgroeperingen;2049;95018;90304;4714
772;Mannen;Totaal herkomstgroeperingen;2050;95053;90410;4643
773;Mannen;Totaal herkomstgroeperingen;2051;95123;90522;4601
774;Mannen;Totaal herkomstgroeperingen;2052;95151;90634;4517
775;Mannen;Totaal herkomstgroeperingen;2053;95188;90742;4446
776;Mannen;Totaal herkomstgroeperingen;2054;95221;90849;4372
777;Mannen;Totaal herkomstgroeperingen;2055;95267;90953;4314
778;Mannen;Totaal herkomstgroeperingen;2056;95285;91049;4236
779;Mannen;Totaal herkomstgroeperingen;2057;95293;91138;4155
780;Mannen;Totaal herkomstgroeperingen;2058;95322;91224;4098
781;Mannen;Totaal herkomstgroeperingen;2059;95321;91296;4025
782;Mannen;Autochtoon / tweedegeneratieallochtoon;2014;16669;25136;-8466
783;Mannen;Autochtoon / tweedegeneratieallochtoon;2015;16382;25147;-8765
784;Mannen;Autochtoon / tweedegeneratieallochtoon;2016;16101;25457;-9356
785;Mannen;Autochtoon / tweedegeneratieallochtoon;2017;16092;26136;-10044
786;Mannen;Autochtoon / tweedegeneratieallochtoon;2018;16180;26921;-10741
787;Mannen;Autochtoon / tweedegeneratieallochtoon;2019;16303;27543;-11240
788;Mannen;Autochtoon / tweedegeneratieallochtoon;2020;16448;27757;-11309
789;Mannen;Autochtoon / tweedegeneratieallochtoon;2021;16568;27736;-11168
790;Mannen;Autochtoon / tweedegeneratieallochtoon;2022;16621;27740;-11119
791;Mannen;Autochtoon / tweedegeneratieallochtoon;2023;16672;27751;-11079
792;Mannen;Autochtoon / tweedegeneratieallochtoon;2024;16729;27757;-11028
793;Mannen;Autochtoon / tweedegeneratieallochtoon;2025;16787;27770;-10983
794;Mannen;Autochtoon / tweedegeneratieallochtoon;2026;16827;27779;-10952
795;Mannen;Autochtoon / tweedegeneratieallochtoon;2027;16869;27778;-10909
796;Mannen;Autochtoon / tweedegeneratieallochtoon;2028;16914;27770;-10856
797;Mannen;Autochtoon / tweedegeneratieallochtoon;2029;16938;27752;-10814
798;Mannen;Autochtoon / tweedegeneratieallochtoon;2030;16986;27758;-10772
799;Mannen;Autochtoon / tweedegeneratieallochtoon;2031;17015;27758;-10744
800;Mannen;Autochtoon / tweedegeneratieallochtoon;2032;17058;27744;-10686
801;Mannen;Autochtoon / tweedegeneratieallochtoon;2033;17081;27741;-10660
802;Mannen;Autochtoon / tweedegeneratieallochtoon;2034;17130;27730;-10600
803;Mannen;Autochtoon / tweedegeneratieallochtoon;2035;17157;27722;-10565
804;Mannen;Autochtoon / tweedegeneratieallochtoon;2036;17195;27709;-10514
805;Mannen;Autochtoon / tweedegeneratieallochtoon;2037;17232;27703;-10471
806;Mannen;Autochtoon / tweedegeneratieallochtoon;2038;17245;27692;-10447
807;Mannen;Autochtoon / tweedegeneratieallochtoon;2039;17289;27698;-10409
808;Mannen;Autochtoon / tweedegeneratieallochtoon;2040;17330;27714;-10384
809;Mannen;Autochtoon / tweedegeneratieallochtoon;2041;17342;27742;-10400
810;Mannen;Autochtoon / tweedegeneratieallochtoon;2042;17380;27774;-10394
811;Mannen;Autochtoon / tweedegeneratieallochtoon;2043;17417;27827;-10410
