ID;SamenstellingHuishouden;OverigeKenmerken;Perioden;ParticuliereHuishoudens_1;PersonenPerHuishouden_2;PersonenMetInkomenPerHuishouden_3;PrimairInkomen_4;BrutoInkomen_5;BesteedbaarInkomen_6;GestandaardiseerdBesteedbaarInkomen_7
1349;22;101;2014;301.0;1.0;1.0;7.9;11.3;8.2;8.2
1350;22;102;2000;245.0;1.0;1.0;22.3;23.8;13.3;13.3
1351;22;102;2001;242.0;1.0;1.0;23.9;25.5;15.0;15.0
1352;22;102;2002;239.0;1.0;1.0;25.1;26.7;15.6;15.6
1353;22;102;2003;234.0;1.0;1.0;24.1;26.1;15.1;15.1
1354;22;102;2004;226.0;1.0;1.0;23.7;26.1;15.3;15.3
1355;22;102;2005;227.0;1.0;1.0;24.2;26.6;15.2;15.2
1356;22;102;2006;228.0;1.0;1.0;25.6;27.9;16.0;16.0
1357;22;102;2007;235.0;1.0;1.0;26.9;29.0;16.7;16.7
1358;22;102;2008;238.0;1.0;1.0;27.9;29.9;17.0;17.0
1359;22;102;2009;241.0;1.0;1.0;26.4;29.0;16.9;16.9
1360;22;102;2010;251.0;1.0;1.0;26.4;29.0;16.7;16.7
1361;22;102;2011;256.0;1.0;1.0;26.4;29.3;16.8;16.8
1362;22;102;2012;260.0;1.0;1.0;26.4;29.1;16.4;16.4
1363;22;102;2013;254.0;1.0;1.0;25.2;28.3;16.3;16.3
1364;22;102;2014;262.0;1.0;1.0;25.9;29.0;17.0;17.0
1365;22;103;2000;228.0;1.0;1.0;26.9;28.7;15.6;15.6
1366;22;103;2001;231.0;1.0;1.0;29.4;31.2;17.6;17.6
1367;22;103;2002;231.0;1.0;1.0;30.8;32.7;18.2;18.2
1368;22;103;2003;226.0;1.0;1.0;31.0;33.6;18.3;18.3
1369;22;103;2004;219.0;1.0;1.0;31.1;33.5;18.1;18.1
1370;22;103;2005;216.0;1.0;1.0;32.1;34.5;18.3;18.3
1371;22;103;2006;209.0;1.0;1.0;32.6;35.0;18.7;18.7
1372;22;103;2007;204.0;1.0;1.0;33.6;35.7;19.3;19.3
1373;22;103;2008;198.0;1.0;1.0;34.8;37.0;19.9;19.9
1374;22;103;2009;199.0;1.0;1.0;33.8;36.3;19.8;19.8
1375;22;103;2010;200.0;1.0;1.0;34.0;36.8;19.9;19.9
1376;22;103;2011;206.0;1.0;1.0;35.3;37.9;20.2;20.2
1377;22;103;2012;204.0;1.0;1.0;35.4;38.4;20.4;20.4
1378;22;103;2013;200.0;1.0;1.0;34.2;37.7;20.3;20.3
1379;22;103;2014;204.0;1.0;1.0;35.7;39.2;21.5;21.5
1380;22;104;2000;171.0;1.0;1.0;27.6;29.9;16.1;16.1
1381;22;104;2001;180.0;1.0;1.0;29.0;31.4;17.8;17.8
1382;22;104;2002;182.0;1.0;1.0;29.3;32.0;17.7;17.7
1383;22;104;2003;180.0;1.0;1.0;29.3;32.6;17.7;17.7
1384;22;104;2004;185.0;1.0;1.0;30.0;33.7;18.3;18.3
1385;22;104;2005;194.0;1.0;1.0;32.6;35.9;18.9;18.9
1386;22;104;2006;194.0;1.0;1.0;35.9;38.9;20.3;20.3
1387;22;104;2007;192.0;1.0;1.0;37.2;39.7;21.1;21.1
1388;22;104;2008;189.0;1.0;1.0;37.5;40.1;21.3;21.3
1389;22;104;2009;185.0;1.0;1.0;35.5;38.9;20.9;20.9
1390;22;104;2010;167.0;1.0;1.0;36.3;39.9;21.2;21.2
1391;22;104;2011;169.0;1.0;1.0;36.4;40.2;21.2;21.2
1392;22;104;2012;162.0;1.0;1.0;36.5;40.7;21.3;21.3
1393;22;104;2013;159.0;1.0;1.0;36.3;40.7;21.5;21.5
1394;22;104;2014;158.0;1.0;1.0;36.8;41.6;22.4;22.4
1395;22;105;2000;139.0;1.0;1.0;27.7;31.4;17.0;17.0
1396;22;105;2001;146.0;1.0;1.0;29.6;33.0;18.6;18.6
1397;22;105;2002;148.0;1.0;1.0;30.1;33.6;18.7;18.7
1398;22;105;2003;149.0;1.0;1.0;30.6;34.4;18.9;18.9
1399;22;105;2004;152.0;1.0;1.0;30.8;34.9;18.9;18.9
1400;22;105;2005;156.0;1.0;1.0;31.2;35.2;18.8;18.8
1401;22;105;2006;162.0;1.0;1.0;33.4;37.4;20.1;20.1
1402;22;105;2007;163.0;1.0;1.0;35.4;38.7;21.2;21.2
1403;22;105;2008;168.0;1.0;1.0;35.4;39.1;21.2;21.2
1404;22;105;2009;170.0;1.0;1.0;35.1;39.3;21.3;21.3
1405;22;105;2010;170.0;1.0;1.0;35.9;40.6;21.6;21.6
1406;22;105;2011;170.0;1.0;1.0;35.7;40.3;21.3;21.3
1407;22;105;2012;171.0;1.0;1.0;37.4;42.4;22.2;22.2
1408;22;105;2013;170.0;1.0;1.0;36.2;42.0;22.0;22.0
1409;22;105;2014;163.0;1.0;1.0;37.4;43.3;22.9;22.9
1410;22;106;2000;128.0;1.0;1.0;27.1;32.1;17.3;17.3
1411;22;106;2001;136.0;1.0;1.0;27.8;33.0;18.5;18.5
1412;22;106;2002;138.0;1.0;1.0;30.2;35.5;20.1;20.1
1413;22;106;2003;139.0;1.0;1.0;30.5;36.0;19.6;19.6
1414;22;106;2004;141.0;1.0;1.0;32.8;38.0;20.4;20.4
1415;22;106;2005;154.0;1.0;1.0;30.4;36.0;19.2;19.2
1416;22;106;2006;157.0;1.0;1.0;32.3;37.7;20.2;20.2
1417;22;106;2007;157.0;1.0;1.0;33.1;38.0;20.9;20.9
1418;22;106;2008;167.0;1.0;1.0;35.3;39.7;21.8;21.8
1419;22;106;2009;171.0;1.0;1.0;35.1;40.3;22.2;22.2
1420;22;106;2010;172.0;1.0;1.0;34.2;40.1;21.9;21.9
1421;22;106;2011;177.0;1.0;1.0;33.2;39.5;21.2;21.2
1422;22;106;2012;181.0;1.0;1.0;34.0;40.6;21.4;21.4
1423;22;106;2013;180.0;1.0;1.0;34.2;41.1;21.9;21.9
1424;22;106;2014;182.0;1.0;1.0;34.6;41.8;22.7;22.7
1425;22;107;2000;142.0;1.0;1.0;22.6;29.4;16.1;16.1
1426;22;107;2001;140.0;1.0;1.0;24.4;31.4;18.1;18.1
1427;22;107;2002;138.0;1.0;1.0;24.2;31.3;17.9;17.9
1428;22;107;2003;138.0;1.0;1.0;24.5;32.1;17.9;17.9
1429;22;107;2004;144.0;1.0;1.0;26.3;34.3;18.9;18.9
1430;22;107;2005;150.0;1.0;1.0;28.5;36.2;19.7;19.7
1431;22;107;2006;158.0;1.0;1.0;32.1;39.5;20.9;20.9
1432;22;107;2007;161.0;1.0;1.0;32.5;39.8;21.7;21.7
1433;22;107;2008;163.0;1.0;1.0;34.7;41.6;22.5;22.5
1434;22;107;2009;166.0;1.0;1.0;32.9;39.8;21.6;21.6
1435;22;107;2010;178.0;1.0;1.0;32.2;39.5;21.4;21.4
1436;22;107;2011;183.0;1.0;1.0;31.8;38.8;21.2;21.2
1437;22;107;2012;186.0;1.0;1.0;32.1;39.6;21.2;21.2
1438;22;107;2013;191.0;1.0;1.0;32.2;40.4;21.8;21.8
1439;22;107;2014;192.0;1.0;1.0;32.2;41.0;22.6;22.6
1440;22;108;2000;118.0;1.0;1.0;18.1;28.9;16.7;16.7
1441;22;108;2001;134.0;1.0;1.0;19.8;30.7;18.1;18.1
1442;22;108;2002;146.0;1.0;1.0;21.2;31.9;18.7;18.7
1443;22;108;2003;151.0;1.0;1.0;21.2;32.1;18.5;18.5
1444;22;108;2004;157.0;1.0;1.0;21.5;33.0;18.7;18.7
1445;22;108;2005;171.0;1.0;1.0;20.9;32.7;18.5;18.5
1446;22;108;2006;171.0;1.0;1.0;22.6;33.8;19.2;19.2
1447;22;108;2007;173.0;1.0;1.0;24.3;35.4;20.3;20.3
1448;22;108;2008;177.0;1.0;1.0;24.8;35.8;20.4;20.4
1449;22;108;2009;180.0;1.0;1.0;25.4;36.5;20.6;20.6
1450;22;108;2010;180.0;1.0;1.0;27.2;37.5;20.7;20.7
1451;22;108;2011;189.0;1.0;1.0;28.0;38.4;20.9;20.9
1452;22;108;2012;198.0;1.0;1.0;28.8;38.5;20.8;20.8
1453;22;108;2013;199.0;1.0;1.0;29.3;39.6;21.0;21.0
1454;22;108;2014;204.0;1.0;1.0;31.1;41.8;22.7;22.7
1455;22;109;2000;127.0;1.0;1.0;5.3;22.0;13.8;13.8
1456;22;109;2001;132.0;1.0;1.0;7.9;25.6;16.2;16.2
1457;22;109;2002;135.0;1.0;1.0;8.7;26.9;17.0;17.0
1458;22;109;2003;139.0;1.0;1.0;8.7;27.3;17.0;17.0
1459;22;109;2004;146.0;1.0;1.0;9.5;28.7;17.7;17.7
1460;22;109;2005;149.0;1.0;1.0;11.0;30.5;19.3;19.3
1461;22;109;2006;164.0;1.0;1.0;11.7;31.4;19.5;19.5
1462;22;109;2007;175.0;1.0;1.0;12.4;31.8;19.6;19.6
1463;22;109;2008;185.0;1.0;1.0;13.4;33.4;20.4;20.4
1464;22;109;2009;193.0;1.0;1.0;14.6;34.4;20.7;20.7
1465;22;109;2010;202.0;1.0;1.0;14.6;34.4;20.5;20.5
1466;22;109;2011;195.0;1.0;1.0;14.5;33.5;19.6;19.6
1467;22;109;2012;194.0;1.0;1.0;16.6;34.9;20.1;20.1
1468;22;109;2013;192.0;1.0;1.0;19.1;36.3;20.3;20.3
1469;22;109;2014;198.0;1.0;1.0;21.9;38.1;21.1;21.1
1470;22;110;2000;143.0;1.0;1.0;2.5;19.9;15.5;15.5
1471;22;110;2001;141.0;1.0;1.0;2.5;21.0;16.4;16.4
1472;22;110;2002;143.0;1.0;1.0;2.2;20.7;16.6;16.6
1473;22;110;2003;142.0;1.0;1.0;2.5;21.6;17.1;17.1
1474;22;110;2004;145.0;1.0;1.0;2.4;21.8;17.4;17.4
1475;22;110;2005;148.0;1.0;1.0;3.1;22.8;18.0;18.0
1476;22;110;2006;151.0;1.0;1.0;2.8;23.7;18.7;18.7
1477;22;110;2007;153.0;1.0;1.0;4.0;26.1;20.5;20.5
1478;22;110;2008;161.0;1.0;1.0;4.2;26.9;20.9;20.9
1479;22;110;2009;167.0;1.0;1.0;3.9;27.4;21.4;21.4
1480;22;110;2010;164.0;1.0;1.0;3.5;27.9;21.6;21.6
1481;22;110;2011;179.0;1.0;1.0;3.4;28.8;21.7;21.7
1482;22;110;2012;197.0;1.0;1.0;2.9;28.1;21.5;21.5
1483;22;110;2013;206.0;1.0;1.0;3.6;29.2;21.8;21.8
1484;22;110;2014;213.0;1.0;1.0;4.2;30.5;22.8;22.8
1485;22;111;2000;160.0;1.0;1.0;1.7;18.2;15.0;15.0
1486;22;111;2001;159.0;1.0;1.0;1.9;19.4;15.8;15.8
1487;22;111;2002;161.0;1.0;1.0;2.8;20.7;16.9;16.9
1488;22;111;2003;163.0;1.0;1.0;2.2;21.1;17.4;17.4
1489;22;111;2004;162.0;1.0;1.0;2.4;21.9;17.6;17.6
1490;22;111;2005;164.0;1.0;1.0;2.7;22.8;18.3;18.3
1491;22;111;2006;162.0;1.0;1.0;2.6;22.9;18.5;18.5
1492;22;111;2007;164.0;1.0;1.0;2.6;23.3;18.9;18.9
1493;22;111;2008;161.0;1.0;1.0;2.9;23.7;19.2;19.2
1494;22;111;2009;166.0;1.0;1.0;2.5;24.1;19.6;19.6
1495;22;111;2010;167.0;1.0;1.0;2.5;24.6;19.8;19.8
1496;22;111;2011;169.0;1.0;1.0;2.2;24.8;19.8;19.8
1497;22;111;2012;170.0;1.0;1.0;2.2;25.5;20.3;20.3
1498;22;111;2013;176.0;1.0;1.0;2.3;26.4;20.7;20.7
1499;22;111;2014;180.0;1.0;1.0;2.7;27.3;21.4;21.4
1500;22;112;2000;414.0;1.0;1.0;2.1;18.0;14.8;14.8
1501;22;112;2001;423.0;1.0;1.0;2.5;19.4;15.7;15.7
1502;22;112;2002;429.0;1.0;1.0;2.9;20.8;17.0;17.0
1503;22;112;2003;433.0;1.0;1.0;3.0;21.8;17.7;17.7
1504;22;112;2004;441.0;1.0;1.0;2.7;21.9;17.8;17.8
1505;22;112;2005;452.0;1.0;1.0;2.8;22.3;18.1;18.1
1506;22;112;2006;461.0;1.0;1.0;2.4;22.5;18.5;18.5
1507;22;112;2007;469.0;1.0;1.0;2.7;23.4;19.1;19.1
1508;22;112;2008;476.0;1.0;1.0;2.7;24.2;19.9;19.9
1509;22;112;2009;486.0;1.0;1.0;2.6;24.5;19.9;19.9
1510;22;112;2010;487.0;1.0;1.0;2.6;24.7;20.0;20.0
1511;22;112;2011;497.0;1.0;1.0;1.8;24.3;19.6;19.6
1512;22;112;2012;506.0;1.0;1.0;2.1;24.8;20.0;20.0
1513;22;112;2013;501.0;1.0;1.0;2.1;25.0;19.9;19.9
1514;22;112;2014;519.0;1.0;1.0;2.2;25.5;20.4;20.4
1515;22;122;2000;1841.0;1.0;1.0;14.8;23.5;14.9;14.9
1516;22;122;2001;1864.0;1.0;1.0;16.2;25.4;16.3;16.3
1517;22;122;2002;1881.0;1.0;1.0;17.0;26.6;17.1;17.1
1518;22;122;2003;1883.0;1.0;1.0;16.8;27.0;17.1;17.1
1519;22;122;2004;1907.0;1.0;1.0;16.9;27.5;17.3;17.3
1520;22;122;2005;1969.0;1.0;1.0;17.6;28.3;17.7;17.7
1521;22;122;2006;2000.0;1.0;1.0;18.6;29.5;18.4;18.4
1522;22;122;2007;2032.0;1.0;1.0;19.2;30.3;19.1;19.1
1523;22;122;2008;2053.0;1.0;1.0;19.7;31.1;19.5;19.5
1524;22;122;2009;2064.0;1.0;1.0;19.0;31.0;19.6;19.6
1525;22;122;2010;2058.0;1.0;1.0;19.1;31.3;19.6;19.6
1526;22;122;2011;2089.0;1.0;1.0;19.0;31.5;19.5;19.5
1527;22;122;2012;2122.0;1.0;1.0;19.4;31.9;19.7;19.7
1528;22;122;2013;2124.0;1.0;1.0;19.3;32.3;19.8;19.8
1529;22;122;2014;2166.0;1.0;1.0;19.7;32.9;20.5;20.5
1530;22;123;2000;233.0;1.0;1.0;15.7;24.3;14.8;14.8
1531;22;123;2001;238.0;1.0;1.0;17.2;26.5;16.7;16.7
1532;22;123;2002;245.0;1.0;1.0;16.7;26.4;16.7;16.7
1533;22;123;2003;249.0;1.0;1.0;16.4;26.8;16.9;16.9
1534;22;123;2004;252.0;1.0;1.0;17.3;27.9;17.2;17.2
1535;22;123;2005;258.0;1.0;1.0;17.3;27.9;17.3;17.3
1536;22;123;2006;261.0;1.0;1.0;18.5;29.4;18.1;18.1
1537;22;123;2007;261.0;1.0;1.0;19.4;30.1;18.6;18.6
1538;22;123;2008;272.0;1.0;1.0;21.1;31.6;19.3;19.3
1539;22;123;2009;286.0;1.0;1.0;20.6;31.1;19.0;19.0
1540;22;123;2010;297.0;1.0;1.0;20.7;31.3;19.1;19.1
1541;22;123;2011;315.0;1.0;1.0;19.8;30.1;18.4;18.4
1542;22;123;2012;322.0;1.0;1.0;19.6;30.2;18.4;18.4
1543;22;123;2013;316.0;1.0;1.0;19.7;30.5;18.4;18.4
1544;22;123;2014;326.0;1.0;1.0;20.7;31.9;19.4;19.4
1545;22;124;2000;74.0;1.0;1.0;16.5;25.3;15.5;15.5
1546;22;124;2001;78.0;1.0;1.0;16.3;25.8;16.4;16.4
1547;22;124;2002;79.0;1.0;1.0;18.4;27.7;17.6;17.6
1548;22;124;2003;78.0;1.0;1.0;17.2;27.6;17.4;17.4
1549;22;124;2004;80.0;1.0;1.0;19.1;29.6;17.7;17.7
1550;22;124;2005;82.0;1.0;1.0;20.6;30.9;19.0;19.0
1551;22;124;2006;84.0;1.0;1.0;21.5;31.8;19.2;19.2
1552;22;124;2007;82.0;1.0;1.0;22.7;33.0;19.9;19.9
1553;22;124;2008;82.0;1.0;1.0;24.1;33.9;20.4;20.4
1554;22;124;2009;82.0;1.0;1.0;24.1;34.5;20.6;20.6
1555;22;124;2010;80.0;1.0;1.0;24.0;34.7;20.9;20.9
1556;22;124;2011;81.0;1.0;1.0;24.3;34.9;20.5;20.5
1557;22;124;2012;84.0;1.0;1.0;24.5;35.4;20.9;20.9
1558;22;124;2013;83.0;1.0;1.0;23.2;35.1;20.6;20.6
1559;22;124;2014;85.0;1.0;1.0;23.0;35.9;21.5;21.5
1560;22;125;2000;74.0;1.0;1.0;12.4;23.1;14.8;14.8
1561;22;125;2001;74.0;1.0;1.0;13.2;24.8;16.3;16.3
1562;22;125;2002;75.0;1.0;1.0;13.5;25.9;17.2;17.2
1563;22;125;2003;75.0;1.0;1.0;13.0;26.3;17.5;17.5
1564;22;125;2004;76.0;1.0;1.0;14.4;27.8;18.0;18.0
1565;22;125;2005;76.0;1.0;1.0;12.0;26.5;17.4;17.4
1566;22;125;2006;76.0;1.0;1.0;13.9;29.0;18.9;18.9
1567;22;125;2007;75.0;1.0;1.0;13.1;28.5;19.0;19.0
1568;22;125;2008;76.0;1.0;1.0;14.0;29.6;19.6;19.6
1569;22;125;2009;78.0;1.0;1.0;13.5;28.7;18.9;18.9
1570;22;125;2010;76.0;1.0;1.0;13.0;29.2;19.4;19.4
1571;22;125;2011;78.0;1.0;1.0;12.9;29.0;19.1;19.1
1572;22;125;2012;81.0;1.0;1.0;12.7;28.7;19.0;19.0
1573;22;125;2013;78.0;1.0;1.0;12.8;29.0;19.0;19.0
1574;22;125;2014;76.0;1.0;1.0;12.7;29.5;19.7;19.7
1575;22;126;2000;18.0;;;;;;
1576;22;126;2001;17.0;;;;;;
1577;22;126;2002;18.0;;;;;;
1578;22;126;2003;21.0;1.0;1.0;14.5;27.2;18.2;18.2
1579;22;126;2004;21.0;1.0;1.0;11.4;23.9;15.7;15.7
1580;22;126;2005;20.0;1.0;1.0;12.2;24.8;15.8;15.8
1581;22;126;2006;21.0;1.0;1.0;14.8;26.3;16.6;16.6
1582;22;126;2007;20.0;;;;;;
1583;22;126;2008;20.0;;;;;;
1584;22;126;2009;20.0;1.0;1.0;18.6;30.5;19.5;19.5
1585;22;126;2010;20.0;1.0;1.0;22.7;34.0;20.9;20.9
1586;22;126;2011;20.0;1.0;1.0;19.0;31.0;19.6;19.6
1587;22;126;2012;18.0;;;;;;
1588;22;126;2013;17.0;;;;;;
1589;22;126;2014;20.0;1.0;1.0;15.0;29.3;19.2;19.2
1590;22;127;2000;66.0;1.0;1.0;19.5;25.3;14.3;14.3
1591;22;127;2001;69.0;1.0;1.0;22.2;28.5;17.1;17.1
1592;22;127;2002;73.0;1.0;1.0;17.8;24.5;14.7;14.7
1593;22;127;2003;75.0;1.0;1.0;19.4;26.3;15.5;15.5
1594;22;127;2004;75.0;1.0;1.0;20.0;27.3;16.3;16.3
1595;22;127;2005;80.0;1.0;1.0;20.1;27.0;15.8;15.8
1596;22;127;2006;80.0;1.0;1.0;20.8;28.0;16.6;16.6
1597;22;127;2007;84.0;1.0;1.0;22.3;29.2;17.2;17.2
1598;22;127;2008;94.0;1.0;1.0;24.1;30.8;17.8;17.8
1599;22;127;2009;106.0;1.0;1.0;23.4;30.3;17.8;17.8
1600;22;127;2010;121.0;1.0;1.0;23.0;29.9;17.4;17.4
1601;22;127;2011;136.0;1.0;1.0;21.1;27.9;16.6;16.6
1602;22;127;2012;139.0;1.0;1.0;21.0;27.8;16.3;16.3
1603;22;127;2013;138.0;1.0;1.0;21.9;28.7;16.7;16.7
1604;22;127;2014;146.0;1.0;1.0;24.3;31.1;18.0;18.0
1605;22;128;2000;176.0;1.0;1.0;13.5;18.4;11.4;11.4
1606;22;128;2001;185.0;1.0;1.0;14.4;19.3;12.2;12.2
1607;22;128;2002;200.0;1.0;1.0;14.0;19.2;12.2;12.2
1608;22;128;2003;210.0;1.0;1.0;13.7;19.3;12.1;12.1
1609;22;128;2004;209.0;1.0;1.0;13.7;20.1;12.6;12.6
1610;22;128;2005;209.0;1.0;1.0;13.5;20.0;12.4;12.4
1611;22;128;2006;211.0;1.0;1.0;14.8;21.2;13.3;13.3
1612;22;128;2007;218.0;1.0;1.0;16.1;22.4;14.1;14.1
1613;22;128;2008;236.0;1.0;1.0;16.4;22.8;14.2;14.2
1614;22;128;2009;249.0;1.0;1.0;16.5;23.7;14.8;14.8
1615;22;128;2010;262.0;1.0;1.0;16.3;23.7;14.7;14.7
1616;22;128;2011;274.0;1.0;1.0;16.3;23.7;14.5;14.5
1617;22;128;2012;274.0;1.0;1.0;16.4;24.1;14.8;14.8
1618;22;128;2013;276.0;1.0;1.0;16.1;24.3;14.9;14.9
1619;22;128;2014;282.0;1.0;1.0;16.2;25.0;15.5;15.5
1620;22;129;2000;53.0;1.0;1.0;14.2;19.9;12.1;12.1
1621;22;129;2001;54.0;1.0;1.0;15.4;21.0;13.0;13.0
1622;22;129;2002;55.0;1.0;1.0;15.2;20.9;12.8;12.8
1623;22;129;2003;58.0;1.0;1.0;16.0;22.3;13.3;13.3
1624;22;129;2004;57.0;1.0;1.0;16.5;23.3;14.0;14.0
1625;22;129;2005;58.0;1.0;1.0;15.6;22.9;13.8;13.8
1626;22;129;2006;57.0;1.0;1.0;16.7;24.3;14.7;14.7
1627;22;129;2007;58.0;1.0;1.0;17.3;25.2;15.3;15.3
1628;22;129;2008;63.0;1.0;1.0;17.8;25.6;15.7;15.7
1629;22;129;2009;63.0;1.0;1.0;18.8;27.4;16.8;16.8
1630;22;129;2010;64.0;1.0;1.0;17.3;26.0;15.8;15.8
1631;22;129;2011;61.0;1.0;1.0;18.5;26.9;16.3;16.3
1632;22;129;2012;61.0;1.0;1.0;18.9;27.5;16.3;16.3
1633;22;129;2013;64.0;1.0;1.0;18.4;27.5;16.5;16.5
1634;22;129;2014;68.0;1.0;1.0;17.3;27.2;16.7;16.7
1635;22;130;2000;20.0;;;;;;
1636;22;130;2001;24.0;1.0;1.0;13.3;17.4;11.3;11.3
1637;22;130;2002;26.0;1.0;1.0;12.6;17.7;11.5;11.5
1638;22;130;2003;26.0;1.0;1.0;11.7;17.2;11.2;11.2
1639;22;130;2004;28.0;1.0;1.0;12.9;19.3;12.4;12.4
1640;22;130;2005;27.0;1.0;1.0;12.3;18.6;11.8;11.8
1641;22;130;2006;28.0;1.0;1.0;13.8;19.2;12.3;12.3
1642;22;130;2007;27.0;1.0;1.0;17.1;22.6;13.9;13.9
1643;22;130;2008;29.0;1.0;1.0;17.4;22.7;13.7;13.7
1644;22;130;2009;30.0;1.0;1.0;16.2;22.6;13.9;13.9
1645;22;130;2010;30.0;1.0;1.0;17.8;24.0;14.6;14.6
1646;22;130;2011;32.0;1.0;1.0;17.9;24.8;14.7;14.7
1647;22;130;2012;31.0;1.0;1.0;14.1;21.2;13.2;13.2
1648;22;130;2013;31.0;1.0;1.0;15.6;22.7;14.1;14.1
1649;22;130;2014;28.0;1.0;1.0;16.5;25.0;15.3;15.3
1650;22;131;2000;17.0;;;;;;
1651;22;131;2001;17.0;;;;;;
1652;22;131;2002;20.0;1.0;1.0;13.8;19.0;12.1;12.1
1653;22;131;2003;22.0;1.0;1.0;11.3;17.0;10.9;10.9
1654;22;131;2004;23.0;1.0;1.0;10.1;16.4;10.7;10.7
1655;22;131;2005;22.0;1.0;1.0;9.5;16.6;11.0;11.0
1656;22;131;2006;24.0;1.0;1.0;11.0;17.4;11.3;11.3
1657;22;131;2007;27.0;1.0;1.0;12.2;18.3;12.3;12.3
1658;22;131;2008;29.0;1.0;1.0;12.2;18.5;12.3;12.3
1659;22;131;2009;32.0;1.0;1.0;10.7;17.7;12.1;12.1
1660;22;131;2010;35.0;1.0;1.0;13.4;20.6;13.5;13.5
1661;22;131;2011;42.0;1.0;1.0;11.6;19.2;12.5;12.5
1662;22;131;2012;39.0;1.0;1.0;14.0;21.7;13.9;13.9
1663;22;131;2013;37.0;1.0;1.0;14.1;21.8;14.0;14.0
1664;22;131;2014;37.0;1.0;1.0;14.7;23.3;14.6;14.6
1665;22;132;2000;22.0;1.0;1.0;11.3;16.5;10.5;10.5
1666;22;132;2001;23.0;1.0;1.0;11.4;17.0;11.1;11.1
1667;22;132;2002;23.0;1.0;1.0;11.6;17.5;11.6;11.6
1668;22;132;2003;26.0;1.0;1.0;12.2;18.2;11.7;11.7
1669;22;132;2004;26.0;1.0;1.0;10.5;17.5;11.4;11.4
1670;22;132;2005;25.0;1.0;1.0;10.6;17.8;11.5;11.5
1671;22;132;2006;26.0;1.0;1.0;12.2;19.3;12.6;12.6
1672;22;132;2007;27.0;1.0;1.0;14.7;21.7;14.1;14.1
1673;22;132;2008;28.0;1.0;1.0;13.2;19.9;13.0;13.0
1674;22;132;2009;32.0;1.0;1.0;14.0;22.0;14.4;14.4
1675;22;132;2010;38.0;1.0;1.0;14.0;21.9;14.1;14.1
1676;22;132;2011;38.0;1.0;1.0;12.9;21.0;12.9;12.9
1677;22;132;2012;37.0;1.0;1.0;13.9;22.5;14.2;14.2
1678;22;132;2013;36.0;1.0;1.0;13.2;22.9;14.0;14.0
1679;22;132;2014;35.0;1.0;1.0;12.9;23.5;15.1;15.1
1680;22;133;2000;64.0;1.0;1.0;14.6;18.8;11.4;11.4
1681;22;133;2001;67.0;1.0;1.0;15.7;19.9;12.5;12.5
1682;22;133;2002;75.0;1.0;1.0;14.5;19.1;12.2;12.2
1683;22;133;2003;77.0;1.0;1.0;13.8;18.9;11.9;11.9
1684;22;133;2004;74.0;1.0;1.0;14.1;19.9;12.5;12.5
1685;22;133;2005;78.0;1.0;1.0;14.4;19.9;12.3;12.3
1686;22;133;2006;76.0;1.0;1.0;15.9;21.6;13.4;13.4
1687;22;133;2007;79.0;1.0;1.0;16.6;22.0;13.8;13.8
1688;22;133;2008;87.0;1.0;1.0;17.6;23.2;14.3;14.3
1689;22;133;2009;92.0;1.0;1.0;17.8;24.1;14.8;14.8
1690;22;133;2010;94.0;1.0;1.0;17.2;23.9;14.7;14.7
1691;22;133;2011;101.0;1.0;1.0;17.7;24.4;14.8;14.8
1692;22;133;2012;105.0;1.0;1.0;17.4;24.5;14.9;14.9
1693;22;133;2013;108.0;1.0;1.0;16.7;24.2;14.7;14.7
1694;22;133;2014;114.0;1.0;1.0;17.0;24.8;15.3;15.3
1695;22;142;2000;1841.0;1.0;1.0;14.8;23.5;14.9;14.9
1696;22;142;2001;1864.0;1.0;1.0;16.2;25.4;16.3;16.3
1697;22;142;2002;1881.0;1.0;1.0;17.0;26.6;17.1;17.1
1698;22;142;2003;1883.0;1.0;1.0;16.8;27.0;17.1;17.1
1699;22;142;2004;1907.0;1.0;1.0;16.9;27.5;17.3;17.3
1700;22;142;2005;1969.0;1.0;1.0;17.6;28.3;17.7;17.7
1701;22;142;2006;2000.0;1.0;1.0;18.6;29.5;18.4;18.4
1702;22;142;2007;2032.0;1.0;1.0;19.2;30.3;19.1;19.1
1703;22;142;2008;2053.0;1.0;1.0;19.7;31.1;19.5;19.5
1704;22;142;2009;2064.0;1.0;1.0;19.0;31.0;19.6;19.6
1705;22;142;2010;2058.0;1.0;1.0;19.1;31.3;19.6;19.6
1706;22;142;2011;2089.0;1.0;1.0;19.0;31.5;19.5;19.5
1707;22;142;2012;2122.0;1.0;1.0;19.4;31.9;19.7;19.7
1708;22;142;2013;2124.0;1.0;1.0;19.3;32.3;19.8;19.8
1709;22;142;2014;2166.0;1.0;1.0;19.7;32.9;20.5;20.5
1710;22;143;2000;233.0;1.0;1.0;15.7;24.3;14.8;14.8
1711;22;143;2001;238.0;1.0;1.0;17.2;26.5;16.7;16.7
1712;22;143;2002;245.0;1.0;1.0;16.7;26.4;16.7;16.7
1713;22;143;2003;249.0;1.0;1.0;16.4;26.8;16.9;16.9
1714;22;143;2004;252.0;1.0;1.0;17.3;27.9;17.2;17.2
1715;22;143;2005;258.0;1.0;1.0;17.3;27.9;17.3;17.3
1716;22;143;2006;261.0;1.0;1.0;18.5;29.4;18.1;18.1
