ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;InstroomWWInclHerinstroom_1;HerinstroomWW_2
254;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2005 3e kwartaal;4640;1360
255;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2005 4e kwartaal;5060;1800
256;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 1e kwartaal;7370;2900
257;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 2e kwartaal;4650;1380
258;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 3e kwartaal;4770;1390
259;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 4e kwartaal;5080;2080
260;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 1e kwartaal;5010;1920
261;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 2e kwartaal;4740;2330
262;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 3e kwartaal;3880;1420
263;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 4e kwartaal;4840;2120
264;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 1e kwartaal;1030;370
265;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 2e kwartaal;870;290
266;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 3e kwartaal;740;250
267;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 4e kwartaal;840;330
268;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 1e kwartaal;1080;370
269;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 2e kwartaal;770;270
270;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 3e kwartaal;820;280
271;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 4e kwartaal;790;350
272;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 1e kwartaal;850;350
273;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 2e kwartaal;780;390
274;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 3e kwartaal;600;240
275;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 4e kwartaal;830;340
276;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 1e kwartaal;430;150
277;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 2e kwartaal;380;140
278;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 3e kwartaal;280;110
279;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 4e kwartaal;360;150
280;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 1e kwartaal;480;210
281;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 2e kwartaal;370;130
282;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 3e kwartaal;350;130
283;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 4e kwartaal;390;150
284;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 1e kwartaal;370;150
285;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 2e kwartaal;360;170
286;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 3e kwartaal;300;130
287;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 4e kwartaal;400;180
288;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 1e kwartaal;55080;17000
289;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 2e kwartaal;39140;10320
290;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 3e kwartaal;33520;9580
291;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 4e kwartaal;36090;11400
292;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 1e kwartaal;47300;16650
293;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 2e kwartaal;30250;8140
294;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 3e kwartaal;28200;8210
295;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 4e kwartaal;31380;10910
296;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 1e kwartaal;34810;11210
297;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 2e kwartaal;23190;6850
298;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 3e kwartaal;23630;6820
299;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 4e kwartaal;26670;8630
300;Mannen;Totaal leeftijd;Autochtoon;2005 1e kwartaal;41030;12870
301;Mannen;Totaal leeftijd;Autochtoon;2005 2e kwartaal;27660;7090
302;Mannen;Totaal leeftijd;Autochtoon;2005 3e kwartaal;24090;6670
303;Mannen;Totaal leeftijd;Autochtoon;2005 4e kwartaal;25550;8110
304;Mannen;Totaal leeftijd;Autochtoon;2006 1e kwartaal;34780;12500
305;Mannen;Totaal leeftijd;Autochtoon;2006 2e kwartaal;20860;5500
306;Mannen;Totaal leeftijd;Autochtoon;2006 3e kwartaal;20050;5690
307;Mannen;Totaal leeftijd;Autochtoon;2006 4e kwartaal;22020;7770
308;Mannen;Totaal leeftijd;Autochtoon;2007 1e kwartaal;24950;8150
309;Mannen;Totaal leeftijd;Autochtoon;2007 2e kwartaal;15820;4630
310;Mannen;Totaal leeftijd;Autochtoon;2007 3e kwartaal;16290;4710
311;Mannen;Totaal leeftijd;Autochtoon;2007 4e kwartaal;18030;6030
312;Mannen;Totaal leeftijd;Westerse allochtoon;2005 1e kwartaal;5470;1650
313;Mannen;Totaal leeftijd;Westerse allochtoon;2005 2e kwartaal;4240;1240
314;Mannen;Totaal leeftijd;Westerse allochtoon;2005 3e kwartaal;3560;1100
315;Mannen;Totaal leeftijd;Westerse allochtoon;2005 4e kwartaal;3720;1190
316;Mannen;Totaal leeftijd;Westerse allochtoon;2006 1e kwartaal;4430;1500
317;Mannen;Totaal leeftijd;Westerse allochtoon;2006 2e kwartaal;3230;910
318;Mannen;Totaal leeftijd;Westerse allochtoon;2006 3e kwartaal;3050;950
319;Mannen;Totaal leeftijd;Westerse allochtoon;2006 4e kwartaal;3160;1100
320;Mannen;Totaal leeftijd;Westerse allochtoon;2007 1e kwartaal;3420;1090
321;Mannen;Totaal leeftijd;Westerse allochtoon;2007 2e kwartaal;2580;830
322;Mannen;Totaal leeftijd;Westerse allochtoon;2007 3e kwartaal;2510;760
323;Mannen;Totaal leeftijd;Westerse allochtoon;2007 4e kwartaal;2830;900
324;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 1e kwartaal;8580;2480
325;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 2e kwartaal;7250;1990
326;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 3e kwartaal;5870;1820
327;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 4e kwartaal;6810;2100
328;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 1e kwartaal;8090;2650
329;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 2e kwartaal;6170;1720
330;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 3e kwartaal;5100;1570
331;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 4e kwartaal;6200;2030
332;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 1e kwartaal;6440;1960
333;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 2e kwartaal;4790;1390
334;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 3e kwartaal;4830;1360
335;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 4e kwartaal;5810;1700
336;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 1e kwartaal;7650;1770
337;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 2e kwartaal;4580;810
338;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 3e kwartaal;3860;740
339;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 4e kwartaal;4100;840
340;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 1e kwartaal;5400;1390
341;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 2e kwartaal;2700;480
342;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 3e kwartaal;2380;450
343;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 4e kwartaal;2630;600
344;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 1e kwartaal;3270;730
345;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 2e kwartaal;1610;240
346;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 3e kwartaal;1910;300
347;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2010;330
348;Mannen;Jonger dan 25 jaar;Autochtoon;2005 1e kwartaal;5890;1450
349;Mannen;Jonger dan 25 jaar;Autochtoon;2005 2e kwartaal;3240;620
350;Mannen;Jonger dan 25 jaar;Autochtoon;2005 3e kwartaal;2870;550
351;Mannen;Jonger dan 25 jaar;Autochtoon;2005 4e kwartaal;2920;620
352;Mannen;Jonger dan 25 jaar;Autochtoon;2006 1e kwartaal;4080;1130
353;Mannen;Jonger dan 25 jaar;Autochtoon;2006 2e kwartaal;1760;330
354;Mannen;Jonger dan 25 jaar;Autochtoon;2006 3e kwartaal;1680;340
355;Mannen;Jonger dan 25 jaar;Autochtoon;2006 4e kwartaal;1840;450
356;Mannen;Jonger dan 25 jaar;Autochtoon;2007 1e kwartaal;2430;550
357;Mannen;Jonger dan 25 jaar;Autochtoon;2007 2e kwartaal;1040;170
358;Mannen;Jonger dan 25 jaar;Autochtoon;2007 3e kwartaal;1360;230
359;Mannen;Jonger dan 25 jaar;Autochtoon;2007 4e kwartaal;1330;250
360;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 1e kwartaal;530;90
361;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 2e kwartaal;350;50
362;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 3e kwartaal;250;50
363;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 4e kwartaal;300;70
364;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 1e kwartaal;330;80
365;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 2e kwartaal;220;30
366;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 3e kwartaal;160;30
367;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 4e kwartaal;170;30
368;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 1e kwartaal;210;40
369;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 2e kwartaal;130;20
370;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 3e kwartaal;140;20
371;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 4e kwartaal;160;30
372;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1230;230
373;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1000;140
374;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 3e kwartaal;740;140
375;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 4e kwartaal;880;150
376;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 1e kwartaal;990;180
377;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 2e kwartaal;720;120
378;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 3e kwartaal;540;90
379;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 4e kwartaal;620;120
380;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 1e kwartaal;630;140
381;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 2e kwartaal;430;50
382;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 3e kwartaal;420;50
383;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 4e kwartaal;520;60
384;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 1e kwartaal;15630;4670
385;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 2e kwartaal;10570;2590
386;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 3e kwartaal;9000;2420
387;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 4e kwartaal;9640;2800
388;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 1e kwartaal;11950;3910
389;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 2e kwartaal;7590;1860
390;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 3e kwartaal;6630;1770
391;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 4e kwartaal;7490;2240
392;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 1e kwartaal;8530;2330
393;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 2e kwartaal;5210;1140
394;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 3e kwartaal;5540;1310
395;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 4e kwartaal;6080;1490
396;Mannen;25 tot 35 jaar;Autochtoon;2005 1e kwartaal;11110;3410
397;Mannen;25 tot 35 jaar;Autochtoon;2005 2e kwartaal;7040;1670
398;Mannen;25 tot 35 jaar;Autochtoon;2005 3e kwartaal;6030;1640
399;Mannen;25 tot 35 jaar;Autochtoon;2005 4e kwartaal;6370;1900
400;Mannen;25 tot 35 jaar;Autochtoon;2006 1e kwartaal;8290;2860
401;Mannen;25 tot 35 jaar;Autochtoon;2006 2e kwartaal;4790;1210
402;Mannen;25 tot 35 jaar;Autochtoon;2006 3e kwartaal;4340;1160
403;Mannen;25 tot 35 jaar;Autochtoon;2006 4e kwartaal;4780;1480
404;Mannen;25 tot 35 jaar;Autochtoon;2007 1e kwartaal;5710;1640
405;Mannen;25 tot 35 jaar;Autochtoon;2007 2e kwartaal;3250;710
406;Mannen;25 tot 35 jaar;Autochtoon;2007 3e kwartaal;3450;850
407;Mannen;25 tot 35 jaar;Autochtoon;2007 4e kwartaal;3620;920
408;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 1e kwartaal;1440;400
409;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 2e kwartaal;1060;280
410;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 3e kwartaal;890;230
411;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 4e kwartaal;940;240
412;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 1e kwartaal;1030;300
413;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 2e kwartaal;770;170
414;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 3e kwartaal;680;180
415;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 4e kwartaal;750;200
416;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 1e kwartaal;740;200
417;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 2e kwartaal;560;130
418;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 3e kwartaal;560;130
419;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 4e kwartaal;590;130
420;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 1e kwartaal;3070;850
421;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 2e kwartaal;2460;640
422;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 3e kwartaal;2080;550
423;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 4e kwartaal;2340;650
424;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 1e kwartaal;2630;740
425;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 2e kwartaal;2040;480
426;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1610;440
427;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1960;560
428;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 1e kwartaal;2070;490
429;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1410;300
430;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1540;330
431;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1870;440
432;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 1e kwartaal;14770;4750
433;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 2e kwartaal;11320;3150
434;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 3e kwartaal;9760;2950
435;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 4e kwartaal;10500;3410
436;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 1e kwartaal;13540;4880
437;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 2e kwartaal;9130;2550
438;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 3e kwartaal;8510;2620
439;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 4e kwartaal;9440;3340
440;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 1e kwartaal;10240;3300
441;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 2e kwartaal;6870;1840
442;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 3e kwartaal;7310;2060
443;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 4e kwartaal;7810;2430
444;Mannen;35 tot 45 jaar;Autochtoon;2005 1e kwartaal;10470;3410
445;Mannen;35 tot 45 jaar;Autochtoon;2005 2e kwartaal;7610;1980
446;Mannen;35 tot 45 jaar;Autochtoon;2005 3e kwartaal;6710;1920
447;Mannen;35 tot 45 jaar;Autochtoon;2005 4e kwartaal;7120;2290
448;Mannen;35 tot 45 jaar;Autochtoon;2006 1e kwartaal;9450;3380
449;Mannen;35 tot 45 jaar;Autochtoon;2006 2e kwartaal;6090;1610
450;Mannen;35 tot 45 jaar;Autochtoon;2006 3e kwartaal;5810;1700
451;Mannen;35 tot 45 jaar;Autochtoon;2006 4e kwartaal;6330;2210
452;Mannen;35 tot 45 jaar;Autochtoon;2007 1e kwartaal;6980;2250
453;Mannen;35 tot 45 jaar;Autochtoon;2007 2e kwartaal;4390;1100
454;Mannen;35 tot 45 jaar;Autochtoon;2007 3e kwartaal;4830;1300
455;Mannen;35 tot 45 jaar;Autochtoon;2007 4e kwartaal;4990;1530
456;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 1e kwartaal;1530;480
457;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 2e kwartaal;1250;380
458;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 3e kwartaal;1070;330
459;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 4e kwartaal;1090;340
460;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 1e kwartaal;1280;470
461;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 2e kwartaal;950;290
462;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 3e kwartaal;910;310
463;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 4e kwartaal;940;340
464;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 1e kwartaal;1020;290
465;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 2e kwartaal;770;220
466;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 3e kwartaal;790;230
467;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 4e kwartaal;840;250
468;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 1e kwartaal;2770;870
469;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 2e kwartaal;2470;780
470;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1980;710
471;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 4e kwartaal;2290;790
472;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 1e kwartaal;2810;1030
473;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 2e kwartaal;2090;650
474;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1800;610
475;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 4e kwartaal;2180;790
476;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 1e kwartaal;2240;760
477;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1710;530
478;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1690;540
479;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1980;650
480;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 1e kwartaal;11080;3800
481;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 2e kwartaal;8110;2370
482;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 3e kwartaal;7210;2310
483;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 4e kwartaal;7750;2840
484;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 1e kwartaal;10670;4110
485;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 2e kwartaal;7130;2140
486;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 3e kwartaal;6770;2210
487;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 4e kwartaal;7740;3030
488;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 1e kwartaal;8710;3190
489;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 2e kwartaal;6010;2010
490;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 3e kwartaal;5920;2030
491;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 4e kwartaal;6880;2610
492;Mannen;45 tot 55 jaar;Autochtoon;2005 1e kwartaal;8620;2960
493;Mannen;45 tot 55 jaar;Autochtoon;2005 2e kwartaal;6060;1700
494;Mannen;45 tot 55 jaar;Autochtoon;2005 3e kwartaal;5470;1670
495;Mannen;45 tot 55 jaar;Autochtoon;2005 4e kwartaal;5850;2130
496;Mannen;45 tot 55 jaar;Autochtoon;2006 1e kwartaal;8240;3160
497;Mannen;45 tot 55 jaar;Autochtoon;2006 2e kwartaal;5260;1520
498;Mannen;45 tot 55 jaar;Autochtoon;2006 3e kwartaal;5080;1610
499;Mannen;45 tot 55 jaar;Autochtoon;2006 4e kwartaal;5750;2260
500;Mannen;45 tot 55 jaar;Autochtoon;2007 1e kwartaal;6540;2400
501;Mannen;45 tot 55 jaar;Autochtoon;2007 2e kwartaal;4340;1360
502;Mannen;45 tot 55 jaar;Autochtoon;2007 3e kwartaal;4280;1440
503;Mannen;45 tot 55 jaar;Autochtoon;2007 4e kwartaal;4990;1930
504;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 1e kwartaal;1260;430
505;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 2e kwartaal;1000;330
506;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 3e kwartaal;850;300
507;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 4e kwartaal;850;310
508;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 1e kwartaal;1100;400
509;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 2e kwartaal;790;240
510;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 3e kwartaal;800;270
511;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 4e kwartaal;810;310
512;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 1e kwartaal;920;320
513;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 2e kwartaal;670;250
514;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 3e kwartaal;670;240
515;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 4e kwartaal;730;280
516;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1200;420
517;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1050;340
518;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 3e kwartaal;890;340
519;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1060;400
520;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1340;550
521;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1080;380
522;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 3e kwartaal;900;330
523;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1180;470
524;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1250;470
525;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1000;390
526;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 3e kwartaal;980;350
527;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1160;400
528;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 1e kwartaal;5950;2010
529;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 2e kwartaal;4560;1410
530;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 3e kwartaal;3690;1150
531;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 4e kwartaal;4110;1510
532;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 1e kwartaal;5740;2370
533;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3700;1110
534;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 3e kwartaal;3910;1170
535;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 4e kwartaal;4070;1700
536;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 1e kwartaal;4070;1670
537;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 2e kwartaal;3500;1620
538;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2960;1120
539;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 4e kwartaal;3890;1760
540;Mannen;55 tot 65 jaar;Autochtoon;2005 1e kwartaal;4930;1630
541;Mannen;55 tot 65 jaar;Autochtoon;2005 2e kwartaal;3710;1130
542;Mannen;55 tot 65 jaar;Autochtoon;2005 3e kwartaal;3000;890
543;Mannen;55 tot 65 jaar;Autochtoon;2005 4e kwartaal;3300;1180
544;Mannen;55 tot 65 jaar;Autochtoon;2006 1e kwartaal;4710;1970
545;Mannen;55 tot 65 jaar;Autochtoon;2006 2e kwartaal;2950;840
546;Mannen;55 tot 65 jaar;Autochtoon;2006 3e kwartaal;3150;890
547;Mannen;55 tot 65 jaar;Autochtoon;2006 4e kwartaal;3320;1380
548;Mannen;55 tot 65 jaar;Autochtoon;2007 1e kwartaal;3290;1330
549;Mannen;55 tot 65 jaar;Autochtoon;2007 2e kwartaal;2810;1290
550;Mannen;55 tot 65 jaar;Autochtoon;2007 3e kwartaal;2380;890
551;Mannen;55 tot 65 jaar;Autochtoon;2007 4e kwartaal;3100;1410
552;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 1e kwartaal;710;270
553;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 2e kwartaal;580;190
554;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 3e kwartaal;500;180
555;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 4e kwartaal;550;220
