ID;Geslacht;OnderwijsniveauRichting;Leeftijd;Herkomst;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking15Tot65Jaar_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
1469;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Westerse allochtonen;2002;59.0;23.0;22.0;2.0;36.0;39.2;36.4;7.3
1470;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Westerse allochtonen;2003;60.0;26.0;22.0;4.0;34.0;42.8;36.6;14.5
1471;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Westerse allochtonen;2004;55.0;21.0;17.0;5.0;34.0;38.7;30.3;21.6
1472;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Westerse allochtonen;2005;57.0;18.0;14.0;4.0;39.0;31.9;25.1;21.3
1473;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Westerse allochtonen;2006;55.0;18.0;16.0;2.0;37.0;32.7;29.7;9.0
1474;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;1996;66.0;26.0;18.0;9.0;40.0;39.8;27.0;32.3
1475;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;1997;70.0;30.0;20.0;10.0;40.0;42.5;28.8;32.2
1476;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;1998;73.0;29.0;21.0;8.0;44.0;39.2;28.6;27.1
1477;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;1999;72.0;33.0;27.0;6.0;39.0;45.9;37.7;18.0
1478;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2000;88.0;31.0;25.0;7.0;56.0;35.8;28.0;21.7
1479;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2001;94.0;39.0;33.0;6.0;55.0;41.0;35.1;14.4
1480;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2002;102.0;37.0;29.0;8.0;65.0;36.3;28.4;21.8
1481;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2003;108.0;37.0;29.0;8.0;71.0;34.2;27.1;20.7
1482;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2004;110.0;43.0;32.0;12.0;67.0;39.3;28.6;27.2
1483;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2005;118.0;41.0;30.0;11.0;77.0;34.9;25.4;27.1
1484;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Niet-westerse allochtonen;2006;123.0;36.0;27.0;9.0;87.0;29.1;21.9;24.5
1485;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;1996;15.0;5.0;4.0;;10.0;32.9;27.8;
1486;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;1997;17.0;6.0;4.0;3.0;10.0;38.3;21.3;44.4
1487;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;1998;19.0;7.0;6.0;2.0;12.0;38.9;29.3;24.6
1488;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;1999;17.0;8.0;7.0;;10.0;44.6;38.3;
1489;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2000;20.0;8.0;7.0;;11.0;42.3;36.9;
1490;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2001;21.0;8.0;7.0;;12.0;39.1;35.4;
1491;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2002;22.0;10.0;8.0;2.0;12.0;44.8;36.9;17.6
1492;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2003;22.0;9.0;7.0;2.0;13.0;41.5;32.7;21.1
1493;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2004;22.0;8.0;7.0;;14.0;35.5;30.3;
1494;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2005;22.0;6.0;4.0;2.0;15.0;29.8;20.7;30.3
1495;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Turken;2006;27.0;9.0;7.0;2.0;18.0;34.0;25.7;24.6
1496;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;1996;13.0;6.0;3.0;3.0;7.0;47.6;26.6;44.2
1497;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;1997;15.0;6.0;4.0;;10.0;36.6;28.8;
1498;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;1998;15.0;7.0;5.0;2.0;9.0;43.0;29.8;30.6
1499;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;1999;13.0;6.0;5.0;;7.0;45.2;35.7;
1500;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2000;21.0;9.0;7.0;2.0;12.0;42.0;31.4;25.3
1501;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2001;18.0;8.0;7.0;;10.0;42.9;39.9;
1502;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2002;19.0;8.0;6.0;2.0;11.0;42.5;34.2;19.6
1503;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2003;19.0;7.0;6.0;;12.0;37.2;29.6;
1504;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2004;17.0;6.0;4.0;2.0;11.0;36.2;22.1;39.0
1505;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2005;22.0;9.0;6.0;2.0;13.0;39.4;29.7;24.6
1506;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Marokkanen;2006;21.0;6.0;4.0;2.0;15.0;26.6;18.5;30.4
1507;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;1996;15.0;6.0;4.0;2.0;9.0;39.9;27.8;30.3
1508;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;1997;19.0;8.0;7.0;;11.0;42.6;35.0;
1509;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;1998;13.0;7.0;5.0;2.0;6.0;52.4;34.0;35.2
1510;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;1999;16.0;9.0;8.0;;7.0;58.3;49.9;
1511;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2000;13.0;5.0;4.0;;8.0;36.5;27.1;
1512;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2001;20.0;9.0;7.0;2.0;12.0;43.2;33.9;21.5
1513;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2002;21.0;8.0;5.0;2.0;13.0;37.4;25.5;31.8
1514;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2003;21.0;6.0;5.0;2.0;15.0;29.8;22.1;25.9
1515;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2004;25.0;13.0;9.0;4.0;13.0;50.0;36.0;27.9
1516;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2005;27.0;11.0;8.0;3.0;16.0;41.8;29.6;29.3
1517;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Surinamers;2006;26.0;6.0;5.0;2.0;20.0;24.6;17.6;28.5
1518;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;1996;6.0;3.0;;;3.0;45.8;;
1519;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;1997;5.0;3.0;2.0;;2.0;54.7;37.1;
1520;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;1998;6.0;;;;4.0;;;
1521;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;1999;6.0;2.0;2.0;;4.0;39.1;28.0;
1522;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2000;7.0;3.0;2.0;;5.0;36.0;26.4;
1523;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2001;9.0;3.0;2.0;;6.0;34.7;24.8;
1524;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2002;6.0;2.0;;;4.0;30.0;;
1525;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2003;7.0;2.0;2.0;;5.0;34.2;28.4;
1526;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2004;8.0;4.0;3.0;;4.0;50.4;31.8;
1527;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2005;10.0;4.0;3.0;;6.0;38.9;28.0;
1528;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Antillianen/Arubanen;2006;9.0;4.0;3.0;;5.0;43.7;35.4;
1529;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;1996;18.0;7.0;5.0;2.0;11.0;37.8;27.2;28.2
1530;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;1997;14.0;7.0;4.0;3.0;7.0;49.3;26.5;46.2
1531;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;1998;19.0;6.0;5.0;;13.0;31.4;24.6;
1532;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;1999;20.0;8.0;6.0;2.0;12.0;39.6;31.4;20.8
1533;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2000;26.0;7.0;5.0;2.0;20.0;25.6;19.6;23.5
1534;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2001;26.0;11.0;9.0;;15.0;41.7;36.0;
1535;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2002;35.0;10.0;8.0;2.0;25.0;27.9;22.1;21.0
1536;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2003;39.0;12.0;10.0;2.0;27.0;31.2;25.4;18.5
1537;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2004;38.0;13.0;10.0;3.0;26.0;33.4;25.0;25.3
1538;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2005;39.0;11.0;9.0;3.0;27.0;29.4;22.2;24.6
1539;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;15-24 jaar;Overige niet-westerse allochtonen;2006;40.0;11.0;9.0;2.0;29.0;26.9;21.2;21.0
1540;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;1996;549.0;401.0;364.0;37.0;148.0;73.0;66.3;9.2
1541;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;1997;546.0;403.0;369.0;34.0;143.0;73.8;67.5;8.5
1542;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;1998;503.0;379.0;352.0;27.0;123.0;75.4;70.0;7.1
1543;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;1999;483.0;361.0;341.0;20.0;121.0;74.9;70.7;5.6
1544;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2000;468.0;354.0;336.0;18.0;114.0;75.6;71.9;5.0
1545;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2001;436.0;328.0;313.0;15.0;109.0;75.1;71.7;4.6
1546;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2002;414.0;307.0;287.0;21.0;107.0;74.2;69.2;6.7
1547;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2003;387.0;288.0;262.0;26.0;99.0;74.4;67.6;9.2
1548;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2004;332.0;259.0;238.0;22.0;73.0;78.0;71.6;8.3
1549;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2005;312.0;241.0;219.0;22.0;71.0;77.2;70.3;9.0
1550;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Totaal herkomst;2006;307.0;238.0;222.0;16.0;69.0;77.5;72.3;6.7
1551;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;1996;434.0;324.0;302.0;22.0;110.0;74.7;69.5;6.9
1552;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;1997;425.0;320.0;302.0;18.0;105.0;75.3;71.0;5.6
1553;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;1998;381.0;296.0;280.0;16.0;85.0;77.6;73.4;5.4
1554;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;1999;366.0;287.0;276.0;11.0;80.0;78.2;75.3;3.8
1555;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2000;349.0;273.0;264.0;9.0;76.0;78.2;75.8;3.2
1556;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2001;314.0;247.0;240.0;6.0;67.0;78.5;76.5;2.6
1557;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2002;294.0;227.0;219.0;9.0;66.0;77.5;74.5;3.9
1558;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2003;270.0;213.0;200.0;13.0;57.0;78.7;74.0;6.1
1559;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2004;252.0;202.0;189.0;13.0;50.0;80.3;75.0;6.5
1560;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2005;225.0;182.0;171.0;10.0;44.0;80.7;76.1;5.7
1561;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Autochtonen;2006;222.0;181.0;171.0;10.0;41.0;81.6;77.3;5.3
1562;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;1996;113.0;76.0;61.0;14.0;38.0;66.8;54.2;18.8
1563;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;1997;122.0;83.0;67.0;16.0;38.0;68.7;55.2;19.6
1564;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;1998;121.0;83.0;72.0;11.0;38.0;68.7;59.5;13.4
1565;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;1999;116.0;75.0;65.0;9.0;41.0;64.5;56.3;12.7
1566;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2000;119.0;81.0;72.0;9.0;38.0;67.9;60.5;11.0
1567;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2001;122.0;81.0;72.0;8.0;41.0;66.2;59.3;10.5
1568;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2002;120.0;80.0;68.0;12.0;41.0;66.2;56.5;14.7
1569;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2003;116.0;75.0;62.0;13.0;41.0;64.4;52.9;17.9
1570;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2004;80.0;57.0;49.0;8.0;23.0;71.1;60.8;14.5
1571;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2005;87.0;59.0;48.0;11.0;27.0;68.3;55.2;19.3
1572;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Allochtonen;2006;85.0;56.0;50.0;6.0;28.0;66.6;59.0;11.5
1573;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;1996;45.0;32.0;27.0;5.0;13.0;71.9;60.9;15.4
1574;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;1997;48.0;35.0;30.0;4.0;13.0;72.4;63.0;12.9
1575;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;1998;42.0;33.0;30.0;3.0;9.0;77.9;70.4;9.7
1576;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;1999;38.0;27.0;25.0;2.0;12.0;69.1;65.1;5.8
1577;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2000;41.0;32.0;29.0;3.0;10.0;76.5;69.6;9.0
1578;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2001;37.0;27.0;24.0;3.0;10.0;73.0;65.4;10.3
1579;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2002;37.0;26.0;23.0;3.0;11.0;71.3;64.0;10.2
1580;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2003;33.0;24.0;22.0;3.0;9.0;73.1;65.1;10.9
1581;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2004;23.0;19.0;16.0;2.0;5.0;80.4;71.3;11.3
1582;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2005;25.0;18.0;15.0;3.0;7.0;73.9;61.5;16.8
1583;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Westerse allochtonen;2006;25.0;21.0;19.0;2.0;4.0;83.9;76.7;8.6
1584;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;1996;68.0;43.0;34.0;9.0;25.0;63.4;49.8;21.4
1585;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;1997;74.0;49.0;37.0;12.0;25.0;66.3;50.1;24.4
1586;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;1998;79.0;50.0;42.0;8.0;29.0;63.8;53.7;15.9
1587;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;1999;77.0;48.0;40.0;8.0;29.0;62.2;52.0;16.5
1588;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2000;78.0;49.0;43.0;6.0;28.0;63.4;55.6;12.3
1589;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2001;85.0;54.0;48.0;6.0;31.0;63.3;56.6;10.6
1590;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2002;84.0;54.0;45.0;9.0;30.0;64.0;53.2;16.9
1591;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2003;83.0;51.0;40.0;11.0;32.0;61.0;48.0;21.3
1592;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2004;57.0;39.0;32.0;6.0;19.0;67.4;56.6;16.1
1593;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2005;62.0;41.0;32.0;8.0;21.0;66.1;52.6;20.4
1594;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Niet-westerse allochtonen;2006;59.0;35.0;31.0;5.0;24.0;59.3;51.5;13.2
1595;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;1996;20.0;13.0;10.0;3.0;7.0;65.0;49.3;24.1
1596;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;1997;19.0;12.0;9.0;3.0;7.0;65.4;48.8;25.4
1597;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;1998;23.0;14.0;12.0;2.0;8.0;62.8;54.0;14.0
1598;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;1999;19.0;12.0;9.0;2.0;7.0;62.8;50.4;19.8
1599;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2000;21.0;14.0;13.0;;7.0;66.2;61.0;
1600;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2001;22.0;13.0;12.0;;9.0;60.4;53.7;
1601;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2002;23.0;14.0;13.0;;9.0;61.9;55.7;
1602;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2003;23.0;14.0;12.0;2.0;9.0;62.0;52.7;14.9
1603;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2004;14.0;8.0;7.0;;6.0;58.1;49.7;
1604;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2005;16.0;10.0;9.0;;6.0;64.9;57.0;
1605;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Turken;2006;15.0;9.0;8.0;;6.0;60.8;51.2;
1606;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;1996;12.0;7.0;6.0;2.0;4.0;64.3;50.6;21.3
1607;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;1997;13.0;9.0;7.0;2.0;3.0;73.3;56.7;22.6
1608;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;1998;12.0;9.0;8.0;;3.0;72.4;62.5;
1609;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;1999;15.0;11.0;9.0;2.0;5.0;70.6;57.4;18.7
1610;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2000;10.0;6.0;5.0;;4.0;63.4;52.0;
1611;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2001;16.0;10.0;9.0;;6.0;63.7;55.2;
1612;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2002;19.0;12.0;11.0;2.0;6.0;65.9;57.8;12.3
1613;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2003;16.0;10.0;8.0;2.0;6.0;61.8;49.6;19.7
1614;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2004;12.0;9.0;6.0;3.0;3.0;72.7;51.4;29.3
1615;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2005;14.0;8.0;6.0;2.0;6.0;57.8;42.6;26.3
1616;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Marokkanen;2006;16.0;8.0;7.0;;8.0;51.8;44.2;
1617;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;1996;14.0;10.0;8.0;2.0;5.0;66.9;55.1;17.6
1618;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;1997;16.0;12.0;10.0;2.0;4.0;76.1;64.0;15.8
1619;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;1998;13.0;10.0;8.0;2.0;3.0;76.6;58.8;23.3
1620;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;1999;17.0;13.0;12.0;2.0;3.0;79.3;70.3;11.4
1621;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;2000;22.0;16.0;13.0;2.0;6.0;71.2;61.1;14.3
1622;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;2001;17.0;14.0;13.0;;3.0;84.5;76.5;
1623;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;2002;16.0;11.0;8.0;3.0;4.0;72.0;53.3;26.0
1624;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;2003;16.0;13.0;10.0;3.0;3.0;80.3;61.3;23.7
1625;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;2004;15.0;11.0;10.0;;3.0;76.8;69.3;
1626;Mannen en vrouwen;Vmbo, mbo1, avo onderbouw, totaal;25-34 jaar;Surinamers;2005;13.0;11.0;9.0;2.0;2.0;83.2;68.9;17.2
