ID;Uitvoerstromen;Landen;Perioden;Verdiensten_1;ArbeidsvolumeDankzijUitvoer_2;BijdrageAanBrutoBinnenlandsProduct_3;BijdrageAanArbeidsvolume_4
429;Wederuitvoer;Turkije;2018;322;3;0.0;0.0
430;Wederuitvoer;Turkije;2019;351;3;0.0;0.0
431;Wederuitvoer;Turkije;2020;325;3;0.0;0.0
432;Wederuitvoer;Verenigd Koninkrijk;2015;3024;28;0.4;0.4
433;Wederuitvoer;Verenigd Koninkrijk;2016;2963;27;0.4;0.4
434;Wederuitvoer;Verenigd Koninkrijk;2017;3110;28;0.4;0.4
435;Wederuitvoer;Verenigd Koninkrijk;2018;3138;28;0.4;0.4
436;Wederuitvoer;Verenigd Koninkrijk;2019;3129;27;0.4;0.4
437;Wederuitvoer;Verenigd Koninkrijk;2020;2932;25;0.4;0.3
438;Wederuitvoer;Verenigde Staten;2015;719;7;0.1;0.1
439;Wederuitvoer;Verenigde Staten;2016;707;7;0.1;0.1
440;Wederuitvoer;Verenigde Staten;2017;807;7;0.1;0.1
441;Wederuitvoer;Verenigde Staten;2018;819;7;0.1;0.1
442;Wederuitvoer;Verenigde Staten;2019;997;9;0.1;0.1
443;Wederuitvoer;Verenigde Staten;2020;937;8;0.1;0.1
444;Wederuitvoer;Vietnam;2015;18;0;0.0;0.0
445;Wederuitvoer;Vietnam;2016;23;0;0.0;0.0
446;Wederuitvoer;Vietnam;2017;27;0;0.0;0.0
447;Wederuitvoer;Vietnam;2018;33;0;0.0;0.0
448;Wederuitvoer;Vietnam;2019;38;0;0.0;0.0
449;Wederuitvoer;Vietnam;2020;45;0;0.0;0.0
450;Wederuitvoer;Zuid-Afrika;2015;108;1;0.0;0.0
451;Wederuitvoer;Zuid-Afrika;2016;97;1;0.0;0.0
452;Wederuitvoer;Zuid-Afrika;2017;115;1;0.0;0.0
453;Wederuitvoer;Zuid-Afrika;2018;117;1;0.0;0.0
454;Wederuitvoer;Zuid-Afrika;2019;121;1;0.0;0.0
455;Wederuitvoer;Zuid-Afrika;2020;89;1;0.0;0.0
456;Wederuitvoer;Zweden;2015;749;7;0.1;0.1
457;Wederuitvoer;Zweden;2016;793;7;0.1;0.1
458;Wederuitvoer;Zweden;2017;829;8;0.1;0.1
459;Wederuitvoer;Zweden;2018;808;7;0.1;0.1
460;Wederuitvoer;Zweden;2019;830;7;0.1;0.1
461;Wederuitvoer;Zweden;2020;808;7;0.1;0.1
462;Wederuitvoer;Zwitserland;2015;407;4;0.1;0.1
463;Wederuitvoer;Zwitserland;2016;443;4;0.1;0.1
464;Wederuitvoer;Zwitserland;2017;435;4;0.1;0.1
465;Wederuitvoer;Zwitserland;2018;450;4;0.1;0.1
466;Wederuitvoer;Zwitserland;2019;470;4;0.1;0.1
467;Wederuitvoer;Zwitserland;2020;609;5;0.1;0.1
468;Uitvoer diensten (incl. reisverkeer);Totaal landen;2015;97469;959;14.1;13.7
469;Uitvoer diensten (incl. reisverkeer);Totaal landen;2016;93044;939;13.1;13.1
470;Uitvoer diensten (incl. reisverkeer);Totaal landen;2017;99301;989;13.5;13.5
471;Uitvoer diensten (incl. reisverkeer);Totaal landen;2018;105353;1042;13.6;13.8
472;Uitvoer diensten (incl. reisverkeer);Totaal landen;2019;110943;1070;13.6;13.8
473;Uitvoer diensten (incl. reisverkeer);Totaal landen;2020;99965;1021;12.5;13.1
474;Uitvoer diensten (incl. reisverkeer);België;2015;6923;72;1.0;1.0
475;Uitvoer diensten (incl. reisverkeer);België;2016;7160;75;1.0;1.0
476;Uitvoer diensten (incl. reisverkeer);België;2017;7507;76;1.0;1.0
477;Uitvoer diensten (incl. reisverkeer);België;2018;7718;78;1.0;1.0
478;Uitvoer diensten (incl. reisverkeer);België;2019;8612;84;1.1;1.1
479;Uitvoer diensten (incl. reisverkeer);België;2020;7366;76;0.9;1.0
480;Uitvoer diensten (incl. reisverkeer);Brazilië;2015;985;9;0.1;0.1
481;Uitvoer diensten (incl. reisverkeer);Brazilië;2016;845;7;0.1;0.1
482;Uitvoer diensten (incl. reisverkeer);Brazilië;2017;939;9;0.1;0.1
483;Uitvoer diensten (incl. reisverkeer);Brazilië;2018;757;7;0.1;0.1
484;Uitvoer diensten (incl. reisverkeer);Brazilië;2019;674;6;0.1;0.1
485;Uitvoer diensten (incl. reisverkeer);Brazilië;2020;1118;9;0.1;0.1
486;Uitvoer diensten (incl. reisverkeer);Canada;2015;877;8;0.1;0.1
487;Uitvoer diensten (incl. reisverkeer);Canada;2016;837;8;0.1;0.1
488;Uitvoer diensten (incl. reisverkeer);Canada;2017;1078;10;0.1;0.1
489;Uitvoer diensten (incl. reisverkeer);Canada;2018;1320;13;0.2;0.2
490;Uitvoer diensten (incl. reisverkeer);Canada;2019;1530;15;0.2;0.2
491;Uitvoer diensten (incl. reisverkeer);Canada;2020;1217;12;0.2;0.2
492;Uitvoer diensten (incl. reisverkeer);China;2015;1452;14;0.2;0.2
493;Uitvoer diensten (incl. reisverkeer);China;2016;1190;12;0.2;0.2
494;Uitvoer diensten (incl. reisverkeer);China;2017;1132;11;0.2;0.2
495;Uitvoer diensten (incl. reisverkeer);China;2018;1113;11;0.1;0.1
496;Uitvoer diensten (incl. reisverkeer);China;2019;1401;14;0.2;0.2
497;Uitvoer diensten (incl. reisverkeer);China;2020;1487;16;0.2;0.2
498;Uitvoer diensten (incl. reisverkeer);Denemarken;2015;1225;12;0.2;0.2
499;Uitvoer diensten (incl. reisverkeer);Denemarken;2016;1258;13;0.2;0.2
500;Uitvoer diensten (incl. reisverkeer);Denemarken;2017;1404;14;0.2;0.2
501;Uitvoer diensten (incl. reisverkeer);Denemarken;2018;2031;22;0.3;0.3
502;Uitvoer diensten (incl. reisverkeer);Denemarken;2019;1951;20;0.2;0.3
503;Uitvoer diensten (incl. reisverkeer);Denemarken;2020;1997;20;0.2;0.3
504;Uitvoer diensten (incl. reisverkeer);Duitsland;2015;14915;156;2.2;2.2
505;Uitvoer diensten (incl. reisverkeer);Duitsland;2016;14947;159;2.1;2.2
506;Uitvoer diensten (incl. reisverkeer);Duitsland;2017;16360;171;2.2;2.3
507;Uitvoer diensten (incl. reisverkeer);Duitsland;2018;17572;182;2.3;2.4
508;Uitvoer diensten (incl. reisverkeer);Duitsland;2019;18768;188;2.3;2.4
509;Uitvoer diensten (incl. reisverkeer);Duitsland;2020;15756;168;2.0;2.2
510;Uitvoer diensten (incl. reisverkeer);Frankrijk;2015;5485;53;0.8;0.8
511;Uitvoer diensten (incl. reisverkeer);Frankrijk;2016;4905;49;0.7;0.7
512;Uitvoer diensten (incl. reisverkeer);Frankrijk;2017;5722;57;0.8;0.8
513;Uitvoer diensten (incl. reisverkeer);Frankrijk;2018;6107;60;0.8;0.8
514;Uitvoer diensten (incl. reisverkeer);Frankrijk;2019;6462;62;0.8;0.8
515;Uitvoer diensten (incl. reisverkeer);Frankrijk;2020;6029;62;0.8;0.8
516;Uitvoer diensten (incl. reisverkeer);Ierland;2015;2240;22;0.3;0.3
517;Uitvoer diensten (incl. reisverkeer);Ierland;2016;2263;22;0.3;0.3
518;Uitvoer diensten (incl. reisverkeer);Ierland;2017;2534;26;0.3;0.4
519;Uitvoer diensten (incl. reisverkeer);Ierland;2018;2960;29;0.4;0.4
520;Uitvoer diensten (incl. reisverkeer);Ierland;2019;3314;31;0.4;0.4
521;Uitvoer diensten (incl. reisverkeer);Ierland;2020;3549;36;0.4;0.5
522;Uitvoer diensten (incl. reisverkeer);India;2015;503;5;0.1;0.1
523;Uitvoer diensten (incl. reisverkeer);India;2016;580;6;0.1;0.1
524;Uitvoer diensten (incl. reisverkeer);India;2017;602;6;0.1;0.1
525;Uitvoer diensten (incl. reisverkeer);India;2018;662;7;0.1;0.1
526;Uitvoer diensten (incl. reisverkeer);India;2019;847;8;0.1;0.1
527;Uitvoer diensten (incl. reisverkeer);India;2020;746;7;0.1;0.1
528;Uitvoer diensten (incl. reisverkeer);Indonesië;2015;494;5;0.1;0.1
529;Uitvoer diensten (incl. reisverkeer);Indonesië;2016;379;4;0.1;0.1
530;Uitvoer diensten (incl. reisverkeer);Indonesië;2017;344;3;0.0;0.0
531;Uitvoer diensten (incl. reisverkeer);Indonesië;2018;303;3;0.0;0.0
532;Uitvoer diensten (incl. reisverkeer);Indonesië;2019;308;3;0.0;0.0
533;Uitvoer diensten (incl. reisverkeer);Indonesië;2020;279;3;0.0;0.0
534;Uitvoer diensten (incl. reisverkeer);Italië;2015;2181;21;0.3;0.3
535;Uitvoer diensten (incl. reisverkeer);Italië;2016;2311;23;0.3;0.3
536;Uitvoer diensten (incl. reisverkeer);Italië;2017;2508;25;0.3;0.3
537;Uitvoer diensten (incl. reisverkeer);Italië;2018;2766;27;0.4;0.4
538;Uitvoer diensten (incl. reisverkeer);Italië;2019;3026;29;0.4;0.4
539;Uitvoer diensten (incl. reisverkeer);Italië;2020;2473;27;0.3;0.3
540;Uitvoer diensten (incl. reisverkeer);Nigeria;2015;425;4;0.1;0.1
541;Uitvoer diensten (incl. reisverkeer);Nigeria;2016;310;3;0.0;0.0
542;Uitvoer diensten (incl. reisverkeer);Nigeria;2017;231;2;0.0;0.0
543;Uitvoer diensten (incl. reisverkeer);Nigeria;2018;244;2;0.0;0.0
544;Uitvoer diensten (incl. reisverkeer);Nigeria;2019;265;2;0.0;0.0
545;Uitvoer diensten (incl. reisverkeer);Nigeria;2020;238;2;0.0;0.0
546;Uitvoer diensten (incl. reisverkeer);Noorwegen;2015;736;7;0.1;0.1
547;Uitvoer diensten (incl. reisverkeer);Noorwegen;2016;692;6;0.1;0.1
548;Uitvoer diensten (incl. reisverkeer);Noorwegen;2017;717;7;0.1;0.1
549;Uitvoer diensten (incl. reisverkeer);Noorwegen;2018;677;6;0.1;0.1
550;Uitvoer diensten (incl. reisverkeer);Noorwegen;2019;665;6;0.1;0.1
551;Uitvoer diensten (incl. reisverkeer);Noorwegen;2020;648;6;0.1;0.1
552;Uitvoer diensten (incl. reisverkeer);Polen;2015;1302;14;0.2;0.2
553;Uitvoer diensten (incl. reisverkeer);Polen;2016;1419;15;0.2;0.2
554;Uitvoer diensten (incl. reisverkeer);Polen;2017;1471;16;0.2;0.2
555;Uitvoer diensten (incl. reisverkeer);Polen;2018;1652;17;0.2;0.2
556;Uitvoer diensten (incl. reisverkeer);Polen;2019;1824;18;0.2;0.2
557;Uitvoer diensten (incl. reisverkeer);Polen;2020;1907;21;0.2;0.3
558;Uitvoer diensten (incl. reisverkeer);Rusland;2015;810;8;0.1;0.1
559;Uitvoer diensten (incl. reisverkeer);Rusland;2016;644;7;0.1;0.1
560;Uitvoer diensten (incl. reisverkeer);Rusland;2017;1136;11;0.2;0.2
561;Uitvoer diensten (incl. reisverkeer);Rusland;2018;983;10;0.1;0.1
562;Uitvoer diensten (incl. reisverkeer);Rusland;2019;925;9;0.1;0.1
563;Uitvoer diensten (incl. reisverkeer);Rusland;2020;789;8;0.1;0.1
564;Uitvoer diensten (incl. reisverkeer);Singapore;2015;1023;10;0.1;0.1
565;Uitvoer diensten (incl. reisverkeer);Singapore;2016;963;9;0.1;0.1
566;Uitvoer diensten (incl. reisverkeer);Singapore;2017;943;9;0.1;0.1
567;Uitvoer diensten (incl. reisverkeer);Singapore;2018;964;9;0.1;0.1
568;Uitvoer diensten (incl. reisverkeer);Singapore;2019;1064;10;0.1;0.1
569;Uitvoer diensten (incl. reisverkeer);Singapore;2020;787;8;0.1;0.1
570;Uitvoer diensten (incl. reisverkeer);Spanje;2015;1798;17;0.3;0.2
571;Uitvoer diensten (incl. reisverkeer);Spanje;2016;2125;21;0.3;0.3
572;Uitvoer diensten (incl. reisverkeer);Spanje;2017;2354;23;0.3;0.3
573;Uitvoer diensten (incl. reisverkeer);Spanje;2018;2514;24;0.3;0.3
574;Uitvoer diensten (incl. reisverkeer);Spanje;2019;2722;25;0.3;0.3
575;Uitvoer diensten (incl. reisverkeer);Spanje;2020;2178;22;0.3;0.3
576;Uitvoer diensten (incl. reisverkeer);Thailand;2015;436;4;0.1;0.1
577;Uitvoer diensten (incl. reisverkeer);Thailand;2016;278;3;0.0;0.0
578;Uitvoer diensten (incl. reisverkeer);Thailand;2017;234;2;0.0;0.0
579;Uitvoer diensten (incl. reisverkeer);Thailand;2018;232;2;0.0;0.0
580;Uitvoer diensten (incl. reisverkeer);Thailand;2019;252;2;0.0;0.0
581;Uitvoer diensten (incl. reisverkeer);Thailand;2020;256;3;0.0;0.0
582;Uitvoer diensten (incl. reisverkeer);Turkije;2015;555;5;0.1;0.1
583;Uitvoer diensten (incl. reisverkeer);Turkije;2016;438;5;0.1;0.1
584;Uitvoer diensten (incl. reisverkeer);Turkije;2017;410;4;0.1;0.1
585;Uitvoer diensten (incl. reisverkeer);Turkije;2018;396;4;0.1;0.1
586;Uitvoer diensten (incl. reisverkeer);Turkije;2019;453;4;0.1;0.1
587;Uitvoer diensten (incl. reisverkeer);Turkije;2020;400;4;0.1;0.1
588;Uitvoer diensten (incl. reisverkeer);Verenigd Koninkrijk;2015;13312;129;1.9;1.8
589;Uitvoer diensten (incl. reisverkeer);Verenigd Koninkrijk;2016;13071;131;1.8;1.8
590;Uitvoer diensten (incl. reisverkeer);Verenigd Koninkrijk;2017;14519;145;2.0;2.0
591;Uitvoer diensten (incl. reisverkeer);Verenigd Koninkrijk;2018;15094;149;2.0;2.0
592;Uitvoer diensten (incl. reisverkeer);Verenigd Koninkrijk;2019;15807;152;1.9;2.0
593;Uitvoer diensten (incl. reisverkeer);Verenigd Koninkrijk;2020;13324;135;1.7;1.7
594;Uitvoer diensten (incl. reisverkeer);Verenigde Staten;2015;9624;89;1.4;1.3
595;Uitvoer diensten (incl. reisverkeer);Verenigde Staten;2016;8893;86;1.3;1.2
596;Uitvoer diensten (incl. reisverkeer);Verenigde Staten;2017;8470;80;1.1;1.1
597;Uitvoer diensten (incl. reisverkeer);Verenigde Staten;2018;8507;80;1.1;1.1
598;Uitvoer diensten (incl. reisverkeer);Verenigde Staten;2019;8628;79;1.1;1.0
599;Uitvoer diensten (incl. reisverkeer);Verenigde Staten;2020;7986;80;1.0;1.0
600;Uitvoer diensten (incl. reisverkeer);Vietnam;2015;192;2;0.0;0.0
601;Uitvoer diensten (incl. reisverkeer);Vietnam;2016;138;1;0.0;0.0
602;Uitvoer diensten (incl. reisverkeer);Vietnam;2017;140;1;0.0;0.0
603;Uitvoer diensten (incl. reisverkeer);Vietnam;2018;149;2;0.0;0.0
604;Uitvoer diensten (incl. reisverkeer);Vietnam;2019;138;1;0.0;0.0
605;Uitvoer diensten (incl. reisverkeer);Vietnam;2020;123;1;0.0;0.0
606;Uitvoer diensten (incl. reisverkeer);Zuid-Afrika;2015;322;3;0.0;0.0
607;Uitvoer diensten (incl. reisverkeer);Zuid-Afrika;2016;331;3;0.0;0.0
608;Uitvoer diensten (incl. reisverkeer);Zuid-Afrika;2017;347;3;0.0;0.0
609;Uitvoer diensten (incl. reisverkeer);Zuid-Afrika;2018;348;3;0.0;0.0
610;Uitvoer diensten (incl. reisverkeer);Zuid-Afrika;2019;369;4;0.0;0.0
611;Uitvoer diensten (incl. reisverkeer);Zuid-Afrika;2020;387;4;0.0;0.1
612;Uitvoer diensten (incl. reisverkeer);Zweden;2015;2029;20;0.3;0.3
613;Uitvoer diensten (incl. reisverkeer);Zweden;2016;1785;18;0.3;0.3
614;Uitvoer diensten (incl. reisverkeer);Zweden;2017;2092;21;0.3;0.3
615;Uitvoer diensten (incl. reisverkeer);Zweden;2018;2292;23;0.3;0.3
616;Uitvoer diensten (incl. reisverkeer);Zweden;2019;2418;23;0.3;0.3
617;Uitvoer diensten (incl. reisverkeer);Zweden;2020;2331;23;0.3;0.3
618;Uitvoer diensten (incl. reisverkeer);Zwitserland;2015;6022;59;0.9;0.8
619;Uitvoer diensten (incl. reisverkeer);Zwitserland;2016;5113;51;0.7;0.7
620;Uitvoer diensten (incl. reisverkeer);Zwitserland;2017;4266;41;0.6;0.6
621;Uitvoer diensten (incl. reisverkeer);Zwitserland;2018;3643;34;0.5;0.4
622;Uitvoer diensten (incl. reisverkeer);Zwitserland;2019;3657;33;0.4;0.4
623;Uitvoer diensten (incl. reisverkeer);Zwitserland;2020;3974;37;0.5;0.5
