ID;HealthAndLifestyle;PersonalCharacteristics;Periods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
435;1234;Age: 18 to 35 years;2008;5.0;95.0;7.0;93.0
436;1234;Age: 18 to 35 years;2009;7.0;93.0;9.0;91.0
437;1234;Age: 18 to 35 years;2010 old method;7.0;93.0;9.0;91.0
438;1234;Age: 18 to 35 years;2010 new method;12.0;88.0;10.0;90.0
439;1234;Age: 18 to 35 years;2012;;;;
440;1234;Age: 35 to 50 years;2003;10.0;90.0;12.0;88.0
441;1234;Age: 35 to 50 years;2004;10.0;90.0;12.0;88.0
442;1234;Age: 35 to 50 years;2005;10.0;90.0;11.0;89.0
443;1234;Age: 35 to 50 years;2006;9.0;91.0;12.0;88.0
444;1234;Age: 35 to 50 years;2007;8.0;92.0;11.0;89.0
445;1234;Age: 35 to 50 years;2008;10.0;90.0;11.0;89.0
446;1234;Age: 35 to 50 years;2009;9.0;91.0;13.0;87.0
447;1234;Age: 35 to 50 years;2010 old method;10.0;90.0;13.0;87.0
448;1234;Age: 35 to 50 years;2010 new method;14.0;86.0;14.0;86.0
449;1234;Age: 35 to 50 years;2012;;;;
450;1234;Age: 50 to 65 years;2003;13.0;87.0;11.0;89.0
451;1234;Age: 50 to 65 years;2004;12.0;88.0;12.0;88.0
452;1234;Age: 50 to 65 years;2005;13.0;87.0;13.0;87.0
453;1234;Age: 50 to 65 years;2006;11.0;89.0;13.0;87.0
454;1234;Age: 50 to 65 years;2007;12.0;88.0;12.0;88.0
455;1234;Age: 50 to 65 years;2008;12.0;88.0;11.0;89.0
456;1234;Age: 50 to 65 years;2009;10.0;90.0;11.0;89.0
457;1234;Age: 50 to 65 years;2010 old method;12.0;88.0;11.0;89.0
458;1234;Age: 50 to 65 years;2010 new method;14.0;86.0;14.0;86.0
459;1234;Age: 50 to 65 years;2012;;;;
460;1234;Age: 65 years or older;2003;17.0;83.0;14.0;86.0
461;1234;Age: 65 years or older;2004;16.0;84.0;12.0;88.0
462;1234;Age: 65 years or older;2005;17.0;83.0;12.0;88.0
463;1234;Age: 65 years or older;2006;14.0;86.0;11.0;89.0
464;1234;Age: 65 years or older;2007;15.0;85.0;12.0;88.0
465;1234;Age: 65 years or older;2008;14.0;86.0;11.0;89.0
466;1234;Age: 65 years or older;2009;14.0;86.0;12.0;88.0
467;1234;Age: 65 years or older;2010 old method;17.0;83.0;14.0;86.0
468;1234;Age: 65 years or older;2010 new method;19.0;81.0;15.0;85.0
469;1234;Age: 65 years or older;2012;;;;
470;1234;Origin: Dutch background;2003;10.0;90.0;10.0;90.0
471;1234;Origin: Dutch background;2004;10.0;90.0;10.0;90.0
472;1234;Origin: Dutch background;2005;10.0;90.0;10.0;90.0
473;1234;Origin: Dutch background;2006;10.0;90.0;10.0;90.0
474;1234;Origin: Dutch background;2007;9.0;91.0;10.0;90.0
475;1234;Origin: Dutch background;2008;9.0;91.0;9.0;91.0
476;1234;Origin: Dutch background;2009;9.0;91.0;9.0;91.0
477;1234;Origin: Dutch background;2010 old method;10.0;90.0;11.0;89.0
478;1234;Origin: Dutch background;2010 new method;13.0;87.0;12.0;88.0
479;1234;Origin: Dutch background;2012;;;;
480;1234;Origin: Western background;2003;15.0;85.0;13.0;87.0
481;1234;Origin: Western background;2004;12.0;88.0;13.0;87.0
482;1234;Origin: Western background;2005;14.0;86.0;12.0;88.0
483;1234;Origin: Western background;2006;12.0;88.0;12.0;88.0
484;1234;Origin: Western background;2007;13.0;87.0;13.0;87.0
485;1234;Origin: Western background;2008;12.0;88.0;13.0;87.0
486;1234;Origin: Western background;2009;11.0;89.0;15.0;85.0
487;1234;Origin: Western background;2010 old method;15.0;85.0;15.0;85.0
488;1234;Origin: Western background;2010 new method;17.0;83.0;13.0;87.0
489;1234;Origin: Western background;2012;;;;
490;1234;Origin: Non-western background;2003;26.0;74.0;23.0;77.0
491;1234;Origin: Non-western background;2004;24.0;76.0;23.0;77.0
492;1234;Origin: Non-western background;2005;24.0;76.0;22.0;78.0
493;1234;Origin: Non-western background;2006;16.0;84.0;22.0;78.0
494;1234;Origin: Non-western background;2007;21.0;79.0;17.0;83.0
495;1234;Origin: Non-western background;2008;18.0;82.0;15.0;85.0
496;1234;Origin: Non-western background;2009;18.0;82.0;22.0;78.0
497;1234;Origin: Non-western background;2010 old method;23.0;77.0;18.0;82.0
498;1234;Origin: Non-western background;2010 new method;22.0;78.0;18.0;82.0
499;1234;Origin: Non-western background;2012;;;;
500;5678;Total population;2003;15.0;85.0;17.0;83.0
501;5678;Total population;2004;16.0;84.0;18.0;82.0
502;5678;Total population;2005;16.0;84.0;19.0;81.0
503;5678;Total population;2006;15.0;85.0;18.0;82.0
504;5678;Total population;2007;17.0;83.0;18.0;82.0
505;5678;Total population;2008;16.0;84.0;16.0;84.0
506;5678;Total population;2009;15.0;85.0;17.0;83.0
507;5678;Total population;2010 old method;15.0;85.0;19.0;81.0
508;5678;Total population;2010 new method;20.0;80.0;21.0;79.0
509;5678;Total population;2012;;;;
510;5678;Gender: male;2003;15.0;85.0;16.0;84.0
511;5678;Gender: male;2004;16.0;84.0;18.0;82.0
512;5678;Gender: male;2005;16.0;84.0;18.0;82.0
513;5678;Gender: male;2006;13.0;87.0;16.0;84.0
514;5678;Gender: male;2007;16.0;84.0;17.0;83.0
515;5678;Gender: male;2008;16.0;84.0;16.0;84.0
516;5678;Gender: male;2009;14.0;86.0;16.0;84.0
517;5678;Gender: male;2010 old method;12.0;88.0;17.0;83.0
518;5678;Gender: male;2010 new method;19.0;81.0;21.0;79.0
519;5678;Gender: male;2012;;;;
520;5678;Gender: female;2003;16.0;84.0;18.0;82.0
521;5678;Gender: female;2004;16.0;84.0;19.0;81.0
522;5678;Gender: female;2005;17.0;83.0;21.0;79.0
523;5678;Gender: female;2006;18.0;82.0;20.0;80.0
524;5678;Gender: female;2007;18.0;82.0;20.0;80.0
525;5678;Gender: female;2008;16.0;84.0;16.0;84.0
526;5678;Gender: female;2009;17.0;83.0;18.0;82.0
527;5678;Gender: female;2010 old method;20.0;80.0;21.0;79.0
528;5678;Gender: female;2010 new method;22.0;78.0;22.0;78.0
529;5678;Gender: female;2012;;;;
530;5678;Age: 18 to 35 years;2003;12.0;88.0;14.0;86.0
531;5678;Age: 18 to 35 years;2004;13.0;87.0;18.0;82.0
532;5678;Age: 18 to 35 years;2005;15.0;85.0;19.0;81.0
533;5678;Age: 18 to 35 years;2006;10.0;90.0;16.0;84.0
534;5678;Age: 18 to 35 years;2007;14.0;86.0;15.0;85.0
535;5678;Age: 18 to 35 years;2008;11.0;89.0;14.0;86.0
536;5678;Age: 18 to 35 years;2009;12.0;88.0;15.0;85.0
537;5678;Age: 18 to 35 years;2010 old method;10.0;90.0;14.0;86.0
538;5678;Age: 18 to 35 years;2010 new method;16.0;84.0;20.0;80.0
539;5678;Age: 18 to 35 years;2012;;;;
540;5678;Age: 35 to 50 years;2003;15.0;85.0;18.0;82.0
541;5678;Age: 35 to 50 years;2004;16.0;84.0;19.0;81.0
542;5678;Age: 35 to 50 years;2005;16.0;84.0;19.0;81.0
543;5678;Age: 35 to 50 years;2006;16.0;84.0;19.0;81.0
544;5678;Age: 35 to 50 years;2007;16.0;84.0;19.0;81.0
545;5678;Age: 35 to 50 years;2008;19.0;81.0;19.0;81.0
546;5678;Age: 35 to 50 years;2009;16.0;84.0;18.0;82.0
547;5678;Age: 35 to 50 years;2010 old method;15.0;85.0;21.0;79.0
548;5678;Age: 35 to 50 years;2010 new method;21.0;79.0;21.0;79.0
549;5678;Age: 35 to 50 years;2012;;;;
550;5678;Age: 50 to 65 years;2003;17.0;83.0;18.0;82.0
551;5678;Age: 50 to 65 years;2004;17.0;83.0;19.0;81.0
552;5678;Age: 50 to 65 years;2005;18.0;82.0;21.0;79.0
553;5678;Age: 50 to 65 years;2006;17.0;83.0;19.0;81.0
554;5678;Age: 50 to 65 years;2007;18.0;82.0;20.0;80.0
555;5678;Age: 50 to 65 years;2008;17.0;83.0;15.0;85.0
556;5678;Age: 50 to 65 years;2009;16.0;84.0;17.0;83.0
557;5678;Age: 50 to 65 years;2010 old method;19.0;81.0;24.0;76.0
558;5678;Age: 50 to 65 years;2010 new method;24.0;76.0;23.0;77.0
559;5678;Age: 50 to 65 years;2012;;;;
560;5678;Age: 65 years or older;2003;23.0;77.0;20.0;80.0
561;5678;Age: 65 years or older;2004;24.0;76.0;18.0;82.0
562;5678;Age: 65 years or older;2005;16.0;84.0;15.0;85.0
563;5678;Age: 65 years or older;2006;21.0;79.0;19.0;81.0
564;5678;Age: 65 years or older;2007;23.0;77.0;24.0;76.0
565;5678;Age: 65 years or older;2008;20.0;80.0;18.0;82.0
566;5678;Age: 65 years or older;2009;23.0;77.0;20.0;80.0
567;5678;Age: 65 years or older;2010 old method;;;;
568;5678;Age: 65 years or older;2010 new method;;;;
569;5678;Age: 65 years or older;2012;;;;
570;5678;Origin: Dutch background;2003;13.0;87.0;15.0;85.0
571;5678;Origin: Dutch background;2004;14.0;86.0;16.0;84.0
572;5678;Origin: Dutch background;2005;13.0;87.0;17.0;83.0
573;5678;Origin: Dutch background;2006;12.0;88.0;15.0;85.0
574;5678;Origin: Dutch background;2007;14.0;86.0;17.0;83.0
575;5678;Origin: Dutch background;2008;13.0;87.0;14.0;86.0
576;5678;Origin: Dutch background;2009;14.0;86.0;15.0;85.0
577;5678;Origin: Dutch background;2010 old method;14.0;86.0;16.0;84.0
578;5678;Origin: Dutch background;2010 new method;18.0;82.0;20.0;80.0
579;5678;Origin: Dutch background;2012;;;;
580;5678;Origin: Western background;2003;20.0;80.0;20.0;80.0
581;5678;Origin: Western background;2004;17.0;83.0;20.0;80.0
582;5678;Origin: Western background;2005;21.0;79.0;21.0;79.0
583;5678;Origin: Western background;2006;16.0;84.0;24.0;76.0
584;5678;Origin: Western background;2007;21.0;79.0;23.0;77.0
585;5678;Origin: Western background;2008;20.0;80.0;21.0;79.0
586;5678;Origin: Western background;2009;16.0;84.0;21.0;79.0
587;5678;Origin: Western background;2010 old method;;;;
588;5678;Origin: Western background;2010 new method;;;;
589;5678;Origin: Western background;2012;;;;
590;5678;Origin: Non-western background;2003;31.0;69.0;29.0;71.0
591;5678;Origin: Non-western background;2004;36.0;64.0;37.0;63.0
592;5678;Origin: Non-western background;2005;36.0;64.0;37.0;63.0
593;5678;Origin: Non-western background;2006;33.0;67.0;38.0;62.0
594;5678;Origin: Non-western background;2007;35.0;65.0;25.0;75.0
595;5678;Origin: Non-western background;2008;35.0;65.0;28.0;72.0
596;5678;Origin: Non-western background;2009;32.0;68.0;31.0;69.0
597;5678;Origin: Non-western background;2010 old method;;;;
598;5678;Origin: Non-western background;2010 new method;34.0;66.0;26.0;74.0
599;5678;Origin: Non-western background;2012;;;;
600;12;Total population;2003;;;;
601;12;Total population;2004;;;;
602;12;Total population;2005;19.0;81.0;17.0;83.0
603;12;Total population;2006;18.0;82.0;17.0;83.0
604;12;Total population;2007;18.0;82.0;17.0;83.0
605;12;Total population;2008;15.0;85.0;15.0;85.0
606;12;Total population;2009;16.0;84.0;16.0;84.0
607;12;Total population;2010 old method;19.0;81.0;16.0;84.0
608;12;Total population;2010 new method;24.0;76.0;20.0;80.0
609;12;Total population;2012;;;;
610;12;Gender: male;2003;;;;
611;12;Gender: male;2004;;;;
612;12;Gender: male;2005;21.0;79.0;23.0;77.0
613;12;Gender: male;2006;17.0;83.0;20.0;80.0
614;12;Gender: male;2007;18.0;82.0;20.0;80.0
615;12;Gender: male;2008;19.0;81.0;16.0;84.0
616;12;Gender: male;2009;12.0;88.0;14.0;86.0
617;12;Gender: male;2010 old method;16.0;84.0;13.0;87.0
618;12;Gender: male;2010 new method;24.0;76.0;20.0;80.0
619;12;Gender: male;2012;;;;
620;12;Gender: female;2003;;;;
621;12;Gender: female;2004;;;;
622;12;Gender: female;2005;18.0;82.0;14.0;86.0
623;12;Gender: female;2006;18.0;82.0;16.0;84.0
624;12;Gender: female;2007;18.0;82.0;16.0;84.0
625;12;Gender: female;2008;14.0;86.0;15.0;85.0
626;12;Gender: female;2009;18.0;82.0;17.0;83.0
627;12;Gender: female;2010 old method;20.0;80.0;17.0;83.0
628;12;Gender: female;2010 new method;24.0;76.0;20.0;80.0
629;12;Gender: female;2012;;;;
630;12;Age: 18 to 35 years;2003;;;;
631;12;Age: 18 to 35 years;2004;;;;
632;12;Age: 18 to 35 years;2005;15.0;85.0;13.0;87.0
633;12;Age: 18 to 35 years;2006;12.0;88.0;11.0;89.0
634;12;Age: 18 to 35 years;2007;13.0;87.0;17.0;83.0
635;12;Age: 18 to 35 years;2008;7.0;93.0;10.0;90.0
636;12;Age: 18 to 35 years;2009;10.0;90.0;12.0;88.0
637;12;Age: 18 to 35 years;2010 old method;;;;
638;12;Age: 18 to 35 years;2010 new method;;;;
639;12;Age: 18 to 35 years;2012;;;;
640;12;Age: 35 to 50 years;2003;;;;
641;12;Age: 35 to 50 years;2004;;;;
642;12;Age: 35 to 50 years;2005;18.0;82.0;19.0;81.0
643;12;Age: 35 to 50 years;2006;20.0;80.0;23.0;77.0
644;12;Age: 35 to 50 years;2007;16.0;84.0;16.0;84.0
645;12;Age: 35 to 50 years;2008;16.0;84.0;18.0;82.0
646;12;Age: 35 to 50 years;2009;16.0;84.0;19.0;81.0
647;12;Age: 35 to 50 years;2010 old method;20.0;80.0;16.0;84.0
648;12;Age: 35 to 50 years;2010 new method;24.0;76.0;23.0;77.0
649;12;Age: 35 to 50 years;2012;;;;
650;12;Age: 50 to 65 years;2003;;;;
651;12;Age: 50 to 65 years;2004;;;;
652;12;Age: 50 to 65 years;2005;21.0;79.0;25.0;75.0
653;12;Age: 50 to 65 years;2006;23.0;77.0;22.0;78.0
654;12;Age: 50 to 65 years;2007;23.0;77.0;19.0;81.0
655;12;Age: 50 to 65 years;2008;17.0;83.0;17.0;83.0
656;12;Age: 50 to 65 years;2009;18.0;82.0;13.0;87.0
657;12;Age: 50 to 65 years;2010 old method;;;;
658;12;Age: 50 to 65 years;2010 new method;;;;
659;12;Age: 50 to 65 years;2012;;;;
660;12;Age: 65 years or older;2003;;;;
661;12;Age: 65 years or older;2004;;;;
662;12;Age: 65 years or older;2005;21.0;79.0;12.0;88.0
663;12;Age: 65 years or older;2006;16.0;84.0;13.0;87.0
664;12;Age: 65 years or older;2007;20.0;80.0;16.0;84.0
665;12;Age: 65 years or older;2008;18.0;82.0;16.0;84.0
666;12;Age: 65 years or older;2009;19.0;81.0;17.0;83.0
667;12;Age: 65 years or older;2010 old method;20.0;80.0;15.0;85.0
668;12;Age: 65 years or older;2010 new method;27.0;73.0;20.0;80.0
669;12;Age: 65 years or older;2012;;;;
670;12;Origin: Dutch background;2003;;;;
671;12;Origin: Dutch background;2004;;;;
672;12;Origin: Dutch background;2005;16.0;84.0;16.0;84.0
673;12;Origin: Dutch background;2006;15.0;85.0;15.0;85.0
674;12;Origin: Dutch background;2007;16.0;84.0;16.0;84.0
675;12;Origin: Dutch background;2008;15.0;85.0;15.0;85.0
676;12;Origin: Dutch background;2009;15.0;85.0;14.0;86.0
677;12;Origin: Dutch background;2010 old method;15.0;85.0;15.0;85.0
678;12;Origin: Dutch background;2010 new method;24.0;76.0;19.0;81.0
679;12;Origin: Dutch background;2012;;;;
680;12;Origin: Western background;2003;;;;
681;12;Origin: Western background;2004;;;;
682;12;Origin: Western background;2005;;;;
683;12;Origin: Western background;2006;;;;
684;12;Origin: Western background;2007;;;;
685;12;Origin: Western background;2008;;;;
686;12;Origin: Western background;2009;;;;
687;12;Origin: Western background;2010 old method;;;;
688;12;Origin: Western background;2010 new method;;;;
689;12;Origin: Western background;2012;;;;
690;12;Origin: Non-western background;2003;;;;
691;12;Origin: Non-western background;2004;;;;
692;12;Origin: Non-western background;2005;28.0;72.0;22.0;78.0
693;12;Origin: Non-western background;2006;24.0;76.0;24.0;76.0
694;12;Origin: Non-western background;2007;27.0;73.0;20.0;80.0
695;12;Origin: Non-western background;2008;17.0;83.0;15.0;85.0
696;12;Origin: Non-western background;2009;20.0;80.0;22.0;78.0
697;12;Origin: Non-western background;2010 old method;;;;
698;12;Origin: Non-western background;2010 new method;;;;
699;12;Origin: Non-western background;2012;;;;
700;34;Total population;2003;;;;
701;34;Total population;2004;;;;
702;34;Total population;2005;10.0;90.0;12.0;88.0
703;34;Total population;2006;9.0;91.0;12.0;88.0
704;34;Total population;2007;9.0;91.0;11.0;89.0
705;34;Total population;2008;9.0;91.0;10.0;90.0
706;34;Total population;2009;8.0;92.0;10.0;90.0
707;34;Total population;2010 old method;9.0;91.0;11.0;89.0
708;34;Total population;2010 new method;14.0;86.0;12.0;88.0
709;34;Total population;2012;;;;
710;34;Gender: male;2003;;;;
711;34;Gender: male;2004;;;;
712;34;Gender: male;2005;9.0;91.0;11.0;89.0
713;34;Gender: male;2006;8.0;92.0;11.0;89.0
714;34;Gender: male;2007;8.0;92.0;10.0;90.0
715;34;Gender: male;2008;9.0;91.0;9.0;91.0
716;34;Gender: male;2009;7.0;93.0;10.0;90.0
717;34;Gender: male;2010 old method;8.0;92.0;11.0;89.0
718;34;Gender: male;2010 new method;13.0;87.0;12.0;88.0
719;34;Gender: male;2012;;;;
720;34;Gender: female;2003;;;;
721;34;Gender: female;2004;;;;
722;34;Gender: female;2005;11.0;89.0;13.0;87.0
723;34;Gender: female;2006;11.0;89.0;12.0;88.0
724;34;Gender: female;2007;10.0;90.0;12.0;88.0
725;34;Gender: female;2008;9.0;91.0;10.0;90.0
726;34;Gender: female;2009;9.0;91.0;10.0;90.0
727;34;Gender: female;2010 old method;9.0;91.0;11.0;89.0
728;34;Gender: female;2010 new method;15.0;85.0;13.0;87.0
729;34;Gender: female;2012;;;;
730;34;Age: 18 to 35 years;2003;;;;
731;34;Age: 18 to 35 years;2004;;;;
732;34;Age: 18 to 35 years;2005;8.0;92.0;11.0;89.0
733;34;Age: 18 to 35 years;2006;7.0;93.0;12.0;88.0
734;34;Age: 18 to 35 years;2007;7.0;93.0;10.0;90.0
735;34;Age: 18 to 35 years;2008;6.0;94.0;8.0;92.0
736;34;Age: 18 to 35 years;2009;6.0;94.0;9.0;91.0
737;34;Age: 18 to 35 years;2010 old method;5.0;95.0;8.0;92.0
738;34;Age: 18 to 35 years;2010 new method;11.0;89.0;11.0;89.0
739;34;Age: 18 to 35 years;2012;;;;
740;34;Age: 35 to 50 years;2003;;;;
741;34;Age: 35 to 50 years;2004;;;;
742;34;Age: 35 to 50 years;2005;9.0;91.0;12.0;88.0
743;34;Age: 35 to 50 years;2006;9.0;91.0;12.0;88.0
744;34;Age: 35 to 50 years;2007;7.0;93.0;11.0;89.0
745;34;Age: 35 to 50 years;2008;10.0;90.0;10.0;90.0
746;34;Age: 35 to 50 years;2009;7.0;93.0;11.0;89.0
747;34;Age: 35 to 50 years;2010 old method;7.0;93.0;11.0;89.0
748;34;Age: 35 to 50 years;2010 new method;13.0;87.0;13.0;87.0
749;34;Age: 35 to 50 years;2012;;;;
750;34;Age: 50 to 65 years;2003;;;;
751;34;Age: 50 to 65 years;2004;;;;
752;34;Age: 50 to 65 years;2005;11.0;89.0;12.0;88.0
753;34;Age: 50 to 65 years;2006;10.0;90.0;12.0;88.0
754;34;Age: 50 to 65 years;2007;10.0;90.0;11.0;89.0
755;34;Age: 50 to 65 years;2008;10.0;90.0;10.0;90.0
756;34;Age: 50 to 65 years;2009;9.0;91.0;11.0;89.0
757;34;Age: 50 to 65 years;2010 old method;11.0;89.0;12.0;88.0
758;34;Age: 50 to 65 years;2010 new method;15.0;85.0;13.0;87.0
759;34;Age: 50 to 65 years;2012;;;;
760;34;Age: 65 years or older;2003;;;;
761;34;Age: 65 years or older;2004;;;;
762;34;Age: 65 years or older;2005;13.0;87.0;11.0;89.0
763;34;Age: 65 years or older;2006;13.0;87.0;10.0;90.0
764;34;Age: 65 years or older;2007;14.0;86.0;12.0;88.0
765;34;Age: 65 years or older;2008;11.0;89.0;11.0;89.0
766;34;Age: 65 years or older;2009;11.0;89.0;9.0;91.0
767;34;Age: 65 years or older;2010 old method;12.0;88.0;13.0;87.0
768;34;Age: 65 years or older;2010 new method;16.0;84.0;12.0;88.0
769;34;Age: 65 years or older;2012;;;;
770;34;Origin: Dutch background;2003;;;;
771;34;Origin: Dutch background;2004;;;;
772;34;Origin: Dutch background;2005;9.0;91.0;11.0;89.0
773;34;Origin: Dutch background;2006;9.0;91.0;10.0;90.0
774;34;Origin: Dutch background;2007;8.0;92.0;11.0;89.0
775;34;Origin: Dutch background;2008;8.0;92.0;9.0;91.0
776;34;Origin: Dutch background;2009;8.0;92.0;10.0;90.0
777;34;Origin: Dutch background;2010 old method;8.0;92.0;11.0;89.0
778;34;Origin: Dutch background;2010 new method;13.0;87.0;12.0;88.0
779;34;Origin: Dutch background;2012;;;;
780;34;Origin: Western background;2003;;;;
781;34;Origin: Western background;2004;;;;
782;34;Origin: Western background;2005;13.0;87.0;14.0;86.0
783;34;Origin: Western background;2006;10.0;90.0;12.0;88.0
784;34;Origin: Western background;2007;13.0;87.0;14.0;86.0
785;34;Origin: Western background;2008;13.0;87.0;15.0;85.0
786;34;Origin: Western background;2009;8.0;92.0;13.0;87.0
787;34;Origin: Western background;2010 old method;12.0;88.0;13.0;87.0
788;34;Origin: Western background;2010 new method;14.0;86.0;11.0;89.0
789;34;Origin: Western background;2012;;;;
790;34;Origin: Non-western background;2003;;;;
791;34;Origin: Non-western background;2004;;;;
792;34;Origin: Non-western background;2005;23.0;77.0;24.0;76.0
793;34;Origin: Non-western background;2006;13.0;87.0;27.0;73.0
794;34;Origin: Non-western background;2007;16.0;84.0;14.0;86.0
795;34;Origin: Non-western background;2008;23.0;77.0;13.0;87.0
796;34;Origin: Non-western background;2009;11.0;89.0;15.0;85.0
797;34;Origin: Non-western background;2010 old method;;;;
798;34;Origin: Non-western background;2010 new method;;;;
799;34;Origin: Non-western background;2012;;;;
800;56;Total population;2003;;;;
801;56;Total population;2004;;;;
802;56;Total population;2005;13.0;87.0;15.0;85.0
803;56;Total population;2006;10.0;90.0;11.0;89.0
804;56;Total population;2007;12.0;88.0;13.0;87.0
805;56;Total population;2008;11.0;89.0;10.0;90.0
806;56;Total population;2009;11.0;89.0;11.0;89.0
807;56;Total population;2010 old method;11.0;89.0;14.0;86.0
808;56;Total population;2010 new method;18.0;82.0;19.0;81.0
809;56;Total population;2012;;;;
810;56;Gender: male;2003;;;;
811;56;Gender: male;2004;;;;
812;56;Gender: male;2005;11.0;89.0;13.0;87.0
813;56;Gender: male;2006;8.0;92.0;10.0;90.0
814;56;Gender: male;2007;11.0;89.0;12.0;88.0
815;56;Gender: male;2008;10.0;90.0;11.0;89.0
816;56;Gender: male;2009;10.0;90.0;10.0;90.0
817;56;Gender: male;2010 old method;11.0;89.0;13.0;87.0
818;56;Gender: male;2010 new method;16.0;84.0;18.0;82.0
819;56;Gender: male;2012;;;;
820;56;Gender: female;2003;;;;
821;56;Gender: female;2004;;;;
822;56;Gender: female;2005;21.0;79.0;22.0;78.0
823;56;Gender: female;2006;16.0;84.0;14.0;86.0
824;56;Gender: female;2007;18.0;82.0;16.0;84.0
825;56;Gender: female;2008;13.0;87.0;7.0;93.0
826;56;Gender: female;2009;16.0;84.0;15.0;85.0
827;56;Gender: female;2010 old method;;;;
828;56;Gender: female;2010 new method;;;;
829;56;Gender: female;2012;;;;
830;56;Age: 18 to 35 years;2003;;;;
831;56;Age: 18 to 35 years;2004;;;;
832;56;Age: 18 to 35 years;2005;8.0;92.0;14.0;86.0
833;56;Age: 18 to 35 years;2006;9.0;91.0;7.0;93.0
834;56;Age: 18 to 35 years;2007;10.0;90.0;8.0;92.0
835;56;Age: 18 to 35 years;2008;6.0;94.0;9.0;91.0
836;56;Age: 18 to 35 years;2009;10.0;90.0;9.0;91.0
837;56;Age: 18 to 35 years;2010 old method;;;;
838;56;Age: 18 to 35 years;2010 new method;;;;
839;56;Age: 18 to 35 years;2012;;;;
840;56;Age: 35 to 50 years;2003;;;;
841;56;Age: 35 to 50 years;2004;;;;
842;56;Age: 35 to 50 years;2005;16.0;84.0;15.0;85.0
843;56;Age: 35 to 50 years;2006;8.0;92.0;12.0;88.0
844;56;Age: 35 to 50 years;2007;9.0;91.0;17.0;83.0
845;56;Age: 35 to 50 years;2008;15.0;85.0;13.0;87.0
846;56;Age: 35 to 50 years;2009;12.0;88.0;11.0;89.0
847;56;Age: 35 to 50 years;2010 old method;;;;
848;56;Age: 35 to 50 years;2010 new method;;;;
849;56;Age: 35 to 50 years;2012;;;;
850;56;Age: 50 to 65 years;2003;;;;
851;56;Age: 50 to 65 years;2004;;;;
852;56;Age: 50 to 65 years;2005;17.0;83.0;17.0;83.0
853;56;Age: 50 to 65 years;2006;11.0;89.0;13.0;87.0
854;56;Age: 50 to 65 years;2007;16.0;84.0;15.0;85.0
855;56;Age: 50 to 65 years;2008;13.0;87.0;10.0;90.0
856;56;Age: 50 to 65 years;2009;11.0;89.0;12.0;88.0
857;56;Age: 50 to 65 years;2010 old method;;;;
858;56;Age: 50 to 65 years;2010 new method;;;;
859;56;Age: 50 to 65 years;2012;;;;
860;56;Age: 65 years or older;2003;;;;
861;56;Age: 65 years or older;2004;;;;
862;56;Age: 65 years or older;2005;;;;
863;56;Age: 65 years or older;2006;;;;
864;56;Age: 65 years or older;2007;;;;
865;56;Age: 65 years or older;2008;;;;
866;56;Age: 65 years or older;2009;;;;
867;56;Age: 65 years or older;2010 old method;;;;
868;56;Age: 65 years or older;2010 new method;;;;
869;56;Age: 65 years or older;2012;;;;
870;56;Origin: Dutch background;2003;;;;
871;56;Origin: Dutch background;2004;;;;
872;56;Origin: Dutch background;2005;12.0;88.0;15.0;85.0
873;56;Origin: Dutch background;2006;8.0;92.0;10.0;90.0
874;56;Origin: Dutch background;2007;11.0;89.0;12.0;88.0
875;56;Origin: Dutch background;2008;11.0;89.0;10.0;90.0
876;56;Origin: Dutch background;2009;10.0;90.0;10.0;90.0
877;56;Origin: Dutch background;2010 old method;11.0;89.0;11.0;89.0
878;56;Origin: Dutch background;2010 new method;17.0;83.0;19.0;81.0
879;56;Origin: Dutch background;2012;;;;
880;56;Origin: Western background;2003;;;;
881;56;Origin: Western background;2004;;;;
882;56;Origin: Western background;2005;;;;
883;56;Origin: Western background;2006;;;;
884;56;Origin: Western background;2007;;;;
885;56;Origin: Western background;2008;;;;
886;56;Origin: Western background;2009;;;;
887;56;Origin: Western background;2010 old method;;;;
888;56;Origin: Western background;2010 new method;;;;
889;56;Origin: Western background;2012;;;;
890;56;Origin: Non-western background;2003;;;;
891;56;Origin: Non-western background;2004;;;;
892;56;Origin: Non-western background;2005;;;;
893;56;Origin: Non-western background;2006;;;;
894;56;Origin: Non-western background;2007;;;;
895;56;Origin: Non-western background;2008;;;;
896;56;Origin: Non-western background;2009;;;;
897;56;Origin: Non-western background;2010 old method;;;;
898;56;Origin: Non-western background;2010 new method;;;;
899;56;Origin: Non-western background;2012;;;;
900;901;Total population;2003;;;;
901;901;Total population;2004;;;;
902;901;Total population;2005;20.0;80.0;21.0;79.0
903;901;Total population;2006;15.0;85.0;13.0;87.0
904;901;Total population;2007;15.0;85.0;14.0;86.0
905;901;Total population;2008;17.0;83.0;16.0;84.0
906;901;Total population;2009;20.0;80.0;25.0;75.0
907;901;Total population;2010 old method;;;;
908;901;Total population;2010 new method;21.0;79.0;16.0;84.0
909;901;Total population;2012;;;;
910;901;Gender: male;2003;;;;
911;901;Gender: male;2004;;;;
912;901;Gender: male;2005;;;;
913;901;Gender: male;2006;;;;
914;901;Gender: male;2007;;;;
915;901;Gender: male;2008;;;;
916;901;Gender: male;2009;;;;
917;901;Gender: male;2010 old method;;;;
